Inverter_Test_ID,Switching_Frequency_kHz,Inverter_Junction_Temp_C,Motor_Speed_RPM,Power_Switching_Loss_W,Inverter_Efficiency_pct,Operating_Regime
HYUNDAI-E-GMP-2313,13.1,78.2,13273,660.7,96.49,Thermal Derating Required
HYUNDAI-E-GMP-2314,15.4,53.9,9718,575.3,96.79,Thermal Derating Required
HYUNDAI-E-GMP-2315,12.7,63.2,1400,521.2,96.98,Thermal Derating Required
HYUNDAI-E-GMP-2316,18.9,77.7,10146,741.1,96.21,Thermal Derating Required
HYUNDAI-E-GMP-2317,16.3,74.7,12182,719.7,96.28,Thermal Derating Required
HYUNDAI-E-GMP-2318,19.0,58.9,11556,690.4,96.38,Thermal Derating Required
HYUNDAI-E-GMP-2319,22.2,87.9,9630,816.5,95.94,Thermal Derating Required
HYUNDAI-E-GMP-2320,13.3,86.1,12808,701.4,96.35,Thermal Derating Required
HYUNDAI-E-GMP-2321,19.5,52.9,7979,642.3,96.55,Thermal Derating Required
HYUNDAI-E-GMP-2322,20.9,58.8,9669,686.3,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2323,23.7,73.5,12766,881.0,95.72,Thermal Derating Required
HYUNDAI-E-GMP-2324,9.3,80.9,2477,500.3,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2325,9.4,88.9,15822,716.5,96.29,Thermal Derating Required
HYUNDAI-E-GMP-2326,12.9,48.7,5527,489.4,97.09,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2327,21.4,72.0,14151,840.2,95.86,Thermal Derating Required
HYUNDAI-E-GMP-2328,12.0,71.5,1549,519.7,96.98,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2329,21.2,69.2,6383,711.7,96.31,Thermal Derating Required
HYUNDAI-E-GMP-2330,9.2,91.9,13581,667.4,96.46,Thermal Derating Required
HYUNDAI-E-GMP-2331,20.7,81.7,11057,775.3,96.09,Thermal Derating Required
HYUNDAI-E-GMP-2332,19.5,50.7,3666,638.8,96.56,Thermal Derating Required
HYUNDAI-E-GMP-2333,19.6,50.1,15917,686.5,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2334,20.5,71.7,3305,685.4,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2335,10.1,76.8,7276,556.8,96.85,Thermal Derating Required
HYUNDAI-E-GMP-2336,8.8,83.7,13303,646.9,96.54,Thermal Derating Required
HYUNDAI-E-GMP-2337,23.5,67.9,15604,825.1,95.91,Thermal Derating Required
HYUNDAI-E-GMP-2338,17.1,54.5,15734,672.3,96.45,Thermal Derating Required
HYUNDAI-E-GMP-2339,17.5,86.5,6919,793.3,96.02,Thermal Derating Required
HYUNDAI-E-GMP-2340,10.1,94.0,12380,657.8,96.5,Thermal Derating Required
HYUNDAI-E-GMP-2341,14.1,95.0,2786,704.1,96.34,Thermal Derating Required
HYUNDAI-E-GMP-2342,13.2,89.3,14777,717.5,96.29,Thermal Derating Required
HYUNDAI-E-GMP-2343,21.6,67.3,15926,830.8,95.89,Thermal Derating Required
HYUNDAI-E-GMP-2344,13.6,63.4,5014,599.9,96.7,Thermal Derating Required
HYUNDAI-E-GMP-2345,10.5,66.1,4988,490.7,97.08,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2346,20.5,88.8,2037,780.2,96.07,Thermal Derating Required
HYUNDAI-E-GMP-2347,8.6,91.9,10103,641.7,96.55,Thermal Derating Required
HYUNDAI-E-GMP-2348,16.0,68.7,14389,637.2,96.57,Thermal Derating Required
HYUNDAI-E-GMP-2349,20.3,54.5,13702,700.6,96.35,Thermal Derating Required
HYUNDAI-E-GMP-2350,21.3,67.7,14443,753.6,96.16,Thermal Derating Required
HYUNDAI-E-GMP-2351,12.8,67.8,5471,581.9,96.76,Thermal Derating Required
HYUNDAI-E-GMP-2352,16.4,90.0,4913,733.3,96.23,Thermal Derating Required
HYUNDAI-E-GMP-2353,21.5,64.9,5413,740.8,96.21,Thermal Derating Required
HYUNDAI-E-GMP-2354,12.8,87.3,9699,677.9,96.43,Thermal Derating Required
HYUNDAI-E-GMP-2355,19.5,75.2,11337,744.6,96.19,Thermal Derating Required
HYUNDAI-E-GMP-2356,11.2,77.8,7075,605.9,96.68,Thermal Derating Required
HYUNDAI-E-GMP-2357,14.1,67.6,2231,555.3,96.86,Thermal Derating Required
HYUNDAI-E-GMP-2358,22.8,70.1,10824,828.9,95.9,Thermal Derating Required
HYUNDAI-E-GMP-2359,17.7,92.8,12508,855.8,95.8,Thermal Derating Required
HYUNDAI-E-GMP-2360,15.3,88.4,1049,684.7,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2361,9.7,62.6,6542,487.5,97.09,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2362,16.7,47.8,1395,508.7,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2363,14.5,66.5,14641,643.5,96.55,Thermal Derating Required
HYUNDAI-E-GMP-2364,13.6,67.3,3332,533.0,96.93,Thermal Derating Required
HYUNDAI-E-GMP-2365,10.9,47.5,13163,523.2,96.97,Thermal Derating Required
HYUNDAI-E-GMP-2366,11.7,50.6,9519,510.9,97.01,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2367,14.7,69.5,11582,669.0,96.46,Thermal Derating Required
HYUNDAI-E-GMP-2368,13.1,54.6,2539,509.3,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2369,21.8,62.2,4054,721.8,96.27,Thermal Derating Required
HYUNDAI-E-GMP-2370,9.9,54.1,2128,408.7,97.37,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2371,23.1,68.4,14233,813.9,95.95,Thermal Derating Required
HYUNDAI-E-GMP-2372,18.2,67.5,5360,655.2,96.51,Thermal Derating Required
HYUNDAI-E-GMP-2373,23.0,91.5,12727,877.0,95.73,Thermal Derating Required
HYUNDAI-E-GMP-2374,10.0,93.5,12299,683.1,96.41,Thermal Derating Required
HYUNDAI-E-GMP-2375,18.8,78.6,11766,792.1,96.03,Thermal Derating Required
HYUNDAI-E-GMP-2376,14.0,71.5,5548,574.1,96.79,Thermal Derating Required
HYUNDAI-E-GMP-2377,21.7,89.8,14513,902.8,95.64,Thermal Derating Required
HYUNDAI-E-GMP-2378,21.9,53.1,10039,672.2,96.45,Thermal Derating Required
HYUNDAI-E-GMP-2379,11.9,54.9,11181,545.9,96.89,Thermal Derating Required
HYUNDAI-E-GMP-2380,16.5,51.1,3449,453.5,97.21,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2381,22.8,48.7,2064,646.8,96.54,Thermal Derating Required
HYUNDAI-E-GMP-2382,17.4,86.2,12239,777.6,96.08,Thermal Derating Required
HYUNDAI-E-GMP-2383,20.6,77.5,9118,766.4,96.12,Thermal Derating Required
HYUNDAI-E-GMP-2384,13.3,70.6,11235,619.1,96.63,Thermal Derating Required
HYUNDAI-E-GMP-2385,22.2,51.3,4549,675.5,96.44,Thermal Derating Required
HYUNDAI-E-GMP-2386,21.6,70.6,8320,742.2,96.2,Thermal Derating Required
HYUNDAI-E-GMP-2387,17.6,75.4,5478,762.9,96.13,Thermal Derating Required
HYUNDAI-E-GMP-2388,17.3,81.2,9690,720.3,96.28,Thermal Derating Required
HYUNDAI-E-GMP-2389,9.5,84.8,5078,587.7,96.74,Thermal Derating Required
HYUNDAI-E-GMP-2390,17.7,88.9,3713,729.4,96.25,Thermal Derating Required
HYUNDAI-E-GMP-2391,10.3,82.1,11879,620.4,96.63,Thermal Derating Required
HYUNDAI-E-GMP-2392,23.0,67.7,5837,797.2,96.01,Thermal Derating Required
HYUNDAI-E-GMP-2393,17.9,90.9,5612,752.8,96.17,Thermal Derating Required
HYUNDAI-E-GMP-2394,15.2,49.8,15291,550.1,96.87,Thermal Derating Required
HYUNDAI-E-GMP-2395,23.5,82.8,9944,840.6,95.86,Thermal Derating Required
HYUNDAI-E-GMP-2396,13.8,53.7,3728,510.1,97.01,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2397,17.8,54.8,15976,630.1,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2398,11.1,93.6,2084,634.0,96.58,Thermal Derating Required
HYUNDAI-E-GMP-2399,22.9,77.4,14830,899.6,95.65,Thermal Derating Required
HYUNDAI-E-GMP-2400,9.5,48.8,2828,369.4,97.51,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2401,14.3,45.3,13173,588.6,96.74,Thermal Derating Required
HYUNDAI-E-GMP-2402,15.0,55.4,15249,629.2,96.6,Thermal Derating Required
HYUNDAI-E-GMP-2403,8.2,89.3,12228,610.5,96.66,Thermal Derating Required
HYUNDAI-E-GMP-2404,12.5,54.1,11488,531.6,96.94,Thermal Derating Required
HYUNDAI-E-GMP-2405,13.4,72.5,7085,548.3,96.88,Thermal Derating Required
HYUNDAI-E-GMP-2406,11.8,92.8,15082,734.8,96.23,Thermal Derating Required
HYUNDAI-E-GMP-2407,12.9,48.5,13231,571.4,96.8,Thermal Derating Required
HYUNDAI-E-GMP-2408,20.1,82.9,8755,785.9,96.05,Thermal Derating Required
HYUNDAI-E-GMP-2409,11.1,78.2,9213,601.9,96.69,Thermal Derating Required
HYUNDAI-E-GMP-2410,23.8,54.3,9234,700.0,96.35,Thermal Derating Required
HYUNDAI-E-GMP-2411,14.4,75.4,14977,676.5,96.43,Thermal Derating Required
HYUNDAI-E-GMP-2412,18.9,67.3,15717,781.9,96.06,Thermal Derating Required
HYUNDAI-E-GMP-2413,13.0,88.6,9461,658.5,96.5,Thermal Derating Required
HYUNDAI-E-GMP-2414,15.0,77.9,15008,727.4,96.25,Thermal Derating Required
HYUNDAI-E-GMP-2415,18.0,51.6,4393,573.7,96.79,Thermal Derating Required
HYUNDAI-E-GMP-2416,14.5,89.8,11160,742.1,96.2,Thermal Derating Required
HYUNDAI-E-GMP-2417,13.5,48.4,6936,538.3,96.92,Thermal Derating Required
HYUNDAI-E-GMP-2418,22.8,62.8,7194,704.5,96.33,Thermal Derating Required
HYUNDAI-E-GMP-2419,9.9,75.4,1584,524.3,96.97,Thermal Derating Required
HYUNDAI-E-GMP-2420,16.7,88.4,9383,761.8,96.13,Thermal Derating Required
HYUNDAI-E-GMP-2421,11.5,93.4,4695,676.8,96.43,Thermal Derating Required
HYUNDAI-E-GMP-2422,11.4,93.7,6805,611.8,96.66,Thermal Derating Required
HYUNDAI-E-GMP-2423,22.1,89.0,15052,889.5,95.69,Thermal Derating Required
HYUNDAI-E-GMP-2424,23.6,91.8,4839,871.2,95.75,Thermal Derating Required
HYUNDAI-E-GMP-2425,19.6,60.3,13370,725.6,96.26,Thermal Derating Required
HYUNDAI-E-GMP-2426,20.9,51.7,3939,616.6,96.64,Thermal Derating Required
HYUNDAI-E-GMP-2427,9.5,91.4,1110,595.4,96.72,Thermal Derating Required
HYUNDAI-E-GMP-2428,19.6,46.7,8508,631.5,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2429,19.6,59.6,4682,652.6,96.52,Thermal Derating Required
HYUNDAI-E-GMP-2430,15.7,78.9,11197,723.4,96.27,Thermal Derating Required
HYUNDAI-E-GMP-2431,21.7,69.3,7215,734.9,96.23,Thermal Derating Required
HYUNDAI-E-GMP-2432,16.0,66.7,2995,606.5,96.68,Thermal Derating Required
HYUNDAI-E-GMP-2433,12.1,53.6,9188,535.2,96.93,Thermal Derating Required
HYUNDAI-E-GMP-2434,15.9,45.8,15306,632.4,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2435,21.8,70.4,13237,787.3,96.04,Thermal Derating Required
HYUNDAI-E-GMP-2436,13.4,70.4,8131,636.0,96.57,Thermal Derating Required
HYUNDAI-E-GMP-2437,15.7,72.2,8040,680.4,96.42,Thermal Derating Required
HYUNDAI-E-GMP-2438,19.4,83.3,11382,820.8,95.93,Thermal Derating Required
HYUNDAI-E-GMP-2439,9.6,80.6,13199,662.8,96.48,Thermal Derating Required
HYUNDAI-E-GMP-2440,23.8,81.4,6117,804.6,95.98,Thermal Derating Required
HYUNDAI-E-GMP-2441,23.1,54.9,8193,748.5,96.18,Thermal Derating Required
HYUNDAI-E-GMP-2442,13.6,81.2,6027,660.2,96.49,Thermal Derating Required
HYUNDAI-E-GMP-2443,9.6,84.4,11999,597.5,96.71,Thermal Derating Required
HYUNDAI-E-GMP-2444,16.3,87.4,6730,755.2,96.16,Thermal Derating Required
HYUNDAI-E-GMP-2445,20.2,59.8,2436,631.2,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2446,19.3,69.6,5745,657.7,96.5,Thermal Derating Required
HYUNDAI-E-GMP-2447,16.8,87.3,13040,724.6,96.26,Thermal Derating Required
HYUNDAI-E-GMP-2448,14.3,80.6,11086,654.6,96.51,Thermal Derating Required
HYUNDAI-E-GMP-2449,19.2,70.8,13150,769.8,96.11,Thermal Derating Required
HYUNDAI-E-GMP-2450,19.6,74.0,5708,738.8,96.21,Thermal Derating Required
HYUNDAI-E-GMP-2451,9.7,53.8,6040,481.8,97.11,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2452,21.2,70.1,5321,720.3,96.28,Thermal Derating Required
HYUNDAI-E-GMP-2453,15.4,82.5,9101,713.9,96.3,Thermal Derating Required
HYUNDAI-E-GMP-2454,23.3,83.7,12249,890.0,95.69,Thermal Derating Required
HYUNDAI-E-GMP-2455,13.0,73.6,5992,653.2,96.51,Thermal Derating Required
HYUNDAI-E-GMP-2456,9.3,79.6,12084,636.3,96.57,Thermal Derating Required
HYUNDAI-E-GMP-2457,14.6,47.5,13874,548.3,96.88,Thermal Derating Required
HYUNDAI-E-GMP-2458,12.8,71.0,7997,626.3,96.61,Thermal Derating Required
HYUNDAI-E-GMP-2459,17.1,75.5,12771,732.0,96.24,Thermal Derating Required
HYUNDAI-E-GMP-2460,8.1,92.6,10185,631.1,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2461,21.7,52.0,9721,691.5,96.38,Thermal Derating Required
HYUNDAI-E-GMP-2462,17.7,52.8,14042,624.0,96.62,Thermal Derating Required
HYUNDAI-E-GMP-2463,21.4,74.9,11801,784.6,96.05,Thermal Derating Required
HYUNDAI-E-GMP-2464,14.8,47.1,5853,504.3,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2465,18.0,69.5,6745,670.0,96.46,Thermal Derating Required
HYUNDAI-E-GMP-2466,21.5,45.8,13156,703.7,96.34,Thermal Derating Required
HYUNDAI-E-GMP-2467,22.8,48.2,8282,666.9,96.47,Thermal Derating Required
HYUNDAI-E-GMP-2468,22.2,69.4,14731,837.6,95.87,Thermal Derating Required
HYUNDAI-E-GMP-2469,13.2,48.3,6167,507.5,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2470,19.9,62.8,15408,717.2,96.29,Thermal Derating Required
HYUNDAI-E-GMP-2471,19.5,82.2,10987,766.9,96.12,Thermal Derating Required
HYUNDAI-E-GMP-2472,22.7,56.8,6117,737.7,96.22,Thermal Derating Required
HYUNDAI-E-GMP-2473,23.2,83.9,14697,896.9,95.66,Thermal Derating Required
HYUNDAI-E-GMP-2474,9.5,50.4,15409,516.9,96.99,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2475,9.6,94.9,13388,685.1,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2476,22.0,55.1,1460,676.9,96.43,Thermal Derating Required
HYUNDAI-E-GMP-2477,17.5,73.8,7549,679.3,96.42,Thermal Derating Required
HYUNDAI-E-GMP-2478,15.5,59.1,1617,569.0,96.81,Thermal Derating Required
HYUNDAI-E-GMP-2479,14.0,57.8,11178,573.9,96.79,Thermal Derating Required
HYUNDAI-E-GMP-2480,23.3,61.1,10131,779.4,96.07,Thermal Derating Required
HYUNDAI-E-GMP-2481,11.7,49.3,3489,493.5,97.07,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2482,17.4,66.4,7532,668.3,96.46,Thermal Derating Required
HYUNDAI-E-GMP-2483,23.0,85.0,5801,843.6,95.85,Thermal Derating Required
HYUNDAI-E-GMP-2484,8.5,53.0,12459,479.7,97.12,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2485,17.6,84.1,13677,802.8,95.99,Thermal Derating Required
HYUNDAI-E-GMP-2486,22.0,61.3,10496,787.3,96.04,Thermal Derating Required
HYUNDAI-E-GMP-2487,12.8,57.6,2587,566.4,96.82,Thermal Derating Required
HYUNDAI-E-GMP-2488,10.8,68.4,2126,498.8,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2489,16.5,47.0,15673,621.9,96.62,Thermal Derating Required
HYUNDAI-E-GMP-2490,19.1,78.5,7774,717.4,96.29,Thermal Derating Required
HYUNDAI-E-GMP-2491,16.5,59.1,8561,577.8,96.78,Thermal Derating Required
HYUNDAI-E-GMP-2492,12.7,59.1,3181,536.5,96.92,Thermal Derating Required
HYUNDAI-E-GMP-2493,22.2,55.6,11656,704.0,96.34,Thermal Derating Required
HYUNDAI-E-GMP-2494,17.3,87.2,7024,713.1,96.3,Thermal Derating Required
HYUNDAI-E-GMP-2495,14.1,90.6,5933,696.3,96.36,Thermal Derating Required
HYUNDAI-E-GMP-2496,14.7,82.0,15317,725.1,96.26,Thermal Derating Required
HYUNDAI-E-GMP-2497,22.7,92.0,9247,876.4,95.73,Thermal Derating Required
HYUNDAI-E-GMP-2498,18.7,55.1,9085,660.4,96.49,Thermal Derating Required
HYUNDAI-E-GMP-2499,9.1,79.2,4800,536.4,96.92,Thermal Derating Required
HYUNDAI-E-GMP-2500,12.8,68.7,8228,563.7,96.83,Thermal Derating Required
HYUNDAI-E-GMP-2501,17.7,50.8,5103,565.7,96.82,Thermal Derating Required
HYUNDAI-E-GMP-2502,13.1,72.8,4280,584.8,96.75,Thermal Derating Required
HYUNDAI-E-GMP-2503,11.4,50.4,14546,540.6,96.91,Thermal Derating Required
HYUNDAI-E-GMP-2504,20.7,76.6,5172,708.0,96.32,Thermal Derating Required
HYUNDAI-E-GMP-2505,22.7,93.4,15101,925.4,95.56,Thermal Derating Required
HYUNDAI-E-GMP-2506,22.1,90.1,7140,842.3,95.85,Thermal Derating Required
HYUNDAI-E-GMP-2507,20.0,79.6,5187,726.6,96.26,Thermal Derating Required
HYUNDAI-E-GMP-2508,17.5,75.1,9396,683.8,96.41,Thermal Derating Required
HYUNDAI-E-GMP-2509,12.9,57.8,12037,575.5,96.79,Thermal Derating Required
HYUNDAI-E-GMP-2510,13.6,50.8,2715,539.8,96.91,Thermal Derating Required
HYUNDAI-E-GMP-2511,14.0,78.6,3800,646.2,96.54,Thermal Derating Required
HYUNDAI-E-GMP-2512,19.5,75.2,8498,748.6,96.18,Thermal Derating Required
HYUNDAI-E-GMP-2513,17.4,66.6,12647,697.8,96.36,Thermal Derating Required
HYUNDAI-E-GMP-2514,11.2,77.1,5779,587.3,96.74,Thermal Derating Required
HYUNDAI-E-GMP-2515,13.3,67.4,14845,626.2,96.61,Thermal Derating Required
HYUNDAI-E-GMP-2516,18.8,79.2,13711,760.1,96.14,Thermal Derating Required
HYUNDAI-E-GMP-2517,13.5,63.3,5922,570.1,96.8,Thermal Derating Required
HYUNDAI-E-GMP-2518,11.9,68.8,2900,548.3,96.88,Thermal Derating Required
HYUNDAI-E-GMP-2519,8.1,76.1,14587,600.1,96.7,Thermal Derating Required
HYUNDAI-E-GMP-2520,19.4,53.5,2304,564.9,96.82,Thermal Derating Required
HYUNDAI-E-GMP-2521,20.5,66.5,11156,760.2,96.14,Thermal Derating Required
HYUNDAI-E-GMP-2522,20.8,51.1,11029,671.9,96.45,Thermal Derating Required
HYUNDAI-E-GMP-2523,12.7,71.0,1050,542.9,96.9,Thermal Derating Required
HYUNDAI-E-GMP-2524,18.6,47.5,2078,582.3,96.76,Thermal Derating Required
HYUNDAI-E-GMP-2525,18.5,53.3,11205,637.3,96.57,Thermal Derating Required
HYUNDAI-E-GMP-2526,21.1,73.2,4112,736.2,96.22,Thermal Derating Required
HYUNDAI-E-GMP-2527,22.9,89.8,2394,784.1,96.06,Thermal Derating Required
HYUNDAI-E-GMP-2528,10.5,57.6,6420,470.7,97.15,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2529,14.1,75.3,7670,665.1,96.47,Thermal Derating Required
HYUNDAI-E-GMP-2530,17.2,50.1,4571,551.1,96.87,Thermal Derating Required
HYUNDAI-E-GMP-2531,20.9,92.3,5674,840.5,95.86,Thermal Derating Required
HYUNDAI-E-GMP-2532,13.6,94.8,13123,745.0,96.19,Thermal Derating Required
HYUNDAI-E-GMP-2533,10.8,94.9,10327,685.8,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2534,16.1,62.2,12418,670.9,96.45,Thermal Derating Required
HYUNDAI-E-GMP-2535,11.6,53.7,1259,461.1,97.19,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2536,9.8,51.2,15421,527.8,96.95,Thermal Derating Required
HYUNDAI-E-GMP-2537,20.1,54.9,14823,662.1,96.48,Thermal Derating Required
HYUNDAI-E-GMP-2538,14.8,65.4,12884,655.3,96.51,Thermal Derating Required
HYUNDAI-E-GMP-2539,12.7,91.9,7197,669.0,96.46,Thermal Derating Required
HYUNDAI-E-GMP-2540,12.8,94.6,2688,643.2,96.55,Thermal Derating Required
HYUNDAI-E-GMP-2541,20.8,83.0,14659,833.0,95.88,Thermal Derating Required
HYUNDAI-E-GMP-2542,18.1,80.7,5367,693.3,96.37,Thermal Derating Required
HYUNDAI-E-GMP-2543,9.4,93.3,13521,687.8,96.39,Thermal Derating Required
HYUNDAI-E-GMP-2544,8.0,53.8,11356,436.7,97.27,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2545,20.1,89.0,6858,802.6,95.99,Thermal Derating Required
HYUNDAI-E-GMP-2546,18.0,67.1,9583,716.2,96.29,Thermal Derating Required
HYUNDAI-E-GMP-2547,13.1,80.5,11437,657.0,96.5,Thermal Derating Required
HYUNDAI-E-GMP-2548,17.7,77.8,13157,781.8,96.06,Thermal Derating Required
HYUNDAI-E-GMP-2549,21.0,80.9,1418,729.8,96.25,Thermal Derating Required
HYUNDAI-E-GMP-2550,9.2,88.3,13978,617.6,96.64,Thermal Derating Required
HYUNDAI-E-GMP-2551,13.2,49.6,9206,506.8,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2552,18.3,55.9,4097,600.9,96.7,Thermal Derating Required
HYUNDAI-E-GMP-2553,10.2,79.9,13291,601.7,96.69,Thermal Derating Required
HYUNDAI-E-GMP-2554,17.4,56.0,12184,683.3,96.41,Thermal Derating Required
HYUNDAI-E-GMP-2555,11.8,53.0,4237,475.3,97.14,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2556,18.4,51.3,5435,613.5,96.65,Thermal Derating Required
HYUNDAI-E-GMP-2557,13.4,91.3,14778,731.8,96.24,Thermal Derating Required
HYUNDAI-E-GMP-2558,22.0,63.0,14336,771.1,96.1,Thermal Derating Required
HYUNDAI-E-GMP-2559,11.1,46.9,15509,568.6,96.81,Thermal Derating Required
HYUNDAI-E-GMP-2560,17.1,46.5,15860,642.2,96.55,Thermal Derating Required
HYUNDAI-E-GMP-2561,23.3,54.3,1536,686.7,96.4,Thermal Derating Required
HYUNDAI-E-GMP-2562,10.9,86.5,14695,626.6,96.61,Thermal Derating Required
HYUNDAI-E-GMP-2563,22.2,84.6,9725,851.3,95.82,Thermal Derating Required
HYUNDAI-E-GMP-2564,9.9,93.2,9219,615.5,96.65,Thermal Derating Required
HYUNDAI-E-GMP-2565,8.3,48.5,8301,428.6,97.3,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2566,18.0,89.7,12508,812.4,95.96,Thermal Derating Required
HYUNDAI-E-GMP-2567,16.1,72.8,9097,631.1,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2568,14.6,73.8,10881,652.1,96.52,Thermal Derating Required
HYUNDAI-E-GMP-2569,11.5,60.6,9637,569.3,96.81,Thermal Derating Required
HYUNDAI-E-GMP-2570,21.2,67.2,4687,687.2,96.39,Thermal Derating Required
HYUNDAI-E-GMP-2571,20.5,89.6,1195,775.0,96.09,Thermal Derating Required
HYUNDAI-E-GMP-2572,11.3,91.6,14810,717.7,96.29,Thermal Derating Required
HYUNDAI-E-GMP-2573,22.5,86.1,9033,855.1,95.81,Thermal Derating Required
HYUNDAI-E-GMP-2574,15.7,57.4,11415,616.0,96.64,Thermal Derating Required
HYUNDAI-E-GMP-2575,16.1,68.8,5163,657.2,96.5,Thermal Derating Required
HYUNDAI-E-GMP-2576,16.1,82.8,2521,635.3,96.58,Thermal Derating Required
HYUNDAI-E-GMP-2577,12.2,91.1,12164,691.3,96.38,Thermal Derating Required
HYUNDAI-E-GMP-2578,22.5,50.2,14168,770.0,96.1,Thermal Derating Required
HYUNDAI-E-GMP-2579,22.6,53.3,15609,787.0,96.05,Thermal Derating Required
HYUNDAI-E-GMP-2580,14.8,69.4,4399,544.7,96.89,Thermal Derating Required
HYUNDAI-E-GMP-2581,22.1,84.0,2486,773.3,96.09,Thermal Derating Required
HYUNDAI-E-GMP-2582,16.7,55.3,10035,612.2,96.66,Thermal Derating Required
HYUNDAI-E-GMP-2583,8.4,89.2,7275,547.9,96.88,Thermal Derating Required
HYUNDAI-E-GMP-2584,17.4,74.3,11271,675.8,96.43,Thermal Derating Required
HYUNDAI-E-GMP-2585,20.6,50.9,14943,719.0,96.28,Thermal Derating Required
HYUNDAI-E-GMP-2586,14.1,70.2,1853,599.2,96.7,Thermal Derating Required
HYUNDAI-E-GMP-2587,8.1,57.2,8693,504.7,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2588,16.7,62.9,12716,632.6,96.59,Thermal Derating Required
HYUNDAI-E-GMP-2589,24.0,76.9,1232,744.0,96.2,Thermal Derating Required
HYUNDAI-E-GMP-2590,20.2,88.9,14199,866.5,95.77,Thermal Derating Required
HYUNDAI-E-GMP-2591,14.7,88.6,8391,688.0,96.39,Thermal Derating Required
HYUNDAI-E-GMP-2592,17.5,59.4,6587,627.2,96.6,Thermal Derating Required
HYUNDAI-E-GMP-2593,19.3,51.7,3245,607.9,96.67,Thermal Derating Required
HYUNDAI-E-GMP-2594,19.3,89.5,6580,740.8,96.21,Thermal Derating Required
HYUNDAI-E-GMP-2595,13.7,87.2,14086,743.6,96.2,Thermal Derating Required
HYUNDAI-E-GMP-2596,22.7,55.2,13885,795.4,96.02,Thermal Derating Required
HYUNDAI-E-GMP-2597,8.8,63.5,6782,489.3,97.09,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2598,16.9,49.5,2785,503.1,97.04,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2599,23.5,69.9,10908,796.6,96.01,Thermal Derating Required
HYUNDAI-E-GMP-2600,8.5,63.6,10299,534.4,96.93,Thermal Derating Required
HYUNDAI-E-GMP-2601,12.8,69.0,13392,654.6,96.51,Thermal Derating Required
HYUNDAI-E-GMP-2602,8.2,45.3,1192,350.6,97.57,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-2603,15.1,45.4,15469,564.8,96.82,Thermal Derating Required
HYUNDAI-E-GMP-2604,16.0,79.6,2127,640.5,96.56,Thermal Derating Required
HYUNDAI-E-GMP-2605,22.0,84.1,9554,818.5,95.94,Thermal Derating Required
HYUNDAI-E-GMP-2606,18.8,94.5,10060,799.4,96.0,Thermal Derating Required
HYUNDAI-E-GMP-2607,11.6,92.3,3379,634.5,96.58,Thermal Derating Required
HYUNDAI-E-GMP-2608,23.0,73.8,10347,821.8,95.92,Thermal Derating Required
HYUNDAI-E-GMP-2609,22.0,73.1,2921,705.5,96.33,Thermal Derating Required
HYUNDAI-E-GMP-2610,21.0,59.6,6283,696.1,96.36,Thermal Derating Required
