Hydrogen_Trip_ID,Tank_Storage_Pressure_Bar,Ambient_Temp_C,PEM_Membrane_Humidity_pct,Fuel_Cell_Stack_Voltage_V,Anode_Purge_Interval_s,Fuel_Cell_Status
IVECO-H2-2263,382.8,1.6,88.9,1.143,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2264,292.5,34.0,80.3,1.116,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2265,233.6,12.3,77.4,1.11,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2266,522.4,15.0,88.5,1.129,105,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2267,366.6,32.5,88.6,1.122,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2268,506.5,1.5,90.1,1.142,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2269,245.7,20.5,82.8,1.131,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2270,288.7,2.7,79.6,1.076,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2271,596.9,6.0,91.4,1.082,96,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2272,620.2,17.3,94.0,1.055,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2273,450.7,6.0,84.8,1.166,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2274,636.6,19.2,92.2,1.087,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2275,490.6,13.3,88.4,1.143,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2276,272.2,-5.6,83.8,1.153,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2277,675.1,-1.2,94.5,1.017,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2278,492.3,-7.2,89.1,1.119,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2279,575.5,-4.7,85.7,1.154,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2280,229.3,7.4,77.3,1.072,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2281,309.9,-8.5,83.4,1.12,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2282,526.8,25.2,89.7,1.119,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2283,172.7,25.2,76.5,1.07,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2284,260.3,2.9,83.9,1.164,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2285,555.0,25.9,87.4,1.135,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2286,223.5,0.9,75.1,1.016,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2287,278.9,34.7,81.0,1.133,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2288,192.9,-4.0,83.9,1.158,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2289,637.7,-1.2,92.6,1.096,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2290,317.2,26.6,81.8,1.152,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2291,244.9,-1.4,80.8,1.15,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2292,424.2,1.2,82.4,1.106,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2293,145.1,29.5,82.6,1.173,172,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2294,479.6,0.8,85.5,1.165,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2295,524.8,9.8,86.9,1.182,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2296,562.6,28.4,90.6,1.079,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2297,467.9,6.8,80.6,1.098,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2298,598.0,34.4,93.5,1.047,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2299,199.4,-3.8,77.7,1.086,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2300,159.1,16.6,78.7,1.099,170,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2301,298.9,3.4,84.9,1.133,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2302,598.0,-8.7,91.8,1.101,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2303,474.0,-8.4,88.2,1.118,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2304,221.9,-8.4,80.4,1.156,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2305,279.3,-4.2,85.6,1.135,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2306,475.2,-6.1,87.4,1.155,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2307,281.6,7.4,82.8,1.191,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2308,457.2,19.4,87.1,1.124,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2309,516.4,11.1,84.5,1.126,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2310,394.4,23.8,86.9,1.123,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2311,544.6,7.4,89.1,1.133,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2312,180.9,-4.8,81.2,1.138,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2313,310.6,8.7,82.6,1.135,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2314,580.9,28.0,96.3,0.985,107,Membrane Flooding / Dryout Alert
IVECO-H2-2315,445.3,14.7,83.1,1.113,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2316,643.7,7.7,91.4,1.121,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2317,688.2,31.9,88.4,1.127,95,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2318,319.3,20.0,80.2,1.093,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2319,208.4,-9.7,81.7,1.118,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2320,202.1,8.8,79.1,1.123,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2321,223.9,27.2,80.7,1.124,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2322,551.0,0.1,83.2,1.153,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2323,389.9,-3.9,82.5,1.156,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2324,522.6,-7.7,90.2,1.114,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2325,223.6,18.9,83.6,1.129,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2326,335.8,20.1,80.6,1.088,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2327,692.6,28.3,91.2,1.096,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2328,413.6,4.7,89.8,1.081,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2329,611.6,2.5,92.6,1.097,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2330,691.7,23.6,91.3,1.077,96,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2331,416.4,23.9,89.0,1.161,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2332,529.8,12.3,87.3,1.157,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2333,398.7,26.2,90.3,1.119,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2334,670.5,-2.4,90.9,1.118,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2335,668.0,18.6,92.1,1.114,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2336,413.8,5.9,87.4,1.139,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2337,329.7,2.5,83.5,1.156,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2338,124.3,6.2,84.1,1.178,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2339,577.2,30.2,88.6,1.175,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2340,226.3,-2.5,81.2,1.119,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2341,318.9,-9.6,80.4,1.153,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2342,615.4,7.5,93.4,1.06,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2343,409.4,22.0,88.5,1.12,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2344,362.1,-1.3,87.0,1.142,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2345,302.4,17.2,83.4,1.126,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2346,301.2,12.4,86.9,1.148,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2347,238.3,28.4,79.9,1.113,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2348,315.4,28.8,84.4,1.155,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2349,332.7,32.1,77.2,1.099,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2350,361.0,24.3,84.0,1.153,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2351,328.0,17.7,85.3,1.138,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2352,470.0,3.4,87.5,1.148,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2353,363.1,12.5,86.7,1.148,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2354,428.4,27.8,80.8,1.13,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2355,222.2,-1.4,82.5,1.117,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2356,435.3,-5.9,87.1,1.124,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2357,296.2,-4.2,81.0,1.138,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2358,164.6,10.0,79.4,1.07,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2359,645.9,21.7,90.8,1.142,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2360,601.1,-2.0,90.5,1.111,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2361,507.2,21.5,94.2,1.026,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2362,587.8,21.9,94.1,1.042,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2363,264.4,-4.0,83.0,1.157,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2364,124.8,26.1,76.5,1.034,175,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2365,626.5,29.6,94.1,1.056,105,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2366,597.3,0.9,88.9,1.118,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2367,150.3,26.8,79.9,1.093,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2368,301.4,27.2,82.3,1.166,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2369,239.5,31.1,83.2,1.13,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2370,379.7,12.8,88.8,1.144,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2371,216.4,-6.8,84.1,1.154,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2372,280.4,-4.2,82.7,1.12,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2373,129.0,-7.3,73.9,0.999,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2374,188.9,6.7,85.8,1.145,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2375,569.4,23.3,89.9,1.149,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2376,363.7,23.2,79.3,1.094,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2377,335.2,2.0,88.3,1.125,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2378,513.2,20.9,90.1,1.109,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2379,178.9,16.3,81.8,1.151,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2380,424.3,0.3,85.4,1.142,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2381,523.2,10.9,86.5,1.181,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2382,588.9,11.5,88.5,1.14,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2383,315.6,26.7,83.8,1.165,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2384,353.8,-2.3,86.2,1.185,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2385,201.3,34.9,72.3,0.948,161,Membrane Flooding / Dryout Alert
IVECO-H2-2386,455.5,-5.1,88.2,1.139,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2387,266.2,16.7,82.6,1.148,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2388,608.2,19.8,87.0,1.153,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2389,337.9,30.1,84.1,1.151,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2390,399.0,26.6,84.0,1.197,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2391,640.8,-5.5,88.3,1.133,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2392,487.2,-7.7,89.3,1.104,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2393,603.7,34.8,92.1,1.106,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2394,527.1,34.8,87.2,1.113,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2395,416.2,0.6,79.4,1.128,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2396,488.1,24.4,87.3,1.152,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2397,484.3,26.1,83.3,1.142,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2398,137.7,22.7,72.4,0.99,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2399,492.1,-2.7,89.7,1.108,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2400,524.7,3.0,85.9,1.158,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2401,400.9,23.5,92.6,1.079,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2402,514.4,-0.3,83.6,1.121,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2403,426.1,-4.6,85.2,1.186,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2404,693.7,11.6,96.8,0.942,87,Membrane Flooding / Dryout Alert
IVECO-H2-2405,466.9,-4.4,90.8,1.122,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2406,501.8,22.7,88.2,1.146,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2407,685.4,9.6,89.7,1.133,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2408,400.1,-7.6,84.3,1.177,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2409,355.9,9.9,82.6,1.129,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2410,685.4,14.6,93.9,1.043,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2411,547.6,32.8,89.7,1.129,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2412,143.7,-8.8,73.2,0.982,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2413,450.0,-4.4,87.1,1.163,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2414,288.3,-6.0,81.1,1.158,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2415,633.4,32.7,92.3,1.105,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2416,206.1,14.7,75.3,1.01,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2417,581.2,-1.5,89.8,1.14,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2418,435.2,3.8,86.1,1.176,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2419,638.5,4.0,87.9,1.089,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2420,161.1,11.7,76.7,1.014,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2421,461.8,-9.2,83.4,1.184,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2422,426.2,5.4,81.7,1.133,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2423,271.4,6.2,77.6,1.1,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2424,236.8,9.1,84.7,1.144,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2425,438.2,-9.5,84.0,1.141,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2426,235.4,-5.2,81.3,1.131,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2427,379.6,15.4,85.3,1.168,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2428,667.2,-2.8,93.3,1.078,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2429,610.3,9.2,87.9,1.163,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2430,456.0,-7.0,89.3,1.12,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2431,231.7,21.0,75.5,1.023,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2432,648.5,19.6,86.8,1.173,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2433,637.1,34.0,93.8,1.058,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2434,573.4,27.7,91.0,1.114,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2435,141.8,8.5,72.9,0.985,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2436,232.4,23.5,78.8,1.085,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2437,322.3,6.9,86.6,1.152,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2438,557.9,2.5,95.8,1.058,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2439,574.6,8.5,88.8,1.12,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2440,460.7,9.2,85.4,1.136,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2441,387.7,-9.0,83.2,1.175,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2442,332.3,19.7,86.0,1.172,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2443,306.0,11.5,81.7,1.108,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2444,179.4,23.4,82.4,1.152,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2445,455.5,14.3,84.9,1.155,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2446,675.2,-0.1,94.1,1.057,89,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2447,548.5,17.4,91.6,1.099,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2448,686.2,-3.0,92.7,1.059,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2449,508.2,8.2,87.4,1.143,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2450,374.4,-9.2,83.6,1.142,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2451,518.7,14.1,89.2,1.111,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2452,430.4,15.5,88.7,1.155,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2453,357.0,16.1,81.6,1.148,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2454,635.4,-1.2,94.8,1.023,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2455,421.5,18.3,81.7,1.136,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2456,484.5,24.5,92.5,1.014,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2457,410.8,18.9,89.3,1.14,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2458,271.5,-9.5,82.2,1.14,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2459,280.1,10.2,88.7,1.152,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2460,294.3,-2.0,81.4,1.146,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2461,287.3,13.6,85.2,1.134,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2462,299.0,14.4,81.9,1.157,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2463,536.9,14.3,89.0,1.144,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2464,414.8,23.1,84.5,1.124,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2465,242.5,33.5,83.0,1.182,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2466,431.2,-3.0,92.6,1.073,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2467,230.9,26.5,79.4,1.116,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2468,190.4,10.3,78.4,1.099,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2469,526.8,-8.3,85.9,1.156,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2470,382.3,1.5,88.5,1.109,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2471,151.6,34.4,80.6,1.108,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2472,313.6,22.8,78.5,1.107,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2473,674.2,-5.6,91.1,1.104,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2474,201.5,15.6,77.1,1.046,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2475,251.1,4.3,85.0,1.16,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2476,551.3,-7.9,90.5,1.121,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2477,570.7,25.6,93.4,1.062,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2478,150.3,15.5,83.1,1.144,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2479,266.0,-4.2,85.6,1.138,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2480,621.3,-7.9,89.9,1.138,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2481,426.9,20.4,86.7,1.134,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2482,546.6,2.9,95.5,1.004,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2483,246.0,15.5,82.3,1.158,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2484,144.7,20.7,76.5,1.074,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2485,458.9,19.3,83.4,1.128,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2486,674.2,16.2,90.9,1.125,96,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2487,281.6,26.7,77.4,1.072,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2488,471.5,11.1,86.4,1.142,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2489,191.2,-3.7,83.1,1.162,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2490,274.6,28.1,89.4,1.122,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2491,392.0,11.9,80.2,1.142,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2492,241.6,-3.4,79.5,1.121,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2493,506.5,-3.5,87.8,1.177,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2494,336.2,1.0,87.5,1.101,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2495,485.0,29.4,84.4,1.1,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2496,400.0,35.0,85.8,1.13,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2497,659.6,6.6,99.0,0.925,106,Membrane Flooding / Dryout Alert
IVECO-H2-2498,406.7,19.4,81.3,1.122,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2499,581.3,23.1,91.3,1.128,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2500,666.3,-1.2,92.2,1.09,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2501,487.0,1.0,86.1,1.157,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2502,252.6,4.8,82.2,1.158,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2503,265.8,11.4,79.2,1.084,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2504,420.6,32.6,80.5,1.118,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2505,573.6,31.7,95.0,1.057,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2506,422.5,-7.4,87.8,1.13,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2507,601.2,21.4,98.0,0.941,114,Membrane Flooding / Dryout Alert
IVECO-H2-2508,631.1,-2.8,93.3,1.058,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2509,468.5,16.2,84.7,1.176,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2510,613.5,3.3,89.2,1.143,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2511,197.9,2.7,83.0,1.12,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2512,247.3,-1.2,80.2,1.106,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2513,688.7,30.1,97.2,0.944,109,Membrane Flooding / Dryout Alert
IVECO-H2-2514,325.3,4.9,85.7,1.149,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2515,133.0,27.8,80.8,1.115,176,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2516,223.5,-0.3,79.0,1.095,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2517,651.1,-3.8,90.7,1.08,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2518,225.5,0.8,77.0,1.067,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2519,318.7,22.7,79.4,1.104,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2520,558.4,14.7,96.4,1.006,118,Membrane Flooding / Dryout Alert
IVECO-H2-2521,660.5,1.8,93.3,1.076,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2522,349.2,23.6,84.0,1.172,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2523,453.3,1.4,91.1,1.102,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2524,521.9,6.7,88.0,1.122,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2525,188.8,8.3,83.1,1.129,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2526,673.9,19.9,93.9,1.042,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2527,254.6,11.2,82.5,1.137,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2528,597.5,-9.1,94.2,1.042,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2529,260.7,29.0,84.4,1.17,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2530,680.5,-5.1,97.7,0.953,102,Membrane Flooding / Dryout Alert
IVECO-H2-2531,340.7,32.0,89.7,1.13,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2532,187.2,-7.6,81.2,1.136,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2533,657.1,-8.5,92.1,1.109,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2534,393.2,26.7,86.6,1.161,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2535,320.4,11.4,72.0,0.985,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2536,312.8,-7.2,82.3,1.144,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2537,325.4,3.5,87.6,1.153,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2538,624.7,25.0,96.1,0.99,119,Membrane Flooding / Dryout Alert
IVECO-H2-2539,301.2,24.5,83.2,1.153,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2540,581.1,-3.2,94.4,1.058,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2541,468.1,15.7,86.9,1.17,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2542,608.3,-1.0,91.0,1.079,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2543,219.0,9.6,80.9,1.131,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2544,447.1,1.6,88.5,1.152,149,Optimal Fuel Cell Proton Conductivity
