Shift_Event_ID,Gear_Transition,Engine_Torque_Nm,Clutch_Slip_Duration_ms,Slip_Energy_Dissipated_J,Shift_Quality
ZF-8HP-2654,4 -> 5,222.0,61.1,1594.0,Smooth Fast Shift (<80ms)
ZF-8HP-2655,4 -> 5,268.8,56.3,1589.7,Smooth Fast Shift (<80ms)
ZF-8HP-2656,4 -> 5,504.8,80.5,3931.2,Smooth Fast Shift (<80ms)
ZF-8HP-2657,7 -> 8,246.2,63.7,1323.2,Smooth Fast Shift (<80ms)
ZF-8HP-2658,1 -> 2,259.6,60.1,1633.2,Smooth Fast Shift (<80ms)
ZF-8HP-2659,5 -> 6,457.3,71.2,3345.7,Smooth Fast Shift (<80ms)
ZF-8HP-2660,5 -> 6,424.8,76.2,3716.2,Smooth Fast Shift (<80ms)
ZF-8HP-2661,2 -> 3,325.2,79.2,2362.0,Smooth Fast Shift (<80ms)
ZF-8HP-2662,4 -> 5,196.8,65.2,1301.0,Smooth Fast Shift (<80ms)
ZF-8HP-2663,2 -> 3,643.6,77.6,4726.0,Smooth Fast Shift (<80ms)
ZF-8HP-2664,5 -> 6,402.8,65.3,2480.4,Smooth Fast Shift (<80ms)
ZF-8HP-2665,2 -> 3,522.8,75.2,3373.2,Smooth Fast Shift (<80ms)
ZF-8HP-2666,5 -> 6,245.4,67.9,1621.6,Smooth Fast Shift (<80ms)
ZF-8HP-2667,4 -> 5,319.5,53.1,1413.6,Smooth Fast Shift (<80ms)
ZF-8HP-2668,1 -> 2,206.6,57.2,1201.6,Smooth Fast Shift (<80ms)
ZF-8HP-2669,2 -> 3,352.0,66.2,2451.5,Smooth Fast Shift (<80ms)
ZF-8HP-2670,4 -> 5,403.9,80.7,2664.7,Smooth Fast Shift (<80ms)
ZF-8HP-2671,6 -> 7,295.5,66.3,1935.4,Smooth Fast Shift (<80ms)
ZF-8HP-2672,6 -> 7,413.4,68.4,2375.8,Smooth Fast Shift (<80ms)
ZF-8HP-2673,1 -> 2,393.1,71.7,2699.5,Smooth Fast Shift (<80ms)
ZF-8HP-2674,7 -> 8,554.7,82.8,4038.8,Smooth Fast Shift (<80ms)
ZF-8HP-2675,6 -> 7,509.2,96.1,5445.2,Clutch Slippage Warning
ZF-8HP-2676,5 -> 6,548.3,72.2,3736.1,Smooth Fast Shift (<80ms)
ZF-8HP-2677,2 -> 3,321.0,65.5,1992.5,Smooth Fast Shift (<80ms)
ZF-8HP-2678,7 -> 8,454.4,68.1,3217.4,Smooth Fast Shift (<80ms)
ZF-8HP-2679,5 -> 6,249.0,74.2,1757.8,Smooth Fast Shift (<80ms)
ZF-8HP-2680,1 -> 2,508.5,78.3,3844.5,Smooth Fast Shift (<80ms)
ZF-8HP-2681,7 -> 8,231.6,74.1,1871.1,Smooth Fast Shift (<80ms)
ZF-8HP-2682,4 -> 5,637.6,93.4,4897.8,Smooth Fast Shift (<80ms)
ZF-8HP-2683,4 -> 5,380.2,73.7,2469.8,Smooth Fast Shift (<80ms)
ZF-8HP-2684,1 -> 2,247.0,66.1,1577.6,Smooth Fast Shift (<80ms)
ZF-8HP-2685,4 -> 5,285.9,59.4,1626.6,Smooth Fast Shift (<80ms)
ZF-8HP-2686,3 -> 4,569.0,83.2,4205.6,Smooth Fast Shift (<80ms)
ZF-8HP-2687,1 -> 2,267.4,67.2,1993.7,Smooth Fast Shift (<80ms)
ZF-8HP-2688,5 -> 6,546.2,90.6,5467.2,Smooth Fast Shift (<80ms)
ZF-8HP-2689,3 -> 4,234.5,60.5,1496.5,Smooth Fast Shift (<80ms)
ZF-8HP-2690,4 -> 5,281.1,72.8,2146.2,Smooth Fast Shift (<80ms)
ZF-8HP-2691,2 -> 3,393.7,59.1,2181.2,Smooth Fast Shift (<80ms)
ZF-8HP-2692,7 -> 8,283.2,63.9,1729.3,Smooth Fast Shift (<80ms)
ZF-8HP-2693,5 -> 6,474.6,73.6,3500.3,Smooth Fast Shift (<80ms)
ZF-8HP-2694,3 -> 4,520.9,86.8,4449.7,Smooth Fast Shift (<80ms)
ZF-8HP-2695,7 -> 8,408.6,87.8,3235.5,Smooth Fast Shift (<80ms)
ZF-8HP-2696,7 -> 8,216.5,61.8,1461.3,Smooth Fast Shift (<80ms)
ZF-8HP-2697,1 -> 2,198.5,58.7,1336.5,Smooth Fast Shift (<80ms)
ZF-8HP-2698,7 -> 8,547.3,71.0,3580.2,Smooth Fast Shift (<80ms)
ZF-8HP-2699,7 -> 8,331.3,69.8,2365.0,Smooth Fast Shift (<80ms)
ZF-8HP-2700,4 -> 5,330.5,62.4,2227.2,Smooth Fast Shift (<80ms)
ZF-8HP-2701,1 -> 2,639.7,82.3,5689.0,Smooth Fast Shift (<80ms)
ZF-8HP-2702,5 -> 6,590.3,76.2,4993.0,Smooth Fast Shift (<80ms)
ZF-8HP-2703,7 -> 8,197.3,54.0,1052.9,Smooth Fast Shift (<80ms)
ZF-8HP-2704,7 -> 8,642.0,88.8,5284.0,Smooth Fast Shift (<80ms)
ZF-8HP-2705,3 -> 4,641.8,87.4,5758.9,Smooth Fast Shift (<80ms)
ZF-8HP-2706,3 -> 4,260.7,51.9,1455.0,Smooth Fast Shift (<80ms)
ZF-8HP-2707,5 -> 6,329.7,67.9,2399.1,Smooth Fast Shift (<80ms)
ZF-8HP-2708,6 -> 7,202.3,60.9,1475.2,Smooth Fast Shift (<80ms)
ZF-8HP-2709,4 -> 5,246.1,63.3,1764.3,Smooth Fast Shift (<80ms)
ZF-8HP-2710,7 -> 8,287.5,67.0,1731.4,Smooth Fast Shift (<80ms)
ZF-8HP-2711,7 -> 8,298.0,75.8,2641.2,Smooth Fast Shift (<80ms)
ZF-8HP-2712,6 -> 7,448.7,59.3,2938.3,Smooth Fast Shift (<80ms)
ZF-8HP-2713,6 -> 7,588.1,86.2,6000.3,Smooth Fast Shift (<80ms)
ZF-8HP-2714,2 -> 3,205.1,58.6,1303.8,Smooth Fast Shift (<80ms)
ZF-8HP-2715,1 -> 2,560.2,76.5,3825.5,Smooth Fast Shift (<80ms)
ZF-8HP-2716,1 -> 2,288.3,69.9,2416.3,Smooth Fast Shift (<80ms)
ZF-8HP-2717,4 -> 5,252.6,64.9,1943.0,Smooth Fast Shift (<80ms)
ZF-8HP-2718,3 -> 4,365.1,72.8,2681.0,Smooth Fast Shift (<80ms)
ZF-8HP-2719,7 -> 8,637.4,91.4,5368.1,Smooth Fast Shift (<80ms)
ZF-8HP-2720,5 -> 6,549.7,88.7,4969.6,Smooth Fast Shift (<80ms)
ZF-8HP-2721,4 -> 5,533.3,88.9,5358.9,Smooth Fast Shift (<80ms)
ZF-8HP-2722,1 -> 2,627.3,82.5,5300.4,Smooth Fast Shift (<80ms)
ZF-8HP-2723,3 -> 4,217.9,65.8,1641.9,Smooth Fast Shift (<80ms)
ZF-8HP-2724,1 -> 2,405.5,81.6,2727.9,Smooth Fast Shift (<80ms)
ZF-8HP-2725,4 -> 5,323.3,91.2,2728.3,Smooth Fast Shift (<80ms)
ZF-8HP-2726,6 -> 7,500.5,82.1,4818.2,Smooth Fast Shift (<80ms)
ZF-8HP-2727,3 -> 4,342.2,66.1,2440.3,Smooth Fast Shift (<80ms)
ZF-8HP-2728,5 -> 6,630.5,73.0,4957.2,Smooth Fast Shift (<80ms)
ZF-8HP-2729,4 -> 5,433.7,76.9,2975.9,Smooth Fast Shift (<80ms)
ZF-8HP-2730,7 -> 8,195.4,52.3,940.8,Smooth Fast Shift (<80ms)
ZF-8HP-2731,1 -> 2,640.6,96.9,6083.7,Clutch Slippage Warning
ZF-8HP-2732,7 -> 8,577.5,87.9,5853.5,Smooth Fast Shift (<80ms)
ZF-8HP-2733,4 -> 5,251.3,61.5,1374.4,Smooth Fast Shift (<80ms)
ZF-8HP-2734,4 -> 5,248.1,66.5,1928.5,Smooth Fast Shift (<80ms)
ZF-8HP-2735,6 -> 7,201.0,65.9,1196.3,Smooth Fast Shift (<80ms)
ZF-8HP-2736,5 -> 6,194.0,62.2,1410.7,Smooth Fast Shift (<80ms)
ZF-8HP-2737,7 -> 8,194.7,64.1,1016.2,Smooth Fast Shift (<80ms)
ZF-8HP-2738,6 -> 7,472.5,64.8,2731.7,Smooth Fast Shift (<80ms)
ZF-8HP-2739,5 -> 6,604.7,88.7,6103.9,Smooth Fast Shift (<80ms)
ZF-8HP-2740,4 -> 5,453.9,81.0,3320.4,Smooth Fast Shift (<80ms)
ZF-8HP-2741,7 -> 8,608.4,88.0,5609.9,Smooth Fast Shift (<80ms)
ZF-8HP-2742,3 -> 4,430.8,72.4,2589.0,Smooth Fast Shift (<80ms)
ZF-8HP-2743,2 -> 3,220.8,71.3,1771.1,Smooth Fast Shift (<80ms)
ZF-8HP-2744,1 -> 2,637.6,80.2,5057.0,Smooth Fast Shift (<80ms)
ZF-8HP-2745,3 -> 4,499.5,77.9,3286.8,Smooth Fast Shift (<80ms)
ZF-8HP-2746,4 -> 5,349.3,69.2,2371.5,Smooth Fast Shift (<80ms)
ZF-8HP-2747,1 -> 2,398.3,67.0,3070.9,Smooth Fast Shift (<80ms)
ZF-8HP-2748,2 -> 3,573.2,76.2,3872.1,Smooth Fast Shift (<80ms)
ZF-8HP-2749,7 -> 8,386.3,83.8,3255.3,Smooth Fast Shift (<80ms)
ZF-8HP-2750,7 -> 8,353.8,50.6,2006.6,Smooth Fast Shift (<80ms)
ZF-8HP-2751,1 -> 2,272.2,67.8,2097.2,Smooth Fast Shift (<80ms)
ZF-8HP-2752,3 -> 4,277.4,69.0,1780.9,Smooth Fast Shift (<80ms)
ZF-8HP-2753,4 -> 5,644.3,79.2,4114.3,Smooth Fast Shift (<80ms)
ZF-8HP-2754,1 -> 2,383.7,64.7,2768.6,Smooth Fast Shift (<80ms)
ZF-8HP-2755,2 -> 3,481.6,54.7,2273.9,Smooth Fast Shift (<80ms)
ZF-8HP-2756,3 -> 4,277.5,63.1,1874.7,Smooth Fast Shift (<80ms)
ZF-8HP-2757,6 -> 7,616.6,84.1,4169.6,Smooth Fast Shift (<80ms)
ZF-8HP-2758,3 -> 4,181.8,69.1,1017.4,Smooth Fast Shift (<80ms)
ZF-8HP-2759,2 -> 3,646.6,97.3,5313.2,Clutch Slippage Warning
ZF-8HP-2760,5 -> 6,579.5,88.3,4100.9,Smooth Fast Shift (<80ms)
ZF-8HP-2761,6 -> 7,366.8,71.4,2904.6,Smooth Fast Shift (<80ms)
ZF-8HP-2762,4 -> 5,542.4,79.0,4614.3,Smooth Fast Shift (<80ms)
ZF-8HP-2763,2 -> 3,642.4,82.2,5507.6,Smooth Fast Shift (<80ms)
ZF-8HP-2764,4 -> 5,528.9,85.4,4174.5,Smooth Fast Shift (<80ms)
ZF-8HP-2765,2 -> 3,410.8,71.4,2387.3,Smooth Fast Shift (<80ms)
ZF-8HP-2766,7 -> 8,337.9,78.5,2821.8,Smooth Fast Shift (<80ms)
ZF-8HP-2767,5 -> 6,254.3,59.0,1313.8,Smooth Fast Shift (<80ms)
ZF-8HP-2768,7 -> 8,296.2,75.9,2038.7,Smooth Fast Shift (<80ms)
ZF-8HP-2769,4 -> 5,536.1,83.1,4582.1,Smooth Fast Shift (<80ms)
ZF-8HP-2770,3 -> 4,598.8,79.0,4484.7,Smooth Fast Shift (<80ms)
ZF-8HP-2771,4 -> 5,452.4,77.5,3049.5,Smooth Fast Shift (<80ms)
ZF-8HP-2772,6 -> 7,380.0,61.9,2535.0,Smooth Fast Shift (<80ms)
ZF-8HP-2773,2 -> 3,305.1,73.6,2485.8,Smooth Fast Shift (<80ms)
ZF-8HP-2774,5 -> 6,506.1,74.9,4112.1,Smooth Fast Shift (<80ms)
ZF-8HP-2775,3 -> 4,309.3,61.4,1920.5,Smooth Fast Shift (<80ms)
ZF-8HP-2776,6 -> 7,222.1,66.0,1592.1,Smooth Fast Shift (<80ms)
ZF-8HP-2777,1 -> 2,269.7,54.2,1276.2,Smooth Fast Shift (<80ms)
ZF-8HP-2778,1 -> 2,404.9,71.1,2881.3,Smooth Fast Shift (<80ms)
ZF-8HP-2779,2 -> 3,450.1,81.7,3612.6,Smooth Fast Shift (<80ms)
ZF-8HP-2780,5 -> 6,272.6,63.7,1965.3,Smooth Fast Shift (<80ms)
ZF-8HP-2781,7 -> 8,270.8,63.1,1690.5,Smooth Fast Shift (<80ms)
ZF-8HP-2782,1 -> 2,240.5,49.2,1159.4,Smooth Fast Shift (<80ms)
ZF-8HP-2783,2 -> 3,466.6,80.7,3408.1,Smooth Fast Shift (<80ms)
ZF-8HP-2784,2 -> 3,477.4,77.4,3619.2,Smooth Fast Shift (<80ms)
ZF-8HP-2785,5 -> 6,356.1,81.7,2848.4,Smooth Fast Shift (<80ms)
ZF-8HP-2786,6 -> 7,640.0,80.6,5445.5,Smooth Fast Shift (<80ms)
ZF-8HP-2787,5 -> 6,553.5,80.6,4621.5,Smooth Fast Shift (<80ms)
ZF-8HP-2788,7 -> 8,274.5,65.7,1997.5,Smooth Fast Shift (<80ms)
ZF-8HP-2789,6 -> 7,542.8,89.6,5526.8,Smooth Fast Shift (<80ms)
ZF-8HP-2790,4 -> 5,434.8,76.2,3245.0,Smooth Fast Shift (<80ms)
ZF-8HP-2791,5 -> 6,584.3,78.1,5029.0,Smooth Fast Shift (<80ms)
ZF-8HP-2792,2 -> 3,328.0,73.7,2292.5,Smooth Fast Shift (<80ms)
ZF-8HP-2793,7 -> 8,451.5,69.9,3084.2,Smooth Fast Shift (<80ms)
ZF-8HP-2794,1 -> 2,443.7,69.6,2790.8,Smooth Fast Shift (<80ms)
ZF-8HP-2795,4 -> 5,282.1,75.7,2479.6,Smooth Fast Shift (<80ms)
ZF-8HP-2796,5 -> 6,197.9,44.5,983.7,Smooth Fast Shift (<80ms)
ZF-8HP-2797,2 -> 3,380.4,66.9,2243.4,Smooth Fast Shift (<80ms)
ZF-8HP-2798,2 -> 3,589.3,77.0,4454.1,Smooth Fast Shift (<80ms)
ZF-8HP-2799,7 -> 8,496.0,85.6,4277.5,Smooth Fast Shift (<80ms)
ZF-8HP-2800,1 -> 2,477.2,82.0,3923.9,Smooth Fast Shift (<80ms)
ZF-8HP-2801,5 -> 6,605.4,98.8,4846.8,Clutch Slippage Warning
ZF-8HP-2802,6 -> 7,419.4,75.8,2855.8,Smooth Fast Shift (<80ms)
ZF-8HP-2803,6 -> 7,464.2,91.8,5045.5,Smooth Fast Shift (<80ms)
ZF-8HP-2804,7 -> 8,500.2,89.3,4878.9,Smooth Fast Shift (<80ms)
ZF-8HP-2805,4 -> 5,198.0,45.6,1010.6,Smooth Fast Shift (<80ms)
ZF-8HP-2806,1 -> 2,619.5,78.9,5125.2,Smooth Fast Shift (<80ms)
ZF-8HP-2807,5 -> 6,402.2,61.6,2818.1,Smooth Fast Shift (<80ms)
ZF-8HP-2808,3 -> 4,462.4,66.2,2462.5,Smooth Fast Shift (<80ms)
ZF-8HP-2809,7 -> 8,641.5,79.2,4271.3,Smooth Fast Shift (<80ms)
ZF-8HP-2810,2 -> 3,325.9,71.0,2020.8,Smooth Fast Shift (<80ms)
ZF-8HP-2811,2 -> 3,619.2,82.1,5074.0,Smooth Fast Shift (<80ms)
ZF-8HP-2812,3 -> 4,385.1,76.6,3502.4,Smooth Fast Shift (<80ms)
ZF-8HP-2813,7 -> 8,374.1,72.3,2396.4,Smooth Fast Shift (<80ms)
ZF-8HP-2814,4 -> 5,579.6,86.7,5871.2,Smooth Fast Shift (<80ms)
ZF-8HP-2815,3 -> 4,421.8,86.2,3590.1,Smooth Fast Shift (<80ms)
ZF-8HP-2816,2 -> 3,532.7,81.6,4938.8,Smooth Fast Shift (<80ms)
ZF-8HP-2817,2 -> 3,547.2,71.3,4309.8,Smooth Fast Shift (<80ms)
ZF-8HP-2818,5 -> 6,454.6,75.0,3922.8,Smooth Fast Shift (<80ms)
ZF-8HP-2819,5 -> 6,237.9,67.4,1365.7,Smooth Fast Shift (<80ms)
ZF-8HP-2820,1 -> 2,318.1,78.5,2099.1,Smooth Fast Shift (<80ms)
ZF-8HP-2821,3 -> 4,559.5,80.8,4790.0,Smooth Fast Shift (<80ms)
ZF-8HP-2822,3 -> 4,190.8,77.0,1233.2,Smooth Fast Shift (<80ms)
ZF-8HP-2823,2 -> 3,411.2,89.4,3781.3,Smooth Fast Shift (<80ms)
ZF-8HP-2824,1 -> 2,639.6,82.1,5844.5,Smooth Fast Shift (<80ms)
ZF-8HP-2825,7 -> 8,615.7,85.4,6081.5,Smooth Fast Shift (<80ms)
ZF-8HP-2826,6 -> 7,251.1,73.6,1995.0,Smooth Fast Shift (<80ms)
ZF-8HP-2827,7 -> 8,519.8,66.4,3112.3,Smooth Fast Shift (<80ms)
ZF-8HP-2828,6 -> 7,242.6,65.6,1870.2,Smooth Fast Shift (<80ms)
ZF-8HP-2829,7 -> 8,493.7,66.7,2906.2,Smooth Fast Shift (<80ms)
ZF-8HP-2830,2 -> 3,248.0,54.8,1484.7,Smooth Fast Shift (<80ms)
ZF-8HP-2831,3 -> 4,517.6,79.0,4106.3,Smooth Fast Shift (<80ms)
ZF-8HP-2832,7 -> 8,454.1,71.9,3515.7,Smooth Fast Shift (<80ms)
ZF-8HP-2833,4 -> 5,187.6,53.6,1055.6,Smooth Fast Shift (<80ms)
ZF-8HP-2834,7 -> 8,441.4,58.0,2516.0,Smooth Fast Shift (<80ms)
ZF-8HP-2835,4 -> 5,459.1,75.9,3416.8,Smooth Fast Shift (<80ms)
ZF-8HP-2836,7 -> 8,299.6,72.4,1949.5,Smooth Fast Shift (<80ms)
ZF-8HP-2837,5 -> 6,294.3,69.1,1946.5,Smooth Fast Shift (<80ms)
ZF-8HP-2838,1 -> 2,356.5,70.8,2621.6,Smooth Fast Shift (<80ms)
ZF-8HP-2839,6 -> 7,499.3,82.2,4337.8,Smooth Fast Shift (<80ms)
ZF-8HP-2840,2 -> 3,500.5,82.6,3487.6,Smooth Fast Shift (<80ms)
ZF-8HP-2841,5 -> 6,542.7,91.3,5700.0,Smooth Fast Shift (<80ms)
ZF-8HP-2842,1 -> 2,341.8,72.2,2205.9,Smooth Fast Shift (<80ms)
ZF-8HP-2843,3 -> 4,579.1,69.5,4310.6,Smooth Fast Shift (<80ms)
ZF-8HP-2844,4 -> 5,403.8,69.7,3155.9,Smooth Fast Shift (<80ms)
ZF-8HP-2845,6 -> 7,637.4,87.1,6023.4,Smooth Fast Shift (<80ms)
ZF-8HP-2846,4 -> 5,226.8,53.1,1002.4,Smooth Fast Shift (<80ms)
ZF-8HP-2847,7 -> 8,272.6,54.0,1405.1,Smooth Fast Shift (<80ms)
ZF-8HP-2848,4 -> 5,634.8,104.3,6749.7,Clutch Slippage Warning
ZF-8HP-2849,1 -> 2,425.4,75.1,3746.2,Smooth Fast Shift (<80ms)
ZF-8HP-2850,3 -> 4,385.8,74.1,2960.2,Smooth Fast Shift (<80ms)
ZF-8HP-2851,1 -> 2,433.9,67.9,3519.6,Smooth Fast Shift (<80ms)
ZF-8HP-2852,7 -> 8,228.3,56.9,1138.7,Smooth Fast Shift (<80ms)
ZF-8HP-2853,7 -> 8,253.2,69.6,1783.8,Smooth Fast Shift (<80ms)
ZF-8HP-2854,2 -> 3,574.3,92.6,6344.9,Smooth Fast Shift (<80ms)
ZF-8HP-2855,3 -> 4,506.5,75.2,3575.5,Smooth Fast Shift (<80ms)
ZF-8HP-2856,3 -> 4,280.7,66.3,1854.3,Smooth Fast Shift (<80ms)
ZF-8HP-2857,1 -> 2,288.2,73.0,2140.3,Smooth Fast Shift (<80ms)
ZF-8HP-2858,7 -> 8,335.8,57.8,2140.5,Smooth Fast Shift (<80ms)
ZF-8HP-2859,7 -> 8,592.5,84.7,5178.7,Smooth Fast Shift (<80ms)
ZF-8HP-2860,4 -> 5,486.9,74.3,3256.9,Smooth Fast Shift (<80ms)
ZF-8HP-2861,2 -> 3,264.8,65.1,1682.7,Smooth Fast Shift (<80ms)
ZF-8HP-2862,4 -> 5,441.4,73.8,2751.5,Smooth Fast Shift (<80ms)
ZF-8HP-2863,2 -> 3,372.2,76.6,3082.1,Smooth Fast Shift (<80ms)
ZF-8HP-2864,3 -> 4,341.6,71.2,2315.3,Smooth Fast Shift (<80ms)
ZF-8HP-2865,1 -> 2,385.3,68.8,2125.8,Smooth Fast Shift (<80ms)
ZF-8HP-2866,2 -> 3,484.7,77.5,3694.0,Smooth Fast Shift (<80ms)
ZF-8HP-2867,6 -> 7,581.7,92.8,5130.8,Smooth Fast Shift (<80ms)
ZF-8HP-2868,6 -> 7,552.0,86.9,4319.1,Smooth Fast Shift (<80ms)
ZF-8HP-2869,1 -> 2,181.0,53.0,795.1,Smooth Fast Shift (<80ms)
ZF-8HP-2870,1 -> 2,470.3,86.4,4847.8,Smooth Fast Shift (<80ms)
ZF-8HP-2871,2 -> 3,307.7,63.4,2132.1,Smooth Fast Shift (<80ms)
ZF-8HP-2872,3 -> 4,187.0,60.0,1040.9,Smooth Fast Shift (<80ms)
ZF-8HP-2873,7 -> 8,626.8,92.0,4686.0,Smooth Fast Shift (<80ms)
ZF-8HP-2874,2 -> 3,255.9,57.0,1632.8,Smooth Fast Shift (<80ms)
ZF-8HP-2875,2 -> 3,430.9,63.7,2483.2,Smooth Fast Shift (<80ms)
ZF-8HP-2876,2 -> 3,605.4,73.6,4705.9,Smooth Fast Shift (<80ms)
ZF-8HP-2877,3 -> 4,368.4,73.6,2455.1,Smooth Fast Shift (<80ms)
ZF-8HP-2878,3 -> 4,233.1,64.4,1764.1,Smooth Fast Shift (<80ms)
ZF-8HP-2879,6 -> 7,223.1,69.7,1420.0,Smooth Fast Shift (<80ms)
ZF-8HP-2880,1 -> 2,283.0,67.4,1543.5,Smooth Fast Shift (<80ms)
ZF-8HP-2881,2 -> 3,300.2,67.5,1953.8,Smooth Fast Shift (<80ms)
ZF-8HP-2882,6 -> 7,246.1,70.3,1887.4,Smooth Fast Shift (<80ms)
ZF-8HP-2883,1 -> 2,416.9,62.7,2142.2,Smooth Fast Shift (<80ms)
ZF-8HP-2884,5 -> 6,235.7,53.6,1294.4,Smooth Fast Shift (<80ms)
ZF-8HP-2885,3 -> 4,509.6,70.8,4148.2,Smooth Fast Shift (<80ms)
ZF-8HP-2886,4 -> 5,184.7,49.2,1076.2,Smooth Fast Shift (<80ms)
ZF-8HP-2887,2 -> 3,583.5,78.7,4032.3,Smooth Fast Shift (<80ms)
ZF-8HP-2888,6 -> 7,617.7,93.9,5039.1,Smooth Fast Shift (<80ms)
ZF-8HP-2889,6 -> 7,606.6,85.5,5986.8,Smooth Fast Shift (<80ms)
ZF-8HP-2890,6 -> 7,412.8,61.9,2685.9,Smooth Fast Shift (<80ms)
ZF-8HP-2891,4 -> 5,605.0,75.2,3930.7,Smooth Fast Shift (<80ms)
ZF-8HP-2892,4 -> 5,548.0,86.2,4749.0,Smooth Fast Shift (<80ms)
ZF-8HP-2893,1 -> 2,452.8,66.6,2779.7,Smooth Fast Shift (<80ms)
ZF-8HP-2894,2 -> 3,587.4,72.7,4877.4,Smooth Fast Shift (<80ms)
ZF-8HP-2895,2 -> 3,599.0,99.1,6529.7,Clutch Slippage Warning
ZF-8HP-2896,6 -> 7,325.3,79.6,2631.5,Smooth Fast Shift (<80ms)
ZF-8HP-2897,4 -> 5,264.9,58.0,1778.8,Smooth Fast Shift (<80ms)
ZF-8HP-2898,2 -> 3,369.1,64.1,2128.7,Smooth Fast Shift (<80ms)
ZF-8HP-2899,1 -> 2,189.0,71.8,1206.6,Smooth Fast Shift (<80ms)
ZF-8HP-2900,7 -> 8,199.8,64.8,1493.5,Smooth Fast Shift (<80ms)
ZF-8HP-2901,6 -> 7,279.7,63.0,1965.3,Smooth Fast Shift (<80ms)
ZF-8HP-2902,4 -> 5,297.6,73.1,1984.6,Smooth Fast Shift (<80ms)
ZF-8HP-2903,5 -> 6,449.1,85.8,4472.3,Smooth Fast Shift (<80ms)
ZF-8HP-2904,5 -> 6,385.4,83.3,3544.3,Smooth Fast Shift (<80ms)
ZF-8HP-2905,7 -> 8,268.3,52.0,1585.1,Smooth Fast Shift (<80ms)
ZF-8HP-2906,4 -> 5,646.2,79.5,4760.5,Smooth Fast Shift (<80ms)
ZF-8HP-2907,1 -> 2,468.6,75.2,3649.1,Smooth Fast Shift (<80ms)
ZF-8HP-2908,3 -> 4,240.0,55.5,1421.5,Smooth Fast Shift (<80ms)
ZF-8HP-2909,4 -> 5,205.2,49.8,1079.4,Smooth Fast Shift (<80ms)
ZF-8HP-2910,2 -> 3,570.3,76.8,4440.9,Smooth Fast Shift (<80ms)
ZF-8HP-2911,7 -> 8,393.5,87.2,3420.8,Smooth Fast Shift (<80ms)
ZF-8HP-2912,4 -> 5,622.4,83.4,4723.0,Smooth Fast Shift (<80ms)
ZF-8HP-2913,2 -> 3,470.2,83.4,3958.5,Smooth Fast Shift (<80ms)
ZF-8HP-2914,6 -> 7,627.4,104.7,6176.0,Clutch Slippage Warning
ZF-8HP-2915,2 -> 3,214.9,64.7,1399.8,Smooth Fast Shift (<80ms)
ZF-8HP-2916,2 -> 3,188.6,57.6,1005.8,Smooth Fast Shift (<80ms)
ZF-8HP-2917,5 -> 6,571.9,77.1,4339.6,Smooth Fast Shift (<80ms)
ZF-8HP-2918,2 -> 3,410.9,68.0,3137.8,Smooth Fast Shift (<80ms)
ZF-8HP-2919,6 -> 7,562.9,80.6,4196.8,Smooth Fast Shift (<80ms)
ZF-8HP-2920,3 -> 4,279.2,80.5,2396.0,Smooth Fast Shift (<80ms)
ZF-8HP-2921,4 -> 5,296.8,65.4,1931.5,Smooth Fast Shift (<80ms)
ZF-8HP-2922,5 -> 6,640.2,85.6,6119.0,Smooth Fast Shift (<80ms)
ZF-8HP-2923,5 -> 6,624.4,89.2,5038.9,Smooth Fast Shift (<80ms)
ZF-8HP-2924,4 -> 5,239.2,67.2,1816.1,Smooth Fast Shift (<80ms)
ZF-8HP-2925,7 -> 8,614.9,90.7,5638.7,Smooth Fast Shift (<80ms)
ZF-8HP-2926,1 -> 2,517.0,88.9,4059.0,Smooth Fast Shift (<80ms)
ZF-8HP-2927,3 -> 4,422.9,75.1,3143.1,Smooth Fast Shift (<80ms)
ZF-8HP-2928,6 -> 7,402.4,72.9,2496.4,Smooth Fast Shift (<80ms)
ZF-8HP-2929,6 -> 7,599.2,98.6,6036.0,Clutch Slippage Warning
ZF-8HP-2930,1 -> 2,567.5,88.3,4032.8,Smooth Fast Shift (<80ms)
ZF-8HP-2931,2 -> 3,278.5,81.8,2180.2,Smooth Fast Shift (<80ms)
ZF-8HP-2932,2 -> 3,456.8,85.0,3866.8,Smooth Fast Shift (<80ms)
ZF-8HP-2933,2 -> 3,496.0,90.4,4703.2,Smooth Fast Shift (<80ms)
ZF-8HP-2934,6 -> 7,596.9,87.8,6081.7,Smooth Fast Shift (<80ms)
ZF-8HP-2935,4 -> 5,627.8,86.5,5096.9,Smooth Fast Shift (<80ms)
ZF-8HP-2936,4 -> 5,397.7,60.3,2542.3,Smooth Fast Shift (<80ms)
ZF-8HP-2937,1 -> 2,567.1,86.6,5196.8,Smooth Fast Shift (<80ms)
ZF-8HP-2938,2 -> 3,247.3,52.4,1064.0,Smooth Fast Shift (<80ms)
ZF-8HP-2939,6 -> 7,310.4,69.5,2562.9,Smooth Fast Shift (<80ms)
ZF-8HP-2940,7 -> 8,218.0,63.8,1522.9,Smooth Fast Shift (<80ms)
ZF-8HP-2941,4 -> 5,537.9,84.9,5390.3,Smooth Fast Shift (<80ms)
ZF-8HP-2942,7 -> 8,634.4,79.5,4328.5,Smooth Fast Shift (<80ms)
ZF-8HP-2943,1 -> 2,579.4,85.5,5819.7,Smooth Fast Shift (<80ms)
ZF-8HP-2944,1 -> 2,373.2,86.6,3003.3,Smooth Fast Shift (<80ms)
