Platoon_Trip_ID,Trucks_in_Platoon,Inter_Vehicle_Spacing_m,Highway_Speed_kmh,Aerodynamic_Drag_Reduction_pct,Diesel_Fuel_Savings_pct,Platooning_Status
SCANIA-PLT-1632,2,12.7,85.3,23.3,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1633,4,34.7,86.5,20.1,11.4,Standard Extended Following
SCANIA-PLT-1634,2,39.9,81.0,13.1,7.0,Standard Extended Following
SCANIA-PLT-1635,3,37.1,88.1,17.3,8.8,Standard Extended Following
SCANIA-PLT-1636,3,24.1,83.4,25.0,13.5,Standard Extended Following
SCANIA-PLT-1637,3,37.0,94.0,19.4,9.6,Standard Extended Following
SCANIA-PLT-1638,3,32.2,91.2,17.2,9.9,Standard Extended Following
SCANIA-PLT-1639,2,12.8,89.6,24.0,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1640,3,12.4,92.7,28.9,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1641,3,38.5,91.0,13.7,8.2,Standard Extended Following
SCANIA-PLT-1642,4,23.1,94.9,27.6,14.3,Standard Extended Following
SCANIA-PLT-1643,2,29.3,77.5,16.2,8.7,Standard Extended Following
SCANIA-PLT-1644,2,27.8,83.3,20.0,9.6,Standard Extended Following
SCANIA-PLT-1645,2,33.6,88.7,16.2,8.7,Standard Extended Following
SCANIA-PLT-1646,2,35.3,84.0,13.1,6.8,Standard Extended Following
SCANIA-PLT-1647,3,23.6,93.9,26.1,14.2,Standard Extended Following
SCANIA-PLT-1648,2,23.5,77.5,19.9,11.0,Standard Extended Following
SCANIA-PLT-1649,4,31.3,85.2,23.9,14.1,Standard Extended Following
SCANIA-PLT-1650,2,9.2,91.6,25.3,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1651,2,30.8,78.7,18.5,9.7,Standard Extended Following
SCANIA-PLT-1652,2,15.5,76.1,23.3,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1653,4,9.7,77.6,34.7,18.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1654,4,16.6,89.2,31.7,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1655,4,38.1,90.7,21.9,11.5,Standard Extended Following
SCANIA-PLT-1656,2,42.5,94.1,11.9,6.6,Standard Extended Following
SCANIA-PLT-1657,2,13.0,93.5,25.6,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1658,2,35.1,92.9,15.0,7.6,Standard Extended Following
SCANIA-PLT-1659,2,40.0,88.7,15.5,7.2,Standard Extended Following
SCANIA-PLT-1660,3,19.7,89.0,23.8,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1661,2,25.3,92.7,20.6,10.7,Standard Extended Following
SCANIA-PLT-1662,2,13.5,81.4,26.8,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1663,3,43.8,87.9,13.2,7.6,Standard Extended Following
SCANIA-PLT-1664,4,43.1,82.4,22.2,11.7,Standard Extended Following
SCANIA-PLT-1665,2,22.8,94.6,21.5,11.3,Standard Extended Following
SCANIA-PLT-1666,2,15.4,87.0,18.3,10.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1667,2,42.7,85.6,10.9,6.0,Standard Extended Following
SCANIA-PLT-1668,2,37.0,83.7,17.4,8.8,Standard Extended Following
SCANIA-PLT-1669,4,31.5,85.0,26.6,13.4,Standard Extended Following
SCANIA-PLT-1670,3,8.3,87.5,29.8,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1671,3,27.4,91.4,21.5,11.6,Standard Extended Following
SCANIA-PLT-1672,2,21.4,78.2,25.1,13.8,Standard Extended Following
SCANIA-PLT-1673,2,41.7,91.7,13.5,6.1,Standard Extended Following
SCANIA-PLT-1674,3,30.7,91.8,22.0,11.9,Standard Extended Following
SCANIA-PLT-1675,2,14.4,93.4,23.4,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1676,4,13.4,85.2,32.9,18.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1677,4,11.8,92.2,31.8,17.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1678,3,44.0,91.9,13.7,7.5,Standard Extended Following
SCANIA-PLT-1679,2,14.1,78.2,23.8,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1680,3,29.6,79.9,22.4,11.8,Standard Extended Following
SCANIA-PLT-1681,2,19.0,84.1,23.4,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1682,2,35.7,81.7,12.4,7.1,Standard Extended Following
SCANIA-PLT-1683,2,34.3,85.2,16.2,9.3,Standard Extended Following
SCANIA-PLT-1684,2,24.6,87.1,14.6,8.9,Standard Extended Following
SCANIA-PLT-1685,2,41.5,85.6,6.5,4.9,Standard Extended Following
SCANIA-PLT-1686,2,20.3,94.8,21.9,12.5,Standard Extended Following
SCANIA-PLT-1687,2,9.5,88.3,27.1,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1688,2,40.1,83.4,12.2,6.6,Standard Extended Following
SCANIA-PLT-1689,2,15.8,86.4,21.9,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1690,3,22.1,80.0,27.0,14.9,Standard Extended Following
SCANIA-PLT-1691,3,39.2,94.5,19.2,10.3,Standard Extended Following
SCANIA-PLT-1692,3,17.6,86.8,25.4,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1693,2,26.9,85.1,18.6,9.6,Standard Extended Following
SCANIA-PLT-1694,2,21.9,78.7,20.5,10.7,Standard Extended Following
SCANIA-PLT-1695,3,13.2,92.7,28.7,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1696,2,12.7,82.2,25.4,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1697,3,36.1,94.5,20.2,10.8,Standard Extended Following
SCANIA-PLT-1698,2,30.9,79.4,18.1,9.1,Standard Extended Following
SCANIA-PLT-1699,2,33.1,92.8,16.3,8.8,Standard Extended Following
SCANIA-PLT-1700,3,24.8,86.4,26.2,13.8,Standard Extended Following
SCANIA-PLT-1701,2,24.8,92.4,18.5,10.2,Standard Extended Following
SCANIA-PLT-1702,2,24.1,77.4,16.3,10.6,Standard Extended Following
SCANIA-PLT-1703,2,26.3,81.8,19.2,9.8,Standard Extended Following
SCANIA-PLT-1704,3,33.4,94.1,17.5,10.1,Standard Extended Following
SCANIA-PLT-1705,4,17.3,82.5,32.6,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1706,2,16.4,80.5,21.7,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1707,2,16.2,92.1,21.2,11.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1708,3,25.3,86.0,24.7,13.8,Standard Extended Following
SCANIA-PLT-1709,3,9.3,83.0,29.3,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1710,2,26.1,87.0,19.5,10.3,Standard Extended Following
SCANIA-PLT-1711,3,8.9,92.2,31.3,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1712,2,29.5,84.7,15.4,8.9,Standard Extended Following
SCANIA-PLT-1713,3,36.1,93.2,20.0,10.1,Standard Extended Following
SCANIA-PLT-1714,2,39.0,81.1,11.3,6.4,Standard Extended Following
SCANIA-PLT-1715,2,24.7,91.6,18.6,9.8,Standard Extended Following
SCANIA-PLT-1716,3,43.5,77.7,17.5,9.6,Standard Extended Following
SCANIA-PLT-1717,2,36.3,76.1,8.5,6.2,Standard Extended Following
SCANIA-PLT-1718,3,26.5,75.4,20.6,11.0,Standard Extended Following
SCANIA-PLT-1719,4,11.2,92.0,29.1,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1720,2,22.7,94.7,19.9,10.7,Standard Extended Following
SCANIA-PLT-1721,2,38.4,87.6,13.9,8.2,Standard Extended Following
SCANIA-PLT-1722,2,42.6,91.8,11.0,6.2,Standard Extended Following
SCANIA-PLT-1723,3,35.6,82.2,19.6,10.9,Standard Extended Following
SCANIA-PLT-1724,3,8.6,78.6,34.7,18.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1725,2,33.4,94.3,16.9,8.9,Standard Extended Following
SCANIA-PLT-1726,2,23.7,86.7,23.0,11.9,Standard Extended Following
SCANIA-PLT-1727,2,28.9,90.3,18.6,9.4,Standard Extended Following
SCANIA-PLT-1728,2,12.9,89.8,25.1,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1729,3,23.1,78.6,23.0,12.7,Standard Extended Following
SCANIA-PLT-1730,3,18.1,83.5,25.6,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1731,2,29.5,83.3,16.7,9.1,Standard Extended Following
SCANIA-PLT-1732,3,37.2,85.1,18.4,10.5,Standard Extended Following
SCANIA-PLT-1733,4,9.4,93.4,33.3,17.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1734,4,21.3,78.3,27.7,14.9,Standard Extended Following
SCANIA-PLT-1735,2,33.3,91.1,15.5,8.5,Standard Extended Following
SCANIA-PLT-1736,4,36.0,80.4,23.8,12.4,Standard Extended Following
SCANIA-PLT-1737,2,31.3,90.9,17.0,9.9,Standard Extended Following
SCANIA-PLT-1738,3,11.4,82.7,28.4,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1739,2,39.7,81.2,12.9,6.7,Standard Extended Following
SCANIA-PLT-1740,3,37.1,84.9,15.8,9.3,Standard Extended Following
SCANIA-PLT-1741,3,13.7,78.8,29.3,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1742,4,20.2,75.3,29.7,15.9,Standard Extended Following
SCANIA-PLT-1743,2,39.8,75.6,13.0,5.6,Standard Extended Following
SCANIA-PLT-1744,4,11.5,91.2,34.5,19.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1745,3,28.2,88.3,22.1,11.9,Standard Extended Following
SCANIA-PLT-1746,2,22.4,76.4,18.0,9.6,Standard Extended Following
SCANIA-PLT-1747,4,17.5,95.0,32.2,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1748,4,29.1,77.3,22.3,13.0,Standard Extended Following
SCANIA-PLT-1749,2,42.2,75.2,11.9,5.6,Standard Extended Following
SCANIA-PLT-1750,3,31.5,78.5,19.9,10.6,Standard Extended Following
SCANIA-PLT-1751,4,11.4,77.0,33.9,18.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1752,2,23.6,83.3,20.0,11.1,Standard Extended Following
SCANIA-PLT-1753,4,22.8,92.6,28.8,15.0,Standard Extended Following
SCANIA-PLT-1754,3,41.1,82.2,13.3,7.9,Standard Extended Following
SCANIA-PLT-1755,2,23.4,90.7,18.9,10.7,Standard Extended Following
SCANIA-PLT-1756,2,39.8,75.7,13.0,6.7,Standard Extended Following
SCANIA-PLT-1757,2,35.0,91.8,17.4,8.4,Standard Extended Following
SCANIA-PLT-1758,2,29.3,75.7,20.8,9.9,Standard Extended Following
SCANIA-PLT-1759,3,10.4,89.4,29.5,15.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1760,3,43.9,90.7,16.2,8.2,Standard Extended Following
SCANIA-PLT-1761,3,42.0,83.2,19.0,9.4,Standard Extended Following
SCANIA-PLT-1762,2,15.2,75.6,23.4,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1763,3,11.5,76.8,29.2,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1764,2,12.0,84.0,25.4,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1765,2,39.4,77.1,11.7,6.6,Standard Extended Following
SCANIA-PLT-1766,3,19.8,83.3,25.7,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1767,2,31.1,81.0,13.6,7.7,Standard Extended Following
SCANIA-PLT-1768,2,9.8,78.2,25.7,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1769,3,11.1,77.3,27.2,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1770,2,17.3,86.9,26.3,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1771,2,35.9,89.1,13.7,7.8,Standard Extended Following
SCANIA-PLT-1772,3,42.9,81.0,13.3,7.9,Standard Extended Following
SCANIA-PLT-1773,4,8.3,78.6,31.4,17.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1774,2,17.5,80.8,23.6,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1775,4,41.8,82.8,20.3,11.2,Standard Extended Following
SCANIA-PLT-1776,2,35.1,92.2,15.9,8.5,Standard Extended Following
SCANIA-PLT-1777,3,35.5,91.7,18.1,9.8,Standard Extended Following
SCANIA-PLT-1778,3,41.1,81.3,18.4,8.8,Standard Extended Following
SCANIA-PLT-1779,3,36.8,84.1,16.4,9.7,Standard Extended Following
SCANIA-PLT-1780,4,23.9,81.6,30.5,14.7,Standard Extended Following
SCANIA-PLT-1781,2,22.0,84.5,22.6,11.6,Standard Extended Following
SCANIA-PLT-1782,2,19.2,92.6,19.7,11.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1783,3,39.0,77.8,17.1,10.7,Standard Extended Following
SCANIA-PLT-1784,3,24.0,86.1,20.8,10.9,Standard Extended Following
SCANIA-PLT-1785,3,44.7,78.2,12.0,6.8,Standard Extended Following
SCANIA-PLT-1786,2,39.0,80.3,13.0,6.4,Standard Extended Following
SCANIA-PLT-1787,3,24.3,92.8,23.7,12.6,Standard Extended Following
SCANIA-PLT-1788,2,33.7,86.6,19.1,9.7,Standard Extended Following
SCANIA-PLT-1789,2,36.9,81.6,14.8,7.8,Standard Extended Following
SCANIA-PLT-1790,3,18.1,76.8,29.2,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1791,3,23.8,90.3,25.7,13.4,Standard Extended Following
SCANIA-PLT-1792,2,44.0,90.3,12.6,6.7,Standard Extended Following
SCANIA-PLT-1793,2,26.2,88.6,15.6,8.1,Standard Extended Following
SCANIA-PLT-1794,2,13.2,84.8,23.2,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1795,2,20.5,93.8,22.2,11.4,Standard Extended Following
SCANIA-PLT-1796,3,15.9,80.7,28.3,15.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1797,2,43.8,80.8,6.3,4.5,Standard Extended Following
SCANIA-PLT-1798,2,34.0,84.4,14.0,8.2,Standard Extended Following
SCANIA-PLT-1799,2,42.4,84.8,11.8,6.1,Standard Extended Following
SCANIA-PLT-1800,2,38.5,89.4,14.9,7.0,Standard Extended Following
SCANIA-PLT-1801,3,43.3,83.1,14.0,8.2,Standard Extended Following
SCANIA-PLT-1802,3,42.4,83.4,13.1,7.5,Standard Extended Following
SCANIA-PLT-1803,2,16.6,86.9,22.2,11.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1804,3,44.1,76.7,18.1,8.7,Standard Extended Following
SCANIA-PLT-1805,3,13.7,87.8,26.0,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1806,2,25.0,78.3,22.7,11.5,Standard Extended Following
SCANIA-PLT-1807,3,33.3,83.1,17.7,10.3,Standard Extended Following
SCANIA-PLT-1808,2,11.3,84.9,23.9,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1809,2,35.9,83.0,15.0,8.0,Standard Extended Following
SCANIA-PLT-1810,3,16.1,81.9,28.6,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1811,2,28.7,80.9,19.8,10.2,Standard Extended Following
SCANIA-PLT-1812,2,37.3,79.1,12.3,6.8,Standard Extended Following
SCANIA-PLT-1813,3,43.0,88.5,13.1,7.4,Standard Extended Following
SCANIA-PLT-1814,4,33.3,88.6,21.0,11.8,Standard Extended Following
SCANIA-PLT-1815,2,14.1,80.3,24.9,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1816,2,23.7,84.2,22.5,11.3,Standard Extended Following
SCANIA-PLT-1817,4,19.9,82.7,30.0,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1818,2,36.9,78.7,12.2,6.3,Standard Extended Following
SCANIA-PLT-1819,3,22.9,84.2,18.9,11.7,Standard Extended Following
SCANIA-PLT-1820,2,30.7,85.5,15.5,9.3,Standard Extended Following
SCANIA-PLT-1821,2,16.4,87.6,25.6,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1822,3,42.4,83.7,18.5,9.6,Standard Extended Following
SCANIA-PLT-1823,3,12.4,91.3,29.3,16.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1824,2,18.5,86.6,24.2,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1825,2,26.2,88.4,17.7,10.8,Standard Extended Following
SCANIA-PLT-1826,3,39.2,93.6,14.8,8.7,Standard Extended Following
SCANIA-PLT-1827,3,11.9,83.3,32.4,17.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1828,2,40.3,80.4,14.7,7.8,Standard Extended Following
SCANIA-PLT-1829,3,18.8,93.5,24.3,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1830,2,11.0,88.5,26.6,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1831,2,41.0,83.2,11.5,6.2,Standard Extended Following
SCANIA-PLT-1832,4,31.9,79.6,22.1,12.6,Standard Extended Following
SCANIA-PLT-1833,2,38.3,93.3,12.9,6.3,Standard Extended Following
SCANIA-PLT-1834,4,9.8,90.0,32.1,18.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1835,3,30.1,93.9,24.4,11.8,Standard Extended Following
SCANIA-PLT-1836,2,28.0,91.8,16.8,9.0,Standard Extended Following
SCANIA-PLT-1837,4,44.0,94.6,17.6,9.5,Standard Extended Following
SCANIA-PLT-1838,2,11.5,78.0,25.4,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1839,3,11.4,92.2,31.5,17.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1840,2,34.4,84.4,15.0,8.0,Standard Extended Following
SCANIA-PLT-1841,2,11.6,75.1,24.2,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1842,2,30.7,83.0,17.9,9.5,Standard Extended Following
SCANIA-PLT-1843,2,22.4,82.2,18.2,10.7,Standard Extended Following
SCANIA-PLT-1844,3,32.1,81.6,18.2,9.6,Standard Extended Following
SCANIA-PLT-1845,3,11.1,92.2,28.5,15.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1846,2,26.3,79.8,17.0,10.4,Standard Extended Following
SCANIA-PLT-1847,2,9.1,76.9,26.4,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1848,2,40.0,76.0,14.9,7.7,Standard Extended Following
SCANIA-PLT-1849,2,40.5,75.0,9.3,5.3,Standard Extended Following
SCANIA-PLT-1850,3,18.8,86.5,27.4,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1851,3,22.8,91.2,23.3,14.5,Standard Extended Following
SCANIA-PLT-1852,2,16.0,83.7,21.9,11.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1853,2,22.0,76.9,23.7,12.3,Standard Extended Following
SCANIA-PLT-1854,2,43.7,94.6,12.0,6.8,Standard Extended Following
SCANIA-PLT-1855,2,42.3,88.7,11.7,5.9,Standard Extended Following
SCANIA-PLT-1856,2,16.2,83.5,25.6,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1857,3,13.1,85.0,29.6,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1858,2,12.7,83.6,26.1,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1859,3,10.9,81.2,31.2,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1860,4,17.2,80.0,32.0,16.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1861,2,33.6,94.7,13.8,7.9,Standard Extended Following
SCANIA-PLT-1862,2,10.3,78.8,24.3,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1863,2,11.1,79.7,29.3,15.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1864,3,37.0,84.5,20.0,10.7,Standard Extended Following
SCANIA-PLT-1865,4,22.9,83.6,27.1,14.8,Standard Extended Following
SCANIA-PLT-1866,2,38.8,89.7,13.6,7.0,Standard Extended Following
SCANIA-PLT-1867,3,23.6,84.5,22.3,12.7,Standard Extended Following
SCANIA-PLT-1868,3,40.8,89.4,14.1,8.2,Standard Extended Following
SCANIA-PLT-1869,2,41.7,79.2,10.7,6.1,Standard Extended Following
SCANIA-PLT-1870,2,19.4,78.6,22.3,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1871,2,12.3,85.0,23.5,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1872,2,36.3,88.4,16.4,7.8,Standard Extended Following
SCANIA-PLT-1873,3,32.4,77.3,19.8,11.1,Standard Extended Following
SCANIA-PLT-1874,2,35.7,87.8,16.5,9.0,Standard Extended Following
SCANIA-PLT-1875,3,22.7,87.0,25.3,12.8,Standard Extended Following
SCANIA-PLT-1876,4,25.3,76.4,24.5,14.1,Standard Extended Following
SCANIA-PLT-1877,3,26.3,76.8,25.1,12.5,Standard Extended Following
SCANIA-PLT-1878,3,20.6,87.6,25.3,12.8,Standard Extended Following
SCANIA-PLT-1879,4,14.6,90.2,27.4,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1880,2,24.0,86.4,20.4,10.8,Standard Extended Following
SCANIA-PLT-1881,4,12.3,93.8,36.2,19.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1882,3,33.8,92.0,21.3,10.4,Standard Extended Following
SCANIA-PLT-1883,2,16.0,79.4,24.4,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1884,2,20.6,92.2,23.1,12.2,Standard Extended Following
SCANIA-PLT-1885,4,38.8,75.1,21.8,11.4,Standard Extended Following
SCANIA-PLT-1886,3,32.6,90.7,20.7,10.5,Standard Extended Following
SCANIA-PLT-1887,3,13.9,86.7,28.9,15.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1888,2,11.7,81.6,26.2,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1889,2,17.7,89.1,21.7,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1890,3,19.2,93.4,30.0,15.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1891,2,21.0,88.1,16.8,10.2,Standard Extended Following
SCANIA-PLT-1892,4,28.7,78.1,25.4,14.0,Standard Extended Following
SCANIA-PLT-1893,3,14.6,94.8,27.4,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1894,3,24.1,82.2,26.8,12.6,Standard Extended Following
SCANIA-PLT-1895,4,30.2,76.2,22.8,12.8,Standard Extended Following
SCANIA-PLT-1896,2,8.6,88.1,30.2,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1897,3,14.1,90.2,24.2,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1898,4,43.2,82.1,17.5,9.6,Standard Extended Following
SCANIA-PLT-1899,2,29.6,90.7,17.7,9.0,Standard Extended Following
SCANIA-PLT-1900,2,38.1,90.1,15.3,7.6,Standard Extended Following
SCANIA-PLT-1901,3,26.2,77.2,25.7,12.9,Standard Extended Following
SCANIA-PLT-1902,2,39.5,79.2,15.5,7.8,Standard Extended Following
SCANIA-PLT-1903,4,43.0,86.7,21.4,10.2,Standard Extended Following
SCANIA-PLT-1904,4,15.9,77.9,29.6,15.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1905,3,13.8,87.8,30.2,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1906,3,17.9,93.8,28.4,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1907,4,34.9,90.5,19.6,11.8,Standard Extended Following
SCANIA-PLT-1908,3,18.7,79.4,26.1,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1909,2,27.4,87.9,13.0,9.8,Standard Extended Following
SCANIA-PLT-1910,2,28.2,86.6,14.9,8.1,Standard Extended Following
SCANIA-PLT-1911,4,42.0,86.1,20.5,11.5,Standard Extended Following
SCANIA-PLT-1912,3,44.5,82.4,13.6,8.8,Standard Extended Following
SCANIA-PLT-1913,2,24.2,79.3,18.9,10.6,Standard Extended Following
SCANIA-PLT-1914,2,31.1,78.8,16.9,9.4,Standard Extended Following
SCANIA-PLT-1915,2,36.4,77.2,9.9,6.5,Standard Extended Following
SCANIA-PLT-1916,2,42.0,77.0,12.0,5.7,Standard Extended Following
SCANIA-PLT-1917,3,39.3,75.5,15.3,9.6,Standard Extended Following
SCANIA-PLT-1918,4,19.7,90.3,29.3,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1919,2,8.3,75.7,25.4,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1920,4,44.4,89.6,20.0,10.3,Standard Extended Following
SCANIA-PLT-1921,4,39.0,83.9,20.1,10.5,Standard Extended Following
SCANIA-PLT-1922,2,34.5,76.4,15.4,8.6,Standard Extended Following
SCANIA-PLT-1923,2,9.5,88.5,27.4,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1924,2,33.9,90.6,14.3,7.2,Standard Extended Following
SCANIA-PLT-1925,3,8.2,76.2,29.0,16.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1926,3,38.8,90.2,18.0,10.1,Standard Extended Following
SCANIA-PLT-1927,2,20.6,94.7,18.9,10.2,Standard Extended Following
SCANIA-PLT-1928,3,17.0,85.3,23.5,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1929,3,23.4,91.8,22.6,11.6,Standard Extended Following
SCANIA-PLT-1930,3,20.1,92.7,26.1,13.4,Standard Extended Following
SCANIA-PLT-1931,3,18.8,86.7,24.9,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1932,3,13.1,92.2,30.9,15.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1933,2,35.9,88.4,16.2,7.6,Standard Extended Following
SCANIA-PLT-1934,4,34.1,92.1,22.2,11.9,Standard Extended Following
SCANIA-PLT-1935,3,20.2,80.1,25.7,14.1,Standard Extended Following
SCANIA-PLT-1936,2,33.0,77.1,17.1,8.3,Standard Extended Following
SCANIA-PLT-1937,2,38.3,82.8,11.8,6.5,Standard Extended Following
SCANIA-PLT-1938,3,17.6,78.0,27.2,15.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1939,2,31.2,85.6,16.2,9.0,Standard Extended Following
SCANIA-PLT-1940,4,23.8,79.3,29.1,15.0,Standard Extended Following
SCANIA-PLT-1941,2,19.8,93.9,23.0,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1942,4,11.8,88.1,33.1,18.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1943,3,27.1,81.7,22.0,11.4,Standard Extended Following
SCANIA-PLT-1944,2,40.9,79.2,7.8,5.7,Standard Extended Following
SCANIA-PLT-1945,3,13.0,84.3,26.4,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-1946,2,27.4,92.1,14.9,8.5,Standard Extended Following
SCANIA-PLT-1947,4,20.8,85.8,34.4,17.5,Standard Extended Following
