Winter_Test_ID,Road_Incline_deg,Front_Wheel_Slip_pct,Clutch_Hydraulic_Clamp_Bar,Rear_Axle_Torque_Split_pct,AWD_Operational_Mode
SUBARU-XMODE-2300,14.2,33.2,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2301,14.8,29.4,77.3,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2302,16.2,42.7,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2303,24.8,11.8,59.4,55.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2304,10.4,7.2,38.8,51.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2305,6.0,32.6,69.2,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2306,25.4,41.7,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2307,6.9,11.0,37.6,50.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2308,24.1,12.4,62.5,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2309,8.7,3.3,28.0,47.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2310,7.9,43.9,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2311,25.1,18.0,71.4,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2312,23.9,14.9,63.6,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2313,5.6,5.1,24.0,45.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2314,15.5,9.0,45.7,51.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2315,11.7,18.2,57.6,55.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2316,9.4,25.3,65.5,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2317,7.5,5.8,31.7,50.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2318,12.3,33.7,76.9,56.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2319,11.9,3.4,34.1,45.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2320,22.2,22.4,75.9,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2321,8.7,20.2,54.3,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2322,7.8,31.1,70.8,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2323,14.8,28.7,80.2,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2324,6.5,6.5,28.9,46.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2325,16.0,17.7,60.6,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2326,8.6,38.3,82.4,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2327,25.9,25.5,80.8,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2328,14.7,33.9,82.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2329,19.6,42.6,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2330,18.8,10.9,51.6,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2331,22.4,38.4,85.0,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2332,15.5,31.7,82.1,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2333,25.1,23.5,75.9,57.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2334,21.2,45.2,85.0,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2335,9.7,43.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2336,18.5,31.6,79.2,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2337,22.3,5.7,49.3,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2338,10.4,43.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2339,7.4,4.9,29.5,46.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2340,13.7,8.5,40.8,48.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2341,23.3,4.8,46.6,49.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2342,21.9,14.6,56.1,52.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2343,14.7,35.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2344,26.5,6.0,52.4,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2345,6.4,42.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2346,7.0,5.4,30.8,45.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2347,24.2,20.9,71.0,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2348,7.0,45.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2349,7.0,29.9,69.9,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2350,27.5,7.1,58.1,50.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2351,27.0,27.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2352,5.6,43.7,85.0,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2353,10.6,29.8,70.3,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2354,11.8,25.4,68.0,54.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2355,16.6,35.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2356,17.3,23.8,71.6,55.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2357,19.1,43.2,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2358,13.6,32.0,80.2,55.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2359,27.1,47.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2360,5.8,39.4,80.4,55.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2361,5.8,8.6,30.4,47.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2362,20.2,33.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2363,19.2,39.6,85.0,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2364,23.1,16.0,65.7,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2365,21.1,9.2,53.9,53.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2366,10.6,24.8,67.6,55.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2367,22.0,11.3,56.8,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2368,14.3,6.3,38.4,47.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2369,27.4,5.5,55.0,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2370,21.3,21.3,71.7,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2371,25.2,45.3,85.0,57.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2372,21.0,46.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2373,24.5,22.0,74.4,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2374,22.1,24.2,75.4,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2375,12.1,45.5,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2376,11.2,39.4,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2377,27.4,6.0,56.9,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2378,18.1,16.9,58.2,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2379,21.2,12.6,56.3,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2380,24.0,39.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2381,7.1,24.6,61.8,53.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2382,9.9,15.4,47.6,51.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2383,23.6,12.8,62.5,52.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2384,10.6,35.9,83.1,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2385,16.1,27.5,71.1,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2386,16.6,26.5,75.9,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2387,23.0,26.9,82.2,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2388,19.3,11.2,51.2,51.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2389,5.4,25.8,60.0,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2390,13.4,21.1,61.9,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2391,11.2,47.5,85.0,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2392,23.5,16.7,64.8,51.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2393,9.3,28.2,68.0,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2394,7.5,20.2,47.5,52.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2395,14.9,35.6,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2396,22.5,17.7,68.4,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2397,12.3,18.9,57.9,52.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2398,11.4,15.7,50.1,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2399,18.8,11.1,50.1,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2400,16.0,31.3,82.7,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2401,18.9,24.1,72.6,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2402,13.6,40.6,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2403,27.8,44.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2404,25.9,46.7,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2405,25.8,18.9,71.2,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2406,7.7,28.7,67.8,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2407,17.6,40.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2408,24.0,26.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2409,17.3,29.0,80.2,55.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2410,18.3,26.4,75.6,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2411,9.6,35.1,79.8,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2412,16.0,11.9,48.0,49.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2413,5.1,6.7,31.9,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2414,17.8,40.1,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2415,23.0,27.9,82.6,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2416,27.8,34.5,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2417,23.1,31.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2418,17.2,42.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2419,23.0,47.6,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2420,5.1,26.3,62.2,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2421,6.3,28.9,71.4,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2422,13.2,7.7,40.5,48.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2423,17.6,32.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2424,20.4,16.5,64.0,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2425,20.2,31.5,85.0,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2426,12.8,35.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2427,22.0,40.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2428,25.5,28.7,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2429,26.3,29.4,85.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2430,6.7,40.7,83.8,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2431,5.2,23.7,57.9,51.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2432,12.4,21.3,59.4,53.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2433,11.4,29.2,70.6,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2434,11.0,43.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2435,26.1,10.0,59.0,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2436,24.8,37.7,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2437,9.0,42.4,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2438,28.0,20.3,76.2,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2439,21.3,37.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2440,17.3,6.0,40.5,48.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2441,13.4,31.9,78.9,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2442,16.5,32.0,83.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2443,16.0,9.1,47.2,51.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2444,24.2,31.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2445,7.1,20.0,54.5,52.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2446,17.3,14.2,54.7,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2447,8.2,36.3,80.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2448,18.8,13.2,54.2,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2449,19.5,22.4,72.1,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2450,17.8,34.3,85.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2451,12.5,37.1,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2452,20.8,22.0,72.7,57.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2453,26.5,10.9,60.1,52.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2454,5.6,8.1,34.2,47.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2455,13.5,44.6,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2456,13.5,7.1,41.0,47.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2457,14.9,43.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2458,27.5,31.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2459,20.0,16.0,62.9,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2460,13.4,21.1,61.9,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2461,17.8,26.3,75.7,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2462,23.0,21.7,76.2,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2463,7.8,11.6,36.4,48.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2464,25.5,16.3,66.0,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2465,22.8,45.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2466,25.0,41.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2467,27.3,34.6,85.0,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2468,23.1,17.0,66.5,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2469,21.0,32.3,85.0,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2470,9.8,20.9,57.3,52.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2471,7.7,31.9,71.6,54.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2472,11.6,43.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2473,10.1,5.2,35.6,47.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2474,16.3,26.0,75.1,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2475,25.7,9.0,58.1,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2476,18.1,27.6,79.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2477,15.9,6.1,38.8,50.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2478,19.8,33.7,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2479,9.7,11.9,40.2,53.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2480,7.6,35.7,78.1,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2481,20.7,7.6,48.5,53.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2482,26.7,4.3,46.4,49.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2483,22.5,21.7,73.3,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2484,26.1,21.6,79.5,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2485,10.0,40.1,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2486,10.4,40.3,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2487,8.7,36.5,77.5,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2488,19.8,15.7,60.0,55.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2489,20.7,27.9,84.4,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2490,14.7,32.7,83.3,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2491,25.3,33.6,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2492,27.5,29.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2493,6.5,31.9,72.8,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2494,5.8,5.3,30.4,45.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2495,25.3,31.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2496,24.4,10.7,57.5,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2497,9.1,15.6,47.0,50.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2498,22.8,32.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2499,6.1,19.5,52.9,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2500,5.8,11.0,38.8,48.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2501,7.0,26.9,63.1,55.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2502,16.7,27.2,75.8,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2503,12.5,21.6,61.9,52.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2504,23.4,12.9,62.7,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2505,14.3,26.8,71.2,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2506,10.7,30.7,74.7,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2507,16.9,12.1,51.0,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2508,16.9,31.0,81.4,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2509,20.3,20.2,69.2,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2510,25.5,34.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2511,15.3,8.5,47.2,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2512,23.4,35.3,85.0,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2513,22.2,45.0,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2514,14.0,16.1,51.6,51.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2515,20.2,21.6,71.8,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2516,15.5,18.0,60.4,52.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2517,21.1,11.0,56.3,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2518,14.4,25.6,68.1,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2519,17.7,39.1,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2520,24.0,7.5,53.6,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2521,18.0,13.2,55.1,51.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2522,15.9,42.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2523,14.4,31.8,79.7,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2524,22.5,4.8,48.5,51.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2525,13.4,5.9,38.4,47.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2526,7.1,22.2,58.4,51.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2527,20.4,18.7,64.9,55.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2528,22.9,24.6,77.6,57.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2529,7.9,32.7,70.8,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2530,10.5,29.3,72.5,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2531,13.8,3.1,33.8,50.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2532,25.4,44.2,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2533,14.2,19.0,60.5,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2534,18.0,24.3,74.2,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2535,17.4,7.4,43.4,47.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2536,9.2,8.9,38.5,46.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2537,14.4,19.9,59.5,54.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2538,12.3,44.3,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2539,12.9,30.1,74.7,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2540,24.9,44.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2541,18.1,21.2,68.0,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2542,26.6,41.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2543,6.5,20.4,49.4,50.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2544,6.6,42.5,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2545,15.3,47.1,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2546,15.5,5.5,37.9,50.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2547,12.3,18.6,55.9,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2548,5.6,16.6,46.9,51.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2549,20.0,12.1,55.5,51.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2550,13.4,22.0,61.0,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2551,10.0,43.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2552,23.5,19.7,70.5,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2553,17.0,28.0,77.5,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2554,10.9,40.0,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2555,21.9,43.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2556,5.1,13.8,43.1,49.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2557,11.6,14.9,45.9,53.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2558,14.6,17.6,54.9,51.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2559,12.7,36.8,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2560,26.6,3.0,50.0,51.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2561,27.4,29.3,85.0,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2562,16.8,22.9,70.9,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2563,7.4,47.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2564,23.2,15.5,65.3,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2565,26.5,33.5,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2566,23.1,32.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2567,23.7,9.5,52.8,50.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2568,9.2,42.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2569,26.1,36.1,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2570,25.0,7.5,52.4,50.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2571,9.4,19.6,55.5,52.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2572,14.2,33.7,84.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2573,11.0,8.4,39.6,49.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-2574,21.7,39.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2575,10.4,41.0,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2576,6.6,19.0,51.4,52.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2577,24.8,41.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2578,19.5,43.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2579,8.8,27.3,65.3,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2580,6.6,34.8,74.3,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2581,9.4,23.1,61.5,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2582,5.4,27.0,60.2,51.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2583,10.5,17.1,50.4,50.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2584,14.8,35.1,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2585,9.7,26.1,63.4,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2586,9.1,23.4,63.1,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-2587,14.2,13.7,53.7,51.7,X-Mode Deep Snow Traction Lock
