Thermal_Run_ID,Ambient_Temp_C,Refrigerant_Discharge_Bar,Condenser_Subcooling_K,Heating_Coefficient_COP,Cabin_Heat_Range_Penalty_pct,Heat_Pump_State
DENSO-HP-2320,-14.6,16.9,5.2,2.6,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2321,4.1,24.8,9.8,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2322,12.3,26.1,4.9,3.25,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2323,-9.7,18.4,9.8,3.55,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2324,-16.1,13.7,9.9,3.47,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2325,-17.7,14.7,9.7,3.49,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2326,3.5,23.9,4.1,2.6,16.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2327,6.5,27.0,8.3,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2328,13.9,29.1,5.7,3.75,8.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2329,-3.2,21.6,5.0,2.77,18.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2330,-6.1,17.2,6.4,3.21,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2331,-1.4,23.6,7.2,3.44,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2332,11.4,28.0,5.7,3.22,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2333,-9.8,18.5,7.8,3.12,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2334,5.3,25.5,7.8,3.54,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2335,-6.4,19.8,8.5,3.43,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2336,-10.6,18.7,7.0,2.79,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2337,6.7,27.0,8.7,3.8,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2338,-5.9,20.3,6.6,3.06,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2339,9.0,26.1,9.6,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2340,-1.0,23.5,4.9,3.03,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2341,-14.2,15.0,10.0,3.48,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2342,9.2,28.4,8.0,3.8,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2343,-0.9,21.7,4.5,2.53,17.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2344,2.4,23.5,5.8,3.28,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2345,-12.3,17.0,9.2,3.28,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2346,-5.4,20.2,3.7,2.5,16.8,Standard PTC Resistive Assist
DENSO-HP-2347,-15.8,16.6,6.7,2.83,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2348,-4.2,19.4,8.9,3.51,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2349,6.1,26.1,9.2,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2350,5.1,26.0,9.5,3.8,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2351,-9.2,20.8,4.7,2.39,20.0,Standard PTC Resistive Assist
DENSO-HP-2352,-7.6,18.6,6.3,2.82,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2353,-4.8,20.8,6.5,2.94,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2354,10.6,26.9,8.7,3.8,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2355,9.8,27.1,6.7,3.74,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2356,-5.8,20.3,8.2,3.32,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2357,4.0,25.0,7.9,3.53,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2358,0.9,23.1,9.1,3.8,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2359,0.8,24.4,5.7,3.12,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2360,-0.9,21.9,5.1,3.17,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2361,-9.7,17.6,8.9,3.56,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2362,-8.5,19.7,9.2,3.68,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2363,-1.6,21.9,8.3,3.76,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2364,5.9,27.0,3.7,2.91,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2365,8.5,28.0,9.9,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2366,-8.6,21.7,7.6,3.12,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2367,1.9,24.2,9.5,3.8,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2368,-17.8,15.1,9.9,3.54,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2369,-14.2,16.4,8.8,3.18,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2370,-5.3,21.7,4.1,2.59,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2371,-12.0,15.9,7.8,2.89,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2372,-14.5,16.8,5.5,2.59,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2373,-17.3,13.4,6.1,2.78,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2374,-7.5,19.2,6.2,2.78,18.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2375,-1.4,22.1,5.6,2.87,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2376,8.1,29.7,8.6,3.8,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2377,5.0,25.4,6.6,3.42,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2378,12.2,29.2,9.7,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2379,-15.4,15.9,6.3,3.05,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2380,-0.5,23.6,5.3,2.96,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2381,-2.0,20.9,5.8,3.03,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2382,-2.7,24.1,4.4,2.66,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2383,5.9,25.6,8.0,3.34,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2384,-14.6,15.7,9.9,3.61,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2385,12.7,30.2,7.5,3.6,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2386,13.2,29.9,7.4,3.8,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2387,0.2,23.8,9.0,3.8,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2388,-9.5,19.1,9.2,3.78,8.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2389,-11.8,19.2,9.6,3.68,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2390,0.2,22.0,8.1,3.48,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2391,-5.8,19.6,4.9,2.61,17.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2392,1.4,22.9,6.6,3.31,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2393,-4.5,20.6,6.1,3.13,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2394,0.9,21.9,6.1,3.09,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2395,-10.3,16.3,4.1,2.52,18.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2396,4.8,22.9,6.2,3.23,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2397,-5.3,21.6,5.0,2.75,16.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2398,11.5,29.9,5.1,3.34,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2399,8.4,27.7,7.2,3.66,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2400,7.8,25.7,5.1,3.13,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2401,-5.1,20.4,7.5,3.38,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2402,-0.2,20.9,9.6,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2403,-6.7,19.3,7.8,3.37,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2404,2.9,25.6,4.5,2.56,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2405,1.6,23.9,4.3,2.84,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2406,-2.6,22.4,6.0,3.05,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2407,-7.1,17.9,7.4,3.06,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2408,-17.1,14.7,7.3,2.79,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2409,7.4,28.5,3.8,2.82,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2410,-1.9,23.4,4.4,2.78,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2411,-8.3,20.6,7.5,2.9,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2412,-16.2,16.4,7.5,2.92,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2413,-13.9,16.4,6.6,2.91,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2414,-8.2,19.3,9.6,3.66,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2415,-10.9,16.7,5.9,2.7,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2416,-4.9,19.0,8.2,3.48,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2417,3.1,25.1,6.7,3.28,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2418,-2.7,20.8,3.8,2.6,18.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2419,0.2,24.7,6.6,3.24,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2420,7.2,27.1,9.2,3.8,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2421,3.4,24.4,5.7,3.15,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2422,14.4,29.9,7.0,3.67,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2423,10.8,27.5,7.0,3.5,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2424,-14.0,14.9,4.1,2.41,16.7,Standard PTC Resistive Assist
DENSO-HP-2425,2.8,24.8,5.5,3.07,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2426,-13.1,16.9,3.6,2.15,19.8,Standard PTC Resistive Assist
DENSO-HP-2427,3.1,24.3,3.6,2.72,17.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2428,-4.8,22.5,5.8,3.1,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2429,-3.0,22.3,4.9,2.72,17.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2430,0.4,22.3,4.4,2.7,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2431,-1.6,20.8,5.3,3.12,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2432,8.9,27.3,4.9,3.13,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2433,-2.2,20.4,9.0,3.79,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2434,-2.1,22.1,6.5,3.23,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2435,14.4,30.0,3.6,2.86,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2436,-7.2,20.3,6.0,2.87,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2437,13.9,29.0,6.9,3.48,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2438,13.6,27.6,7.0,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2439,12.6,27.1,6.6,3.62,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2440,5.5,25.8,6.7,3.4,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2441,-4.8,20.8,8.8,3.65,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2442,7.9,28.2,8.3,3.78,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2443,3.2,23.9,8.8,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2444,11.0,28.5,6.2,3.23,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2445,-12.1,18.6,8.2,3.1,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2446,-7.7,21.0,8.9,3.66,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2447,-9.3,16.5,6.6,3.09,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2448,11.4,30.4,9.4,3.8,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2449,12.2,27.9,5.2,3.05,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2450,-9.0,17.5,4.7,2.65,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2451,-12.7,16.4,3.5,2.07,20.1,Standard PTC Resistive Assist
DENSO-HP-2452,-17.0,15.0,6.4,2.58,19.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2453,11.7,30.0,8.1,3.8,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2454,-15.8,17.0,7.3,2.92,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2455,8.5,25.3,4.2,3.09,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2456,13.5,31.0,6.2,3.74,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2457,-3.4,21.3,6.1,2.94,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2458,-12.3,15.7,7.3,3.16,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2459,6.2,25.4,4.3,2.87,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2460,8.1,26.6,8.0,3.66,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2461,-12.3,17.6,4.1,2.41,17.0,Standard PTC Resistive Assist
DENSO-HP-2462,-5.2,21.7,4.3,2.57,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2463,10.9,27.9,4.1,3.14,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2464,-15.4,16.0,6.1,2.77,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2465,-12.1,16.4,9.8,3.74,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2466,5.4,25.8,8.9,3.8,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2467,-15.5,16.9,7.5,2.79,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2468,-7.8,19.0,3.8,2.19,20.8,Standard PTC Resistive Assist
DENSO-HP-2469,-1.1,23.8,7.0,3.39,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2470,3.2,24.9,5.5,2.99,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2471,3.6,24.6,9.8,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2472,0.1,22.7,4.5,2.81,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2473,-5.9,20.8,4.4,2.51,18.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2474,14.2,30.1,6.7,3.61,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2475,7.3,26.6,5.3,3.22,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2476,11.1,28.7,9.2,3.8,8.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2477,-10.0,20.3,4.0,2.52,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2478,14.5,25.8,5.8,3.77,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2479,-3.9,22.0,7.8,3.41,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2480,-8.3,20.1,10.0,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2481,-13.3,17.5,9.1,3.42,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2482,-17.8,15.6,5.3,2.24,17.8,Standard PTC Resistive Assist
DENSO-HP-2483,6.0,24.3,6.8,3.41,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2484,8.9,26.9,3.5,2.85,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2485,-3.3,23.2,8.1,3.44,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2486,-14.6,14.0,8.8,3.3,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2487,-10.2,17.6,6.1,2.82,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2488,-5.1,19.9,4.5,2.67,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2489,9.2,27.7,7.1,3.78,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2490,-7.3,20.0,6.6,2.97,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2491,-9.6,19.0,4.4,2.57,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2492,8.3,25.6,9.5,3.8,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2493,10.1,29.3,6.2,3.5,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2494,-10.5,18.7,4.8,2.44,18.9,Standard PTC Resistive Assist
DENSO-HP-2495,-13.2,17.7,9.3,3.47,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2496,11.0,27.3,6.6,3.37,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2497,-16.0,16.7,6.5,2.73,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2498,10.7,28.5,4.7,3.34,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2499,6.9,25.2,5.7,3.21,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2500,14.7,29.6,9.3,3.8,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2501,-11.2,17.9,5.7,2.71,17.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2502,-3.0,22.9,6.7,3.2,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2503,12.7,28.1,6.7,3.76,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2504,11.7,28.3,6.7,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2505,-13.1,20.7,4.2,2.2,20.0,Standard PTC Resistive Assist
DENSO-HP-2506,8.0,26.9,7.8,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2507,-1.8,22.7,6.5,3.2,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2508,10.4,25.4,5.4,3.23,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2509,11.9,28.5,7.3,3.78,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2510,8.8,26.7,5.4,3.14,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2511,-10.4,19.8,5.8,2.78,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2512,-17.1,15.1,9.8,3.32,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2513,-7.8,19.1,5.1,2.58,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2514,-8.7,21.9,9.3,3.4,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2515,-1.6,21.9,5.8,3.04,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2516,-2.3,20.9,6.8,3.23,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2517,-6.6,20.6,5.0,2.72,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2518,13.0,28.2,9.8,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2519,-5.5,21.2,7.0,3.23,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2520,-8.6,17.0,4.5,2.52,18.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2521,5.7,25.3,5.9,3.13,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2522,6.3,26.2,9.0,3.79,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2523,-15.0,15.3,4.2,2.17,17.6,Standard PTC Resistive Assist
DENSO-HP-2524,-4.8,22.4,6.6,3.1,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2525,-13.3,16.6,3.8,2.34,21.2,Standard PTC Resistive Assist
DENSO-HP-2526,-12.3,17.4,9.9,3.51,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2527,-16.4,15.2,5.4,2.43,19.5,Standard PTC Resistive Assist
DENSO-HP-2528,-13.1,16.3,9.4,3.8,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2529,-4.0,22.0,4.1,2.49,18.0,Standard PTC Resistive Assist
DENSO-HP-2530,1.8,24.0,9.6,3.8,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2531,-5.3,21.9,3.5,2.54,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2532,-14.8,15.7,6.6,2.6,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2533,-12.4,17.0,4.1,2.16,17.1,Standard PTC Resistive Assist
DENSO-HP-2534,-15.4,15.6,6.2,2.6,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2535,1.3,24.9,5.0,3.04,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2536,5.0,24.0,5.6,3.09,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2537,-8.1,20.3,7.5,3.19,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2538,3.7,25.7,5.9,3.14,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2539,-15.4,15.9,9.5,3.46,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2540,-7.7,20.6,4.1,2.49,16.7,Standard PTC Resistive Assist
DENSO-HP-2541,10.6,28.1,3.7,2.88,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2542,12.9,29.5,7.9,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2543,-16.2,17.8,5.7,2.5,18.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2544,-4.6,19.1,7.3,3.46,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2545,-3.8,22.7,6.6,3.18,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2546,-16.7,14.2,4.8,2.43,18.5,Standard PTC Resistive Assist
DENSO-HP-2547,-13.8,16.5,9.3,3.66,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2548,-4.1,21.7,9.6,3.8,8.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2549,13.4,29.1,4.9,3.08,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2550,-10.3,16.7,5.3,2.63,16.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2551,8.4,24.3,7.6,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2552,-6.7,19.0,8.0,3.14,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2553,-16.4,14.7,7.2,2.86,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2554,5.5,26.8,8.6,3.8,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2555,10.6,26.8,9.5,3.8,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2556,-11.8,18.7,6.9,2.94,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2557,8.9,25.8,9.2,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2558,0.0,22.5,6.8,3.39,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2559,-0.3,23.0,6.2,2.87,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2560,0.3,23.4,6.9,3.4,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2561,-13.3,16.8,8.0,3.06,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2562,1.5,24.5,9.7,3.79,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2563,6.0,26.0,4.1,2.88,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2564,11.2,28.9,5.2,3.27,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2565,-6.5,20.5,6.5,3.03,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2566,-4.9,23.2,10.0,3.69,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2567,9.8,26.9,8.5,3.8,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2568,-4.5,21.6,9.1,3.61,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2569,9.4,28.0,7.9,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2570,4.5,26.9,8.1,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2571,-12.4,18.5,9.3,3.47,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2572,0.8,22.7,3.6,2.67,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2573,-14.2,14.4,6.6,2.73,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2574,6.0,27.3,3.9,3.16,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2575,5.4,27.7,6.4,3.32,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2576,2.0,23.6,6.9,3.33,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2577,-5.1,21.2,8.0,3.45,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2578,-3.0,22.3,9.8,3.61,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2579,11.4,28.8,6.9,3.46,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2580,6.9,28.4,5.0,3.06,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2581,3.0,23.0,6.6,3.32,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2582,-5.6,19.7,9.4,3.74,8.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2583,-11.8,17.5,8.8,3.45,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2584,-8.8,20.7,7.8,3.39,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2585,-6.4,19.3,7.6,3.15,12.2,High-Efficiency Subcooling (COP >2.5)
