Driveline_Run_ID,Driveshaft_Speed_RPM,Driveline_Torque_Nm,Torsional_Vibration_G,Dynamic_Damping_Stiffness,Driveline_Smoothness
ALFA-GIORGIO-2256,5777,220.8,0.361,1377.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2257,6485,274.4,0.393,1338.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2258,4663,452.8,0.326,1475.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2259,5934,238.2,0.427,1260.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2260,7043,441.5,0.434,1264.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2261,4500,202.8,0.256,1482.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2262,5620,588.4,0.414,1312.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2263,5080,437.8,0.366,1354.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2264,7025,376.3,0.423,1330.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2265,5495,575.6,0.455,1249.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2266,2062,278.9,0.262,1573.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2267,4264,385.6,0.301,1448.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2268,6424,198.3,0.33,1476.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2269,4170,495.3,0.367,1386.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2270,3387,314.7,0.259,1527.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2271,6063,168.5,0.299,1436.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2272,5348,481.4,0.368,1374.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2273,2010,590.4,0.276,1454.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2274,6034,577.6,0.47,1254.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2275,6254,394.3,0.366,1385.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2276,6964,220.1,0.385,1286.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2277,6050,504.2,0.423,1194.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2278,6218,307.2,0.367,1360.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2279,4144,481.5,0.369,1320.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2280,7301,235.4,0.425,1294.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2281,1706,549.1,0.284,1485.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2282,3327,567.2,0.285,1455.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2283,5183,310.4,0.372,1401.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2284,4007,255.7,0.363,1300.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2285,3652,386.5,0.353,1440.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2286,1622,363.3,0.236,1511.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2287,6776,271.8,0.416,1206.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2288,6151,519.2,0.408,1330.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2289,2980,208.0,0.232,1496.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2290,1551,421.2,0.207,1528.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2291,3870,414.7,0.283,1464.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2292,6211,578.8,0.453,1221.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2293,1568,166.9,0.282,1459.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2294,2544,177.8,0.23,1543.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2295,4204,162.9,0.242,1489.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2296,5592,533.3,0.453,1244.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2297,3029,150.1,0.253,1437.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2298,1631,541.8,0.27,1498.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2299,1954,325.2,0.189,1553.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2300,6913,533.2,0.409,1276.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2301,2229,549.5,0.297,1383.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2302,4902,425.3,0.35,1359.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2303,2761,186.1,0.228,1454.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2304,4076,443.0,0.301,1456.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2305,3010,164.8,0.233,1531.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2306,3488,502.0,0.299,1450.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2307,2552,452.3,0.281,1430.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2308,5643,498.8,0.447,1194.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2309,6554,266.1,0.372,1316.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2310,1537,172.4,0.224,1591.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2311,1731,175.1,0.202,1493.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2312,5658,389.9,0.396,1314.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2313,5439,479.5,0.399,1271.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2314,3594,360.5,0.308,1463.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2315,5554,367.0,0.404,1324.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2316,2176,154.1,0.231,1519.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2317,4230,282.4,0.286,1495.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2318,6540,508.6,0.471,1239.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2319,7046,181.1,0.409,1303.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2320,5394,419.1,0.387,1246.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2321,5605,369.5,0.38,1335.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2322,4959,259.3,0.283,1513.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2323,1574,434.9,0.299,1372.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2324,1855,310.2,0.188,1538.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2325,3033,314.9,0.267,1456.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2326,5335,163.5,0.272,1473.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2327,6743,546.5,0.467,1219.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2328,4397,241.6,0.288,1486.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2329,2262,311.4,0.209,1534.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2330,1620,529.6,0.252,1524.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2331,5434,379.4,0.354,1399.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2332,1742,215.6,0.19,1573.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2333,7342,313.2,0.424,1278.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2334,2274,201.7,0.267,1437.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2335,6218,453.9,0.497,1214.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2336,1892,172.4,0.28,1459.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2337,3098,360.8,0.302,1502.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2338,2135,310.6,0.226,1489.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2339,4852,559.5,0.388,1346.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2340,6771,156.1,0.346,1419.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2341,4741,308.3,0.337,1344.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2342,5408,485.1,0.446,1229.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2343,5642,465.4,0.43,1322.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2344,1951,474.4,0.305,1305.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2345,2474,415.7,0.286,1489.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2346,2075,150.6,0.205,1527.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2347,5129,257.5,0.336,1383.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2348,4598,212.4,0.312,1415.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2349,7316,362.6,0.479,1275.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2350,1762,297.3,0.179,1568.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2351,6003,281.4,0.371,1366.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2352,2762,387.4,0.287,1403.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2353,2162,421.3,0.253,1504.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2354,7473,164.6,0.445,1260.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2355,2579,482.5,0.275,1470.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2356,3677,487.8,0.354,1349.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2357,3746,213.0,0.287,1446.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2358,1876,489.1,0.245,1467.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2359,1978,305.0,0.223,1557.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2360,4729,443.7,0.364,1346.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2361,2852,513.9,0.299,1429.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2362,6670,203.9,0.419,1296.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2363,3104,439.8,0.34,1417.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2364,6364,308.5,0.409,1347.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2365,3528,194.0,0.237,1519.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2366,4632,193.6,0.315,1410.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2367,4296,505.7,0.385,1386.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2368,3525,393.0,0.316,1446.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2369,1824,396.4,0.226,1455.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2370,2146,431.7,0.26,1517.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2371,6180,405.1,0.457,1157.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2372,3673,423.5,0.269,1399.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2373,5905,524.1,0.36,1386.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2374,5533,293.1,0.362,1373.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2375,4376,544.5,0.349,1367.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2376,6446,164.4,0.289,1427.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2377,7061,514.9,0.442,1330.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2378,6422,529.7,0.438,1280.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2379,6494,355.4,0.365,1370.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2380,5242,306.1,0.404,1335.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2381,5902,263.0,0.347,1369.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2382,4033,279.4,0.281,1392.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2383,1720,577.3,0.243,1506.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2384,2679,196.6,0.244,1542.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2385,2865,184.9,0.21,1589.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2386,6203,324.1,0.388,1319.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2387,4949,228.4,0.382,1284.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2388,4276,294.8,0.333,1372.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2389,6530,491.4,0.378,1363.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2390,4745,509.5,0.405,1342.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2391,4146,257.1,0.348,1389.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2392,5923,313.4,0.373,1368.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2393,3375,514.4,0.329,1372.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2394,7202,553.1,0.491,1186.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2395,6160,516.0,0.453,1298.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2396,7283,350.8,0.465,1205.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2397,2801,335.7,0.273,1458.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2398,3659,321.2,0.245,1591.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2399,1743,599.4,0.255,1532.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2400,2863,392.2,0.274,1496.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2401,3042,503.0,0.341,1394.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2402,4382,595.6,0.407,1328.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2403,6432,492.9,0.449,1282.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2404,6907,268.0,0.352,1370.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2405,4672,442.5,0.362,1389.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2406,6296,555.3,0.464,1220.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2407,6934,227.8,0.368,1361.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2408,6984,236.7,0.405,1234.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2409,5633,314.3,0.365,1358.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2410,5977,498.7,0.39,1396.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2411,2823,493.8,0.303,1446.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2412,1502,369.2,0.17,1551.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2413,2187,189.8,0.224,1560.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2414,3987,199.7,0.259,1461.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2415,3888,334.6,0.278,1520.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2416,5774,429.9,0.415,1275.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2417,1507,247.0,0.191,1550.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2418,2332,226.0,0.21,1576.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2419,4811,264.4,0.332,1421.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2420,3816,489.5,0.326,1380.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2421,3125,227.4,0.307,1349.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2422,3527,346.4,0.254,1532.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2423,6754,291.7,0.404,1358.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2424,3385,584.6,0.376,1267.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2425,3127,376.8,0.317,1473.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2426,6621,569.7,0.451,1285.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2427,7343,476.9,0.434,1237.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2428,3458,471.1,0.315,1431.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2429,1728,457.7,0.238,1442.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2430,6893,496.5,0.484,1181.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2431,6162,332.4,0.382,1315.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2432,6130,314.5,0.34,1452.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2433,5143,570.0,0.457,1241.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2434,2423,193.1,0.204,1534.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2435,3544,233.8,0.228,1493.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2436,6485,430.5,0.434,1249.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2437,4940,565.1,0.402,1341.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2438,7450,316.3,0.433,1305.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2439,4585,317.9,0.329,1415.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2440,2422,172.0,0.249,1475.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2441,5881,330.1,0.381,1404.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2442,7311,493.2,0.426,1291.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2443,4698,364.4,0.353,1440.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2444,6948,383.9,0.449,1282.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2445,4885,420.8,0.339,1395.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2446,6462,543.7,0.446,1240.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2447,5303,327.2,0.33,1411.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2448,1971,374.0,0.283,1523.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2449,4048,217.2,0.211,1544.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2450,5035,485.8,0.41,1330.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2451,2808,554.4,0.318,1439.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2452,7197,184.2,0.358,1336.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2453,3354,393.3,0.282,1520.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2454,7490,157.2,0.38,1393.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2455,2515,411.5,0.283,1424.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2456,3446,552.4,0.406,1256.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2457,1862,457.0,0.283,1461.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2458,6702,440.9,0.446,1165.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2459,4370,362.2,0.329,1452.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2460,7100,282.9,0.405,1345.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2461,2065,275.6,0.216,1525.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2462,3308,189.3,0.283,1478.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2463,1829,350.0,0.271,1432.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2464,6515,397.9,0.342,1471.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2465,1564,366.2,0.231,1505.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2466,4823,305.8,0.302,1458.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2467,3728,595.8,0.343,1355.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2468,3316,576.2,0.295,1436.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2469,2550,536.2,0.31,1467.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2470,6088,423.6,0.446,1271.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2471,6094,591.4,0.429,1307.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2472,3215,584.5,0.321,1428.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2473,5000,212.8,0.292,1470.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2474,5443,444.3,0.413,1302.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2475,5284,150.5,0.323,1276.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2476,1689,521.8,0.232,1554.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2477,3831,592.4,0.354,1464.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2478,7056,588.9,0.532,1126.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2479,4514,492.1,0.422,1336.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2480,3972,580.5,0.382,1433.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2481,3239,283.2,0.29,1431.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2482,4020,387.9,0.316,1452.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2483,3460,181.6,0.25,1456.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2484,6874,345.8,0.431,1372.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2485,2332,356.0,0.281,1447.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2486,7411,526.6,0.525,1160.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2487,3660,212.5,0.243,1503.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2488,6805,335.3,0.412,1383.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2489,3884,515.9,0.306,1453.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2490,4898,576.9,0.363,1335.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2491,3831,352.0,0.218,1570.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2492,6850,297.1,0.399,1321.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2493,5406,363.1,0.313,1502.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2494,3356,360.1,0.316,1449.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2495,3732,296.8,0.244,1488.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2496,2668,173.1,0.197,1539.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2497,3443,376.7,0.325,1394.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2498,5397,200.9,0.353,1476.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2499,4207,447.0,0.343,1367.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2500,6008,593.0,0.405,1313.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2501,2340,280.2,0.13,1629.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2502,6405,427.1,0.436,1342.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2503,4940,486.6,0.346,1418.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2504,2322,239.8,0.198,1472.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2505,1543,246.8,0.227,1511.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2506,1828,580.0,0.289,1409.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2507,6842,560.3,0.491,1108.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2508,6663,348.1,0.433,1217.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2509,1888,484.1,0.217,1510.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2510,7052,353.3,0.377,1343.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2511,7419,319.3,0.449,1250.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2512,2373,462.7,0.315,1441.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2513,5508,581.0,0.454,1279.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2514,3380,293.2,0.323,1361.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2515,7129,462.3,0.47,1231.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2516,2374,402.8,0.247,1533.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2517,5140,533.9,0.413,1236.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2518,3173,228.3,0.26,1463.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2519,2006,357.9,0.227,1481.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2520,3773,364.4,0.296,1425.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2521,4751,274.6,0.342,1397.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2522,2348,193.0,0.226,1501.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2523,4965,418.5,0.39,1341.2,Nominal Carbon-Fiber Driveline Balance
