Sensor_Read_ID,Vehicle_Speed_kmh,Road_Water_Depth_mm,Tread_Depth_mm,Wet_Braking_Distance_m,Hydroplaning_Risk
CONTI-TIRE-3668,109.4,3.6,7.2,86.2,Safe Wet Grip Margin
CONTI-TIRE-3669,75.0,8.8,6.7,61.8,Safe Wet Grip Margin
CONTI-TIRE-3670,129.2,4.3,6.7,131.1,High Hydroplaning Risk
CONTI-TIRE-3671,53.3,8.2,1.7,34.0,High Hydroplaning Risk
CONTI-TIRE-3672,107.9,1.3,3.4,97.0,Safe Wet Grip Margin
CONTI-TIRE-3673,114.6,7.3,4.6,143.3,High Hydroplaning Risk
CONTI-TIRE-3674,51.0,8.4,5.6,26.4,Safe Wet Grip Margin
CONTI-TIRE-3675,78.6,4.6,3.4,63.3,Safe Wet Grip Margin
CONTI-TIRE-3676,70.7,4.1,5.2,42.7,Safe Wet Grip Margin
CONTI-TIRE-3677,95.9,3.8,4.6,82.1,Safe Wet Grip Margin
CONTI-TIRE-3678,112.8,1.3,4.3,105.0,Safe Wet Grip Margin
CONTI-TIRE-3679,138.1,5.1,7.6,149.2,High Hydroplaning Risk
CONTI-TIRE-3680,123.7,5.5,7.7,120.9,High Hydroplaning Risk
CONTI-TIRE-3681,62.1,7.7,5.1,41.8,Safe Wet Grip Margin
CONTI-TIRE-3682,115.8,3.0,2.5,136.8,High Hydroplaning Risk
CONTI-TIRE-3683,104.3,7.7,7.0,99.1,High Hydroplaning Risk
CONTI-TIRE-3684,128.8,6.3,1.9,200.9,High Hydroplaning Risk
CONTI-TIRE-3685,88.4,7.7,2.4,93.2,High Hydroplaning Risk
CONTI-TIRE-3686,51.3,4.5,7.7,20.5,Safe Wet Grip Margin
CONTI-TIRE-3687,98.6,4.3,2.9,99.8,High Hydroplaning Risk
CONTI-TIRE-3688,73.6,1.5,4.4,47.0,Safe Wet Grip Margin
CONTI-TIRE-3689,104.1,4.9,5.7,93.4,High Hydroplaning Risk
CONTI-TIRE-3690,57.2,4.9,4.4,32.2,Safe Wet Grip Margin
CONTI-TIRE-3691,132.9,1.2,7.3,107.1,Safe Wet Grip Margin
CONTI-TIRE-3692,130.0,5.5,4.6,166.5,High Hydroplaning Risk
CONTI-TIRE-3693,131.2,1.8,2.4,160.4,High Hydroplaning Risk
CONTI-TIRE-3694,94.9,3.7,4.9,79.1,Safe Wet Grip Margin
CONTI-TIRE-3695,68.5,5.1,2.3,52.9,High Hydroplaning Risk
CONTI-TIRE-3696,100.9,3.4,6.8,79.7,Safe Wet Grip Margin
CONTI-TIRE-3697,61.1,5.5,1.8,43.5,High Hydroplaning Risk
CONTI-TIRE-3698,82.5,0.6,3.9,55.6,Safe Wet Grip Margin
CONTI-TIRE-3699,52.8,6.0,7.7,22.9,Safe Wet Grip Margin
CONTI-TIRE-3700,115.7,6.4,7.4,111.9,High Hydroplaning Risk
CONTI-TIRE-3701,58.6,4.5,5.9,32.4,Safe Wet Grip Margin
CONTI-TIRE-3702,61.7,4.5,4.8,31.7,Safe Wet Grip Margin
CONTI-TIRE-3703,77.0,5.8,6.3,52.9,Safe Wet Grip Margin
CONTI-TIRE-3704,61.4,3.5,7.6,29.3,Safe Wet Grip Margin
CONTI-TIRE-3705,115.1,7.7,6.2,131.0,High Hydroplaning Risk
CONTI-TIRE-3706,53.8,8.6,5.3,30.0,Safe Wet Grip Margin
CONTI-TIRE-3707,76.2,8.6,6.0,63.4,Safe Wet Grip Margin
CONTI-TIRE-3708,101.6,8.7,5.2,112.6,High Hydroplaning Risk
CONTI-TIRE-3709,139.6,5.0,2.0,219.5,High Hydroplaning Risk
CONTI-TIRE-3710,66.8,5.0,1.7,54.2,High Hydroplaning Risk
CONTI-TIRE-3711,77.3,0.5,3.7,49.9,Safe Wet Grip Margin
CONTI-TIRE-3712,71.7,7.2,6.3,49.5,Safe Wet Grip Margin
CONTI-TIRE-3713,119.7,4.8,3.8,146.5,High Hydroplaning Risk
CONTI-TIRE-3714,90.1,7.1,4.1,84.6,High Hydroplaning Risk
CONTI-TIRE-3715,117.1,3.1,4.8,114.2,High Hydroplaning Risk
CONTI-TIRE-3716,128.4,0.8,4.1,130.7,Safe Wet Grip Margin
CONTI-TIRE-3717,124.4,4.1,6.4,122.8,High Hydroplaning Risk
CONTI-TIRE-3718,58.1,6.0,4.1,35.1,Safe Wet Grip Margin
CONTI-TIRE-3719,84.8,6.4,1.7,85.8,High Hydroplaning Risk
CONTI-TIRE-3720,139.0,5.6,4.1,193.7,High Hydroplaning Risk
CONTI-TIRE-3721,89.4,0.8,4.6,58.7,Safe Wet Grip Margin
CONTI-TIRE-3722,90.5,7.3,4.9,85.0,High Hydroplaning Risk
CONTI-TIRE-3723,93.8,8.7,4.8,101.8,High Hydroplaning Risk
CONTI-TIRE-3724,63.9,7.0,1.9,49.1,High Hydroplaning Risk
CONTI-TIRE-3725,106.0,8.0,7.0,111.0,High Hydroplaning Risk
CONTI-TIRE-3726,139.0,0.6,2.3,171.4,Safe Wet Grip Margin
CONTI-TIRE-3727,86.3,8.9,6.0,84.3,High Hydroplaning Risk
CONTI-TIRE-3728,77.9,4.4,2.3,67.6,High Hydroplaning Risk
CONTI-TIRE-3729,95.7,8.3,7.2,87.9,High Hydroplaning Risk
CONTI-TIRE-3730,73.6,3.7,7.9,36.3,Safe Wet Grip Margin
CONTI-TIRE-3731,127.8,6.9,2.8,191.0,High Hydroplaning Risk
CONTI-TIRE-3732,102.7,1.4,3.5,91.6,Safe Wet Grip Margin
CONTI-TIRE-3733,116.4,4.7,5.5,118.9,High Hydroplaning Risk
CONTI-TIRE-3734,94.0,2.7,7.6,60.4,Safe Wet Grip Margin
CONTI-TIRE-3735,111.0,3.0,6.0,100.8,Safe Wet Grip Margin
CONTI-TIRE-3736,81.7,5.6,5.3,62.8,Safe Wet Grip Margin
CONTI-TIRE-3737,70.0,3.3,2.5,50.8,Safe Wet Grip Margin
CONTI-TIRE-3738,102.2,4.1,7.7,73.2,Safe Wet Grip Margin
CONTI-TIRE-3739,87.6,6.8,4.9,79.1,High Hydroplaning Risk
CONTI-TIRE-3740,135.4,6.5,3.0,209.1,High Hydroplaning Risk
CONTI-TIRE-3741,80.5,7.8,3.3,76.0,High Hydroplaning Risk
CONTI-TIRE-3742,78.5,6.8,4.9,63.7,Safe Wet Grip Margin
CONTI-TIRE-3743,77.5,5.5,7.6,48.6,Safe Wet Grip Margin
CONTI-TIRE-3744,77.6,3.1,6.1,47.8,Safe Wet Grip Margin
CONTI-TIRE-3745,103.1,6.1,2.6,118.9,High Hydroplaning Risk
CONTI-TIRE-3746,78.5,7.9,5.6,62.4,Safe Wet Grip Margin
CONTI-TIRE-3747,128.2,4.7,2.3,178.3,High Hydroplaning Risk
CONTI-TIRE-3748,72.4,5.3,5.9,47.0,Safe Wet Grip Margin
CONTI-TIRE-3749,119.2,7.8,6.1,146.3,High Hydroplaning Risk
CONTI-TIRE-3750,133.0,7.9,6.4,177.6,High Hydroplaning Risk
CONTI-TIRE-3751,120.4,5.0,4.7,136.7,High Hydroplaning Risk
CONTI-TIRE-3752,87.0,0.6,2.4,66.9,Safe Wet Grip Margin
CONTI-TIRE-3753,84.9,4.2,3.3,70.9,High Hydroplaning Risk
CONTI-TIRE-3754,119.9,1.5,6.8,92.3,Safe Wet Grip Margin
CONTI-TIRE-3755,137.8,2.1,4.3,159.6,High Hydroplaning Risk
CONTI-TIRE-3756,121.7,5.2,7.3,121.7,High Hydroplaning Risk
CONTI-TIRE-3757,118.2,0.6,5.6,93.2,Safe Wet Grip Margin
CONTI-TIRE-3758,131.1,7.0,4.3,185.0,High Hydroplaning Risk
CONTI-TIRE-3759,65.4,5.9,5.8,43.6,Safe Wet Grip Margin
CONTI-TIRE-3760,77.3,2.8,4.7,50.7,Safe Wet Grip Margin
CONTI-TIRE-3761,129.9,4.1,4.2,159.0,High Hydroplaning Risk
CONTI-TIRE-3762,108.9,5.7,7.2,96.3,High Hydroplaning Risk
CONTI-TIRE-3763,124.3,0.9,3.4,126.0,Safe Wet Grip Margin
CONTI-TIRE-3764,137.3,5.3,3.8,193.6,High Hydroplaning Risk
CONTI-TIRE-3765,108.1,8.1,5.2,125.9,High Hydroplaning Risk
CONTI-TIRE-3766,134.6,4.8,6.0,152.7,High Hydroplaning Risk
CONTI-TIRE-3767,117.4,1.1,6.6,88.5,Safe Wet Grip Margin
CONTI-TIRE-3768,52.9,3.0,7.5,17.9,Safe Wet Grip Margin
CONTI-TIRE-3769,61.5,6.4,6.7,32.8,Safe Wet Grip Margin
CONTI-TIRE-3770,78.9,3.8,6.0,50.2,Safe Wet Grip Margin
CONTI-TIRE-3771,104.4,7.9,5.2,117.7,High Hydroplaning Risk
CONTI-TIRE-3772,108.2,7.8,1.6,149.2,High Hydroplaning Risk
CONTI-TIRE-3773,98.3,2.6,7.9,57.4,Safe Wet Grip Margin
CONTI-TIRE-3774,92.8,3.3,2.8,86.0,High Hydroplaning Risk
CONTI-TIRE-3775,64.2,7.4,7.6,41.3,Safe Wet Grip Margin
CONTI-TIRE-3776,102.1,5.5,2.5,120.1,High Hydroplaning Risk
CONTI-TIRE-3777,125.1,6.0,7.3,135.6,High Hydroplaning Risk
CONTI-TIRE-3778,58.2,6.7,5.9,30.5,Safe Wet Grip Margin
CONTI-TIRE-3779,95.8,5.2,2.0,107.0,High Hydroplaning Risk
CONTI-TIRE-3780,105.5,7.6,6.6,108.2,High Hydroplaning Risk
CONTI-TIRE-3781,88.7,4.0,3.7,75.7,High Hydroplaning Risk
CONTI-TIRE-3782,88.4,1.3,2.4,74.5,Safe Wet Grip Margin
CONTI-TIRE-3783,81.1,4.9,6.1,57.6,Safe Wet Grip Margin
CONTI-TIRE-3784,101.9,8.3,7.4,98.8,High Hydroplaning Risk
CONTI-TIRE-3785,97.1,8.7,3.8,110.6,High Hydroplaning Risk
CONTI-TIRE-3786,100.5,3.8,6.5,78.6,Safe Wet Grip Margin
CONTI-TIRE-3787,129.2,8.7,3.9,197.8,High Hydroplaning Risk
CONTI-TIRE-3788,63.0,4.5,7.4,29.3,Safe Wet Grip Margin
CONTI-TIRE-3789,74.7,7.0,1.7,69.6,High Hydroplaning Risk
CONTI-TIRE-3790,110.5,6.3,7.6,102.6,High Hydroplaning Risk
CONTI-TIRE-3791,79.3,4.1,4.3,58.3,Safe Wet Grip Margin
CONTI-TIRE-3792,52.9,6.2,4.8,25.9,Safe Wet Grip Margin
CONTI-TIRE-3793,134.0,2.2,5.0,146.2,High Hydroplaning Risk
CONTI-TIRE-3794,131.8,3.7,7.9,118.2,Safe Wet Grip Margin
CONTI-TIRE-3795,56.8,6.4,7.4,30.1,Safe Wet Grip Margin
CONTI-TIRE-3796,68.2,8.8,5.2,52.1,Safe Wet Grip Margin
CONTI-TIRE-3797,80.5,7.9,7.1,60.8,Safe Wet Grip Margin
CONTI-TIRE-3798,98.0,5.6,5.6,89.0,High Hydroplaning Risk
CONTI-TIRE-3799,58.8,2.3,7.9,21.8,Safe Wet Grip Margin
CONTI-TIRE-3800,127.0,2.2,5.2,126.1,Safe Wet Grip Margin
CONTI-TIRE-3801,105.5,6.7,3.3,125.7,High Hydroplaning Risk
CONTI-TIRE-3802,113.2,8.0,2.7,156.9,High Hydroplaning Risk
CONTI-TIRE-3803,104.0,3.1,2.0,107.1,High Hydroplaning Risk
CONTI-TIRE-3804,106.1,1.0,3.8,90.2,Safe Wet Grip Margin
CONTI-TIRE-3805,64.9,7.2,3.1,42.1,High Hydroplaning Risk
CONTI-TIRE-3806,52.3,4.4,3.5,28.3,Safe Wet Grip Margin
CONTI-TIRE-3807,105.3,3.9,6.5,86.6,Safe Wet Grip Margin
CONTI-TIRE-3808,111.4,2.4,3.2,113.1,High Hydroplaning Risk
CONTI-TIRE-3809,112.7,8.7,5.2,139.8,High Hydroplaning Risk
CONTI-TIRE-3810,65.4,7.1,3.4,51.4,High Hydroplaning Risk
CONTI-TIRE-3811,111.0,8.9,3.7,150.0,High Hydroplaning Risk
CONTI-TIRE-3812,54.9,6.3,2.9,33.3,Safe Wet Grip Margin
CONTI-TIRE-3813,132.7,6.1,2.7,203.1,High Hydroplaning Risk
CONTI-TIRE-3814,72.9,7.6,7.9,45.2,Safe Wet Grip Margin
CONTI-TIRE-3815,55.6,0.8,3.4,25.2,Safe Wet Grip Margin
CONTI-TIRE-3816,118.0,5.2,6.3,118.9,High Hydroplaning Risk
CONTI-TIRE-3817,59.2,1.0,5.1,23.6,Safe Wet Grip Margin
CONTI-TIRE-3818,119.5,8.4,3.8,167.9,High Hydroplaning Risk
CONTI-TIRE-3819,87.2,3.5,4.5,69.6,Safe Wet Grip Margin
CONTI-TIRE-3820,105.2,5.0,7.3,87.0,Safe Wet Grip Margin
CONTI-TIRE-3821,101.0,5.0,2.5,109.3,High Hydroplaning Risk
CONTI-TIRE-3822,136.0,6.8,6.6,171.4,High Hydroplaning Risk
CONTI-TIRE-3823,75.3,2.8,7.9,37.3,Safe Wet Grip Margin
CONTI-TIRE-3824,88.6,5.1,5.1,72.0,Safe Wet Grip Margin
CONTI-TIRE-3825,55.3,2.8,7.7,19.8,Safe Wet Grip Margin
CONTI-TIRE-3826,77.9,3.0,1.8,67.1,High Hydroplaning Risk
CONTI-TIRE-3827,60.9,5.8,6.7,28.8,Safe Wet Grip Margin
CONTI-TIRE-3828,137.2,1.4,2.1,174.3,High Hydroplaning Risk
CONTI-TIRE-3829,136.4,2.3,3.2,169.4,High Hydroplaning Risk
CONTI-TIRE-3830,76.7,1.9,3.7,54.2,Safe Wet Grip Margin
CONTI-TIRE-3831,124.0,5.9,4.3,160.4,High Hydroplaning Risk
CONTI-TIRE-3832,77.2,8.2,4.1,67.5,High Hydroplaning Risk
CONTI-TIRE-3833,85.7,0.8,2.2,67.9,Safe Wet Grip Margin
CONTI-TIRE-3834,51.1,6.6,4.8,26.7,Safe Wet Grip Margin
CONTI-TIRE-3835,133.5,2.2,5.4,139.5,Safe Wet Grip Margin
CONTI-TIRE-3836,118.2,8.2,4.2,160.8,High Hydroplaning Risk
CONTI-TIRE-3837,101.3,7.6,7.0,96.9,High Hydroplaning Risk
CONTI-TIRE-3838,92.1,8.6,4.5,96.9,High Hydroplaning Risk
CONTI-TIRE-3839,69.3,6.4,5.4,45.3,Safe Wet Grip Margin
CONTI-TIRE-3840,80.3,6.4,4.1,67.6,High Hydroplaning Risk
CONTI-TIRE-3841,129.3,6.7,6.7,153.2,High Hydroplaning Risk
CONTI-TIRE-3842,124.8,4.4,3.6,154.9,High Hydroplaning Risk
CONTI-TIRE-3843,51.0,5.2,5.6,27.1,Safe Wet Grip Margin
CONTI-TIRE-3844,61.4,4.8,4.0,39.3,Safe Wet Grip Margin
CONTI-TIRE-3845,121.6,3.5,3.9,138.8,High Hydroplaning Risk
CONTI-TIRE-3846,119.7,1.4,6.8,89.3,Safe Wet Grip Margin
CONTI-TIRE-3847,107.8,2.1,4.3,97.5,Safe Wet Grip Margin
CONTI-TIRE-3848,105.5,8.3,4.2,125.8,High Hydroplaning Risk
CONTI-TIRE-3849,86.6,4.6,6.6,62.4,Safe Wet Grip Margin
CONTI-TIRE-3850,115.5,3.8,2.8,135.2,High Hydroplaning Risk
CONTI-TIRE-3851,112.8,0.9,5.1,88.3,Safe Wet Grip Margin
CONTI-TIRE-3852,57.7,8.2,2.4,41.1,High Hydroplaning Risk
CONTI-TIRE-3853,116.7,6.7,3.0,151.8,High Hydroplaning Risk
CONTI-TIRE-3854,127.0,8.9,6.1,174.6,High Hydroplaning Risk
CONTI-TIRE-3855,78.6,0.8,2.5,56.9,Safe Wet Grip Margin
CONTI-TIRE-3856,109.0,4.9,6.4,101.1,High Hydroplaning Risk
CONTI-TIRE-3857,129.8,7.8,6.5,166.4,High Hydroplaning Risk
CONTI-TIRE-3858,109.5,3.6,2.8,118.0,High Hydroplaning Risk
CONTI-TIRE-3859,93.0,8.7,5.6,95.3,High Hydroplaning Risk
CONTI-TIRE-3860,58.4,2.8,4.7,25.7,Safe Wet Grip Margin
CONTI-TIRE-3861,103.3,4.5,7.2,79.7,Safe Wet Grip Margin
CONTI-TIRE-3862,93.2,1.7,7.6,50.4,Safe Wet Grip Margin
CONTI-TIRE-3863,106.6,4.4,4.2,110.4,High Hydroplaning Risk
CONTI-TIRE-3864,119.8,3.9,3.8,136.6,High Hydroplaning Risk
CONTI-TIRE-3865,134.6,3.9,2.1,195.9,High Hydroplaning Risk
CONTI-TIRE-3866,93.6,6.0,5.1,86.8,High Hydroplaning Risk
CONTI-TIRE-3867,59.1,6.3,7.7,28.8,Safe Wet Grip Margin
CONTI-TIRE-3868,51.8,7.3,3.4,29.7,Safe Wet Grip Margin
CONTI-TIRE-3869,62.4,7.1,4.7,42.4,Safe Wet Grip Margin
CONTI-TIRE-3870,53.7,8.3,6.1,29.1,Safe Wet Grip Margin
CONTI-TIRE-3871,73.3,4.4,7.2,41.9,Safe Wet Grip Margin
CONTI-TIRE-3872,87.4,2.1,7.5,45.5,Safe Wet Grip Margin
CONTI-TIRE-3873,111.9,6.0,3.9,133.3,High Hydroplaning Risk
CONTI-TIRE-3874,82.9,8.5,2.9,86.3,High Hydroplaning Risk
CONTI-TIRE-3875,74.3,4.1,2.9,56.8,Safe Wet Grip Margin
CONTI-TIRE-3876,51.0,2.7,6.6,21.1,Safe Wet Grip Margin
CONTI-TIRE-3877,76.5,3.0,2.2,58.0,High Hydroplaning Risk
CONTI-TIRE-3878,106.8,5.3,4.3,114.3,High Hydroplaning Risk
CONTI-TIRE-3879,95.2,7.7,5.9,91.8,High Hydroplaning Risk
CONTI-TIRE-3880,111.4,3.4,6.0,96.1,Safe Wet Grip Margin
CONTI-TIRE-3881,115.0,1.7,2.1,128.9,High Hydroplaning Risk
CONTI-TIRE-3882,105.2,8.5,3.4,132.9,High Hydroplaning Risk
CONTI-TIRE-3883,132.2,5.8,6.4,155.7,High Hydroplaning Risk
CONTI-TIRE-3884,62.4,1.1,4.7,28.4,Safe Wet Grip Margin
CONTI-TIRE-3885,135.7,4.1,4.8,168.1,High Hydroplaning Risk
CONTI-TIRE-3886,64.8,1.8,3.4,35.7,Safe Wet Grip Margin
CONTI-TIRE-3887,99.0,3.1,3.2,95.2,High Hydroplaning Risk
CONTI-TIRE-3888,102.4,1.8,4.0,88.3,Safe Wet Grip Margin
CONTI-TIRE-3889,104.4,6.8,6.2,104.4,High Hydroplaning Risk
CONTI-TIRE-3890,97.7,8.6,7.0,98.7,High Hydroplaning Risk
CONTI-TIRE-3891,80.7,7.4,4.3,73.1,High Hydroplaning Risk
CONTI-TIRE-3892,111.4,0.9,6.8,77.5,Safe Wet Grip Margin
CONTI-TIRE-3893,127.0,1.9,5.4,121.1,Safe Wet Grip Margin
CONTI-TIRE-3894,104.6,5.0,8.0,77.5,Safe Wet Grip Margin
CONTI-TIRE-3895,125.1,4.4,5.3,139.0,High Hydroplaning Risk
CONTI-TIRE-3896,106.8,4.4,6.5,98.5,Safe Wet Grip Margin
CONTI-TIRE-3897,93.3,8.5,4.5,101.3,High Hydroplaning Risk
CONTI-TIRE-3898,70.0,3.0,4.0,46.2,Safe Wet Grip Margin
CONTI-TIRE-3899,51.1,8.7,2.8,40.9,Safe Wet Grip Margin
CONTI-TIRE-3900,62.6,5.5,3.8,44.5,Safe Wet Grip Margin
CONTI-TIRE-3901,61.2,2.3,2.4,36.0,Safe Wet Grip Margin
CONTI-TIRE-3902,118.2,4.6,5.8,124.0,High Hydroplaning Risk
CONTI-TIRE-3903,100.3,6.1,7.2,86.8,Safe Wet Grip Margin
CONTI-TIRE-3904,98.0,4.0,5.5,81.3,Safe Wet Grip Margin
CONTI-TIRE-3905,102.4,4.9,2.2,120.0,High Hydroplaning Risk
CONTI-TIRE-3906,87.7,8.3,3.5,89.3,High Hydroplaning Risk
CONTI-TIRE-3907,61.1,4.9,3.8,37.4,Safe Wet Grip Margin
CONTI-TIRE-3908,94.1,4.5,7.5,63.3,Safe Wet Grip Margin
CONTI-TIRE-3909,110.6,1.3,2.5,116.1,Safe Wet Grip Margin
CONTI-TIRE-3910,131.5,3.3,3.5,166.3,High Hydroplaning Risk
CONTI-TIRE-3911,98.9,8.4,7.2,93.0,High Hydroplaning Risk
CONTI-TIRE-3912,125.0,1.3,3.7,124.7,Safe Wet Grip Margin
CONTI-TIRE-3913,63.7,6.2,3.9,43.4,Safe Wet Grip Margin
CONTI-TIRE-3914,124.7,6.6,6.3,147.0,High Hydroplaning Risk
CONTI-TIRE-3915,106.6,0.7,6.5,70.8,Safe Wet Grip Margin
CONTI-TIRE-3916,61.1,6.6,5.0,39.8,Safe Wet Grip Margin
CONTI-TIRE-3917,54.4,0.8,2.3,28.9,Safe Wet Grip Margin
CONTI-TIRE-3918,88.4,4.3,1.6,87.8,High Hydroplaning Risk
CONTI-TIRE-3919,130.8,6.1,6.8,146.8,High Hydroplaning Risk
CONTI-TIRE-3920,102.3,8.4,2.3,133.2,High Hydroplaning Risk
CONTI-TIRE-3921,103.4,8.6,5.9,110.9,High Hydroplaning Risk
CONTI-TIRE-3922,132.5,6.3,6.5,158.2,High Hydroplaning Risk
CONTI-TIRE-3923,96.6,2.0,3.5,81.3,Safe Wet Grip Margin
CONTI-TIRE-3924,88.8,2.4,4.4,65.5,Safe Wet Grip Margin
CONTI-TIRE-3925,90.2,4.2,5.1,76.8,Safe Wet Grip Margin
CONTI-TIRE-3926,102.5,6.9,6.7,95.6,High Hydroplaning Risk
CONTI-TIRE-3927,76.1,8.5,5.6,62.0,Safe Wet Grip Margin
CONTI-TIRE-3928,84.4,5.2,3.3,73.9,High Hydroplaning Risk
CONTI-TIRE-3929,81.7,1.7,6.5,43.4,Safe Wet Grip Margin
CONTI-TIRE-3930,137.9,1.0,7.1,112.6,Safe Wet Grip Margin
CONTI-TIRE-3931,121.0,6.6,4.9,148.1,High Hydroplaning Risk
CONTI-TIRE-3932,72.1,6.2,7.3,39.3,Safe Wet Grip Margin
CONTI-TIRE-3933,87.4,0.7,5.0,54.8,Safe Wet Grip Margin
CONTI-TIRE-3934,134.3,1.5,5.9,128.2,Safe Wet Grip Margin
CONTI-TIRE-3935,73.9,7.0,7.7,48.4,Safe Wet Grip Margin
CONTI-TIRE-3936,91.0,4.0,4.3,79.1,Safe Wet Grip Margin
CONTI-TIRE-3937,122.3,4.7,4.2,144.3,High Hydroplaning Risk
CONTI-TIRE-3938,50.4,3.3,5.7,19.9,Safe Wet Grip Margin
CONTI-TIRE-3939,131.7,1.3,6.2,115.6,Safe Wet Grip Margin
CONTI-TIRE-3940,63.2,5.0,3.8,42.0,Safe Wet Grip Margin
CONTI-TIRE-3941,92.7,3.3,5.6,72.9,Safe Wet Grip Margin
CONTI-TIRE-3942,104.2,5.0,7.7,83.5,Safe Wet Grip Margin
CONTI-TIRE-3943,53.0,8.8,4.4,32.6,Safe Wet Grip Margin
CONTI-TIRE-3944,62.8,1.2,6.8,21.2,Safe Wet Grip Margin
CONTI-TIRE-3945,88.8,5.6,2.5,89.5,High Hydroplaning Risk
CONTI-TIRE-3946,73.2,1.7,5.7,41.6,Safe Wet Grip Margin
CONTI-TIRE-3947,106.4,2.4,7.2,74.5,Safe Wet Grip Margin
CONTI-TIRE-3948,106.6,7.6,4.3,123.7,High Hydroplaning Risk
CONTI-TIRE-3949,109.8,1.9,3.4,107.1,Safe Wet Grip Margin
CONTI-TIRE-3950,107.3,0.8,5.9,76.1,Safe Wet Grip Margin
CONTI-TIRE-3951,64.1,6.7,6.4,41.4,Safe Wet Grip Margin
CONTI-TIRE-3952,59.5,6.1,7.1,31.2,Safe Wet Grip Margin
CONTI-TIRE-3953,115.2,3.6,2.7,130.8,High Hydroplaning Risk
CONTI-TIRE-3954,116.0,1.3,6.4,89.7,Safe Wet Grip Margin
CONTI-TIRE-3955,110.3,0.9,4.7,92.8,Safe Wet Grip Margin
CONTI-TIRE-3956,88.1,6.2,1.8,95.1,High Hydroplaning Risk
CONTI-TIRE-3957,69.0,7.8,1.7,63.2,High Hydroplaning Risk
CONTI-TIRE-3958,103.1,7.3,5.7,105.6,High Hydroplaning Risk
CONTI-TIRE-3959,100.4,4.3,3.3,102.5,High Hydroplaning Risk
CONTI-TIRE-3960,76.0,4.1,7.3,42.2,Safe Wet Grip Margin
CONTI-TIRE-3961,94.1,5.5,7.1,70.5,Safe Wet Grip Margin
CONTI-TIRE-3962,99.4,3.2,6.3,78.5,Safe Wet Grip Margin
CONTI-TIRE-3963,69.5,7.1,2.9,56.3,High Hydroplaning Risk
CONTI-TIRE-3964,131.5,3.1,3.6,160.7,High Hydroplaning Risk
CONTI-TIRE-3965,125.0,6.5,5.5,152.2,High Hydroplaning Risk
CONTI-TIRE-3966,127.7,2.5,3.5,145.7,High Hydroplaning Risk
CONTI-TIRE-3967,90.0,5.9,2.1,98.1,High Hydroplaning Risk
CONTI-TIRE-3968,137.1,8.7,5.3,207.0,High Hydroplaning Risk
CONTI-TIRE-3969,88.5,2.4,3.5,71.2,Safe Wet Grip Margin
CONTI-TIRE-3970,57.5,2.8,2.3,34.8,Safe Wet Grip Margin
CONTI-TIRE-3971,66.2,1.8,8.0,25.1,Safe Wet Grip Margin
CONTI-TIRE-3972,115.8,2.1,7.0,87.9,Safe Wet Grip Margin
CONTI-TIRE-3973,118.3,5.8,2.8,155.1,High Hydroplaning Risk
CONTI-TIRE-3974,92.6,1.9,7.4,53.6,Safe Wet Grip Margin
CONTI-TIRE-3975,69.7,2.0,5.3,33.1,Safe Wet Grip Margin
CONTI-TIRE-3976,76.6,5.8,7.6,49.2,Safe Wet Grip Margin
CONTI-TIRE-3977,116.3,6.2,6.6,120.4,High Hydroplaning Risk
CONTI-TIRE-3978,54.2,5.9,2.0,33.8,Safe Wet Grip Margin
CONTI-TIRE-3979,135.5,6.2,2.5,211.4,High Hydroplaning Risk
CONTI-TIRE-3980,55.7,7.6,3.5,34.7,Safe Wet Grip Margin
CONTI-TIRE-3981,74.7,6.8,2.1,67.6,High Hydroplaning Risk
CONTI-TIRE-3982,96.5,4.4,5.7,82.8,Safe Wet Grip Margin
CONTI-TIRE-3983,109.0,7.9,4.6,133.0,High Hydroplaning Risk
CONTI-TIRE-3984,51.6,8.9,2.2,33.0,High Hydroplaning Risk
CONTI-TIRE-3985,133.2,8.4,2.2,228.0,High Hydroplaning Risk
CONTI-TIRE-3986,78.4,2.3,4.8,49.7,Safe Wet Grip Margin
CONTI-TIRE-3987,63.2,3.8,7.3,27.9,Safe Wet Grip Margin
CONTI-TIRE-3988,85.5,1.4,6.2,48.3,Safe Wet Grip Margin
CONTI-TIRE-3989,123.1,8.0,2.3,192.5,High Hydroplaning Risk
CONTI-TIRE-3990,122.3,8.9,2.5,194.2,High Hydroplaning Risk
CONTI-TIRE-3991,58.6,0.5,7.1,16.7,Safe Wet Grip Margin
CONTI-TIRE-3992,107.8,2.6,1.8,115.4,High Hydroplaning Risk
CONTI-TIRE-3993,92.4,0.9,2.0,76.7,Safe Wet Grip Margin
CONTI-TIRE-3994,91.2,8.3,4.0,92.0,High Hydroplaning Risk
CONTI-TIRE-3995,93.3,2.7,7.7,55.8,Safe Wet Grip Margin
CONTI-TIRE-3996,79.8,7.9,3.8,69.2,High Hydroplaning Risk
CONTI-TIRE-3997,51.2,5.4,6.7,19.6,Safe Wet Grip Margin
CONTI-TIRE-3998,80.8,7.1,6.6,60.5,Safe Wet Grip Margin
CONTI-TIRE-3999,110.1,1.7,4.3,102.9,Safe Wet Grip Margin
CONTI-TIRE-4000,133.2,1.4,4.3,142.4,Safe Wet Grip Margin
CONTI-TIRE-4001,78.3,6.4,2.6,71.5,High Hydroplaning Risk
CONTI-TIRE-4002,125.4,6.4,4.7,163.9,High Hydroplaning Risk
