Safety_Test_ID,Blade_Cell_Max_Temp_C,Thermal_Gradient_deg_s,Pack_Internal_Pressure_kPa,Adjacent_Cell_Temp_C,Thermal_Safety_Status
BYD-BLADE-1644,53.8,0.76,104.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1645,63.3,1.3,111.7,30.1,Nominal Pack Thermal Balance
BYD-BLADE-1646,44.7,3.05,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1647,29.4,0.39,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1648,89.2,2.09,111.4,40.1,Nominal Pack Thermal Balance
BYD-BLADE-1649,67.2,1.92,105.3,30.1,Nominal Pack Thermal Balance
BYD-BLADE-1650,62.4,0.35,108.6,28.8,Nominal Pack Thermal Balance
BYD-BLADE-1651,53.9,0.35,104.3,25.4,Nominal Pack Thermal Balance
BYD-BLADE-1652,59.0,3.54,108.6,31.1,Nominal Pack Thermal Balance
BYD-BLADE-1653,41.2,2.45,108.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1654,31.9,1.3,105.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1655,74.6,1.46,108.1,34.2,Nominal Pack Thermal Balance
BYD-BLADE-1656,32.7,1.15,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1657,76.0,0.09,110.8,32.1,Nominal Pack Thermal Balance
BYD-BLADE-1658,59.3,0.29,107.3,26.9,Nominal Pack Thermal Balance
BYD-BLADE-1659,52.7,0.07,108.6,29.4,Nominal Pack Thermal Balance
BYD-BLADE-1660,81.0,0.94,108.3,36.4,Nominal Pack Thermal Balance
BYD-BLADE-1661,86.9,1.19,112.2,39.0,Nominal Pack Thermal Balance
BYD-BLADE-1662,40.3,0.3,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1663,58.4,4.3,106.7,26.0,Nominal Pack Thermal Balance
BYD-BLADE-1664,76.2,1.73,111.4,31.5,Nominal Pack Thermal Balance
BYD-BLADE-1665,37.2,1.63,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1666,73.9,1.44,112.9,30.7,Nominal Pack Thermal Balance
BYD-BLADE-1667,38.2,0.03,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1668,25.7,0.07,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1669,54.4,1.46,109.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1670,80.3,0.56,110.7,34.7,Nominal Pack Thermal Balance
BYD-BLADE-1671,42.2,2.14,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1672,63.7,2.66,107.1,31.2,Nominal Pack Thermal Balance
BYD-BLADE-1673,55.3,2.21,110.6,25.7,Nominal Pack Thermal Balance
BYD-BLADE-1674,50.9,0.32,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1675,78.8,0.7,111.3,32.5,Nominal Pack Thermal Balance
BYD-BLADE-1676,60.3,0.1,109.6,31.4,Nominal Pack Thermal Balance
BYD-BLADE-1677,44.8,0.08,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1678,73.7,0.05,111.4,29.7,Nominal Pack Thermal Balance
BYD-BLADE-1679,87.2,3.49,109.8,38.0,Nominal Pack Thermal Balance
BYD-BLADE-1680,57.8,0.41,108.7,27.7,Nominal Pack Thermal Balance
BYD-BLADE-1681,48.2,0.9,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1682,84.3,0.32,111.9,37.7,Nominal Pack Thermal Balance
BYD-BLADE-1683,30.8,0.35,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1684,81.0,2.22,113.8,34.9,Nominal Pack Thermal Balance
BYD-BLADE-1685,74.3,3.8,110.4,30.7,Nominal Pack Thermal Balance
BYD-BLADE-1686,79.5,0.13,110.4,33.2,Nominal Pack Thermal Balance
BYD-BLADE-1687,28.4,2.87,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1688,44.2,0.54,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1689,74.7,1.3,109.2,34.3,Nominal Pack Thermal Balance
BYD-BLADE-1690,62.4,0.17,110.7,27.4,Nominal Pack Thermal Balance
BYD-BLADE-1691,53.4,1.38,111.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1692,93.3,0.19,112.4,42.5,Nominal Pack Thermal Balance
BYD-BLADE-1693,88.5,1.42,114.5,36.2,Nominal Pack Thermal Balance
BYD-BLADE-1694,78.6,1.71,112.0,32.3,Nominal Pack Thermal Balance
BYD-BLADE-1695,84.1,0.37,110.5,36.6,Nominal Pack Thermal Balance
BYD-BLADE-1696,56.2,1.69,105.8,26.4,Nominal Pack Thermal Balance
BYD-BLADE-1697,85.3,3.38,112.4,35.7,Nominal Pack Thermal Balance
BYD-BLADE-1698,26.9,1.17,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1699,70.1,0.83,110.2,31.3,Nominal Pack Thermal Balance
BYD-BLADE-1700,94.7,0.43,111.1,42.8,Nominal Pack Thermal Balance
BYD-BLADE-1701,71.7,1.34,110.3,33.2,Nominal Pack Thermal Balance
BYD-BLADE-1702,83.2,3.71,111.9,39.1,Localized Thermal Venting Intercept
BYD-BLADE-1703,67.2,0.25,109.6,26.9,Nominal Pack Thermal Balance
BYD-BLADE-1704,93.7,0.67,112.6,43.5,Nominal Pack Thermal Balance
BYD-BLADE-1705,44.1,0.4,107.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1706,60.6,0.47,113.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1707,71.2,1.71,111.1,35.0,Nominal Pack Thermal Balance
BYD-BLADE-1708,30.7,0.73,103.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1709,34.0,1.81,102.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1710,71.8,0.59,111.6,33.7,Nominal Pack Thermal Balance
BYD-BLADE-1711,66.7,1.47,109.7,30.3,Nominal Pack Thermal Balance
BYD-BLADE-1712,58.1,1.41,106.9,26.5,Nominal Pack Thermal Balance
BYD-BLADE-1713,61.4,0.93,107.0,26.2,Nominal Pack Thermal Balance
BYD-BLADE-1714,45.5,0.04,106.4,25.2,Nominal Pack Thermal Balance
BYD-BLADE-1715,93.9,1.66,113.4,40.4,Nominal Pack Thermal Balance
BYD-BLADE-1716,90.7,0.37,113.7,39.7,Nominal Pack Thermal Balance
BYD-BLADE-1717,94.5,1.38,111.8,44.7,Nominal Pack Thermal Balance
BYD-BLADE-1718,34.9,0.92,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1719,40.6,0.89,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1720,70.5,0.14,107.1,30.3,Nominal Pack Thermal Balance
BYD-BLADE-1721,60.7,0.95,107.8,26.5,Nominal Pack Thermal Balance
BYD-BLADE-1722,81.2,3.18,112.1,33.6,Nominal Pack Thermal Balance
BYD-BLADE-1723,39.8,0.33,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1724,32.7,0.86,104.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1725,94.6,4.54,112.9,40.2,Localized Thermal Venting Intercept
BYD-BLADE-1726,28.3,0.6,103.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1727,41.5,1.93,105.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1728,49.1,1.36,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1729,84.1,0.24,114.0,38.6,Nominal Pack Thermal Balance
BYD-BLADE-1730,41.0,2.72,105.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1731,62.7,0.23,108.2,32.0,Nominal Pack Thermal Balance
BYD-BLADE-1732,41.3,1.69,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1733,87.3,0.03,113.8,39.4,Nominal Pack Thermal Balance
BYD-BLADE-1734,28.2,0.04,104.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1735,25.2,0.36,103.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1736,85.9,0.72,110.3,35.3,Nominal Pack Thermal Balance
BYD-BLADE-1737,71.5,2.19,113.9,30.6,Nominal Pack Thermal Balance
BYD-BLADE-1738,42.6,0.62,111.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1739,48.0,2.58,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1740,94.3,0.21,111.4,41.5,Nominal Pack Thermal Balance
BYD-BLADE-1741,74.7,1.33,109.2,35.9,Nominal Pack Thermal Balance
BYD-BLADE-1742,88.3,4.01,112.7,37.3,Localized Thermal Venting Intercept
BYD-BLADE-1743,65.1,2.3,110.1,28.9,Nominal Pack Thermal Balance
BYD-BLADE-1744,48.6,0.15,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1745,46.1,3.19,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1746,27.3,1.0,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1747,36.6,1.24,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1748,76.3,0.68,109.3,36.5,Nominal Pack Thermal Balance
BYD-BLADE-1749,27.7,0.1,104.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1750,76.1,0.45,110.6,35.0,Nominal Pack Thermal Balance
BYD-BLADE-1751,53.0,1.43,108.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1752,57.7,0.48,105.8,26.7,Nominal Pack Thermal Balance
BYD-BLADE-1753,27.1,0.63,101.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1754,69.9,0.03,109.7,31.9,Nominal Pack Thermal Balance
BYD-BLADE-1755,68.9,2.72,108.6,32.9,Nominal Pack Thermal Balance
BYD-BLADE-1756,91.6,0.34,112.9,41.1,Nominal Pack Thermal Balance
BYD-BLADE-1757,91.5,0.43,113.5,38.2,Nominal Pack Thermal Balance
BYD-BLADE-1758,47.5,0.94,108.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1759,40.8,4.28,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1760,85.2,0.24,110.5,35.1,Nominal Pack Thermal Balance
BYD-BLADE-1761,74.6,0.33,110.3,35.4,Nominal Pack Thermal Balance
BYD-BLADE-1762,81.0,0.31,109.6,38.7,Nominal Pack Thermal Balance
BYD-BLADE-1763,56.0,0.14,106.3,27.0,Nominal Pack Thermal Balance
BYD-BLADE-1764,62.8,1.55,109.6,28.7,Nominal Pack Thermal Balance
BYD-BLADE-1765,40.0,0.21,109.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1766,65.1,0.1,109.9,29.5,Nominal Pack Thermal Balance
BYD-BLADE-1767,48.2,1.88,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1768,35.7,0.83,105.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1769,71.3,0.89,111.9,34.7,Nominal Pack Thermal Balance
BYD-BLADE-1770,89.1,1.46,111.4,40.2,Nominal Pack Thermal Balance
BYD-BLADE-1771,71.0,0.18,111.0,32.3,Nominal Pack Thermal Balance
BYD-BLADE-1772,91.6,1.26,113.8,38.8,Nominal Pack Thermal Balance
BYD-BLADE-1773,31.7,0.2,101.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1774,69.3,1.01,112.6,30.6,Nominal Pack Thermal Balance
BYD-BLADE-1775,85.5,0.65,109.9,40.1,Nominal Pack Thermal Balance
BYD-BLADE-1776,66.7,1.1,110.3,30.3,Nominal Pack Thermal Balance
BYD-BLADE-1777,48.7,0.57,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1778,66.9,0.53,109.4,27.0,Nominal Pack Thermal Balance
BYD-BLADE-1779,66.9,0.31,110.4,32.4,Nominal Pack Thermal Balance
BYD-BLADE-1780,33.9,3.98,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1781,38.6,0.13,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1782,81.6,2.0,111.1,38.5,Nominal Pack Thermal Balance
BYD-BLADE-1783,76.0,0.32,111.3,29.7,Nominal Pack Thermal Balance
BYD-BLADE-1784,29.7,0.69,104.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1785,34.9,3.62,108.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1786,42.1,0.15,109.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1787,49.3,0.34,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1788,88.6,0.4,112.7,40.1,Nominal Pack Thermal Balance
BYD-BLADE-1789,49.0,0.07,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1790,84.6,0.16,109.9,37.4,Nominal Pack Thermal Balance
BYD-BLADE-1791,26.8,0.44,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1792,76.6,1.11,110.4,36.1,Nominal Pack Thermal Balance
BYD-BLADE-1793,32.8,0.26,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1794,79.0,0.01,111.0,37.2,Nominal Pack Thermal Balance
BYD-BLADE-1795,27.9,0.99,104.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1796,54.2,0.69,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1797,27.2,0.56,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1798,90.0,0.44,115.0,38.1,Nominal Pack Thermal Balance
BYD-BLADE-1799,25.2,3.24,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1800,93.6,2.03,113.4,43.0,Nominal Pack Thermal Balance
BYD-BLADE-1801,89.8,6.0,116.4,40.1,Localized Thermal Venting Intercept
BYD-BLADE-1802,78.4,1.52,109.6,33.6,Nominal Pack Thermal Balance
BYD-BLADE-1803,61.6,0.93,107.2,29.0,Nominal Pack Thermal Balance
BYD-BLADE-1804,32.6,0.72,104.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1805,79.0,0.3,113.8,33.6,Nominal Pack Thermal Balance
BYD-BLADE-1806,92.6,0.69,113.0,37.9,Nominal Pack Thermal Balance
BYD-BLADE-1807,35.5,0.39,104.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1808,59.6,1.45,109.6,27.2,Nominal Pack Thermal Balance
BYD-BLADE-1809,41.2,0.6,103.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1810,27.5,0.58,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1811,44.5,0.5,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1812,28.9,0.14,107.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1813,92.2,0.3,112.6,40.1,Nominal Pack Thermal Balance
BYD-BLADE-1814,30.9,0.54,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1815,41.8,0.09,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1816,54.4,0.1,108.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1817,70.7,1.24,107.5,37.7,Nominal Pack Thermal Balance
BYD-BLADE-1818,87.6,0.61,114.4,40.8,Nominal Pack Thermal Balance
BYD-BLADE-1819,82.8,1.37,109.6,39.4,Nominal Pack Thermal Balance
BYD-BLADE-1820,28.7,0.12,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1821,70.5,0.28,109.0,34.5,Nominal Pack Thermal Balance
BYD-BLADE-1822,85.4,0.97,112.2,38.3,Nominal Pack Thermal Balance
BYD-BLADE-1823,82.6,0.57,112.2,39.6,Nominal Pack Thermal Balance
BYD-BLADE-1824,92.0,1.98,116.1,43.0,Nominal Pack Thermal Balance
BYD-BLADE-1825,49.4,1.46,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1826,58.7,0.22,107.3,28.0,Nominal Pack Thermal Balance
BYD-BLADE-1827,91.6,0.66,111.0,42.2,Nominal Pack Thermal Balance
BYD-BLADE-1828,30.5,0.32,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1829,37.7,0.39,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1830,51.6,0.08,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1831,88.0,0.5,110.7,39.8,Nominal Pack Thermal Balance
BYD-BLADE-1832,58.0,0.36,107.5,26.9,Nominal Pack Thermal Balance
BYD-BLADE-1833,82.7,0.27,111.9,37.2,Nominal Pack Thermal Balance
BYD-BLADE-1834,32.4,0.68,104.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1835,81.2,1.72,108.2,40.4,Nominal Pack Thermal Balance
BYD-BLADE-1836,50.0,1.71,108.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1837,73.5,0.46,110.3,32.9,Nominal Pack Thermal Balance
BYD-BLADE-1838,35.1,4.53,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1839,45.6,1.76,107.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1840,86.2,1.59,112.9,42.9,Nominal Pack Thermal Balance
BYD-BLADE-1841,33.5,2.1,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1842,40.8,0.01,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1843,33.7,0.49,106.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1844,90.8,0.78,111.1,40.0,Nominal Pack Thermal Balance
BYD-BLADE-1845,56.3,1.6,111.8,27.6,Nominal Pack Thermal Balance
BYD-BLADE-1846,88.8,4.07,110.1,39.8,Localized Thermal Venting Intercept
BYD-BLADE-1847,34.6,0.02,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1848,54.3,0.44,108.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1849,87.1,0.05,113.0,41.9,Nominal Pack Thermal Balance
BYD-BLADE-1850,76.5,1.67,111.1,34.0,Nominal Pack Thermal Balance
BYD-BLADE-1851,48.3,0.64,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1852,91.9,2.13,112.2,40.8,Nominal Pack Thermal Balance
BYD-BLADE-1853,42.1,0.26,106.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1854,69.5,1.15,112.1,29.5,Nominal Pack Thermal Balance
BYD-BLADE-1855,87.3,1.68,110.7,40.8,Nominal Pack Thermal Balance
BYD-BLADE-1856,37.8,0.49,105.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1857,88.7,0.55,112.3,40.4,Nominal Pack Thermal Balance
BYD-BLADE-1858,73.9,1.81,112.9,32.0,Nominal Pack Thermal Balance
BYD-BLADE-1859,67.4,3.68,111.7,29.0,Nominal Pack Thermal Balance
BYD-BLADE-1860,69.8,2.63,110.6,29.4,Nominal Pack Thermal Balance
BYD-BLADE-1861,65.6,1.64,108.6,26.0,Nominal Pack Thermal Balance
BYD-BLADE-1862,35.3,0.48,103.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1863,25.4,0.13,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1864,77.8,0.56,112.1,38.4,Nominal Pack Thermal Balance
BYD-BLADE-1865,74.9,2.95,109.7,36.2,Nominal Pack Thermal Balance
BYD-BLADE-1866,36.5,0.01,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1867,84.7,0.65,110.3,37.8,Nominal Pack Thermal Balance
BYD-BLADE-1868,92.5,1.59,115.0,38.6,Nominal Pack Thermal Balance
BYD-BLADE-1869,55.8,0.79,110.9,25.9,Nominal Pack Thermal Balance
BYD-BLADE-1870,51.8,0.25,111.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1871,72.0,0.45,111.6,33.6,Nominal Pack Thermal Balance
BYD-BLADE-1872,94.2,1.05,113.6,43.9,Nominal Pack Thermal Balance
BYD-BLADE-1873,78.3,0.34,111.6,34.8,Nominal Pack Thermal Balance
BYD-BLADE-1874,69.6,4.2,109.1,30.9,Nominal Pack Thermal Balance
BYD-BLADE-1875,32.3,0.56,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1876,91.2,0.15,110.1,44.3,Nominal Pack Thermal Balance
BYD-BLADE-1877,60.6,0.95,109.1,27.9,Nominal Pack Thermal Balance
BYD-BLADE-1878,94.9,2.03,112.5,44.3,Nominal Pack Thermal Balance
BYD-BLADE-1879,48.7,1.59,108.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1880,90.4,4.0,113.4,41.1,Localized Thermal Venting Intercept
BYD-BLADE-1881,91.6,0.03,111.4,39.2,Nominal Pack Thermal Balance
BYD-BLADE-1882,42.5,0.21,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1883,33.8,5.22,103.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1884,57.6,0.06,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1885,33.2,0.7,103.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1886,27.1,0.72,106.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1887,32.4,1.02,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1888,89.8,1.14,112.4,39.1,Nominal Pack Thermal Balance
BYD-BLADE-1889,85.6,0.84,111.0,41.6,Nominal Pack Thermal Balance
BYD-BLADE-1890,28.3,0.9,102.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1891,37.2,1.56,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1892,89.5,1.06,110.2,46.5,Nominal Pack Thermal Balance
BYD-BLADE-1893,51.9,3.41,103.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1894,85.9,0.0,113.1,39.5,Nominal Pack Thermal Balance
BYD-BLADE-1895,25.1,1.64,102.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1896,87.3,1.36,109.7,40.7,Nominal Pack Thermal Balance
BYD-BLADE-1897,90.8,2.47,110.2,40.7,Nominal Pack Thermal Balance
BYD-BLADE-1898,55.7,1.23,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1899,58.4,1.17,104.6,27.5,Nominal Pack Thermal Balance
BYD-BLADE-1900,73.5,4.3,111.4,33.6,Nominal Pack Thermal Balance
BYD-BLADE-1901,28.0,0.3,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1902,28.6,0.14,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1903,43.7,0.73,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1904,42.3,0.01,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1905,66.7,2.31,109.6,29.4,Nominal Pack Thermal Balance
BYD-BLADE-1906,80.8,1.81,109.8,37.3,Nominal Pack Thermal Balance
BYD-BLADE-1907,88.2,0.85,111.1,36.7,Nominal Pack Thermal Balance
BYD-BLADE-1908,81.8,2.93,112.8,37.2,Nominal Pack Thermal Balance
BYD-BLADE-1909,94.3,0.34,112.6,42.2,Nominal Pack Thermal Balance
BYD-BLADE-1910,58.1,0.23,109.0,25.1,Nominal Pack Thermal Balance
BYD-BLADE-1911,30.4,3.25,102.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1912,35.8,0.95,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1913,33.0,1.02,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1914,52.9,0.14,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1915,37.1,1.95,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1916,62.5,0.79,110.1,28.8,Nominal Pack Thermal Balance
BYD-BLADE-1917,82.3,0.72,112.9,35.2,Nominal Pack Thermal Balance
BYD-BLADE-1918,70.5,0.76,109.6,31.7,Nominal Pack Thermal Balance
BYD-BLADE-1919,28.5,3.03,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1920,39.7,1.62,106.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1921,93.2,0.58,111.5,44.1,Nominal Pack Thermal Balance
BYD-BLADE-1922,74.4,2.92,109.3,34.2,Nominal Pack Thermal Balance
BYD-BLADE-1923,55.4,1.06,109.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1924,25.2,0.47,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1925,69.0,0.79,109.6,31.6,Nominal Pack Thermal Balance
BYD-BLADE-1926,34.2,0.13,107.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1927,53.9,1.89,109.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1928,82.5,0.05,109.4,37.2,Nominal Pack Thermal Balance
BYD-BLADE-1929,26.8,0.49,103.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1930,86.5,1.25,112.6,36.6,Nominal Pack Thermal Balance
BYD-BLADE-1931,81.3,1.68,110.1,32.0,Nominal Pack Thermal Balance
BYD-BLADE-1932,45.4,1.06,107.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1933,60.5,1.21,109.7,29.5,Nominal Pack Thermal Balance
BYD-BLADE-1934,58.5,0.29,108.0,26.3,Nominal Pack Thermal Balance
BYD-BLADE-1935,61.9,0.68,108.7,26.8,Nominal Pack Thermal Balance
BYD-BLADE-1936,83.2,4.23,111.2,34.6,Localized Thermal Venting Intercept
BYD-BLADE-1937,65.0,2.95,111.2,27.7,Nominal Pack Thermal Balance
BYD-BLADE-1938,51.9,0.92,108.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1939,46.5,1.28,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1940,94.7,2.16,111.9,45.4,Nominal Pack Thermal Balance
BYD-BLADE-1941,44.4,0.56,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1942,55.5,1.13,108.6,25.4,Nominal Pack Thermal Balance
BYD-BLADE-1943,78.5,0.05,108.9,32.6,Nominal Pack Thermal Balance
BYD-BLADE-1944,74.3,1.2,108.3,32.6,Nominal Pack Thermal Balance
BYD-BLADE-1945,49.0,0.91,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1946,53.4,4.56,108.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1947,36.6,3.49,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1948,48.2,2.84,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1949,35.7,0.23,108.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1950,85.5,1.07,110.4,37.9,Nominal Pack Thermal Balance
BYD-BLADE-1951,52.4,1.31,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1952,73.7,0.57,108.6,33.5,Nominal Pack Thermal Balance
BYD-BLADE-1953,93.6,1.47,112.8,43.6,Nominal Pack Thermal Balance
BYD-BLADE-1954,52.8,0.13,108.7,26.4,Nominal Pack Thermal Balance
BYD-BLADE-1955,78.4,0.89,109.0,36.3,Nominal Pack Thermal Balance
BYD-BLADE-1956,93.3,0.2,111.2,42.0,Nominal Pack Thermal Balance
BYD-BLADE-1957,73.7,1.26,113.0,31.5,Nominal Pack Thermal Balance
BYD-BLADE-1958,42.7,0.33,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1959,92.0,2.01,112.6,43.0,Nominal Pack Thermal Balance
BYD-BLADE-1960,39.3,0.12,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1961,63.2,1.1,107.1,30.0,Nominal Pack Thermal Balance
BYD-BLADE-1962,39.7,1.39,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1963,60.6,3.16,112.3,27.5,Nominal Pack Thermal Balance
BYD-BLADE-1964,43.2,0.46,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1965,50.5,1.11,107.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1966,47.5,3.39,107.1,25.0,Nominal Pack Thermal Balance
