V2G_Event_ID,Utility_Voltage_V,Power_Export_kW,Total_Harmonic_Distortion_pct,Phase_Angle_Jitter_deg,Grid_Synchronization
FORD-PRO-2373,229.3,6.96,1.82,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2374,242.7,3.23,2.37,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2375,245.6,3.15,1.98,1.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2376,229.1,7.66,2.51,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2377,225.6,6.23,2.72,1.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2378,235.4,7.19,3.07,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2379,244.8,6.14,1.86,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2380,246.9,5.24,2.1,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2381,223.0,3.27,1.72,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2382,222.7,8.49,2.73,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2383,237.9,3.8,1.47,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2384,223.4,8.03,3.29,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2385,245.9,3.97,1.5,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2386,221.0,4.81,2.24,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2387,224.1,4.71,2.36,0.98,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2388,241.3,6.46,2.63,0.85,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2389,228.8,6.68,2.01,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2390,241.5,3.69,1.79,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2391,233.9,5.65,2.08,1.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2392,231.8,3.44,2.18,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2393,247.7,6.44,2.21,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2394,224.2,3.73,1.49,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2395,240.6,7.71,2.51,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2396,240.0,7.33,2.72,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2397,234.0,9.58,2.73,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2398,222.8,7.6,2.59,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2399,229.8,7.16,3.09,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2400,232.7,4.27,2.03,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2401,225.8,5.71,1.95,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2402,247.7,7.63,2.63,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2403,247.4,8.51,2.68,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2404,225.9,4.23,2.34,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2405,232.3,6.38,2.16,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2406,244.1,2.74,1.82,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2407,223.1,7.3,2.43,0.95,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2408,225.6,5.86,2.17,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2409,220.5,4.93,2.37,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2410,225.1,3.53,1.83,1.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2411,238.1,8.43,3.27,2.13,Harmonic Filter Compensation Active
FORD-PRO-2412,234.5,3.35,1.98,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2413,246.7,6.98,2.29,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2414,235.8,6.99,2.34,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2415,232.1,2.9,2.08,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2416,230.3,8.1,3.3,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2417,229.4,4.62,2.77,1.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2418,237.1,2.5,1.98,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2419,245.7,6.28,2.64,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2420,234.9,4.82,1.71,1.91,Harmonic Filter Compensation Active
FORD-PRO-2421,244.1,5.11,2.41,0.67,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2422,237.5,7.81,2.2,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2423,244.6,5.21,1.94,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2424,234.5,7.16,2.92,1.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2425,221.3,4.12,2.02,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2426,228.9,8.57,3.15,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2427,247.6,5.71,2.36,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2428,225.5,3.47,1.63,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2429,245.5,3.29,1.05,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2430,222.9,6.13,2.76,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2431,236.5,2.89,1.35,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2432,240.4,4.43,2.46,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2433,245.4,7.75,2.8,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2434,236.9,8.11,2.78,1.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2435,240.5,4.89,2.41,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2436,224.0,8.5,2.79,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2437,221.5,3.7,2.03,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2438,230.8,4.86,2.4,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2439,237.7,4.8,1.97,1.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2440,233.8,5.86,2.05,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2441,244.7,3.07,1.52,1.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2442,228.4,8.7,2.92,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2443,232.5,2.97,1.58,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2444,232.0,2.78,1.8,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2445,235.9,3.44,2.33,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2446,233.6,8.92,2.95,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2447,243.8,7.15,2.4,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2448,225.8,7.75,2.47,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2449,247.5,7.0,2.7,1.98,Harmonic Filter Compensation Active
FORD-PRO-2450,246.9,2.68,1.58,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2451,220.9,5.38,2.74,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2452,232.0,8.19,2.76,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2453,220.9,5.94,2.49,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2454,238.5,7.58,2.46,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2455,221.7,4.66,1.91,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2456,227.5,3.32,2.06,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2457,245.4,9.5,2.65,1.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2458,225.4,5.54,2.57,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2459,237.8,8.17,2.74,0.96,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2460,230.0,4.91,2.41,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2461,241.6,6.27,2.2,1.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2462,223.6,9.59,2.7,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2463,221.9,6.26,2.36,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2464,237.1,4.9,2.54,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2465,225.5,5.64,2.36,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2466,232.6,5.29,2.15,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2467,244.4,8.72,2.52,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2468,248.0,9.04,2.53,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2469,241.7,8.95,2.71,0.83,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2470,232.8,4.01,2.07,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2471,230.6,5.2,2.55,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2472,229.6,9.12,3.16,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2473,247.0,2.69,1.44,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2474,224.1,5.99,2.71,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2475,227.4,4.43,1.87,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2476,222.5,4.37,1.99,0.7,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2477,241.0,6.97,2.33,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2478,224.2,4.37,2.43,1.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2479,232.2,6.51,2.36,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2480,222.9,6.86,2.38,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2481,236.8,5.39,2.17,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2482,222.7,8.23,3.0,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2483,244.5,8.87,2.76,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2484,247.1,5.54,2.6,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2485,240.3,4.94,2.83,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2486,224.0,7.79,2.31,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2487,226.1,3.39,1.96,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2488,224.9,8.67,2.7,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2489,235.4,5.94,2.46,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2490,237.7,8.78,2.69,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2491,227.3,8.6,3.5,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2492,238.3,6.19,2.74,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2493,247.6,4.03,1.73,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2494,224.7,4.68,1.72,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2495,240.3,7.74,3.03,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2496,235.6,6.27,1.96,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2497,224.1,3.42,1.89,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2498,243.3,8.26,2.92,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2499,247.4,8.41,2.36,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2500,241.9,5.84,2.31,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2501,243.3,5.04,2.13,1.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2502,237.3,7.97,3.25,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2503,238.2,5.65,1.87,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2504,224.8,3.09,1.11,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2505,244.7,6.97,2.66,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2506,222.2,7.85,2.43,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2507,234.1,6.89,2.55,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2508,235.8,6.23,2.49,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2509,240.6,7.54,2.52,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2510,246.4,8.95,2.78,1.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2511,240.2,6.07,2.15,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2512,234.0,7.7,2.38,1.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2513,242.2,4.66,1.75,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2514,228.7,5.56,2.64,1.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2515,246.5,4.04,2.56,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2516,241.9,8.89,2.74,1.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2517,240.9,4.94,2.58,1.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2518,232.0,4.95,1.63,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2519,232.9,3.56,2.52,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2520,246.3,3.94,2.01,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2521,245.6,9.25,2.5,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2522,240.0,5.02,1.77,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2523,246.5,3.9,2.0,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2524,220.8,5.43,1.89,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2525,229.2,7.38,2.88,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2526,222.2,3.58,1.71,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2527,231.8,6.49,2.31,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2528,245.8,2.92,1.94,1.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2529,227.9,6.0,2.27,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2530,228.2,8.71,2.84,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2531,225.0,7.47,2.75,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2532,228.8,4.96,2.0,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2533,241.6,5.59,2.56,0.85,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2534,228.6,6.26,2.74,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2535,232.6,8.52,2.89,1.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2536,230.5,3.79,2.13,1.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2537,244.1,4.64,2.21,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2538,235.4,9.53,2.99,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2539,224.0,7.39,2.82,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2540,235.2,5.11,2.95,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2541,233.1,9.46,3.25,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2542,245.1,3.52,1.6,1.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2543,241.4,2.54,1.91,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2544,245.9,8.06,2.73,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2545,234.1,8.37,3.0,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2546,222.4,5.09,2.81,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2547,226.4,8.81,2.75,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2548,244.4,8.91,2.7,1.82,Harmonic Filter Compensation Active
FORD-PRO-2549,242.3,9.33,2.63,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2550,238.1,3.01,1.61,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2551,232.5,2.54,1.9,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2552,234.4,5.15,1.8,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2553,231.3,6.24,2.03,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2554,243.4,5.07,2.04,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2555,233.6,5.62,2.13,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2556,228.9,5.38,2.57,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2557,228.0,3.51,1.65,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2558,237.9,8.65,3.03,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2559,235.7,4.87,2.14,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2560,246.6,8.54,2.7,0.9,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2561,234.8,7.02,2.22,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2562,226.6,6.44,2.21,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2563,230.9,8.1,2.83,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2564,240.6,9.48,3.21,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2565,225.1,4.33,2.17,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2566,243.3,8.18,2.35,1.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2567,240.2,4.21,2.24,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2568,243.2,6.81,2.52,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2569,220.3,4.5,2.09,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2570,236.2,3.95,1.64,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2571,244.9,4.69,1.83,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2572,243.2,2.49,1.71,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2573,244.3,6.09,1.96,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2574,237.1,3.01,1.95,1.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2575,220.9,4.59,1.95,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2576,230.4,8.76,2.85,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2577,230.4,9.33,2.96,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2578,225.7,2.53,1.37,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2579,232.0,7.95,3.02,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2580,238.4,7.31,2.72,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2581,232.2,3.81,2.01,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2582,239.4,5.49,2.14,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2583,242.8,8.47,2.91,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2584,224.5,8.58,2.0,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2585,232.8,5.91,2.16,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2586,224.7,4.57,1.99,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2587,244.4,7.09,2.72,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2588,245.7,6.46,2.65,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2589,238.3,4.24,1.41,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2590,235.5,7.76,2.56,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2591,229.2,5.78,2.38,0.98,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2592,233.4,2.91,1.75,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2593,246.4,5.32,2.5,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2594,240.0,8.32,2.95,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2595,221.7,3.08,1.75,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2596,240.7,2.42,1.33,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2597,227.1,5.05,2.04,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2598,240.7,3.25,2.15,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2599,229.3,9.1,2.58,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2600,239.0,7.09,2.31,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2601,232.6,8.97,3.16,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2602,220.7,8.49,2.88,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2603,228.4,6.69,2.17,1.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2604,232.6,8.67,3.25,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2605,226.6,7.51,2.14,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2606,247.7,5.07,2.22,1.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2607,243.4,2.97,1.45,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2608,244.6,4.3,2.12,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2609,242.3,5.67,1.88,1.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2610,227.1,8.91,3.19,1.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2611,220.7,4.38,2.55,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2612,240.2,6.15,1.91,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2613,225.3,5.66,1.97,1.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2614,224.9,8.65,2.98,1.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2615,227.6,6.16,2.41,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2616,245.9,8.27,2.96,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2617,246.1,7.49,2.23,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2618,240.9,8.95,3.24,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2619,241.2,5.08,1.87,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2620,229.7,3.32,1.75,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2621,230.7,4.71,1.77,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2622,232.6,7.14,2.78,1.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2623,245.7,6.09,2.37,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2624,239.2,2.91,1.63,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2625,241.9,2.49,1.37,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2626,225.5,8.2,2.56,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2627,239.3,9.4,2.61,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2628,244.4,2.46,1.68,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2629,225.3,3.46,1.97,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2630,231.6,5.09,2.06,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2631,231.6,4.71,2.28,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2632,225.8,2.68,1.78,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2633,232.3,6.8,2.27,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2634,229.0,4.23,2.31,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2635,226.5,9.43,2.84,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2636,233.2,9.43,3.02,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2637,238.2,8.02,2.78,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2638,245.5,6.48,1.56,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2639,233.5,6.79,2.61,0.65,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2640,225.0,4.98,1.89,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2641,228.2,4.22,2.07,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2642,240.9,7.85,2.75,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2643,235.6,3.1,1.59,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2644,245.1,5.62,2.74,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2645,237.6,2.91,1.73,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2646,227.1,3.76,2.08,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2647,238.6,7.08,1.82,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2648,225.5,3.91,1.57,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2649,227.2,2.9,1.79,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2650,241.5,6.16,2.19,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2651,220.2,5.71,2.19,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2652,226.6,8.39,3.63,1.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2653,235.9,7.8,2.39,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2654,244.3,7.41,2.12,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2655,242.0,5.46,2.1,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2656,246.0,7.94,3.0,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2657,225.5,2.81,1.6,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2658,228.6,6.03,2.5,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2659,222.9,3.56,1.89,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2660,234.6,3.69,2.08,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2661,222.2,5.27,2.1,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2662,238.0,6.84,2.69,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2663,223.6,9.17,3.01,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2664,222.9,8.46,2.2,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2665,231.0,5.0,2.06,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2666,247.4,4.45,2.21,1.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2667,246.1,2.82,1.8,1.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2668,235.2,5.01,2.23,0.45,Clean Utility Grid Sync (<3% THD)
