Road_Event_ID,Pothole_Obstacle_Depth_mm,Vehicle_Speed_kmh,Camera_Lookahead_Time_ms,Damper_Pre_Softening_Force_N,Cabin_Vertical_Impact_G,Ride_Isolation_Score_pct,Suspension_Action
GENESIS-G90-2348,65.8,88.4,611,2235,0.251,93.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2349,17.4,62.6,863,3218,0.154,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2350,8.1,103.2,523,3575,0.164,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2351,61.7,63.5,851,1881,0.327,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2352,8.1,59.6,907,3701,0.178,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2353,25.3,53.3,1012,3053,0.156,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2354,5.0,32.0,1686,3556,0.139,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2355,5.0,91.9,588,3576,0.132,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2356,51.2,69.7,774,2420,0.27,95.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2357,5.0,34.2,1579,3537,0.087,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2358,5.0,32.1,1684,3765,0.095,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2359,16.0,53.0,1020,3468,0.178,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2360,10.0,88.3,611,3524,0.159,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2361,52.8,42.0,1286,2416,0.281,92.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2362,14.3,56.4,958,3340,0.152,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2363,6.5,64.2,841,3583,0.139,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2364,14.8,58.6,921,3413,0.193,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2365,27.1,92.8,582,3067,0.216,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2366,7.4,100.6,537,3801,0.114,99.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2367,25.8,104.8,515,3219,0.164,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2368,29.2,108.3,499,3040,0.228,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2369,36.8,87.4,618,2929,0.215,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2370,16.8,89.8,602,3335,0.133,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2371,58.9,33.6,1605,2009,0.266,94.1,Pothole Pre-Damping Softening Active
GENESIS-G90-2372,7.7,98.1,550,3610,0.105,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2373,26.3,102.9,525,3039,0.183,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2374,31.4,102.7,526,3084,0.203,93.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2375,5.0,71.4,756,3909,0.125,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2376,14.6,100.2,539,3376,0.133,99.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2377,5.5,34.6,1561,3802,0.103,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2378,18.1,96.6,559,3200,0.255,92.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2379,11.4,82.9,651,3532,0.213,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2380,30.8,61.0,885,2890,0.183,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2381,5.0,56.2,961,3534,0.187,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2382,38.0,57.4,941,2842,0.205,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2383,36.1,82.9,652,2770,0.214,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2384,35.3,40.4,1335,2802,0.257,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2385,10.8,44.4,1216,3622,0.171,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2386,12.7,109.6,493,3526,0.14,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2387,5.8,57.9,932,3840,0.128,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2388,16.1,102.2,529,3339,0.189,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2389,15.2,61.0,885,3373,0.168,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2390,14.6,57.9,933,3534,0.168,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2391,30.7,70.5,766,2801,0.189,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2392,18.9,83.9,644,3098,0.194,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2393,50.4,84.0,643,2416,0.258,94.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2394,44.7,63.8,847,2603,0.203,95.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2395,40.7,49.6,1088,2526,0.26,92.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2396,9.9,50.6,1068,3489,0.116,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2397,5.1,32.8,1644,3597,0.121,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2398,21.1,57.5,940,3171,0.184,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2399,13.5,55.7,969,3445,0.188,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2400,17.1,75.7,714,3233,0.123,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2401,5.0,49.7,1087,3735,0.102,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2402,25.1,101.9,530,3030,0.175,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2403,60.9,89.8,602,1987,0.297,94.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2404,11.0,81.4,663,3392,0.201,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2405,6.4,87.2,619,3620,0.107,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2406,12.0,52.8,1022,3493,0.158,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2407,30.8,37.8,1429,3180,0.234,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2408,10.5,77.9,693,3521,0.168,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2409,5.0,33.7,1601,3656,0.15,98.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2410,44.1,59.3,911,2594,0.264,94.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2411,12.3,92.7,583,3585,0.122,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2412,5.4,88.6,610,3751,0.115,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2413,92.9,77.5,696,1307,0.39,91.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2414,69.5,59.2,912,1894,0.285,95.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2415,15.6,77.1,701,3497,0.181,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2416,11.4,73.0,740,3669,0.152,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2417,52.5,89.9,600,2385,0.262,95.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2418,87.9,98.7,547,1443,0.375,92.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2419,12.4,30.8,1755,3442,0.141,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2420,10.8,42.6,1267,3663,0.175,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2421,23.5,96.7,558,3208,0.191,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2422,82.0,34.5,1564,1521,0.366,91.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2423,12.6,80.5,671,3377,0.163,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2424,12.5,84.7,638,3535,0.14,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2425,5.0,44.5,1213,3738,0.13,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2426,31.8,67.9,795,2847,0.177,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2427,95.0,103.3,523,1317,0.353,94.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2428,5.0,60.2,897,3550,0.12,99.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2429,16.7,70.9,761,3291,0.173,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2430,8.5,83.3,648,3545,0.188,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2431,18.6,97.2,555,3291,0.145,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2432,9.6,39.3,1375,3589,0.143,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2433,5.0,49.4,1094,3746,0.08,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2434,5.0,59.1,914,3573,0.127,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2435,5.0,60.0,900,3609,0.105,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2436,86.8,67.6,799,1325,0.364,93.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2437,5.0,53.3,1014,3410,0.143,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2438,27.3,66.9,807,3204,0.149,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2439,22.6,34.5,1564,3223,0.203,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2440,5.0,60.1,899,3793,0.137,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2441,95.0,71.8,752,1200,0.358,91.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2442,9.2,91.1,593,3552,0.123,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2443,17.8,73.0,740,3599,0.178,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2444,13.4,97.3,555,3331,0.143,98.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2445,6.6,53.2,1015,3791,0.174,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2446,24.0,98.8,547,3116,0.197,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2447,5.0,81.4,663,3550,0.121,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2448,5.6,40.8,1322,3682,0.116,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2449,16.8,84.5,639,3208,0.199,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2450,5.0,76.2,709,3489,0.136,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2451,64.5,99.3,544,2043,0.275,94.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2452,18.7,60.0,899,3198,0.163,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2453,9.7,42.3,1277,3651,0.145,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2454,56.1,52.9,1022,2196,0.278,93.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2455,9.4,70.6,765,3410,0.154,98.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2456,19.9,98.3,549,3351,0.164,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2457,45.6,78.8,685,2368,0.296,93.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2458,14.4,62.5,864,3362,0.152,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2459,8.5,59.8,904,3300,0.099,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2460,6.0,97.9,552,3566,0.151,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2461,17.4,55.4,974,3432,0.174,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2462,6.0,101.8,530,3513,0.108,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2463,20.7,109.3,494,3309,0.188,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2464,5.0,77.9,693,3642,0.116,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2465,5.0,32.7,1650,3736,0.13,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2466,18.4,106.0,510,3341,0.256,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2467,20.1,73.2,738,3312,0.184,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2468,5.0,44.3,1219,3800,0.086,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2469,12.3,78.6,687,3480,0.202,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2470,12.6,34.4,1569,3506,0.161,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2471,32.2,95.2,567,2661,0.214,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2472,39.4,100.3,538,2668,0.256,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2473,18.9,98.5,548,3647,0.187,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2474,25.0,59.4,909,3336,0.175,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2475,37.7,79.9,676,2722,0.259,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2476,20.0,59.6,906,3465,0.171,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2477,25.1,55.0,983,3135,0.205,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2478,18.8,104.0,519,3479,0.128,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2479,56.5,107.3,503,2258,0.297,94.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2480,10.3,66.4,813,3602,0.1,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2481,44.8,97.2,556,2535,0.248,95.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2482,30.3,100.4,538,3225,0.177,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2483,16.0,104.5,517,3512,0.192,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2484,19.6,90.4,598,3248,0.205,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2485,5.0,54.1,998,3778,0.096,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2486,23.0,103.1,524,3298,0.19,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2487,8.6,97.1,556,3541,0.18,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2488,5.0,105.3,513,3596,0.132,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2489,9.3,30.8,1754,3450,0.157,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2490,5.0,59.9,901,3754,0.131,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2491,23.0,107.6,502,3287,0.173,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2492,44.7,64.6,836,2591,0.251,93.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2493,22.5,44.0,1228,3226,0.158,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2494,22.0,70.6,765,3397,0.133,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2495,23.2,76.8,703,3188,0.202,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2496,95.0,93.1,580,1344,0.388,92.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2497,19.9,96.6,559,3193,0.203,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2498,5.0,101.3,533,3619,0.155,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2499,5.0,77.7,695,3788,0.132,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2500,5.6,90.0,600,3843,0.152,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2501,22.1,79.7,678,3160,0.268,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2502,8.3,30.6,1765,3488,0.129,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2503,36.7,101.1,534,2747,0.179,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2504,70.6,96.3,561,1698,0.295,92.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2505,32.0,67.2,803,3025,0.196,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2506,7.7,92.7,582,3431,0.147,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2507,6.1,36.6,1476,3489,0.152,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2508,51.4,67.4,801,2196,0.308,94.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2509,5.9,41.2,1310,3525,0.112,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2510,11.4,81.3,665,3362,0.088,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2511,85.5,37.4,1442,1471,0.391,94.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2512,17.9,54.7,987,3276,0.212,98.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2513,31.5,78.9,685,3188,0.288,93.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2514,37.2,81.7,661,2758,0.256,93.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2515,35.4,98.5,548,2876,0.208,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2516,11.3,57.5,940,3354,0.17,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2517,79.0,99.4,543,1652,0.321,94.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2518,40.0,34.1,1583,2683,0.31,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2519,34.6,42.4,1275,2864,0.191,92.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2520,13.6,104.6,516,3293,0.208,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2521,19.4,68.3,791,3156,0.158,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2522,13.7,86.3,625,3448,0.155,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2523,67.4,61.6,877,1860,0.394,93.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2524,74.0,96.0,563,1824,0.304,92.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2525,5.0,86.1,627,3804,0.108,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2526,41.3,42.4,1272,2566,0.208,96.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2527,19.9,97.6,553,3349,0.152,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2528,35.7,42.1,1282,2775,0.25,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2529,5.0,96.1,562,3869,0.127,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2530,18.7,51.4,1051,3311,0.209,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2531,14.4,101.5,532,3466,0.167,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2532,41.4,91.1,593,2483,0.264,93.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2533,5.0,45.4,1189,3547,0.112,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2534,20.7,62.5,864,3231,0.138,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2535,5.0,105.2,513,3507,0.158,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2536,8.0,86.2,626,3686,0.159,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2537,37.3,55.2,978,2549,0.253,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2538,95.0,53.5,1010,1200,0.365,93.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2539,39.2,98.7,547,2811,0.228,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2540,44.4,33.7,1602,2617,0.284,95.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2541,18.1,51.8,1042,3213,0.106,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2542,69.4,101.0,535,1794,0.371,92.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2543,23.5,37.6,1435,3278,0.194,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2544,11.1,36.9,1465,3481,0.187,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2545,29.2,48.1,1124,2882,0.185,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2546,5.0,107.4,503,3707,0.126,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2547,23.5,60.8,888,3075,0.204,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2548,81.7,71.8,752,1630,0.345,92.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2549,38.1,81.1,665,2644,0.29,93.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2550,22.2,54.0,1000,3240,0.181,92.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2551,12.2,67.9,795,3502,0.14,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2552,7.6,108.7,497,3550,0.131,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2553,47.4,64.4,838,2497,0.255,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2554,18.5,64.8,833,3232,0.166,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2555,10.4,103.6,521,3693,0.242,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2556,12.2,82.6,654,3457,0.092,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2557,95.0,74.7,722,1250,0.404,92.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2558,10.0,79.5,679,3517,0.13,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2559,25.8,101.2,534,3113,0.168,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2560,5.1,34.6,1559,3735,0.088,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2561,17.4,108.2,499,3264,0.186,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2562,60.5,31.3,1727,2247,0.308,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2563,14.2,87.4,618,3376,0.177,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2564,6.4,72.0,750,3724,0.122,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2565,55.6,82.0,659,2152,0.34,91.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2566,30.4,103.3,523,3071,0.184,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2567,67.5,51.7,1045,1860,0.255,94.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2568,10.7,79.8,676,3575,0.183,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2569,11.2,59.6,907,3568,0.165,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2570,95.0,60.2,897,1200,0.378,93.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2571,7.9,55.1,980,3533,0.155,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2572,48.0,95.9,563,2341,0.268,93.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2573,80.3,70.4,767,1414,0.276,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2574,17.0,84.0,643,3396,0.183,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2575,29.9,103.4,522,2832,0.155,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2576,22.8,76.1,710,2970,0.189,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2577,28.7,108.1,499,3079,0.17,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2578,36.4,41.9,1290,2755,0.258,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2579,17.5,64.7,834,3401,0.184,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2580,44.3,39.6,1363,2689,0.31,95.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2581,54.1,96.3,561,2413,0.306,94.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2582,42.4,70.1,771,2668,0.238,94.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2583,8.3,96.6,559,3560,0.119,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2584,5.4,31.6,1710,3796,0.081,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2585,5.0,81.4,663,3586,0.145,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2586,8.3,78.3,690,3745,0.19,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2587,22.1,80.7,669,3218,0.172,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2588,79.8,107.3,503,1338,0.383,92.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2589,5.0,95.2,567,3603,0.113,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2590,5.0,53.1,1016,3601,0.117,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2591,48.5,81.3,664,2424,0.205,95.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2592,22.1,99.7,541,3432,0.179,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2593,5.0,51.2,1055,3731,0.102,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2594,29.2,59.1,913,2865,0.183,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2595,56.9,39.3,1374,2214,0.322,93.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2596,7.6,93.3,579,3603,0.145,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2597,5.0,34.3,1573,3596,0.166,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2598,50.1,99.6,542,2141,0.22,95.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2599,36.9,65.8,820,2683,0.22,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2600,37.0,87.7,615,2978,0.269,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2601,9.7,34.9,1548,3304,0.17,93.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2602,9.3,83.8,645,3480,0.148,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2603,95.0,61.0,885,1278,0.434,91.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2604,28.7,50.7,1065,2964,0.167,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2605,5.0,43.0,1255,3700,0.121,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2606,8.4,34.6,1559,3340,0.133,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2607,56.7,71.5,756,2118,0.292,94.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2608,10.7,80.4,672,3492,0.175,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2609,30.8,60.0,901,3066,0.21,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2610,19.9,108.6,497,3089,0.152,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2611,5.0,35.8,1507,3658,0.114,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2612,5.0,45.9,1175,3520,0.151,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2613,33.5,76.9,702,2885,0.145,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2614,6.6,70.3,768,3488,0.153,98.7,Nominal Magic Carpet Luxury Ride
