Fleet_ID,Truck_Model,Cargo_Weight_kg,Wind_Resistance_Cd,Tire_Pressure_PSI,Hill_Elevation_m,Average_Speed_MPH,Fuel_Economy_MPG
TRUCK-5647,AeroTruck V6,9433,0.606,113.6,31.4,48.8,6.63
TRUCK-5648,TransHaul Heavy 8,16711,0.467,86.8,416.2,45.6,4.5
TRUCK-5649,EcoVan 2500,2439,0.669,98.8,220.6,67.0,7.25
TRUCK-5650,UrbanDelivery 4x2,6490,0.459,101.8,147.6,75.8,6.27
TRUCK-5651,TransHaul Heavy 8,6936,0.486,99.9,663.3,55.2,7.41
TRUCK-5652,AeroTruck V6,16004,0.39,107.2,152.1,51.7,6.24
TRUCK-5653,UrbanDelivery 4x2,6039,0.502,124.8,485.1,66.5,8.57
TRUCK-5654,EcoVan 2500,17344,0.706,108.4,341.5,55.2,4.5
TRUCK-5655,EcoVan 2500,17080,0.359,91.6,137.3,51.8,4.71
TRUCK-5656,UrbanDelivery 4x2,8816,0.665,107.2,622.8,70.2,5.56
TRUCK-5657,EcoVan 2500,6512,0.423,107.9,891.1,65.6,7.41
TRUCK-5658,UrbanDelivery 4x2,2764,0.515,94.1,75.4,64.5,8.3
TRUCK-5659,TransHaul Heavy 8,11695,0.633,98.4,43.8,68.2,5.6
TRUCK-5660,EcoVan 2500,8841,0.618,89.5,203.3,69.0,5.01
TRUCK-5661,EcoVan 2500,10905,0.47,90.3,515.7,73.4,4.72
TRUCK-5662,EcoVan 2500,11024,0.674,118.7,291.5,46.8,6.89
TRUCK-5663,UrbanDelivery 4x2,7376,0.683,101.4,45.5,51.6,6.98
TRUCK-5664,TransHaul Heavy 8,6762,0.56,90.2,332.6,61.8,6.47
TRUCK-5665,AeroTruck V6,6264,0.628,121.1,110.5,67.7,7.57
TRUCK-5666,EcoVan 2500,3419,0.715,107.4,135.8,55.9,7.71
TRUCK-5667,UrbanDelivery 4x2,17186,0.569,102.5,351.3,55.0,4.68
TRUCK-5668,EcoVan 2500,2882,0.715,111.5,245.5,56.1,8.29
TRUCK-5669,EcoVan 2500,6359,0.386,83.9,97.6,73.1,6.05
TRUCK-5670,TransHaul Heavy 8,12900,0.535,122.3,230.2,40.1,6.29
TRUCK-5671,UrbanDelivery 4x2,14643,0.527,100.1,49.7,66.8,5.04
TRUCK-5672,TransHaul Heavy 8,11504,0.572,105.7,63.5,54.6,6.42
TRUCK-5673,UrbanDelivery 4x2,11837,0.571,104.7,233.7,55.9,5.91
TRUCK-5674,AeroTruck V6,17649,0.557,99.4,309.8,60.7,4.72
TRUCK-5675,UrbanDelivery 4x2,2996,0.706,97.5,295.7,61.6,6.84
TRUCK-5676,UrbanDelivery 4x2,5206,0.665,113.6,831.4,64.8,7.84
TRUCK-5677,TransHaul Heavy 8,3704,0.575,102.0,141.5,73.1,7.25
TRUCK-5678,EcoVan 2500,3044,0.64,113.9,465.5,74.0,6.94
TRUCK-5679,AeroTruck V6,3366,0.5,108.2,421.0,58.7,8.49
TRUCK-5680,AeroTruck V6,14079,0.357,99.2,511.2,66.4,5.85
TRUCK-5681,UrbanDelivery 4x2,4512,0.409,107.1,135.9,69.1,7.91
TRUCK-5682,AeroTruck V6,12077,0.385,110.2,122.7,63.3,7.01
TRUCK-5683,AeroTruck V6,5915,0.452,109.1,258.1,55.9,8.2
TRUCK-5684,EcoVan 2500,4059,0.552,111.9,727.4,36.0,6.44
TRUCK-5685,TransHaul Heavy 8,17367,0.486,84.8,191.6,51.8,4.95
TRUCK-5686,UrbanDelivery 4x2,16332,0.709,119.0,20.0,53.5,5.84
TRUCK-5687,EcoVan 2500,7554,0.535,96.5,480.8,54.4,7.56
TRUCK-5688,EcoVan 2500,6080,0.387,92.9,41.9,46.2,7.11
TRUCK-5689,UrbanDelivery 4x2,7207,0.521,108.4,217.7,60.1,7.65
TRUCK-5690,UrbanDelivery 4x2,8683,0.702,118.7,301.0,58.2,7.09
TRUCK-5691,AeroTruck V6,17096,0.712,112.9,258.2,62.6,4.5
TRUCK-5692,TransHaul Heavy 8,6194,0.638,107.4,110.2,60.5,7.54
TRUCK-5693,AeroTruck V6,16605,0.383,99.4,75.1,68.8,5.39
TRUCK-5694,EcoVan 2500,6552,0.486,122.8,528.1,72.6,7.32
TRUCK-5695,UrbanDelivery 4x2,5611,0.716,101.8,193.7,62.9,6.61
TRUCK-5696,UrbanDelivery 4x2,17062,0.667,121.7,369.3,62.0,5.46
TRUCK-5697,EcoVan 2500,14935,0.57,94.1,183.3,58.4,5.55
TRUCK-5698,AeroTruck V6,3930,0.491,106.8,123.9,50.3,8.7
TRUCK-5699,UrbanDelivery 4x2,15825,0.702,94.9,111.8,60.8,4.5
TRUCK-5700,AeroTruck V6,10148,0.62,119.8,438.9,70.0,6.08
TRUCK-5701,TransHaul Heavy 8,16421,0.675,108.9,527.0,52.1,4.6
TRUCK-5702,TransHaul Heavy 8,3741,0.367,99.4,41.0,60.0,8.56
TRUCK-5703,UrbanDelivery 4x2,3380,0.499,119.2,374.9,59.0,9.23
TRUCK-5704,AeroTruck V6,17692,0.479,100.7,862.2,59.0,4.75
TRUCK-5705,UrbanDelivery 4x2,8753,0.439,108.3,127.9,54.2,8.05
TRUCK-5706,AeroTruck V6,15112,0.684,110.8,584.1,51.7,5.3
TRUCK-5707,TransHaul Heavy 8,15753,0.352,89.2,36.4,76.1,4.53
TRUCK-5708,UrbanDelivery 4x2,5775,0.597,102.8,74.9,53.9,7.45
TRUCK-5709,AeroTruck V6,16730,0.705,105.3,777.5,66.5,4.5
TRUCK-5710,TransHaul Heavy 8,4880,0.563,95.2,269.5,56.9,7.12
TRUCK-5711,EcoVan 2500,6201,0.637,89.7,1002.5,67.5,5.46
TRUCK-5712,EcoVan 2500,10441,0.479,106.0,9.8,55.6,7.3
TRUCK-5713,EcoVan 2500,13697,0.376,111.3,20.1,57.3,7.56
TRUCK-5714,UrbanDelivery 4x2,12107,0.43,98.2,344.2,69.5,5.93
TRUCK-5715,AeroTruck V6,6211,0.47,94.8,853.0,63.3,7.1
TRUCK-5716,UrbanDelivery 4x2,15889,0.717,105.7,188.8,67.8,5.25
TRUCK-5717,EcoVan 2500,15149,0.709,88.7,844.2,59.7,4.5
TRUCK-5718,TransHaul Heavy 8,12324,0.476,113.2,1377.9,66.4,5.68
TRUCK-5719,EcoVan 2500,12901,0.419,97.4,55.6,66.5,6.15
TRUCK-5720,EcoVan 2500,13666,0.562,112.6,261.5,67.1,5.5
TRUCK-5721,EcoVan 2500,6942,0.552,124.4,68.2,68.8,8.19
TRUCK-5722,TransHaul Heavy 8,16528,0.43,117.6,185.5,66.7,6.34
TRUCK-5723,TransHaul Heavy 8,17618,0.417,116.8,300.3,69.7,6.05
TRUCK-5724,UrbanDelivery 4x2,9933,0.424,107.4,555.7,59.4,8.02
TRUCK-5725,UrbanDelivery 4x2,2851,0.595,108.2,387.9,70.0,7.08
TRUCK-5726,AeroTruck V6,15728,0.517,106.0,41.8,62.7,5.6
TRUCK-5727,AeroTruck V6,13174,0.639,97.7,426.9,55.1,4.86
TRUCK-5728,TransHaul Heavy 8,11469,0.413,94.6,61.5,52.1,6.37
TRUCK-5729,TransHaul Heavy 8,16510,0.446,102.4,511.3,83.6,4.5
TRUCK-5730,TransHaul Heavy 8,15640,0.381,103.8,300.7,57.4,6.31
TRUCK-5731,AeroTruck V6,10744,0.508,110.7,64.9,64.2,6.83
TRUCK-5732,AeroTruck V6,10012,0.681,117.4,655.3,56.2,6.78
TRUCK-5733,AeroTruck V6,12340,0.612,96.0,36.0,60.4,5.29
TRUCK-5734,TransHaul Heavy 8,8589,0.432,106.7,447.2,56.5,6.83
TRUCK-5735,AeroTruck V6,17761,0.512,90.0,513.8,79.1,4.5
TRUCK-5736,EcoVan 2500,4058,0.548,97.2,198.6,61.8,7.12
TRUCK-5737,AeroTruck V6,4322,0.543,103.7,113.1,65.7,7.68
TRUCK-5738,EcoVan 2500,10684,0.517,99.4,527.1,68.4,5.4
TRUCK-5739,TransHaul Heavy 8,16208,0.549,107.1,8.0,66.4,5.37
TRUCK-5740,UrbanDelivery 4x2,8400,0.454,106.8,414.4,64.0,7.36
TRUCK-5741,EcoVan 2500,5614,0.556,106.8,192.7,58.7,8.13
TRUCK-5742,TransHaul Heavy 8,6398,0.471,91.5,267.2,48.0,6.54
TRUCK-5743,AeroTruck V6,13082,0.449,92.7,1472.0,55.2,4.5
TRUCK-5744,EcoVan 2500,9966,0.519,97.8,37.6,64.3,6.03
TRUCK-5745,TransHaul Heavy 8,14137,0.493,93.3,97.0,63.3,5.3
TRUCK-5746,TransHaul Heavy 8,2011,0.562,109.1,1610.0,55.8,7.93
TRUCK-5747,TransHaul Heavy 8,6010,0.595,101.8,497.5,58.2,7.58
TRUCK-5748,EcoVan 2500,3411,0.369,100.4,677.3,59.5,7.9
TRUCK-5749,EcoVan 2500,3094,0.523,108.6,10.3,66.8,8.06
TRUCK-5750,UrbanDelivery 4x2,4154,0.383,98.4,362.6,73.8,7.27
TRUCK-5751,EcoVan 2500,5137,0.621,97.0,472.2,67.7,6.71
TRUCK-5752,EcoVan 2500,16835,0.6,103.7,528.0,64.0,4.55
TRUCK-5753,UrbanDelivery 4x2,17371,0.561,116.8,672.0,54.2,4.88
TRUCK-5754,TransHaul Heavy 8,3775,0.373,108.4,362.4,59.5,8.88
TRUCK-5755,UrbanDelivery 4x2,8192,0.69,99.8,48.0,78.0,4.9
TRUCK-5756,EcoVan 2500,11879,0.618,88.9,604.1,52.5,5.39
TRUCK-5757,TransHaul Heavy 8,2879,0.507,106.7,437.6,71.6,7.23
TRUCK-5758,AeroTruck V6,2899,0.571,95.3,193.2,74.8,6.11
TRUCK-5759,TransHaul Heavy 8,6109,0.602,102.1,120.0,52.9,7.15
TRUCK-5760,UrbanDelivery 4x2,17104,0.428,106.2,275.1,60.0,5.27
TRUCK-5761,AeroTruck V6,16580,0.601,99.5,618.4,63.1,4.52
TRUCK-5762,TransHaul Heavy 8,8494,0.558,97.7,42.1,58.2,6.93
TRUCK-5763,EcoVan 2500,14689,0.408,110.5,373.5,60.2,6.8
TRUCK-5764,UrbanDelivery 4x2,2158,0.557,91.2,329.3,71.4,7.28
TRUCK-5765,AeroTruck V6,5908,0.603,105.5,60.2,59.6,7.36
TRUCK-5766,UrbanDelivery 4x2,2222,0.585,115.4,125.9,64.5,8.73
TRUCK-5767,AeroTruck V6,2114,0.362,114.4,0.8,69.0,10.01
TRUCK-5768,UrbanDelivery 4x2,8922,0.609,100.5,376.1,54.8,6.93
TRUCK-5769,AeroTruck V6,16499,0.382,112.7,51.1,58.5,6.49
TRUCK-5770,EcoVan 2500,8178,0.642,111.1,421.3,62.0,6.98
TRUCK-5771,EcoVan 2500,7261,0.65,109.5,1152.6,51.0,6.69
TRUCK-5772,TransHaul Heavy 8,5268,0.59,102.6,241.7,62.8,6.94
TRUCK-5773,EcoVan 2500,4858,0.557,92.0,638.7,60.3,6.96
TRUCK-5774,AeroTruck V6,13203,0.429,106.6,261.9,58.8,6.62
TRUCK-5775,UrbanDelivery 4x2,3488,0.372,101.7,408.8,70.7,7.71
TRUCK-5776,UrbanDelivery 4x2,5765,0.608,109.5,141.3,58.0,7.52
TRUCK-5777,EcoVan 2500,13691,0.667,108.1,308.4,54.2,5.95
TRUCK-5778,TransHaul Heavy 8,6523,0.398,106.3,237.5,64.0,7.77
TRUCK-5779,TransHaul Heavy 8,4046,0.413,116.3,20.2,71.0,8.81
TRUCK-5780,TransHaul Heavy 8,8092,0.362,102.6,280.4,60.1,8.08
TRUCK-5781,AeroTruck V6,3951,0.686,121.1,35.9,57.3,9.05
TRUCK-5782,EcoVan 2500,13387,0.416,94.0,550.6,56.4,5.64
TRUCK-5783,TransHaul Heavy 8,5929,0.604,99.7,89.9,59.6,7.03
TRUCK-5784,TransHaul Heavy 8,13687,0.61,100.0,125.6,66.3,4.83
TRUCK-5785,EcoVan 2500,16799,0.52,108.7,1401.7,59.8,4.52
TRUCK-5786,UrbanDelivery 4x2,16757,0.448,90.0,381.0,60.2,5.56
TRUCK-5787,AeroTruck V6,6108,0.648,109.4,23.6,52.3,8.11
TRUCK-5788,EcoVan 2500,14849,0.577,103.2,575.8,55.4,5.49
TRUCK-5789,EcoVan 2500,12201,0.625,112.0,136.7,60.4,6.0
TRUCK-5790,TransHaul Heavy 8,9150,0.509,111.1,44.7,57.5,7.13
TRUCK-5791,AeroTruck V6,13781,0.434,104.8,215.5,71.6,5.06
TRUCK-5792,EcoVan 2500,7263,0.679,101.7,389.8,70.5,5.76
TRUCK-5793,TransHaul Heavy 8,12105,0.616,112.2,152.6,59.4,6.21
TRUCK-5794,UrbanDelivery 4x2,17867,0.609,105.7,685.4,63.7,4.54
TRUCK-5795,TransHaul Heavy 8,9831,0.488,98.5,620.1,59.5,5.89
TRUCK-5796,EcoVan 2500,3634,0.429,101.1,856.0,66.1,7.76
TRUCK-5797,AeroTruck V6,8572,0.606,99.1,339.3,60.6,6.53
TRUCK-5798,UrbanDelivery 4x2,9112,0.497,101.5,10.4,55.3,6.96
TRUCK-5799,EcoVan 2500,17931,0.7,105.0,404.2,64.4,4.5
TRUCK-5800,TransHaul Heavy 8,2685,0.412,107.8,286.8,67.5,8.81
TRUCK-5801,UrbanDelivery 4x2,16105,0.519,106.6,193.0,50.0,5.56
TRUCK-5802,UrbanDelivery 4x2,5207,0.673,105.5,1403.7,64.5,6.46
TRUCK-5803,UrbanDelivery 4x2,15956,0.467,108.4,695.9,63.1,5.56
TRUCK-5804,AeroTruck V6,13990,0.594,114.5,110.4,69.2,5.32
TRUCK-5805,TransHaul Heavy 8,17844,0.444,108.2,46.3,55.4,5.25
TRUCK-5806,EcoVan 2500,14586,0.497,102.3,225.9,68.2,5.24
TRUCK-5807,EcoVan 2500,14318,0.643,97.1,39.0,65.4,5.1
TRUCK-5808,AeroTruck V6,13797,0.672,120.3,840.7,60.5,5.01
TRUCK-5809,UrbanDelivery 4x2,7240,0.488,98.1,188.2,61.5,7.08
TRUCK-5810,TransHaul Heavy 8,2040,0.618,102.4,836.2,68.7,7.04
TRUCK-5811,TransHaul Heavy 8,12292,0.551,100.0,220.8,67.2,5.04
TRUCK-5812,AeroTruck V6,12282,0.37,107.1,38.9,68.7,6.18
TRUCK-5813,TransHaul Heavy 8,14293,0.409,104.4,1388.2,52.3,5.39
TRUCK-5814,UrbanDelivery 4x2,6930,0.666,97.9,49.7,63.6,6.53
TRUCK-5815,UrbanDelivery 4x2,6399,0.659,116.6,4.5,60.9,7.08
TRUCK-5816,UrbanDelivery 4x2,16382,0.495,91.8,5.0,65.6,4.77
TRUCK-5817,AeroTruck V6,6431,0.437,114.4,548.5,62.2,7.8
TRUCK-5818,AeroTruck V6,3114,0.679,90.1,956.7,71.7,5.37
TRUCK-5819,AeroTruck V6,10990,0.381,124.8,15.3,59.4,8.47
TRUCK-5820,UrbanDelivery 4x2,12069,0.548,105.5,589.6,76.8,4.5
TRUCK-5821,UrbanDelivery 4x2,13697,0.553,109.5,293.1,59.1,6.24
TRUCK-5822,TransHaul Heavy 8,4177,0.424,93.0,478.9,51.0,7.76
TRUCK-5823,AeroTruck V6,5983,0.695,104.5,578.5,56.7,6.37
TRUCK-5824,AeroTruck V6,14678,0.677,106.2,300.3,66.4,4.5
TRUCK-5825,UrbanDelivery 4x2,16240,0.438,101.1,60.4,54.3,6.42
TRUCK-5826,TransHaul Heavy 8,13155,0.454,110.6,491.6,51.9,7.5
TRUCK-5827,UrbanDelivery 4x2,17947,0.72,105.0,1252.0,80.0,4.5
TRUCK-5828,AeroTruck V6,6626,0.378,100.2,46.4,65.8,7.11
TRUCK-5829,AeroTruck V6,5207,0.687,88.9,23.9,55.5,6.13
TRUCK-5830,UrbanDelivery 4x2,15581,0.363,93.0,72.8,64.3,5.86
TRUCK-5831,AeroTruck V6,16594,0.641,96.5,81.8,55.8,4.5
TRUCK-5832,UrbanDelivery 4x2,2045,0.609,124.7,288.3,72.8,8.18
TRUCK-5833,UrbanDelivery 4x2,6035,0.427,78.5,483.6,66.5,5.64
TRUCK-5834,AeroTruck V6,2276,0.554,100.6,288.0,80.3,5.44
TRUCK-5835,UrbanDelivery 4x2,7572,0.493,103.2,1140.8,75.7,5.58
TRUCK-5836,TransHaul Heavy 8,12789,0.638,108.1,185.1,63.1,6.08
TRUCK-5837,UrbanDelivery 4x2,6475,0.67,103.2,281.4,71.1,6.24
TRUCK-5838,UrbanDelivery 4x2,8521,0.457,95.0,71.7,51.0,7.21
TRUCK-5839,EcoVan 2500,4168,0.68,100.3,390.2,55.1,7.17
TRUCK-5840,AeroTruck V6,11314,0.521,101.2,0.2,63.1,7.11
TRUCK-5841,AeroTruck V6,13820,0.578,110.5,117.3,66.8,5.95
TRUCK-5842,TransHaul Heavy 8,8112,0.601,107.3,142.5,59.7,7.2
TRUCK-5843,EcoVan 2500,6976,0.684,124.6,262.4,48.7,8.01
TRUCK-5844,UrbanDelivery 4x2,12796,0.477,91.9,26.0,60.3,5.71
TRUCK-5845,AeroTruck V6,7977,0.444,118.1,79.7,69.9,7.33
TRUCK-5846,TransHaul Heavy 8,6385,0.388,102.8,108.2,65.1,8.19
TRUCK-5847,EcoVan 2500,9684,0.451,106.3,201.1,57.1,7.39
TRUCK-5848,UrbanDelivery 4x2,6267,0.63,110.1,682.5,54.1,7.66
TRUCK-5849,TransHaul Heavy 8,8064,0.565,107.8,419.3,59.6,7.16
TRUCK-5850,UrbanDelivery 4x2,5173,0.423,109.0,57.0,72.6,7.84
TRUCK-5851,AeroTruck V6,3181,0.414,127.1,119.1,68.7,9.63
TRUCK-5852,EcoVan 2500,14534,0.437,112.0,788.9,64.2,5.87
TRUCK-5853,UrbanDelivery 4x2,2979,0.369,114.7,653.2,59.5,9.04
TRUCK-5854,UrbanDelivery 4x2,5068,0.665,99.3,3.4,64.1,7.17
TRUCK-5855,UrbanDelivery 4x2,10944,0.379,105.3,69.7,66.3,6.91
TRUCK-5856,TransHaul Heavy 8,16951,0.568,98.3,416.7,53.8,4.71
TRUCK-5857,TransHaul Heavy 8,15468,0.639,120.1,669.9,65.1,4.7
TRUCK-5858,TransHaul Heavy 8,10522,0.639,105.3,217.4,69.9,5.87
TRUCK-5859,EcoVan 2500,13454,0.524,115.4,419.1,74.2,5.93
TRUCK-5860,AeroTruck V6,5714,0.643,101.1,212.0,55.4,7.01
TRUCK-5861,TransHaul Heavy 8,9382,0.568,106.4,294.4,71.7,5.63
TRUCK-5862,AeroTruck V6,3851,0.42,113.4,355.3,59.4,8.54
TRUCK-5863,UrbanDelivery 4x2,5072,0.474,108.1,989.9,51.7,7.22
TRUCK-5864,AeroTruck V6,6651,0.695,94.9,804.0,61.7,5.85
TRUCK-5865,AeroTruck V6,3592,0.456,115.7,77.7,74.3,8.49
TRUCK-5866,TransHaul Heavy 8,9801,0.453,105.2,142.4,64.2,7.4
TRUCK-5867,EcoVan 2500,10867,0.614,106.4,160.5,66.5,6.27
TRUCK-5868,AeroTruck V6,7504,0.525,102.3,103.2,69.0,6.52
TRUCK-5869,EcoVan 2500,14014,0.676,113.9,395.5,68.6,5.25
TRUCK-5870,EcoVan 2500,17337,0.561,111.5,645.1,58.8,4.5
TRUCK-5871,UrbanDelivery 4x2,6703,0.592,113.9,88.5,78.5,5.65
TRUCK-5872,EcoVan 2500,3614,0.596,91.3,312.0,62.1,6.69
TRUCK-5873,TransHaul Heavy 8,7217,0.635,101.7,13.0,44.6,6.57
TRUCK-5874,UrbanDelivery 4x2,3320,0.49,96.0,979.1,57.1,7.44
TRUCK-5875,TransHaul Heavy 8,11736,0.596,109.1,116.1,57.6,5.88
TRUCK-5876,EcoVan 2500,17454,0.533,110.5,624.7,59.7,4.5
TRUCK-5877,EcoVan 2500,11578,0.395,102.9,1232.1,64.1,5.81
TRUCK-5878,TransHaul Heavy 8,8030,0.6,107.3,500.7,61.2,7.69
TRUCK-5879,EcoVan 2500,11752,0.554,104.4,145.8,60.3,6.41
TRUCK-5880,UrbanDelivery 4x2,14150,0.715,110.4,444.2,58.3,5.01
TRUCK-5881,TransHaul Heavy 8,17280,0.383,113.0,161.9,63.6,6.06
TRUCK-5882,AeroTruck V6,9639,0.412,92.8,80.5,61.2,6.71
TRUCK-5883,AeroTruck V6,12032,0.388,101.3,102.8,67.3,6.2
TRUCK-5884,TransHaul Heavy 8,7552,0.59,101.9,271.3,63.0,7.19
TRUCK-5885,UrbanDelivery 4x2,11513,0.577,107.4,1269.0,61.6,5.32
TRUCK-5886,TransHaul Heavy 8,9136,0.589,103.5,5.2,74.0,5.44
TRUCK-5887,AeroTruck V6,5191,0.393,109.4,151.7,69.0,8.07
TRUCK-5888,AeroTruck V6,11859,0.372,108.0,253.9,63.5,8.03
TRUCK-5889,AeroTruck V6,11657,0.516,112.9,46.9,68.4,6.47
TRUCK-5890,TransHaul Heavy 8,8261,0.413,96.9,18.0,67.5,7.46
TRUCK-5891,EcoVan 2500,11430,0.428,96.1,151.3,68.3,6.52
TRUCK-5892,TransHaul Heavy 8,4331,0.622,102.5,858.4,64.5,7.53
TRUCK-5893,UrbanDelivery 4x2,2323,0.548,118.1,906.3,69.0,8.1
TRUCK-5894,AeroTruck V6,7763,0.469,107.9,689.1,65.6,7.39
TRUCK-5895,TransHaul Heavy 8,5909,0.653,109.0,414.1,66.1,6.54
TRUCK-5896,AeroTruck V6,13670,0.497,118.9,313.1,71.6,6.25
TRUCK-5897,AeroTruck V6,9201,0.549,107.2,462.2,55.3,7.16
TRUCK-5898,TransHaul Heavy 8,8644,0.716,106.0,620.2,60.2,6.26
TRUCK-5899,UrbanDelivery 4x2,10187,0.652,112.5,335.3,56.2,6.34
TRUCK-5900,UrbanDelivery 4x2,9510,0.615,105.8,578.5,58.3,5.94
TRUCK-5901,UrbanDelivery 4x2,2869,0.485,114.6,225.5,52.4,8.79
TRUCK-5902,EcoVan 2500,12329,0.488,105.6,723.6,66.0,5.97
TRUCK-5903,EcoVan 2500,7769,0.379,98.2,482.4,71.2,6.22
TRUCK-5904,UrbanDelivery 4x2,2535,0.387,99.3,336.1,62.5,8.62
TRUCK-5905,EcoVan 2500,5501,0.657,112.4,216.3,64.0,7.27
TRUCK-5906,EcoVan 2500,6062,0.671,103.5,265.4,63.2,6.83
TRUCK-5907,TransHaul Heavy 8,3980,0.364,109.2,790.3,61.6,8.21
TRUCK-5908,UrbanDelivery 4x2,5575,0.63,96.9,58.0,63.5,6.22
TRUCK-5909,EcoVan 2500,6463,0.476,99.5,19.6,66.1,7.61
TRUCK-5910,UrbanDelivery 4x2,6838,0.449,103.9,25.1,53.5,7.89
TRUCK-5911,UrbanDelivery 4x2,13027,0.384,91.5,160.8,62.9,6.59
TRUCK-5912,AeroTruck V6,16092,0.662,100.1,682.9,61.9,4.5
TRUCK-5913,UrbanDelivery 4x2,15725,0.538,93.8,81.6,62.7,4.95
TRUCK-5914,EcoVan 2500,17034,0.377,104.1,125.6,68.5,5.44
TRUCK-5915,UrbanDelivery 4x2,4187,0.674,93.9,639.0,68.0,6.31
TRUCK-5916,TransHaul Heavy 8,13766,0.676,101.5,251.4,57.8,5.15
TRUCK-5917,TransHaul Heavy 8,2659,0.633,105.3,699.9,61.3,7.75
TRUCK-5918,TransHaul Heavy 8,16328,0.652,102.1,171.7,50.4,4.5
TRUCK-5919,UrbanDelivery 4x2,10417,0.656,113.7,117.5,70.8,6.75
TRUCK-5920,AeroTruck V6,13347,0.703,92.4,74.6,63.3,4.71
TRUCK-5921,TransHaul Heavy 8,7031,0.575,109.0,282.9,65.9,7.46
TRUCK-5922,EcoVan 2500,9886,0.603,107.8,46.8,77.2,5.18
TRUCK-5923,EcoVan 2500,9164,0.462,110.1,286.8,75.6,5.88
TRUCK-5924,EcoVan 2500,7115,0.592,108.7,237.4,67.9,6.58
TRUCK-5925,UrbanDelivery 4x2,2465,0.603,100.4,170.7,63.7,7.95
TRUCK-5926,AeroTruck V6,7760,0.376,113.9,1511.6,53.5,7.04
TRUCK-5927,TransHaul Heavy 8,17893,0.633,111.5,53.4,54.5,5.81
TRUCK-5928,EcoVan 2500,7178,0.396,97.7,709.6,63.0,6.23
TRUCK-5929,TransHaul Heavy 8,9795,0.425,111.3,358.8,59.4,7.37
TRUCK-5930,TransHaul Heavy 8,5119,0.544,105.5,28.9,61.5,7.75
TRUCK-5931,AeroTruck V6,13123,0.405,110.3,112.8,53.9,6.57
TRUCK-5932,UrbanDelivery 4x2,2452,0.352,108.2,54.3,61.7,9.05
TRUCK-5933,UrbanDelivery 4x2,14989,0.601,91.8,699.1,58.0,4.7
TRUCK-5934,AeroTruck V6,12763,0.657,101.9,213.9,57.2,5.61
TRUCK-5935,EcoVan 2500,11856,0.428,100.8,130.2,65.0,6.32
TRUCK-5936,UrbanDelivery 4x2,5299,0.38,109.0,15.0,75.1,7.95
TRUCK-5937,EcoVan 2500,15288,0.373,107.2,281.3,60.4,6.57
TRUCK-5938,TransHaul Heavy 8,11558,0.406,94.3,544.0,69.3,5.54
TRUCK-5939,UrbanDelivery 4x2,8936,0.492,103.4,201.8,58.6,7.28
TRUCK-5940,EcoVan 2500,14876,0.613,113.0,145.5,62.0,6.36
TRUCK-5941,EcoVan 2500,12538,0.664,107.5,54.4,62.8,5.68
TRUCK-5942,UrbanDelivery 4x2,5245,0.386,112.0,37.0,64.7,8.94
TRUCK-5943,UrbanDelivery 4x2,15593,0.621,115.7,351.0,66.8,5.09
TRUCK-5944,UrbanDelivery 4x2,6961,0.352,103.9,565.7,59.6,7.12
TRUCK-5945,TransHaul Heavy 8,14071,0.586,117.9,247.6,59.7,6.41
TRUCK-5946,EcoVan 2500,3175,0.442,104.4,97.4,47.9,8.34
TRUCK-5947,EcoVan 2500,3702,0.411,91.1,31.3,56.8,8.03
TRUCK-5948,UrbanDelivery 4x2,8562,0.648,103.4,82.2,57.0,6.48
TRUCK-5949,UrbanDelivery 4x2,11793,0.438,109.4,1242.9,69.0,5.5
TRUCK-5950,TransHaul Heavy 8,11311,0.547,96.4,92.9,69.0,5.83
TRUCK-5951,UrbanDelivery 4x2,4525,0.589,117.8,35.4,66.6,8.65
TRUCK-5952,EcoVan 2500,10851,0.434,91.4,37.6,56.0,6.7
TRUCK-5953,EcoVan 2500,6647,0.7,111.2,30.1,67.8,6.64
TRUCK-5954,AeroTruck V6,10141,0.552,87.8,103.5,60.6,5.24
TRUCK-5955,TransHaul Heavy 8,2932,0.696,110.9,118.2,63.3,8.11
TRUCK-5956,TransHaul Heavy 8,5785,0.451,117.9,146.5,59.9,9.26
TRUCK-5957,AeroTruck V6,16250,0.638,97.0,187.3,66.2,4.5
TRUCK-5958,TransHaul Heavy 8,12795,0.589,98.9,1090.4,65.4,4.76
TRUCK-5959,UrbanDelivery 4x2,4914,0.407,108.2,251.9,60.5,9.1
TRUCK-5960,UrbanDelivery 4x2,13814,0.365,97.4,58.9,62.8,6.34
TRUCK-5961,EcoVan 2500,9777,0.417,104.4,905.9,72.8,6.36
TRUCK-5962,AeroTruck V6,16096,0.414,94.4,570.3,61.1,4.72
TRUCK-5963,UrbanDelivery 4x2,17694,0.573,93.5,304.4,55.1,4.5
TRUCK-5964,AeroTruck V6,13047,0.543,98.1,15.2,58.9,5.8
TRUCK-5965,AeroTruck V6,8071,0.619,106.8,494.0,61.9,7.28
TRUCK-5966,AeroTruck V6,12422,0.513,104.8,375.6,62.7,6.68
TRUCK-5967,EcoVan 2500,4513,0.501,109.7,29.1,62.6,7.86
TRUCK-5968,AeroTruck V6,3403,0.46,105.7,162.2,66.9,8.39
TRUCK-5969,TransHaul Heavy 8,11605,0.677,93.0,117.1,54.3,5.0
TRUCK-5970,EcoVan 2500,6374,0.599,102.3,222.6,62.4,6.99
