RDE_Trip_ID,Exhaust_Gas_Temp_C,AdBlue_Dosing_mg_s,SCR_Catalyst_Efficiency_pct,Tailpipe_NOx_mg_km,Euro7_Status
STLA-RDE-4633,143.6,47.9,30.1,134.4,Emissions Exceedance Flag
STLA-RDE-4634,285.3,40.9,91.0,17.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4635,335.2,15.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4636,379.2,57.7,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4637,178.5,42.0,61.5,73.7,Emissions Exceedance Flag
STLA-RDE-4638,178.2,53.2,51.0,86.6,Emissions Exceedance Flag
STLA-RDE-4639,283.9,11.8,97.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4640,186.1,35.0,71.0,59.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4641,228.1,16.9,92.0,14.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4642,196.6,65.7,52.7,94.6,Emissions Exceedance Flag
STLA-RDE-4643,370.6,32.1,97.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4644,312.1,15.2,97.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4645,251.3,17.8,93.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4646,307.8,72.0,88.2,24.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4647,186.5,57.3,52.8,90.6,Emissions Exceedance Flag
STLA-RDE-4648,412.2,74.4,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4649,175.3,41.0,60.8,66.0,Emissions Exceedance Flag
STLA-RDE-4650,238.7,63.2,74.0,54.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4651,408.4,83.4,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4652,153.6,35.4,54.8,92.2,Emissions Exceedance Flag
STLA-RDE-4653,443.5,47.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4654,190.7,85.0,33.7,132.1,Emissions Exceedance Flag
STLA-RDE-4655,323.2,70.6,90.6,18.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4656,301.1,25.8,95.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4657,229.1,79.5,62.9,79.2,Emissions Exceedance Flag
STLA-RDE-4658,384.8,71.8,95.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4659,252.4,78.8,73.0,48.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4660,171.1,82.5,16.5,149.2,Emissions Exceedance Flag
STLA-RDE-4661,171.2,58.6,40.8,105.6,Emissions Exceedance Flag
STLA-RDE-4662,333.2,26.4,96.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4663,328.7,46.3,94.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4664,240.2,15.7,93.7,12.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4665,178.2,33.3,69.4,56.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4666,287.5,19.9,95.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4667,148.9,30.5,58.4,91.3,Emissions Exceedance Flag
STLA-RDE-4668,158.2,27.6,66.9,61.0,Emissions Exceedance Flag
STLA-RDE-4669,229.7,30.7,85.8,25.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4670,149.7,13.4,82.0,31.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4671,184.4,73.9,37.3,108.6,Emissions Exceedance Flag
STLA-RDE-4672,216.3,32.4,82.1,36.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4673,151.5,53.1,30.2,140.9,Emissions Exceedance Flag
STLA-RDE-4674,283.1,57.9,86.8,24.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4675,211.4,74.0,56.3,77.3,Emissions Exceedance Flag
STLA-RDE-4676,597.6,64.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4677,213.8,32.5,81.4,30.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4678,159.0,53.6,36.2,114.6,Emissions Exceedance Flag
STLA-RDE-4679,358.0,36.9,96.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4680,212.3,80.6,52.9,86.3,Emissions Exceedance Flag
STLA-RDE-4681,616.8,22.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4682,223.9,13.0,93.5,13.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4683,267.3,23.4,93.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4684,304.3,61.2,89.5,18.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4685,214.0,84.6,51.7,77.6,Emissions Exceedance Flag
STLA-RDE-4686,140.3,76.3,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-4687,468.8,18.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4688,244.8,44.6,83.1,35.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4689,168.2,27.8,70.8,52.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4690,173.6,26.3,74.2,42.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4691,467.5,33.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4692,225.6,40.3,80.3,43.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4693,283.6,76.4,82.7,33.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4694,313.8,50.7,92.3,13.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4695,416.9,70.1,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4696,367.0,33.8,97.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4697,602.8,59.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4698,142.7,50.4,25.5,150.6,Emissions Exceedance Flag
STLA-RDE-4699,201.2,14.2,90.4,18.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4700,159.2,44.1,47.7,93.9,Emissions Exceedance Flag
STLA-RDE-4701,184.5,71.8,39.3,120.3,Emissions Exceedance Flag
STLA-RDE-4702,204.4,19.2,87.5,21.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4703,340.4,46.9,95.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4704,160.2,77.9,10.0,150.0,Emissions Exceedance Flag
STLA-RDE-4705,150.2,63.6,14.9,161.3,Emissions Exceedance Flag
STLA-RDE-4706,190.5,78.1,39.0,106.1,Emissions Exceedance Flag
STLA-RDE-4707,228.1,79.2,62.5,69.7,Emissions Exceedance Flag
STLA-RDE-4708,308.9,70.6,88.6,22.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4709,173.9,33.6,67.3,66.9,Emissions Exceedance Flag
STLA-RDE-4710,174.9,32.6,68.7,59.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4711,207.6,50.0,68.9,59.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4712,145.4,48.5,30.9,136.0,Emissions Exceedance Flag
STLA-RDE-4713,298.0,22.2,95.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4714,181.6,43.3,61.9,77.7,Emissions Exceedance Flag
STLA-RDE-4715,352.3,78.6,92.9,14.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4716,268.7,64.8,82.2,32.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4717,150.4,78.3,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-4718,145.7,50.5,28.3,135.9,Emissions Exceedance Flag
STLA-RDE-4719,202.3,43.9,70.7,59.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4720,165.3,14.5,84.1,26.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4721,829.6,48.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4722,379.9,51.0,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4723,322.9,10.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4724,810.9,23.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4725,219.7,15.1,92.0,16.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4726,145.6,41.0,41.7,91.8,Emissions Exceedance Flag
STLA-RDE-4727,313.8,52.4,92.1,16.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4728,627.6,38.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4729,174.5,64.8,37.4,112.3,Emissions Exceedance Flag
STLA-RDE-4730,194.3,58.8,56.3,79.0,Emissions Exceedance Flag
STLA-RDE-4731,237.2,16.5,93.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4732,165.8,35.0,62.0,75.5,Emissions Exceedance Flag
STLA-RDE-4733,338.9,55.5,94.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4734,249.9,45.3,84.0,30.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4735,185.8,58.1,51.7,92.9,Emissions Exceedance Flag
STLA-RDE-4736,465.7,13.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4737,239.0,62.8,74.3,57.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4738,167.7,60.4,36.1,131.6,Emissions Exceedance Flag
STLA-RDE-4739,314.7,20.4,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4740,381.0,77.1,95.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4741,192.2,65.3,50.2,103.6,Emissions Exceedance Flag
STLA-RDE-4742,303.6,77.3,86.6,27.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4743,185.3,45.9,61.6,69.8,Emissions Exceedance Flag
STLA-RDE-4744,312.1,44.6,93.1,12.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4745,169.9,33.3,65.8,47.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4746,189.4,49.0,61.1,77.7,Emissions Exceedance Flag
STLA-RDE-4747,178.4,78.1,28.3,133.0,Emissions Exceedance Flag
STLA-RDE-4748,344.4,69.3,93.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4749,156.0,10.8,86.7,26.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4750,177.5,80.6,25.2,147.3,Emissions Exceedance Flag
STLA-RDE-4751,217.3,19.7,89.2,21.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4752,248.7,70.4,74.7,46.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4753,225.1,21.6,89.4,21.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4754,140.6,33.6,48.9,94.8,Emissions Exceedance Flag
STLA-RDE-4755,367.1,51.7,96.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4756,207.2,19.1,88.1,22.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4757,218.0,34.1,81.5,32.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4758,240.6,38.9,84.4,30.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4759,439.5,12.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4760,243.7,12.7,95.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4761,165.2,30.4,66.7,57.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4762,162.3,33.2,62.3,74.2,Emissions Exceedance Flag
STLA-RDE-4763,411.7,20.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4764,336.6,82.0,90.9,18.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4765,263.8,76.9,77.4,44.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4766,337.8,22.7,97.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4767,179.4,72.3,34.5,124.1,Emissions Exceedance Flag
STLA-RDE-4768,177.5,82.1,23.7,150.1,Emissions Exceedance Flag
STLA-RDE-4769,239.5,66.8,72.9,54.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4770,151.3,75.2,10.0,152.0,Emissions Exceedance Flag
STLA-RDE-4771,143.3,42.8,37.3,136.6,Emissions Exceedance Flag
STLA-RDE-4772,215.9,64.1,64.3,67.0,Emissions Exceedance Flag
STLA-RDE-4773,316.2,14.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4774,222.7,18.6,90.5,20.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4775,167.4,59.9,36.3,135.4,Emissions Exceedance Flag
STLA-RDE-4776,180.5,76.3,31.9,118.8,Emissions Exceedance Flag
STLA-RDE-4777,141.5,24.0,64.0,76.6,Emissions Exceedance Flag
STLA-RDE-4778,184.5,35.0,70.4,53.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4779,172.8,82.7,18.1,168.1,Emissions Exceedance Flag
STLA-RDE-4780,262.9,68.2,79.7,38.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4781,218.8,76.6,59.0,79.3,Emissions Exceedance Flag
STLA-RDE-4782,190.5,35.3,72.5,55.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4783,286.4,71.4,84.5,34.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4784,182.3,27.6,76.0,46.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4785,449.3,44.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4786,182.5,81.2,29.4,123.9,Emissions Exceedance Flag
STLA-RDE-4787,181.5,48.9,56.9,70.7,Emissions Exceedance Flag
STLA-RDE-4788,168.5,78.7,17.5,177.0,Emissions Exceedance Flag
STLA-RDE-4789,216.4,68.1,62.3,65.5,Emissions Exceedance Flag
STLA-RDE-4790,260.9,30.2,90.8,15.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4791,141.3,31.7,52.2,95.3,Emissions Exceedance Flag
STLA-RDE-4792,252.3,69.6,76.1,46.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4793,255.2,42.3,86.1,23.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4794,171.3,20.0,79.9,35.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4795,190.4,30.6,76.1,44.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4796,169.9,11.6,88.1,24.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4797,190.5,51.7,59.6,76.6,Emissions Exceedance Flag
STLA-RDE-4798,247.5,61.4,77.6,42.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4799,349.3,17.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4800,322.2,54.5,92.6,13.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4801,366.5,77.3,94.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4802,153.8,23.3,70.3,64.8,Emissions Exceedance Flag
STLA-RDE-4803,169.5,52.1,46.1,107.0,Emissions Exceedance Flag
STLA-RDE-4804,184.7,20.7,82.5,37.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4805,149.5,56.9,23.2,138.1,Emissions Exceedance Flag
STLA-RDE-4806,170.4,77.3,21.0,150.2,Emissions Exceedance Flag
STLA-RDE-4807,234.4,68.0,70.4,60.6,Emissions Exceedance Flag
STLA-RDE-4808,342.0,76.2,92.1,16.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4809,240.3,38.5,84.5,32.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4810,182.6,82.4,28.5,129.2,Emissions Exceedance Flag
STLA-RDE-4811,191.6,69.8,46.3,98.4,Emissions Exceedance Flag
STLA-RDE-4812,411.0,59.6,97.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4813,179.9,64.1,42.3,91.1,Emissions Exceedance Flag
STLA-RDE-4814,471.8,41.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4815,232.6,61.2,72.7,55.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4816,260.8,17.5,94.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4817,257.2,41.3,86.7,26.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4818,141.2,33.8,49.1,82.8,Emissions Exceedance Flag
STLA-RDE-4819,201.7,53.8,63.8,69.3,Emissions Exceedance Flag
STLA-RDE-4820,313.4,58.0,91.2,16.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4821,154.8,44.2,44.4,106.5,Emissions Exceedance Flag
STLA-RDE-4822,209.4,51.6,68.6,66.6,Emissions Exceedance Flag
STLA-RDE-4823,163.3,44.6,50.0,108.2,Emissions Exceedance Flag
STLA-RDE-4824,414.1,74.7,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4825,320.7,46.2,93.6,12.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4826,190.0,63.2,50.3,81.8,Emissions Exceedance Flag
STLA-RDE-4827,417.0,25.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4828,245.9,10.9,95.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4829,167.7,71.5,24.3,134.5,Emissions Exceedance Flag
STLA-RDE-4830,356.5,83.4,92.9,13.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4831,262.4,19.2,94.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4832,152.0,35.5,53.6,87.9,Emissions Exceedance Flag
STLA-RDE-4833,157.6,29.3,64.5,72.6,Emissions Exceedance Flag
STLA-RDE-4834,251.6,28.1,90.3,19.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4835,388.7,54.9,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4836,274.9,61.2,84.5,29.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4837,232.2,79.4,64.4,61.1,Emissions Exceedance Flag
STLA-RDE-4838,326.4,49.3,93.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4839,471.1,70.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4840,282.3,39.9,90.8,17.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4841,291.8,72.9,85.2,30.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4842,235.7,52.4,77.6,43.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4843,287.5,36.2,92.2,14.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4844,183.3,82.1,29.3,114.9,Emissions Exceedance Flag
STLA-RDE-4845,327.7,29.1,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4846,200.6,32.6,77.7,43.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4847,141.4,74.6,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-4848,149.5,55.0,25.7,141.3,Emissions Exceedance Flag
STLA-RDE-4849,153.4,77.6,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-4850,152.9,69.3,10.6,145.7,Emissions Exceedance Flag
STLA-RDE-4851,165.7,36.5,60.3,76.3,Emissions Exceedance Flag
STLA-RDE-4852,210.8,54.0,67.9,54.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4853,299.6,42.2,92.3,12.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4854,206.1,50.4,68.0,60.3,Emissions Exceedance Flag
STLA-RDE-4855,181.0,61.0,45.9,105.2,Emissions Exceedance Flag
STLA-RDE-4856,150.4,76.9,10.0,160.7,Emissions Exceedance Flag
STLA-RDE-4857,202.3,56.4,62.4,64.2,Emissions Exceedance Flag
STLA-RDE-4858,206.0,14.1,91.0,17.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4859,183.4,23.1,80.1,38.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4860,476.1,84.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4861,302.5,36.5,93.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4862,260.9,47.4,85.5,27.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4863,168.7,47.2,50.7,96.7,Emissions Exceedance Flag
STLA-RDE-4864,141.7,42.5,36.4,112.4,Emissions Exceedance Flag
STLA-RDE-4865,187.3,49.5,59.6,73.7,Emissions Exceedance Flag
STLA-RDE-4866,141.6,80.1,10.0,152.5,Emissions Exceedance Flag
STLA-RDE-4867,147.1,35.1,51.1,104.0,Emissions Exceedance Flag
STLA-RDE-4868,160.9,44.5,48.4,104.0,Emissions Exceedance Flag
STLA-RDE-4869,302.9,51.3,91.0,18.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4870,237.4,23.5,90.2,19.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4871,385.2,79.5,95.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4872,248.4,47.2,83.0,25.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4873,168.7,17.5,81.7,32.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4874,377.0,46.2,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4875,278.1,50.0,87.8,24.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4876,307.3,21.3,96.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4877,156.1,18.9,76.7,43.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4878,182.3,34.7,69.7,58.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4879,254.9,58.7,80.6,34.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4880,338.4,54.7,94.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4881,150.4,34.4,54.1,78.2,Emissions Exceedance Flag
STLA-RDE-4882,270.8,38.6,89.7,21.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4883,146.4,40.7,42.8,110.6,Emissions Exceedance Flag
STLA-RDE-4884,164.3,36.4,59.7,74.7,Emissions Exceedance Flag
STLA-RDE-4885,164.4,52.9,41.5,107.9,Emissions Exceedance Flag
STLA-RDE-4886,605.6,46.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4887,166.1,84.5,10.0,165.2,Emissions Exceedance Flag
STLA-RDE-4888,190.2,66.8,47.7,93.6,Emissions Exceedance Flag
STLA-RDE-4889,237.9,64.1,73.4,53.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4890,228.6,21.6,89.9,18.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4891,233.9,64.2,71.9,44.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4892,151.8,37.1,51.5,92.2,Emissions Exceedance Flag
STLA-RDE-4893,628.8,20.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4894,436.9,34.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4895,645.9,33.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4896,207.0,29.2,81.7,37.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4897,325.8,61.0,92.2,13.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4898,431.5,15.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4899,148.7,41.0,44.1,99.8,Emissions Exceedance Flag
STLA-RDE-4900,224.1,75.4,62.4,68.6,Emissions Exceedance Flag
STLA-RDE-4901,270.6,23.4,93.7,12.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4902,159.8,58.1,31.7,130.2,Emissions Exceedance Flag
STLA-RDE-4903,182.6,40.1,65.2,64.3,Emissions Exceedance Flag
STLA-RDE-4904,202.8,23.1,84.7,28.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4905,177.4,84.7,21.3,159.4,Emissions Exceedance Flag
STLA-RDE-4906,273.9,71.0,81.8,35.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4907,225.1,64.0,68.5,65.8,Emissions Exceedance Flag
STLA-RDE-4908,186.5,14.1,88.4,19.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4909,171.4,54.1,45.5,94.9,Emissions Exceedance Flag
STLA-RDE-4910,248.1,56.2,79.6,37.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4911,297.2,76.0,85.7,28.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-4912,400.7,47.2,97.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4913,148.0,20.8,71.3,57.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4914,319.3,19.9,97.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4915,189.7,64.5,49.1,104.4,Emissions Exceedance Flag
STLA-RDE-4916,257.6,15.2,95.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4917,268.5,76.5,78.9,38.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4918,151.1,29.3,61.3,76.2,Emissions Exceedance Flag
STLA-RDE-4919,171.2,28.9,70.8,46.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-4920,327.1,41.4,94.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4921,311.6,73.3,88.6,21.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-4922,195.8,78.1,43.2,88.1,Emissions Exceedance Flag
STLA-RDE-4923,229.3,16.0,92.5,17.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4924,163.1,21.1,76.3,38.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-4925,212.2,49.5,71.1,59.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4926,262.5,64.4,80.7,34.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4927,377.7,53.2,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4928,188.2,67.9,45.3,99.5,Emissions Exceedance Flag
STLA-RDE-4929,147.9,34.3,52.7,93.9,Emissions Exceedance Flag
STLA-RDE-4930,199.2,64.2,55.3,101.2,Emissions Exceedance Flag
STLA-RDE-4931,435.8,71.4,97.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4932,484.8,41.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4933,143.5,22.9,66.5,59.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4934,292.6,71.9,85.6,28.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4935,180.6,31.6,71.9,56.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-4936,209.7,39.5,76.1,47.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4937,151.2,58.8,22.5,156.4,Emissions Exceedance Flag
STLA-RDE-4938,223.8,23.5,88.2,22.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-4939,177.2,15.0,86.0,26.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4940,352.3,41.4,96.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4941,249.0,51.2,81.7,29.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-4942,148.4,67.0,10.0,154.2,Emissions Exceedance Flag
STLA-RDE-4943,301.1,29.0,94.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4944,155.6,14.4,82.1,35.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-4945,169.7,24.3,74.9,48.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-4946,363.9,65.6,94.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4947,215.0,78.1,56.0,73.1,Emissions Exceedance Flag
STLA-RDE-4948,152.0,64.7,15.6,149.8,Emissions Exceedance Flag
STLA-RDE-4949,348.1,17.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-4950,149.2,11.3,84.6,27.6,Euro 7 Compliant (<60mg/km)
