Cold_Start_ID,Ambient_Temp_C,Heated_Fuel_Rail_Temp_C,Direct_Injection_Pressure_Bar,Ethanol_Vaporization_pct,Engine_Crank_Time_s,Ignition_Status
BIOFLEX-E100-2344,6.8,53.4,224.2,65.4,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2345,-2.5,58.3,217.4,63.7,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2346,25.6,74.6,244.1,86.3,1.3,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2347,31.1,83.2,264.8,95.1,1.25,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2348,15.0,62.8,217.3,69.8,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2349,6.0,63.5,246.8,71.4,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2350,7.3,52.9,223.1,59.1,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2351,8.6,72.1,251.1,80.2,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2352,24.0,71.8,255.7,84.1,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2353,3.3,55.2,212.2,66.5,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2354,-2.5,56.3,230.7,60.8,1.72,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2355,27.4,82.8,265.1,96.8,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2356,18.8,64.6,227.2,73.5,1.34,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2357,-5.0,46.6,229.3,55.0,1.83,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2358,7.9,60.7,230.2,68.0,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2359,14.0,73.9,249.9,86.6,1.33,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2360,23.0,76.7,244.4,90.0,1.28,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2361,-0.0,49.0,215.8,55.0,1.7,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2362,14.1,66.6,248.7,72.9,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2363,30.5,75.6,253.7,88.4,1.4,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2364,19.2,74.1,247.5,85.8,1.42,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2365,23.5,69.8,249.5,80.5,1.25,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2366,1.0,47.4,207.0,55.0,1.99,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2367,2.9,48.7,218.4,58.5,1.64,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2368,2.2,66.5,234.6,77.4,1.46,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2369,29.1,80.4,240.3,91.6,0.99,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2370,12.8,74.6,261.4,86.6,1.08,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2371,13.8,72.7,251.1,87.0,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2372,25.0,72.2,253.2,90.0,0.96,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2373,19.1,64.4,235.2,70.2,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2374,11.7,72.9,252.8,83.2,1.28,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2375,11.3,72.7,244.9,84.2,1.31,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2376,6.5,64.2,248.7,76.5,1.38,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2377,13.7,74.1,254.8,87.2,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2378,24.0,80.6,261.5,94.3,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2379,19.3,74.0,251.7,85.7,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2380,16.0,62.4,228.4,72.3,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2381,-0.1,63.4,238.3,72.0,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2382,9.3,65.2,225.5,73.1,1.52,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2383,4.7,67.5,246.1,74.3,1.46,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2384,10.3,67.5,235.1,78.0,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2385,-4.7,49.7,222.5,57.1,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2386,2.4,63.3,224.8,76.5,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2387,15.6,76.1,256.4,88.5,1.29,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2388,2.6,55.2,222.0,61.7,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2389,24.8,73.7,255.0,88.1,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2390,31.5,88.0,279.5,99.8,1.01,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2391,3.8,48.9,232.9,57.1,1.76,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2392,10.9,59.3,239.7,64.3,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2393,2.8,63.8,228.9,73.7,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2394,29.1,88.0,265.6,99.8,0.89,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2395,31.9,88.0,274.7,99.8,0.9,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2396,12.7,64.5,243.9,76.6,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2397,19.5,82.1,252.4,92.9,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2398,25.3,86.6,269.9,99.8,1.11,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2399,16.8,76.7,240.3,87.4,1.3,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2400,6.4,66.2,243.9,78.4,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2401,18.0,69.1,236.8,76.3,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2402,9.4,56.5,225.7,65.5,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2403,8.2,54.5,220.0,63.1,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2404,27.4,84.9,278.8,95.8,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2405,23.3,71.2,247.4,85.8,1.02,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2406,6.8,68.0,227.0,77.8,1.24,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2407,0.8,61.0,215.3,70.6,1.78,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2408,5.5,66.7,246.0,73.2,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2409,14.6,63.4,221.4,70.8,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2410,-3.6,50.0,202.8,57.3,1.92,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2411,12.6,57.9,216.5,70.2,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2412,1.0,55.8,225.8,67.6,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2413,19.8,72.1,244.5,83.8,1.18,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2414,30.6,87.3,272.2,99.8,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2415,26.9,82.4,253.8,94.3,0.81,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2416,20.7,67.6,236.2,76.6,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2417,30.2,80.1,260.7,89.4,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2418,20.2,77.0,263.3,89.8,1.43,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2419,10.3,71.6,257.7,78.7,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2420,22.7,76.2,240.4,86.3,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2421,-3.2,45.7,202.6,55.0,1.76,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2422,14.4,67.3,226.0,75.5,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2423,-1.2,52.8,222.5,58.8,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2424,-4.9,51.3,223.1,59.8,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2425,26.9,85.3,273.0,99.8,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2426,21.7,77.8,251.0,88.5,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2427,4.4,67.3,233.9,77.9,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2428,7.0,70.0,241.9,77.1,1.12,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2429,13.3,67.5,238.2,77.9,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2430,14.2,73.2,243.4,83.3,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2431,22.6,75.5,250.3,87.9,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2432,31.6,88.0,275.7,99.8,1.09,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2433,8.5,63.7,229.4,73.5,1.28,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2434,17.0,63.2,242.1,70.5,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2435,8.3,66.7,251.1,79.1,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2436,9.8,74.5,256.8,86.8,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2437,17.4,72.4,241.7,81.1,1.27,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2438,29.0,75.0,256.6,86.1,1.42,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2439,-2.7,60.8,238.4,72.1,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2440,9.0,71.6,254.9,80.7,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2441,18.0,64.8,211.6,74.1,1.46,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2442,29.2,80.8,262.5,91.9,1.31,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2443,28.7,77.0,247.8,86.6,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2444,11.8,72.2,240.3,81.6,1.38,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2445,16.3,80.0,255.0,93.0,1.16,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2446,12.2,73.2,247.6,86.9,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2447,10.3,60.4,218.2,67.2,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2448,27.9,82.5,273.5,98.5,1.04,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2449,2.1,60.2,226.0,67.8,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2450,-0.4,60.2,233.1,69.1,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2451,16.1,71.0,241.8,85.5,1.18,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2452,1.5,54.2,232.8,66.1,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2453,27.8,76.7,259.6,88.8,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2454,11.1,64.7,247.1,74.8,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2455,9.2,66.6,258.7,79.2,1.31,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2456,31.5,88.0,272.0,99.8,1.05,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2457,11.6,57.3,239.6,66.6,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2458,-3.6,46.9,203.5,55.0,1.86,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2459,9.4,64.8,237.0,73.1,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2460,1.1,60.6,231.8,70.4,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2461,-3.6,54.7,219.0,67.4,1.38,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2462,-3.6,54.0,206.4,66.1,1.59,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2463,3.2,60.2,246.7,66.5,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2464,-3.1,57.0,226.9,62.1,1.74,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2465,16.5,62.8,234.9,72.8,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2466,22.9,72.3,249.2,82.9,1.11,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2467,8.3,53.6,224.2,59.9,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2468,0.3,51.3,218.2,60.6,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2469,-4.5,52.3,232.7,59.2,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2470,24.2,69.3,245.7,79.0,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2471,6.8,62.6,236.6,71.2,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2472,-1.3,46.3,202.1,55.0,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2473,-3.8,59.2,228.8,65.2,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2474,10.3,72.7,256.1,81.7,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2475,18.9,70.5,242.4,81.2,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2476,19.3,81.6,250.9,94.5,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2477,22.6,71.7,245.7,82.0,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2478,12.4,71.8,247.1,84.6,1.38,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2479,-2.2,62.4,241.2,70.5,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2480,5.2,65.5,238.1,72.3,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2481,1.0,55.4,226.0,62.6,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2482,5.6,57.6,230.8,69.2,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2483,4.3,62.1,240.1,71.1,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2484,10.7,59.5,220.9,64.2,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2485,9.9,66.4,241.6,75.3,1.48,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2486,18.3,73.8,230.6,84.1,1.21,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2487,25.6,75.0,251.3,88.6,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2488,-1.0,55.2,224.0,67.8,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2489,20.3,68.0,246.0,80.3,1.31,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2490,25.6,72.2,234.0,86.3,1.16,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2491,6.6,70.1,247.7,79.8,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2492,17.9,76.3,242.6,89.7,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2493,29.7,86.6,258.3,98.0,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2494,22.5,79.5,255.9,90.4,1.05,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2495,-2.2,52.9,220.1,61.9,1.72,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2496,29.1,79.4,256.5,92.9,0.9,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2497,8.9,60.7,242.6,66.7,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2498,-4.8,45.0,218.5,55.0,1.91,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2499,21.2,74.1,259.3,85.1,1.35,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2500,27.0,77.1,254.8,90.4,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2501,-2.5,50.7,219.6,56.4,1.74,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2502,8.1,71.7,249.4,82.8,1.24,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2503,2.1,60.9,231.4,68.6,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2504,22.3,86.2,259.9,99.1,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2505,-3.9,45.3,212.2,55.0,1.86,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2506,29.4,88.0,274.5,99.8,1.02,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2507,4.9,55.4,234.1,62.4,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2508,18.8,75.8,241.1,83.5,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2509,-1.4,50.9,225.1,55.9,2.0,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2510,24.6,76.4,259.0,90.4,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2511,1.6,54.5,228.8,62.6,1.64,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2512,6.7,65.2,246.8,78.7,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2513,-4.7,45.8,209.7,55.0,1.82,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2514,5.6,67.5,236.7,78.4,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2515,12.2,72.5,247.1,82.4,1.19,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2516,27.3,78.5,255.7,91.9,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2517,30.1,86.3,257.2,99.8,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2518,27.7,78.0,256.5,89.7,1.16,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2519,17.6,72.0,242.8,81.9,1.27,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2520,2.3,52.2,232.0,58.4,1.87,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2521,14.3,69.5,248.2,79.3,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2522,10.0,70.5,246.6,82.1,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2523,24.0,88.0,255.8,99.8,1.02,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2524,-2.5,49.9,221.9,57.6,1.93,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2525,22.4,72.3,253.7,82.6,1.22,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2526,11.2,62.1,237.1,71.2,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2527,26.1,85.5,256.5,99.6,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2528,31.5,79.2,257.2,94.1,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2529,-2.8,50.7,229.8,59.3,1.72,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2530,31.6,79.7,236.4,92.7,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2531,17.9,64.8,245.2,76.6,1.46,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2532,18.3,74.0,246.5,88.4,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2533,18.6,73.0,238.8,82.2,1.2,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2534,29.4,80.8,266.6,98.1,0.93,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2535,-0.1,48.1,214.1,55.4,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2536,11.8,62.9,240.6,71.3,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2537,22.0,78.5,260.6,92.8,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2538,1.7,62.4,237.5,76.5,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2539,0.6,60.0,227.5,69.5,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2540,16.8,64.0,229.9,72.1,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2541,25.1,82.4,249.1,95.6,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2542,17.5,63.8,232.4,72.8,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2543,1.0,52.0,216.3,55.1,1.81,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2544,26.5,85.6,274.0,99.8,0.98,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2545,3.2,58.6,237.0,64.6,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2546,21.3,77.2,246.1,92.1,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2547,-0.3,59.7,238.7,69.2,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2548,26.2,79.3,264.4,93.4,1.04,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2549,6.4,63.2,239.5,75.3,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2550,0.4,57.2,222.9,64.7,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2551,8.6,62.8,238.0,77.0,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2552,24.6,88.0,265.8,98.7,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2553,-3.5,54.5,214.7,62.3,1.72,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2554,6.3,61.8,251.6,73.3,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2555,14.5,78.2,262.3,88.6,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2556,1.5,55.8,229.0,64.3,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2557,9.8,68.3,229.7,77.3,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2558,11.0,56.2,230.7,64.7,1.89,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2559,21.6,75.0,244.9,86.9,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2560,14.5,70.9,242.3,79.6,1.31,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2561,19.1,66.3,250.6,76.1,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2562,-4.0,45.0,211.2,55.0,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2563,4.9,50.8,213.5,61.9,1.74,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2564,9.4,60.1,220.9,69.6,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2565,11.1,61.5,230.3,71.4,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2566,25.8,76.1,256.8,84.3,1.21,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2567,9.7,62.5,238.1,70.7,1.52,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2568,12.9,65.9,228.7,76.0,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2569,30.3,85.7,253.2,98.9,0.75,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2570,7.6,71.3,253.8,84.5,1.19,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2571,18.3,63.6,233.9,74.6,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2572,15.0,61.6,235.9,65.8,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2573,30.1,81.9,275.2,95.4,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2574,-3.7,56.9,236.2,63.3,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2575,29.1,79.8,240.5,93.9,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2576,-3.4,47.4,217.1,55.0,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2577,1.2,57.5,224.3,64.5,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2578,-4.0,48.0,211.5,55.0,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2579,22.7,70.8,241.5,79.3,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2580,29.4,86.5,264.1,98.9,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2581,22.7,78.8,261.7,90.5,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2582,29.4,88.0,274.7,99.8,1.13,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2583,29.9,85.1,257.2,99.5,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2584,25.0,84.9,270.2,95.5,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2585,-1.9,57.9,225.2,67.3,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2586,21.8,72.7,243.4,80.7,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2587,13.0,75.1,260.3,86.6,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2588,-3.1,45.0,207.1,55.0,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2589,10.4,74.7,259.7,86.7,1.03,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2590,-0.5,64.1,232.3,71.7,1.38,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2591,0.2,47.9,202.8,55.0,1.7,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2592,20.9,66.0,228.4,75.3,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2593,17.6,73.6,230.2,82.8,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2594,18.8,64.1,236.2,74.7,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2595,18.8,81.9,265.3,95.8,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2596,5.3,65.1,237.6,72.8,1.61,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2597,7.3,72.1,248.4,86.1,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-2598,7.3,55.9,220.9,65.8,1.61,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-2599,18.1,82.4,258.5,94.7,1.26,Instant E100 Cold-Start Ignition (<1.0s)
