eAxle_Event_ID,Vehicle_Speed_kmh,Demanded_Torque_Nm,Clutch_Disconnect_Duration_ms,Friction_Drag_Loss_Joules,Disconnection_Quality
MAGNA-eAXLE-2338,117.7,381.4,49.2,1221.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2339,44.8,449.1,42.7,923.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2340,157.2,63.8,59.4,288.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2341,144.4,238.5,54.9,704.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2342,61.0,211.8,40.6,718.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2343,144.2,404.4,47.5,1393.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2344,81.9,315.1,42.4,693.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2345,74.8,135.8,50.2,479.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2346,67.2,229.9,41.3,678.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2347,68.3,63.7,43.5,164.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2348,152.9,311.2,56.9,962.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2349,128.7,135.3,55.4,554.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2350,57.4,185.7,38.5,458.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2351,113.3,366.7,41.9,909.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2352,144.0,308.7,53.4,959.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2353,94.1,153.8,50.5,414.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2354,72.3,300.1,42.5,882.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2355,152.6,341.0,55.6,1533.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2356,145.0,268.3,53.6,986.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2357,98.4,329.5,51.9,1224.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2358,101.8,212.8,45.5,651.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2359,142.6,432.3,53.0,1185.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2360,85.1,311.9,47.1,916.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2361,133.5,428.9,52.8,1426.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2362,73.9,420.5,53.8,1129.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2363,74.3,223.7,41.7,696.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2364,74.1,109.0,49.0,283.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2365,150.3,428.6,50.5,1632.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2366,84.0,401.5,40.9,900.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2367,104.3,194.4,47.7,645.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2368,69.3,145.5,41.1,346.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2369,146.8,112.3,57.3,507.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2370,61.7,411.0,43.9,1083.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2371,117.2,286.2,49.1,1057.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2372,141.3,197.2,59.8,646.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2373,114.6,141.1,57.6,590.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2374,117.5,67.3,49.6,279.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2375,70.9,143.5,45.7,313.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2376,49.3,50.4,42.8,133.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2377,63.7,323.7,44.3,923.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2378,119.2,360.6,50.5,1568.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2379,137.5,347.2,57.6,1090.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2380,95.3,61.8,46.8,136.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2381,40.3,141.4,43.1,392.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2382,111.1,161.4,44.1,534.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2383,93.9,209.3,41.5,554.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2384,86.6,116.0,41.0,317.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2385,52.1,246.6,44.0,645.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2386,99.3,357.8,48.1,876.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2387,134.4,169.8,65.3,558.2,Engagement Shock / Slow Disconnect
MAGNA-eAXLE-2388,82.7,355.8,38.7,915.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2389,98.2,235.8,52.7,634.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2390,113.4,94.4,49.1,379.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2391,150.1,145.5,53.5,587.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2392,114.0,299.7,52.4,1079.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2393,123.7,447.5,46.3,1333.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2394,133.1,365.2,56.1,1577.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2395,91.4,324.6,42.4,827.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2396,122.6,139.6,51.6,336.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2397,126.3,317.1,54.7,891.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2398,155.9,382.6,55.0,1475.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2399,80.3,346.7,46.3,895.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2400,59.0,148.6,45.8,410.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2401,78.8,97.4,46.3,289.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2402,40.6,376.0,38.7,1149.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2403,41.4,79.2,43.8,194.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2404,60.5,419.8,42.0,1073.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2405,103.7,425.5,50.6,1491.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2406,75.7,371.5,45.7,811.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2407,87.1,137.8,54.9,477.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2408,74.4,304.0,43.4,1104.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2409,62.9,190.0,38.3,438.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2410,70.9,394.4,50.9,1592.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2411,132.8,298.1,53.4,844.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2412,50.6,321.0,42.4,1011.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2413,144.2,308.3,53.9,1190.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2414,60.8,339.3,53.4,1311.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2415,143.7,290.5,57.1,1225.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2416,139.6,257.9,48.9,835.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2417,44.8,448.0,34.0,1088.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2418,40.8,398.9,40.7,1157.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2419,123.1,210.8,57.1,1029.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2420,86.1,317.4,51.2,1346.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2421,129.4,398.3,56.7,1935.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2422,87.9,191.3,50.0,448.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2423,66.3,211.5,55.9,995.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2424,86.1,113.4,53.4,297.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2425,74.5,380.0,49.0,1180.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2426,71.1,227.9,43.3,558.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2427,72.0,129.2,45.4,358.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2428,120.6,337.2,47.5,1074.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2429,123.0,277.0,51.0,1097.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2430,69.5,96.9,37.2,259.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2431,61.0,152.5,44.5,393.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2432,64.0,417.8,40.8,1087.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2433,81.6,392.4,51.1,1137.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2434,50.4,63.4,38.6,138.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2435,123.7,267.7,53.7,860.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2436,67.0,254.7,44.9,648.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2437,72.9,387.8,51.0,1381.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2438,61.5,267.6,45.4,1051.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2439,81.9,76.7,46.0,222.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2440,90.3,175.0,43.1,466.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2441,47.2,204.9,40.4,692.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2442,52.6,220.5,40.6,609.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2443,77.7,390.3,36.0,733.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2444,159.1,268.0,53.0,852.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2445,47.3,371.1,39.8,960.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2446,89.4,186.0,41.1,639.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2447,101.8,97.9,50.0,387.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2448,127.4,237.6,56.3,959.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2449,78.6,91.2,45.2,267.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2450,93.8,294.2,50.9,1118.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2451,67.4,160.5,44.5,538.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2452,101.0,448.0,52.7,1262.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2453,99.4,177.8,55.9,743.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2454,68.2,208.4,47.9,489.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2455,77.8,124.8,49.8,432.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2456,71.4,50.4,47.6,158.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2457,42.1,360.0,44.2,1182.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2458,80.3,303.9,51.7,1275.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2459,88.6,99.4,47.8,345.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2460,72.4,294.0,44.0,825.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2461,91.8,166.2,43.0,563.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2462,61.7,96.4,44.4,239.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2463,96.4,89.6,45.9,344.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2464,123.3,417.0,55.3,1849.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2465,137.4,313.4,54.9,1128.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2466,70.0,356.6,42.4,1032.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2467,126.9,158.3,50.1,535.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2468,142.1,285.1,52.6,1132.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2469,49.3,306.6,47.7,1249.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2470,138.3,104.7,48.2,426.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2471,85.7,242.5,50.3,1023.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2472,75.2,177.8,47.6,653.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2473,99.5,179.1,51.2,540.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2474,125.7,403.8,46.7,1152.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2475,153.4,282.0,48.2,769.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2476,90.4,264.3,48.5,753.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2477,88.2,379.9,40.7,997.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2478,145.2,240.3,60.1,1210.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2479,120.0,289.1,52.3,1014.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2480,108.6,189.1,51.4,661.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2481,77.0,151.9,40.5,493.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2482,157.7,415.2,54.7,1540.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2483,44.2,418.6,43.0,1336.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2484,55.6,252.1,46.1,721.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2485,154.7,146.9,58.3,409.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2486,66.3,257.8,43.5,840.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2487,81.2,388.6,47.1,1338.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2488,54.3,429.0,44.6,980.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2489,80.4,339.3,47.4,904.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2490,45.7,219.7,39.9,523.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2491,140.3,171.3,45.4,446.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2492,86.5,233.5,44.1,768.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2493,145.6,222.8,61.5,711.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2494,144.9,289.6,55.4,764.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2495,147.6,223.8,60.9,1136.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2496,44.3,133.6,38.6,313.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2497,53.4,423.1,41.7,925.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2498,146.0,103.1,54.3,451.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2499,124.9,79.3,47.7,271.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2500,110.7,180.5,41.7,599.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2501,46.4,62.5,43.5,195.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2502,91.3,223.6,43.8,632.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2503,49.9,325.1,44.2,998.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2504,148.4,67.6,51.9,185.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2505,42.6,437.7,38.8,1085.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2506,102.6,292.8,53.0,810.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2507,51.7,173.3,38.6,471.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2508,70.0,221.0,35.6,653.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2509,58.2,448.6,41.0,1323.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2510,40.8,129.0,37.5,326.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2511,117.9,172.8,49.4,624.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2512,85.8,217.1,50.8,879.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2513,102.0,186.7,44.9,552.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2514,88.8,357.4,50.9,1210.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2515,153.0,71.8,57.2,261.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2516,130.8,439.8,48.8,1623.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2517,107.6,412.9,54.4,1280.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2518,147.4,299.6,50.6,836.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2519,69.9,247.3,40.2,592.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2520,101.0,375.2,46.4,1368.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2521,82.4,385.0,45.5,895.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2522,84.0,204.2,44.9,604.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2523,98.8,205.0,46.9,548.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2524,104.4,210.2,44.5,774.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2525,62.6,439.4,45.1,1394.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2526,81.2,229.2,50.3,670.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2527,56.0,239.7,47.9,899.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2528,157.8,352.7,55.4,1198.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2529,120.5,221.3,48.1,649.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2530,119.8,183.9,56.2,548.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2531,55.6,435.9,35.5,1086.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2532,105.3,179.6,45.8,464.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2533,156.0,197.0,50.0,795.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2534,116.6,307.3,50.0,786.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2535,136.8,299.2,52.9,1190.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2536,155.1,431.4,54.0,1457.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2537,88.4,338.1,39.9,1062.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2538,93.0,403.6,50.8,1254.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2539,71.1,419.3,51.5,1072.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2540,142.2,115.1,49.1,301.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2541,144.9,199.6,54.5,828.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2542,120.5,320.4,57.5,1261.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2543,65.5,238.3,41.2,508.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2544,109.1,440.0,42.6,1232.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2545,133.7,177.0,49.4,665.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2546,53.2,205.9,43.1,516.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2547,100.6,105.3,51.8,440.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2548,133.5,335.6,58.3,1523.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2549,69.1,301.6,41.9,696.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2550,63.2,141.9,52.3,390.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2551,133.7,105.8,64.8,350.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2552,130.0,213.9,53.3,694.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2553,75.4,81.3,47.8,292.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2554,44.4,134.8,41.0,428.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2555,143.3,368.2,58.3,1461.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2556,122.3,281.2,54.7,1047.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2557,86.6,264.4,50.5,636.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2558,106.0,54.7,45.2,155.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2559,155.9,79.5,57.3,274.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2560,120.1,375.4,55.4,1755.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2561,46.5,159.2,43.8,527.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2562,45.8,436.1,41.6,1003.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2563,108.4,193.3,53.4,532.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2564,61.5,321.6,43.7,1184.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2565,54.6,295.0,36.5,731.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2566,122.2,295.7,53.4,1238.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2567,124.9,189.6,45.7,516.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2568,61.9,391.7,45.3,918.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2569,148.2,431.2,57.0,1952.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2570,50.5,445.0,42.4,1002.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2571,88.4,397.3,47.6,1216.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2572,61.9,219.5,37.9,508.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2573,147.5,223.3,53.2,608.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2574,67.1,151.1,47.5,438.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2575,157.7,418.6,60.0,2107.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2576,91.0,225.1,44.3,599.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2577,139.2,358.3,58.2,1676.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2578,122.5,420.3,50.5,1818.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2579,73.1,118.2,45.7,278.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2580,60.5,158.9,37.6,346.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2581,54.2,101.4,43.8,382.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2582,88.9,147.0,56.2,447.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2583,142.8,384.3,57.7,1801.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2584,148.3,115.2,55.7,324.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2585,52.0,211.1,37.7,629.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2586,68.6,276.0,46.4,852.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2587,74.0,193.4,46.7,718.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2588,148.8,332.8,57.0,1455.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2589,123.1,141.6,49.1,335.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2590,128.4,355.9,48.0,1239.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2591,113.3,123.1,53.9,512.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2592,64.7,289.0,38.2,775.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-2593,59.9,202.8,49.1,530.3,Optimal Smooth AWD Disconnect (<55ms)
