Chassis_Telemetry_ID,Lateral_Acceleration_G,Hydraulic_Circuit_Pressure_Bar,Vehicle_Body_Roll_deg,Straightaway_Compliance_pct,PCC_Active_State
MCLAREN-750S-2304,1.3,88.9,0.95,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2305,0.91,71.7,1.36,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2306,0.35,46.1,1.8,90.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2307,0.83,64.9,1.34,82.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2308,0.45,45.5,1.89,86.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2309,1.04,75.3,0.86,76.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2310,0.85,68.5,1.3,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2311,0.75,61.9,1.26,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2312,0.91,70.7,1.02,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2313,0.14,32.2,2.01,95.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2314,0.13,29.0,2.0,99.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2315,0.92,69.1,1.18,79.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2316,0.28,36.1,2.08,93.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2317,1.25,86.0,0.82,78.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2318,0.25,36.0,2.16,93.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2319,0.95,68.8,1.3,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2320,0.91,67.5,1.11,81.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2321,0.26,37.8,1.97,93.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2322,1.12,78.7,1.06,74.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2323,0.63,50.3,1.53,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2324,0.94,71.8,1.31,75.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2325,1.18,77.6,1.19,71.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2326,0.22,36.9,2.1,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2327,1.24,88.9,0.9,77.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2328,0.18,32.8,2.01,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2329,0.21,34.4,2.18,92.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2330,1.36,93.4,0.84,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2331,1.3,85.2,1.03,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2332,0.74,60.8,1.44,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2333,1.29,90.8,0.62,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2334,0.45,48.2,1.82,88.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2335,0.19,38.4,2.15,94.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2336,0.54,49.3,1.65,85.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2337,0.64,55.3,1.57,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2338,1.24,83.6,1.0,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2339,1.15,80.0,0.97,75.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2340,0.11,26.6,2.21,93.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2341,0.45,48.5,1.52,85.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2342,0.5,47.3,1.65,87.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2343,0.54,47.7,1.77,85.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2344,0.21,38.9,1.87,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2345,0.31,33.2,1.99,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2346,0.92,65.8,1.15,77.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2347,1.44,95.2,0.65,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2348,0.63,57.0,1.69,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2349,0.34,37.5,2.03,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2350,0.25,35.6,1.89,91.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2351,1.34,87.1,0.9,71.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2352,0.24,31.8,2.1,91.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2353,0.95,68.1,1.18,80.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2354,0.64,58.2,1.75,82.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2355,0.94,74.6,1.22,79.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2356,1.19,85.6,0.82,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2357,1.11,81.1,0.92,77.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2358,1.32,88.1,0.79,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2359,0.79,64.3,1.43,82.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2360,0.98,76.0,1.23,81.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2361,1.29,86.2,0.78,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2362,0.61,53.9,1.66,86.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2363,0.18,32.4,2.05,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2364,1.29,86.5,0.93,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2365,0.51,42.5,1.97,88.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2366,0.32,45.2,1.74,90.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2367,1.45,95.8,0.71,68.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2368,1.38,87.5,1.0,70.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2369,0.69,61.8,1.45,86.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2370,1.34,91.5,0.87,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2371,0.79,67.0,1.32,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2372,0.51,44.2,2.0,92.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2373,1.12,77.3,1.03,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2374,0.47,50.3,1.59,90.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2375,0.65,59.1,1.42,79.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2376,0.9,65.9,1.47,80.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2377,0.27,33.7,2.0,91.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2378,0.23,33.0,2.16,92.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2379,1.41,90.8,0.91,72.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2380,0.7,57.9,1.58,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2381,0.65,59.8,1.61,84.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2382,0.34,40.9,1.78,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2383,0.38,43.3,1.73,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2384,0.97,70.6,1.3,78.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2385,0.62,55.7,1.59,83.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2386,1.0,73.4,1.04,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2387,0.16,34.0,2.14,92.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2388,0.73,60.3,1.37,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2389,0.31,38.6,2.09,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2390,0.68,61.0,1.47,86.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2391,1.16,77.2,1.06,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2392,1.04,77.2,1.05,77.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2393,0.77,60.4,1.4,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2394,0.41,47.1,1.86,90.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2395,0.83,65.8,1.23,81.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2396,0.2,36.8,1.98,91.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2397,0.31,37.6,1.94,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2398,1.01,73.7,1.17,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2399,1.33,85.5,0.97,71.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2400,0.58,45.0,1.88,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2401,0.97,70.8,1.23,79.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2402,0.98,71.4,1.09,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2403,1.04,73.8,1.24,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2404,0.85,63.0,1.31,77.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2405,1.08,80.6,1.11,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2406,0.24,44.2,1.92,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2407,1.16,80.8,0.86,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2408,0.83,65.4,1.4,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2409,1.27,84.0,1.07,70.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2410,0.41,50.0,1.58,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2411,0.82,60.2,1.52,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2412,1.09,74.7,1.3,78.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2413,0.87,71.6,1.26,78.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2414,0.85,65.7,1.38,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2415,1.43,92.7,0.75,69.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2416,0.45,45.5,1.63,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2417,0.34,38.7,2.01,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2418,1.13,79.1,1.14,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2419,0.88,69.5,1.2,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2420,1.16,80.4,1.18,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2421,0.28,36.5,1.95,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2422,0.92,70.4,1.34,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2423,0.41,48.8,1.75,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2424,1.28,89.7,1.01,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2425,0.92,71.2,1.21,75.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2426,1.22,82.9,0.83,75.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2427,0.91,73.1,1.15,78.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2428,1.35,92.4,0.96,69.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2429,0.3,42.1,1.7,96.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2430,1.36,88.1,0.93,71.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2431,1.15,72.1,1.19,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2432,1.29,90.1,0.95,73.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2433,1.46,95.9,0.62,66.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2434,0.52,49.2,1.74,85.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2435,1.1,80.6,1.07,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2436,1.12,80.7,1.05,74.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2437,1.21,82.5,1.08,77.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2438,0.77,67.6,1.33,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2439,0.88,73.1,1.05,82.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2440,1.47,97.8,0.53,71.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2441,1.41,89.7,0.89,70.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2442,0.65,59.2,1.71,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2443,1.5,96.9,0.73,68.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2444,0.9,70.9,1.29,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2445,1.38,93.1,0.94,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2446,1.3,84.0,0.96,71.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2447,1.29,86.7,0.98,71.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2448,0.25,39.2,1.97,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2449,0.63,54.5,1.62,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2450,0.61,58.5,1.38,84.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2451,1.41,94.1,0.59,71.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2452,0.27,37.1,1.99,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2453,0.31,43.5,1.87,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2454,1.0,69.8,1.3,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2455,0.39,43.8,1.75,88.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2456,1.1,73.1,1.36,77.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2457,1.19,77.6,0.97,78.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2458,0.77,65.3,1.51,82.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2459,1.46,94.3,0.72,68.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2460,0.72,58.4,1.66,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2461,0.99,75.3,1.11,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2462,1.09,83.0,1.0,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2463,1.19,82.4,1.01,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2464,0.15,30.3,2.17,94.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2465,0.63,60.3,1.47,84.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2466,0.48,47.2,1.67,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2467,1.32,91.6,0.58,70.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2468,0.17,29.0,2.2,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2469,0.31,39.5,1.92,90.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2470,0.93,70.6,1.0,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2471,0.23,36.6,1.93,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2472,1.1,75.0,1.04,72.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2473,0.81,60.7,1.33,84.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2474,0.5,45.5,1.74,83.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2475,0.82,66.8,1.47,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2476,0.73,66.9,1.18,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2477,1.33,91.9,0.77,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2478,0.51,50.5,1.73,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2479,0.17,36.1,1.96,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2480,0.42,45.0,1.77,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2481,0.45,44.1,1.89,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2482,0.96,71.0,1.27,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2483,0.82,71.2,1.25,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2484,0.89,68.8,1.33,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2485,0.16,31.1,2.02,96.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2486,0.39,44.9,1.82,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2487,0.76,59.9,1.46,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2488,0.78,60.1,1.62,79.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2489,1.25,84.2,0.87,75.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2490,1.25,85.3,1.02,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2491,0.62,57.2,1.49,85.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2492,1.44,91.9,0.9,68.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2493,1.19,81.4,1.2,74.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2494,0.41,37.0,1.92,92.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2495,1.04,72.4,1.16,76.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2496,0.56,50.5,1.48,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2497,1.31,94.7,0.79,73.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2498,1.38,92.8,0.61,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2499,1.01,71.5,1.23,81.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2500,0.51,54.1,1.5,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2501,1.2,85.5,0.9,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2502,0.35,44.9,1.89,89.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2503,1.11,75.4,0.85,77.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2504,0.28,36.2,1.91,91.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2505,0.29,43.2,1.87,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2506,0.81,63.1,1.2,83.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2507,1.3,84.6,1.11,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2508,0.94,67.0,1.33,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2509,1.42,94.1,0.82,70.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2510,0.57,56.8,1.64,86.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2511,0.79,67.8,1.23,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2512,1.04,74.2,1.31,77.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2513,0.96,72.0,1.09,78.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2514,1.19,90.0,0.73,72.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2515,0.22,34.5,1.92,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2516,1.24,87.6,1.03,74.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2517,0.98,70.4,1.28,77.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2518,0.5,54.1,1.72,87.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2519,0.16,36.4,2.1,91.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2520,1.33,93.0,0.73,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2521,0.97,73.3,1.18,80.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2522,1.48,93.4,0.6,65.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2523,0.42,46.2,1.63,87.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2524,0.71,57.8,1.45,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2525,1.04,75.1,1.17,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2526,0.92,71.8,1.1,78.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2527,1.19,86.3,0.96,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2528,0.67,48.3,1.85,83.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2529,1.33,87.0,0.92,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2530,0.88,67.0,1.3,76.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2531,1.19,81.5,1.11,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2532,0.84,67.2,1.39,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2533,0.19,31.3,1.99,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2534,1.37,84.3,0.89,72.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2535,0.36,44.4,1.74,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2536,1.35,86.2,0.84,71.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2537,1.43,91.0,0.91,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2538,0.14,28.5,2.23,91.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2539,0.53,50.3,1.86,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2540,1.11,75.3,1.1,75.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2541,1.24,83.3,1.05,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2542,1.43,91.9,0.79,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2543,0.62,53.8,1.6,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2544,1.42,99.4,0.64,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2545,1.25,83.6,0.96,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2546,0.85,69.5,1.27,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2547,0.44,43.8,1.67,87.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2548,0.49,52.5,1.67,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2549,0.67,55.6,1.69,85.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2550,0.91,64.9,1.43,82.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2551,0.95,69.8,1.13,76.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2552,1.25,82.3,0.91,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2553,0.36,44.7,1.83,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2554,0.74,62.6,1.45,80.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2555,0.21,30.9,1.95,91.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2556,0.93,65.5,1.3,79.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2557,0.82,63.2,1.36,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2558,1.18,83.2,0.85,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2559,1.12,75.4,1.29,75.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2560,0.76,62.9,1.5,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2561,1.0,69.5,1.27,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2562,0.82,69.4,1.33,82.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2563,0.64,58.3,1.56,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2564,1.43,98.3,0.51,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2565,0.19,34.8,2.12,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2566,0.8,63.3,1.48,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2567,0.98,73.3,1.21,78.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2568,1.25,81.3,1.05,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2569,1.48,97.0,0.6,68.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2570,1.22,78.5,1.06,72.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2571,1.13,83.0,1.08,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2572,0.6,51.0,1.58,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2573,0.68,62.2,1.54,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2574,0.46,47.7,1.86,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2575,1.13,78.1,1.16,77.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2576,0.65,55.2,1.56,84.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2577,0.53,49.8,1.66,86.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2578,0.98,76.0,1.05,78.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2579,0.46,44.7,1.87,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2580,1.31,90.9,0.79,72.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2581,0.78,64.6,1.4,82.4,Comfort Mode Plush Cross-Linked Compliance
