Timestamp,Hour_of_Day,Day_of_Week,Station_Location,Grid_Power_kW,Active_Stalls,Electricity_Rate_kWh,Forecast_Demand_kW
2026-06-07 17:00,17,Sunday,Airport Transit Hub,188.8,1,0.42,190.0
2026-06-07 17:00,17,Sunday,Suburban Plaza,341.8,2,0.42,368.7
2026-06-07 18:00,18,Sunday,Downtown Metro Hub,378.3,3,0.42,374.0
2026-06-07 18:00,18,Sunday,Tech Corridor Supercharger,233.3,1,0.42,228.9
2026-06-07 18:00,18,Sunday,Airport Transit Hub,210.1,1,0.42,209.8
2026-06-07 18:00,18,Sunday,Suburban Plaza,316.2,2,0.42,316.3
2026-06-07 19:00,19,Sunday,Downtown Metro Hub,420.3,3,0.42,408.7
2026-06-07 19:00,19,Sunday,Tech Corridor Supercharger,395.0,3,0.42,370.7
2026-06-07 19:00,19,Sunday,Airport Transit Hub,247.3,2,0.42,242.7
2026-06-07 19:00,19,Sunday,Suburban Plaza,335.2,2,0.42,351.7
2026-06-07 20:00,20,Sunday,Downtown Metro Hub,529.1,4,0.42,527.0
2026-06-07 20:00,20,Sunday,Tech Corridor Supercharger,388.9,3,0.42,400.9
2026-06-07 20:00,20,Sunday,Airport Transit Hub,286.0,2,0.42,290.6
2026-06-07 20:00,20,Sunday,Suburban Plaza,467.3,3,0.42,455.3
2026-06-07 21:00,21,Sunday,Downtown Metro Hub,729.8,6,0.42,720.0
2026-06-07 21:00,21,Sunday,Tech Corridor Supercharger,590.3,4,0.42,609.3
2026-06-07 21:00,21,Sunday,Airport Transit Hub,396.5,3,0.42,393.2
2026-06-07 21:00,21,Sunday,Suburban Plaza,543.4,4,0.42,521.1
2026-06-07 22:00,22,Sunday,Downtown Metro Hub,960.2,8,0.18,1007.7
2026-06-07 22:00,22,Sunday,Tech Corridor Supercharger,764.5,6,0.18,746.7
2026-06-07 22:00,22,Sunday,Airport Transit Hub,576.8,4,0.18,562.4
2026-06-07 22:00,22,Sunday,Suburban Plaza,723.3,6,0.18,770.7
2026-06-07 23:00,23,Sunday,Downtown Metro Hub,1081.3,9,0.18,1075.4
2026-06-07 23:00,23,Sunday,Tech Corridor Supercharger,883.2,7,0.18,938.5
2026-06-07 23:00,23,Sunday,Airport Transit Hub,641.1,5,0.18,615.3
2026-06-07 23:00,23,Sunday,Suburban Plaza,729.3,6,0.18,733.5
2026-06-08 00:00,0,Monday,Downtown Metro Hub,1175.1,9,0.18,1177.4
2026-06-08 00:00,0,Monday,Tech Corridor Supercharger,951.6,7,0.18,935.6
2026-06-08 00:00,0,Monday,Airport Transit Hub,668.3,5,0.18,638.0
2026-06-08 00:00,0,Monday,Suburban Plaza,698.6,5,0.18,705.5
2026-06-08 01:00,1,Monday,Downtown Metro Hub,1133.7,9,0.18,1135.2
2026-06-08 01:00,1,Monday,Tech Corridor Supercharger,911.7,7,0.18,892.6
2026-06-08 01:00,1,Monday,Airport Transit Hub,732.1,6,0.18,650.0
2026-06-08 01:00,1,Monday,Suburban Plaza,686.0,5,0.18,658.3
2026-06-08 02:00,2,Monday,Downtown Metro Hub,978.7,8,0.18,975.5
2026-06-08 02:00,2,Monday,Tech Corridor Supercharger,711.2,5,0.18,730.8
2026-06-08 02:00,2,Monday,Airport Transit Hub,546.0,4,0.18,540.9
2026-06-08 02:00,2,Monday,Suburban Plaza,592.1,4,0.18,594.1
2026-06-08 03:00,3,Monday,Downtown Metro Hub,834.2,6,0.18,826.1
2026-06-08 03:00,3,Monday,Tech Corridor Supercharger,597.5,4,0.18,605.0
2026-06-08 03:00,3,Monday,Airport Transit Hub,434.7,3,0.18,474.5
2026-06-08 03:00,3,Monday,Suburban Plaza,433.7,3,0.18,426.1
2026-06-08 04:00,4,Monday,Downtown Metro Hub,527.4,4,0.18,538.4
2026-06-08 04:00,4,Monday,Tech Corridor Supercharger,369.7,3,0.18,379.2
2026-06-08 04:00,4,Monday,Airport Transit Hub,276.7,2,0.18,268.4
2026-06-08 04:00,4,Monday,Suburban Plaza,336.3,2,0.18,352.5
2026-06-08 05:00,5,Monday,Downtown Metro Hub,420.1,3,0.18,422.4
2026-06-08 05:00,5,Monday,Tech Corridor Supercharger,251.9,2,0.18,265.3
2026-06-08 05:00,5,Monday,Airport Transit Hub,208.4,1,0.18,198.4
2026-06-08 05:00,5,Monday,Suburban Plaza,239.9,1,0.18,239.8
2026-06-08 06:00,6,Monday,Downtown Metro Hub,346.1,2,0.18,364.6
2026-06-08 06:00,6,Monday,Tech Corridor Supercharger,314.8,2,0.18,341.7
2026-06-08 06:00,6,Monday,Airport Transit Hub,223.0,1,0.18,216.4
2026-06-08 06:00,6,Monday,Suburban Plaza,236.1,1,0.18,233.2
2026-06-08 07:00,7,Monday,Downtown Metro Hub,355.5,2,0.18,362.3
2026-06-08 07:00,7,Monday,Tech Corridor Supercharger,235.0,1,0.18,241.3
2026-06-08 07:00,7,Monday,Airport Transit Hub,246.1,2,0.18,240.8
2026-06-08 07:00,7,Monday,Suburban Plaza,201.7,1,0.18,200.2
2026-06-08 08:00,8,Monday,Downtown Metro Hub,606.7,5,0.18,607.2
2026-06-08 08:00,8,Monday,Tech Corridor Supercharger,384.3,3,0.18,379.4
2026-06-08 08:00,8,Monday,Airport Transit Hub,289.6,2,0.18,277.8
2026-06-08 08:00,8,Monday,Suburban Plaza,287.9,2,0.18,289.4
2026-06-08 09:00,9,Monday,Downtown Metro Hub,760.3,6,0.18,749.5
2026-06-08 09:00,9,Monday,Tech Corridor Supercharger,573.5,4,0.18,596.9
2026-06-08 09:00,9,Monday,Airport Transit Hub,440.2,3,0.18,429.5
2026-06-08 09:00,9,Monday,Suburban Plaza,431.2,3,0.18,422.9
2026-06-08 10:00,10,Monday,Downtown Metro Hub,950.4,7,0.18,922.6
2026-06-08 10:00,10,Monday,Tech Corridor Supercharger,789.4,6,0.18,770.7
2026-06-08 10:00,10,Monday,Airport Transit Hub,545.5,4,0.18,517.8
2026-06-08 10:00,10,Monday,Suburban Plaza,608.8,5,0.18,588.4
2026-06-08 11:00,11,Monday,Downtown Metro Hub,1111.4,9,0.18,1052.8
2026-06-08 11:00,11,Monday,Tech Corridor Supercharger,941.6,7,0.18,969.4
2026-06-08 11:00,11,Monday,Airport Transit Hub,589.6,4,0.18,603.4
2026-06-08 11:00,11,Monday,Suburban Plaza,665.1,5,0.18,662.8
2026-06-08 12:00,12,Monday,Downtown Metro Hub,1192.7,9,0.18,1151.0
2026-06-08 12:00,12,Monday,Tech Corridor Supercharger,959.8,7,0.18,1031.4
2026-06-08 12:00,12,Monday,Airport Transit Hub,692.4,5,0.18,722.9
2026-06-08 12:00,12,Monday,Suburban Plaza,663.9,5,0.18,620.1
2026-06-08 13:00,13,Monday,Downtown Metro Hub,1112.5,9,0.18,1072.0
2026-06-08 13:00,13,Monday,Tech Corridor Supercharger,896.0,7,0.18,897.7
2026-06-08 13:00,13,Monday,Airport Transit Hub,640.6,5,0.18,638.0
2026-06-08 13:00,13,Monday,Suburban Plaza,688.7,5,0.18,619.8
2026-06-08 14:00,14,Monday,Downtown Metro Hub,968.2,8,0.18,959.4
2026-06-08 14:00,14,Monday,Tech Corridor Supercharger,750.0,6,0.18,770.5
2026-06-08 14:00,14,Monday,Airport Transit Hub,640.1,5,0.18,665.0
2026-06-08 14:00,14,Monday,Suburban Plaza,591.6,4,0.18,584.7
2026-06-08 15:00,15,Monday,Downtown Metro Hub,851.1,7,0.18,844.3
2026-06-08 15:00,15,Monday,Tech Corridor Supercharger,624.7,5,0.18,642.8
2026-06-08 15:00,15,Monday,Airport Transit Hub,424.3,3,0.18,466.7
2026-06-08 15:00,15,Monday,Suburban Plaza,376.2,3,0.18,379.1
2026-06-08 16:00,16,Monday,Downtown Metro Hub,606.1,5,0.42,632.6
2026-06-08 16:00,16,Monday,Tech Corridor Supercharger,437.7,3,0.42,426.8
2026-06-08 16:00,16,Monday,Airport Transit Hub,335.9,2,0.42,326.2
2026-06-08 16:00,16,Monday,Suburban Plaza,303.5,2,0.42,295.5
2026-06-08 17:00,17,Monday,Downtown Metro Hub,396.7,3,0.42,395.5
2026-06-08 17:00,17,Monday,Tech Corridor Supercharger,300.2,2,0.42,287.7
2026-06-08 17:00,17,Monday,Airport Transit Hub,228.6,1,0.42,229.4
2026-06-08 17:00,17,Monday,Suburban Plaza,271.2,2,0.42,272.2
2026-06-08 18:00,18,Monday,Downtown Metro Hub,387.2,3,0.42,374.2
2026-06-08 18:00,18,Monday,Tech Corridor Supercharger,256.3,2,0.42,242.2
2026-06-08 18:00,18,Monday,Airport Transit Hub,223.4,1,0.42,232.1
2026-06-08 18:00,18,Monday,Suburban Plaza,200.6,1,0.42,192.1
2026-06-08 19:00,19,Monday,Downtown Metro Hub,424.8,3,0.42,439.3
2026-06-08 19:00,19,Monday,Tech Corridor Supercharger,251.9,2,0.42,265.9
2026-06-08 19:00,19,Monday,Airport Transit Hub,219.8,1,0.42,218.0
2026-06-08 19:00,19,Monday,Suburban Plaza,252.9,2,0.42,249.6
2026-06-08 20:00,20,Monday,Downtown Metro Hub,560.1,4,0.42,560.6
2026-06-08 20:00,20,Monday,Tech Corridor Supercharger,480.3,4,0.42,479.0
2026-06-08 20:00,20,Monday,Airport Transit Hub,381.1,3,0.42,397.3
2026-06-08 20:00,20,Monday,Suburban Plaza,347.6,2,0.42,362.0
2026-06-08 21:00,21,Monday,Downtown Metro Hub,797.2,6,0.42,816.3
2026-06-08 21:00,21,Monday,Tech Corridor Supercharger,612.8,5,0.42,555.4
2026-06-08 21:00,21,Monday,Airport Transit Hub,411.9,3,0.42,433.8
2026-06-08 21:00,21,Monday,Suburban Plaza,438.4,3,0.42,418.2
2026-06-08 22:00,22,Monday,Downtown Metro Hub,1005.2,8,0.18,988.5
2026-06-08 22:00,22,Monday,Tech Corridor Supercharger,743.7,6,0.18,739.8
2026-06-08 22:00,22,Monday,Airport Transit Hub,586.0,4,0.18,596.7
2026-06-08 22:00,22,Monday,Suburban Plaza,545.2,4,0.18,591.3
2026-06-08 23:00,23,Monday,Downtown Metro Hub,1128.0,9,0.18,1149.5
2026-06-08 23:00,23,Monday,Tech Corridor Supercharger,868.9,7,0.18,887.3
2026-06-08 23:00,23,Monday,Airport Transit Hub,576.6,4,0.18,559.4
2026-06-08 23:00,23,Monday,Suburban Plaza,632.5,5,0.18,636.1
2026-06-09 00:00,0,Tuesday,Downtown Metro Hub,1217.2,10,0.18,1229.2
2026-06-09 00:00,0,Tuesday,Tech Corridor Supercharger,905.8,7,0.18,840.2
2026-06-09 00:00,0,Tuesday,Airport Transit Hub,635.3,5,0.18,662.1
2026-06-09 00:00,0,Tuesday,Suburban Plaza,666.7,5,0.18,669.1
2026-06-09 01:00,1,Tuesday,Downtown Metro Hub,1137.2,9,0.18,1113.7
2026-06-09 01:00,1,Tuesday,Tech Corridor Supercharger,884.9,7,0.18,949.9
2026-06-09 01:00,1,Tuesday,Airport Transit Hub,642.7,5,0.18,637.4
2026-06-09 01:00,1,Tuesday,Suburban Plaza,584.2,4,0.18,591.7
2026-06-09 02:00,2,Tuesday,Downtown Metro Hub,967.7,8,0.18,933.6
2026-06-09 02:00,2,Tuesday,Tech Corridor Supercharger,774.7,6,0.18,729.8
2026-06-09 02:00,2,Tuesday,Airport Transit Hub,547.4,4,0.18,537.0
2026-06-09 02:00,2,Tuesday,Suburban Plaza,572.9,4,0.18,537.1
2026-06-09 03:00,3,Tuesday,Downtown Metro Hub,750.4,6,0.18,797.0
2026-06-09 03:00,3,Tuesday,Tech Corridor Supercharger,645.1,5,0.18,636.2
2026-06-09 03:00,3,Tuesday,Airport Transit Hub,424.2,3,0.18,399.3
2026-06-09 03:00,3,Tuesday,Suburban Plaza,366.6,3,0.18,355.2
2026-06-09 04:00,4,Tuesday,Downtown Metro Hub,659.9,5,0.18,637.9
2026-06-09 04:00,4,Tuesday,Tech Corridor Supercharger,393.9,3,0.18,381.7
2026-06-09 04:00,4,Tuesday,Airport Transit Hub,315.4,2,0.18,302.6
2026-06-09 04:00,4,Tuesday,Suburban Plaza,346.4,2,0.18,347.1
2026-06-09 05:00,5,Tuesday,Downtown Metro Hub,463.0,3,0.18,457.2
2026-06-09 05:00,5,Tuesday,Tech Corridor Supercharger,251.9,2,0.18,253.8
2026-06-09 05:00,5,Tuesday,Airport Transit Hub,199.6,1,0.18,195.9
2026-06-09 05:00,5,Tuesday,Suburban Plaza,300.3,2,0.18,318.4
2026-06-09 06:00,6,Tuesday,Downtown Metro Hub,386.6,3,0.18,395.0
2026-06-09 06:00,6,Tuesday,Tech Corridor Supercharger,291.3,2,0.18,277.2
2026-06-09 06:00,6,Tuesday,Airport Transit Hub,183.8,1,0.18,176.2
2026-06-09 06:00,6,Tuesday,Suburban Plaza,184.2,1,0.18,180.2
2026-06-09 07:00,7,Tuesday,Downtown Metro Hub,404.1,3,0.18,411.5
2026-06-09 07:00,7,Tuesday,Tech Corridor Supercharger,301.3,2,0.18,311.4
2026-06-09 07:00,7,Tuesday,Airport Transit Hub,200.5,1,0.18,206.0
2026-06-09 07:00,7,Tuesday,Suburban Plaza,225.4,1,0.18,224.8
2026-06-09 08:00,8,Tuesday,Downtown Metro Hub,535.7,4,0.18,526.1
2026-06-09 08:00,8,Tuesday,Tech Corridor Supercharger,414.0,3,0.18,412.9
2026-06-09 08:00,8,Tuesday,Airport Transit Hub,313.0,2,0.18,295.6
2026-06-09 08:00,8,Tuesday,Suburban Plaza,358.3,2,0.18,374.0
2026-06-09 09:00,9,Tuesday,Downtown Metro Hub,775.2,6,0.18,770.0
2026-06-09 09:00,9,Tuesday,Tech Corridor Supercharger,661.8,5,0.18,663.1
2026-06-09 09:00,9,Tuesday,Airport Transit Hub,415.0,3,0.18,408.6
2026-06-09 09:00,9,Tuesday,Suburban Plaza,436.7,3,0.18,426.4
2026-06-09 10:00,10,Tuesday,Downtown Metro Hub,935.5,7,0.18,952.4
2026-06-09 10:00,10,Tuesday,Tech Corridor Supercharger,796.5,6,0.18,826.3
2026-06-09 10:00,10,Tuesday,Airport Transit Hub,568.0,4,0.18,568.4
2026-06-09 10:00,10,Tuesday,Suburban Plaza,528.2,4,0.18,517.1
2026-06-09 11:00,11,Tuesday,Downtown Metro Hub,1147.9,9,0.18,1139.7
2026-06-09 11:00,11,Tuesday,Tech Corridor Supercharger,914.8,7,0.18,911.9
2026-06-09 11:00,11,Tuesday,Airport Transit Hub,621.8,5,0.18,609.1
2026-06-09 11:00,11,Tuesday,Suburban Plaza,601.3,5,0.18,595.1
2026-06-09 12:00,12,Tuesday,Downtown Metro Hub,1210.0,10,0.18,1236.9
2026-06-09 12:00,12,Tuesday,Tech Corridor Supercharger,925.3,7,0.18,962.2
2026-06-09 12:00,12,Tuesday,Airport Transit Hub,657.8,5,0.18,686.6
2026-06-09 12:00,12,Tuesday,Suburban Plaza,706.1,5,0.18,715.9
2026-06-09 13:00,13,Tuesday,Downtown Metro Hub,1183.9,9,0.18,1190.6
2026-06-09 13:00,13,Tuesday,Tech Corridor Supercharger,885.1,7,0.18,930.1
2026-06-09 13:00,13,Tuesday,Airport Transit Hub,687.9,5,0.18,692.6
2026-06-09 13:00,13,Tuesday,Suburban Plaza,644.2,5,0.18,635.5
2026-06-09 14:00,14,Tuesday,Downtown Metro Hub,1039.5,8,0.18,1014.8
2026-06-09 14:00,14,Tuesday,Tech Corridor Supercharger,809.8,6,0.18,810.9
2026-06-09 14:00,14,Tuesday,Airport Transit Hub,608.5,5,0.18,613.7
2026-06-09 14:00,14,Tuesday,Suburban Plaza,521.8,4,0.18,497.7
2026-06-09 15:00,15,Tuesday,Downtown Metro Hub,769.0,6,0.18,787.8
2026-06-09 15:00,15,Tuesday,Tech Corridor Supercharger,628.5,5,0.18,631.8
2026-06-09 15:00,15,Tuesday,Airport Transit Hub,416.0,3,0.18,430.8
2026-06-09 15:00,15,Tuesday,Suburban Plaza,523.7,4,0.18,519.6
2026-06-09 16:00,16,Tuesday,Downtown Metro Hub,607.1,5,0.42,636.6
2026-06-09 16:00,16,Tuesday,Tech Corridor Supercharger,436.6,3,0.42,425.4
2026-06-09 16:00,16,Tuesday,Airport Transit Hub,309.2,2,0.42,304.7
2026-06-09 16:00,16,Tuesday,Suburban Plaza,317.8,2,0.42,319.3
2026-06-09 17:00,17,Tuesday,Downtown Metro Hub,415.7,3,0.42,417.9
2026-06-09 17:00,17,Tuesday,Tech Corridor Supercharger,346.6,2,0.42,353.8
2026-06-09 17:00,17,Tuesday,Airport Transit Hub,307.2,2,0.42,302.2
2026-06-09 17:00,17,Tuesday,Suburban Plaza,260.1,2,0.42,262.5
2026-06-09 18:00,18,Tuesday,Downtown Metro Hub,416.2,3,0.42,414.7
2026-06-09 18:00,18,Tuesday,Tech Corridor Supercharger,352.3,2,0.42,357.3
2026-06-09 18:00,18,Tuesday,Airport Transit Hub,218.1,1,0.42,226.1
2026-06-09 18:00,18,Tuesday,Suburban Plaza,201.7,1,0.42,198.6
2026-06-09 19:00,19,Tuesday,Downtown Metro Hub,375.0,3,0.42,397.4
2026-06-09 19:00,19,Tuesday,Tech Corridor Supercharger,321.0,2,0.42,328.1
2026-06-09 19:00,19,Tuesday,Airport Transit Hub,218.3,1,0.42,223.7
2026-06-09 19:00,19,Tuesday,Suburban Plaza,218.7,1,0.42,204.8
2026-06-09 20:00,20,Tuesday,Downtown Metro Hub,556.6,4,0.42,545.0
2026-06-09 20:00,20,Tuesday,Tech Corridor Supercharger,428.9,3,0.42,443.9
2026-06-09 20:00,20,Tuesday,Airport Transit Hub,303.1,2,0.42,324.4
2026-06-09 20:00,20,Tuesday,Suburban Plaza,328.8,2,0.42,336.9
2026-06-09 21:00,21,Tuesday,Downtown Metro Hub,796.2,6,0.42,808.2
2026-06-09 21:00,21,Tuesday,Tech Corridor Supercharger,642.8,5,0.42,615.8
2026-06-09 21:00,21,Tuesday,Airport Transit Hub,463.6,3,0.42,473.5
2026-06-09 21:00,21,Tuesday,Suburban Plaza,515.2,4,0.42,487.0
2026-06-09 22:00,22,Tuesday,Downtown Metro Hub,1002.6,8,0.18,1050.3
2026-06-09 22:00,22,Tuesday,Tech Corridor Supercharger,808.0,6,0.18,830.6
2026-06-09 22:00,22,Tuesday,Airport Transit Hub,542.4,4,0.18,552.3
2026-06-09 22:00,22,Tuesday,Suburban Plaza,523.4,4,0.18,555.5
2026-06-09 23:00,23,Tuesday,Downtown Metro Hub,1125.5,9,0.18,1162.8
2026-06-09 23:00,23,Tuesday,Tech Corridor Supercharger,932.0,7,0.18,907.3
2026-06-09 23:00,23,Tuesday,Airport Transit Hub,658.4,5,0.18,681.7
2026-06-09 23:00,23,Tuesday,Suburban Plaza,652.2,5,0.18,700.7
2026-06-10 00:00,0,Wednesday,Downtown Metro Hub,1242.7,10,0.18,1246.5
2026-06-10 00:00,0,Wednesday,Tech Corridor Supercharger,940.3,7,0.18,946.6
2026-06-10 00:00,0,Wednesday,Airport Transit Hub,689.0,5,0.18,705.2
2026-06-10 00:00,0,Wednesday,Suburban Plaza,712.7,5,0.18,706.3
2026-06-10 01:00,1,Wednesday,Downtown Metro Hub,1131.3,9,0.18,1086.8
2026-06-10 01:00,1,Wednesday,Tech Corridor Supercharger,786.8,6,0.18,709.9
2026-06-10 01:00,1,Wednesday,Airport Transit Hub,661.1,5,0.18,628.0
2026-06-10 01:00,1,Wednesday,Suburban Plaza,610.0,5,0.18,620.2
2026-06-10 02:00,2,Wednesday,Downtown Metro Hub,987.3,8,0.18,978.8
2026-06-10 02:00,2,Wednesday,Tech Corridor Supercharger,776.3,6,0.18,763.8
2026-06-10 02:00,2,Wednesday,Airport Transit Hub,609.5,5,0.18,601.5
2026-06-10 02:00,2,Wednesday,Suburban Plaza,617.5,5,0.18,607.2
2026-06-10 03:00,3,Wednesday,Downtown Metro Hub,784.1,6,0.18,753.8
2026-06-10 03:00,3,Wednesday,Tech Corridor Supercharger,625.2,5,0.18,616.7
2026-06-10 03:00,3,Wednesday,Airport Transit Hub,451.4,3,0.18,454.3
2026-06-10 03:00,3,Wednesday,Suburban Plaza,497.3,4,0.18,505.7
2026-06-10 04:00,4,Wednesday,Downtown Metro Hub,571.1,4,0.18,517.6
2026-06-10 04:00,4,Wednesday,Tech Corridor Supercharger,445.4,3,0.18,427.9
2026-06-10 04:00,4,Wednesday,Airport Transit Hub,328.2,2,0.18,329.7
2026-06-10 04:00,4,Wednesday,Suburban Plaza,351.1,2,0.18,338.0
2026-06-10 05:00,5,Wednesday,Downtown Metro Hub,415.4,3,0.18,412.1
2026-06-10 05:00,5,Wednesday,Tech Corridor Supercharger,297.3,2,0.18,284.7
2026-06-10 05:00,5,Wednesday,Airport Transit Hub,220.8,1,0.18,207.7
2026-06-10 05:00,5,Wednesday,Suburban Plaza,294.4,2,0.18,291.8
2026-06-10 06:00,6,Wednesday,Downtown Metro Hub,425.4,3,0.18,411.0
2026-06-10 06:00,6,Wednesday,Tech Corridor Supercharger,225.8,1,0.18,243.0
2026-06-10 06:00,6,Wednesday,Airport Transit Hub,177.5,1,0.18,186.2
2026-06-10 06:00,6,Wednesday,Suburban Plaza,196.8,1,0.18,188.6
2026-06-10 07:00,7,Wednesday,Downtown Metro Hub,397.3,3,0.18,386.8
2026-06-10 07:00,7,Wednesday,Tech Corridor Supercharger,302.4,2,0.18,318.9
2026-06-10 07:00,7,Wednesday,Airport Transit Hub,228.5,1,0.18,240.2
2026-06-10 07:00,7,Wednesday,Suburban Plaza,242.3,2,0.18,245.1
2026-06-10 08:00,8,Wednesday,Downtown Metro Hub,594.4,4,0.18,589.8
2026-06-10 08:00,8,Wednesday,Tech Corridor Supercharger,384.6,3,0.18,412.6
2026-06-10 08:00,8,Wednesday,Airport Transit Hub,301.9,2,0.18,306.9
2026-06-10 08:00,8,Wednesday,Suburban Plaza,280.9,2,0.18,283.6
2026-06-10 09:00,9,Wednesday,Downtown Metro Hub,804.8,6,0.18,861.2
2026-06-10 09:00,9,Wednesday,Tech Corridor Supercharger,665.5,5,0.18,658.1
2026-06-10 09:00,9,Wednesday,Airport Transit Hub,490.3,4,0.18,489.2
2026-06-10 09:00,9,Wednesday,Suburban Plaza,430.0,3,0.18,422.1
2026-06-10 10:00,10,Wednesday,Downtown Metro Hub,966.3,8,0.18,932.9
2026-06-10 10:00,10,Wednesday,Tech Corridor Supercharger,815.3,6,0.18,847.1
2026-06-10 10:00,10,Wednesday,Airport Transit Hub,595.6,4,0.18,613.9
2026-06-10 10:00,10,Wednesday,Suburban Plaza,577.9,4,0.18,609.6
2026-06-10 11:00,11,Wednesday,Downtown Metro Hub,1157.2,9,0.18,1169.7
2026-06-10 11:00,11,Wednesday,Tech Corridor Supercharger,921.1,7,0.18,918.8
2026-06-10 11:00,11,Wednesday,Airport Transit Hub,676.4,5,0.18,679.1
2026-06-10 11:00,11,Wednesday,Suburban Plaza,643.4,5,0.18,669.8
2026-06-10 12:00,12,Wednesday,Downtown Metro Hub,1214.9,10,0.18,1183.9
2026-06-10 12:00,12,Wednesday,Tech Corridor Supercharger,938.3,7,0.18,988.9
2026-06-10 12:00,12,Wednesday,Airport Transit Hub,678.0,5,0.18,651.0
2026-06-10 12:00,12,Wednesday,Suburban Plaza,705.9,5,0.18,719.6
2026-06-10 13:00,13,Wednesday,Downtown Metro Hub,1174.9,9,0.18,1164.8
2026-06-10 13:00,13,Wednesday,Tech Corridor Supercharger,876.5,7,0.18,852.4
2026-06-10 13:00,13,Wednesday,Airport Transit Hub,715.0,5,0.18,747.7
2026-06-10 13:00,13,Wednesday,Suburban Plaza,632.4,5,0.18,632.3
2026-06-10 14:00,14,Wednesday,Downtown Metro Hub,1019.2,8,0.18,994.1
2026-06-10 14:00,14,Wednesday,Tech Corridor Supercharger,810.0,6,0.18,785.7
2026-06-10 14:00,14,Wednesday,Airport Transit Hub,512.6,4,0.18,532.9
2026-06-10 14:00,14,Wednesday,Suburban Plaza,558.9,4,0.18,576.1
2026-06-10 15:00,15,Wednesday,Downtown Metro Hub,765.3,6,0.18,801.1
2026-06-10 15:00,15,Wednesday,Tech Corridor Supercharger,607.3,5,0.18,598.4
2026-06-10 15:00,15,Wednesday,Airport Transit Hub,447.0,3,0.18,454.3
2026-06-10 15:00,15,Wednesday,Suburban Plaza,441.3,3,0.18,434.5
2026-06-10 16:00,16,Wednesday,Downtown Metro Hub,560.4,4,0.42,539.8
2026-06-10 16:00,16,Wednesday,Tech Corridor Supercharger,433.2,3,0.42,450.8
2026-06-10 16:00,16,Wednesday,Airport Transit Hub,324.6,2,0.42,331.8
2026-06-10 16:00,16,Wednesday,Suburban Plaza,310.9,2,0.42,292.5
2026-06-10 17:00,17,Wednesday,Downtown Metro Hub,416.3,3,0.42,411.3
2026-06-10 17:00,17,Wednesday,Tech Corridor Supercharger,364.4,3,0.42,367.2
2026-06-10 17:00,17,Wednesday,Airport Transit Hub,181.7,1,0.42,180.4
2026-06-10 17:00,17,Wednesday,Suburban Plaza,205.5,1,0.42,195.7
2026-06-10 18:00,18,Wednesday,Downtown Metro Hub,340.1,2,0.42,343.8
2026-06-10 18:00,18,Wednesday,Tech Corridor Supercharger,203.8,1,0.42,216.7
2026-06-10 18:00,18,Wednesday,Airport Transit Hub,250.9,2,0.42,240.4
2026-06-10 18:00,18,Wednesday,Suburban Plaza,209.5,1,0.42,203.8
2026-06-10 19:00,19,Wednesday,Downtown Metro Hub,435.5,3,0.42,429.7
2026-06-10 19:00,19,Wednesday,Tech Corridor Supercharger,331.1,2,0.42,339.5
2026-06-10 19:00,19,Wednesday,Airport Transit Hub,246.9,2,0.42,243.4
2026-06-10 19:00,19,Wednesday,Suburban Plaza,204.5,1,0.42,198.5
2026-06-10 20:00,20,Wednesday,Downtown Metro Hub,574.9,4,0.42,599.7
2026-06-10 20:00,20,Wednesday,Tech Corridor Supercharger,409.4,3,0.42,435.9
2026-06-10 20:00,20,Wednesday,Airport Transit Hub,305.9,2,0.42,285.3
2026-06-10 20:00,20,Wednesday,Suburban Plaza,253.1,2,0.42,253.4
2026-06-10 21:00,21,Wednesday,Downtown Metro Hub,827.9,6,0.42,827.1
2026-06-10 21:00,21,Wednesday,Tech Corridor Supercharger,622.3,5,0.42,617.3
2026-06-10 21:00,21,Wednesday,Airport Transit Hub,448.1,3,0.42,464.4
2026-06-10 21:00,21,Wednesday,Suburban Plaza,437.0,3,0.42,413.5
2026-06-10 22:00,22,Wednesday,Downtown Metro Hub,984.9,8,0.18,1033.2
2026-06-10 22:00,22,Wednesday,Tech Corridor Supercharger,798.7,6,0.18,822.3
2026-06-10 22:00,22,Wednesday,Airport Transit Hub,531.5,4,0.18,529.7
2026-06-10 22:00,22,Wednesday,Suburban Plaza,573.6,4,0.18,564.0
2026-06-10 23:00,23,Wednesday,Downtown Metro Hub,1147.4,9,0.18,1148.6
2026-06-10 23:00,23,Wednesday,Tech Corridor Supercharger,890.3,7,0.18,824.4
2026-06-10 23:00,23,Wednesday,Airport Transit Hub,653.5,5,0.18,614.3
2026-06-10 23:00,23,Wednesday,Suburban Plaza,700.3,5,0.18,673.9
2026-06-11 00:00,0,Thursday,Downtown Metro Hub,1153.8,9,0.18,1063.7
2026-06-11 00:00,0,Thursday,Tech Corridor Supercharger,962.9,8,0.18,1026.0
2026-06-11 00:00,0,Thursday,Airport Transit Hub,671.6,5,0.18,623.7
2026-06-11 00:00,0,Thursday,Suburban Plaza,715.5,5,0.18,716.2
2026-06-11 01:00,1,Thursday,Downtown Metro Hub,1122.9,9,0.18,1128.1
2026-06-11 01:00,1,Thursday,Tech Corridor Supercharger,881.5,7,0.18,874.7
2026-06-11 01:00,1,Thursday,Airport Transit Hub,633.0,5,0.18,631.9
2026-06-11 01:00,1,Thursday,Suburban Plaza,713.3,5,0.18,696.2
