Packet_ID,RF_Channel,Signal_Strength_RSSI_dBm,Packet_Latency_ms,Cell_Voltage_Report_V,Wireless_Link_Quality
GM-wBMS-2486,20,-74.1,10.35,3.942,Ultra-Reliable Wireless Telemetry
GM-wBMS-2487,26,-71.7,12.59,3.683,Ultra-Reliable Wireless Telemetry
GM-wBMS-2488,25,-52.3,10.35,3.683,Ultra-Reliable Wireless Telemetry
GM-wBMS-2489,20,-62.0,9.63,4.144,Ultra-Reliable Wireless Telemetry
GM-wBMS-2490,25,-56.8,7.35,3.73,Ultra-Reliable Wireless Telemetry
GM-wBMS-2491,26,-76.5,9.9,4.1,Ultra-Reliable Wireless Telemetry
GM-wBMS-2492,25,-76.3,10.25,3.804,Ultra-Reliable Wireless Telemetry
GM-wBMS-2493,26,-80.0,13.25,3.95,Ultra-Reliable Wireless Telemetry
GM-wBMS-2494,15,-79.1,11.36,4.096,Ultra-Reliable Wireless Telemetry
GM-wBMS-2495,25,-84.5,12.85,4.074,Ultra-Reliable Wireless Telemetry
GM-wBMS-2496,26,-82.9,11.47,3.756,Ultra-Reliable Wireless Telemetry
GM-wBMS-2497,11,-80.5,12.17,3.663,Ultra-Reliable Wireless Telemetry
GM-wBMS-2498,15,-69.0,11.81,4.097,Ultra-Reliable Wireless Telemetry
GM-wBMS-2499,26,-79.9,10.77,3.813,Ultra-Reliable Wireless Telemetry
GM-wBMS-2500,25,-48.2,5.17,3.67,Ultra-Reliable Wireless Telemetry
GM-wBMS-2501,20,-84.0,12.43,3.849,Ultra-Reliable Wireless Telemetry
GM-wBMS-2502,15,-57.7,8.58,3.862,Ultra-Reliable Wireless Telemetry
GM-wBMS-2503,25,-50.9,6.2,3.797,Ultra-Reliable Wireless Telemetry
GM-wBMS-2504,11,-64.8,10.05,4.092,Ultra-Reliable Wireless Telemetry
GM-wBMS-2505,26,-70.4,9.08,3.807,Ultra-Reliable Wireless Telemetry
GM-wBMS-2506,20,-55.4,6.27,3.73,Ultra-Reliable Wireless Telemetry
GM-wBMS-2507,11,-61.4,8.19,3.858,Ultra-Reliable Wireless Telemetry
GM-wBMS-2508,20,-48.8,5.86,3.651,Ultra-Reliable Wireless Telemetry
GM-wBMS-2509,26,-59.9,9.98,3.85,Ultra-Reliable Wireless Telemetry
GM-wBMS-2510,26,-61.4,7.25,3.96,Ultra-Reliable Wireless Telemetry
GM-wBMS-2511,20,-58.0,9.42,4.17,Ultra-Reliable Wireless Telemetry
GM-wBMS-2512,20,-54.6,6.66,3.932,Ultra-Reliable Wireless Telemetry
GM-wBMS-2513,11,-53.5,8.11,3.921,Ultra-Reliable Wireless Telemetry
GM-wBMS-2514,20,-45.3,4.62,3.906,Ultra-Reliable Wireless Telemetry
GM-wBMS-2515,11,-65.5,8.26,3.831,Ultra-Reliable Wireless Telemetry
GM-wBMS-2516,20,-73.2,11.04,3.992,Ultra-Reliable Wireless Telemetry
GM-wBMS-2517,11,-63.2,9.56,3.985,Ultra-Reliable Wireless Telemetry
GM-wBMS-2518,25,-57.7,7.56,3.736,Ultra-Reliable Wireless Telemetry
GM-wBMS-2519,26,-78.8,13.1,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-2520,11,-52.7,7.98,3.991,Ultra-Reliable Wireless Telemetry
GM-wBMS-2521,20,-71.0,9.35,3.66,Ultra-Reliable Wireless Telemetry
GM-wBMS-2522,15,-59.1,7.42,4.043,Ultra-Reliable Wireless Telemetry
GM-wBMS-2523,20,-66.7,8.85,3.896,Ultra-Reliable Wireless Telemetry
GM-wBMS-2524,20,-69.7,10.21,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-2525,26,-76.3,11.47,4.029,Ultra-Reliable Wireless Telemetry
GM-wBMS-2526,15,-51.6,7.09,3.773,Ultra-Reliable Wireless Telemetry
GM-wBMS-2527,11,-76.6,11.1,3.711,Ultra-Reliable Wireless Telemetry
GM-wBMS-2528,25,-69.8,9.04,3.859,Ultra-Reliable Wireless Telemetry
GM-wBMS-2529,26,-57.1,6.79,4.137,Ultra-Reliable Wireless Telemetry
GM-wBMS-2530,25,-76.0,10.5,3.97,Ultra-Reliable Wireless Telemetry
GM-wBMS-2531,15,-45.7,4.96,3.841,Ultra-Reliable Wireless Telemetry
GM-wBMS-2532,11,-78.7,11.01,3.891,Ultra-Reliable Wireless Telemetry
GM-wBMS-2533,11,-49.4,8.31,4.136,Ultra-Reliable Wireless Telemetry
GM-wBMS-2534,11,-52.9,6.24,4.029,Ultra-Reliable Wireless Telemetry
GM-wBMS-2535,15,-51.4,7.86,3.859,Ultra-Reliable Wireless Telemetry
GM-wBMS-2536,15,-48.0,5.51,3.779,Ultra-Reliable Wireless Telemetry
GM-wBMS-2537,26,-79.8,11.09,3.925,Ultra-Reliable Wireless Telemetry
GM-wBMS-2538,20,-62.7,12.25,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-2539,25,-70.8,9.32,3.869,Ultra-Reliable Wireless Telemetry
GM-wBMS-2540,20,-61.3,9.44,3.893,Ultra-Reliable Wireless Telemetry
GM-wBMS-2541,25,-77.4,11.54,3.824,Ultra-Reliable Wireless Telemetry
GM-wBMS-2542,15,-63.2,8.67,3.774,Ultra-Reliable Wireless Telemetry
GM-wBMS-2543,20,-80.5,10.76,3.659,Ultra-Reliable Wireless Telemetry
GM-wBMS-2544,25,-83.7,12.54,4.031,Ultra-Reliable Wireless Telemetry
GM-wBMS-2545,25,-84.1,12.19,3.845,Ultra-Reliable Wireless Telemetry
GM-wBMS-2546,26,-83.1,12.16,3.819,Ultra-Reliable Wireless Telemetry
GM-wBMS-2547,26,-61.7,7.57,3.973,Ultra-Reliable Wireless Telemetry
GM-wBMS-2548,11,-64.0,11.9,3.801,Ultra-Reliable Wireless Telemetry
GM-wBMS-2549,25,-81.0,11.01,3.78,Ultra-Reliable Wireless Telemetry
GM-wBMS-2550,15,-78.4,13.21,3.747,Ultra-Reliable Wireless Telemetry
GM-wBMS-2551,20,-79.3,12.3,4.141,Ultra-Reliable Wireless Telemetry
GM-wBMS-2552,25,-67.2,10.72,3.656,Ultra-Reliable Wireless Telemetry
GM-wBMS-2553,20,-80.0,14.42,3.96,Ultra-Reliable Wireless Telemetry
GM-wBMS-2554,11,-71.9,9.93,4.174,Ultra-Reliable Wireless Telemetry
GM-wBMS-2555,26,-47.1,6.07,3.709,Ultra-Reliable Wireless Telemetry
GM-wBMS-2556,15,-66.6,8.48,3.834,Ultra-Reliable Wireless Telemetry
GM-wBMS-2557,20,-74.6,13.19,4.118,Ultra-Reliable Wireless Telemetry
GM-wBMS-2558,15,-64.0,8.75,4.056,Ultra-Reliable Wireless Telemetry
GM-wBMS-2559,25,-70.2,9.04,3.89,Ultra-Reliable Wireless Telemetry
GM-wBMS-2560,20,-54.8,6.81,4.002,Ultra-Reliable Wireless Telemetry
GM-wBMS-2561,11,-74.2,10.53,3.689,Ultra-Reliable Wireless Telemetry
GM-wBMS-2562,20,-84.9,15.6,3.828,RF Retransmission / Latency Spike
GM-wBMS-2563,25,-65.2,8.15,3.97,Ultra-Reliable Wireless Telemetry
GM-wBMS-2564,11,-56.9,7.78,4.137,Ultra-Reliable Wireless Telemetry
GM-wBMS-2565,25,-78.4,11.16,3.841,Ultra-Reliable Wireless Telemetry
GM-wBMS-2566,26,-73.9,10.97,3.815,Ultra-Reliable Wireless Telemetry
GM-wBMS-2567,20,-55.9,9.94,4.107,Ultra-Reliable Wireless Telemetry
GM-wBMS-2568,25,-45.5,5.64,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-2569,26,-49.2,7.37,3.964,Ultra-Reliable Wireless Telemetry
GM-wBMS-2570,15,-45.3,6.37,3.935,Ultra-Reliable Wireless Telemetry
GM-wBMS-2571,26,-57.6,6.84,3.913,Ultra-Reliable Wireless Telemetry
GM-wBMS-2572,26,-83.1,12.32,3.836,Ultra-Reliable Wireless Telemetry
GM-wBMS-2573,15,-64.2,8.72,3.85,Ultra-Reliable Wireless Telemetry
GM-wBMS-2574,20,-65.7,8.5,4.034,Ultra-Reliable Wireless Telemetry
GM-wBMS-2575,25,-52.7,5.63,3.989,Ultra-Reliable Wireless Telemetry
GM-wBMS-2576,11,-51.2,6.46,4.091,Ultra-Reliable Wireless Telemetry
GM-wBMS-2577,20,-63.3,10.56,3.848,Ultra-Reliable Wireless Telemetry
GM-wBMS-2578,11,-48.4,6.04,4.09,Ultra-Reliable Wireless Telemetry
GM-wBMS-2579,25,-79.0,15.98,4.104,RF Retransmission / Latency Spike
GM-wBMS-2580,15,-83.7,13.33,3.723,Ultra-Reliable Wireless Telemetry
GM-wBMS-2581,11,-75.9,10.54,3.694,Ultra-Reliable Wireless Telemetry
GM-wBMS-2582,25,-48.6,4.88,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-2583,11,-79.1,12.18,4.138,Ultra-Reliable Wireless Telemetry
GM-wBMS-2584,26,-70.8,9.89,3.877,Ultra-Reliable Wireless Telemetry
GM-wBMS-2585,26,-57.7,10.21,4.051,Ultra-Reliable Wireless Telemetry
GM-wBMS-2586,15,-70.9,13.12,3.809,Ultra-Reliable Wireless Telemetry
GM-wBMS-2587,15,-53.4,8.62,3.813,Ultra-Reliable Wireless Telemetry
GM-wBMS-2588,25,-77.6,12.82,3.774,Ultra-Reliable Wireless Telemetry
GM-wBMS-2589,25,-47.0,4.92,4.006,Ultra-Reliable Wireless Telemetry
GM-wBMS-2590,15,-54.5,7.13,4.024,Ultra-Reliable Wireless Telemetry
GM-wBMS-2591,25,-73.4,12.46,4.15,Ultra-Reliable Wireless Telemetry
GM-wBMS-2592,11,-56.2,6.62,3.869,Ultra-Reliable Wireless Telemetry
GM-wBMS-2593,25,-82.7,11.18,3.95,Ultra-Reliable Wireless Telemetry
GM-wBMS-2594,26,-76.4,11.42,3.853,Ultra-Reliable Wireless Telemetry
GM-wBMS-2595,15,-68.8,9.62,3.849,Ultra-Reliable Wireless Telemetry
GM-wBMS-2596,25,-55.0,6.17,3.656,Ultra-Reliable Wireless Telemetry
GM-wBMS-2597,20,-73.7,9.69,4.171,Ultra-Reliable Wireless Telemetry
GM-wBMS-2598,15,-84.8,14.41,3.979,Ultra-Reliable Wireless Telemetry
GM-wBMS-2599,15,-65.1,10.64,3.982,Ultra-Reliable Wireless Telemetry
GM-wBMS-2600,15,-48.3,5.04,4.176,Ultra-Reliable Wireless Telemetry
GM-wBMS-2601,26,-73.6,9.56,4.039,Ultra-Reliable Wireless Telemetry
GM-wBMS-2602,20,-73.8,10.08,4.055,Ultra-Reliable Wireless Telemetry
GM-wBMS-2603,20,-80.7,11.09,4.037,Ultra-Reliable Wireless Telemetry
GM-wBMS-2604,15,-84.5,11.76,3.822,Ultra-Reliable Wireless Telemetry
GM-wBMS-2605,25,-64.4,12.03,4.046,Ultra-Reliable Wireless Telemetry
GM-wBMS-2606,15,-73.5,11.09,4.034,Ultra-Reliable Wireless Telemetry
GM-wBMS-2607,26,-63.4,8.34,3.809,Ultra-Reliable Wireless Telemetry
GM-wBMS-2608,20,-69.9,9.26,3.876,Ultra-Reliable Wireless Telemetry
GM-wBMS-2609,26,-52.3,5.78,4.049,Ultra-Reliable Wireless Telemetry
GM-wBMS-2610,11,-76.7,10.46,4.101,Ultra-Reliable Wireless Telemetry
GM-wBMS-2611,26,-51.1,5.62,3.683,Ultra-Reliable Wireless Telemetry
GM-wBMS-2612,25,-49.0,7.79,4.007,Ultra-Reliable Wireless Telemetry
GM-wBMS-2613,11,-67.1,8.27,3.833,Ultra-Reliable Wireless Telemetry
GM-wBMS-2614,25,-69.2,10.25,3.755,Ultra-Reliable Wireless Telemetry
GM-wBMS-2615,20,-54.2,8.64,3.764,Ultra-Reliable Wireless Telemetry
GM-wBMS-2616,11,-51.3,6.04,3.946,Ultra-Reliable Wireless Telemetry
GM-wBMS-2617,11,-48.8,7.31,3.889,Ultra-Reliable Wireless Telemetry
GM-wBMS-2618,20,-80.3,13.17,4.0,Ultra-Reliable Wireless Telemetry
GM-wBMS-2619,20,-51.0,6.51,3.973,Ultra-Reliable Wireless Telemetry
GM-wBMS-2620,26,-49.2,6.6,3.796,Ultra-Reliable Wireless Telemetry
GM-wBMS-2621,11,-65.7,8.76,3.729,Ultra-Reliable Wireless Telemetry
GM-wBMS-2622,20,-63.6,9.02,3.775,Ultra-Reliable Wireless Telemetry
GM-wBMS-2623,15,-68.0,9.02,3.66,Ultra-Reliable Wireless Telemetry
GM-wBMS-2624,20,-68.3,10.27,3.977,Ultra-Reliable Wireless Telemetry
GM-wBMS-2625,25,-68.4,8.82,4.016,Ultra-Reliable Wireless Telemetry
GM-wBMS-2626,11,-84.5,14.5,3.719,Ultra-Reliable Wireless Telemetry
GM-wBMS-2627,26,-74.6,11.5,3.786,Ultra-Reliable Wireless Telemetry
GM-wBMS-2628,20,-47.9,4.76,3.72,Ultra-Reliable Wireless Telemetry
GM-wBMS-2629,15,-62.6,18.59,3.82,Ultra-Reliable Wireless Telemetry
GM-wBMS-2630,25,-63.0,7.77,4.112,Ultra-Reliable Wireless Telemetry
GM-wBMS-2631,26,-55.5,7.87,3.959,Ultra-Reliable Wireless Telemetry
GM-wBMS-2632,26,-62.2,7.83,3.714,Ultra-Reliable Wireless Telemetry
GM-wBMS-2633,15,-49.5,7.22,4.169,Ultra-Reliable Wireless Telemetry
GM-wBMS-2634,15,-48.4,5.43,3.682,Ultra-Reliable Wireless Telemetry
GM-wBMS-2635,20,-80.9,11.53,3.912,Ultra-Reliable Wireless Telemetry
GM-wBMS-2636,26,-51.6,5.56,3.723,Ultra-Reliable Wireless Telemetry
GM-wBMS-2637,25,-54.7,6.13,3.939,Ultra-Reliable Wireless Telemetry
GM-wBMS-2638,20,-52.9,6.24,4.163,Ultra-Reliable Wireless Telemetry
GM-wBMS-2639,11,-49.1,7.15,3.848,Ultra-Reliable Wireless Telemetry
GM-wBMS-2640,15,-51.0,9.09,3.929,Ultra-Reliable Wireless Telemetry
GM-wBMS-2641,26,-63.0,7.53,3.788,Ultra-Reliable Wireless Telemetry
GM-wBMS-2642,11,-67.0,8.8,4.098,Ultra-Reliable Wireless Telemetry
GM-wBMS-2643,15,-73.1,12.28,4.169,Ultra-Reliable Wireless Telemetry
GM-wBMS-2644,15,-68.0,9.07,3.955,Ultra-Reliable Wireless Telemetry
GM-wBMS-2645,15,-58.1,11.05,4.176,Ultra-Reliable Wireless Telemetry
GM-wBMS-2646,11,-60.2,9.3,4.101,Ultra-Reliable Wireless Telemetry
GM-wBMS-2647,11,-50.2,7.2,3.996,Ultra-Reliable Wireless Telemetry
GM-wBMS-2648,11,-59.7,6.98,3.696,Ultra-Reliable Wireless Telemetry
GM-wBMS-2649,20,-77.3,10.51,4.111,Ultra-Reliable Wireless Telemetry
GM-wBMS-2650,15,-68.4,10.26,3.926,Ultra-Reliable Wireless Telemetry
GM-wBMS-2651,26,-57.5,6.69,3.764,Ultra-Reliable Wireless Telemetry
GM-wBMS-2652,26,-55.1,6.14,3.931,Ultra-Reliable Wireless Telemetry
GM-wBMS-2653,25,-47.4,4.64,4.018,Ultra-Reliable Wireless Telemetry
GM-wBMS-2654,25,-45.7,4.79,3.656,Ultra-Reliable Wireless Telemetry
GM-wBMS-2655,26,-69.2,8.88,3.925,Ultra-Reliable Wireless Telemetry
GM-wBMS-2656,15,-60.4,9.39,3.966,Ultra-Reliable Wireless Telemetry
GM-wBMS-2657,15,-59.0,8.88,3.71,Ultra-Reliable Wireless Telemetry
GM-wBMS-2658,20,-47.8,7.17,3.838,Ultra-Reliable Wireless Telemetry
GM-wBMS-2659,11,-70.3,9.22,3.81,Ultra-Reliable Wireless Telemetry
GM-wBMS-2660,26,-69.7,11.18,3.968,Ultra-Reliable Wireless Telemetry
GM-wBMS-2661,20,-74.7,15.05,3.886,Ultra-Reliable Wireless Telemetry
GM-wBMS-2662,25,-48.2,6.22,4.106,Ultra-Reliable Wireless Telemetry
GM-wBMS-2663,20,-57.3,6.6,4.133,Ultra-Reliable Wireless Telemetry
GM-wBMS-2664,26,-70.0,11.11,4.044,Ultra-Reliable Wireless Telemetry
GM-wBMS-2665,15,-76.5,11.1,3.722,Ultra-Reliable Wireless Telemetry
GM-wBMS-2666,11,-66.5,10.35,4.015,Ultra-Reliable Wireless Telemetry
GM-wBMS-2667,11,-62.9,7.54,3.958,Ultra-Reliable Wireless Telemetry
GM-wBMS-2668,20,-71.9,9.6,4.074,Ultra-Reliable Wireless Telemetry
GM-wBMS-2669,15,-59.7,6.99,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-2670,26,-77.5,13.16,3.847,Ultra-Reliable Wireless Telemetry
GM-wBMS-2671,26,-58.8,7.31,3.997,Ultra-Reliable Wireless Telemetry
GM-wBMS-2672,25,-66.1,10.39,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-2673,15,-56.1,11.07,3.682,Ultra-Reliable Wireless Telemetry
GM-wBMS-2674,15,-65.6,8.53,3.669,Ultra-Reliable Wireless Telemetry
GM-wBMS-2675,15,-70.4,8.82,3.945,Ultra-Reliable Wireless Telemetry
GM-wBMS-2676,25,-54.8,6.6,4.029,Ultra-Reliable Wireless Telemetry
GM-wBMS-2677,11,-48.0,5.11,3.714,Ultra-Reliable Wireless Telemetry
GM-wBMS-2678,11,-66.3,8.04,4.043,Ultra-Reliable Wireless Telemetry
GM-wBMS-2679,25,-50.0,8.77,3.881,Ultra-Reliable Wireless Telemetry
GM-wBMS-2680,11,-54.9,8.27,3.932,Ultra-Reliable Wireless Telemetry
GM-wBMS-2681,11,-84.3,12.06,3.668,Ultra-Reliable Wireless Telemetry
GM-wBMS-2682,11,-52.0,6.17,3.7,Ultra-Reliable Wireless Telemetry
GM-wBMS-2683,15,-57.2,8.67,3.734,Ultra-Reliable Wireless Telemetry
GM-wBMS-2684,20,-53.9,7.0,3.694,Ultra-Reliable Wireless Telemetry
GM-wBMS-2685,26,-67.7,9.7,3.67,Ultra-Reliable Wireless Telemetry
GM-wBMS-2686,11,-74.7,10.28,3.991,Ultra-Reliable Wireless Telemetry
GM-wBMS-2687,26,-72.9,9.78,4.007,Ultra-Reliable Wireless Telemetry
GM-wBMS-2688,25,-72.0,11.3,4.165,Ultra-Reliable Wireless Telemetry
GM-wBMS-2689,25,-47.8,5.53,4.124,Ultra-Reliable Wireless Telemetry
GM-wBMS-2690,15,-74.4,9.94,3.667,Ultra-Reliable Wireless Telemetry
GM-wBMS-2691,25,-79.0,11.05,3.88,Ultra-Reliable Wireless Telemetry
GM-wBMS-2692,26,-62.9,8.08,4.102,Ultra-Reliable Wireless Telemetry
GM-wBMS-2693,26,-64.8,8.3,3.849,Ultra-Reliable Wireless Telemetry
GM-wBMS-2694,20,-68.8,8.77,4.135,Ultra-Reliable Wireless Telemetry
GM-wBMS-2695,15,-66.4,11.09,3.801,Ultra-Reliable Wireless Telemetry
GM-wBMS-2696,15,-47.1,4.58,4.073,Ultra-Reliable Wireless Telemetry
GM-wBMS-2697,25,-66.4,10.4,3.975,Ultra-Reliable Wireless Telemetry
GM-wBMS-2698,25,-46.1,7.19,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-2699,15,-50.1,5.15,3.744,Ultra-Reliable Wireless Telemetry
GM-wBMS-2700,20,-84.9,13.9,4.112,Ultra-Reliable Wireless Telemetry
GM-wBMS-2701,11,-69.9,10.34,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-2702,15,-66.6,9.85,4.003,Ultra-Reliable Wireless Telemetry
GM-wBMS-2703,25,-64.1,7.81,3.668,Ultra-Reliable Wireless Telemetry
GM-wBMS-2704,25,-82.9,11.09,3.791,Ultra-Reliable Wireless Telemetry
GM-wBMS-2705,25,-70.1,9.52,4.071,Ultra-Reliable Wireless Telemetry
GM-wBMS-2706,20,-52.7,5.81,4.019,Ultra-Reliable Wireless Telemetry
GM-wBMS-2707,26,-62.7,9.33,3.679,Ultra-Reliable Wireless Telemetry
GM-wBMS-2708,11,-60.2,7.08,4.117,Ultra-Reliable Wireless Telemetry
GM-wBMS-2709,11,-84.1,12.42,3.903,Ultra-Reliable Wireless Telemetry
GM-wBMS-2710,26,-79.1,12.97,4.126,Ultra-Reliable Wireless Telemetry
GM-wBMS-2711,11,-51.8,14.41,3.757,Ultra-Reliable Wireless Telemetry
GM-wBMS-2712,25,-55.3,6.16,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-2713,25,-52.7,9.19,4.042,Ultra-Reliable Wireless Telemetry
GM-wBMS-2714,26,-74.5,14.25,3.911,Ultra-Reliable Wireless Telemetry
GM-wBMS-2715,11,-72.4,9.37,3.903,Ultra-Reliable Wireless Telemetry
GM-wBMS-2716,15,-63.1,9.58,4.103,Ultra-Reliable Wireless Telemetry
GM-wBMS-2717,20,-61.2,9.36,4.035,Ultra-Reliable Wireless Telemetry
GM-wBMS-2718,11,-82.5,11.07,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-2719,26,-61.2,9.77,3.693,Ultra-Reliable Wireless Telemetry
GM-wBMS-2720,15,-51.9,6.78,3.717,Ultra-Reliable Wireless Telemetry
GM-wBMS-2721,20,-67.5,9.61,4.086,Ultra-Reliable Wireless Telemetry
GM-wBMS-2722,11,-73.9,13.1,3.664,Ultra-Reliable Wireless Telemetry
GM-wBMS-2723,11,-79.8,11.05,4.144,Ultra-Reliable Wireless Telemetry
GM-wBMS-2724,11,-78.2,12.09,3.8,Ultra-Reliable Wireless Telemetry
GM-wBMS-2725,26,-78.4,14.43,3.754,Ultra-Reliable Wireless Telemetry
GM-wBMS-2726,11,-77.1,11.58,4.066,Ultra-Reliable Wireless Telemetry
GM-wBMS-2727,15,-57.2,6.53,4.168,Ultra-Reliable Wireless Telemetry
GM-wBMS-2728,11,-71.7,9.87,4.17,Ultra-Reliable Wireless Telemetry
GM-wBMS-2729,11,-55.7,8.05,3.682,Ultra-Reliable Wireless Telemetry
GM-wBMS-2730,26,-58.9,7.89,4.166,Ultra-Reliable Wireless Telemetry
GM-wBMS-2731,26,-52.1,6.29,4.099,Ultra-Reliable Wireless Telemetry
GM-wBMS-2732,11,-49.2,7.1,4.072,Ultra-Reliable Wireless Telemetry
GM-wBMS-2733,20,-51.4,5.44,3.997,Ultra-Reliable Wireless Telemetry
GM-wBMS-2734,15,-47.7,4.91,3.708,Ultra-Reliable Wireless Telemetry
GM-wBMS-2735,15,-71.3,9.59,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-2736,25,-66.9,10.15,4.063,Ultra-Reliable Wireless Telemetry
GM-wBMS-2737,25,-61.5,8.34,3.715,Ultra-Reliable Wireless Telemetry
GM-wBMS-2738,15,-61.5,8.5,3.69,Ultra-Reliable Wireless Telemetry
GM-wBMS-2739,25,-76.7,12.92,3.713,Ultra-Reliable Wireless Telemetry
GM-wBMS-2740,11,-77.1,11.18,3.879,Ultra-Reliable Wireless Telemetry
GM-wBMS-2741,15,-54.5,6.58,3.882,Ultra-Reliable Wireless Telemetry
GM-wBMS-2742,26,-56.7,6.85,4.16,Ultra-Reliable Wireless Telemetry
GM-wBMS-2743,25,-71.3,9.09,3.698,Ultra-Reliable Wireless Telemetry
GM-wBMS-2744,25,-58.3,7.29,3.821,Ultra-Reliable Wireless Telemetry
GM-wBMS-2745,15,-64.3,10.19,4.143,Ultra-Reliable Wireless Telemetry
GM-wBMS-2746,15,-73.4,11.93,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-2747,25,-51.9,5.72,3.88,Ultra-Reliable Wireless Telemetry
GM-wBMS-2748,20,-60.2,8.82,3.814,Ultra-Reliable Wireless Telemetry
GM-wBMS-2749,20,-52.2,6.22,4.039,Ultra-Reliable Wireless Telemetry
GM-wBMS-2750,15,-60.0,11.54,4.176,Ultra-Reliable Wireless Telemetry
GM-wBMS-2751,11,-77.8,11.47,3.907,Ultra-Reliable Wireless Telemetry
GM-wBMS-2752,25,-74.2,9.57,3.76,Ultra-Reliable Wireless Telemetry
GM-wBMS-2753,20,-83.8,11.22,3.922,Ultra-Reliable Wireless Telemetry
GM-wBMS-2754,25,-63.4,8.37,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-2755,11,-51.3,6.44,3.655,Ultra-Reliable Wireless Telemetry
GM-wBMS-2756,11,-81.0,11.01,3.674,Ultra-Reliable Wireless Telemetry
GM-wBMS-2757,26,-76.7,11.96,3.696,Ultra-Reliable Wireless Telemetry
GM-wBMS-2758,15,-83.3,14.48,4.13,Ultra-Reliable Wireless Telemetry
GM-wBMS-2759,11,-80.8,11.02,3.82,Ultra-Reliable Wireless Telemetry
GM-wBMS-2760,11,-74.0,9.95,3.874,Ultra-Reliable Wireless Telemetry
GM-wBMS-2761,15,-54.2,6.23,3.94,Ultra-Reliable Wireless Telemetry
GM-wBMS-2762,15,-57.7,8.35,3.949,Ultra-Reliable Wireless Telemetry
GM-wBMS-2763,11,-62.7,11.68,3.907,Ultra-Reliable Wireless Telemetry
GM-wBMS-2764,26,-73.7,10.74,3.856,Ultra-Reliable Wireless Telemetry
GM-wBMS-2765,20,-64.9,10.37,4.075,Ultra-Reliable Wireless Telemetry
GM-wBMS-2766,26,-72.1,9.76,3.835,Ultra-Reliable Wireless Telemetry
GM-wBMS-2767,15,-69.4,9.11,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-2768,11,-76.6,10.21,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-2769,20,-48.3,7.24,3.69,Ultra-Reliable Wireless Telemetry
GM-wBMS-2770,26,-50.2,6.55,3.97,Ultra-Reliable Wireless Telemetry
GM-wBMS-2771,15,-74.3,12.64,4.114,Ultra-Reliable Wireless Telemetry
GM-wBMS-2772,11,-46.0,5.69,3.716,Ultra-Reliable Wireless Telemetry
GM-wBMS-2773,11,-70.0,8.97,4.111,Ultra-Reliable Wireless Telemetry
GM-wBMS-2774,20,-51.1,5.32,3.799,Ultra-Reliable Wireless Telemetry
GM-wBMS-2775,15,-72.9,12.55,3.784,Ultra-Reliable Wireless Telemetry
GM-wBMS-2776,25,-72.9,10.96,4.138,Ultra-Reliable Wireless Telemetry
GM-wBMS-2777,25,-54.1,7.14,3.65,Ultra-Reliable Wireless Telemetry
GM-wBMS-2778,11,-84.6,11.33,3.785,Ultra-Reliable Wireless Telemetry
GM-wBMS-2779,20,-80.1,14.32,4.069,Ultra-Reliable Wireless Telemetry
GM-wBMS-2780,20,-73.8,10.45,4.02,Ultra-Reliable Wireless Telemetry
GM-wBMS-2781,11,-51.2,8.65,4.134,Ultra-Reliable Wireless Telemetry
GM-wBMS-2782,11,-53.0,5.75,3.906,Ultra-Reliable Wireless Telemetry
GM-wBMS-2783,26,-53.6,6.92,4.021,Ultra-Reliable Wireless Telemetry
GM-wBMS-2784,20,-68.5,11.03,3.771,Ultra-Reliable Wireless Telemetry
GM-wBMS-2785,26,-67.6,10.27,4.033,Ultra-Reliable Wireless Telemetry
GM-wBMS-2786,25,-76.0,10.09,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-2787,26,-55.6,6.18,4.089,Ultra-Reliable Wireless Telemetry
GM-wBMS-2788,25,-54.4,6.47,3.788,Ultra-Reliable Wireless Telemetry
GM-wBMS-2789,20,-54.9,8.44,3.847,Ultra-Reliable Wireless Telemetry
GM-wBMS-2790,26,-73.7,9.55,4.147,Ultra-Reliable Wireless Telemetry
GM-wBMS-2791,11,-66.6,9.83,3.746,Ultra-Reliable Wireless Telemetry
GM-wBMS-2792,20,-72.7,13.56,4.179,Ultra-Reliable Wireless Telemetry
GM-wBMS-2793,25,-53.3,7.56,4.102,Ultra-Reliable Wireless Telemetry
GM-wBMS-2794,20,-79.7,10.47,3.785,Ultra-Reliable Wireless Telemetry
