Cycle_Count,NMC_Capacity_kWh,LFP_Capacity_kWh,Cell_Temp_Avg_C,Internal_Resistance_mOhm,Coulombic_Efficiency_pct,Battery_Health_pct
1541,30.38,90.17,36.6,33.71,98.824,37.0
1543,101.49,97.65,38.1,33.96,98.847,123.8
1544,80.25,93.34,34.6,34.03,98.818,97.9
1546,32.08,107.96,35.1,33.55,98.824,39.1
1547,26.35,46.64,40.3,33.22,98.846,32.1
1549,102.35,53.82,34.6,32.14,98.946,124.8
1550,65.15,73.25,39.9,32.82,98.75,79.5
1552,21.87,50.85,37.3,33.97,98.797,26.7
1553,22.07,104.34,37.9,34.32,98.724,26.9
1555,74.55,75.91,35.5,33.06,98.856,90.9
1556,27.02,72.86,35.5,33.95,98.836,33.0
1557,50.31,36.26,35.4,33.69,98.834,61.4
1559,93.92,46.17,37.8,34.21,98.757,114.5
1560,6.93,65.22,36.6,34.24,98.783,8.5
1562,75.88,83.35,35.1,33.75,98.789,92.5
1563,66.28,62.14,36.9,34.03,98.773,80.8
1565,114.28,66.71,37.9,34.15,98.833,139.4
1566,78.67,73.88,35.7,33.89,98.81,95.9
1568,85.8,127.85,37.3,32.77,98.795,104.6
1569,120.7,44.51,38.4,34.04,98.805,147.2
1571,48.01,53.17,34.1,33.63,98.824,58.5
1572,85.74,18.02,37.4,33.63,98.762,104.6
1574,31.85,98.57,39.7,34.02,98.745,38.8
1575,72.05,113.65,37.4,34.3,98.876,87.9
1577,25.12,71.82,37.2,33.4,98.838,30.6
1578,60.38,64.63,37.1,34.32,98.737,73.6
1579,68.36,41.99,35.8,34.16,98.773,83.4
1581,68.71,59.29,37.3,34.55,98.779,83.8
1582,89.93,78.29,39.8,33.87,98.749,109.7
1584,78.42,113.63,37.6,34.1,98.77,95.6
1585,35.06,60.48,38.4,34.22,98.891,42.8
1587,35.35,58.24,36.8,33.73,98.827,43.1
1588,66.37,86.26,36.3,34.27,98.82,80.9
1590,64.94,98.36,38.2,33.89,98.785,79.2
1591,106.91,80.54,36.1,33.9,98.799,130.4
1593,78.28,48.25,35.7,33.89,98.726,95.5
1594,79.45,99.98,36.7,34.21,98.831,96.9
1596,105.47,50.9,34.3,34.32,98.743,128.6
1597,22.76,58.32,36.6,35.12,98.778,27.8
1599,68.56,24.93,37.0,34.65,98.766,83.6
1600,65.95,34.16,38.8,34.33,98.804,80.4
1601,36.36,94.96,40.6,33.97,98.736,44.3
1603,92.05,95.55,37.4,33.94,98.751,112.3
1604,39.44,56.8,36.0,34.86,98.743,48.1
1606,136.1,58.01,37.5,34.71,98.724,166.0
1607,80.71,76.35,37.9,34.79,98.775,98.4
1609,127.74,125.16,37.9,34.87,98.834,155.8
1610,21.26,94.14,40.1,35.47,98.841,25.9
1612,37.43,35.99,39.0,35.17,98.803,45.6
1613,82.74,67.32,38.9,35.0,98.805,100.9
1615,61.5,133.39,37.8,34.09,98.727,75.0
1616,89.62,126.26,38.8,34.03,98.796,109.3
1618,48.11,77.07,36.4,35.12,98.736,58.7
1619,36.26,56.86,37.8,34.59,98.754,44.2
1621,81.64,70.21,39.6,35.82,98.799,99.6
1622,48.92,96.88,40.5,34.3,98.691,59.7
1623,89.61,101.27,37.6,34.94,98.771,109.3
1625,72.31,75.41,39.0,35.67,98.769,88.2
1626,54.32,84.89,35.4,34.49,98.703,66.2
1628,36.4,87.41,37.2,34.84,98.767,44.4
1629,83.1,63.89,39.3,34.42,98.792,101.3
1631,65.0,46.53,42.3,34.95,98.719,79.3
1632,46.61,104.21,37.5,34.68,98.872,56.8
1634,36.12,27.49,39.9,34.89,98.802,44.0
1635,15.36,76.03,37.3,34.32,98.758,18.7
1637,66.74,68.16,37.4,35.27,98.729,81.4
1638,-2.0,79.47,38.5,34.86,98.808,-2.4
1640,87.37,104.31,38.9,34.7,98.775,106.5
1641,33.37,75.94,36.9,34.56,98.772,40.7
1643,8.51,29.45,38.5,35.35,98.746,10.4
1644,0.08,72.62,39.0,35.06,98.733,0.1
1645,64.61,86.31,37.9,34.99,98.757,78.8
1647,95.58,71.66,34.5,35.42,98.751,116.6
1648,111.01,55.01,37.3,35.12,98.746,135.4
1650,75.05,83.89,38.5,34.48,98.714,91.5
1651,121.22,44.61,36.9,34.48,98.762,147.8
1653,86.77,61.56,41.4,35.07,98.805,105.8
1654,120.62,66.36,38.0,34.96,98.693,147.1
1656,49.93,83.5,38.8,34.74,98.75,60.9
1657,24.45,76.29,40.2,35.75,98.734,29.8
1659,66.1,72.53,35.1,35.57,98.8,80.6
1660,13.01,59.96,39.2,35.58,98.743,15.9
1662,72.04,57.59,34.0,35.53,98.719,87.9
1663,39.91,56.61,39.4,35.41,98.76,48.7
1665,92.14,69.37,38.3,35.45,98.682,112.4
1666,53.11,50.31,36.9,35.7,98.766,64.8
1667,34.02,90.18,38.7,34.58,98.739,41.5
1669,49.12,87.62,41.0,34.72,98.788,59.9
1670,26.23,57.85,39.1,34.66,98.666,32.0
1672,55.26,82.25,41.6,34.45,98.734,67.4
1673,57.5,60.48,39.5,35.0,98.698,70.1
1675,54.74,54.62,37.0,36.13,98.788,66.8
1676,20.53,47.08,39.1,34.14,98.798,25.0
1678,47.43,80.24,40.7,34.8,98.715,57.8
1679,44.95,64.72,36.8,35.6,98.696,54.8
1681,53.48,57.84,41.0,35.14,98.782,65.2
1682,21.47,52.18,37.6,35.38,98.763,26.2
1684,137.5,96.78,39.4,35.38,98.739,167.7
1685,81.0,31.57,38.8,35.56,98.714,98.8
1687,58.62,120.77,37.1,35.24,98.696,71.5
1688,55.82,75.9,36.1,35.07,98.643,68.1
1689,109.05,82.74,38.4,35.05,98.716,133.0
1691,9.09,84.76,37.3,34.56,98.795,11.1
1692,54.27,80.26,37.1,34.7,98.68,66.2
1694,78.15,71.47,38.8,36.89,98.722,95.3
1695,14.08,53.48,39.4,35.5,98.738,17.2
1697,28.8,32.93,36.6,36.79,98.747,35.1
1698,108.92,132.47,37.5,35.14,98.671,132.8
1700,132.4,52.83,38.6,35.59,98.668,161.5
1701,88.95,86.74,40.4,36.72,98.68,108.5
1703,31.68,77.7,37.0,35.73,98.734,38.6
1704,32.84,35.05,36.8,36.13,98.722,40.0
1706,48.87,77.94,39.3,35.24,98.645,59.6
1707,32.83,61.76,38.7,36.46,98.72,40.0
1709,66.55,52.13,37.7,35.56,98.72,81.2
1710,20.59,65.06,37.1,35.92,98.707,25.1
1711,31.81,45.22,41.2,35.77,98.695,38.8
1713,90.11,61.45,38.4,35.37,98.681,109.9
1714,62.06,75.74,40.9,36.08,98.678,75.7
1716,57.41,38.94,38.4,36.59,98.72,70.0
1717,31.83,62.77,38.6,35.82,98.634,38.8
1719,91.28,76.62,42.1,35.47,98.75,111.3
1720,62.37,81.59,40.4,35.33,98.578,76.1
1722,41.06,98.12,37.9,36.65,98.678,50.1
1723,76.1,46.68,36.2,36.8,98.678,92.8
1725,29.28,37.47,38.7,35.99,98.66,35.7
1726,34.36,35.07,37.1,35.48,98.704,41.9
1728,78.73,75.62,38.2,36.03,98.66,96.0
1729,60.72,42.68,37.2,34.91,98.756,74.0
1731,53.11,102.26,39.6,36.39,98.694,64.8
1732,60.71,84.29,40.1,36.53,98.661,74.0
1734,95.18,82.78,39.3,35.14,98.658,116.1
1735,85.24,103.78,42.3,35.52,98.682,104.0
1736,1.54,35.63,39.5,35.78,98.669,1.9
1738,74.06,69.89,38.2,36.11,98.661,90.3
1739,42.13,34.97,37.7,35.81,98.635,51.4
1741,76.65,34.33,39.8,36.4,98.714,93.5
1742,124.13,23.26,38.3,35.49,98.692,151.4
1744,-8.1,35.66,37.0,36.49,98.701,-9.9
1745,87.49,59.41,37.4,35.75,98.642,106.7
1747,56.89,115.03,38.6,35.48,98.673,69.4
1748,88.28,80.32,38.2,35.83,98.579,107.7
1750,73.83,65.38,38.6,36.5,98.683,90.0
1751,63.38,38.92,39.6,35.76,98.614,77.3
1753,75.34,84.35,37.5,37.22,98.69,91.9
1754,44.59,74.56,39.2,36.13,98.709,54.4
1756,3.67,44.66,39.9,35.97,98.701,4.5
1757,71.19,102.84,40.3,36.32,98.671,86.8
1758,19.17,78.52,35.7,35.92,98.647,23.4
1760,80.8,59.88,36.9,36.58,98.719,98.5
1761,46.14,45.24,39.1,36.68,98.71,56.3
1763,79.31,67.43,41.4,36.44,98.701,96.7
1764,61.04,35.99,37.4,35.96,98.725,74.4
1766,61.63,98.08,40.4,35.85,98.668,75.2
1767,17.24,118.81,37.9,35.6,98.617,21.0
1769,36.87,56.3,35.2,35.75,98.681,45.0
1770,43.72,57.68,38.6,36.8,98.702,53.3
1772,69.03,115.95,39.1,36.43,98.678,84.2
1773,30.36,89.25,39.3,35.97,98.648,37.0
1775,29.58,87.64,38.8,36.63,98.658,36.1
1776,52.98,97.56,38.2,37.6,98.673,64.6
1778,77.37,38.31,38.2,37.01,98.655,94.4
1779,51.03,122.28,40.3,36.57,98.677,62.2
1780,105.03,51.98,36.8,35.96,98.658,128.1
1782,24.24,36.47,35.2,36.49,98.69,29.6
1783,123.65,75.08,38.1,37.89,98.684,150.8
1785,20.18,53.69,38.4,37.71,98.671,24.6
1786,88.78,98.97,39.3,37.32,98.695,108.3
1788,80.65,54.87,37.9,36.82,98.683,98.4
1789,73.91,95.62,39.9,36.47,98.633,90.1
1791,36.63,33.46,36.6,36.92,98.626,44.7
1792,75.69,49.42,39.7,36.14,98.625,92.3
1794,30.1,75.04,38.1,37.14,98.66,36.7
1795,22.78,106.28,40.2,36.4,98.579,27.8
1797,26.89,47.25,37.8,37.19,98.577,32.8
1798,91.41,84.01,37.4,36.18,98.626,111.5
1800,16.32,64.05,39.0,36.37,98.684,19.9
1801,77.57,77.25,37.6,36.83,98.665,94.6
1802,-11.8,62.23,39.9,37.25,98.593,-14.4
1804,73.06,82.52,40.4,36.68,98.601,89.1
1805,132.33,121.53,38.1,35.69,98.624,161.4
1807,24.92,71.97,41.5,35.82,98.593,30.4
1808,66.34,40.2,36.3,35.22,98.599,80.9
1810,95.06,61.05,37.5,37.39,98.657,115.9
1811,92.43,88.66,39.4,37.84,98.628,112.7
1813,3.73,95.61,35.0,37.48,98.717,4.5
1814,65.16,81.95,36.9,37.33,98.623,79.5
1816,70.88,55.11,38.2,37.66,98.601,86.4
1817,52.74,109.05,39.4,37.7,98.627,64.3
1819,43.06,31.4,40.4,37.23,98.625,52.5
1820,97.69,87.37,38.4,37.63,98.615,119.1
1822,50.49,79.4,38.5,37.38,98.628,61.6
1823,83.44,29.49,39.8,37.61,98.671,101.8
1824,59.48,80.8,36.9,36.25,98.633,72.5
1826,55.61,79.71,38.2,37.16,98.6,67.8
1827,-48.52,101.67,39.9,37.43,98.617,-59.2
1829,16.94,99.97,38.9,36.1,98.612,20.7
1830,-36.69,24.54,42.5,36.51,98.514,-44.7
1832,67.86,58.04,37.5,37.11,98.627,82.8
1833,25.85,55.8,36.9,37.17,98.652,31.5
1835,50.5,72.28,39.6,36.63,98.648,61.6
1836,8.13,146.76,37.0,37.0,98.628,9.9
1838,125.76,14.14,39.5,37.39,98.645,153.4
1839,103.2,113.32,37.4,37.53,98.62,125.9
1841,115.1,75.35,39.2,37.95,98.552,140.4
1842,29.58,88.04,40.1,36.58,98.637,36.1
1844,85.92,54.37,38.8,37.94,98.606,104.8
1845,47.62,91.49,39.6,37.05,98.582,58.1
1846,47.37,86.06,36.9,36.3,98.617,57.8
1848,67.3,73.75,40.7,37.77,98.645,82.1
1849,27.83,49.15,42.4,37.49,98.627,33.9
1851,65.36,78.78,40.5,37.81,98.625,79.7
1852,25.0,83.35,41.9,36.82,98.553,30.5
1854,79.8,114.44,39.0,37.03,98.618,97.3
1855,42.72,113.81,39.8,37.21,98.617,52.1
1857,36.62,106.74,41.1,37.88,98.544,44.7
1858,109.61,82.23,37.6,36.7,98.592,133.7
1860,53.36,56.0,38.6,37.81,98.633,65.1
1861,68.89,93.53,38.3,37.36,98.638,84.0
1863,83.89,46.3,40.0,37.64,98.658,102.3
1864,-22.85,41.4,39.5,37.84,98.542,-27.9
1866,28.91,76.36,37.8,37.11,98.558,35.3
1867,21.31,43.79,38.8,37.98,98.641,26.0
1868,-3.05,84.94,38.7,38.36,98.648,-3.7
1870,35.02,127.47,40.3,37.8,98.591,42.7
1871,76.19,36.64,40.4,38.1,98.614,92.9
1873,9.84,91.44,37.4,37.41,98.568,12.0
1874,90.06,33.8,38.5,36.78,98.596,109.8
1876,97.95,93.35,37.6,38.13,98.575,119.5
1877,46.29,126.52,40.6,37.23,98.536,56.5
1879,35.21,66.19,42.3,37.59,98.531,42.9
1880,80.72,117.44,37.8,38.41,98.598,98.4
1882,72.24,52.82,38.8,37.82,98.538,88.1
1883,81.82,103.3,39.4,38.38,98.633,99.8
1885,42.63,77.66,37.3,38.72,98.529,52.0
1886,58.59,35.79,41.5,38.14,98.528,71.5
1888,71.77,88.3,38.5,37.91,98.621,87.5
1889,60.96,50.72,40.5,38.95,98.551,74.3
1890,22.81,47.14,40.5,37.03,98.616,27.8
1892,60.96,88.74,38.2,38.09,98.528,74.3
1893,62.52,68.65,41.9,37.66,98.579,76.2
1895,68.79,43.61,40.2,38.82,98.591,83.9
1896,6.98,72.21,40.9,37.79,98.544,8.5
1898,39.63,45.4,37.3,38.12,98.511,48.3
1899,18.0,37.96,39.5,38.79,98.607,22.0
1901,47.25,46.62,37.5,38.08,98.573,57.6
1902,108.67,49.43,43.3,38.0,98.612,132.5
1904,71.0,42.17,39.6,37.74,98.611,86.6
1905,52.0,88.69,38.4,37.49,98.545,63.4
1907,17.18,68.4,36.8,37.27,98.531,21.0
1908,135.97,93.72,42.6,38.31,98.528,165.8
1910,35.13,78.78,41.3,37.19,98.689,42.8
1911,19.71,81.42,37.5,37.47,98.511,24.0
1912,90.83,52.63,39.8,38.14,98.55,110.8
1914,106.63,78.96,38.6,38.06,98.584,130.0
1915,-45.26,47.96,41.4,38.5,98.503,-55.2
1917,58.38,137.84,39.8,37.81,98.576,71.2
1918,80.79,29.73,36.7,39.34,98.53,98.5
1920,53.07,85.74,40.4,38.23,98.544,64.7
1921,24.93,121.21,41.4,38.34,98.562,30.4
1923,81.57,55.79,40.0,38.85,98.516,99.5
1924,12.35,51.0,41.5,38.16,98.543,15.1
1926,111.69,56.27,37.0,38.34,98.509,136.2
1927,61.33,22.62,41.0,38.46,98.606,74.8
1929,56.2,74.71,36.9,37.97,98.591,68.5
1930,8.83,73.14,40.7,38.07,98.561,10.8
1932,61.84,68.11,38.0,38.38,98.611,75.4
1933,61.1,97.21,38.6,38.26,98.507,74.5
1934,67.98,95.04,39.3,38.25,98.504,82.9
1936,136.91,40.4,42.7,37.49,98.527,167.0
1937,74.05,61.77,40.8,38.48,98.501,90.3
1939,-16.44,85.6,41.6,37.37,98.493,-20.0
1940,62.38,67.3,39.4,38.6,98.499,76.1
1942,32.03,45.52,37.7,38.5,98.6,39.1
1943,67.72,84.44,38.0,38.45,98.549,82.6
1945,49.09,73.11,37.0,38.58,98.529,59.9
1946,66.07,48.99,41.8,38.79,98.527,80.6
1948,84.04,44.76,39.1,38.15,98.503,102.5
1949,43.0,131.04,41.5,38.29,98.499,52.4
1951,82.44,97.86,37.9,39.31,98.528,100.5
1952,24.52,42.63,40.1,38.13,98.553,29.9
1954,34.66,95.93,37.7,38.37,98.563,42.3
1955,82.85,70.76,40.2,38.73,98.581,101.0
1956,81.71,29.26,40.1,38.62,98.522,99.6
1958,16.58,57.06,38.5,38.77,98.568,20.2
1959,21.49,64.37,42.8,38.8,98.504,26.2
1961,69.19,64.56,40.6,38.46,98.524,84.4
1962,62.7,70.7,40.8,38.85,98.53,76.5
1964,66.92,63.67,39.7,39.81,98.537,81.6
1965,11.62,41.28,40.0,38.97,98.495,14.2
1967,30.12,103.76,41.7,38.87,98.498,36.7
1968,40.88,73.72,41.4,38.8,98.472,49.9
1970,86.63,65.29,39.6,38.46,98.49,105.6
1971,91.4,58.39,40.6,39.41,98.465,111.5
1973,25.96,66.15,40.8,38.97,98.503,31.7
1974,1.99,82.1,39.0,38.18,98.538,2.4
1976,146.19,32.49,39.9,38.95,98.536,178.3
1977,109.28,49.21,41.1,39.19,98.562,133.3
1978,35.81,65.01,39.7,38.69,98.509,43.7
1980,64.65,60.32,37.5,38.98,98.565,78.8
1981,87.67,22.73,39.4,38.35,98.541,106.9
1983,34.38,65.34,41.1,38.97,98.635,41.9
1984,100.21,59.39,40.1,39.17,98.522,122.2
1986,26.95,93.68,38.3,39.61,98.494,32.9
1987,70.93,51.84,40.6,39.15,98.478,86.5
1989,2.24,70.12,36.4,38.69,98.53,2.7
1990,63.24,99.87,41.2,38.7,98.54,77.1
1992,24.58,12.62,38.3,40.01,98.539,30.0
1993,71.42,74.52,40.8,39.14,98.497,87.1
1995,88.61,50.05,40.2,39.02,98.462,108.1
1996,76.09,92.03,42.1,39.91,98.53,92.8
1998,54.44,27.64,39.8,39.92,98.456,66.4
1999,106.77,53.57,39.9,39.77,98.499,130.2
2000,20.08,100.65,41.1,39.21,98.508,24.5
2002,57.32,87.48,40.6,39.0,98.526,69.9
2003,132.94,108.73,38.5,39.33,98.388,162.1
2005,105.08,83.06,38.7,38.23,98.533,128.1
2006,93.76,15.56,40.1,39.06,98.499,114.3
2008,92.91,130.35,39.9,40.14,98.455,113.3
2009,50.07,124.54,42.7,39.16,98.527,61.1
2011,62.73,92.93,41.3,39.6,98.47,76.5
2012,43.31,79.62,40.4,39.72,98.456,52.8
2014,79.83,69.4,39.3,38.24,98.47,97.4
2015,24.57,102.06,38.6,40.17,98.476,30.0
2017,79.16,53.91,40.3,38.61,98.489,96.5
2018,82.97,71.78,39.1,38.81,98.508,101.2
2020,40.94,105.97,40.0,39.0,98.418,49.9
2021,89.42,59.45,39.9,39.97,98.471,109.0
2022,25.98,65.57,40.3,40.1,98.477,31.7
2024,6.4,72.5,40.0,38.5,98.474,7.8
2025,24.57,109.48,40.6,40.18,98.515,30.0
2027,83.94,68.46,40.3,39.8,98.517,102.4
2028,72.93,94.5,40.3,39.45,98.51,88.9
2030,36.89,103.4,37.7,39.9,98.475,45.0
2031,62.64,73.44,39.9,39.04,98.474,76.4
2033,10.72,79.58,40.9,40.1,98.461,13.1
2034,10.06,46.98,38.9,40.57,98.483,12.3
2036,18.77,74.29,39.1,38.75,98.459,22.9
2037,2.91,-3.88,40.6,39.62,98.421,3.5
2039,83.15,4.68,35.6,39.34,98.425,101.4
2040,76.17,92.54,41.8,39.47,98.475,92.9
2042,36.79,97.88,39.8,39.81,98.44,44.9
2043,-3.44,53.75,37.7,40.1,98.465,-4.2
2045,85.44,79.83,40.8,40.26,98.472,104.2
2046,63.11,55.05,40.1,40.47,98.458,77.0
2047,39.37,106.75,38.8,39.31,98.504,48.0
2049,58.93,53.08,40.3,39.95,98.55,71.9
2050,127.59,55.67,40.4,40.11,98.484,155.6
2052,73.87,74.38,41.2,39.52,98.546,90.1
2053,70.57,56.21,41.3,40.44,98.427,86.1
2055,67.85,95.59,39.9,40.35,98.47,82.7
2056,88.59,78.34,38.5,39.77,98.413,108.0
2058,63.76,88.87,40.5,39.07,98.448,77.8
2059,125.84,49.53,41.4,41.11,98.453,153.5
2061,85.7,99.2,41.1,39.18,98.445,104.5
2062,73.77,105.34,41.7,40.82,98.429,90.0
2064,57.53,84.73,41.7,39.53,98.502,70.2
2065,30.4,27.42,41.6,40.12,98.44,37.1
2067,75.35,84.31,38.4,40.24,98.392,91.9
2068,38.84,78.02,39.1,39.6,98.482,47.4
2069,65.69,93.61,40.6,39.5,98.493,80.1
2071,100.02,48.53,38.4,40.23,98.481,122.0
2072,50.56,84.15,43.1,40.14,98.468,61.7
2074,41.3,93.22,39.8,39.81,98.347,50.4
2075,8.09,59.1,39.4,40.04,98.426,9.9
2077,57.78,78.96,39.6,39.52,98.441,70.5
2078,45.08,91.85,39.3,39.82,98.41,55.0
2080,18.16,64.28,39.7,39.53,98.493,22.1
2081,49.38,56.39,39.4,40.29,98.458,60.2
2083,106.64,50.02,37.6,39.61,98.422,130.0
2084,76.76,67.54,39.1,40.11,98.428,93.6
2086,31.44,48.06,44.3,40.95,98.423,38.3
2087,57.98,85.84,40.6,40.75,98.461,70.7
2089,39.41,60.1,44.1,40.38,98.417,48.1
2090,18.12,100.61,39.5,40.82,98.431,22.1
2091,46.39,110.9,38.2,39.58,98.363,56.6
2093,49.44,81.05,39.6,39.59,98.447,60.3
2094,58.96,58.21,43.4,39.68,98.372,71.9
2096,45.88,68.16,42.1,40.43,98.451,56.0
2097,58.49,84.8,38.4,40.05,98.488,71.3
2099,37.01,115.97,41.6,39.5,98.449,45.1
2100,61.69,86.62,41.4,40.86,98.334,75.2
2102,53.5,40.43,42.0,40.8,98.45,65.2
2103,121.32,49.31,41.5,40.4,98.377,148.0
2105,58.31,70.44,41.5,41.31,98.383,71.1
2106,82.81,65.07,39.9,40.75,98.458,101.0
2108,75.97,85.66,40.3,40.36,98.441,92.6
2109,62.89,56.65,38.2,39.73,98.465,76.7
2111,63.38,60.64,39.8,40.64,98.418,77.3
2112,23.45,106.66,40.4,40.59,98.407,28.6
2113,42.02,89.33,42.4,39.77,98.379,51.2
2115,60.01,25.69,41.0,40.89,98.387,73.2
2116,85.29,63.13,41.7,40.28,98.439,104.0
2118,124.32,43.43,41.8,40.44,98.318,151.6
2119,53.89,61.83,39.4,40.42,98.394,65.7
2121,-6.55,94.0,39.6,40.43,98.418,-8.0
2122,95.49,53.98,37.8,40.81,98.519,116.5
2124,20.02,54.72,41.4,40.74,98.407,24.4
2125,69.63,44.14,40.9,41.24,98.5,84.9
2127,78.46,48.49,40.3,40.3,98.467,95.7
2128,5.19,94.48,40.3,40.83,98.482,6.3
2130,30.2,55.3,39.7,40.77,98.415,36.8
2131,73.83,32.18,40.9,40.23,98.401,90.0
2133,40.69,106.89,41.0,40.72,98.462,49.6
2134,83.92,66.82,40.3,40.34,98.407,102.3
2135,20.69,68.64,40.5,40.51,98.47,25.2
2137,3.07,95.23,40.5,41.09,98.437,3.7
2138,79.77,81.32,38.4,40.93,98.355,97.3
2140,6.7,58.32,43.1,41.64,98.361,8.2
2141,63.47,22.5,42.0,40.67,98.412,77.4
2143,46.99,72.43,43.1,41.06,98.393,57.3
2144,22.99,67.4,38.7,40.84,98.465,28.0
2146,40.96,81.95,41.3,40.66,98.413,50.0
2147,99.05,121.06,41.2,40.47,98.356,120.8
2149,63.83,73.96,39.6,41.59,98.323,77.8
2150,67.9,90.88,42.1,40.26,98.367,82.8
2152,44.44,44.78,40.3,42.07,98.369,54.2
2153,30.91,110.34,39.4,41.07,98.415,37.7
2155,-8.47,96.29,40.3,39.93,98.398,-10.3
2156,13.12,55.59,39.1,41.16,98.369,16.0
2157,64.41,74.54,40.5,41.52,98.412,78.5
2159,52.19,63.06,40.0,41.04,98.351,63.6
2160,15.1,54.08,39.7,42.84,98.436,18.4
2162,60.52,86.89,41.0,41.19,98.451,73.8
2163,120.22,60.48,42.8,40.8,98.33,146.6
2165,68.2,74.66,42.7,40.37,98.404,83.2
2166,70.73,85.16,41.5,40.86,98.345,86.3
2168,49.25,74.41,43.1,41.57,98.388,60.1
2169,78.46,39.15,39.2,41.05,98.337,95.7
2171,85.1,102.81,40.9,40.72,98.445,103.8
2172,70.8,-13.18,41.5,41.08,98.43,86.3
2174,91.33,33.96,41.2,41.12,98.354,111.4
2175,3.91,83.88,44.0,41.04,98.385,4.8
2177,30.88,73.29,37.7,42.59,98.346,37.7
2178,112.64,77.88,39.7,41.46,98.317,137.4
2179,58.5,64.37,44.0,42.44,98.341,71.3
2181,16.16,66.05,41.1,40.52,98.37,19.7
2182,32.09,36.66,40.6,41.31,98.405,39.1
2184,46.61,31.71,40.4,41.65,98.416,56.8
2185,54.71,42.13,42.7,41.5,98.339,66.7
2187,77.37,73.58,43.1,41.22,98.332,94.4
2188,94.48,65.14,42.1,41.0,98.325,115.2
2190,50.99,86.13,40.7,41.68,98.406,62.2
2191,44.66,84.42,40.9,41.66,98.308,54.5
2193,32.66,32.82,40.3,42.3,98.379,39.8
2194,27.31,54.68,40.1,41.98,98.443,33.3
2196,32.06,92.13,41.4,41.51,98.411,39.1
2197,107.61,42.29,42.1,41.8,98.353,131.2
2199,100.09,64.85,42.9,41.45,98.37,122.1
2200,22.52,35.48,42.6,41.64,98.277,27.5
