Motor_Unit_ID,Motor_Speed_RPM,Architecture_Voltage_V,Stator_Copper_Loss_Watts,Stator_Core_Temp_C,Powertrain_Efficiency_pct,Cooling_State
LUCID-AIR-2471,8253,922.0,754.6,56.5,94.03,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2472,8214,906.7,700.1,57.3,93.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2473,17998,864.3,2830.0,91.6,91.22,Stator Micro-Channel Coolant Active
LUCID-AIR-2474,14907,881.3,1901.8,73.4,92.51,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2475,2105,866.0,166.1,50.5,94.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2476,9207,904.5,606.7,48.9,93.61,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2477,18308,866.8,2903.5,93.0,91.27,Stator Micro-Channel Coolant Active
LUCID-AIR-2478,2602,889.1,61.3,45.1,94.33,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2479,19469,836.1,3319.0,101.3,90.28,Stator Micro-Channel Coolant Active
LUCID-AIR-2480,11972,850.6,1479.3,68.0,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2481,15185,886.5,1956.8,80.2,92.48,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2482,17140,915.2,2594.4,85.5,91.75,Stator Micro-Channel Coolant Active
LUCID-AIR-2483,5108,825.8,506.4,55.6,94.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2484,15882,916.3,2172.3,79.1,92.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2485,6200,852.6,443.2,51.6,93.4,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2486,3688,908.8,388.7,54.0,94.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2487,4575,907.4,321.8,46.3,94.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2488,10395,890.4,1308.9,60.5,93.31,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2489,14982,889.9,1990.9,72.3,92.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2490,19942,898.2,3278.3,96.0,91.07,Stator Micro-Channel Coolant Active
LUCID-AIR-2491,7283,903.5,887.1,55.5,92.92,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2492,16064,875.3,2390.5,86.0,91.85,Stator Micro-Channel Coolant Active
LUCID-AIR-2493,12881,917.9,1637.9,69.7,92.8,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2494,9409,871.9,658.2,56.9,94.22,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2495,11857,852.5,1226.1,65.2,93.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2496,5570,851.2,318.9,58.0,94.12,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2497,9559,821.7,773.8,57.8,93.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2498,19548,889.7,2904.6,84.0,91.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2499,19542,867.8,3126.1,100.0,90.88,Stator Micro-Channel Coolant Active
LUCID-AIR-2500,6878,914.1,211.1,42.0,94.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2501,19014,912.5,2655.3,86.0,91.7,Stator Micro-Channel Coolant Active
LUCID-AIR-2502,19772,848.9,3309.6,99.7,91.05,Stator Micro-Channel Coolant Active
LUCID-AIR-2503,11862,889.3,1147.0,56.8,93.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2504,16643,884.5,2324.2,80.4,92.22,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2505,6842,883.8,711.9,54.3,93.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2506,4197,901.1,274.9,44.1,94.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2507,5785,870.4,465.0,53.4,94.15,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2508,17661,892.5,2523.4,84.5,91.99,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2509,6661,919.5,574.0,52.7,94.29,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2510,17193,835.3,2454.3,79.5,91.59,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2511,3266,843.6,19.7,45.9,94.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2512,19695,894.6,3234.4,92.6,90.97,Stator Micro-Channel Coolant Active
LUCID-AIR-2513,8585,830.5,917.5,59.4,93.59,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2514,3899,850.3,261.6,50.2,93.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2515,12266,855.2,1270.9,66.2,93.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2516,17787,822.8,2926.1,94.1,91.48,Stator Micro-Channel Coolant Active
LUCID-AIR-2517,5109,865.1,155.5,44.3,94.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2518,13858,820.5,1739.5,73.4,92.62,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2519,16132,886.0,2417.9,78.5,91.55,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2520,9196,880.9,1018.0,59.4,93.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2521,12847,916.3,1310.0,66.8,92.67,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2522,7557,825.5,648.0,55.1,93.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2523,11440,921.0,1078.1,63.7,93.57,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2524,8957,861.4,968.0,60.7,93.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2525,12425,875.6,1474.3,64.5,92.75,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2526,10922,880.2,1222.3,65.0,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2527,2932,831.0,53.5,44.2,94.7,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2528,12074,895.5,1581.3,70.7,93.33,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2529,6722,880.4,738.7,54.4,93.71,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2530,10801,845.8,1057.8,66.4,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2531,11567,845.4,1215.0,63.4,92.93,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2532,9511,894.4,792.4,60.0,93.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2533,8652,838.4,818.8,56.3,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2534,16532,872.8,2333.0,85.9,92.29,Stator Micro-Channel Coolant Active
LUCID-AIR-2535,5950,842.9,346.1,44.0,94.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2536,4491,908.7,563.3,58.6,93.84,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2537,2055,820.9,415.1,55.1,94.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2538,12006,918.2,1469.4,65.9,93.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2539,2743,848.6,-2.1,40.7,94.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2540,13570,922.4,1410.3,65.4,93.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2541,18052,894.3,2743.1,85.2,91.46,Stator Micro-Channel Coolant Active
LUCID-AIR-2542,19532,830.4,2957.7,92.8,91.09,Stator Micro-Channel Coolant Active
LUCID-AIR-2543,17932,914.7,2636.1,90.9,91.32,Stator Micro-Channel Coolant Active
LUCID-AIR-2544,12738,921.1,1478.8,70.3,92.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2545,16350,898.8,2117.8,79.0,92.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2546,9165,917.2,797.6,58.2,93.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2547,15598,855.7,2424.7,82.1,91.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2548,9889,861.2,990.1,62.5,93.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2549,15829,892.5,2256.7,76.9,92.49,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2550,11352,843.1,1469.0,64.3,93.12,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2551,12982,834.8,1601.0,67.0,93.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2552,10556,832.4,1233.1,63.4,93.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2553,4716,902.4,429.9,55.5,94.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2554,14007,832.6,1869.4,69.1,92.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2555,13429,910.6,1809.7,73.1,92.53,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2556,3595,913.8,203.7,44.8,94.08,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2557,14217,834.6,1848.8,70.0,92.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2558,18964,825.2,2804.8,95.8,91.86,Stator Micro-Channel Coolant Active
LUCID-AIR-2559,7434,838.1,741.2,61.0,93.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2560,11662,893.2,1240.9,66.2,93.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2561,6084,888.7,548.5,52.5,93.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2562,17255,827.4,2357.0,79.7,92.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2563,3797,862.9,144.6,45.6,94.7,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2564,13791,845.7,1568.9,68.7,92.97,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2565,11475,883.6,1208.7,66.0,93.09,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2566,8601,896.1,786.7,59.9,94.12,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2567,3358,843.8,233.8,47.0,94.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2568,5068,916.6,184.6,47.5,94.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2569,5949,866.1,339.2,52.9,93.98,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2570,15534,900.8,2019.4,80.2,92.33,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2571,19621,866.5,3038.0,98.3,91.32,Stator Micro-Channel Coolant Active
LUCID-AIR-2572,4358,857.1,271.0,47.7,94.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2573,5309,821.5,278.6,52.5,94.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2574,5496,888.0,378.0,54.3,93.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2575,11425,919.2,1078.7,63.6,92.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2576,15792,873.2,1811.8,74.3,92.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2577,14019,873.6,1944.1,70.7,92.29,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2578,15336,868.6,2314.9,79.7,92.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2579,4006,849.6,177.4,52.1,94.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2580,4911,921.1,489.7,50.0,94.21,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2581,12448,837.5,1868.9,78.0,92.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2582,2865,824.5,146.5,45.5,94.61,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2583,15872,876.1,2426.9,82.4,91.56,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2584,7401,835.0,821.6,56.7,93.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2585,3090,848.1,142.0,44.3,94.56,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2586,6580,922.7,477.7,52.9,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2587,17585,867.4,2558.0,82.1,91.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2588,12465,892.1,1504.5,71.5,92.92,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2589,14895,898.4,1922.1,77.6,92.57,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2590,16845,860.9,2333.8,77.6,91.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2591,8154,896.1,852.2,58.8,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2592,8913,820.4,536.9,54.5,93.62,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2593,6559,829.3,270.4,51.1,94.56,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2594,2295,855.9,-93.8,40.5,95.09,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2595,3985,844.7,195.8,42.0,94.27,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2596,3871,831.7,425.2,52.4,93.88,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2597,6619,885.2,588.0,53.8,93.88,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2598,6162,890.9,712.8,56.9,93.72,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2599,7187,847.2,714.2,56.9,93.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2600,14959,887.7,1864.7,74.3,92.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2601,7094,820.6,631.2,57.3,94.01,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2602,12934,911.3,1535.8,70.9,92.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2603,3810,823.3,183.1,48.3,94.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2604,11244,841.3,1145.7,65.6,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2605,19768,843.1,3206.8,98.3,91.29,Stator Micro-Channel Coolant Active
LUCID-AIR-2606,6602,918.0,471.0,51.7,93.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2607,17411,866.3,2230.2,80.4,91.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2608,12934,829.0,1564.0,69.8,92.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2609,9855,851.5,1075.9,62.3,93.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2610,17861,919.7,2735.3,84.9,91.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2611,6584,824.3,212.9,48.6,94.02,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2612,16916,918.4,2335.8,88.0,92.17,Stator Micro-Channel Coolant Active
LUCID-AIR-2613,3197,830.5,224.2,50.4,94.59,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2614,16664,829.0,2516.7,81.1,91.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2615,9467,904.5,1268.2,64.9,92.79,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2616,18285,862.4,2838.7,86.0,91.26,Stator Micro-Channel Coolant Active
LUCID-AIR-2617,18132,828.6,2686.5,83.8,91.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2618,9845,830.2,916.2,61.3,93.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2619,14179,867.0,1795.8,72.1,92.22,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2620,3575,845.1,283.6,53.6,94.21,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2621,9004,824.2,1050.6,68.2,93.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2622,11499,869.6,1080.4,62.2,93.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2623,18917,903.9,2703.6,82.1,91.57,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2624,8514,825.9,709.9,60.9,94.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2625,19085,904.7,2635.8,86.4,91.19,Stator Micro-Channel Coolant Active
LUCID-AIR-2626,10215,895.0,795.3,59.6,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2627,4206,873.7,422.3,48.4,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2628,14054,841.8,1772.1,73.0,93.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2629,15856,855.5,2268.1,77.5,92.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2630,9560,883.3,902.6,57.1,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2631,12891,822.0,1505.4,65.9,92.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2632,19065,824.3,3006.5,96.0,91.64,Stator Micro-Channel Coolant Active
LUCID-AIR-2633,10078,901.4,1248.8,62.9,92.98,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2634,7411,825.4,665.4,57.9,93.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2635,6075,844.6,529.7,52.3,94.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2636,4039,907.7,284.7,47.3,93.88,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2637,12915,874.3,1603.3,68.8,93.05,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2638,2480,915.0,41.5,47.4,94.43,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2639,15815,848.1,2027.9,76.0,92.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2640,9790,828.0,1150.1,60.8,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2641,8484,850.3,899.8,57.9,93.28,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2642,10445,892.0,1153.7,58.4,93.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2643,3149,868.9,-131.7,42.9,94.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2644,16890,904.2,2103.0,79.0,92.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2645,11492,852.0,1430.2,72.9,93.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2646,2983,919.7,67.2,39.9,94.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2647,12205,849.8,1541.2,71.5,92.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2648,15198,873.4,2077.2,80.5,91.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2649,18173,902.5,2545.4,87.4,91.63,Stator Micro-Channel Coolant Active
LUCID-AIR-2650,15426,849.0,1946.2,79.1,91.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2651,5175,841.0,381.8,56.6,93.61,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2652,7519,895.7,968.7,56.3,93.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2653,6780,845.3,717.0,62.1,93.93,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2654,8060,869.3,689.7,63.8,93.69,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2655,8573,920.6,989.8,60.2,92.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2656,17763,833.0,2837.9,91.0,91.64,Stator Micro-Channel Coolant Active
LUCID-AIR-2657,7967,884.8,914.3,56.7,93.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2658,17356,877.7,2529.3,81.1,91.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2659,16868,887.2,2452.1,81.6,92.05,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2660,5125,836.7,206.3,47.9,94.03,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2661,10801,841.1,1315.5,64.6,93.27,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2662,19717,833.6,3100.1,97.7,91.35,Stator Micro-Channel Coolant Active
LUCID-AIR-2663,14323,885.9,2024.2,74.7,92.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2664,18578,904.3,2700.6,89.6,91.31,Stator Micro-Channel Coolant Active
LUCID-AIR-2665,19800,887.8,3195.1,99.8,91.22,Stator Micro-Channel Coolant Active
LUCID-AIR-2666,16079,891.2,2366.8,83.5,91.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2667,8956,857.7,750.9,48.8,93.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2668,5232,861.8,499.1,53.7,94.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2669,14109,857.0,1869.8,83.2,92.36,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2670,11579,874.5,1484.6,70.2,93.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2671,4984,915.1,787.9,61.1,93.72,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2672,15461,853.2,2139.5,75.5,92.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2673,13889,896.1,1784.8,74.8,92.48,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2674,5302,918.0,475.4,51.7,94.24,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2675,6473,905.9,564.8,50.5,94.01,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2676,8863,897.3,906.9,63.8,94.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2677,17297,854.8,2628.8,85.5,91.43,Stator Micro-Channel Coolant Active
LUCID-AIR-2678,6791,879.2,528.0,47.1,93.84,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2679,8684,922.8,1110.2,66.8,93.49,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2680,11728,822.5,999.0,66.1,93.59,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2681,19877,883.3,3098.3,97.4,91.02,Stator Micro-Channel Coolant Active
LUCID-AIR-2682,2794,884.0,25.1,39.7,93.79,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2683,9275,844.1,1009.5,63.5,93.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2684,11997,916.2,1286.8,67.5,93.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2685,6624,859.9,612.5,51.7,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2686,19541,879.6,3390.8,101.4,90.88,Stator Micro-Channel Coolant Active
LUCID-AIR-2687,14382,846.1,1652.4,69.2,92.21,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2688,5165,900.0,258.1,49.0,94.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2689,6338,895.1,536.3,52.9,93.97,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2690,19696,859.4,3098.2,92.7,91.31,Stator Micro-Channel Coolant Active
LUCID-AIR-2691,19081,846.7,2918.6,89.2,91.16,Stator Micro-Channel Coolant Active
LUCID-AIR-2692,4635,858.0,470.3,55.2,94.18,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2693,7952,882.5,497.4,49.6,94.26,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2694,2424,837.2,-160.1,45.6,94.72,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2695,8330,852.4,729.0,55.7,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2696,3088,840.0,238.8,47.5,93.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2697,6023,895.7,503.6,57.9,93.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2698,11233,891.3,1205.4,61.6,92.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2699,4698,873.6,314.9,50.7,94.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2700,12165,912.1,1442.8,70.2,92.26,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2701,4324,884.4,67.0,47.3,94.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2702,15796,872.4,2183.7,78.2,92.26,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2703,17123,881.6,2443.9,78.0,91.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2704,2145,848.9,138.2,44.1,94.26,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2705,10776,863.2,1262.2,64.6,93.27,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2706,15831,884.8,2401.6,84.8,91.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2707,13111,896.9,1800.4,68.6,92.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2708,10548,844.9,1146.2,66.9,93.3,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2709,9699,920.8,1029.9,57.3,92.94,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2710,16658,829.6,2242.1,85.6,92.23,Stator Micro-Channel Coolant Active
LUCID-AIR-2711,7125,859.6,589.7,57.3,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2712,5462,880.0,104.7,48.5,94.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2713,15159,874.6,2102.1,79.5,92.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2714,11377,914.3,1460.9,69.6,92.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2715,2688,867.6,-1.2,41.0,94.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2716,4298,904.0,147.7,47.4,94.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2717,14039,917.9,1757.8,69.4,92.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2718,12434,876.2,1603.5,67.2,92.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2719,8919,832.9,603.5,48.4,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2720,5101,853.5,211.7,43.2,94.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2721,17949,916.6,2729.4,85.9,91.61,Stator Micro-Channel Coolant Active
LUCID-AIR-2722,15548,877.1,2001.8,77.1,92.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2723,4384,916.9,48.0,47.0,94.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2724,6874,828.4,801.4,61.5,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2725,3561,897.5,204.1,48.8,94.55,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2726,3420,889.5,108.9,51.4,94.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2727,12885,890.5,1598.3,67.7,92.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2728,8477,836.2,901.0,55.6,93.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2729,9082,840.9,1172.8,64.0,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2730,19156,919.8,2897.7,89.6,91.49,Stator Micro-Channel Coolant Active
LUCID-AIR-2731,10498,882.1,890.7,59.7,93.4,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2732,8563,872.6,696.3,52.8,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-2733,7480,910.6,732.1,59.5,93.75,Peak 92.4% Powertrain Efficiency Domain
