Test_Run_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,Cabin_Noise_dB,Engine_Mount_Vibe_G,Harshness_Status
BMW-NVH-1730,84.8,1982,64.8,0.179,Luxury Quiet Standard
BMW-NVH-1731,119.3,2904,68.8,0.155,Luxury Quiet Standard
BMW-NVH-1732,33.0,935,56.4,0.134,Luxury Quiet Standard
BMW-NVH-1733,98.5,2453,68.0,0.172,Luxury Quiet Standard
BMW-NVH-1734,104.4,2437,62.5,0.209,Luxury Quiet Standard
BMW-NVH-1735,71.0,1835,62.5,0.161,Luxury Quiet Standard
BMW-NVH-1736,168.9,4088,80.0,0.261,Unwanted Boom / Hum
BMW-NVH-1737,75.4,1824,64.0,0.216,Luxury Quiet Standard
BMW-NVH-1738,101.9,2629,64.8,0.193,Luxury Quiet Standard
BMW-NVH-1739,96.6,2442,65.2,0.174,Luxury Quiet Standard
BMW-NVH-1740,83.3,1996,63.6,0.184,Luxury Quiet Standard
BMW-NVH-1741,169.0,4019,78.8,0.227,Unwanted Boom / Hum
BMW-NVH-1742,123.3,2924,68.6,0.152,Luxury Quiet Standard
BMW-NVH-1743,45.1,1001,55.1,0.133,Luxury Quiet Standard
BMW-NVH-1744,53.6,1316,59.0,0.134,Luxury Quiet Standard
BMW-NVH-1745,58.3,1412,61.3,0.132,Luxury Quiet Standard
BMW-NVH-1746,179.1,4155,84.8,0.233,Unwanted Boom / Hum
BMW-NVH-1747,102.6,2577,69.1,0.193,Luxury Quiet Standard
BMW-NVH-1748,113.0,2584,68.2,0.132,Luxury Quiet Standard
BMW-NVH-1749,145.0,3505,76.1,0.195,Luxury Quiet Standard
BMW-NVH-1750,35.4,860,59.1,0.13,Luxury Quiet Standard
BMW-NVH-1751,146.2,3514,70.2,0.217,Luxury Quiet Standard
BMW-NVH-1752,65.1,1562,61.1,0.201,Luxury Quiet Standard
BMW-NVH-1753,55.8,1529,58.4,0.128,Luxury Quiet Standard
BMW-NVH-1754,139.5,3478,71.5,0.169,Luxury Quiet Standard
BMW-NVH-1755,82.2,2108,66.9,0.186,Luxury Quiet Standard
BMW-NVH-1756,40.2,994,58.5,0.154,Luxury Quiet Standard
BMW-NVH-1757,118.3,2810,68.5,0.193,Luxury Quiet Standard
BMW-NVH-1758,175.8,4109,81.7,0.241,Unwanted Boom / Hum
BMW-NVH-1759,97.9,2332,67.3,0.142,Luxury Quiet Standard
BMW-NVH-1760,72.7,1835,64.2,0.183,Luxury Quiet Standard
BMW-NVH-1761,144.8,3485,75.9,0.241,Unwanted Boom / Hum
BMW-NVH-1762,123.2,2927,66.6,0.189,Luxury Quiet Standard
BMW-NVH-1763,96.4,2363,65.0,0.191,Luxury Quiet Standard
BMW-NVH-1764,68.7,1764,61.5,0.136,Luxury Quiet Standard
BMW-NVH-1765,56.3,1268,61.0,0.142,Luxury Quiet Standard
BMW-NVH-1766,59.8,1587,59.3,0.136,Luxury Quiet Standard
BMW-NVH-1767,122.9,2802,68.9,0.179,Luxury Quiet Standard
BMW-NVH-1768,101.0,2457,65.3,0.194,Luxury Quiet Standard
BMW-NVH-1769,98.2,2299,63.8,0.231,Luxury Quiet Standard
BMW-NVH-1770,156.0,3830,73.8,0.193,Luxury Quiet Standard
BMW-NVH-1771,161.2,3821,78.0,0.215,Luxury Quiet Standard
BMW-NVH-1772,118.0,2790,70.2,0.142,Luxury Quiet Standard
BMW-NVH-1773,107.9,2547,67.0,0.158,Luxury Quiet Standard
BMW-NVH-1774,142.2,3396,72.6,0.219,Luxury Quiet Standard
BMW-NVH-1775,86.7,2049,63.7,0.164,Luxury Quiet Standard
BMW-NVH-1776,140.8,3232,75.9,0.239,Unwanted Boom / Hum
BMW-NVH-1777,156.6,3861,81.1,0.235,Unwanted Boom / Hum
BMW-NVH-1778,135.1,3064,70.9,0.168,Luxury Quiet Standard
BMW-NVH-1779,106.4,2575,69.8,0.194,Luxury Quiet Standard
BMW-NVH-1780,132.5,3208,72.1,0.193,Luxury Quiet Standard
BMW-NVH-1781,111.2,2651,65.8,0.163,Luxury Quiet Standard
BMW-NVH-1782,44.0,1116,58.8,0.13,Luxury Quiet Standard
BMW-NVH-1783,106.0,2476,70.2,0.202,Luxury Quiet Standard
BMW-NVH-1784,142.0,3433,69.5,0.199,Luxury Quiet Standard
BMW-NVH-1785,44.8,1136,54.5,0.091,Luxury Quiet Standard
BMW-NVH-1786,173.5,4091,78.3,0.172,Luxury Quiet Standard
BMW-NVH-1787,114.3,2733,63.6,0.202,Luxury Quiet Standard
BMW-NVH-1788,96.8,2362,65.5,0.175,Luxury Quiet Standard
BMW-NVH-1789,77.7,1845,62.5,0.191,Luxury Quiet Standard
BMW-NVH-1790,96.7,2462,65.9,0.168,Luxury Quiet Standard
BMW-NVH-1791,136.8,3127,71.0,0.219,Luxury Quiet Standard
BMW-NVH-1792,42.0,859,56.4,0.107,Luxury Quiet Standard
BMW-NVH-1793,160.9,3840,81.3,0.278,Unwanted Boom / Hum
BMW-NVH-1794,72.4,1798,62.0,0.156,Luxury Quiet Standard
BMW-NVH-1795,142.1,3297,78.3,0.233,Unwanted Boom / Hum
BMW-NVH-1796,121.1,3045,70.2,0.232,Luxury Quiet Standard
BMW-NVH-1797,98.2,2244,63.4,0.172,Luxury Quiet Standard
BMW-NVH-1798,33.7,902,56.7,0.09,Luxury Quiet Standard
BMW-NVH-1799,93.2,2211,67.1,0.15,Luxury Quiet Standard
BMW-NVH-1800,105.4,2625,67.2,0.148,Luxury Quiet Standard
BMW-NVH-1801,81.1,1764,64.5,0.126,Luxury Quiet Standard
BMW-NVH-1802,63.6,1469,63.8,0.161,Luxury Quiet Standard
BMW-NVH-1803,112.3,2574,64.5,0.153,Luxury Quiet Standard
BMW-NVH-1804,42.2,1070,60.0,0.136,Luxury Quiet Standard
BMW-NVH-1805,70.2,1477,63.2,0.116,Luxury Quiet Standard
BMW-NVH-1806,153.4,3706,79.5,0.223,Unwanted Boom / Hum
BMW-NVH-1807,165.1,4103,81.8,0.255,Unwanted Boom / Hum
BMW-NVH-1808,178.6,4315,83.8,0.283,Unwanted Boom / Hum
BMW-NVH-1809,116.0,2744,71.8,0.213,Luxury Quiet Standard
BMW-NVH-1810,165.2,4023,79.5,0.185,Luxury Quiet Standard
BMW-NVH-1811,136.7,3266,70.1,0.195,Luxury Quiet Standard
BMW-NVH-1812,55.8,1304,58.9,0.138,Luxury Quiet Standard
BMW-NVH-1813,111.6,2559,66.7,0.135,Luxury Quiet Standard
BMW-NVH-1814,143.7,3479,72.7,0.202,Luxury Quiet Standard
BMW-NVH-1815,92.7,2282,67.8,0.196,Luxury Quiet Standard
BMW-NVH-1816,67.0,1633,59.8,0.134,Luxury Quiet Standard
BMW-NVH-1817,44.2,1011,60.0,0.113,Luxury Quiet Standard
BMW-NVH-1818,107.9,2480,67.3,0.215,Luxury Quiet Standard
BMW-NVH-1819,96.4,2319,65.0,0.203,Luxury Quiet Standard
BMW-NVH-1820,100.1,2462,64.7,0.175,Luxury Quiet Standard
BMW-NVH-1821,154.3,3661,72.3,0.199,Luxury Quiet Standard
BMW-NVH-1822,34.5,810,60.1,0.128,Luxury Quiet Standard
BMW-NVH-1823,165.2,4092,81.3,0.222,Unwanted Boom / Hum
BMW-NVH-1824,150.0,3565,72.3,0.187,Luxury Quiet Standard
BMW-NVH-1825,136.3,3350,72.6,0.215,Luxury Quiet Standard
BMW-NVH-1826,84.0,1987,63.2,0.163,Luxury Quiet Standard
BMW-NVH-1827,35.5,926,58.5,0.097,Luxury Quiet Standard
BMW-NVH-1828,147.8,3341,70.7,0.18,Luxury Quiet Standard
BMW-NVH-1829,143.8,3432,74.1,0.198,Luxury Quiet Standard
BMW-NVH-1830,125.5,2935,70.9,0.227,Luxury Quiet Standard
BMW-NVH-1831,116.1,2856,67.9,0.181,Luxury Quiet Standard
BMW-NVH-1832,173.7,4146,81.7,0.231,Unwanted Boom / Hum
BMW-NVH-1833,94.0,2166,69.7,0.112,Luxury Quiet Standard
BMW-NVH-1834,162.1,4001,78.0,0.207,Luxury Quiet Standard
BMW-NVH-1835,45.0,1152,58.5,0.138,Luxury Quiet Standard
BMW-NVH-1836,147.5,3497,71.7,0.176,Luxury Quiet Standard
BMW-NVH-1837,137.5,3344,75.3,0.241,Unwanted Boom / Hum
BMW-NVH-1838,122.7,3014,71.3,0.239,Luxury Quiet Standard
BMW-NVH-1839,127.3,3085,70.7,0.2,Luxury Quiet Standard
BMW-NVH-1840,160.8,3905,78.8,0.272,Unwanted Boom / Hum
BMW-NVH-1841,160.8,3944,74.5,0.207,Luxury Quiet Standard
BMW-NVH-1842,33.9,874,56.2,0.093,Luxury Quiet Standard
BMW-NVH-1843,60.9,1521,62.8,0.107,Luxury Quiet Standard
BMW-NVH-1844,103.8,2352,67.7,0.165,Luxury Quiet Standard
BMW-NVH-1845,43.2,1039,60.6,0.137,Luxury Quiet Standard
BMW-NVH-1846,69.6,1607,60.3,0.115,Luxury Quiet Standard
BMW-NVH-1847,164.4,3981,74.5,0.219,Luxury Quiet Standard
BMW-NVH-1848,100.9,2469,65.7,0.187,Luxury Quiet Standard
BMW-NVH-1849,39.0,1012,61.1,0.113,Luxury Quiet Standard
BMW-NVH-1850,141.4,3245,80.3,0.266,Unwanted Boom / Hum
BMW-NVH-1851,92.8,2151,63.3,0.176,Luxury Quiet Standard
BMW-NVH-1852,159.4,3786,78.2,0.256,Unwanted Boom / Hum
BMW-NVH-1853,32.3,768,57.6,0.109,Luxury Quiet Standard
BMW-NVH-1854,86.9,2045,64.4,0.179,Luxury Quiet Standard
BMW-NVH-1855,83.3,2093,64.2,0.163,Luxury Quiet Standard
BMW-NVH-1856,131.3,3090,72.1,0.17,Luxury Quiet Standard
BMW-NVH-1857,82.0,2000,61.6,0.186,Luxury Quiet Standard
BMW-NVH-1858,178.8,4394,77.9,0.168,Luxury Quiet Standard
BMW-NVH-1859,42.0,1094,59.6,0.135,Luxury Quiet Standard
BMW-NVH-1860,72.9,1701,65.4,0.181,Luxury Quiet Standard
BMW-NVH-1861,35.5,910,51.7,0.151,Luxury Quiet Standard
BMW-NVH-1862,82.9,1972,63.3,0.165,Luxury Quiet Standard
BMW-NVH-1863,80.8,1996,65.3,0.162,Luxury Quiet Standard
BMW-NVH-1864,116.1,2806,65.2,0.192,Luxury Quiet Standard
BMW-NVH-1865,65.6,1495,60.9,0.157,Luxury Quiet Standard
BMW-NVH-1866,117.2,2910,68.6,0.174,Luxury Quiet Standard
BMW-NVH-1867,43.3,985,56.8,0.13,Luxury Quiet Standard
BMW-NVH-1868,99.8,2470,65.2,0.132,Luxury Quiet Standard
BMW-NVH-1869,72.0,1713,61.2,0.176,Luxury Quiet Standard
BMW-NVH-1870,86.5,2196,69.0,0.155,Luxury Quiet Standard
BMW-NVH-1871,173.2,3999,80.1,0.226,Unwanted Boom / Hum
BMW-NVH-1872,92.4,2186,66.3,0.19,Luxury Quiet Standard
BMW-NVH-1873,169.1,4050,77.5,0.192,Luxury Quiet Standard
BMW-NVH-1874,120.1,2920,64.8,0.135,Luxury Quiet Standard
BMW-NVH-1875,85.0,2109,64.7,0.165,Luxury Quiet Standard
BMW-NVH-1876,144.9,3562,71.1,0.204,Luxury Quiet Standard
BMW-NVH-1877,124.4,3017,71.6,0.195,Luxury Quiet Standard
BMW-NVH-1878,43.8,1192,62.0,0.116,Luxury Quiet Standard
BMW-NVH-1879,36.1,823,57.6,0.108,Luxury Quiet Standard
BMW-NVH-1880,162.9,3830,81.0,0.25,Unwanted Boom / Hum
BMW-NVH-1881,90.4,2191,63.1,0.182,Luxury Quiet Standard
BMW-NVH-1882,177.3,4325,84.0,0.278,Unwanted Boom / Hum
BMW-NVH-1883,41.0,951,58.3,0.089,Luxury Quiet Standard
BMW-NVH-1884,99.9,2357,64.7,0.155,Luxury Quiet Standard
BMW-NVH-1885,34.7,928,57.4,0.121,Luxury Quiet Standard
BMW-NVH-1886,146.8,3442,78.5,0.244,Unwanted Boom / Hum
BMW-NVH-1887,36.0,906,58.4,0.112,Luxury Quiet Standard
BMW-NVH-1888,165.5,4001,77.0,0.234,Unwanted Boom / Hum
BMW-NVH-1889,77.5,1966,63.6,0.157,Luxury Quiet Standard
BMW-NVH-1890,77.7,1960,60.6,0.16,Luxury Quiet Standard
BMW-NVH-1891,154.4,3707,76.2,0.177,Luxury Quiet Standard
BMW-NVH-1892,139.3,3366,72.0,0.171,Luxury Quiet Standard
BMW-NVH-1893,116.4,2786,66.3,0.19,Luxury Quiet Standard
BMW-NVH-1894,67.8,1552,62.2,0.119,Luxury Quiet Standard
BMW-NVH-1895,104.2,2591,68.1,0.154,Luxury Quiet Standard
BMW-NVH-1896,39.5,971,60.3,0.102,Luxury Quiet Standard
BMW-NVH-1897,96.3,2301,62.9,0.205,Luxury Quiet Standard
BMW-NVH-1898,107.2,2514,64.8,0.178,Luxury Quiet Standard
BMW-NVH-1899,120.4,2879,68.9,0.262,Luxury Quiet Standard
BMW-NVH-1900,160.7,3801,76.0,0.175,Luxury Quiet Standard
BMW-NVH-1901,154.9,3656,79.6,0.229,Unwanted Boom / Hum
BMW-NVH-1902,133.2,3217,69.9,0.166,Luxury Quiet Standard
BMW-NVH-1903,94.5,2234,63.7,0.167,Luxury Quiet Standard
BMW-NVH-1904,93.3,2337,62.6,0.168,Luxury Quiet Standard
BMW-NVH-1905,61.6,1491,60.2,0.158,Luxury Quiet Standard
BMW-NVH-1906,176.7,4105,85.2,0.224,Unwanted Boom / Hum
BMW-NVH-1907,101.6,2544,68.0,0.203,Luxury Quiet Standard
BMW-NVH-1908,147.9,3555,79.2,0.272,Unwanted Boom / Hum
BMW-NVH-1909,99.3,2416,62.7,0.199,Luxury Quiet Standard
BMW-NVH-1910,37.2,909,56.5,0.123,Luxury Quiet Standard
BMW-NVH-1911,134.8,3241,72.4,0.192,Luxury Quiet Standard
BMW-NVH-1912,110.5,2678,69.8,0.138,Luxury Quiet Standard
BMW-NVH-1913,93.6,2193,64.7,0.159,Luxury Quiet Standard
BMW-NVH-1914,49.2,1036,58.3,0.027,Luxury Quiet Standard
BMW-NVH-1915,55.5,1425,62.3,0.103,Luxury Quiet Standard
BMW-NVH-1916,126.5,3086,69.8,0.203,Luxury Quiet Standard
BMW-NVH-1917,107.6,2680,66.9,0.202,Luxury Quiet Standard
BMW-NVH-1918,96.2,2411,64.1,0.215,Luxury Quiet Standard
BMW-NVH-1919,163.0,3957,80.2,0.223,Unwanted Boom / Hum
BMW-NVH-1920,47.3,1260,56.7,0.116,Luxury Quiet Standard
BMW-NVH-1921,71.2,1634,61.2,0.14,Luxury Quiet Standard
BMW-NVH-1922,66.0,1729,63.4,0.197,Luxury Quiet Standard
BMW-NVH-1923,112.5,2696,69.8,0.175,Luxury Quiet Standard
BMW-NVH-1924,74.1,1744,60.2,0.141,Luxury Quiet Standard
BMW-NVH-1925,157.6,3640,80.0,0.19,Luxury Quiet Standard
BMW-NVH-1926,51.0,1160,62.8,0.143,Luxury Quiet Standard
BMW-NVH-1927,106.7,2544,67.7,0.218,Luxury Quiet Standard
BMW-NVH-1928,68.1,1561,62.7,0.127,Luxury Quiet Standard
BMW-NVH-1929,179.8,4290,82.8,0.233,Unwanted Boom / Hum
BMW-NVH-1930,173.9,4165,84.7,0.27,Unwanted Boom / Hum
BMW-NVH-1931,115.1,2733,72.8,0.133,Luxury Quiet Standard
BMW-NVH-1932,40.4,917,58.7,0.135,Luxury Quiet Standard
BMW-NVH-1933,145.1,3434,76.4,0.172,Luxury Quiet Standard
BMW-NVH-1934,164.2,3820,75.5,0.205,Luxury Quiet Standard
BMW-NVH-1935,100.6,2436,65.6,0.141,Luxury Quiet Standard
BMW-NVH-1936,98.1,2364,65.8,0.2,Luxury Quiet Standard
BMW-NVH-1937,69.9,1609,63.7,0.107,Luxury Quiet Standard
BMW-NVH-1938,108.7,2682,66.9,0.212,Luxury Quiet Standard
BMW-NVH-1939,80.4,1942,62.7,0.131,Luxury Quiet Standard
BMW-NVH-1940,159.4,3826,82.6,0.249,Unwanted Boom / Hum
BMW-NVH-1941,76.7,1751,63.5,0.171,Luxury Quiet Standard
BMW-NVH-1942,42.7,1133,61.6,0.135,Luxury Quiet Standard
BMW-NVH-1943,130.8,3068,72.2,0.174,Luxury Quiet Standard
BMW-NVH-1944,111.6,2710,67.0,0.134,Luxury Quiet Standard
BMW-NVH-1945,158.9,3770,75.6,0.197,Luxury Quiet Standard
BMW-NVH-1946,141.3,3389,71.8,0.188,Luxury Quiet Standard
BMW-NVH-1947,103.3,2573,66.3,0.175,Luxury Quiet Standard
BMW-NVH-1948,60.2,1445,55.9,0.145,Luxury Quiet Standard
BMW-NVH-1949,111.7,2614,66.3,0.179,Luxury Quiet Standard
BMW-NVH-1950,33.2,726,55.4,0.056,Luxury Quiet Standard
BMW-NVH-1951,128.5,3062,69.3,0.21,Luxury Quiet Standard
BMW-NVH-1952,178.6,4363,80.1,0.245,Unwanted Boom / Hum
BMW-NVH-1953,103.5,2487,65.7,0.218,Luxury Quiet Standard
BMW-NVH-1954,101.2,2417,66.2,0.158,Luxury Quiet Standard
BMW-NVH-1955,91.0,2158,70.9,0.162,Luxury Quiet Standard
BMW-NVH-1956,134.0,3277,73.2,0.189,Luxury Quiet Standard
BMW-NVH-1957,176.9,4211,81.8,0.245,Unwanted Boom / Hum
BMW-NVH-1958,53.0,1304,61.0,0.074,Luxury Quiet Standard
BMW-NVH-1959,122.3,2921,70.4,0.16,Luxury Quiet Standard
BMW-NVH-1960,44.6,1039,59.9,0.072,Luxury Quiet Standard
BMW-NVH-1961,163.3,3812,79.6,0.228,Unwanted Boom / Hum
BMW-NVH-1962,165.7,4079,81.6,0.242,Unwanted Boom / Hum
BMW-NVH-1963,153.3,3710,71.4,0.2,Luxury Quiet Standard
BMW-NVH-1964,76.0,1864,63.5,0.184,Luxury Quiet Standard
BMW-NVH-1965,44.1,998,57.1,0.162,Luxury Quiet Standard
BMW-NVH-1966,135.3,3182,73.1,0.174,Luxury Quiet Standard
BMW-NVH-1967,63.8,1500,59.5,0.152,Luxury Quiet Standard
BMW-NVH-1968,91.6,2172,63.1,0.132,Luxury Quiet Standard
BMW-NVH-1969,65.1,1558,62.3,0.235,Luxury Quiet Standard
BMW-NVH-1970,54.6,1452,57.5,0.143,Luxury Quiet Standard
BMW-NVH-1971,34.2,797,57.0,0.128,Luxury Quiet Standard
BMW-NVH-1972,93.3,2415,68.8,0.166,Luxury Quiet Standard
BMW-NVH-1973,92.8,2225,68.6,0.203,Luxury Quiet Standard
BMW-NVH-1974,43.2,1005,57.6,0.116,Luxury Quiet Standard
BMW-NVH-1975,83.6,2006,64.4,0.136,Luxury Quiet Standard
BMW-NVH-1976,32.6,802,55.6,0.124,Luxury Quiet Standard
BMW-NVH-1977,137.0,3312,73.0,0.214,Luxury Quiet Standard
BMW-NVH-1978,119.7,2797,68.3,0.174,Luxury Quiet Standard
BMW-NVH-1979,92.4,2176,65.1,0.136,Luxury Quiet Standard
BMW-NVH-1980,156.8,3694,70.6,0.183,Luxury Quiet Standard
BMW-NVH-1981,66.3,1543,61.0,0.153,Luxury Quiet Standard
BMW-NVH-1982,82.0,1994,63.2,0.15,Luxury Quiet Standard
BMW-NVH-1983,68.7,1580,59.9,0.089,Luxury Quiet Standard
BMW-NVH-1984,146.3,3458,72.0,0.181,Luxury Quiet Standard
BMW-NVH-1985,92.3,2248,65.8,0.131,Luxury Quiet Standard
BMW-NVH-1986,48.7,1116,55.3,0.173,Luxury Quiet Standard
BMW-NVH-1987,123.9,2949,65.9,0.21,Luxury Quiet Standard
BMW-NVH-1988,73.2,1767,63.3,0.214,Luxury Quiet Standard
BMW-NVH-1989,78.9,1925,62.1,0.209,Luxury Quiet Standard
BMW-NVH-1990,173.8,4261,81.2,0.23,Unwanted Boom / Hum
BMW-NVH-1991,103.4,2438,66.4,0.214,Luxury Quiet Standard
BMW-NVH-1992,77.3,1893,62.4,0.186,Luxury Quiet Standard
BMW-NVH-1993,170.2,4139,78.5,0.224,Unwanted Boom / Hum
BMW-NVH-1994,100.5,2373,64.4,0.184,Luxury Quiet Standard
BMW-NVH-1995,164.8,4045,82.5,0.222,Unwanted Boom / Hum
BMW-NVH-1996,63.0,1487,61.6,0.109,Luxury Quiet Standard
BMW-NVH-1997,62.2,1524,59.4,0.117,Luxury Quiet Standard
BMW-NVH-1998,155.8,3620,70.5,0.177,Luxury Quiet Standard
BMW-NVH-1999,45.4,1101,57.6,0.14,Luxury Quiet Standard
BMW-NVH-2000,108.1,2543,66.0,0.184,Luxury Quiet Standard
BMW-NVH-2001,147.4,3379,74.8,0.202,Luxury Quiet Standard
BMW-NVH-2002,151.3,3698,77.6,0.245,Unwanted Boom / Hum
BMW-NVH-2003,67.5,1733,60.2,0.158,Luxury Quiet Standard
BMW-NVH-2004,174.0,4156,81.2,0.221,Unwanted Boom / Hum
BMW-NVH-2005,58.3,1370,59.6,0.141,Luxury Quiet Standard
BMW-NVH-2006,72.6,1870,59.5,0.121,Luxury Quiet Standard
BMW-NVH-2007,143.4,3397,74.2,0.224,Unwanted Boom / Hum
BMW-NVH-2008,104.0,2601,69.0,0.183,Luxury Quiet Standard
BMW-NVH-2009,174.2,4216,79.6,0.194,Luxury Quiet Standard
BMW-NVH-2010,169.9,4087,76.6,0.208,Luxury Quiet Standard
BMW-NVH-2011,95.2,2307,65.9,0.158,Luxury Quiet Standard
BMW-NVH-2012,134.5,3155,68.8,0.19,Luxury Quiet Standard
BMW-NVH-2013,140.6,3273,73.0,0.214,Luxury Quiet Standard
BMW-NVH-2014,35.6,826,57.7,0.084,Luxury Quiet Standard
BMW-NVH-2015,119.5,2897,69.0,0.206,Luxury Quiet Standard
BMW-NVH-2016,151.5,3711,74.6,0.262,Unwanted Boom / Hum
BMW-NVH-2017,177.6,4436,85.9,0.267,Unwanted Boom / Hum
BMW-NVH-2018,125.4,2944,67.7,0.166,Luxury Quiet Standard
BMW-NVH-2019,150.9,3630,75.7,0.227,Unwanted Boom / Hum
BMW-NVH-2020,138.5,3380,71.8,0.153,Luxury Quiet Standard
BMW-NVH-2021,65.1,1521,60.0,0.116,Luxury Quiet Standard
BMW-NVH-2022,79.3,1903,66.3,0.14,Luxury Quiet Standard
BMW-NVH-2023,97.4,2154,67.5,0.167,Luxury Quiet Standard
BMW-NVH-2024,177.7,4284,84.1,0.257,Unwanted Boom / Hum
BMW-NVH-2025,50.5,1186,63.5,0.113,Luxury Quiet Standard
BMW-NVH-2026,178.9,4331,81.9,0.232,Unwanted Boom / Hum
BMW-NVH-2027,176.9,4193,78.1,0.192,Luxury Quiet Standard
BMW-NVH-2028,58.8,1487,62.7,0.115,Luxury Quiet Standard
BMW-NVH-2029,93.3,2227,63.4,0.123,Luxury Quiet Standard
BMW-NVH-2030,40.7,911,57.4,0.173,Luxury Quiet Standard
BMW-NVH-2031,144.3,3422,72.7,0.186,Luxury Quiet Standard
BMW-NVH-2032,155.0,3813,79.2,0.229,Unwanted Boom / Hum
BMW-NVH-2033,88.2,2013,66.0,0.167,Luxury Quiet Standard
BMW-NVH-2034,101.2,2362,68.0,0.097,Luxury Quiet Standard
BMW-NVH-2035,121.6,2922,69.8,0.202,Luxury Quiet Standard
BMW-NVH-2036,135.0,3224,68.7,0.187,Luxury Quiet Standard
BMW-NVH-2037,97.9,2420,66.9,0.174,Luxury Quiet Standard
BMW-NVH-2038,103.3,2574,67.4,0.174,Luxury Quiet Standard
BMW-NVH-2039,44.6,1045,58.6,0.142,Luxury Quiet Standard
BMW-NVH-2040,168.1,4023,81.3,0.227,Unwanted Boom / Hum
BMW-NVH-2041,164.5,3973,79.4,0.238,Unwanted Boom / Hum
BMW-NVH-2042,131.8,3249,71.2,0.172,Luxury Quiet Standard
BMW-NVH-2043,142.2,3333,69.6,0.141,Luxury Quiet Standard
BMW-NVH-2044,33.5,866,56.1,0.045,Luxury Quiet Standard
BMW-NVH-2045,98.6,2341,65.3,0.216,Luxury Quiet Standard
BMW-NVH-2046,73.7,1775,62.1,0.152,Luxury Quiet Standard
BMW-NVH-2047,34.0,855,57.8,0.064,Luxury Quiet Standard
BMW-NVH-2048,83.1,2149,60.6,0.207,Luxury Quiet Standard
BMW-NVH-2049,116.2,2838,70.6,0.192,Luxury Quiet Standard
BMW-NVH-2050,95.1,2055,64.1,0.196,Luxury Quiet Standard
BMW-NVH-2051,134.2,3171,69.6,0.222,Luxury Quiet Standard
BMW-NVH-2052,178.4,4138,82.8,0.244,Unwanted Boom / Hum
BMW-NVH-2053,153.1,3659,74.2,0.2,Luxury Quiet Standard
BMW-NVH-2054,138.8,3427,71.0,0.201,Luxury Quiet Standard
BMW-NVH-2055,125.9,2899,71.5,0.14,Luxury Quiet Standard
BMW-NVH-2056,83.5,1869,65.9,0.127,Luxury Quiet Standard
BMW-NVH-2057,145.2,3610,80.1,0.228,Unwanted Boom / Hum
BMW-NVH-2058,177.1,4354,84.7,0.27,Unwanted Boom / Hum
BMW-NVH-2059,87.9,2188,60.9,0.164,Luxury Quiet Standard
BMW-NVH-2060,155.9,3777,81.6,0.241,Unwanted Boom / Hum
BMW-NVH-2061,68.6,1656,64.1,0.194,Luxury Quiet Standard
BMW-NVH-2062,137.3,3190,69.2,0.189,Luxury Quiet Standard
BMW-NVH-2063,87.4,2255,66.8,0.212,Luxury Quiet Standard
BMW-NVH-2064,93.1,2286,64.6,0.157,Luxury Quiet Standard
BMW-NVH-2065,174.5,4319,82.6,0.224,Unwanted Boom / Hum
BMW-NVH-2066,137.3,3354,72.8,0.201,Luxury Quiet Standard
BMW-NVH-2067,96.9,2383,64.4,0.253,Luxury Quiet Standard
BMW-NVH-2068,44.3,1140,59.4,0.131,Luxury Quiet Standard
BMW-NVH-2069,97.4,2285,67.4,0.157,Luxury Quiet Standard
BMW-NVH-2070,59.5,1360,62.9,0.137,Luxury Quiet Standard
BMW-NVH-2071,160.3,3906,74.7,0.215,Luxury Quiet Standard
BMW-NVH-2072,101.3,2353,67.0,0.173,Luxury Quiet Standard
BMW-NVH-2073,136.3,3353,79.3,0.231,Unwanted Boom / Hum
BMW-NVH-2074,123.0,2911,70.8,0.249,Luxury Quiet Standard
BMW-NVH-2075,98.4,2359,66.8,0.155,Luxury Quiet Standard
BMW-NVH-2076,114.6,2753,70.3,0.184,Luxury Quiet Standard
BMW-NVH-2077,64.5,1684,60.4,0.168,Luxury Quiet Standard
BMW-NVH-2078,106.9,2447,68.3,0.205,Luxury Quiet Standard
BMW-NVH-2079,70.3,1715,64.1,0.167,Luxury Quiet Standard
BMW-NVH-2080,153.2,3682,74.9,0.212,Luxury Quiet Standard
BMW-NVH-2081,152.6,3645,78.8,0.265,Unwanted Boom / Hum
BMW-NVH-2082,78.2,1952,63.5,0.185,Luxury Quiet Standard
BMW-NVH-2083,137.0,3191,68.5,0.244,Luxury Quiet Standard
BMW-NVH-2084,156.5,3743,74.3,0.187,Luxury Quiet Standard
BMW-NVH-2085,41.0,945,57.6,0.125,Luxury Quiet Standard
BMW-NVH-2086,71.1,1733,63.9,0.159,Luxury Quiet Standard
BMW-NVH-2087,132.9,3231,76.0,0.246,Unwanted Boom / Hum
BMW-NVH-2088,123.6,3045,71.5,0.212,Luxury Quiet Standard
BMW-NVH-2089,141.7,3326,77.7,0.218,Luxury Quiet Standard
BMW-NVH-2090,119.7,2879,70.7,0.189,Luxury Quiet Standard
BMW-NVH-2091,56.9,1258,59.9,0.159,Luxury Quiet Standard
BMW-NVH-2092,98.4,2402,67.4,0.167,Luxury Quiet Standard
BMW-NVH-2093,72.4,1592,61.9,0.161,Luxury Quiet Standard
BMW-NVH-2094,36.2,928,57.7,0.098,Luxury Quiet Standard
