Stamping_Stroke_ID,Press_Tonnage_kN,Stroke_Rate_SPM,Die_Temperature_C,Peak_Impact_Shock_G,Harmonic_Wear_Ratio,Panel_Quality
TOYOTA-PR-2521,1919.6,29.2,56.5,7.85,1.57,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2522,1412.8,29.7,52.3,5.96,0.83,Perfect Stamping Quality
TOYOTA-PR-2523,940.4,15.7,43.7,6.01,1.5,Perfect Stamping Quality
TOYOTA-PR-2524,1937.8,22.8,57.2,8.0,1.56,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2525,1936.6,30.4,58.3,7.6,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2526,1753.3,16.6,52.9,6.87,1.32,Perfect Stamping Quality
TOYOTA-PR-2527,2016.3,21.6,62.1,8.36,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2528,2182.9,20.8,56.9,7.38,1.09,Perfect Stamping Quality
TOYOTA-PR-2529,1664.4,21.9,47.3,6.54,1.28,Perfect Stamping Quality
TOYOTA-PR-2530,2224.1,28.3,56.3,8.11,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2531,2352.8,29.2,62.1,7.02,1.37,Perfect Stamping Quality
TOYOTA-PR-2532,2144.4,25.6,59.4,8.25,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2533,1734.3,20.0,52.7,6.29,1.03,Perfect Stamping Quality
TOYOTA-PR-2534,1010.9,30.9,52.6,5.85,1.46,Perfect Stamping Quality
TOYOTA-PR-2535,2229.6,18.1,57.1,7.85,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2536,905.2,24.9,44.4,5.32,1.18,Perfect Stamping Quality
TOYOTA-PR-2537,1125.0,15.4,50.7,5.47,1.18,Perfect Stamping Quality
TOYOTA-PR-2538,986.7,17.3,47.2,5.57,1.25,Perfect Stamping Quality
TOYOTA-PR-2539,1610.9,25.4,50.4,5.8,1.33,Perfect Stamping Quality
TOYOTA-PR-2540,1013.2,23.0,47.2,6.41,1.32,Perfect Stamping Quality
TOYOTA-PR-2541,1121.7,29.9,51.9,6.2,1.32,Perfect Stamping Quality
TOYOTA-PR-2542,1982.6,15.3,49.2,7.57,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2543,871.0,27.2,51.9,6.38,1.44,Perfect Stamping Quality
TOYOTA-PR-2544,1739.1,25.2,57.8,7.5,1.27,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2545,1464.3,15.2,49.2,6.44,1.37,Perfect Stamping Quality
TOYOTA-PR-2546,918.2,24.1,46.8,6.6,1.27,Perfect Stamping Quality
TOYOTA-PR-2547,1765.8,15.5,50.3,7.25,1.34,Perfect Stamping Quality
TOYOTA-PR-2548,1001.2,20.7,51.9,5.34,1.09,Perfect Stamping Quality
TOYOTA-PR-2549,1198.9,24.2,47.0,6.3,0.96,Perfect Stamping Quality
TOYOTA-PR-2550,1700.6,31.1,52.3,7.24,1.44,Perfect Stamping Quality
TOYOTA-PR-2551,1280.7,28.9,48.6,6.49,1.22,Perfect Stamping Quality
TOYOTA-PR-2552,1902.8,23.4,54.5,7.54,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2553,987.7,15.3,46.8,6.09,1.44,Perfect Stamping Quality
TOYOTA-PR-2554,1930.8,26.4,58.7,7.92,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2555,1503.8,17.4,55.2,6.48,1.33,Perfect Stamping Quality
TOYOTA-PR-2556,1438.0,14.4,49.3,6.17,1.18,Perfect Stamping Quality
TOYOTA-PR-2557,2247.2,16.2,58.5,7.78,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2558,1480.7,18.2,52.0,6.42,1.19,Perfect Stamping Quality
TOYOTA-PR-2559,2189.1,28.0,60.1,7.99,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2560,1340.0,17.4,56.0,6.34,1.41,Perfect Stamping Quality
TOYOTA-PR-2561,1417.2,23.9,50.8,6.82,1.28,Perfect Stamping Quality
TOYOTA-PR-2562,1868.9,25.1,57.1,7.78,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2563,1646.3,14.7,52.2,6.95,1.25,Perfect Stamping Quality
TOYOTA-PR-2564,1355.7,26.1,49.2,6.78,1.1,Perfect Stamping Quality
TOYOTA-PR-2565,2202.2,14.4,62.0,8.04,1.35,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2566,1755.8,22.2,57.6,6.81,1.27,Perfect Stamping Quality
TOYOTA-PR-2567,1374.6,19.7,50.8,5.95,1.36,Perfect Stamping Quality
TOYOTA-PR-2568,1392.4,19.4,45.7,6.25,1.2,Perfect Stamping Quality
TOYOTA-PR-2569,1631.1,21.9,56.2,6.5,1.13,Perfect Stamping Quality
TOYOTA-PR-2570,1654.2,19.9,44.1,7.5,1.14,Perfect Stamping Quality
TOYOTA-PR-2571,1942.8,14.6,50.4,7.58,1.54,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2572,2342.2,29.3,56.9,7.81,1.09,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2573,1253.2,30.2,47.7,5.93,1.51,Perfect Stamping Quality
TOYOTA-PR-2574,1018.5,25.9,47.7,6.4,1.22,Perfect Stamping Quality
TOYOTA-PR-2575,1257.2,20.1,52.5,6.15,1.42,Perfect Stamping Quality
TOYOTA-PR-2576,1486.3,18.3,43.7,6.67,1.46,Perfect Stamping Quality
TOYOTA-PR-2577,1566.9,21.2,51.8,6.4,1.34,Perfect Stamping Quality
TOYOTA-PR-2578,973.4,18.0,48.4,6.03,1.18,Perfect Stamping Quality
TOYOTA-PR-2579,1089.2,25.2,47.7,6.27,1.2,Perfect Stamping Quality
TOYOTA-PR-2580,1976.5,17.8,56.7,7.72,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2581,2137.6,27.7,58.7,7.89,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2582,1276.4,27.3,51.3,6.11,1.28,Perfect Stamping Quality
TOYOTA-PR-2583,1519.7,19.6,51.4,6.3,1.08,Perfect Stamping Quality
TOYOTA-PR-2584,1602.9,24.9,47.1,6.92,1.2,Perfect Stamping Quality
TOYOTA-PR-2585,937.9,17.9,42.8,5.68,1.59,Perfect Stamping Quality
TOYOTA-PR-2586,1282.3,19.8,51.6,6.34,1.19,Perfect Stamping Quality
TOYOTA-PR-2587,1778.0,30.7,54.1,7.07,1.22,Perfect Stamping Quality
TOYOTA-PR-2588,1588.6,15.3,53.2,6.74,1.52,Perfect Stamping Quality
TOYOTA-PR-2589,2258.6,26.5,59.4,7.94,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2590,1372.9,22.8,49.0,6.39,1.51,Perfect Stamping Quality
TOYOTA-PR-2591,987.8,27.1,48.1,4.61,1.38,Perfect Stamping Quality
TOYOTA-PR-2592,1220.3,23.3,48.1,6.06,1.29,Perfect Stamping Quality
TOYOTA-PR-2593,1953.7,27.3,56.0,7.62,1.45,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2594,2373.8,19.7,61.4,7.5,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2595,2354.2,25.7,60.2,8.48,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2596,852.5,31.0,43.7,5.66,1.22,Perfect Stamping Quality
TOYOTA-PR-2597,869.4,15.7,49.2,5.86,1.22,Perfect Stamping Quality
TOYOTA-PR-2598,1463.6,30.8,48.5,6.42,1.54,Perfect Stamping Quality
TOYOTA-PR-2599,1485.0,23.4,50.0,7.04,1.58,Perfect Stamping Quality
TOYOTA-PR-2600,910.6,29.4,44.9,6.18,1.32,Perfect Stamping Quality
TOYOTA-PR-2601,907.0,18.5,45.2,5.84,1.27,Perfect Stamping Quality
TOYOTA-PR-2602,1034.8,19.6,45.3,6.23,1.41,Perfect Stamping Quality
TOYOTA-PR-2603,1590.0,17.4,53.4,6.91,1.27,Perfect Stamping Quality
TOYOTA-PR-2604,1210.7,30.1,51.8,6.09,1.5,Perfect Stamping Quality
TOYOTA-PR-2605,1805.5,16.2,54.7,7.6,1.58,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2606,1511.0,17.3,54.8,6.41,1.5,Perfect Stamping Quality
TOYOTA-PR-2607,946.3,30.8,51.8,6.12,1.51,Perfect Stamping Quality
TOYOTA-PR-2608,1670.4,20.6,50.4,6.5,1.06,Perfect Stamping Quality
TOYOTA-PR-2609,1128.6,15.6,43.2,6.69,1.16,Perfect Stamping Quality
TOYOTA-PR-2610,1899.0,25.4,57.3,7.26,1.35,Perfect Stamping Quality
TOYOTA-PR-2611,1656.8,30.4,52.3,6.13,1.39,Perfect Stamping Quality
TOYOTA-PR-2612,1236.5,14.6,47.3,6.19,1.29,Perfect Stamping Quality
TOYOTA-PR-2613,1510.0,30.4,49.7,5.99,1.32,Perfect Stamping Quality
TOYOTA-PR-2614,1882.1,27.3,55.0,7.41,1.71,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2615,2106.5,31.6,58.3,7.35,1.7,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2616,990.2,19.9,46.8,5.6,1.41,Perfect Stamping Quality
TOYOTA-PR-2617,2094.5,24.1,58.7,6.91,1.27,Perfect Stamping Quality
TOYOTA-PR-2618,1741.7,28.7,54.9,7.27,1.17,Perfect Stamping Quality
TOYOTA-PR-2619,941.2,17.2,48.2,6.24,1.1,Perfect Stamping Quality
TOYOTA-PR-2620,1221.3,15.2,51.0,5.93,1.41,Perfect Stamping Quality
TOYOTA-PR-2621,2186.9,26.8,58.4,8.34,1.16,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2622,2071.6,27.0,53.5,7.81,1.15,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2623,1833.6,15.9,54.2,7.25,1.47,Perfect Stamping Quality
TOYOTA-PR-2624,1314.0,18.1,48.3,7.02,1.49,Perfect Stamping Quality
TOYOTA-PR-2625,2152.7,20.4,58.5,8.3,1.15,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2626,1728.9,28.0,47.7,7.11,1.3,Perfect Stamping Quality
TOYOTA-PR-2627,2168.2,22.0,59.3,7.66,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2628,2058.9,29.4,58.4,7.41,1.48,Perfect Stamping Quality
TOYOTA-PR-2629,2027.4,23.4,61.7,7.46,1.47,Perfect Stamping Quality
TOYOTA-PR-2630,1154.8,18.1,49.6,6.57,1.26,Perfect Stamping Quality
TOYOTA-PR-2631,892.4,24.8,44.7,5.93,1.61,Perfect Stamping Quality
TOYOTA-PR-2632,1882.1,14.8,61.5,6.98,1.56,Perfect Stamping Quality
TOYOTA-PR-2633,2379.4,20.5,60.3,8.08,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2634,1080.7,28.2,46.3,5.95,1.44,Perfect Stamping Quality
TOYOTA-PR-2635,2351.7,21.4,60.4,8.25,1.52,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2636,1739.3,26.0,49.6,7.0,1.3,Perfect Stamping Quality
TOYOTA-PR-2637,1349.4,21.3,50.6,5.91,1.4,Perfect Stamping Quality
TOYOTA-PR-2638,1687.0,14.9,51.9,6.81,1.52,Perfect Stamping Quality
TOYOTA-PR-2639,1355.5,15.8,49.8,5.98,1.26,Perfect Stamping Quality
TOYOTA-PR-2640,1844.5,26.2,50.4,6.47,1.16,Perfect Stamping Quality
TOYOTA-PR-2641,1106.9,22.0,54.8,6.07,1.55,Perfect Stamping Quality
TOYOTA-PR-2642,1686.7,17.0,51.2,6.54,1.47,Perfect Stamping Quality
TOYOTA-PR-2643,864.5,24.7,45.0,5.49,1.26,Perfect Stamping Quality
TOYOTA-PR-2644,1007.9,29.0,50.4,5.81,1.22,Perfect Stamping Quality
TOYOTA-PR-2645,2320.9,26.3,61.3,8.19,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2646,1759.3,24.2,54.8,7.7,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2647,2309.6,29.8,54.8,8.08,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2648,1708.9,24.2,48.9,7.04,1.48,Perfect Stamping Quality
TOYOTA-PR-2649,885.0,29.5,47.8,5.51,1.32,Perfect Stamping Quality
TOYOTA-PR-2650,2366.9,26.4,59.3,8.39,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2651,900.3,16.5,44.2,5.62,1.22,Perfect Stamping Quality
TOYOTA-PR-2652,1749.2,31.0,59.2,6.88,1.76,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2653,2320.8,29.3,59.7,7.52,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2654,1663.9,19.2,53.4,7.57,1.15,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2655,1327.3,30.3,44.7,5.97,1.18,Perfect Stamping Quality
TOYOTA-PR-2656,1737.5,20.4,57.3,7.29,1.56,Perfect Stamping Quality
TOYOTA-PR-2657,2099.4,19.9,61.3,7.72,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2658,1107.2,26.3,47.3,5.87,1.24,Perfect Stamping Quality
TOYOTA-PR-2659,1863.7,25.1,56.9,7.36,1.47,Perfect Stamping Quality
TOYOTA-PR-2660,2355.0,29.3,59.2,8.47,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2661,2069.3,16.3,57.4,7.5,1.27,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2662,1894.3,15.6,51.9,7.82,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2663,1863.2,23.5,56.3,6.98,1.66,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2664,1783.1,20.7,48.5,6.66,1.04,Perfect Stamping Quality
TOYOTA-PR-2665,970.1,24.6,48.8,5.41,1.34,Perfect Stamping Quality
TOYOTA-PR-2666,1638.1,27.5,53.1,6.65,1.25,Perfect Stamping Quality
TOYOTA-PR-2667,2072.1,17.8,55.4,7.06,1.38,Perfect Stamping Quality
TOYOTA-PR-2668,1417.2,20.0,50.1,6.04,1.33,Perfect Stamping Quality
TOYOTA-PR-2669,1310.0,23.1,48.3,6.45,1.27,Perfect Stamping Quality
TOYOTA-PR-2670,1673.9,15.6,53.4,7.37,1.45,Perfect Stamping Quality
TOYOTA-PR-2671,2238.5,27.2,55.6,7.29,1.26,Perfect Stamping Quality
TOYOTA-PR-2672,2062.1,21.2,55.3,7.04,1.21,Perfect Stamping Quality
TOYOTA-PR-2673,1972.9,30.6,57.6,7.39,1.38,Perfect Stamping Quality
TOYOTA-PR-2674,1254.1,22.8,50.1,6.42,1.09,Perfect Stamping Quality
TOYOTA-PR-2675,1047.4,14.1,50.4,5.21,1.27,Perfect Stamping Quality
TOYOTA-PR-2676,1457.5,18.7,57.5,7.07,1.46,Perfect Stamping Quality
TOYOTA-PR-2677,1816.0,29.0,52.8,6.96,1.32,Perfect Stamping Quality
TOYOTA-PR-2678,1010.2,16.4,48.9,5.9,1.62,Perfect Stamping Quality
TOYOTA-PR-2679,1365.7,30.0,47.7,6.43,1.44,Perfect Stamping Quality
TOYOTA-PR-2680,1555.4,21.8,53.3,6.65,1.39,Perfect Stamping Quality
TOYOTA-PR-2681,1542.2,29.6,46.2,6.42,1.42,Perfect Stamping Quality
TOYOTA-PR-2682,1603.8,26.2,51.3,6.91,1.26,Perfect Stamping Quality
TOYOTA-PR-2683,2319.6,30.1,60.8,8.26,1.24,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2684,1480.5,16.8,53.1,6.19,1.32,Perfect Stamping Quality
TOYOTA-PR-2685,1737.5,16.0,51.4,6.7,1.35,Perfect Stamping Quality
TOYOTA-PR-2686,1140.1,32.0,44.4,6.7,1.46,Perfect Stamping Quality
TOYOTA-PR-2687,950.3,23.2,44.3,5.79,1.12,Perfect Stamping Quality
TOYOTA-PR-2688,1321.1,22.5,45.2,6.04,1.4,Perfect Stamping Quality
TOYOTA-PR-2689,1929.1,30.7,55.9,7.41,1.54,Perfect Stamping Quality
TOYOTA-PR-2690,1090.4,16.0,50.6,5.98,1.34,Perfect Stamping Quality
TOYOTA-PR-2691,1235.0,20.7,45.9,5.98,1.1,Perfect Stamping Quality
TOYOTA-PR-2692,1870.5,15.4,55.9,7.3,1.47,Perfect Stamping Quality
TOYOTA-PR-2693,1395.2,22.1,47.1,6.35,1.26,Perfect Stamping Quality
TOYOTA-PR-2694,2275.1,19.4,58.6,7.69,1.52,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2695,1836.2,30.7,58.5,6.43,1.18,Perfect Stamping Quality
TOYOTA-PR-2696,1307.7,17.9,45.1,5.86,1.25,Perfect Stamping Quality
TOYOTA-PR-2697,1706.9,29.6,54.5,7.32,1.56,Perfect Stamping Quality
TOYOTA-PR-2698,2149.7,15.2,62.6,8.0,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2699,1079.1,18.0,46.9,6.14,1.4,Perfect Stamping Quality
TOYOTA-PR-2700,1996.8,18.3,57.2,7.73,1.18,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2701,1689.6,21.5,53.3,6.98,1.11,Perfect Stamping Quality
TOYOTA-PR-2702,1151.9,15.9,49.9,5.88,1.48,Perfect Stamping Quality
TOYOTA-PR-2703,2288.7,15.6,60.5,7.71,1.49,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2704,2324.9,28.5,64.4,7.5,1.56,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2705,1391.8,28.1,51.1,6.24,1.37,Perfect Stamping Quality
TOYOTA-PR-2706,1767.3,23.9,52.0,6.76,1.24,Perfect Stamping Quality
TOYOTA-PR-2707,2311.1,29.2,55.0,8.61,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2708,1053.4,15.7,46.8,5.95,1.5,Perfect Stamping Quality
TOYOTA-PR-2709,1421.3,27.8,58.6,6.33,1.39,Perfect Stamping Quality
TOYOTA-PR-2710,867.2,21.2,39.7,5.31,1.15,Perfect Stamping Quality
TOYOTA-PR-2711,1739.4,24.8,56.2,6.97,1.46,Perfect Stamping Quality
TOYOTA-PR-2712,2123.0,25.1,57.5,7.2,1.44,Perfect Stamping Quality
TOYOTA-PR-2713,1345.9,26.2,50.6,6.95,1.18,Perfect Stamping Quality
TOYOTA-PR-2714,2282.0,28.3,57.5,8.29,1.64,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2715,1085.6,15.8,47.7,5.73,1.31,Perfect Stamping Quality
TOYOTA-PR-2716,1104.8,22.4,48.7,6.04,1.49,Perfect Stamping Quality
TOYOTA-PR-2717,2074.0,18.4,58.7,7.39,1.36,Perfect Stamping Quality
TOYOTA-PR-2718,999.6,28.8,48.1,5.3,1.39,Perfect Stamping Quality
TOYOTA-PR-2719,2012.6,18.7,55.8,8.18,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2720,1586.9,19.2,48.1,5.95,1.24,Perfect Stamping Quality
TOYOTA-PR-2721,1915.8,31.6,53.7,7.31,1.31,Perfect Stamping Quality
TOYOTA-PR-2722,2097.8,24.3,58.3,8.09,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2723,1610.2,24.0,57.7,7.23,1.57,Perfect Stamping Quality
TOYOTA-PR-2724,1544.2,15.5,52.8,6.45,1.49,Perfect Stamping Quality
TOYOTA-PR-2725,1212.0,30.0,52.1,5.85,1.14,Perfect Stamping Quality
TOYOTA-PR-2726,1548.7,20.5,49.5,6.97,1.15,Perfect Stamping Quality
TOYOTA-PR-2727,2347.2,17.6,54.8,7.97,1.2,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2728,2158.9,17.9,60.5,7.74,1.59,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2729,1662.7,23.0,48.1,7.76,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2730,1271.0,29.7,56.0,5.82,1.17,Perfect Stamping Quality
TOYOTA-PR-2731,1463.7,19.5,53.0,6.79,1.49,Perfect Stamping Quality
TOYOTA-PR-2732,1758.6,16.6,52.9,7.36,1.35,Perfect Stamping Quality
TOYOTA-PR-2733,1119.0,31.0,44.5,5.86,1.4,Perfect Stamping Quality
TOYOTA-PR-2734,2044.0,22.2,56.6,6.9,1.31,Perfect Stamping Quality
TOYOTA-PR-2735,1082.8,15.3,48.6,5.77,1.37,Perfect Stamping Quality
TOYOTA-PR-2736,1371.1,14.6,58.2,6.78,1.39,Perfect Stamping Quality
TOYOTA-PR-2737,1621.9,22.4,49.3,6.71,1.31,Perfect Stamping Quality
TOYOTA-PR-2738,2075.7,29.5,51.4,7.63,1.18,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2739,1651.6,21.4,50.7,7.1,1.4,Perfect Stamping Quality
TOYOTA-PR-2740,1729.1,23.8,55.5,7.47,1.13,Perfect Stamping Quality
TOYOTA-PR-2741,1120.6,17.4,55.5,6.19,1.4,Perfect Stamping Quality
TOYOTA-PR-2742,1946.6,14.1,54.2,6.88,1.48,Perfect Stamping Quality
TOYOTA-PR-2743,1715.1,21.7,53.4,6.65,1.47,Perfect Stamping Quality
TOYOTA-PR-2744,1864.8,28.1,55.5,7.03,1.49,Perfect Stamping Quality
TOYOTA-PR-2745,2393.0,16.7,55.5,8.23,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2746,1681.3,24.1,52.9,6.84,1.3,Perfect Stamping Quality
TOYOTA-PR-2747,906.3,29.2,47.5,4.56,1.09,Perfect Stamping Quality
TOYOTA-PR-2748,1744.7,28.9,51.7,7.06,1.55,Perfect Stamping Quality
TOYOTA-PR-2749,885.1,18.2,48.6,5.23,1.29,Perfect Stamping Quality
TOYOTA-PR-2750,1797.3,29.6,60.7,6.35,1.14,Perfect Stamping Quality
TOYOTA-PR-2751,1214.5,16.7,45.1,6.17,1.26,Perfect Stamping Quality
TOYOTA-PR-2752,2003.8,16.7,51.7,7.96,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2753,1650.1,19.8,43.9,7.15,1.18,Perfect Stamping Quality
TOYOTA-PR-2754,1495.5,32.0,52.2,6.6,1.25,Perfect Stamping Quality
TOYOTA-PR-2755,2270.5,14.3,54.7,7.9,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2756,2089.9,15.3,52.3,7.61,1.18,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2757,1285.9,14.3,50.8,6.16,1.41,Perfect Stamping Quality
TOYOTA-PR-2758,1258.4,20.3,46.8,5.71,1.23,Perfect Stamping Quality
TOYOTA-PR-2759,938.7,15.2,47.6,5.43,1.1,Perfect Stamping Quality
TOYOTA-PR-2760,1714.1,31.6,49.2,7.12,1.05,Perfect Stamping Quality
TOYOTA-PR-2761,1287.7,22.6,49.6,6.71,1.12,Perfect Stamping Quality
TOYOTA-PR-2762,1269.5,21.8,49.4,5.53,1.29,Perfect Stamping Quality
TOYOTA-PR-2763,1826.6,26.5,52.8,7.08,1.33,Perfect Stamping Quality
TOYOTA-PR-2764,2155.1,27.2,58.8,7.21,1.45,Perfect Stamping Quality
TOYOTA-PR-2765,1492.1,24.7,52.3,6.73,1.19,Perfect Stamping Quality
TOYOTA-PR-2766,961.3,28.3,47.3,6.17,1.36,Perfect Stamping Quality
TOYOTA-PR-2767,2392.4,21.5,60.4,8.43,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2768,1247.7,16.3,44.4,5.21,1.25,Perfect Stamping Quality
TOYOTA-PR-2769,1058.9,31.2,48.3,5.45,1.23,Perfect Stamping Quality
TOYOTA-PR-2770,1871.1,15.9,56.0,7.08,1.57,Perfect Stamping Quality
TOYOTA-PR-2771,2105.0,23.8,58.1,7.42,1.32,Perfect Stamping Quality
TOYOTA-PR-2772,1677.6,22.5,51.2,6.84,1.31,Perfect Stamping Quality
TOYOTA-PR-2773,1080.5,17.9,50.0,5.53,1.14,Perfect Stamping Quality
TOYOTA-PR-2774,2198.6,27.5,59.6,7.44,1.5,Perfect Stamping Quality
TOYOTA-PR-2775,932.9,29.9,48.0,6.2,1.17,Perfect Stamping Quality
TOYOTA-PR-2776,1493.6,21.4,50.2,5.9,1.18,Perfect Stamping Quality
TOYOTA-PR-2777,1897.3,31.3,57.1,7.22,1.2,Perfect Stamping Quality
TOYOTA-PR-2778,2296.9,25.6,58.0,7.61,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2779,1198.3,31.2,51.4,5.42,1.8,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2780,837.1,22.0,41.1,5.23,1.29,Perfect Stamping Quality
TOYOTA-PR-2781,2147.7,15.5,59.2,7.75,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2782,1461.8,22.7,55.1,6.01,1.43,Perfect Stamping Quality
TOYOTA-PR-2783,1812.3,22.1,49.7,7.51,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2784,2280.5,21.2,61.5,7.14,1.68,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2785,963.6,16.2,48.3,5.53,1.46,Perfect Stamping Quality
TOYOTA-PR-2786,1194.7,26.8,54.1,5.82,1.18,Perfect Stamping Quality
TOYOTA-PR-2787,1278.8,26.5,48.0,6.44,1.53,Perfect Stamping Quality
TOYOTA-PR-2788,1854.9,31.5,54.9,7.81,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2789,2243.1,30.0,62.0,7.57,1.35,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2790,1085.5,17.2,43.4,5.22,1.43,Perfect Stamping Quality
TOYOTA-PR-2791,2334.2,19.1,59.9,7.84,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2792,1826.6,29.7,56.2,7.12,1.23,Perfect Stamping Quality
TOYOTA-PR-2793,1642.9,27.4,57.0,6.12,1.31,Perfect Stamping Quality
TOYOTA-PR-2794,1739.4,26.4,48.6,7.23,1.43,Perfect Stamping Quality
TOYOTA-PR-2795,869.8,27.9,49.0,5.18,1.24,Perfect Stamping Quality
TOYOTA-PR-2796,946.4,21.4,47.7,6.04,1.25,Perfect Stamping Quality
TOYOTA-PR-2797,1881.5,29.8,53.5,6.87,1.14,Perfect Stamping Quality
TOYOTA-PR-2798,968.5,20.7,48.2,6.41,1.36,Perfect Stamping Quality
TOYOTA-PR-2799,2056.6,17.0,55.6,7.18,1.19,Perfect Stamping Quality
TOYOTA-PR-2800,1767.2,27.8,50.6,6.73,1.09,Perfect Stamping Quality
TOYOTA-PR-2801,1056.3,18.1,49.2,5.8,1.38,Perfect Stamping Quality
TOYOTA-PR-2802,2071.3,29.1,58.3,7.77,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2803,857.8,24.2,48.5,5.74,1.37,Perfect Stamping Quality
TOYOTA-PR-2804,2069.4,31.9,61.4,7.58,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2805,1388.5,24.1,48.4,6.54,1.4,Perfect Stamping Quality
TOYOTA-PR-2806,2266.6,30.3,58.2,7.54,1.56,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2807,1154.0,17.2,47.5,6.88,1.21,Perfect Stamping Quality
TOYOTA-PR-2808,1983.3,31.0,57.6,6.71,1.53,Perfect Stamping Quality
TOYOTA-PR-2809,2332.2,23.0,56.5,7.84,1.44,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2810,2010.7,23.9,53.0,7.46,1.21,Perfect Stamping Quality
TOYOTA-PR-2811,1656.4,23.5,54.2,6.83,1.27,Perfect Stamping Quality
TOYOTA-PR-2812,1601.4,27.7,51.0,7.53,1.18,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2813,1263.5,26.9,52.0,5.82,1.31,Perfect Stamping Quality
