Handover_Event_ID,Driver_Attention_State,Handover_Response_Time_s,Speed_at_Handover_kmh,Adverse_Weather_Flag,Handover_Success
MB-L3-6294,Attentive & Forward,1.4,46.9,Clear Weather,Safe Smooth Handover
MB-L3-6295,Drowsy / Eyelid Blink,4.68,70.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6296,Attentive & Forward,1.19,106.4,Clear Weather,Safe Smooth Handover
MB-L3-6297,Attentive & Forward,1.48,56.2,Clear Weather,Safe Smooth Handover
MB-L3-6298,Attentive & Forward,1.5,124.6,Construction Zone,Safe Smooth Handover
MB-L3-6299,Attentive & Forward,1.46,85.9,Clear Weather,Safe Smooth Handover
MB-L3-6300,Attentive & Forward,1.13,118.7,Clear Weather,Safe Smooth Handover
MB-L3-6301,Smartphone Screen,2.95,40.7,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6302,Attentive & Forward,1.62,48.9,Clear Weather,Safe Smooth Handover
MB-L3-6303,Attentive & Forward,1.68,74.7,Clear Weather,Safe Smooth Handover
MB-L3-6304,Attentive & Forward,1.44,93.3,Clear Weather,Safe Smooth Handover
MB-L3-6305,Attentive & Forward,1.58,48.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6306,Attentive & Forward,1.37,125.6,Clear Weather,Safe Smooth Handover
MB-L3-6307,Attentive & Forward,1.33,47.1,Clear Weather,Safe Smooth Handover
MB-L3-6308,Rear Seat Mirror,1.99,123.9,Clear Weather,Safe Smooth Handover
MB-L3-6309,Smartphone Screen,2.03,97.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6310,Attentive & Forward,0.95,46.4,Clear Weather,Safe Smooth Handover
MB-L3-6311,Smartphone Screen,2.15,114.3,Clear Weather,Safe Smooth Handover
MB-L3-6312,Smartphone Screen,1.71,128.1,Construction Zone,Safe Smooth Handover
MB-L3-6313,Smartphone Screen,2.17,41.7,Clear Weather,Safe Smooth Handover
MB-L3-6314,Attentive & Forward,1.21,42.4,Clear Weather,Safe Smooth Handover
MB-L3-6315,Rear Seat Mirror,2.27,115.6,Clear Weather,Safe Smooth Handover
MB-L3-6316,Attentive & Forward,1.89,81.0,Clear Weather,Safe Smooth Handover
MB-L3-6317,Smartphone Screen,2.81,118.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6318,Attentive & Forward,0.8,96.0,Clear Weather,Safe Smooth Handover
MB-L3-6319,Attentive & Forward,1.31,118.4,Clear Weather,Safe Smooth Handover
MB-L3-6320,Looking at Passenger,3.02,77.3,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6321,Smartphone Screen,3.01,108.5,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6322,Attentive & Forward,1.29,113.2,Clear Weather,Safe Smooth Handover
MB-L3-6323,Attentive & Forward,1.35,98.2,Clear Weather,Safe Smooth Handover
MB-L3-6324,Attentive & Forward,1.57,58.1,Clear Weather,Safe Smooth Handover
MB-L3-6325,Rear Seat Mirror,1.64,79.5,Clear Weather,Safe Smooth Handover
MB-L3-6326,Attentive & Forward,1.39,122.1,Clear Weather,Safe Smooth Handover
MB-L3-6327,Looking at Passenger,2.66,116.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6328,Attentive & Forward,1.73,123.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6329,Attentive & Forward,1.34,107.9,Clear Weather,Safe Smooth Handover
MB-L3-6330,Looking at Passenger,1.65,98.3,Clear Weather,Safe Smooth Handover
MB-L3-6331,Drowsy / Eyelid Blink,4.2,97.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6332,Attentive & Forward,1.57,95.0,Construction Zone,Safe Smooth Handover
MB-L3-6333,Looking at Passenger,2.49,75.4,Clear Weather,Safe Smooth Handover
MB-L3-6334,Smartphone Screen,3.64,59.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6335,Rear Seat Mirror,2.66,89.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6336,Looking at Passenger,1.93,96.3,Clear Weather,Safe Smooth Handover
MB-L3-6337,Smartphone Screen,3.05,107.8,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6338,Attentive & Forward,1.59,66.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6339,Looking at Passenger,2.53,42.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6340,Attentive & Forward,1.6,91.8,Clear Weather,Safe Smooth Handover
MB-L3-6341,Attentive & Forward,1.52,44.5,Construction Zone,Safe Smooth Handover
MB-L3-6342,Smartphone Screen,1.89,92.3,Clear Weather,Safe Smooth Handover
MB-L3-6343,Attentive & Forward,1.44,51.1,Clear Weather,Safe Smooth Handover
MB-L3-6344,Attentive & Forward,1.51,61.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6345,Attentive & Forward,1.22,127.4,Clear Weather,Safe Smooth Handover
MB-L3-6346,Attentive & Forward,1.09,42.0,Clear Weather,Safe Smooth Handover
MB-L3-6347,Attentive & Forward,1.38,127.9,Construction Zone,Safe Smooth Handover
MB-L3-6348,Smartphone Screen,2.85,63.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6349,Drowsy / Eyelid Blink,3.85,94.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6350,Attentive & Forward,1.42,44.7,Clear Weather,Safe Smooth Handover
MB-L3-6351,Rear Seat Mirror,1.89,79.1,Clear Weather,Safe Smooth Handover
MB-L3-6352,Smartphone Screen,2.71,123.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6353,Attentive & Forward,1.31,88.5,Clear Weather,Safe Smooth Handover
MB-L3-6354,Attentive & Forward,1.4,129.3,Clear Weather,Safe Smooth Handover
MB-L3-6355,Attentive & Forward,1.62,96.7,Clear Weather,Safe Smooth Handover
MB-L3-6356,Attentive & Forward,1.54,104.6,Clear Weather,Safe Smooth Handover
MB-L3-6357,Attentive & Forward,1.48,100.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6358,Attentive & Forward,1.24,65.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6359,Looking at Passenger,2.13,98.5,Clear Weather,Safe Smooth Handover
MB-L3-6360,Attentive & Forward,1.74,123.8,Clear Weather,Safe Smooth Handover
MB-L3-6361,Attentive & Forward,1.36,87.4,Clear Weather,Safe Smooth Handover
MB-L3-6362,Looking at Passenger,2.24,110.0,Clear Weather,Safe Smooth Handover
MB-L3-6363,Attentive & Forward,0.97,98.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6364,Attentive & Forward,1.62,51.0,Clear Weather,Safe Smooth Handover
MB-L3-6365,Attentive & Forward,1.47,127.2,Clear Weather,Safe Smooth Handover
MB-L3-6366,Looking at Passenger,2.73,66.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6367,Attentive & Forward,1.8,117.8,Clear Weather,Safe Smooth Handover
MB-L3-6368,Attentive & Forward,1.61,86.8,Clear Weather,Safe Smooth Handover
MB-L3-6369,Looking at Passenger,2.03,40.7,Clear Weather,Safe Smooth Handover
MB-L3-6370,Attentive & Forward,1.05,119.9,Clear Weather,Safe Smooth Handover
MB-L3-6371,Attentive & Forward,1.09,121.6,Clear Weather,Safe Smooth Handover
MB-L3-6372,Smartphone Screen,2.53,111.7,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6373,Attentive & Forward,1.34,112.8,Clear Weather,Safe Smooth Handover
MB-L3-6374,Attentive & Forward,1.65,72.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6375,Looking at Passenger,2.61,113.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6376,Looking at Passenger,2.89,46.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6377,Attentive & Forward,1.86,51.8,Clear Weather,Safe Smooth Handover
MB-L3-6378,Smartphone Screen,2.75,59.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6379,Attentive & Forward,1.33,59.9,Clear Weather,Safe Smooth Handover
MB-L3-6380,Attentive & Forward,1.24,55.7,Clear Weather,Safe Smooth Handover
MB-L3-6381,Attentive & Forward,1.35,103.0,Clear Weather,Safe Smooth Handover
MB-L3-6382,Attentive & Forward,1.42,93.5,Clear Weather,Safe Smooth Handover
MB-L3-6383,Looking at Passenger,2.61,83.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6384,Attentive & Forward,1.19,125.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6385,Attentive & Forward,1.28,122.8,Construction Zone,Safe Smooth Handover
MB-L3-6386,Rear Seat Mirror,2.09,73.8,Clear Weather,Safe Smooth Handover
MB-L3-6387,Attentive & Forward,0.92,48.2,Clear Weather,Safe Smooth Handover
MB-L3-6388,Attentive & Forward,1.18,87.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6389,Attentive & Forward,1.63,120.3,Clear Weather,Safe Smooth Handover
MB-L3-6390,Attentive & Forward,1.72,40.8,Clear Weather,Safe Smooth Handover
MB-L3-6391,Looking at Passenger,2.2,107.8,Clear Weather,Safe Smooth Handover
MB-L3-6392,Attentive & Forward,1.09,44.2,Clear Weather,Safe Smooth Handover
MB-L3-6393,Attentive & Forward,1.63,116.9,Construction Zone,Safe Smooth Handover
MB-L3-6394,Attentive & Forward,1.44,50.1,Clear Weather,Safe Smooth Handover
MB-L3-6395,Attentive & Forward,1.43,99.8,Clear Weather,Safe Smooth Handover
MB-L3-6396,Smartphone Screen,2.0,60.1,Clear Weather,Safe Smooth Handover
MB-L3-6397,Drowsy / Eyelid Blink,4.07,92.6,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6398,Attentive & Forward,1.23,77.3,Clear Weather,Safe Smooth Handover
MB-L3-6399,Looking at Passenger,2.04,94.5,Clear Weather,Safe Smooth Handover
MB-L3-6400,Attentive & Forward,1.48,111.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6401,Attentive & Forward,1.5,56.4,Clear Weather,Safe Smooth Handover
MB-L3-6402,Attentive & Forward,1.17,105.5,Clear Weather,Safe Smooth Handover
MB-L3-6403,Attentive & Forward,1.36,40.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6404,Attentive & Forward,1.74,78.9,Clear Weather,Safe Smooth Handover
MB-L3-6405,Attentive & Forward,1.23,57.1,Clear Weather,Safe Smooth Handover
MB-L3-6406,Attentive & Forward,1.69,114.1,Construction Zone,Safe Smooth Handover
MB-L3-6407,Attentive & Forward,1.19,124.0,Clear Weather,Safe Smooth Handover
MB-L3-6408,Attentive & Forward,1.6,126.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6409,Drowsy / Eyelid Blink,3.9,126.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6410,Attentive & Forward,1.38,117.7,Clear Weather,Safe Smooth Handover
MB-L3-6411,Attentive & Forward,1.49,44.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6412,Attentive & Forward,1.65,99.6,Clear Weather,Safe Smooth Handover
MB-L3-6413,Smartphone Screen,2.35,129.0,Clear Weather,Safe Smooth Handover
MB-L3-6414,Attentive & Forward,1.14,80.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6415,Attentive & Forward,1.32,73.7,Clear Weather,Safe Smooth Handover
MB-L3-6416,Attentive & Forward,0.93,72.4,Clear Weather,Safe Smooth Handover
MB-L3-6417,Attentive & Forward,1.32,119.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6418,Smartphone Screen,2.82,51.5,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6419,Attentive & Forward,1.2,45.7,Clear Weather,Safe Smooth Handover
MB-L3-6420,Attentive & Forward,1.24,118.4,Clear Weather,Safe Smooth Handover
MB-L3-6421,Looking at Passenger,2.57,127.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6422,Looking at Passenger,2.13,127.0,Clear Weather,Safe Smooth Handover
MB-L3-6423,Attentive & Forward,1.6,46.7,Clear Weather,Safe Smooth Handover
MB-L3-6424,Rear Seat Mirror,2.07,75.3,Clear Weather,Safe Smooth Handover
MB-L3-6425,Attentive & Forward,1.26,124.8,Clear Weather,Safe Smooth Handover
MB-L3-6426,Attentive & Forward,1.29,89.1,Clear Weather,Safe Smooth Handover
MB-L3-6427,Smartphone Screen,3.09,85.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6428,Attentive & Forward,1.44,76.8,Clear Weather,Safe Smooth Handover
MB-L3-6429,Smartphone Screen,3.23,104.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6430,Smartphone Screen,2.4,87.2,Clear Weather,Safe Smooth Handover
MB-L3-6431,Attentive & Forward,1.47,90.5,Construction Zone,Safe Smooth Handover
MB-L3-6432,Attentive & Forward,1.0,126.7,Clear Weather,Safe Smooth Handover
MB-L3-6433,Smartphone Screen,3.5,89.7,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6434,Attentive & Forward,1.52,45.6,Construction Zone,Safe Smooth Handover
MB-L3-6435,Attentive & Forward,1.48,41.8,Clear Weather,Safe Smooth Handover
MB-L3-6436,Smartphone Screen,1.92,78.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6437,Attentive & Forward,1.01,98.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6438,Looking at Passenger,2.91,125.3,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6439,Drowsy / Eyelid Blink,3.09,56.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6440,Attentive & Forward,1.15,107.2,Clear Weather,Safe Smooth Handover
MB-L3-6441,Attentive & Forward,1.56,86.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6442,Attentive & Forward,1.51,56.4,Clear Weather,Safe Smooth Handover
MB-L3-6443,Attentive & Forward,1.32,50.7,Clear Weather,Safe Smooth Handover
MB-L3-6444,Rear Seat Mirror,2.55,106.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6445,Attentive & Forward,1.47,97.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6446,Attentive & Forward,1.61,77.0,Clear Weather,Safe Smooth Handover
MB-L3-6447,Looking at Passenger,2.82,74.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6448,Attentive & Forward,1.37,109.0,Clear Weather,Safe Smooth Handover
MB-L3-6449,Attentive & Forward,1.37,53.0,Clear Weather,Safe Smooth Handover
MB-L3-6450,Attentive & Forward,1.3,49.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6451,Attentive & Forward,1.43,58.5,Clear Weather,Safe Smooth Handover
MB-L3-6452,Attentive & Forward,1.61,92.6,Clear Weather,Safe Smooth Handover
MB-L3-6453,Attentive & Forward,1.29,45.5,Construction Zone,Safe Smooth Handover
MB-L3-6454,Attentive & Forward,1.14,119.8,Clear Weather,Safe Smooth Handover
MB-L3-6455,Smartphone Screen,2.12,104.9,Clear Weather,Safe Smooth Handover
MB-L3-6456,Attentive & Forward,1.2,124.7,Clear Weather,Safe Smooth Handover
MB-L3-6457,Smartphone Screen,2.86,120.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6458,Attentive & Forward,1.24,55.4,Clear Weather,Safe Smooth Handover
MB-L3-6459,Attentive & Forward,1.75,59.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6460,Attentive & Forward,1.25,48.6,Clear Weather,Safe Smooth Handover
MB-L3-6461,Attentive & Forward,1.21,128.5,Clear Weather,Safe Smooth Handover
MB-L3-6462,Attentive & Forward,1.08,53.5,Clear Weather,Safe Smooth Handover
MB-L3-6463,Rear Seat Mirror,2.16,59.1,Clear Weather,Safe Smooth Handover
MB-L3-6464,Attentive & Forward,1.71,109.1,Construction Zone,Safe Smooth Handover
MB-L3-6465,Attentive & Forward,1.43,53.5,Clear Weather,Safe Smooth Handover
MB-L3-6466,Attentive & Forward,1.37,111.0,Clear Weather,Safe Smooth Handover
MB-L3-6467,Attentive & Forward,1.6,67.3,Clear Weather,Safe Smooth Handover
MB-L3-6468,Smartphone Screen,2.03,52.6,Clear Weather,Safe Smooth Handover
MB-L3-6469,Attentive & Forward,1.29,79.1,Clear Weather,Safe Smooth Handover
MB-L3-6470,Looking at Passenger,2.67,99.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6471,Attentive & Forward,1.48,96.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6472,Rear Seat Mirror,1.98,75.2,Clear Weather,Safe Smooth Handover
MB-L3-6473,Drowsy / Eyelid Blink,4.04,83.1,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6474,Smartphone Screen,2.44,68.8,Clear Weather,Safe Smooth Handover
MB-L3-6475,Attentive & Forward,1.44,41.0,Clear Weather,Safe Smooth Handover
MB-L3-6476,Attentive & Forward,1.71,64.7,Clear Weather,Safe Smooth Handover
MB-L3-6477,Attentive & Forward,1.76,87.6,Clear Weather,Safe Smooth Handover
MB-L3-6478,Rear Seat Mirror,2.13,67.7,Clear Weather,Safe Smooth Handover
MB-L3-6479,Smartphone Screen,2.26,98.0,Clear Weather,Safe Smooth Handover
MB-L3-6480,Attentive & Forward,1.31,54.4,Clear Weather,Safe Smooth Handover
MB-L3-6481,Smartphone Screen,2.86,53.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6482,Attentive & Forward,1.08,66.3,Clear Weather,Safe Smooth Handover
MB-L3-6483,Smartphone Screen,2.08,124.4,Construction Zone,Safe Smooth Handover
MB-L3-6484,Attentive & Forward,1.35,115.1,Construction Zone,Safe Smooth Handover
MB-L3-6485,Attentive & Forward,1.59,80.8,Clear Weather,Safe Smooth Handover
MB-L3-6486,Attentive & Forward,1.38,97.6,Clear Weather,Safe Smooth Handover
MB-L3-6487,Looking at Passenger,2.65,109.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6488,Attentive & Forward,1.5,64.7,Clear Weather,Safe Smooth Handover
MB-L3-6489,Drowsy / Eyelid Blink,3.25,125.4,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6490,Attentive & Forward,1.5,127.9,Clear Weather,Safe Smooth Handover
MB-L3-6491,Attentive & Forward,1.69,67.1,Clear Weather,Safe Smooth Handover
MB-L3-6492,Attentive & Forward,1.15,76.7,Clear Weather,Safe Smooth Handover
MB-L3-6493,Attentive & Forward,1.33,124.2,Clear Weather,Safe Smooth Handover
MB-L3-6494,Drowsy / Eyelid Blink,3.69,77.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6495,Attentive & Forward,1.37,73.5,Clear Weather,Safe Smooth Handover
MB-L3-6496,Attentive & Forward,1.27,57.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6497,Attentive & Forward,1.02,111.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6498,Attentive & Forward,1.24,47.4,Clear Weather,Safe Smooth Handover
MB-L3-6499,Attentive & Forward,1.32,69.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6500,Attentive & Forward,1.21,85.5,Clear Weather,Safe Smooth Handover
MB-L3-6501,Drowsy / Eyelid Blink,3.52,47.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6502,Attentive & Forward,1.49,125.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6503,Looking at Passenger,2.96,75.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6504,Attentive & Forward,1.53,45.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6505,Attentive & Forward,1.33,109.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6506,Attentive & Forward,1.48,53.8,Clear Weather,Safe Smooth Handover
MB-L3-6507,Attentive & Forward,1.68,107.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6508,Attentive & Forward,1.21,96.0,Clear Weather,Safe Smooth Handover
MB-L3-6509,Smartphone Screen,2.15,97.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6510,Looking at Passenger,2.6,124.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6511,Smartphone Screen,3.06,52.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6512,Attentive & Forward,1.44,42.4,Clear Weather,Safe Smooth Handover
MB-L3-6513,Attentive & Forward,1.64,76.0,Clear Weather,Safe Smooth Handover
MB-L3-6514,Attentive & Forward,1.45,44.1,Clear Weather,Safe Smooth Handover
MB-L3-6515,Attentive & Forward,1.44,104.2,Clear Weather,Safe Smooth Handover
MB-L3-6516,Attentive & Forward,1.63,112.6,Clear Weather,Safe Smooth Handover
MB-L3-6517,Attentive & Forward,1.27,93.5,Clear Weather,Safe Smooth Handover
MB-L3-6518,Attentive & Forward,1.55,122.3,Construction Zone,Safe Smooth Handover
MB-L3-6519,Attentive & Forward,1.7,92.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6520,Attentive & Forward,1.18,51.0,Construction Zone,Safe Smooth Handover
MB-L3-6521,Attentive & Forward,1.3,114.9,Construction Zone,Safe Smooth Handover
MB-L3-6522,Smartphone Screen,2.3,119.5,Clear Weather,Safe Smooth Handover
MB-L3-6523,Attentive & Forward,1.58,101.7,Clear Weather,Safe Smooth Handover
MB-L3-6524,Rear Seat Mirror,2.58,115.3,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6525,Rear Seat Mirror,1.82,41.1,Clear Weather,Safe Smooth Handover
MB-L3-6526,Smartphone Screen,2.22,98.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6527,Attentive & Forward,1.47,47.2,Clear Weather,Safe Smooth Handover
MB-L3-6528,Attentive & Forward,1.69,99.5,Clear Weather,Safe Smooth Handover
MB-L3-6529,Attentive & Forward,1.44,120.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6530,Attentive & Forward,1.77,109.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6531,Drowsy / Eyelid Blink,3.8,82.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6532,Attentive & Forward,1.65,51.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6533,Attentive & Forward,1.49,129.7,Clear Weather,Safe Smooth Handover
MB-L3-6534,Attentive & Forward,1.56,45.7,Clear Weather,Safe Smooth Handover
MB-L3-6535,Attentive & Forward,1.55,85.3,Clear Weather,Safe Smooth Handover
MB-L3-6536,Drowsy / Eyelid Blink,3.94,117.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6537,Attentive & Forward,1.66,117.7,Clear Weather,Safe Smooth Handover
MB-L3-6538,Attentive & Forward,1.09,42.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6539,Attentive & Forward,1.3,124.9,Clear Weather,Safe Smooth Handover
MB-L3-6540,Attentive & Forward,1.44,58.5,Clear Weather,Safe Smooth Handover
MB-L3-6541,Attentive & Forward,1.48,82.2,Clear Weather,Safe Smooth Handover
MB-L3-6542,Attentive & Forward,1.27,57.7,Clear Weather,Safe Smooth Handover
MB-L3-6543,Attentive & Forward,1.72,84.6,Clear Weather,Safe Smooth Handover
MB-L3-6544,Drowsy / Eyelid Blink,4.75,61.4,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6545,Drowsy / Eyelid Blink,4.59,126.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6546,Smartphone Screen,2.26,120.1,Clear Weather,Safe Smooth Handover
MB-L3-6547,Drowsy / Eyelid Blink,4.17,48.2,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6548,Attentive & Forward,1.52,64.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6549,Rear Seat Mirror,2.28,40.4,Clear Weather,Safe Smooth Handover
MB-L3-6550,Attentive & Forward,1.19,40.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6551,Smartphone Screen,2.7,102.5,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6552,Attentive & Forward,1.36,103.3,Clear Weather,Safe Smooth Handover
MB-L3-6553,Smartphone Screen,3.21,84.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6554,Smartphone Screen,2.45,129.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6555,Attentive & Forward,1.41,88.7,Construction Zone,Safe Smooth Handover
MB-L3-6556,Attentive & Forward,1.45,84.4,Clear Weather,Safe Smooth Handover
MB-L3-6557,Attentive & Forward,1.4,70.5,Clear Weather,Safe Smooth Handover
MB-L3-6558,Looking at Passenger,2.4,66.1,Construction Zone,Safe Smooth Handover
MB-L3-6559,Smartphone Screen,2.44,97.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6560,Attentive & Forward,1.56,111.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6561,Attentive & Forward,1.34,93.9,Clear Weather,Safe Smooth Handover
MB-L3-6562,Looking at Passenger,2.73,79.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6563,Attentive & Forward,1.5,65.9,Construction Zone,Safe Smooth Handover
MB-L3-6564,Looking at Passenger,2.17,123.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6565,Attentive & Forward,1.28,110.9,Clear Weather,Safe Smooth Handover
MB-L3-6566,Smartphone Screen,2.55,114.1,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6567,Attentive & Forward,1.2,66.5,Clear Weather,Safe Smooth Handover
MB-L3-6568,Attentive & Forward,1.63,128.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6569,Attentive & Forward,1.26,114.6,Clear Weather,Safe Smooth Handover
MB-L3-6570,Attentive & Forward,1.58,104.9,Clear Weather,Safe Smooth Handover
MB-L3-6571,Attentive & Forward,1.57,123.9,Clear Weather,Safe Smooth Handover
MB-L3-6572,Smartphone Screen,2.16,93.0,Construction Zone,Safe Smooth Handover
MB-L3-6573,Attentive & Forward,1.59,122.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6574,Attentive & Forward,1.38,86.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6575,Rear Seat Mirror,2.5,54.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6576,Attentive & Forward,1.53,118.4,Clear Weather,Safe Smooth Handover
MB-L3-6577,Attentive & Forward,1.46,67.5,Clear Weather,Safe Smooth Handover
MB-L3-6578,Attentive & Forward,1.25,59.0,Clear Weather,Safe Smooth Handover
MB-L3-6579,Looking at Passenger,2.37,80.2,Clear Weather,Safe Smooth Handover
MB-L3-6580,Attentive & Forward,1.41,71.7,Construction Zone,Safe Smooth Handover
MB-L3-6581,Attentive & Forward,1.28,53.6,Clear Weather,Safe Smooth Handover
MB-L3-6582,Attentive & Forward,1.16,72.8,Clear Weather,Safe Smooth Handover
MB-L3-6583,Attentive & Forward,1.0,45.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6584,Smartphone Screen,2.85,99.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6585,Attentive & Forward,1.63,113.0,Clear Weather,Safe Smooth Handover
MB-L3-6586,Attentive & Forward,1.39,43.6,Construction Zone,Safe Smooth Handover
MB-L3-6587,Attentive & Forward,1.31,104.5,Clear Weather,Safe Smooth Handover
MB-L3-6588,Drowsy / Eyelid Blink,3.88,122.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6589,Attentive & Forward,1.18,84.2,Clear Weather,Safe Smooth Handover
MB-L3-6590,Attentive & Forward,1.62,46.7,Clear Weather,Safe Smooth Handover
MB-L3-6591,Attentive & Forward,1.12,48.9,Clear Weather,Safe Smooth Handover
MB-L3-6592,Attentive & Forward,1.3,47.2,Clear Weather,Safe Smooth Handover
MB-L3-6593,Smartphone Screen,2.09,40.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6594,Looking at Passenger,3.21,66.3,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6595,Attentive & Forward,1.61,68.9,Clear Weather,Safe Smooth Handover
