Charging_Session_ID,Ambient_Temp_C,Fast_Charge_C_Rate,Starting_SoC_pct,Anode_Overvoltage_mV,Charge_Duration_min,Plating_Safety_Status
VW-MEB-1612,4.9,2.56,39.5,-114.1,18.9,High Risk (Lithium Plating)
VW-MEB-1613,18.2,2.36,34.2,-91.2,24.2,High Risk (Lithium Plating)
VW-MEB-1614,3.1,1.05,27.4,-74.5,59.0,High Risk (Lithium Plating)
VW-MEB-1615,16.2,2.56,20.8,-95.0,27.6,High Risk (Lithium Plating)
VW-MEB-1616,31.1,2.16,23.5,-48.5,32.2,High Risk (Lithium Plating)
VW-MEB-1617,32.4,2.82,18.7,-62.1,27.7,High Risk (Lithium Plating)
VW-MEB-1618,15.8,2.77,23.1,-96.2,24.7,High Risk (Lithium Plating)
VW-MEB-1619,32.7,2.15,22.7,-56.2,36.2,High Risk (Lithium Plating)
VW-MEB-1620,9.8,1.09,39.6,-66.9,46.7,High Risk (Lithium Plating)
VW-MEB-1621,13.4,1.94,22.2,-81.9,41.7,High Risk (Lithium Plating)
VW-MEB-1622,28.8,0.95,18.2,-23.7,65.0,High Risk (Lithium Plating)
VW-MEB-1623,21.2,2.74,37.9,-93.5,21.7,High Risk (Lithium Plating)
VW-MEB-1624,23.0,0.81,33.7,-32.9,65.0,High Risk (Lithium Plating)
VW-MEB-1625,-0.3,2.76,15.1,-128.7,29.9,High Risk (Lithium Plating)
VW-MEB-1626,33.8,2.05,38.2,-48.8,26.4,High Risk (Lithium Plating)
VW-MEB-1627,24.7,2.59,9.5,-64.7,35.7,High Risk (Lithium Plating)
VW-MEB-1628,-1.3,2.99,16.0,-123.9,26.9,High Risk (Lithium Plating)
VW-MEB-1629,30.7,1.82,43.1,-59.8,27.1,High Risk (Lithium Plating)
VW-MEB-1630,-4.6,1.02,19.7,-86.4,65.0,High Risk (Lithium Plating)
VW-MEB-1631,21.1,1.87,21.9,-57.3,38.4,High Risk (Lithium Plating)
VW-MEB-1632,1.3,0.8,14.4,-65.9,65.0,High Risk (Lithium Plating)
VW-MEB-1633,-7.8,1.06,37.0,-103.5,53.5,High Risk (Lithium Plating)
VW-MEB-1634,0.9,2.37,12.2,-113.9,33.4,High Risk (Lithium Plating)
VW-MEB-1635,-1.5,1.26,40.9,-91.2,37.5,High Risk (Lithium Plating)
VW-MEB-1636,15.7,3.04,16.0,-103.0,25.3,High Risk (Lithium Plating)
VW-MEB-1637,26.0,1.25,38.3,-41.1,40.8,High Risk (Lithium Plating)
VW-MEB-1638,17.0,3.06,6.1,-92.5,30.2,High Risk (Lithium Plating)
VW-MEB-1639,-8.6,2.6,23.8,-135.5,26.3,High Risk (Lithium Plating)
VW-MEB-1640,6.0,1.37,27.3,-77.0,46.9,High Risk (Lithium Plating)
VW-MEB-1641,8.0,1.89,16.3,-83.6,39.6,High Risk (Lithium Plating)
VW-MEB-1642,-5.4,2.92,25.7,-143.7,22.7,High Risk (Lithium Plating)
VW-MEB-1643,-6.7,1.37,39.8,-100.7,35.0,High Risk (Lithium Plating)
VW-MEB-1644,11.4,2.31,33.2,-93.2,24.2,High Risk (Lithium Plating)
VW-MEB-1645,34.0,1.69,5.4,-27.7,53.4,High Risk (Lithium Plating)
VW-MEB-1646,4.2,2.56,7.2,-111.8,34.9,High Risk (Lithium Plating)
VW-MEB-1647,13.9,1.47,15.4,-53.9,55.3,High Risk (Lithium Plating)
VW-MEB-1648,7.2,2.42,12.1,-95.4,33.8,High Risk (Lithium Plating)
VW-MEB-1649,32.1,1.74,18.3,-39.0,43.0,High Risk (Lithium Plating)
VW-MEB-1650,-3.6,1.79,22.9,-104.4,38.9,High Risk (Lithium Plating)
VW-MEB-1651,30.5,1.7,29.3,-40.7,36.3,High Risk (Lithium Plating)
VW-MEB-1652,23.9,2.33,42.8,-85.9,20.1,High Risk (Lithium Plating)
VW-MEB-1653,31.6,1.94,19.6,-44.4,39.1,High Risk (Lithium Plating)
VW-MEB-1654,22.0,2.07,13.1,-53.2,41.2,High Risk (Lithium Plating)
VW-MEB-1655,8.0,2.77,18.4,-111.5,24.1,High Risk (Lithium Plating)
VW-MEB-1656,-0.8,2.01,27.5,-104.6,31.8,High Risk (Lithium Plating)
VW-MEB-1657,-4.6,2.21,14.5,-114.1,31.9,High Risk (Lithium Plating)
VW-MEB-1658,9.7,0.89,31.0,-62.0,65.0,High Risk (Lithium Plating)
VW-MEB-1659,23.9,1.33,23.9,-42.5,49.2,High Risk (Lithium Plating)
VW-MEB-1660,11.0,1.69,24.6,-76.0,41.0,High Risk (Lithium Plating)
VW-MEB-1661,-1.8,2.27,42.0,-120.5,19.4,High Risk (Lithium Plating)
VW-MEB-1662,26.5,0.88,19.4,-33.2,65.0,High Risk (Lithium Plating)
VW-MEB-1663,21.4,1.89,25.6,-68.5,38.3,High Risk (Lithium Plating)
VW-MEB-1664,-1.4,1.02,18.3,-81.6,65.0,High Risk (Lithium Plating)
VW-MEB-1665,12.0,1.16,9.4,-56.9,65.0,High Risk (Lithium Plating)
VW-MEB-1666,26.1,3.15,23.4,-97.3,20.9,High Risk (Lithium Plating)
VW-MEB-1667,20.6,0.94,6.5,-25.3,65.0,High Risk (Lithium Plating)
VW-MEB-1668,29.9,3.07,26.8,-81.6,17.7,High Risk (Lithium Plating)
VW-MEB-1669,9.0,1.9,26.8,-87.6,32.2,High Risk (Lithium Plating)
VW-MEB-1670,16.3,0.87,24.5,-55.9,65.0,High Risk (Lithium Plating)
VW-MEB-1671,12.7,1.84,44.3,-90.6,23.3,High Risk (Lithium Plating)
VW-MEB-1672,20.0,2.26,17.3,-76.8,34.5,High Risk (Lithium Plating)
VW-MEB-1673,-4.6,2.64,12.4,-126.7,31.6,High Risk (Lithium Plating)
VW-MEB-1674,-1.4,1.1,26.3,-81.1,58.8,High Risk (Lithium Plating)
VW-MEB-1675,21.5,1.82,32.2,-67.9,33.1,High Risk (Lithium Plating)
VW-MEB-1676,2.4,3.03,36.3,-131.2,20.1,High Risk (Lithium Plating)
VW-MEB-1677,9.8,0.9,27.7,-56.4,65.0,High Risk (Lithium Plating)
VW-MEB-1678,16.9,1.87,26.2,-73.2,35.5,High Risk (Lithium Plating)
VW-MEB-1679,-3.6,2.21,39.1,-132.6,20.3,High Risk (Lithium Plating)
VW-MEB-1680,21.6,1.01,10.2,-30.8,65.0,High Risk (Lithium Plating)
VW-MEB-1681,26.5,1.61,36.8,-45.6,32.0,High Risk (Lithium Plating)
VW-MEB-1682,14.5,3.15,19.5,-113.2,22.4,High Risk (Lithium Plating)
VW-MEB-1683,31.3,1.62,30.4,-44.3,33.2,High Risk (Lithium Plating)
VW-MEB-1684,16.8,1.74,21.0,-64.1,44.4,High Risk (Lithium Plating)
VW-MEB-1685,-7.5,2.71,32.9,-149.9,21.3,High Risk (Lithium Plating)
VW-MEB-1686,5.5,1.26,33.6,-73.3,45.0,High Risk (Lithium Plating)
VW-MEB-1687,0.0,2.83,11.3,-127.6,30.5,High Risk (Lithium Plating)
VW-MEB-1688,20.8,1.6,39.4,-58.5,29.8,High Risk (Lithium Plating)
VW-MEB-1689,-9.7,1.66,40.0,-115.7,33.4,High Risk (Lithium Plating)
VW-MEB-1690,28.0,3.08,11.8,-76.4,29.1,High Risk (Lithium Plating)
VW-MEB-1691,3.4,1.92,11.7,-91.2,45.3,High Risk (Lithium Plating)
VW-MEB-1692,2.8,2.35,17.5,-108.5,34.5,High Risk (Lithium Plating)
VW-MEB-1693,15.1,1.41,35.5,-58.7,38.7,High Risk (Lithium Plating)
VW-MEB-1694,-0.5,0.86,18.2,-74.8,65.0,High Risk (Lithium Plating)
VW-MEB-1695,10.5,1.31,41.7,-77.0,38.8,High Risk (Lithium Plating)
VW-MEB-1696,0.6,2.82,22.8,-136.4,24.7,High Risk (Lithium Plating)
VW-MEB-1697,26.8,2.18,15.0,-52.6,35.8,High Risk (Lithium Plating)
VW-MEB-1698,12.7,1.37,43.2,-73.4,36.5,High Risk (Lithium Plating)
VW-MEB-1699,1.4,1.42,18.8,-83.7,51.7,High Risk (Lithium Plating)
VW-MEB-1700,24.9,1.85,24.4,-57.8,38.2,High Risk (Lithium Plating)
VW-MEB-1701,15.6,1.55,19.4,-65.6,50.4,High Risk (Lithium Plating)
VW-MEB-1702,14.6,2.49,42.9,-103.6,17.0,High Risk (Lithium Plating)
VW-MEB-1703,3.8,3.03,18.7,-128.1,23.6,High Risk (Lithium Plating)
VW-MEB-1704,-6.0,1.81,28.3,-119.6,36.8,High Risk (Lithium Plating)
VW-MEB-1705,34.9,1.77,32.1,-41.4,35.1,High Risk (Lithium Plating)
VW-MEB-1706,-1.4,2.24,35.7,-121.3,24.3,High Risk (Lithium Plating)
VW-MEB-1707,17.6,2.35,30.3,-85.2,28.8,High Risk (Lithium Plating)
VW-MEB-1708,24.7,1.15,9.8,-29.5,65.0,High Risk (Lithium Plating)
VW-MEB-1709,-8.9,3.12,27.9,-156.8,22.6,High Risk (Lithium Plating)
VW-MEB-1710,31.3,2.72,6.9,-63.3,34.4,High Risk (Lithium Plating)
VW-MEB-1711,22.7,2.42,23.1,-70.6,33.3,High Risk (Lithium Plating)
VW-MEB-1712,-7.3,2.48,23.2,-116.5,28.7,High Risk (Lithium Plating)
VW-MEB-1713,26.9,1.87,40.2,-66.8,26.4,High Risk (Lithium Plating)
VW-MEB-1714,11.2,1.88,6.1,-81.1,49.2,High Risk (Lithium Plating)
VW-MEB-1715,22.4,2.87,7.3,-79.9,31.8,High Risk (Lithium Plating)
VW-MEB-1716,-7.4,0.89,14.1,-92.3,65.0,High Risk (Lithium Plating)
VW-MEB-1717,-7.6,2.84,26.5,-145.9,21.5,High Risk (Lithium Plating)
VW-MEB-1718,28.3,2.4,12.7,-60.3,34.1,High Risk (Lithium Plating)
VW-MEB-1719,26.0,0.91,44.1,-34.0,51.5,High Risk (Lithium Plating)
VW-MEB-1720,23.2,2.11,20.0,-72.0,36.1,High Risk (Lithium Plating)
VW-MEB-1721,29.5,1.66,15.2,-35.0,48.5,High Risk (Lithium Plating)
VW-MEB-1722,29.0,1.59,31.8,-46.0,39.0,High Risk (Lithium Plating)
VW-MEB-1723,18.2,1.0,6.4,-35.0,65.0,High Risk (Lithium Plating)
VW-MEB-1724,3.7,1.82,8.7,-85.8,47.4,High Risk (Lithium Plating)
VW-MEB-1725,11.3,1.27,33.5,-70.2,41.3,High Risk (Lithium Plating)
VW-MEB-1726,32.7,1.55,28.2,-34.8,39.2,High Risk (Lithium Plating)
VW-MEB-1727,-9.9,0.96,9.2,-84.0,65.0,High Risk (Lithium Plating)
VW-MEB-1728,12.0,1.07,23.6,-57.7,65.0,High Risk (Lithium Plating)
VW-MEB-1729,2.9,1.65,33.4,-97.4,32.3,High Risk (Lithium Plating)
VW-MEB-1730,26.5,1.62,7.9,-42.4,58.1,High Risk (Lithium Plating)
VW-MEB-1731,3.3,1.56,14.9,-87.5,53.8,High Risk (Lithium Plating)
VW-MEB-1732,35.0,1.56,38.9,-40.7,33.0,High Risk (Lithium Plating)
VW-MEB-1733,13.7,2.0,7.9,-68.9,43.5,High Risk (Lithium Plating)
VW-MEB-1734,-1.3,1.16,10.3,-79.5,65.0,High Risk (Lithium Plating)
VW-MEB-1735,11.9,1.03,16.3,-54.8,65.0,High Risk (Lithium Plating)
VW-MEB-1736,7.7,3.05,17.5,-121.2,26.3,High Risk (Lithium Plating)
VW-MEB-1737,3.7,2.36,20.8,-114.1,32.4,High Risk (Lithium Plating)
VW-MEB-1738,-9.4,2.59,21.4,-134.3,28.5,High Risk (Lithium Plating)
VW-MEB-1739,29.7,1.98,38.9,-50.5,29.3,High Risk (Lithium Plating)
VW-MEB-1740,17.5,2.77,39.8,-97.7,20.0,High Risk (Lithium Plating)
VW-MEB-1741,29.8,2.08,11.5,-51.4,42.3,High Risk (Lithium Plating)
VW-MEB-1742,-0.4,0.83,15.2,-65.6,65.0,High Risk (Lithium Plating)
VW-MEB-1743,-5.0,2.88,11.3,-135.4,31.4,High Risk (Lithium Plating)
VW-MEB-1744,5.5,2.01,9.3,-90.0,44.5,High Risk (Lithium Plating)
VW-MEB-1745,27.6,2.02,23.3,-61.4,36.2,High Risk (Lithium Plating)
VW-MEB-1746,23.1,3.06,38.6,-104.0,14.0,High Risk (Lithium Plating)
VW-MEB-1747,7.7,1.47,28.7,-77.0,43.4,High Risk (Lithium Plating)
VW-MEB-1748,31.6,1.71,26.7,-43.4,40.2,High Risk (Lithium Plating)
VW-MEB-1749,21.3,2.47,12.7,-68.3,36.1,High Risk (Lithium Plating)
VW-MEB-1750,15.7,2.06,39.7,-91.5,26.2,High Risk (Lithium Plating)
VW-MEB-1751,18.6,3.1,44.3,-114.3,14.0,High Risk (Lithium Plating)
VW-MEB-1752,10.2,2.95,13.2,-106.7,27.2,High Risk (Lithium Plating)
VW-MEB-1753,-0.0,2.49,40.9,-127.6,20.4,High Risk (Lithium Plating)
VW-MEB-1754,25.8,2.6,19.9,-74.5,27.3,High Risk (Lithium Plating)
VW-MEB-1755,1.0,1.71,5.1,-85.4,56.0,High Risk (Lithium Plating)
VW-MEB-1756,13.1,2.25,27.4,-91.7,29.7,High Risk (Lithium Plating)
VW-MEB-1757,32.0,2.81,41.4,-79.9,18.6,High Risk (Lithium Plating)
VW-MEB-1758,-8.8,2.42,25.5,-130.3,33.0,High Risk (Lithium Plating)
VW-MEB-1759,1.9,2.14,22.6,-95.8,28.9,High Risk (Lithium Plating)
VW-MEB-1760,-8.8,0.94,5.2,-83.5,65.0,High Risk (Lithium Plating)
VW-MEB-1761,4.5,2.57,25.9,-112.6,25.4,High Risk (Lithium Plating)
VW-MEB-1762,16.3,3.02,42.7,-105.6,16.5,High Risk (Lithium Plating)
VW-MEB-1763,-8.9,1.5,31.0,-110.8,40.9,High Risk (Lithium Plating)
VW-MEB-1764,27.6,1.19,19.7,-30.1,62.8,High Risk (Lithium Plating)
VW-MEB-1765,-7.4,1.1,44.4,-106.5,41.6,High Risk (Lithium Plating)
VW-MEB-1766,18.1,1.43,29.3,-58.1,46.2,High Risk (Lithium Plating)
VW-MEB-1767,17.0,1.16,6.9,-53.3,65.0,High Risk (Lithium Plating)
VW-MEB-1768,27.2,1.58,41.7,-50.6,29.5,High Risk (Lithium Plating)
VW-MEB-1769,-0.6,2.75,41.1,-137.4,14.0,High Risk (Lithium Plating)
VW-MEB-1770,3.5,0.87,5.7,-56.4,65.0,High Risk (Lithium Plating)
VW-MEB-1771,-3.8,2.9,22.3,-136.5,26.1,High Risk (Lithium Plating)
VW-MEB-1772,1.9,1.56,21.3,-81.7,48.1,High Risk (Lithium Plating)
VW-MEB-1773,3.1,1.82,39.5,-98.0,28.7,High Risk (Lithium Plating)
VW-MEB-1774,-4.0,1.63,6.6,-92.0,59.5,High Risk (Lithium Plating)
VW-MEB-1775,32.5,3.13,10.8,-67.0,27.6,High Risk (Lithium Plating)
VW-MEB-1776,34.4,2.96,18.1,-63.2,23.9,High Risk (Lithium Plating)
VW-MEB-1777,21.1,1.57,43.1,-64.9,31.0,High Risk (Lithium Plating)
VW-MEB-1778,-8.6,1.93,29.8,-117.3,28.4,High Risk (Lithium Plating)
VW-MEB-1779,-3.4,1.79,11.3,-98.9,46.7,High Risk (Lithium Plating)
VW-MEB-1780,17.4,1.58,24.6,-63.7,45.4,High Risk (Lithium Plating)
VW-MEB-1781,30.2,2.8,31.2,-78.0,17.2,High Risk (Lithium Plating)
VW-MEB-1782,5.6,2.77,12.4,-114.9,29.4,High Risk (Lithium Plating)
VW-MEB-1783,-6.7,2.78,8.6,-135.2,32.6,High Risk (Lithium Plating)
VW-MEB-1784,32.4,1.77,27.9,-33.0,38.9,High Risk (Lithium Plating)
VW-MEB-1785,9.1,2.4,9.6,-93.4,35.7,High Risk (Lithium Plating)
VW-MEB-1786,23.6,0.8,12.4,-26.4,65.0,High Risk (Lithium Plating)
VW-MEB-1787,32.9,1.24,44.9,-39.2,36.2,High Risk (Lithium Plating)
VW-MEB-1788,27.3,2.21,34.0,-70.0,22.4,High Risk (Lithium Plating)
VW-MEB-1789,6.1,3.18,33.3,-127.8,21.1,High Risk (Lithium Plating)
VW-MEB-1790,-7.2,2.25,6.3,-113.9,43.1,High Risk (Lithium Plating)
VW-MEB-1791,0.7,1.34,18.3,-75.9,57.1,High Risk (Lithium Plating)
VW-MEB-1792,13.6,2.12,23.8,-83.7,29.3,High Risk (Lithium Plating)
VW-MEB-1793,13.4,2.1,16.2,-79.1,39.0,High Risk (Lithium Plating)
VW-MEB-1794,29.7,1.55,36.8,-48.3,33.0,High Risk (Lithium Plating)
VW-MEB-1795,20.3,2.55,27.3,-83.1,26.1,High Risk (Lithium Plating)
VW-MEB-1796,10.9,0.83,30.4,-50.5,65.0,High Risk (Lithium Plating)
VW-MEB-1797,26.0,3.19,21.1,-90.2,23.8,High Risk (Lithium Plating)
VW-MEB-1798,-3.1,1.14,40.8,-101.1,41.8,High Risk (Lithium Plating)
VW-MEB-1799,-7.4,2.01,20.8,-121.1,35.4,High Risk (Lithium Plating)
VW-MEB-1800,-5.8,2.41,6.0,-126.4,41.1,High Risk (Lithium Plating)
VW-MEB-1801,18.2,2.22,42.1,-84.4,21.3,High Risk (Lithium Plating)
VW-MEB-1802,8.9,0.81,18.8,-50.4,65.0,High Risk (Lithium Plating)
VW-MEB-1803,31.2,1.4,32.9,-35.5,44.1,High Risk (Lithium Plating)
VW-MEB-1804,19.2,3.04,20.9,-108.6,22.8,High Risk (Lithium Plating)
VW-MEB-1805,-3.6,0.98,18.5,-78.6,65.0,High Risk (Lithium Plating)
VW-MEB-1806,15.5,1.0,5.2,-37.1,65.0,High Risk (Lithium Plating)
VW-MEB-1807,34.9,2.37,13.7,-46.3,35.2,High Risk (Lithium Plating)
VW-MEB-1808,-4.0,1.41,40.3,-99.6,34.2,High Risk (Lithium Plating)
VW-MEB-1809,14.5,2.65,36.8,-98.2,21.2,High Risk (Lithium Plating)
VW-MEB-1810,29.7,1.2,28.8,-27.5,54.1,High Risk (Lithium Plating)
VW-MEB-1811,6.7,1.9,10.3,-77.6,43.1,High Risk (Lithium Plating)
VW-MEB-1812,29.5,2.35,17.3,-53.2,33.5,High Risk (Lithium Plating)
VW-MEB-1813,28.4,1.74,13.2,-49.2,48.3,High Risk (Lithium Plating)
VW-MEB-1814,-8.8,2.78,28.8,-146.3,20.1,High Risk (Lithium Plating)
VW-MEB-1815,-7.8,2.09,14.5,-120.1,35.5,High Risk (Lithium Plating)
VW-MEB-1816,17.0,1.85,25.8,-64.3,39.9,High Risk (Lithium Plating)
VW-MEB-1817,34.8,1.76,42.1,-48.2,27.9,High Risk (Lithium Plating)
VW-MEB-1818,-7.7,2.16,39.8,-126.1,21.8,High Risk (Lithium Plating)
VW-MEB-1819,34.1,0.82,33.5,-12.5,65.0,High Risk (Lithium Plating)
VW-MEB-1820,28.6,1.85,7.6,-45.6,50.2,High Risk (Lithium Plating)
VW-MEB-1821,33.9,2.46,34.2,-68.2,26.7,High Risk (Lithium Plating)
VW-MEB-1822,16.9,1.11,43.1,-60.6,39.9,High Risk (Lithium Plating)
VW-MEB-1823,20.1,1.02,32.5,-43.5,58.4,High Risk (Lithium Plating)
VW-MEB-1824,16.4,2.27,26.0,-83.8,28.9,High Risk (Lithium Plating)
VW-MEB-1825,16.4,3.04,9.5,-94.1,27.7,High Risk (Lithium Plating)
VW-MEB-1826,8.2,2.04,13.0,-80.8,38.0,High Risk (Lithium Plating)
VW-MEB-1827,1.1,1.99,13.6,-99.5,41.4,High Risk (Lithium Plating)
VW-MEB-1828,3.9,3.09,36.5,-135.8,17.4,High Risk (Lithium Plating)
VW-MEB-1829,-8.1,1.13,39.3,-109.6,46.0,High Risk (Lithium Plating)
VW-MEB-1830,-3.5,3.14,18.8,-144.8,21.6,High Risk (Lithium Plating)
VW-MEB-1831,0.0,2.16,18.1,-116.2,34.1,High Risk (Lithium Plating)
VW-MEB-1832,-9.8,3.06,31.1,-155.1,20.1,High Risk (Lithium Plating)
VW-MEB-1833,35.0,1.74,42.9,-51.8,21.5,High Risk (Lithium Plating)
VW-MEB-1834,2.1,1.47,36.2,-89.9,40.3,High Risk (Lithium Plating)
VW-MEB-1835,20.1,2.21,20.1,-69.9,31.8,High Risk (Lithium Plating)
VW-MEB-1836,30.4,1.3,21.3,-30.9,55.0,High Risk (Lithium Plating)
VW-MEB-1837,17.2,1.8,25.9,-72.3,41.8,High Risk (Lithium Plating)
VW-MEB-1838,6.5,1.31,20.3,-64.7,58.0,High Risk (Lithium Plating)
VW-MEB-1839,18.8,2.57,13.6,-84.2,30.8,High Risk (Lithium Plating)
VW-MEB-1840,-0.3,1.9,10.5,-86.4,46.5,High Risk (Lithium Plating)
VW-MEB-1841,15.3,0.92,28.7,-56.3,65.0,High Risk (Lithium Plating)
VW-MEB-1842,1.0,1.73,19.9,-95.6,42.8,High Risk (Lithium Plating)
VW-MEB-1843,18.5,2.97,20.6,-94.8,27.0,High Risk (Lithium Plating)
VW-MEB-1844,13.0,1.43,9.1,-57.5,64.0,High Risk (Lithium Plating)
VW-MEB-1845,31.8,1.79,36.4,-47.3,33.7,High Risk (Lithium Plating)
VW-MEB-1846,22.3,1.14,29.8,-46.0,59.9,High Risk (Lithium Plating)
VW-MEB-1847,-9.4,3.06,39.2,-161.7,16.9,High Risk (Lithium Plating)
VW-MEB-1848,26.8,1.91,22.9,-57.8,39.3,High Risk (Lithium Plating)
VW-MEB-1849,-9.1,1.9,20.3,-116.3,39.8,High Risk (Lithium Plating)
VW-MEB-1850,15.2,1.33,30.9,-57.8,45.3,High Risk (Lithium Plating)
VW-MEB-1851,10.4,3.02,13.2,-105.6,27.0,High Risk (Lithium Plating)
VW-MEB-1852,18.8,1.14,43.1,-52.4,38.9,High Risk (Lithium Plating)
VW-MEB-1853,30.2,2.14,7.9,-47.6,42.5,High Risk (Lithium Plating)
VW-MEB-1854,26.8,2.19,33.3,-67.7,25.5,High Risk (Lithium Plating)
VW-MEB-1855,24.5,2.65,32.2,-87.6,23.0,High Risk (Lithium Plating)
VW-MEB-1856,-4.4,2.54,31.1,-132.2,25.2,High Risk (Lithium Plating)
VW-MEB-1857,28.6,1.8,33.8,-61.4,32.0,High Risk (Lithium Plating)
VW-MEB-1858,13.6,1.51,37.3,-71.2,36.1,High Risk (Lithium Plating)
VW-MEB-1859,26.3,3.02,30.0,-89.2,23.9,High Risk (Lithium Plating)
VW-MEB-1860,31.0,1.48,15.3,-28.8,53.2,High Risk (Lithium Plating)
VW-MEB-1861,-4.8,2.74,31.6,-144.0,22.0,High Risk (Lithium Plating)
VW-MEB-1862,28.2,1.86,12.2,-45.8,48.0,High Risk (Lithium Plating)
VW-MEB-1863,-8.7,1.28,19.7,-88.5,56.2,High Risk (Lithium Plating)
VW-MEB-1864,-8.0,2.85,7.1,-127.9,33.6,High Risk (Lithium Plating)
VW-MEB-1865,9.4,0.82,17.7,-57.4,65.0,High Risk (Lithium Plating)
VW-MEB-1866,22.5,1.77,13.9,-58.5,49.3,High Risk (Lithium Plating)
VW-MEB-1867,3.0,2.05,10.6,-94.2,41.9,High Risk (Lithium Plating)
VW-MEB-1868,-4.5,1.07,12.5,-77.7,65.0,High Risk (Lithium Plating)
VW-MEB-1869,15.9,1.66,40.6,-77.4,28.1,High Risk (Lithium Plating)
VW-MEB-1870,2.3,2.87,9.1,-113.4,33.3,High Risk (Lithium Plating)
VW-MEB-1871,17.2,1.93,39.0,-74.0,27.6,High Risk (Lithium Plating)
VW-MEB-1872,26.1,1.46,11.8,-24.4,54.1,High Risk (Lithium Plating)
VW-MEB-1873,27.7,2.2,19.1,-58.7,32.4,High Risk (Lithium Plating)
VW-MEB-1874,23.1,1.63,18.9,-56.4,46.1,High Risk (Lithium Plating)
VW-MEB-1875,23.6,1.37,8.9,-45.9,64.9,High Risk (Lithium Plating)
VW-MEB-1876,11.2,0.99,11.0,-58.0,65.0,High Risk (Lithium Plating)
VW-MEB-1877,-3.3,1.4,12.3,-90.7,60.9,High Risk (Lithium Plating)
VW-MEB-1878,-4.4,3.16,11.4,-145.1,26.1,High Risk (Lithium Plating)
VW-MEB-1879,26.7,2.08,35.7,-66.1,26.6,High Risk (Lithium Plating)
VW-MEB-1880,8.4,2.02,26.6,-89.8,32.6,High Risk (Lithium Plating)
VW-MEB-1881,-6.2,1.19,39.0,-105.2,40.4,High Risk (Lithium Plating)
VW-MEB-1882,17.2,3.11,13.8,-107.9,26.4,High Risk (Lithium Plating)
VW-MEB-1883,2.1,1.95,25.8,-106.5,32.8,High Risk (Lithium Plating)
VW-MEB-1884,-9.6,1.19,8.0,-94.5,65.0,High Risk (Lithium Plating)
VW-MEB-1885,27.3,1.33,32.6,-45.3,44.8,High Risk (Lithium Plating)
VW-MEB-1886,13.3,0.82,26.5,-43.0,65.0,High Risk (Lithium Plating)
VW-MEB-1887,31.9,1.91,29.2,-38.9,32.9,High Risk (Lithium Plating)
VW-MEB-1888,28.9,2.73,30.3,-77.5,24.7,High Risk (Lithium Plating)
VW-MEB-1889,16.9,1.56,19.2,-61.6,47.8,High Risk (Lithium Plating)
VW-MEB-1890,27.2,2.48,8.2,-61.7,36.5,High Risk (Lithium Plating)
VW-MEB-1891,-8.6,1.67,26.8,-109.6,37.5,High Risk (Lithium Plating)
VW-MEB-1892,26.3,2.08,23.1,-58.9,32.6,High Risk (Lithium Plating)
VW-MEB-1893,11.7,1.88,21.4,-70.4,39.9,High Risk (Lithium Plating)
VW-MEB-1894,19.7,2.73,11.4,-85.3,30.4,High Risk (Lithium Plating)
VW-MEB-1895,-8.4,1.32,17.5,-95.2,57.3,High Risk (Lithium Plating)
VW-MEB-1896,30.7,3.1,13.3,-74.5,28.9,High Risk (Lithium Plating)
VW-MEB-1897,-0.7,3.15,8.4,-122.9,28.4,High Risk (Lithium Plating)
VW-MEB-1898,24.1,0.86,42.5,-39.4,53.9,High Risk (Lithium Plating)
VW-MEB-1899,-6.9,0.82,39.8,-86.1,59.6,High Risk (Lithium Plating)
VW-MEB-1900,5.8,3.06,26.3,-127.5,20.1,High Risk (Lithium Plating)
VW-MEB-1901,-3.0,1.3,37.3,-105.5,41.3,High Risk (Lithium Plating)
VW-MEB-1902,29.3,0.88,35.6,-26.3,63.8,High Risk (Lithium Plating)
VW-MEB-1903,-3.0,2.65,10.6,-122.7,32.8,High Risk (Lithium Plating)
VW-MEB-1904,5.9,2.04,26.5,-102.6,30.1,High Risk (Lithium Plating)
VW-MEB-1905,20.6,2.11,22.0,-70.5,37.4,High Risk (Lithium Plating)
VW-MEB-1906,33.4,3.02,15.0,-67.4,27.2,High Risk (Lithium Plating)
VW-MEB-1907,-4.0,2.53,37.5,-135.1,24.2,High Risk (Lithium Plating)
VW-MEB-1908,15.0,1.7,13.9,-64.0,47.5,High Risk (Lithium Plating)
VW-MEB-1909,15.6,1.28,22.1,-59.3,56.7,High Risk (Lithium Plating)
VW-MEB-1910,-9.6,3.05,12.4,-150.8,28.2,High Risk (Lithium Plating)
VW-MEB-1911,28.6,1.48,16.4,-35.8,52.3,High Risk (Lithium Plating)
VW-MEB-1912,-2.7,1.92,28.7,-111.9,36.4,High Risk (Lithium Plating)
VW-MEB-1913,16.2,2.79,38.9,-97.7,20.5,High Risk (Lithium Plating)
VW-MEB-1914,31.1,3.03,38.8,-82.2,17.5,High Risk (Lithium Plating)
VW-MEB-1915,32.1,1.41,21.0,-34.2,50.7,High Risk (Lithium Plating)
VW-MEB-1916,8.4,0.93,42.4,-61.6,52.7,High Risk (Lithium Plating)
VW-MEB-1917,30.2,2.06,27.8,-63.1,28.0,High Risk (Lithium Plating)
VW-MEB-1918,-9.8,1.78,27.6,-118.6,35.8,High Risk (Lithium Plating)
