Terrain_Run_ID,Wheel_Slip_Ratio_pct,Soil_Shear_Strength_kPa,ATPC_Crawl_Speed_kmh,Wheel_Articulation_Travel_mm,Terrain_Classification
DEFENDER-ATPC-2286,20.8,87.8,6.8,144.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2287,14.5,67.8,5.3,341.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2288,2.4,75.5,6.6,125.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2289,21.3,88.3,6.5,299.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2290,41.3,90.6,5.6,439.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2291,18.6,17.3,1.8,326.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2292,19.4,46.6,3.8,256.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2293,30.4,18.8,1.0,371.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2294,10.6,74.6,6.0,317.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2295,19.7,63.8,5.1,392.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2296,16.4,83.2,6.3,310.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2297,37.7,27.2,1.3,320.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2298,2.0,69.5,6.5,398.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2299,38.9,81.7,5.4,242.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2300,38.9,78.8,5.2,326.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2301,5.1,59.5,5.3,231.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2302,32.6,26.3,1.2,130.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2303,22.7,89.1,6.9,260.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2304,38.0,67.3,3.8,288.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2305,41.6,66.3,3.3,168.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2306,20.8,35.9,2.7,394.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2307,27.5,50.1,3.4,311.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2308,22.5,92.3,6.4,460.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2309,20.4,46.9,3.7,367.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2310,29.1,28.5,2.3,434.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2311,6.4,56.5,5.5,276.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2312,38.4,82.0,4.7,269.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2313,5.5,47.7,4.7,194.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2314,34.5,58.8,3.4,197.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2315,4.6,34.6,3.9,441.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2316,21.1,24.4,2.6,277.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2317,30.9,55.5,3.7,331.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2318,38.2,50.5,3.1,241.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2319,17.4,72.6,5.5,180.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2320,21.9,76.5,5.4,226.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2321,39.4,74.5,4.5,244.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2322,39.3,90.3,5.5,258.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2323,15.2,25.7,2.7,444.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2324,26.4,26.7,2.5,474.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2325,27.6,87.8,6.1,252.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2326,15.7,33.7,3.8,380.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2327,36.2,73.4,4.7,177.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2328,30.7,64.6,4.8,377.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2329,37.6,24.6,1.6,332.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2330,11.3,39.1,3.8,328.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2331,7.8,91.3,7.5,275.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2332,34.8,65.1,4.5,368.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2333,12.6,72.1,5.8,309.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2334,20.3,42.9,3.3,466.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2335,28.3,37.2,2.9,318.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2336,11.7,29.1,2.6,217.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2337,21.9,88.9,6.6,260.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2338,30.5,81.2,5.5,422.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2339,15.9,86.2,7.2,284.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2340,11.7,17.7,2.5,156.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2341,15.8,17.1,1.9,272.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2342,9.7,76.1,6.6,367.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2343,5.4,48.2,5.0,361.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2344,33.0,86.5,5.9,295.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2345,41.5,23.9,1.0,438.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2346,29.6,18.9,1.3,167.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2347,6.6,23.1,2.8,402.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2348,35.4,46.0,2.6,320.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2349,25.8,79.2,5.5,423.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2350,8.3,71.5,5.8,410.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2351,39.7,20.8,1.0,472.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2352,37.0,33.8,2.0,223.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2353,17.1,65.0,4.8,139.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2354,33.3,76.1,4.7,381.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2355,36.8,51.0,3.1,285.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2356,30.1,33.5,2.7,206.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2357,12.2,65.8,5.7,322.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2358,35.0,16.0,1.0,399.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2359,15.3,59.3,4.9,283.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2360,16.6,72.7,5.7,433.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2361,19.9,24.1,2.9,154.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2362,22.9,56.7,4.3,125.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2363,2.7,64.3,5.9,300.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2364,13.0,47.5,4.3,272.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2365,33.7,55.8,3.9,133.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2366,38.6,23.0,1.0,228.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2367,27.1,52.8,3.9,180.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2368,6.4,16.6,2.5,376.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2369,5.0,28.2,3.4,329.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2370,11.8,38.3,3.8,136.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2371,39.7,19.9,1.0,333.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2372,18.9,82.7,6.4,162.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2373,37.2,19.8,1.3,300.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2374,18.9,76.0,5.5,238.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2375,20.2,34.5,2.6,130.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2376,11.6,93.9,7.2,286.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2377,29.4,88.6,6.0,350.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2378,27.7,51.0,3.5,258.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2379,2.7,42.8,4.5,401.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2380,37.8,72.8,4.9,150.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2381,3.8,21.5,2.9,229.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2382,33.0,64.5,4.6,220.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2383,10.9,50.1,4.3,172.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2384,38.7,64.6,3.8,323.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2385,27.3,92.1,6.4,178.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2386,27.3,49.1,4.0,315.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2387,41.3,92.0,5.8,124.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2388,32.2,17.2,1.0,427.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2389,30.9,57.4,4.1,237.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2390,22.4,91.8,7.4,380.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2391,5.9,65.1,5.7,384.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2392,28.9,53.5,3.6,271.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2393,11.0,92.5,7.8,262.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2394,36.8,20.0,1.1,222.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2395,34.7,61.6,4.0,229.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2396,32.2,57.3,3.8,361.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2397,12.3,40.3,4.1,417.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2398,10.0,73.7,6.5,244.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2399,20.8,91.5,7.0,293.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2400,39.4,70.4,4.4,283.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2401,16.2,62.0,5.1,186.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2402,2.5,16.8,2.5,167.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2403,15.7,37.4,3.2,317.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2404,29.2,43.8,3.3,357.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2405,42.0,45.0,2.8,375.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2406,31.9,59.9,3.5,266.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2407,5.5,77.0,6.4,215.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2408,12.5,41.9,4.2,250.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2409,19.5,24.7,2.8,389.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2410,18.3,61.1,4.8,357.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2411,17.0,34.8,2.7,188.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2412,3.0,41.5,4.7,256.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2413,39.7,51.4,2.5,295.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2414,3.9,59.6,5.5,359.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2415,5.4,33.7,3.7,388.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2416,31.6,51.1,3.6,162.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2417,30.5,25.1,2.4,190.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2418,13.6,23.3,2.8,120.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2419,38.3,64.2,4.0,333.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2420,21.4,23.3,2.5,255.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2421,25.1,75.0,5.4,150.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2422,24.0,52.5,3.7,343.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2423,22.3,87.9,6.1,472.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2424,12.7,56.3,5.4,303.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2425,39.4,33.5,1.3,281.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2426,26.8,16.3,1.0,130.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2427,24.3,59.7,4.1,199.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2428,32.0,83.6,5.3,358.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2429,40.1,90.3,5.2,437.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2430,29.7,41.7,2.6,337.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2431,34.9,64.6,4.0,294.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2432,11.1,58.5,5.4,401.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2433,6.5,81.2,7.4,434.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2434,8.4,74.5,6.3,198.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2435,2.4,71.8,6.6,250.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2436,7.4,77.1,6.4,287.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2437,41.5,75.7,4.7,237.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2438,37.1,89.0,5.6,206.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2439,41.8,54.7,3.5,473.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2440,38.8,33.8,1.7,202.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2441,21.6,58.5,5.1,299.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2442,29.4,50.6,3.9,302.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2443,19.3,61.5,5.0,177.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2444,36.5,43.3,2.4,225.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2445,4.3,75.2,6.8,450.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2446,39.5,86.1,5.3,218.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2447,4.8,54.7,5.2,387.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2448,41.4,31.5,1.3,167.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2449,41.6,40.6,2.1,249.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2450,10.1,54.4,5.0,327.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2451,24.5,66.3,4.5,266.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2452,41.1,76.4,4.3,175.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2453,29.6,36.9,2.5,341.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2454,19.9,54.0,4.1,190.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2455,8.8,35.9,4.0,151.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2456,4.0,80.5,7.1,435.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2457,31.9,23.3,1.0,361.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2458,15.9,78.6,5.9,417.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2459,17.2,56.3,4.5,348.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2460,12.8,54.7,4.7,133.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2461,32.0,62.2,4.5,340.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2462,36.4,67.3,4.2,145.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2463,24.3,85.4,5.6,428.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2464,5.5,77.5,6.6,364.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2465,33.7,33.7,1.7,383.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2466,39.3,73.3,5.1,224.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2467,2.3,66.6,6.6,269.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2468,34.7,92.8,6.2,452.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2469,28.5,85.7,5.6,230.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2470,32.8,94.9,6.6,425.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2471,32.3,46.9,2.4,289.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2472,20.4,82.8,6.6,208.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2473,25.0,69.9,5.1,176.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2474,30.1,24.5,1.6,346.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2475,34.1,70.7,4.7,220.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2476,14.8,61.1,5.0,395.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2477,33.5,49.7,3.2,465.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2478,19.2,40.4,3.4,356.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2479,10.2,55.0,4.6,457.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2480,27.0,60.4,4.0,190.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2481,41.6,80.3,4.8,364.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2482,40.9,62.6,3.6,330.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2483,32.6,37.7,2.9,448.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2484,16.7,56.1,4.8,443.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2485,12.9,24.3,2.5,259.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2486,24.1,41.8,3.2,399.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2487,30.6,78.2,5.4,352.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2488,22.1,84.3,6.0,178.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2489,38.8,26.7,1.0,255.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2490,23.8,44.8,3.5,371.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2491,35.6,64.9,3.7,356.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2492,25.2,31.9,2.8,283.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2493,22.5,54.7,3.3,394.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2494,34.9,35.8,1.9,137.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2495,3.8,25.1,2.7,314.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2496,9.4,22.7,2.6,295.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2497,25.7,78.6,6.0,123.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2498,41.7,46.9,2.6,158.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2499,23.1,85.6,6.2,160.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2500,23.0,70.8,5.9,326.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2501,12.9,81.4,6.4,147.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2502,8.3,93.4,7.0,262.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2503,15.4,23.4,2.5,290.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2504,10.3,56.7,5.2,148.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2505,32.7,83.0,5.3,268.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2506,9.6,85.3,6.6,227.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2507,22.7,89.5,6.7,362.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2508,26.9,52.6,3.7,413.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2509,28.0,66.4,4.2,159.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2510,25.8,46.9,2.8,352.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2511,22.8,23.0,2.2,398.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2512,37.6,64.3,3.3,402.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2513,40.0,65.5,4.2,357.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2514,2.4,45.9,4.6,447.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2515,19.3,61.3,5.2,407.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2516,35.6,55.8,3.8,284.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2517,34.2,57.3,4.2,231.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2518,41.1,66.9,4.0,209.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2519,36.6,44.3,2.2,194.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2520,14.7,35.3,2.8,238.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2521,20.5,72.5,6.2,385.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2522,37.9,53.5,3.3,284.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2523,22.9,48.7,3.4,333.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2524,35.9,51.7,3.9,143.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2525,35.9,34.0,1.5,356.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2526,38.1,39.0,2.2,339.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2527,37.5,29.4,1.2,132.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2528,10.1,55.8,5.2,472.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2529,23.2,34.9,2.8,219.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2530,25.8,80.4,5.5,198.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2531,3.4,38.3,4.5,277.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2532,37.9,89.6,5.6,269.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2533,12.8,51.9,4.7,329.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2534,38.2,84.0,5.2,148.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2535,24.6,72.1,5.2,402.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2536,17.0,70.2,5.6,163.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2537,39.7,85.6,5.4,164.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2538,20.1,31.7,2.4,439.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2539,14.8,34.6,3.5,238.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2540,2.5,78.3,7.4,251.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2541,8.0,59.1,5.2,393.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2542,14.1,23.6,2.7,465.1,Deep Sand / Mud Bog Ruts Active
