Swap_Session_ID,Chassis_Alignment_Error_mm,Bayonet_Lock_Torque_Nm,Total_Swap_Duration_s,Dielectric_Safety_Score,Swap_Quality_Status
NIO-SWAP4-2314,1.74,77.5,193,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2315,0.11,82.7,163,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2316,0.63,74.6,171,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2317,0.74,79.9,173,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2318,0.44,73.1,166,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2319,1.86,76.2,186,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2320,0.16,78.3,169,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2321,0.4,76.2,171,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2322,0.05,70.0,147,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2323,1.44,75.4,196,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2324,0.13,81.4,158,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2325,1.15,73.4,188,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2326,0.11,73.7,174,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2327,0.54,72.8,165,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2328,0.11,78.0,168,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2329,0.55,74.9,170,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2330,0.11,75.7,157,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2331,0.75,70.6,175,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2332,0.06,71.6,158,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2333,0.09,77.9,162,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2334,0.14,74.1,164,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2335,0.2,71.2,165,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2336,0.77,72.6,162,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2337,0.05,71.7,171,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2338,0.63,72.0,168,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2339,0.72,77.7,170,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2340,0.16,76.5,161,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2341,2.36,75.4,215,99.84,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2342,0.19,71.0,169,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2343,0.24,75.1,162,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2344,0.35,76.5,167,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2345,1.12,74.8,185,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2346,0.87,73.6,182,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2347,0.39,72.9,168,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2348,0.44,76.6,169,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2349,0.19,72.4,161,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2350,0.83,75.6,181,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2351,0.7,79.9,178,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2352,0.56,74.7,164,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2353,0.93,76.2,169,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2354,0.1,68.2,165,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2355,1.28,74.3,179,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2356,0.05,69.0,152,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2357,0.59,79.1,172,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2358,1.11,71.9,173,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2359,0.15,78.9,158,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2360,0.29,71.7,169,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2361,0.27,81.0,164,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2362,0.06,75.3,164,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2363,0.83,75.9,188,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2364,1.36,79.4,178,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2365,0.31,71.4,171,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2366,0.63,69.5,184,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2367,0.56,80.7,168,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2368,0.24,76.7,159,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2369,0.3,71.9,171,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2370,0.15,79.5,152,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2371,1.73,77.7,200,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2372,0.07,77.8,170,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2373,0.37,77.8,172,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2374,1.4,74.0,200,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2375,0.28,77.6,162,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2376,1.29,76.5,184,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2377,1.72,72.4,182,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2378,0.39,80.8,173,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2379,0.5,71.5,170,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2380,0.08,74.4,156,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2381,0.7,74.0,180,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2382,1.33,79.6,181,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2383,0.48,72.7,164,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2384,0.43,72.7,162,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2385,0.82,73.7,177,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2386,0.62,71.5,170,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2387,0.47,75.8,164,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2388,0.61,77.7,176,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2389,0.35,79.4,169,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2390,0.69,78.8,171,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2391,0.05,73.5,151,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2392,0.08,82.9,159,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2393,0.25,70.4,170,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2394,1.33,78.1,189,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2395,2.02,77.2,198,99.59,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2396,0.16,75.8,152,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2397,0.58,76.7,174,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2398,0.64,75.6,167,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2399,0.95,77.4,164,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2400,0.53,74.7,161,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2401,0.28,79.9,169,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2402,0.2,73.6,162,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2403,0.26,71.5,160,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2404,0.08,72.5,168,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2405,0.12,80.8,161,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2406,0.17,70.5,164,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2407,1.91,73.1,198,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2408,2.52,77.5,203,99.21,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2409,0.4,78.6,157,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2410,0.05,74.8,155,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2411,0.6,67.2,158,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2412,0.14,76.3,153,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2413,1.41,73.9,193,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2414,0.52,76.7,173,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2415,0.64,73.6,162,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2416,1.04,79.4,169,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2417,0.71,75.4,179,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2418,1.35,73.3,185,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2419,0.05,78.1,161,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2420,0.64,74.1,162,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2421,0.22,75.6,164,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2422,0.1,78.1,161,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2423,1.31,77.2,182,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2424,0.55,68.6,160,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2425,0.09,74.6,157,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2426,0.11,73.7,155,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2427,0.22,72.1,167,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2428,0.05,77.3,154,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2429,0.26,70.6,169,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2430,0.15,75.5,163,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2431,0.17,78.7,169,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2432,0.05,74.7,157,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2433,0.3,75.7,160,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2434,2.28,73.9,209,99.32,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2435,0.16,70.3,176,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2436,0.61,74.7,172,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2437,0.09,76.4,179,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2438,0.18,74.9,155,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2439,1.04,74.6,164,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2440,0.09,76.4,160,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2441,0.82,71.9,178,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2442,0.39,75.2,173,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2443,0.05,79.7,164,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2444,0.15,72.8,169,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2445,0.51,71.9,163,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2446,0.98,77.6,171,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2447,0.35,75.5,167,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2448,0.74,77.7,180,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2449,0.71,73.6,179,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2450,0.55,76.9,162,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2451,0.23,74.3,162,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2452,0.06,74.9,151,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2453,0.05,77.3,161,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2454,1.14,71.0,175,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2455,0.05,78.2,156,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2456,0.06,73.1,159,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2457,0.2,77.1,168,99.28,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2458,0.86,76.2,180,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2459,0.42,74.5,167,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2460,0.69,73.9,179,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2461,0.72,72.1,178,100.0,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2462,1.83,70.6,192,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2463,1.75,73.5,191,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2464,0.07,81.1,167,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2465,1.54,80.5,192,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2466,1.4,84.5,178,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2467,1.25,79.6,182,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2468,0.45,77.9,157,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2469,1.97,75.7,194,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2470,0.8,75.8,170,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2471,0.05,75.0,165,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2472,2.37,81.0,207,99.28,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2473,0.22,75.4,162,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2474,1.11,78.5,181,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2475,0.37,71.5,174,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2476,0.87,73.8,182,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2477,0.2,75.0,155,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2478,0.43,77.2,154,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2479,0.27,74.6,168,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2480,0.33,75.9,159,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2481,0.22,79.5,166,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2482,0.22,74.8,161,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2483,0.52,77.5,165,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2484,0.05,74.6,160,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2485,1.11,71.4,173,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2486,2.34,72.8,207,99.68,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2487,0.1,78.3,160,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2488,0.83,72.8,165,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2489,0.19,75.3,165,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2490,0.38,78.3,179,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2491,0.58,76.6,172,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2492,0.48,70.0,166,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2493,1.63,79.4,189,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2494,1.36,78.2,183,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2495,1.42,81.4,184,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2496,0.47,70.5,164,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2497,0.25,76.0,172,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2498,0.21,73.0,162,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2499,0.29,71.6,160,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2500,0.22,74.4,170,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2501,0.13,75.6,155,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2502,0.47,69.7,170,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2503,0.47,79.4,172,99.22,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2504,0.1,76.8,168,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2505,0.91,74.3,171,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2506,0.9,74.9,175,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2507,0.46,74.7,155,99.28,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2508,0.51,78.0,170,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2509,0.37,78.0,169,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2510,0.59,72.6,169,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2511,0.71,80.1,162,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2512,0.48,81.1,168,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2513,0.09,76.1,160,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2514,0.53,74.0,169,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2515,0.05,79.0,158,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2516,0.05,72.7,153,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2517,1.08,73.4,179,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2518,0.38,79.6,157,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2519,0.26,71.0,167,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2520,0.1,69.6,164,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2521,0.05,79.0,156,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2522,0.46,71.8,174,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2523,0.09,75.0,158,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2524,0.64,72.6,162,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2525,0.05,72.6,166,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2526,0.37,74.3,166,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2527,0.28,69.6,165,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2528,1.66,71.2,180,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2529,0.09,76.8,157,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2530,0.44,74.3,168,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2531,0.67,76.9,175,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2532,0.97,74.4,190,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2533,0.26,76.6,169,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2534,0.27,73.2,171,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2535,0.22,76.0,163,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2536,0.85,72.8,186,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2537,2.29,75.7,195,99.62,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2538,0.1,72.9,170,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2539,0.3,73.3,168,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2540,0.08,72.1,154,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2541,0.18,76.9,170,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2542,1.35,72.8,180,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2543,0.57,78.5,172,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2544,0.78,79.5,182,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2545,0.11,84.2,162,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2546,0.05,74.7,169,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2547,0.23,74.2,164,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2548,0.25,74.7,153,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2549,0.52,77.3,170,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2550,1.81,70.9,188,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2551,0.48,78.0,165,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2552,0.05,73.6,162,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2553,0.24,78.6,165,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2554,1.94,68.7,195,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2555,0.09,70.0,168,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2556,0.45,77.0,163,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2557,0.05,74.2,160,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2558,0.85,71.5,180,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2559,0.08,78.5,160,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2560,1.34,71.4,191,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2561,2.72,78.6,202,99.89,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2562,1.3,73.9,168,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2563,0.43,67.5,166,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2564,0.05,73.7,153,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2565,0.55,72.4,165,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2566,0.56,72.6,166,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2567,0.48,78.5,166,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2568,0.18,72.3,156,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2569,0.07,70.9,166,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2570,0.22,68.3,172,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2571,0.56,74.2,169,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2572,2.25,82.4,203,99.45,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2573,1.76,71.4,192,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2574,0.24,74.0,160,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2575,0.17,81.1,163,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2576,0.32,72.2,166,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2577,0.07,74.3,171,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2578,0.11,74.7,162,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2579,0.37,73.2,170,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2580,2.53,74.4,196,99.59,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2581,0.1,75.4,164,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2582,3.56,69.6,219,99.45,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2583,0.09,73.5,154,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2584,0.28,79.9,165,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2585,0.48,70.8,172,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2586,0.2,76.1,162,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2587,0.61,76.8,161,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2588,0.05,74.4,173,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2589,0.22,72.6,160,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2590,0.26,76.1,170,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2591,0.6,74.4,167,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2592,0.26,78.0,174,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2593,0.33,73.6,166,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2594,0.4,73.8,177,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2595,0.2,73.1,158,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2596,0.67,71.8,183,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2597,0.95,75.1,187,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2598,1.09,76.5,182,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2599,0.54,70.5,171,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2600,0.13,72.9,156,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2601,0.14,73.1,157,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2602,0.05,75.0,161,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2603,0.11,83.6,163,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2604,1.44,81.8,190,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2605,0.39,77.0,169,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2606,0.42,73.8,167,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2607,0.31,75.6,158,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2608,1.22,71.7,179,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2609,0.13,78.0,159,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2610,0.86,73.5,177,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2611,3.06,79.1,219,99.31,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2612,0.34,74.8,174,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2613,1.99,81.9,202,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2614,0.34,69.7,172,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2615,1.04,77.1,176,99.79,Sub-3-Minute Automated Swap Completed
