Brake_Event_ID,Pulse_Frequency_Hz,Valve_Response_Time_ms,Brake_Fluid_Temp_C,Peak_Hydraulic_Pressure_Bar,Module_Health_Status
BOSCH-ABS-2708,28.0,8.89,61.8,157.1,Nominal Fast Response
BOSCH-ABS-2709,13.0,9.31,39.0,91.6,Nominal Fast Response
BOSCH-ABS-2710,20.1,8.97,44.0,183.9,Nominal Fast Response
BOSCH-ABS-2711,14.0,10.56,47.4,187.7,Nominal Fast Response
BOSCH-ABS-2712,16.2,11.44,51.6,106.8,Nominal Fast Response
BOSCH-ABS-2713,18.8,8.68,79.5,180.7,Nominal Fast Response
BOSCH-ABS-2714,23.4,9.63,49.5,81.2,Nominal Fast Response
BOSCH-ABS-2715,17.8,9.41,71.1,130.3,Nominal Fast Response
BOSCH-ABS-2716,20.0,9.35,7.7,111.3,Nominal Fast Response
BOSCH-ABS-2717,16.6,10.76,56.7,189.5,Nominal Fast Response
BOSCH-ABS-2718,12.2,9.26,67.5,94.2,Nominal Fast Response
BOSCH-ABS-2719,20.1,8.82,77.0,128.8,Nominal Fast Response
BOSCH-ABS-2720,23.5,14.39,60.4,124.7,Nominal Fast Response
BOSCH-ABS-2721,26.6,9.0,51.5,105.0,Nominal Fast Response
BOSCH-ABS-2722,27.0,9.66,64.8,90.7,Nominal Fast Response
BOSCH-ABS-2723,15.1,11.0,65.0,150.5,Nominal Fast Response
BOSCH-ABS-2724,13.9,8.57,69.7,110.3,Nominal Fast Response
BOSCH-ABS-2725,15.0,10.06,63.1,93.6,Nominal Fast Response
BOSCH-ABS-2726,15.6,9.53,67.5,171.5,Nominal Fast Response
BOSCH-ABS-2727,24.2,13.56,84.1,99.6,Nominal Fast Response
BOSCH-ABS-2728,25.5,12.58,63.0,118.5,Nominal Fast Response
BOSCH-ABS-2729,22.0,9.63,63.1,82.0,Nominal Fast Response
BOSCH-ABS-2730,25.8,10.74,29.3,186.9,Nominal Fast Response
BOSCH-ABS-2731,27.9,12.25,62.0,109.3,Nominal Fast Response
BOSCH-ABS-2732,12.2,8.83,34.0,169.3,Nominal Fast Response
BOSCH-ABS-2733,14.6,9.93,75.5,140.6,Nominal Fast Response
BOSCH-ABS-2734,20.8,12.6,56.2,105.8,Nominal Fast Response
BOSCH-ABS-2735,15.5,8.63,65.7,178.4,Nominal Fast Response
BOSCH-ABS-2736,25.0,8.5,67.0,83.3,Nominal Fast Response
BOSCH-ABS-2737,25.0,11.38,81.9,175.4,Nominal Fast Response
BOSCH-ABS-2738,17.7,8.71,94.6,80.3,Nominal Fast Response
BOSCH-ABS-2739,14.9,10.41,52.3,112.1,Nominal Fast Response
BOSCH-ABS-2740,17.8,13.65,46.7,136.7,Nominal Fast Response
BOSCH-ABS-2741,19.2,10.53,50.8,171.9,Nominal Fast Response
BOSCH-ABS-2742,27.0,14.14,73.6,82.2,Nominal Fast Response
BOSCH-ABS-2743,14.6,14.84,65.0,92.1,Valve Seat Wear Alert
BOSCH-ABS-2744,17.1,9.33,96.0,93.9,Nominal Fast Response
BOSCH-ABS-2745,26.3,10.25,40.9,87.8,Nominal Fast Response
BOSCH-ABS-2746,26.7,9.86,68.4,105.0,Nominal Fast Response
BOSCH-ABS-2747,18.7,10.4,67.7,126.3,Nominal Fast Response
BOSCH-ABS-2748,24.1,11.05,69.6,174.9,Nominal Fast Response
BOSCH-ABS-2749,16.6,12.2,43.4,144.5,Nominal Fast Response
BOSCH-ABS-2750,28.0,14.28,78.6,88.1,Nominal Fast Response
BOSCH-ABS-2751,22.9,10.49,68.2,90.4,Nominal Fast Response
BOSCH-ABS-2752,12.6,9.85,91.5,128.9,Nominal Fast Response
BOSCH-ABS-2753,27.1,8.54,69.7,182.2,Nominal Fast Response
BOSCH-ABS-2754,23.4,13.09,53.2,95.6,Nominal Fast Response
BOSCH-ABS-2755,18.6,9.73,52.8,176.6,Nominal Fast Response
BOSCH-ABS-2756,13.0,10.79,57.2,117.4,Nominal Fast Response
BOSCH-ABS-2757,14.0,9.37,71.4,124.6,Nominal Fast Response
BOSCH-ABS-2758,27.6,9.42,55.1,127.2,Nominal Fast Response
BOSCH-ABS-2759,21.2,15.35,75.2,141.1,Valve Seat Wear Alert
BOSCH-ABS-2760,12.6,11.83,71.4,116.2,Nominal Fast Response
BOSCH-ABS-2761,16.2,19.7,62.9,177.6,Valve Seat Wear Alert
BOSCH-ABS-2762,18.7,9.72,59.4,149.3,Nominal Fast Response
BOSCH-ABS-2763,12.1,10.24,67.3,109.8,Nominal Fast Response
BOSCH-ABS-2764,22.8,9.6,84.2,132.9,Nominal Fast Response
BOSCH-ABS-2765,21.0,8.54,69.8,153.4,Nominal Fast Response
BOSCH-ABS-2766,24.8,9.43,78.6,104.6,Nominal Fast Response
BOSCH-ABS-2767,17.8,11.09,63.5,83.8,Nominal Fast Response
BOSCH-ABS-2768,26.9,9.25,60.0,170.4,Nominal Fast Response
BOSCH-ABS-2769,23.5,9.4,64.8,129.5,Nominal Fast Response
BOSCH-ABS-2770,23.8,9.66,78.7,121.4,Nominal Fast Response
BOSCH-ABS-2771,27.4,10.51,85.1,84.9,Nominal Fast Response
BOSCH-ABS-2772,23.6,8.51,68.1,115.0,Nominal Fast Response
BOSCH-ABS-2773,27.0,8.67,59.4,87.0,Nominal Fast Response
BOSCH-ABS-2774,22.4,10.7,85.4,187.6,Nominal Fast Response
BOSCH-ABS-2775,14.6,8.73,44.7,91.4,Nominal Fast Response
BOSCH-ABS-2776,14.7,8.67,68.3,82.5,Nominal Fast Response
BOSCH-ABS-2777,14.9,10.92,74.8,121.6,Nominal Fast Response
BOSCH-ABS-2778,25.0,8.69,83.1,179.5,Nominal Fast Response
BOSCH-ABS-2779,20.1,10.9,57.7,147.0,Nominal Fast Response
BOSCH-ABS-2780,27.8,9.94,72.8,134.0,Nominal Fast Response
BOSCH-ABS-2781,12.6,10.82,55.7,148.5,Nominal Fast Response
BOSCH-ABS-2782,23.5,10.18,88.8,154.8,Nominal Fast Response
BOSCH-ABS-2783,15.8,8.78,50.4,161.5,Nominal Fast Response
BOSCH-ABS-2784,12.6,10.81,65.8,174.9,Nominal Fast Response
BOSCH-ABS-2785,15.1,8.6,92.4,126.0,Nominal Fast Response
BOSCH-ABS-2786,24.3,12.35,75.7,184.7,Nominal Fast Response
BOSCH-ABS-2787,15.4,10.38,66.8,86.0,Nominal Fast Response
BOSCH-ABS-2788,27.0,9.75,59.2,148.2,Nominal Fast Response
BOSCH-ABS-2789,18.5,11.32,62.2,148.8,Nominal Fast Response
BOSCH-ABS-2790,23.0,10.95,51.6,100.8,Nominal Fast Response
BOSCH-ABS-2791,17.2,9.14,81.0,169.2,Nominal Fast Response
BOSCH-ABS-2792,23.1,9.99,61.6,130.8,Nominal Fast Response
BOSCH-ABS-2793,23.0,10.72,85.8,158.9,Nominal Fast Response
BOSCH-ABS-2794,16.4,16.1,72.2,103.6,Valve Seat Wear Alert
BOSCH-ABS-2795,18.4,9.26,64.0,124.1,Nominal Fast Response
BOSCH-ABS-2796,23.4,10.11,28.4,98.2,Nominal Fast Response
BOSCH-ABS-2797,20.1,10.21,67.9,81.2,Nominal Fast Response
BOSCH-ABS-2798,16.0,12.5,57.4,82.7,Nominal Fast Response
BOSCH-ABS-2799,17.0,9.18,52.5,163.4,Nominal Fast Response
BOSCH-ABS-2800,12.7,10.83,67.7,141.1,Nominal Fast Response
BOSCH-ABS-2801,16.7,9.15,52.5,176.0,Nominal Fast Response
BOSCH-ABS-2802,24.5,12.03,65.7,157.3,Nominal Fast Response
BOSCH-ABS-2803,22.2,9.64,46.9,188.5,Nominal Fast Response
BOSCH-ABS-2804,18.7,8.58,29.5,97.0,Nominal Fast Response
BOSCH-ABS-2805,22.3,9.51,79.5,177.1,Nominal Fast Response
BOSCH-ABS-2806,22.8,11.42,57.8,107.3,Nominal Fast Response
BOSCH-ABS-2807,24.5,8.9,57.4,89.5,Nominal Fast Response
BOSCH-ABS-2808,20.5,8.79,62.7,87.8,Nominal Fast Response
BOSCH-ABS-2809,25.2,9.55,65.5,93.0,Nominal Fast Response
BOSCH-ABS-2810,14.6,13.4,72.0,104.1,Nominal Fast Response
BOSCH-ABS-2811,15.2,9.56,69.7,130.1,Nominal Fast Response
BOSCH-ABS-2812,24.2,8.62,68.4,91.0,Nominal Fast Response
BOSCH-ABS-2813,13.2,11.42,66.7,135.6,Nominal Fast Response
BOSCH-ABS-2814,27.0,9.3,72.7,160.7,Nominal Fast Response
BOSCH-ABS-2815,24.9,8.56,53.3,185.0,Nominal Fast Response
BOSCH-ABS-2816,17.5,11.09,100.4,179.6,Nominal Fast Response
BOSCH-ABS-2817,21.3,12.63,64.1,157.1,Nominal Fast Response
BOSCH-ABS-2818,19.4,8.55,77.6,179.8,Nominal Fast Response
BOSCH-ABS-2819,27.5,10.5,65.5,130.6,Nominal Fast Response
BOSCH-ABS-2820,16.7,9.01,63.5,184.2,Nominal Fast Response
BOSCH-ABS-2821,14.8,9.93,80.4,158.2,Nominal Fast Response
BOSCH-ABS-2822,20.8,9.35,61.7,125.0,Nominal Fast Response
BOSCH-ABS-2823,21.4,9.0,73.9,99.2,Nominal Fast Response
BOSCH-ABS-2824,19.7,11.6,53.0,108.0,Nominal Fast Response
BOSCH-ABS-2825,18.3,9.26,70.2,120.0,Nominal Fast Response
BOSCH-ABS-2826,26.9,11.01,61.7,186.7,Nominal Fast Response
BOSCH-ABS-2827,13.2,9.45,64.1,172.1,Nominal Fast Response
BOSCH-ABS-2828,25.1,9.08,84.1,103.7,Nominal Fast Response
BOSCH-ABS-2829,22.0,9.5,94.5,119.3,Nominal Fast Response
BOSCH-ABS-2830,21.6,12.08,48.6,123.0,Nominal Fast Response
BOSCH-ABS-2831,21.9,8.5,42.6,84.4,Nominal Fast Response
BOSCH-ABS-2832,23.5,11.42,44.2,137.9,Nominal Fast Response
BOSCH-ABS-2833,19.4,8.76,66.2,81.2,Nominal Fast Response
BOSCH-ABS-2834,16.3,14.56,46.8,137.9,Valve Seat Wear Alert
BOSCH-ABS-2835,13.2,8.86,65.2,156.8,Nominal Fast Response
BOSCH-ABS-2836,15.7,11.43,68.6,104.3,Nominal Fast Response
BOSCH-ABS-2837,18.6,12.87,57.3,142.9,Nominal Fast Response
BOSCH-ABS-2838,25.3,8.78,59.5,132.4,Nominal Fast Response
BOSCH-ABS-2839,20.1,13.95,46.6,172.9,Nominal Fast Response
BOSCH-ABS-2840,20.0,11.16,47.8,188.2,Nominal Fast Response
BOSCH-ABS-2841,21.0,8.54,72.5,85.6,Nominal Fast Response
BOSCH-ABS-2842,17.3,8.59,78.7,174.0,Nominal Fast Response
BOSCH-ABS-2843,21.3,22.05,84.6,110.2,Valve Seat Wear Alert
BOSCH-ABS-2844,22.1,8.64,34.7,182.1,Nominal Fast Response
BOSCH-ABS-2845,19.6,8.87,95.8,152.4,Nominal Fast Response
BOSCH-ABS-2846,13.6,9.64,88.9,110.0,Nominal Fast Response
BOSCH-ABS-2847,17.5,9.01,62.2,87.8,Nominal Fast Response
BOSCH-ABS-2848,22.2,12.48,47.0,176.4,Nominal Fast Response
BOSCH-ABS-2849,22.4,9.97,59.4,92.4,Nominal Fast Response
BOSCH-ABS-2850,19.2,10.68,50.2,107.1,Nominal Fast Response
BOSCH-ABS-2851,21.4,10.47,38.9,160.6,Nominal Fast Response
BOSCH-ABS-2852,26.2,11.74,51.7,89.6,Nominal Fast Response
BOSCH-ABS-2853,13.2,10.25,41.5,170.1,Nominal Fast Response
BOSCH-ABS-2854,13.2,8.55,62.3,187.4,Nominal Fast Response
BOSCH-ABS-2855,12.6,9.72,66.6,89.4,Nominal Fast Response
BOSCH-ABS-2856,26.2,13.36,72.9,133.3,Nominal Fast Response
BOSCH-ABS-2857,16.7,10.64,69.0,167.7,Nominal Fast Response
BOSCH-ABS-2858,12.1,8.94,41.8,90.3,Nominal Fast Response
BOSCH-ABS-2859,24.3,11.39,55.4,90.8,Nominal Fast Response
BOSCH-ABS-2860,12.5,10.94,61.9,89.9,Nominal Fast Response
BOSCH-ABS-2861,27.8,10.3,95.1,110.5,Nominal Fast Response
BOSCH-ABS-2862,21.1,9.78,93.8,122.8,Nominal Fast Response
BOSCH-ABS-2863,21.9,9.18,72.8,172.1,Nominal Fast Response
BOSCH-ABS-2864,16.2,10.28,70.1,129.4,Nominal Fast Response
BOSCH-ABS-2865,26.4,9.82,46.8,145.1,Nominal Fast Response
BOSCH-ABS-2866,12.6,13.07,84.9,104.3,Nominal Fast Response
BOSCH-ABS-2867,18.2,8.67,52.9,187.7,Nominal Fast Response
BOSCH-ABS-2868,25.2,8.7,66.0,82.0,Nominal Fast Response
BOSCH-ABS-2869,15.6,9.06,82.6,175.2,Nominal Fast Response
BOSCH-ABS-2870,12.5,9.39,86.9,181.4,Nominal Fast Response
BOSCH-ABS-2871,23.5,8.99,85.0,121.4,Nominal Fast Response
BOSCH-ABS-2872,19.6,14.97,87.6,127.9,Valve Seat Wear Alert
BOSCH-ABS-2873,23.5,10.56,60.7,135.4,Nominal Fast Response
BOSCH-ABS-2874,27.2,8.79,43.4,158.1,Nominal Fast Response
BOSCH-ABS-2875,15.9,8.94,50.7,111.4,Nominal Fast Response
BOSCH-ABS-2876,12.1,10.61,76.4,86.5,Nominal Fast Response
BOSCH-ABS-2877,27.8,10.04,63.0,83.9,Nominal Fast Response
BOSCH-ABS-2878,22.5,8.53,63.6,157.6,Nominal Fast Response
BOSCH-ABS-2879,12.7,9.57,81.6,80.8,Nominal Fast Response
BOSCH-ABS-2880,17.3,9.61,46.2,95.6,Nominal Fast Response
BOSCH-ABS-2881,22.4,9.1,62.1,113.2,Nominal Fast Response
BOSCH-ABS-2882,18.6,8.53,61.4,177.8,Nominal Fast Response
BOSCH-ABS-2883,13.9,10.79,54.0,125.0,Nominal Fast Response
BOSCH-ABS-2884,25.8,10.36,65.5,110.9,Nominal Fast Response
BOSCH-ABS-2885,14.5,10.81,71.1,126.6,Nominal Fast Response
BOSCH-ABS-2886,15.3,8.77,41.8,164.4,Nominal Fast Response
BOSCH-ABS-2887,18.4,13.2,55.3,146.1,Nominal Fast Response
BOSCH-ABS-2888,24.6,9.0,72.3,183.3,Nominal Fast Response
BOSCH-ABS-2889,16.8,10.03,64.1,155.5,Nominal Fast Response
BOSCH-ABS-2890,13.6,9.47,36.9,129.8,Nominal Fast Response
BOSCH-ABS-2891,24.7,9.52,61.6,102.4,Nominal Fast Response
BOSCH-ABS-2892,13.2,9.46,80.5,90.3,Nominal Fast Response
BOSCH-ABS-2893,19.4,8.76,60.0,91.8,Nominal Fast Response
BOSCH-ABS-2894,24.6,11.74,62.8,112.3,Nominal Fast Response
BOSCH-ABS-2895,27.9,9.27,81.1,83.6,Nominal Fast Response
BOSCH-ABS-2896,24.4,9.41,61.4,91.0,Nominal Fast Response
BOSCH-ABS-2897,22.6,8.52,57.5,156.7,Nominal Fast Response
BOSCH-ABS-2898,19.7,14.6,44.2,165.4,Valve Seat Wear Alert
BOSCH-ABS-2899,22.2,14.21,53.8,157.5,Nominal Fast Response
BOSCH-ABS-2900,15.1,9.45,34.8,135.2,Nominal Fast Response
BOSCH-ABS-2901,22.0,11.92,60.6,100.4,Nominal Fast Response
BOSCH-ABS-2902,19.0,10.27,39.8,85.8,Nominal Fast Response
BOSCH-ABS-2903,17.9,10.41,57.0,181.9,Nominal Fast Response
BOSCH-ABS-2904,13.0,13.04,89.7,164.4,Nominal Fast Response
BOSCH-ABS-2905,23.7,10.61,55.8,138.1,Nominal Fast Response
BOSCH-ABS-2906,12.4,9.24,72.7,87.9,Nominal Fast Response
BOSCH-ABS-2907,19.8,14.14,61.2,134.1,Nominal Fast Response
BOSCH-ABS-2908,21.1,9.9,60.4,129.1,Nominal Fast Response
BOSCH-ABS-2909,16.6,9.99,70.1,124.3,Nominal Fast Response
BOSCH-ABS-2910,16.8,13.2,35.0,99.0,Nominal Fast Response
BOSCH-ABS-2911,18.0,12.23,77.1,108.3,Nominal Fast Response
BOSCH-ABS-2912,26.6,10.66,73.2,183.7,Nominal Fast Response
BOSCH-ABS-2913,23.6,8.8,62.3,125.2,Nominal Fast Response
BOSCH-ABS-2914,17.6,12.53,69.4,138.4,Nominal Fast Response
BOSCH-ABS-2915,22.7,8.69,63.4,159.8,Nominal Fast Response
BOSCH-ABS-2916,21.1,8.81,52.3,127.4,Nominal Fast Response
BOSCH-ABS-2917,24.2,16.72,66.0,102.0,Valve Seat Wear Alert
BOSCH-ABS-2918,18.3,8.65,90.2,151.4,Nominal Fast Response
BOSCH-ABS-2919,14.5,13.0,90.7,141.5,Nominal Fast Response
BOSCH-ABS-2920,14.1,8.8,49.8,141.9,Nominal Fast Response
BOSCH-ABS-2921,16.6,12.78,56.9,107.8,Nominal Fast Response
BOSCH-ABS-2922,16.2,9.49,87.0,178.3,Nominal Fast Response
BOSCH-ABS-2923,18.8,12.11,87.3,147.4,Nominal Fast Response
BOSCH-ABS-2924,12.6,10.07,94.4,118.5,Nominal Fast Response
BOSCH-ABS-2925,19.1,8.96,72.7,117.0,Nominal Fast Response
BOSCH-ABS-2926,13.6,12.05,49.5,97.0,Nominal Fast Response
BOSCH-ABS-2927,22.1,9.23,60.8,124.0,Nominal Fast Response
BOSCH-ABS-2928,27.1,10.28,34.6,81.1,Nominal Fast Response
BOSCH-ABS-2929,14.9,17.24,74.6,172.9,Valve Seat Wear Alert
BOSCH-ABS-2930,19.6,8.89,79.3,177.4,Nominal Fast Response
BOSCH-ABS-2931,16.8,8.69,56.6,113.3,Nominal Fast Response
BOSCH-ABS-2932,17.7,9.29,63.6,111.3,Nominal Fast Response
BOSCH-ABS-2933,25.1,9.7,75.4,156.1,Nominal Fast Response
BOSCH-ABS-2934,17.6,9.87,50.5,113.5,Nominal Fast Response
BOSCH-ABS-2935,15.5,13.12,86.4,154.6,Nominal Fast Response
BOSCH-ABS-2936,12.1,10.34,63.2,153.7,Nominal Fast Response
BOSCH-ABS-2937,19.8,12.34,73.9,170.1,Nominal Fast Response
BOSCH-ABS-2938,16.0,10.5,80.6,182.8,Nominal Fast Response
BOSCH-ABS-2939,13.2,8.54,72.6,98.9,Nominal Fast Response
BOSCH-ABS-2940,15.4,11.69,71.1,128.7,Nominal Fast Response
BOSCH-ABS-2941,18.2,8.87,62.1,123.0,Nominal Fast Response
BOSCH-ABS-2942,14.1,17.65,70.8,170.7,Valve Seat Wear Alert
BOSCH-ABS-2943,13.3,11.39,47.9,84.0,Nominal Fast Response
BOSCH-ABS-2944,20.1,8.79,61.4,186.5,Nominal Fast Response
BOSCH-ABS-2945,17.5,13.39,65.8,176.4,Nominal Fast Response
BOSCH-ABS-2946,15.5,9.84,76.7,166.1,Nominal Fast Response
BOSCH-ABS-2947,17.0,11.86,87.3,182.0,Nominal Fast Response
BOSCH-ABS-2948,20.4,11.57,78.5,100.4,Nominal Fast Response
BOSCH-ABS-2949,14.1,10.8,95.4,88.7,Nominal Fast Response
BOSCH-ABS-2950,27.7,10.24,61.7,187.2,Nominal Fast Response
BOSCH-ABS-2951,22.3,8.56,37.2,154.1,Nominal Fast Response
BOSCH-ABS-2952,20.2,12.94,24.5,94.4,Nominal Fast Response
BOSCH-ABS-2953,17.6,9.48,72.1,130.9,Nominal Fast Response
BOSCH-ABS-2954,25.6,9.86,57.6,155.2,Nominal Fast Response
BOSCH-ABS-2955,17.0,10.11,74.0,120.1,Nominal Fast Response
BOSCH-ABS-2956,20.0,9.54,101.1,101.0,Nominal Fast Response
BOSCH-ABS-2957,21.9,9.39,81.9,130.7,Nominal Fast Response
BOSCH-ABS-2958,12.6,9.4,97.7,178.3,Nominal Fast Response
BOSCH-ABS-2959,21.8,9.67,58.9,176.1,Nominal Fast Response
BOSCH-ABS-2960,18.3,9.43,55.5,129.2,Nominal Fast Response
BOSCH-ABS-2961,20.6,12.1,83.4,134.5,Nominal Fast Response
BOSCH-ABS-2962,23.7,9.36,71.1,177.4,Nominal Fast Response
BOSCH-ABS-2963,21.9,9.77,45.5,144.0,Nominal Fast Response
BOSCH-ABS-2964,15.8,9.21,70.3,102.2,Nominal Fast Response
BOSCH-ABS-2965,17.8,9.67,62.3,116.7,Nominal Fast Response
BOSCH-ABS-2966,17.6,12.87,55.8,158.1,Nominal Fast Response
BOSCH-ABS-2967,19.9,9.54,68.5,117.9,Nominal Fast Response
BOSCH-ABS-2968,17.7,9.23,74.8,140.6,Nominal Fast Response
BOSCH-ABS-2969,23.2,14.1,74.3,101.0,Nominal Fast Response
BOSCH-ABS-2970,27.4,11.98,61.9,146.2,Nominal Fast Response
BOSCH-ABS-2971,25.3,9.93,51.7,175.9,Nominal Fast Response
BOSCH-ABS-2972,23.7,8.89,45.6,185.9,Nominal Fast Response
BOSCH-ABS-2973,23.9,9.08,79.6,174.3,Nominal Fast Response
BOSCH-ABS-2974,25.4,9.72,32.5,177.6,Nominal Fast Response
BOSCH-ABS-2975,24.8,12.66,83.9,164.8,Nominal Fast Response
BOSCH-ABS-2976,22.1,8.78,74.0,106.2,Nominal Fast Response
BOSCH-ABS-2977,25.1,8.82,41.6,158.3,Nominal Fast Response
BOSCH-ABS-2978,20.7,8.54,29.8,187.1,Nominal Fast Response
BOSCH-ABS-2979,26.1,9.27,59.4,127.4,Nominal Fast Response
BOSCH-ABS-2980,18.8,10.99,55.0,81.5,Nominal Fast Response
BOSCH-ABS-2981,12.1,10.88,75.9,189.7,Nominal Fast Response
BOSCH-ABS-2982,16.3,9.22,70.5,164.9,Nominal Fast Response
BOSCH-ABS-2983,21.2,12.32,79.9,146.3,Nominal Fast Response
BOSCH-ABS-2984,19.2,10.07,39.7,141.2,Nominal Fast Response
BOSCH-ABS-2985,23.8,9.7,65.2,124.3,Nominal Fast Response
BOSCH-ABS-2986,27.7,9.52,66.0,175.5,Nominal Fast Response
BOSCH-ABS-2987,13.6,9.74,80.9,119.1,Nominal Fast Response
BOSCH-ABS-2988,20.1,10.73,51.4,117.1,Nominal Fast Response
BOSCH-ABS-2989,14.8,8.52,61.3,165.0,Nominal Fast Response
BOSCH-ABS-2990,13.0,8.58,90.9,95.8,Nominal Fast Response
BOSCH-ABS-2991,27.8,10.28,65.1,90.1,Nominal Fast Response
BOSCH-ABS-2992,21.7,10.6,47.2,141.4,Nominal Fast Response
BOSCH-ABS-2993,22.7,8.95,60.2,88.0,Nominal Fast Response
BOSCH-ABS-2994,15.4,10.22,69.3,185.0,Nominal Fast Response
BOSCH-ABS-2995,14.8,8.71,59.7,95.8,Nominal Fast Response
BOSCH-ABS-2996,12.3,8.82,63.4,118.2,Nominal Fast Response
BOSCH-ABS-2997,20.5,9.72,57.4,152.4,Nominal Fast Response
BOSCH-ABS-2998,25.8,11.04,62.6,136.3,Nominal Fast Response
BOSCH-ABS-2999,25.2,12.63,82.6,110.4,Nominal Fast Response
BOSCH-ABS-3000,18.8,8.54,49.4,156.1,Nominal Fast Response
BOSCH-ABS-3001,22.7,8.66,67.5,162.9,Nominal Fast Response
BOSCH-ABS-3002,13.2,9.08,52.1,89.5,Nominal Fast Response
BOSCH-ABS-3003,19.0,9.63,42.4,180.9,Nominal Fast Response
BOSCH-ABS-3004,20.8,9.07,50.8,96.1,Nominal Fast Response
BOSCH-ABS-3005,14.3,11.97,41.2,184.3,Nominal Fast Response
BOSCH-ABS-3006,18.0,12.18,46.3,162.5,Nominal Fast Response
BOSCH-ABS-3007,12.9,8.56,68.9,175.3,Nominal Fast Response
BOSCH-ABS-3008,18.5,10.01,78.5,176.1,Nominal Fast Response
BOSCH-ABS-3009,22.8,13.1,75.9,114.4,Nominal Fast Response
BOSCH-ABS-3010,25.1,10.0,77.2,119.2,Nominal Fast Response
BOSCH-ABS-3011,21.6,10.29,78.0,165.7,Nominal Fast Response
BOSCH-ABS-3012,13.2,13.82,77.7,122.7,Nominal Fast Response
BOSCH-ABS-3013,24.6,8.72,39.7,123.0,Nominal Fast Response
BOSCH-ABS-3014,18.6,8.77,51.7,157.2,Nominal Fast Response
BOSCH-ABS-3015,23.0,8.96,81.7,80.8,Nominal Fast Response
BOSCH-ABS-3016,21.3,11.33,70.8,161.7,Nominal Fast Response
BOSCH-ABS-3017,26.7,12.49,87.1,170.6,Nominal Fast Response
BOSCH-ABS-3018,12.8,9.78,65.3,101.0,Nominal Fast Response
BOSCH-ABS-3019,26.4,11.61,82.6,88.9,Nominal Fast Response
BOSCH-ABS-3020,15.3,10.68,28.7,173.0,Nominal Fast Response
BOSCH-ABS-3021,25.9,8.77,67.3,175.1,Nominal Fast Response
BOSCH-ABS-3022,15.2,9.62,90.3,104.3,Nominal Fast Response
BOSCH-ABS-3023,14.1,9.37,42.6,109.9,Nominal Fast Response
BOSCH-ABS-3024,16.4,10.12,32.1,185.9,Nominal Fast Response
BOSCH-ABS-3025,12.8,10.1,50.2,189.5,Nominal Fast Response
BOSCH-ABS-3026,13.1,8.56,82.8,119.3,Nominal Fast Response
BOSCH-ABS-3027,21.5,9.81,70.9,182.6,Nominal Fast Response
BOSCH-ABS-3028,25.5,12.45,72.4,119.4,Nominal Fast Response
BOSCH-ABS-3029,26.8,10.7,45.9,182.2,Nominal Fast Response
BOSCH-ABS-3030,19.4,10.13,66.0,121.4,Nominal Fast Response
BOSCH-ABS-3031,19.9,9.15,30.2,93.2,Nominal Fast Response
BOSCH-ABS-3032,20.9,10.05,54.3,170.5,Nominal Fast Response
BOSCH-ABS-3033,21.6,8.64,50.8,89.2,Nominal Fast Response
BOSCH-ABS-3034,21.1,9.92,55.1,151.2,Nominal Fast Response
BOSCH-ABS-3035,13.6,11.25,51.0,169.7,Nominal Fast Response
BOSCH-ABS-3036,24.9,11.6,50.1,167.4,Nominal Fast Response
BOSCH-ABS-3037,22.7,9.32,51.2,170.6,Nominal Fast Response
BOSCH-ABS-3038,17.6,11.36,50.4,151.6,Nominal Fast Response
BOSCH-ABS-3039,26.6,9.94,48.5,184.5,Nominal Fast Response
BOSCH-ABS-3040,23.1,9.19,75.9,179.6,Nominal Fast Response
BOSCH-ABS-3041,26.8,9.58,53.5,145.9,Nominal Fast Response
BOSCH-ABS-3042,24.5,12.53,53.3,143.2,Nominal Fast Response
BOSCH-ABS-3043,24.7,10.69,81.8,156.8,Nominal Fast Response
BOSCH-ABS-3044,20.8,10.41,70.3,170.5,Nominal Fast Response
BOSCH-ABS-3045,18.1,11.36,60.6,164.8,Nominal Fast Response
BOSCH-ABS-3046,18.8,8.74,53.5,132.7,Nominal Fast Response
BOSCH-ABS-3047,13.1,9.18,69.0,180.8,Nominal Fast Response
BOSCH-ABS-3048,12.3,9.76,82.3,137.1,Nominal Fast Response
BOSCH-ABS-3049,13.5,8.65,61.4,128.6,Nominal Fast Response
BOSCH-ABS-3050,23.3,8.78,45.7,166.2,Nominal Fast Response
BOSCH-ABS-3051,19.6,15.4,75.3,170.0,Valve Seat Wear Alert
BOSCH-ABS-3052,26.3,9.92,76.8,123.6,Nominal Fast Response
BOSCH-ABS-3053,14.7,10.64,54.5,121.7,Nominal Fast Response
BOSCH-ABS-3054,19.2,8.62,69.8,172.6,Nominal Fast Response
BOSCH-ABS-3055,15.2,8.65,61.1,131.6,Nominal Fast Response
BOSCH-ABS-3056,23.8,12.14,83.5,102.1,Nominal Fast Response
BOSCH-ABS-3057,15.4,8.9,60.2,86.0,Nominal Fast Response
BOSCH-ABS-3058,14.1,10.65,78.6,118.1,Nominal Fast Response
BOSCH-ABS-3059,25.8,9.2,78.8,158.4,Nominal Fast Response
BOSCH-ABS-3060,25.5,9.47,45.2,128.2,Nominal Fast Response
BOSCH-ABS-3061,23.7,10.32,77.0,139.9,Nominal Fast Response
BOSCH-ABS-3062,19.8,10.52,77.7,86.9,Nominal Fast Response
