Brake_Stop_ID,Rotor_Surface_Temp_C,Caliper_Clamping_Force_kN,Carbon_Oxidation_Loss_mg,Brake_Pad_Wear_Microns,Rotor_Health
BREMBO-CCM-2465,965.3,16.2,28.0,7.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-2466,963.5,58.8,28.0,9.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2467,254.1,50.3,0.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2468,948.0,58.6,28.0,9.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2469,719.5,15.7,4.92,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2470,418.3,43.7,0.2,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2471,886.0,47.9,19.6,8.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2472,576.8,47.9,1.06,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2473,382.6,38.4,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2474,722.3,19.7,4.89,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2475,454.6,30.0,0.65,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2476,869.7,29.6,16.18,7.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-2477,359.8,19.3,0.72,3.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2478,379.2,33.1,0.2,4.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2479,397.2,64.3,0.66,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2480,529.6,15.8,0.81,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2481,664.6,29.9,2.24,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2482,668.7,43.1,2.71,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2483,951.9,39.4,28.0,9.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2484,332.4,47.3,0.47,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2485,484.6,45.4,1.31,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2486,288.5,54.2,0.73,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2487,308.1,32.8,0.2,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2488,921.7,16.1,26.65,6.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-2489,889.8,31.9,20.08,8.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-2490,608.3,50.3,1.29,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2491,670.9,28.2,2.96,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2492,432.2,54.1,0.42,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2493,564.7,30.3,1.47,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2494,489.3,22.6,0.53,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2495,423.8,39.6,0.2,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2496,420.8,17.8,0.22,3.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2497,678.7,56.4,3.74,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2498,886.9,36.6,19.24,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-2499,675.4,64.8,3.13,8.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2500,551.7,51.8,0.77,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2501,937.0,31.6,28.0,7.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-2502,476.9,31.7,0.73,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2503,563.8,21.1,1.58,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2504,825.1,17.3,11.95,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2505,867.6,38.9,17.12,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2506,308.6,61.3,0.36,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2507,873.0,52.4,17.89,9.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-2508,547.1,29.6,0.49,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2509,854.4,23.9,14.78,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2510,596.3,44.1,2.17,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2511,308.2,43.2,1.44,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2512,822.9,54.7,11.64,8.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2513,666.2,37.0,2.87,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2514,849.1,40.5,14.56,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-2515,676.5,50.5,3.43,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2516,334.6,26.2,0.43,3.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2517,914.2,51.0,24.93,9.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-2518,694.6,22.6,3.45,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2519,325.6,18.7,0.98,3.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2520,714.3,51.4,4.91,8.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2521,569.0,52.7,2.05,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2522,502.1,29.5,1.07,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2523,582.1,34.2,1.84,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2524,937.0,20.3,28.0,6.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2525,651.6,32.3,2.69,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2526,825.5,50.0,11.6,8.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2527,556.5,19.1,1.27,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2528,691.2,53.3,3.82,9.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2529,579.1,36.0,1.82,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2530,355.8,61.6,0.46,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2531,543.3,35.8,0.68,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2532,483.7,43.4,0.86,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2533,843.5,39.9,13.64,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-2534,718.1,24.6,5.38,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2535,564.6,50.0,1.32,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2536,431.3,64.0,0.54,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2537,480.8,36.6,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2538,611.9,48.8,1.58,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2539,342.2,42.9,0.33,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2540,463.2,54.8,0.9,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2541,792.7,57.1,9.25,9.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2542,471.8,59.1,0.47,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2543,268.3,15.6,0.78,2.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2544,374.4,52.8,0.48,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2545,971.0,19.5,28.0,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-2546,680.4,16.2,3.79,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2547,394.6,30.3,0.2,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2548,462.7,62.8,1.01,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2549,558.7,19.5,1.24,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2550,707.9,35.4,4.97,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2551,975.0,48.1,28.0,8.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2552,288.2,59.1,0.46,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2553,431.9,18.4,1.74,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2554,286.7,35.1,0.2,4.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2555,574.3,22.7,1.24,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2556,752.8,28.3,6.43,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2557,559.4,55.4,1.02,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2558,926.7,22.5,27.79,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2559,572.2,34.4,1.73,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2560,758.4,33.8,7.23,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2561,560.7,28.4,1.05,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2562,900.0,16.6,22.14,6.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2563,623.0,31.0,1.87,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2564,594.9,59.6,1.15,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2565,701.8,27.7,3.53,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2566,801.6,48.1,9.69,8.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2567,965.0,62.3,28.0,10.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2568,652.9,35.8,2.72,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2569,498.2,21.4,0.64,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2570,678.2,61.9,3.78,8.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2571,667.4,53.2,2.44,8.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2572,333.5,30.4,0.2,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2573,737.0,47.0,5.49,8.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2574,476.1,42.9,0.2,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2575,812.3,59.1,10.14,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2576,515.8,37.8,0.22,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2577,802.5,59.7,9.38,8.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2578,769.6,50.8,7.41,8.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2579,963.2,17.4,28.0,7.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-2580,381.3,46.8,0.4,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2581,514.4,42.6,1.07,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2582,696.2,20.4,4.11,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2583,744.0,63.3,6.04,8.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2584,968.6,17.0,28.0,7.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2585,398.1,50.3,0.4,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2586,299.6,58.9,0.2,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2587,878.7,62.7,18.18,10.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-2588,864.3,38.1,16.77,8.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2589,251.2,25.5,0.2,3.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2590,642.2,17.1,3.09,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2591,831.1,42.3,12.07,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2592,900.1,16.2,21.58,7.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-2593,665.8,51.1,3.52,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2594,965.6,58.2,28.0,10.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2595,908.4,51.9,24.47,8.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-2596,769.8,39.9,6.94,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2597,868.3,55.9,16.13,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2598,785.7,26.2,8.68,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2599,828.3,32.7,11.62,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2600,303.0,48.0,0.2,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2601,767.0,54.8,7.28,8.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2602,711.3,64.9,4.65,9.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2603,287.9,43.6,1.48,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2604,394.9,35.7,0.29,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2605,646.3,50.9,2.57,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2606,968.7,32.0,28.0,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2607,793.1,31.4,8.48,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2608,845.0,52.3,14.86,9.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-2609,359.4,34.1,0.46,4.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2610,374.0,19.4,0.2,3.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2611,344.4,40.7,0.63,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2612,273.3,40.7,0.2,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2613,811.1,29.5,10.59,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2614,348.4,39.9,0.2,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2615,674.4,51.2,3.07,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2616,477.4,22.7,0.23,3.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2617,326.8,42.9,0.71,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2618,634.4,48.9,3.41,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2619,963.9,38.1,28.0,8.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-2620,808.3,32.7,10.5,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2621,602.1,37.0,1.9,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2622,443.9,47.0,0.33,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2623,575.8,25.3,1.75,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2624,381.9,55.1,0.2,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2625,526.7,52.1,0.2,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2626,391.0,64.9,0.2,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2627,842.9,45.4,12.98,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-2628,811.4,55.8,10.52,9.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2629,763.9,36.2,6.96,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2630,814.2,16.0,10.39,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2631,664.7,17.7,3.56,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2632,753.7,30.8,6.81,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2633,670.7,50.6,3.69,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2634,831.9,22.8,12.86,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2635,704.8,25.4,4.18,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2636,929.4,22.7,28.0,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-2637,502.4,46.9,0.57,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2638,309.0,32.6,0.2,3.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2639,755.0,21.7,6.24,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2640,347.9,36.9,0.24,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2641,330.4,56.0,0.2,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2642,777.4,60.0,7.92,9.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2643,768.6,50.2,6.98,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2644,660.1,22.4,2.98,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2645,489.3,63.9,0.83,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2646,609.1,63.3,1.92,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2647,821.6,16.6,11.72,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2648,926.4,19.2,26.66,6.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2649,509.5,62.5,1.11,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2650,665.8,27.8,2.78,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2651,480.3,51.0,0.2,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2652,474.2,59.5,1.37,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2653,742.9,51.3,6.4,8.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2654,912.5,54.9,24.6,10.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-2655,580.8,17.6,1.31,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2656,436.4,55.5,0.2,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2657,315.1,45.4,0.46,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2658,792.8,55.6,9.89,8.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2659,333.0,38.5,0.2,4.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2660,621.6,22.1,2.06,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2661,614.2,50.7,2.24,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2662,442.2,51.6,0.2,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2663,799.6,17.7,9.12,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2664,949.0,22.3,28.0,7.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-2665,265.1,51.6,0.21,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2666,912.1,37.0,23.03,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-2667,272.9,24.5,0.34,3.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2668,393.1,37.8,0.25,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2669,251.5,55.8,0.61,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2670,516.9,22.7,0.51,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2671,592.1,26.8,1.2,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2672,764.2,24.2,7.04,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2673,449.9,29.9,0.34,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2674,683.2,28.3,3.38,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2675,278.4,20.8,0.2,3.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2676,281.7,17.0,0.2,2.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2677,319.0,49.3,0.2,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2678,398.8,44.7,0.94,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2679,931.1,57.1,28.0,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2680,425.1,29.4,0.59,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2681,939.1,45.6,28.0,9.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-2682,454.7,42.6,0.6,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2683,450.8,30.6,0.59,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2684,666.4,25.9,2.87,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2685,676.8,46.0,3.59,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2686,517.3,20.9,0.93,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2687,719.0,37.2,5.29,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2688,721.5,49.1,5.27,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2689,857.4,27.6,15.13,7.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-2690,770.6,19.3,6.88,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2691,485.6,50.4,1.2,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2692,333.3,55.6,0.53,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2693,626.7,41.2,2.11,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2694,600.3,42.0,2.52,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2695,887.7,34.0,18.74,8.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2696,568.8,56.4,0.98,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2697,424.7,40.9,0.2,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2698,494.6,47.7,0.6,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2699,649.5,26.7,3.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2700,667.9,33.7,2.65,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2701,804.5,56.6,9.3,9.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2702,808.1,17.6,9.98,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2703,381.0,60.5,0.25,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2704,434.8,61.4,0.58,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2705,794.7,42.0,8.14,8.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2706,960.6,33.1,28.0,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-2707,373.1,64.7,0.7,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2708,316.1,61.6,0.2,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2709,267.8,40.5,0.35,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2710,606.8,32.2,2.69,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2711,492.4,52.9,0.43,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2712,893.5,17.5,20.88,7.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-2713,549.5,45.9,2.13,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2714,748.2,50.8,5.89,8.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2715,858.9,48.3,15.28,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-2716,637.8,44.1,2.54,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2717,331.5,57.8,0.28,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2718,968.2,37.2,28.0,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2719,967.6,58.3,28.0,9.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-2720,858.5,52.8,15.36,9.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-2721,855.9,54.5,15.24,9.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-2722,624.4,34.2,2.34,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2723,633.2,31.6,2.38,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2724,340.6,40.5,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-2725,587.6,24.6,1.24,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
