Lap_Telemetry_ID,Apex_Speed_kmh,Battery_State_of_Charge_pct,Battery_Core_Temp_C,Electric_MGU_K_Boost_kW,Sector_Time_Gain_s,Hybrid_Strategy
FERRARI-SF90-2284,111.1,89.2,58.2,140.8,0.46,Full 160kW Qualify Boost
FERRARI-SF90-2285,130.6,91.9,56.7,133.3,0.4,Regenerative Harvesting Active
FERRARI-SF90-2286,170.0,37.3,40.6,63.7,0.25,Regenerative Harvesting Active
FERRARI-SF90-2287,139.0,69.7,51.3,109.6,0.4,Regenerative Harvesting Active
FERRARI-SF90-2288,102.7,43.8,42.1,78.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-2289,72.7,70.6,53.5,123.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-2290,133.2,30.7,42.5,51.4,0.17,Regenerative Harvesting Active
FERRARI-SF90-2291,163.6,70.8,47.9,124.8,0.43,Regenerative Harvesting Active
FERRARI-SF90-2292,149.3,75.5,50.3,130.2,0.37,Regenerative Harvesting Active
FERRARI-SF90-2293,122.3,80.1,53.7,118.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-2294,74.5,54.4,47.2,97.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-2295,151.6,31.4,37.0,76.5,0.29,Regenerative Harvesting Active
FERRARI-SF90-2296,107.7,92.6,61.4,133.9,0.45,Regenerative Harvesting Active
FERRARI-SF90-2297,148.6,37.1,47.6,63.6,0.23,Regenerative Harvesting Active
FERRARI-SF90-2298,178.7,36.1,41.0,69.9,0.25,Regenerative Harvesting Active
FERRARI-SF90-2299,105.5,81.4,53.6,124.9,0.35,Regenerative Harvesting Active
FERRARI-SF90-2300,131.1,73.2,52.4,131.4,0.4,Regenerative Harvesting Active
FERRARI-SF90-2301,178.5,69.2,51.3,95.2,0.37,Regenerative Harvesting Active
FERRARI-SF90-2302,107.0,93.0,58.9,158.0,0.59,Full 160kW Qualify Boost
FERRARI-SF90-2303,105.2,88.8,57.4,133.3,0.52,Regenerative Harvesting Active
FERRARI-SF90-2304,88.6,35.6,45.5,65.8,0.22,Regenerative Harvesting Active
FERRARI-SF90-2305,133.0,68.5,48.6,116.3,0.4,Regenerative Harvesting Active
FERRARI-SF90-2306,125.4,68.3,53.7,113.5,0.45,Regenerative Harvesting Active
FERRARI-SF90-2307,92.6,41.2,45.7,87.4,0.25,Regenerative Harvesting Active
FERRARI-SF90-2308,157.3,34.6,42.5,64.3,0.21,Regenerative Harvesting Active
FERRARI-SF90-2309,163.8,93.8,55.1,141.7,0.41,Full 160kW Qualify Boost
FERRARI-SF90-2310,146.9,84.5,61.0,122.9,0.42,Regenerative Harvesting Active
FERRARI-SF90-2311,172.4,90.7,59.1,130.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-2312,140.9,39.5,44.5,77.9,0.24,Regenerative Harvesting Active
FERRARI-SF90-2313,153.9,70.2,53.0,97.0,0.3,Regenerative Harvesting Active
FERRARI-SF90-2314,97.1,35.0,42.9,54.3,0.24,Regenerative Harvesting Active
FERRARI-SF90-2315,113.0,78.2,59.4,109.0,0.41,Regenerative Harvesting Active
FERRARI-SF90-2316,101.1,88.4,55.2,147.0,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2317,149.3,58.1,45.7,85.5,0.31,Regenerative Harvesting Active
FERRARI-SF90-2318,168.6,47.8,43.6,91.3,0.34,Regenerative Harvesting Active
FERRARI-SF90-2319,159.5,92.2,55.6,152.4,0.54,Full 160kW Qualify Boost
FERRARI-SF90-2320,74.5,73.8,54.0,102.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-2321,109.8,87.8,56.4,150.9,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2322,93.3,49.5,46.6,102.4,0.3,Regenerative Harvesting Active
FERRARI-SF90-2323,72.0,82.0,58.6,124.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-2324,125.6,56.7,47.0,93.9,0.37,Regenerative Harvesting Active
FERRARI-SF90-2325,169.7,59.3,52.0,100.9,0.39,Regenerative Harvesting Active
FERRARI-SF90-2326,83.7,46.3,41.1,92.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-2327,118.0,65.1,50.6,125.3,0.45,Regenerative Harvesting Active
FERRARI-SF90-2328,118.3,26.8,40.9,60.3,0.22,Regenerative Harvesting Active
FERRARI-SF90-2329,78.0,89.4,56.0,143.6,0.44,Full 160kW Qualify Boost
FERRARI-SF90-2330,153.0,29.9,40.1,68.0,0.23,Regenerative Harvesting Active
FERRARI-SF90-2331,83.1,48.5,40.8,90.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-2332,128.4,76.7,52.9,125.5,0.45,Regenerative Harvesting Active
FERRARI-SF90-2333,155.3,78.9,52.5,132.5,0.46,Regenerative Harvesting Active
FERRARI-SF90-2334,120.9,76.6,54.9,110.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-2335,94.2,72.2,48.0,144.0,0.45,Full 160kW Qualify Boost
FERRARI-SF90-2336,92.8,32.2,39.0,66.9,0.24,Regenerative Harvesting Active
FERRARI-SF90-2337,120.7,36.3,45.7,70.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-2338,151.2,39.5,45.3,79.7,0.29,Regenerative Harvesting Active
FERRARI-SF90-2339,114.2,67.5,52.8,117.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-2340,111.3,90.2,57.0,133.4,0.44,Regenerative Harvesting Active
FERRARI-SF90-2341,107.9,67.4,46.7,125.3,0.52,Regenerative Harvesting Active
FERRARI-SF90-2342,82.1,67.8,51.6,94.2,0.31,Regenerative Harvesting Active
FERRARI-SF90-2343,139.7,68.6,53.2,98.1,0.32,Regenerative Harvesting Active
FERRARI-SF90-2344,84.2,57.6,51.1,97.3,0.36,Regenerative Harvesting Active
FERRARI-SF90-2345,118.9,32.5,41.5,73.3,0.26,Regenerative Harvesting Active
FERRARI-SF90-2346,138.8,25.4,40.4,53.4,0.19,Regenerative Harvesting Active
FERRARI-SF90-2347,101.2,76.4,53.3,140.3,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2348,113.6,76.6,53.6,131.9,0.49,Regenerative Harvesting Active
FERRARI-SF90-2349,157.8,36.3,37.9,88.4,0.28,Regenerative Harvesting Active
FERRARI-SF90-2350,91.4,30.3,43.4,58.0,0.23,Regenerative Harvesting Active
FERRARI-SF90-2351,117.6,70.3,50.0,121.1,0.42,Regenerative Harvesting Active
FERRARI-SF90-2352,131.6,75.6,50.7,127.1,0.51,Regenerative Harvesting Active
FERRARI-SF90-2353,177.4,29.3,37.3,53.0,0.07,Regenerative Harvesting Active
FERRARI-SF90-2354,153.1,78.0,50.5,132.7,0.5,Regenerative Harvesting Active
FERRARI-SF90-2355,83.8,66.0,49.8,109.0,0.32,Regenerative Harvesting Active
FERRARI-SF90-2356,88.3,73.8,51.2,118.5,0.4,Regenerative Harvesting Active
FERRARI-SF90-2357,135.6,91.4,56.3,144.1,0.6,Full 160kW Qualify Boost
FERRARI-SF90-2358,111.1,35.7,39.7,68.6,0.25,Regenerative Harvesting Active
FERRARI-SF90-2359,168.6,87.3,54.8,136.6,0.44,Full 160kW Qualify Boost
FERRARI-SF90-2360,77.1,31.8,41.8,76.0,0.16,Regenerative Harvesting Active
FERRARI-SF90-2361,114.9,82.0,51.5,133.6,0.46,Regenerative Harvesting Active
FERRARI-SF90-2362,128.7,32.4,42.3,64.2,0.25,Regenerative Harvesting Active
FERRARI-SF90-2363,73.2,50.8,50.5,91.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-2364,157.2,36.9,36.0,105.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-2365,148.5,47.2,46.8,85.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-2366,142.4,34.9,42.2,64.8,0.15,Regenerative Harvesting Active
FERRARI-SF90-2367,107.7,33.0,44.0,60.0,0.2,Regenerative Harvesting Active
FERRARI-SF90-2368,118.2,82.1,53.5,127.1,0.4,Regenerative Harvesting Active
FERRARI-SF90-2369,169.3,60.2,49.9,100.8,0.4,Regenerative Harvesting Active
FERRARI-SF90-2370,123.7,69.7,49.0,115.9,0.46,Regenerative Harvesting Active
FERRARI-SF90-2371,114.3,73.3,49.7,114.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-2372,161.1,60.5,47.9,104.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-2373,140.8,73.6,53.0,123.6,0.44,Regenerative Harvesting Active
FERRARI-SF90-2374,100.0,91.5,59.7,148.7,0.46,Full 160kW Qualify Boost
FERRARI-SF90-2375,169.3,81.6,55.9,119.7,0.38,Regenerative Harvesting Active
FERRARI-SF90-2376,123.9,64.1,50.8,101.1,0.37,Regenerative Harvesting Active
FERRARI-SF90-2377,106.7,65.7,49.7,118.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-2378,156.6,52.1,46.1,88.2,0.27,Regenerative Harvesting Active
FERRARI-SF90-2379,110.8,67.7,49.9,115.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-2380,107.2,56.3,48.4,97.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-2381,143.1,27.4,42.0,56.4,0.17,Regenerative Harvesting Active
FERRARI-SF90-2382,110.0,45.6,41.6,93.9,0.29,Regenerative Harvesting Active
FERRARI-SF90-2383,127.6,54.4,46.8,97.0,0.33,Regenerative Harvesting Active
FERRARI-SF90-2384,173.5,86.9,58.6,125.2,0.44,Regenerative Harvesting Active
FERRARI-SF90-2385,132.0,29.2,37.7,61.5,0.2,Regenerative Harvesting Active
FERRARI-SF90-2386,110.3,30.7,42.6,69.7,0.27,Regenerative Harvesting Active
FERRARI-SF90-2387,148.4,93.9,57.9,133.2,0.4,Regenerative Harvesting Active
FERRARI-SF90-2388,163.1,44.1,46.8,88.2,0.31,Regenerative Harvesting Active
FERRARI-SF90-2389,171.0,27.8,41.6,55.4,0.2,Regenerative Harvesting Active
FERRARI-SF90-2390,145.6,29.3,37.2,83.2,0.25,Regenerative Harvesting Active
FERRARI-SF90-2391,163.3,49.2,47.1,93.5,0.31,Regenerative Harvesting Active
FERRARI-SF90-2392,95.2,70.3,47.2,127.7,0.48,Regenerative Harvesting Active
FERRARI-SF90-2393,98.3,40.6,43.4,81.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-2394,82.2,32.7,45.0,73.7,0.29,Regenerative Harvesting Active
FERRARI-SF90-2395,144.7,59.8,46.4,88.9,0.26,Regenerative Harvesting Active
FERRARI-SF90-2396,154.5,38.7,42.6,79.4,0.22,Regenerative Harvesting Active
FERRARI-SF90-2397,107.6,91.6,58.2,151.2,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2398,142.3,55.8,47.0,101.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-2399,146.9,77.0,48.5,135.7,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2400,143.9,48.4,42.6,92.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-2401,173.5,71.6,52.7,109.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-2402,179.7,39.2,40.9,76.8,0.25,Regenerative Harvesting Active
FERRARI-SF90-2403,109.7,63.7,49.8,115.8,0.44,Regenerative Harvesting Active
FERRARI-SF90-2404,101.8,55.8,47.9,96.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-2405,150.8,49.4,47.0,71.8,0.22,Regenerative Harvesting Active
FERRARI-SF90-2406,75.0,86.8,55.3,136.7,0.48,Full 160kW Qualify Boost
FERRARI-SF90-2407,106.7,73.3,50.8,105.2,0.3,Regenerative Harvesting Active
FERRARI-SF90-2408,144.6,53.1,44.3,100.2,0.3,Regenerative Harvesting Active
FERRARI-SF90-2409,152.4,55.0,48.9,88.4,0.3,Regenerative Harvesting Active
FERRARI-SF90-2410,132.2,66.2,48.8,107.3,0.37,Regenerative Harvesting Active
FERRARI-SF90-2411,158.8,61.5,50.3,106.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-2412,87.4,90.0,55.6,138.5,0.56,Full 160kW Qualify Boost
FERRARI-SF90-2413,137.4,39.2,39.3,85.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-2414,135.0,57.9,51.0,91.8,0.27,Regenerative Harvesting Active
FERRARI-SF90-2415,170.9,31.6,44.0,55.2,0.14,Regenerative Harvesting Active
FERRARI-SF90-2416,85.4,56.7,50.0,96.0,0.28,Regenerative Harvesting Active
FERRARI-SF90-2417,159.1,84.9,52.7,141.8,0.56,Full 160kW Qualify Boost
FERRARI-SF90-2418,108.8,34.6,41.0,70.0,0.21,Regenerative Harvesting Active
FERRARI-SF90-2419,95.6,59.7,45.6,116.7,0.39,Regenerative Harvesting Active
FERRARI-SF90-2420,89.5,72.3,55.8,116.0,0.39,Regenerative Harvesting Active
FERRARI-SF90-2421,92.2,60.7,50.8,105.1,0.32,Regenerative Harvesting Active
FERRARI-SF90-2422,106.9,35.3,42.3,71.1,0.26,Regenerative Harvesting Active
FERRARI-SF90-2423,75.5,73.9,52.6,104.4,0.37,Regenerative Harvesting Active
FERRARI-SF90-2424,88.4,46.7,47.3,84.0,0.43,Regenerative Harvesting Active
FERRARI-SF90-2425,112.8,31.5,44.5,52.9,0.13,Regenerative Harvesting Active
FERRARI-SF90-2426,120.2,59.0,47.8,97.3,0.36,Regenerative Harvesting Active
FERRARI-SF90-2427,89.0,84.9,57.2,126.6,0.41,Regenerative Harvesting Active
FERRARI-SF90-2428,105.1,58.0,42.2,105.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-2429,103.4,86.0,55.1,137.0,0.46,Full 160kW Qualify Boost
FERRARI-SF90-2430,93.8,81.1,55.4,131.6,0.42,Regenerative Harvesting Active
FERRARI-SF90-2431,175.1,93.7,59.7,135.6,0.45,Full 160kW Qualify Boost
FERRARI-SF90-2432,73.1,75.9,53.8,139.0,0.54,Full 160kW Qualify Boost
FERRARI-SF90-2433,133.5,51.7,51.0,104.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-2434,167.6,87.0,59.8,133.5,0.42,Regenerative Harvesting Active
FERRARI-SF90-2435,115.5,66.6,51.0,101.4,0.4,Regenerative Harvesting Active
FERRARI-SF90-2436,176.9,78.7,55.4,136.9,0.43,Full 160kW Qualify Boost
FERRARI-SF90-2437,109.7,45.0,47.8,89.8,0.3,Regenerative Harvesting Active
FERRARI-SF90-2438,151.6,65.8,51.3,99.3,0.35,Regenerative Harvesting Active
FERRARI-SF90-2439,73.5,90.8,55.5,146.8,0.48,Full 160kW Qualify Boost
FERRARI-SF90-2440,83.7,70.2,49.2,125.3,0.43,Regenerative Harvesting Active
FERRARI-SF90-2441,145.6,90.5,58.3,124.4,0.46,Regenerative Harvesting Active
FERRARI-SF90-2442,77.1,25.2,43.2,66.4,0.27,Regenerative Harvesting Active
FERRARI-SF90-2443,103.8,56.0,44.9,93.1,0.26,Regenerative Harvesting Active
FERRARI-SF90-2444,104.1,62.3,46.8,118.0,0.39,Regenerative Harvesting Active
FERRARI-SF90-2445,168.2,59.7,48.2,96.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-2446,103.7,65.5,46.7,112.3,0.43,Regenerative Harvesting Active
FERRARI-SF90-2447,105.0,66.0,48.2,107.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-2448,106.5,75.3,55.0,121.1,0.4,Regenerative Harvesting Active
FERRARI-SF90-2449,102.0,38.2,43.5,74.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-2450,98.7,25.9,37.9,57.1,0.2,Regenerative Harvesting Active
FERRARI-SF90-2451,136.7,69.3,57.9,104.5,0.37,Regenerative Harvesting Active
FERRARI-SF90-2452,179.8,89.5,56.5,147.5,0.55,Full 160kW Qualify Boost
FERRARI-SF90-2453,110.2,47.0,45.3,83.0,0.31,Regenerative Harvesting Active
FERRARI-SF90-2454,76.5,30.1,42.2,68.9,0.22,Regenerative Harvesting Active
FERRARI-SF90-2455,167.6,50.5,45.3,106.3,0.35,Regenerative Harvesting Active
FERRARI-SF90-2456,116.8,44.8,43.1,95.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-2457,114.9,58.8,47.2,91.6,0.36,Regenerative Harvesting Active
FERRARI-SF90-2458,98.9,38.3,46.7,77.0,0.23,Regenerative Harvesting Active
FERRARI-SF90-2459,96.3,86.7,57.4,118.2,0.41,Regenerative Harvesting Active
FERRARI-SF90-2460,177.4,40.6,42.4,83.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-2461,114.0,60.7,45.0,105.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-2462,152.0,27.4,35.9,51.1,0.25,Regenerative Harvesting Active
FERRARI-SF90-2463,153.6,34.1,40.5,58.3,0.2,Regenerative Harvesting Active
FERRARI-SF90-2464,75.9,88.2,54.6,135.1,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2465,162.6,28.9,43.9,60.8,0.21,Regenerative Harvesting Active
FERRARI-SF90-2466,74.0,54.7,49.4,88.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-2467,93.1,76.8,54.7,107.3,0.4,Regenerative Harvesting Active
FERRARI-SF90-2468,73.3,86.5,53.9,124.2,0.44,Regenerative Harvesting Active
FERRARI-SF90-2469,89.3,29.6,39.2,71.4,0.15,Regenerative Harvesting Active
FERRARI-SF90-2470,154.3,45.2,47.0,101.1,0.32,Regenerative Harvesting Active
FERRARI-SF90-2471,117.3,31.0,41.6,46.8,0.18,Regenerative Harvesting Active
FERRARI-SF90-2472,150.1,85.4,52.4,145.5,0.52,Full 160kW Qualify Boost
FERRARI-SF90-2473,157.9,70.9,53.9,108.6,0.37,Regenerative Harvesting Active
FERRARI-SF90-2474,155.8,63.8,48.2,103.5,0.35,Regenerative Harvesting Active
FERRARI-SF90-2475,157.5,73.6,49.6,140.0,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2476,75.8,31.9,40.7,58.1,0.21,Regenerative Harvesting Active
FERRARI-SF90-2477,90.5,92.6,55.1,146.6,0.54,Full 160kW Qualify Boost
FERRARI-SF90-2478,145.8,38.5,39.4,67.4,0.37,Regenerative Harvesting Active
FERRARI-SF90-2479,137.2,71.6,46.7,128.1,0.49,Regenerative Harvesting Active
FERRARI-SF90-2480,149.3,57.2,45.5,97.6,0.36,Regenerative Harvesting Active
FERRARI-SF90-2481,141.9,26.4,37.9,65.8,0.19,Regenerative Harvesting Active
FERRARI-SF90-2482,96.5,61.7,47.2,99.6,0.47,Regenerative Harvesting Active
FERRARI-SF90-2483,135.1,39.8,41.2,93.3,0.32,Regenerative Harvesting Active
FERRARI-SF90-2484,146.1,86.3,57.1,141.6,0.38,Full 160kW Qualify Boost
FERRARI-SF90-2485,85.3,69.7,49.0,107.6,0.35,Regenerative Harvesting Active
FERRARI-SF90-2486,107.7,69.0,50.1,104.9,0.35,Regenerative Harvesting Active
FERRARI-SF90-2487,77.2,40.6,46.4,64.5,0.26,Regenerative Harvesting Active
FERRARI-SF90-2488,163.8,30.0,39.1,72.1,0.23,Regenerative Harvesting Active
FERRARI-SF90-2489,128.1,49.5,45.4,89.8,0.29,Regenerative Harvesting Active
FERRARI-SF90-2490,123.1,68.7,52.9,109.2,0.44,Regenerative Harvesting Active
FERRARI-SF90-2491,150.8,38.4,41.5,83.6,0.29,Regenerative Harvesting Active
FERRARI-SF90-2492,159.7,74.7,52.8,120.4,0.38,Regenerative Harvesting Active
FERRARI-SF90-2493,85.3,80.4,53.3,123.0,0.39,Regenerative Harvesting Active
FERRARI-SF90-2494,169.3,81.9,52.3,141.8,0.52,Full 160kW Qualify Boost
FERRARI-SF90-2495,110.2,38.0,41.2,78.8,0.25,Regenerative Harvesting Active
FERRARI-SF90-2496,177.7,53.8,46.9,102.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-2497,111.9,35.6,35.0,77.1,0.29,Regenerative Harvesting Active
FERRARI-SF90-2498,152.8,67.1,51.7,105.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-2499,87.7,81.3,54.8,132.2,0.47,Regenerative Harvesting Active
FERRARI-SF90-2500,174.0,80.8,56.6,109.8,0.34,Regenerative Harvesting Active
FERRARI-SF90-2501,130.4,73.5,50.7,125.1,0.45,Regenerative Harvesting Active
FERRARI-SF90-2502,75.6,72.0,52.4,104.9,0.34,Regenerative Harvesting Active
FERRARI-SF90-2503,123.0,56.7,46.6,93.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-2504,143.2,63.7,50.2,97.1,0.28,Regenerative Harvesting Active
FERRARI-SF90-2505,142.5,58.2,50.7,92.6,0.31,Regenerative Harvesting Active
FERRARI-SF90-2506,144.6,81.6,47.7,133.7,0.45,Regenerative Harvesting Active
FERRARI-SF90-2507,152.6,77.1,53.5,127.9,0.48,Regenerative Harvesting Active
FERRARI-SF90-2508,77.9,41.3,42.3,91.0,0.35,Regenerative Harvesting Active
FERRARI-SF90-2509,135.3,34.4,40.7,69.6,0.28,Regenerative Harvesting Active
FERRARI-SF90-2510,121.8,42.8,42.5,89.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-2511,164.5,47.4,43.7,90.0,0.31,Regenerative Harvesting Active
FERRARI-SF90-2512,176.1,83.9,54.9,131.5,0.41,Regenerative Harvesting Active
FERRARI-SF90-2513,127.2,59.2,49.1,102.9,0.4,Regenerative Harvesting Active
FERRARI-SF90-2514,99.2,35.3,43.6,70.5,0.27,Regenerative Harvesting Active
FERRARI-SF90-2515,146.9,56.9,46.0,119.7,0.39,Regenerative Harvesting Active
FERRARI-SF90-2516,173.1,77.3,54.8,144.4,0.56,Full 160kW Qualify Boost
FERRARI-SF90-2517,154.1,62.5,44.8,116.0,0.38,Regenerative Harvesting Active
FERRARI-SF90-2518,119.5,64.3,50.3,96.9,0.34,Regenerative Harvesting Active
FERRARI-SF90-2519,102.7,54.9,46.2,109.5,0.42,Regenerative Harvesting Active
FERRARI-SF90-2520,129.2,84.6,56.4,142.2,0.58,Full 160kW Qualify Boost
FERRARI-SF90-2521,125.7,43.8,40.8,87.3,0.32,Regenerative Harvesting Active
FERRARI-SF90-2522,107.0,55.3,46.5,94.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-2523,129.9,75.0,58.7,113.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-2524,119.4,37.0,36.9,83.1,0.22,Regenerative Harvesting Active
FERRARI-SF90-2525,123.3,26.7,36.6,73.9,0.21,Regenerative Harvesting Active
FERRARI-SF90-2526,106.3,34.9,45.5,78.9,0.28,Regenerative Harvesting Active
FERRARI-SF90-2527,137.4,48.5,49.0,95.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-2528,164.0,37.7,41.1,82.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-2529,73.0,63.9,47.8,110.6,0.43,Regenerative Harvesting Active
FERRARI-SF90-2530,111.0,58.1,43.5,112.1,0.38,Regenerative Harvesting Active
FERRARI-SF90-2531,176.8,36.3,43.8,67.7,0.18,Regenerative Harvesting Active
FERRARI-SF90-2532,125.4,52.0,49.0,87.0,0.27,Regenerative Harvesting Active
FERRARI-SF90-2533,152.9,89.7,56.0,141.3,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2534,173.6,43.5,39.7,101.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-2535,115.4,42.0,38.3,93.2,0.32,Regenerative Harvesting Active
FERRARI-SF90-2536,177.7,62.3,45.0,117.6,0.43,Regenerative Harvesting Active
FERRARI-SF90-2537,101.1,80.8,50.3,117.1,0.43,Regenerative Harvesting Active
FERRARI-SF90-2538,82.3,68.7,53.3,113.5,0.43,Regenerative Harvesting Active
FERRARI-SF90-2539,164.5,94.8,60.3,144.6,0.51,Full 160kW Qualify Boost
FERRARI-SF90-2540,104.3,88.6,59.4,146.1,0.53,Full 160kW Qualify Boost
FERRARI-SF90-2541,174.7,60.0,47.1,100.3,0.34,Regenerative Harvesting Active
FERRARI-SF90-2542,85.5,55.2,46.3,98.7,0.36,Regenerative Harvesting Active
FERRARI-SF90-2543,121.0,78.8,54.3,110.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-2544,70.5,80.3,51.0,129.7,0.48,Regenerative Harvesting Active
FERRARI-SF90-2545,170.1,29.0,39.4,51.5,0.19,Regenerative Harvesting Active
FERRARI-SF90-2546,78.5,65.6,47.9,124.0,0.39,Regenerative Harvesting Active
FERRARI-SF90-2547,122.5,48.6,46.7,97.2,0.34,Regenerative Harvesting Active
FERRARI-SF90-2548,91.8,35.0,39.7,64.5,0.14,Regenerative Harvesting Active
FERRARI-SF90-2549,125.7,80.2,53.9,121.6,0.46,Regenerative Harvesting Active
FERRARI-SF90-2550,156.4,78.4,50.9,133.7,0.5,Regenerative Harvesting Active
FERRARI-SF90-2551,129.6,27.1,41.1,55.1,0.22,Regenerative Harvesting Active
FERRARI-SF90-2552,147.9,35.5,44.6,63.7,0.24,Regenerative Harvesting Active
FERRARI-SF90-2553,147.3,77.5,51.3,135.4,0.43,Full 160kW Qualify Boost
FERRARI-SF90-2554,77.7,42.9,48.0,85.2,0.31,Regenerative Harvesting Active
FERRARI-SF90-2555,150.6,82.9,53.0,136.0,0.46,Full 160kW Qualify Boost
FERRARI-SF90-2556,101.5,80.4,55.5,126.0,0.44,Regenerative Harvesting Active
FERRARI-SF90-2557,161.1,61.2,47.4,125.7,0.42,Regenerative Harvesting Active
FERRARI-SF90-2558,77.0,59.8,49.4,94.3,0.25,Regenerative Harvesting Active
FERRARI-SF90-2559,77.0,60.3,49.5,100.0,0.42,Regenerative Harvesting Active
FERRARI-SF90-2560,160.0,54.0,45.5,84.1,0.33,Regenerative Harvesting Active
FERRARI-SF90-2561,136.1,59.3,48.2,110.5,0.35,Regenerative Harvesting Active
FERRARI-SF90-2562,126.5,52.9,45.4,110.5,0.46,Regenerative Harvesting Active
FERRARI-SF90-2563,97.3,35.3,42.4,67.3,0.24,Regenerative Harvesting Active
FERRARI-SF90-2564,178.4,85.9,54.9,126.5,0.5,Regenerative Harvesting Active
FERRARI-SF90-2565,131.2,30.0,38.7,59.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-2566,166.9,91.0,53.8,148.0,0.54,Full 160kW Qualify Boost
FERRARI-SF90-2567,142.3,79.4,50.5,140.4,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2568,142.9,37.6,42.2,55.0,0.08,Regenerative Harvesting Active
FERRARI-SF90-2569,148.2,69.1,48.3,120.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-2570,126.6,68.3,55.4,110.3,0.36,Regenerative Harvesting Active
FERRARI-SF90-2571,117.9,48.9,43.9,81.9,0.28,Regenerative Harvesting Active
FERRARI-SF90-2572,164.3,72.5,51.3,128.9,0.43,Regenerative Harvesting Active
FERRARI-SF90-2573,121.6,51.5,43.3,83.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-2574,146.5,51.2,44.9,95.7,0.27,Regenerative Harvesting Active
FERRARI-SF90-2575,101.4,62.9,53.4,88.2,0.28,Regenerative Harvesting Active
FERRARI-SF90-2576,127.8,39.4,42.0,91.2,0.29,Regenerative Harvesting Active
FERRARI-SF90-2577,115.4,67.5,52.0,106.4,0.38,Regenerative Harvesting Active
FERRARI-SF90-2578,126.9,69.8,54.5,108.6,0.35,Regenerative Harvesting Active
FERRARI-SF90-2579,178.8,53.7,43.4,106.4,0.31,Regenerative Harvesting Active
FERRARI-SF90-2580,74.4,60.4,50.1,85.1,0.36,Regenerative Harvesting Active
FERRARI-SF90-2581,83.5,60.7,48.4,114.8,0.41,Regenerative Harvesting Active
FERRARI-SF90-2582,106.5,34.7,44.3,59.9,0.26,Regenerative Harvesting Active
FERRARI-SF90-2583,165.1,42.5,42.2,85.1,0.28,Regenerative Harvesting Active
FERRARI-SF90-2584,164.3,51.5,53.2,81.3,0.31,Regenerative Harvesting Active
