Fleet_Event_ID,Vehicle_Speed_mph,Sun_Glare_Angle_deg,Road_Curvature_deg,Camera_Inference_Latency_ms,Human_AI_Disparity_deg,Autonomy_Alignment
TESLA-SHADOW-2355,63.8,17.8,16.6,24.8,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-2356,29.5,42.0,3.0,26.3,1.7,Seamless Autonomous Alignment
TESLA-SHADOW-2357,44.3,25.0,34.1,22.2,0.4,Seamless Autonomous Alignment
TESLA-SHADOW-2358,26.2,6.2,18.0,22.0,0.23,Seamless Autonomous Alignment
TESLA-SHADOW-2359,70.7,57.8,11.9,23.9,1.94,Seamless Autonomous Alignment
TESLA-SHADOW-2360,28.8,10.9,23.6,26.1,1.05,Seamless Autonomous Alignment
TESLA-SHADOW-2361,45.8,32.3,7.2,24.5,0.87,Seamless Autonomous Alignment
TESLA-SHADOW-2362,63.3,85.7,27.8,30.4,3.26,Shadow Disengagement Triggered
TESLA-SHADOW-2363,55.3,43.0,26.9,25.0,1.11,Seamless Autonomous Alignment
TESLA-SHADOW-2364,27.8,39.3,9.3,27.4,0.62,Seamless Autonomous Alignment
TESLA-SHADOW-2365,44.8,9.4,30.3,24.1,2.05,Seamless Autonomous Alignment
TESLA-SHADOW-2366,47.6,82.6,14.9,30.4,3.1,Shadow Disengagement Triggered
TESLA-SHADOW-2367,46.6,25.6,24.7,24.0,2.91,Seamless Autonomous Alignment
TESLA-SHADOW-2368,64.1,6.8,24.4,28.1,2.69,Seamless Autonomous Alignment
TESLA-SHADOW-2369,35.5,39.0,13.1,22.1,4.41,Seamless Autonomous Alignment
TESLA-SHADOW-2370,60.4,86.5,1.8,25.2,3.51,Seamless Autonomous Alignment
TESLA-SHADOW-2371,31.0,2.8,21.0,25.9,0.27,Seamless Autonomous Alignment
TESLA-SHADOW-2372,43.8,5.5,10.8,25.7,1.96,Seamless Autonomous Alignment
TESLA-SHADOW-2373,25.8,34.2,20.2,29.5,0.39,Seamless Autonomous Alignment
TESLA-SHADOW-2374,57.6,6.6,7.0,23.3,2.6,Seamless Autonomous Alignment
TESLA-SHADOW-2375,54.7,80.7,5.5,25.9,2.27,Seamless Autonomous Alignment
TESLA-SHADOW-2376,63.8,70.9,6.5,28.8,3.33,Seamless Autonomous Alignment
TESLA-SHADOW-2377,71.0,26.5,4.3,27.1,3.58,Seamless Autonomous Alignment
TESLA-SHADOW-2378,38.4,44.8,12.7,26.2,1.85,Seamless Autonomous Alignment
TESLA-SHADOW-2379,68.2,29.1,15.4,22.6,4.56,Shadow Disengagement Triggered
TESLA-SHADOW-2380,46.7,25.2,18.1,28.4,0.43,Seamless Autonomous Alignment
TESLA-SHADOW-2381,56.5,37.2,24.9,22.7,4.07,Seamless Autonomous Alignment
TESLA-SHADOW-2382,71.1,4.1,33.2,24.8,1.07,Seamless Autonomous Alignment
TESLA-SHADOW-2383,56.3,75.8,13.3,26.3,3.72,Seamless Autonomous Alignment
TESLA-SHADOW-2384,50.2,48.6,20.9,23.2,0.62,Seamless Autonomous Alignment
TESLA-SHADOW-2385,36.1,22.0,17.0,22.1,0.88,Seamless Autonomous Alignment
TESLA-SHADOW-2386,39.8,90.0,10.5,25.3,5.92,Shadow Disengagement Triggered
TESLA-SHADOW-2387,29.4,88.3,20.6,24.4,2.62,Seamless Autonomous Alignment
TESLA-SHADOW-2388,36.6,61.7,3.0,25.9,1.44,Seamless Autonomous Alignment
TESLA-SHADOW-2389,28.5,32.4,30.5,28.9,1.01,Seamless Autonomous Alignment
TESLA-SHADOW-2390,74.4,63.0,21.1,23.5,4.39,Seamless Autonomous Alignment
TESLA-SHADOW-2391,73.0,73.4,18.3,22.4,1.77,Seamless Autonomous Alignment
TESLA-SHADOW-2392,64.7,57.0,18.4,27.0,2.19,Seamless Autonomous Alignment
TESLA-SHADOW-2393,60.6,88.3,10.1,24.7,3.11,Seamless Autonomous Alignment
TESLA-SHADOW-2394,71.1,20.9,18.3,22.0,1.74,Seamless Autonomous Alignment
TESLA-SHADOW-2395,36.5,68.4,16.1,22.2,0.23,Seamless Autonomous Alignment
TESLA-SHADOW-2396,30.6,37.5,11.1,25.5,4.81,Shadow Disengagement Triggered
TESLA-SHADOW-2397,55.8,5.9,3.3,48.9,1.47,Seamless Autonomous Alignment
TESLA-SHADOW-2398,72.7,48.5,21.2,23.6,3.53,Seamless Autonomous Alignment
TESLA-SHADOW-2399,54.7,6.8,8.5,24.2,1.21,Seamless Autonomous Alignment
TESLA-SHADOW-2400,62.4,49.2,16.2,22.2,2.2,Seamless Autonomous Alignment
TESLA-SHADOW-2401,43.2,33.0,24.6,23.9,2.19,Seamless Autonomous Alignment
TESLA-SHADOW-2402,36.4,77.5,31.1,29.8,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-2403,66.8,58.0,1.5,22.1,2.0,Seamless Autonomous Alignment
TESLA-SHADOW-2404,34.3,42.0,20.6,24.3,3.58,Seamless Autonomous Alignment
TESLA-SHADOW-2405,56.8,1.5,13.7,33.0,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-2406,58.8,16.8,13.9,24.4,0.4,Seamless Autonomous Alignment
TESLA-SHADOW-2407,68.3,86.0,17.7,22.2,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-2408,74.4,29.6,4.4,24.0,0.33,Seamless Autonomous Alignment
TESLA-SHADOW-2409,39.5,39.3,7.5,24.9,1.6,Seamless Autonomous Alignment
TESLA-SHADOW-2410,35.9,55.5,1.4,24.1,2.43,Seamless Autonomous Alignment
TESLA-SHADOW-2411,33.4,17.9,7.7,23.3,1.35,Seamless Autonomous Alignment
TESLA-SHADOW-2412,58.3,15.3,7.4,24.5,1.76,Seamless Autonomous Alignment
TESLA-SHADOW-2413,72.5,38.8,29.7,23.7,4.05,Seamless Autonomous Alignment
TESLA-SHADOW-2414,66.2,13.2,13.4,25.9,1.3,Seamless Autonomous Alignment
TESLA-SHADOW-2415,45.8,54.6,33.8,24.8,0.7,Seamless Autonomous Alignment
TESLA-SHADOW-2416,32.9,25.1,24.9,23.4,0.3,Seamless Autonomous Alignment
TESLA-SHADOW-2417,56.1,73.9,14.0,22.5,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-2418,32.3,48.6,0.2,28.7,1.75,Seamless Autonomous Alignment
TESLA-SHADOW-2419,42.7,33.6,10.0,31.2,3.07,Seamless Autonomous Alignment
TESLA-SHADOW-2420,71.5,76.2,5.8,28.2,5.21,Shadow Disengagement Triggered
TESLA-SHADOW-2421,67.7,25.3,21.5,29.4,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-2422,50.5,44.0,28.9,37.6,4.9,Shadow Disengagement Triggered
TESLA-SHADOW-2423,38.2,44.5,29.9,24.4,1.41,Seamless Autonomous Alignment
TESLA-SHADOW-2424,31.7,39.7,30.4,23.5,5.74,Shadow Disengagement Triggered
TESLA-SHADOW-2425,49.6,7.5,21.8,28.1,2.91,Seamless Autonomous Alignment
TESLA-SHADOW-2426,48.5,35.7,20.4,25.4,0.34,Seamless Autonomous Alignment
TESLA-SHADOW-2427,46.4,62.1,3.5,26.4,5.45,Shadow Disengagement Triggered
TESLA-SHADOW-2428,60.3,55.3,1.9,22.3,0.88,Seamless Autonomous Alignment
TESLA-SHADOW-2429,52.8,76.0,8.4,28.7,1.67,Seamless Autonomous Alignment
TESLA-SHADOW-2430,57.3,46.4,28.8,28.4,3.79,Seamless Autonomous Alignment
TESLA-SHADOW-2431,33.4,33.9,5.3,28.6,4.64,Shadow Disengagement Triggered
TESLA-SHADOW-2432,35.7,36.7,17.9,24.2,2.5,Seamless Autonomous Alignment
TESLA-SHADOW-2433,46.6,50.3,21.6,29.1,1.75,Seamless Autonomous Alignment
TESLA-SHADOW-2434,42.4,71.5,1.2,26.5,1.08,Seamless Autonomous Alignment
TESLA-SHADOW-2435,33.0,55.0,27.5,22.2,1.07,Seamless Autonomous Alignment
TESLA-SHADOW-2436,49.7,42.5,9.4,22.2,2.96,Seamless Autonomous Alignment
TESLA-SHADOW-2437,47.0,61.5,26.3,25.8,2.16,Seamless Autonomous Alignment
TESLA-SHADOW-2438,54.1,7.4,4.8,29.8,0.81,Seamless Autonomous Alignment
TESLA-SHADOW-2439,48.9,70.3,11.4,23.6,2.16,Seamless Autonomous Alignment
TESLA-SHADOW-2440,45.3,58.5,7.1,35.3,2.1,Seamless Autonomous Alignment
TESLA-SHADOW-2441,31.3,4.9,12.2,26.1,0.73,Seamless Autonomous Alignment
TESLA-SHADOW-2442,25.1,18.0,25.7,23.5,2.85,Seamless Autonomous Alignment
TESLA-SHADOW-2443,50.7,53.4,22.2,23.3,4.16,Seamless Autonomous Alignment
TESLA-SHADOW-2444,36.4,43.9,19.8,23.2,0.65,Seamless Autonomous Alignment
TESLA-SHADOW-2445,62.6,25.2,22.3,24.9,0.72,Seamless Autonomous Alignment
TESLA-SHADOW-2446,39.9,48.6,3.6,26.1,0.11,Seamless Autonomous Alignment
TESLA-SHADOW-2447,71.5,72.5,3.0,22.6,0.84,Seamless Autonomous Alignment
TESLA-SHADOW-2448,43.0,29.0,14.3,22.2,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-2449,49.8,14.7,32.6,22.8,2.84,Seamless Autonomous Alignment
TESLA-SHADOW-2450,30.5,15.1,16.7,22.1,0.49,Seamless Autonomous Alignment
TESLA-SHADOW-2451,47.7,35.8,15.5,24.5,0.76,Seamless Autonomous Alignment
TESLA-SHADOW-2452,71.3,68.8,26.8,24.0,1.5,Seamless Autonomous Alignment
TESLA-SHADOW-2453,70.9,83.2,8.4,22.1,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-2454,52.2,49.0,7.6,24.5,0.16,Seamless Autonomous Alignment
TESLA-SHADOW-2455,49.3,56.1,0.3,23.8,1.59,Seamless Autonomous Alignment
TESLA-SHADOW-2456,38.9,71.3,30.1,31.7,5.06,Shadow Disengagement Triggered
TESLA-SHADOW-2457,42.5,20.2,29.6,24.5,0.74,Seamless Autonomous Alignment
TESLA-SHADOW-2458,59.9,70.4,22.9,25.5,3.0,Seamless Autonomous Alignment
TESLA-SHADOW-2459,68.4,37.6,16.5,22.4,0.88,Seamless Autonomous Alignment
TESLA-SHADOW-2460,57.3,17.9,31.5,22.7,1.82,Seamless Autonomous Alignment
TESLA-SHADOW-2461,38.0,20.4,13.3,23.4,1.7,Seamless Autonomous Alignment
TESLA-SHADOW-2462,53.2,45.2,3.1,22.9,1.95,Seamless Autonomous Alignment
TESLA-SHADOW-2463,31.4,10.5,27.2,22.3,2.41,Seamless Autonomous Alignment
TESLA-SHADOW-2464,60.9,83.9,26.6,24.0,1.89,Seamless Autonomous Alignment
TESLA-SHADOW-2465,44.7,85.2,2.7,24.2,2.92,Seamless Autonomous Alignment
TESLA-SHADOW-2466,74.2,32.8,14.5,26.5,3.09,Seamless Autonomous Alignment
TESLA-SHADOW-2467,54.7,73.0,30.5,24.3,4.3,Seamless Autonomous Alignment
TESLA-SHADOW-2468,30.3,62.6,24.8,23.7,1.36,Seamless Autonomous Alignment
TESLA-SHADOW-2469,29.9,63.8,3.9,28.9,2.92,Seamless Autonomous Alignment
TESLA-SHADOW-2470,36.2,15.8,34.4,24.5,1.85,Seamless Autonomous Alignment
TESLA-SHADOW-2471,44.3,38.9,5.9,27.5,0.56,Seamless Autonomous Alignment
TESLA-SHADOW-2472,52.4,39.5,17.2,23.6,2.72,Seamless Autonomous Alignment
TESLA-SHADOW-2473,38.9,68.6,30.2,23.0,4.44,Seamless Autonomous Alignment
TESLA-SHADOW-2474,44.0,6.3,27.5,23.5,1.82,Seamless Autonomous Alignment
TESLA-SHADOW-2475,39.2,65.6,10.7,24.3,1.13,Seamless Autonomous Alignment
TESLA-SHADOW-2476,41.2,59.3,19.0,27.9,2.18,Seamless Autonomous Alignment
TESLA-SHADOW-2477,47.6,12.1,27.7,27.8,3.76,Seamless Autonomous Alignment
TESLA-SHADOW-2478,47.5,11.5,25.8,27.4,0.37,Seamless Autonomous Alignment
TESLA-SHADOW-2479,50.5,89.1,12.8,24.6,4.59,Shadow Disengagement Triggered
TESLA-SHADOW-2480,71.1,20.2,33.5,22.1,3.26,Seamless Autonomous Alignment
TESLA-SHADOW-2481,28.9,85.1,32.3,29.4,3.73,Seamless Autonomous Alignment
TESLA-SHADOW-2482,53.0,22.9,14.3,22.2,4.14,Seamless Autonomous Alignment
TESLA-SHADOW-2483,41.7,44.6,17.3,24.4,1.01,Seamless Autonomous Alignment
TESLA-SHADOW-2484,37.9,75.3,1.2,26.3,0.02,Seamless Autonomous Alignment
TESLA-SHADOW-2485,29.7,52.3,7.7,23.8,3.32,Seamless Autonomous Alignment
TESLA-SHADOW-2486,25.3,60.5,11.2,28.0,2.33,Seamless Autonomous Alignment
TESLA-SHADOW-2487,46.0,13.3,16.5,23.4,0.44,Seamless Autonomous Alignment
TESLA-SHADOW-2488,35.7,23.4,0.0,25.3,2.7,Seamless Autonomous Alignment
TESLA-SHADOW-2489,71.4,47.6,3.8,23.6,3.81,Seamless Autonomous Alignment
TESLA-SHADOW-2490,36.4,5.0,29.4,23.2,2.55,Seamless Autonomous Alignment
TESLA-SHADOW-2491,67.3,80.4,27.1,32.4,4.16,Shadow Disengagement Triggered
TESLA-SHADOW-2492,37.5,67.7,3.8,22.6,0.23,Seamless Autonomous Alignment
TESLA-SHADOW-2493,46.0,76.1,18.5,22.9,3.29,Seamless Autonomous Alignment
TESLA-SHADOW-2494,68.2,56.5,27.2,26.0,1.38,Seamless Autonomous Alignment
TESLA-SHADOW-2495,41.2,10.0,10.2,23.2,5.75,Shadow Disengagement Triggered
TESLA-SHADOW-2496,48.2,46.7,23.3,23.0,1.74,Seamless Autonomous Alignment
TESLA-SHADOW-2497,55.7,12.6,6.6,27.5,0.8,Seamless Autonomous Alignment
TESLA-SHADOW-2498,61.2,55.8,9.7,23.1,1.64,Seamless Autonomous Alignment
TESLA-SHADOW-2499,68.5,78.7,17.1,24.7,0.02,Seamless Autonomous Alignment
TESLA-SHADOW-2500,31.3,48.5,27.4,27.9,0.72,Seamless Autonomous Alignment
TESLA-SHADOW-2501,46.2,1.6,6.5,24.3,2.37,Seamless Autonomous Alignment
TESLA-SHADOW-2502,59.4,77.6,7.1,24.1,5.96,Shadow Disengagement Triggered
TESLA-SHADOW-2503,47.4,10.9,30.3,22.2,3.71,Seamless Autonomous Alignment
TESLA-SHADOW-2504,45.4,9.8,0.1,22.8,0.51,Seamless Autonomous Alignment
TESLA-SHADOW-2505,37.8,8.5,9.6,26.3,0.94,Seamless Autonomous Alignment
TESLA-SHADOW-2506,37.4,8.3,23.2,22.4,3.98,Seamless Autonomous Alignment
TESLA-SHADOW-2507,71.4,75.7,15.7,30.9,1.32,Shadow Disengagement Triggered
TESLA-SHADOW-2508,67.9,55.7,15.0,24.2,3.31,Seamless Autonomous Alignment
TESLA-SHADOW-2509,72.9,9.2,28.4,30.2,2.86,Seamless Autonomous Alignment
TESLA-SHADOW-2510,50.2,44.4,30.6,22.1,3.61,Seamless Autonomous Alignment
TESLA-SHADOW-2511,46.7,30.3,20.9,22.9,1.78,Seamless Autonomous Alignment
TESLA-SHADOW-2512,34.7,73.4,34.0,23.0,3.53,Seamless Autonomous Alignment
TESLA-SHADOW-2513,44.3,4.6,11.6,22.6,0.6,Seamless Autonomous Alignment
TESLA-SHADOW-2514,73.8,51.1,20.4,24.3,2.39,Seamless Autonomous Alignment
TESLA-SHADOW-2515,61.9,24.2,23.0,26.6,0.95,Seamless Autonomous Alignment
TESLA-SHADOW-2516,64.9,21.9,30.3,23.9,2.46,Seamless Autonomous Alignment
TESLA-SHADOW-2517,71.4,80.9,9.3,26.2,2.52,Seamless Autonomous Alignment
TESLA-SHADOW-2518,55.2,8.6,25.7,24.2,0.45,Seamless Autonomous Alignment
TESLA-SHADOW-2519,33.8,15.4,4.1,22.1,0.01,Seamless Autonomous Alignment
TESLA-SHADOW-2520,32.0,12.3,24.8,22.4,0.28,Seamless Autonomous Alignment
TESLA-SHADOW-2521,73.4,12.0,26.8,24.6,0.13,Seamless Autonomous Alignment
TESLA-SHADOW-2522,42.7,12.9,34.8,22.9,2.09,Seamless Autonomous Alignment
TESLA-SHADOW-2523,72.3,72.8,15.4,23.4,1.74,Seamless Autonomous Alignment
TESLA-SHADOW-2524,64.3,87.1,15.2,29.5,6.74,Shadow Disengagement Triggered
TESLA-SHADOW-2525,29.5,77.8,29.3,23.2,4.25,Seamless Autonomous Alignment
TESLA-SHADOW-2526,73.2,65.7,32.8,23.6,1.78,Seamless Autonomous Alignment
TESLA-SHADOW-2527,54.3,21.7,7.5,23.6,1.66,Seamless Autonomous Alignment
TESLA-SHADOW-2528,56.5,8.4,33.9,22.6,1.83,Seamless Autonomous Alignment
TESLA-SHADOW-2529,67.4,24.1,34.9,25.9,0.4,Seamless Autonomous Alignment
TESLA-SHADOW-2530,69.9,60.9,15.3,34.0,2.34,Seamless Autonomous Alignment
TESLA-SHADOW-2531,60.2,16.0,20.4,22.3,0.94,Seamless Autonomous Alignment
TESLA-SHADOW-2532,61.8,66.8,32.6,22.4,2.03,Seamless Autonomous Alignment
TESLA-SHADOW-2533,44.4,27.6,27.1,31.4,3.63,Seamless Autonomous Alignment
TESLA-SHADOW-2534,34.9,57.1,30.0,25.5,3.61,Seamless Autonomous Alignment
TESLA-SHADOW-2535,39.2,34.2,25.9,24.3,3.2,Seamless Autonomous Alignment
TESLA-SHADOW-2536,56.9,42.0,14.9,26.0,3.53,Seamless Autonomous Alignment
TESLA-SHADOW-2537,35.1,29.8,25.3,25.7,3.99,Seamless Autonomous Alignment
TESLA-SHADOW-2538,26.4,80.5,32.9,26.8,4.88,Shadow Disengagement Triggered
TESLA-SHADOW-2539,48.6,85.0,20.7,33.6,1.42,Shadow Disengagement Triggered
TESLA-SHADOW-2540,49.3,49.0,8.1,23.9,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-2541,73.3,86.3,5.9,24.6,6.87,Shadow Disengagement Triggered
TESLA-SHADOW-2542,60.7,81.7,21.5,26.3,2.08,Seamless Autonomous Alignment
TESLA-SHADOW-2543,53.9,73.2,17.7,24.4,2.25,Seamless Autonomous Alignment
TESLA-SHADOW-2544,54.5,51.4,25.1,26.3,0.46,Seamless Autonomous Alignment
TESLA-SHADOW-2545,25.4,46.2,19.0,33.0,5.2,Shadow Disengagement Triggered
TESLA-SHADOW-2546,48.0,7.9,34.1,32.4,1.3,Seamless Autonomous Alignment
TESLA-SHADOW-2547,65.6,88.6,15.6,22.8,4.2,Seamless Autonomous Alignment
TESLA-SHADOW-2548,67.0,43.4,17.8,25.3,3.79,Seamless Autonomous Alignment
TESLA-SHADOW-2549,59.4,79.3,12.0,23.6,0.22,Seamless Autonomous Alignment
TESLA-SHADOW-2550,48.3,27.6,7.2,22.0,2.24,Seamless Autonomous Alignment
TESLA-SHADOW-2551,68.7,37.6,25.7,25.2,1.97,Seamless Autonomous Alignment
TESLA-SHADOW-2552,44.9,65.5,10.3,24.7,1.45,Seamless Autonomous Alignment
TESLA-SHADOW-2553,25.4,60.4,6.8,26.9,0.31,Seamless Autonomous Alignment
TESLA-SHADOW-2554,51.7,0.3,2.2,25.9,0.94,Seamless Autonomous Alignment
TESLA-SHADOW-2555,58.7,9.7,15.1,24.1,0.9,Seamless Autonomous Alignment
TESLA-SHADOW-2556,66.9,85.2,22.1,23.4,1.71,Seamless Autonomous Alignment
TESLA-SHADOW-2557,41.0,19.6,15.5,24.4,2.27,Seamless Autonomous Alignment
TESLA-SHADOW-2558,54.7,57.7,29.3,24.4,2.59,Seamless Autonomous Alignment
TESLA-SHADOW-2559,67.8,44.0,0.0,22.4,0.03,Seamless Autonomous Alignment
TESLA-SHADOW-2560,56.8,67.1,16.6,23.4,1.91,Seamless Autonomous Alignment
TESLA-SHADOW-2561,41.1,6.4,11.8,30.1,3.79,Seamless Autonomous Alignment
TESLA-SHADOW-2562,68.2,25.5,29.9,27.9,1.33,Seamless Autonomous Alignment
TESLA-SHADOW-2563,32.6,27.7,0.7,24.0,0.1,Seamless Autonomous Alignment
TESLA-SHADOW-2564,30.1,14.0,24.4,28.0,0.35,Seamless Autonomous Alignment
TESLA-SHADOW-2565,49.8,28.9,22.4,32.7,3.79,Seamless Autonomous Alignment
TESLA-SHADOW-2566,49.4,38.3,1.1,24.9,0.67,Seamless Autonomous Alignment
TESLA-SHADOW-2567,45.1,79.4,20.6,29.4,2.98,Seamless Autonomous Alignment
TESLA-SHADOW-2568,67.1,11.0,6.0,23.9,1.87,Seamless Autonomous Alignment
TESLA-SHADOW-2569,44.4,27.8,25.8,25.8,3.83,Seamless Autonomous Alignment
TESLA-SHADOW-2570,27.1,32.5,34.9,23.2,5.52,Shadow Disengagement Triggered
TESLA-SHADOW-2571,27.3,86.9,32.3,26.6,3.83,Seamless Autonomous Alignment
TESLA-SHADOW-2572,64.2,53.9,11.5,24.7,1.41,Seamless Autonomous Alignment
TESLA-SHADOW-2573,43.6,64.6,5.4,23.4,3.73,Seamless Autonomous Alignment
TESLA-SHADOW-2574,48.6,87.9,7.5,32.8,2.7,Shadow Disengagement Triggered
TESLA-SHADOW-2575,57.0,8.9,17.1,27.0,3.28,Seamless Autonomous Alignment
TESLA-SHADOW-2576,66.9,2.8,25.6,28.7,5.13,Shadow Disengagement Triggered
TESLA-SHADOW-2577,66.6,8.6,22.3,26.5,0.01,Seamless Autonomous Alignment
TESLA-SHADOW-2578,29.5,73.1,23.8,27.0,1.21,Seamless Autonomous Alignment
TESLA-SHADOW-2579,69.5,14.2,5.1,28.9,3.8,Seamless Autonomous Alignment
TESLA-SHADOW-2580,31.5,27.2,24.5,23.2,0.7,Seamless Autonomous Alignment
TESLA-SHADOW-2581,52.1,46.3,0.2,22.5,1.65,Seamless Autonomous Alignment
TESLA-SHADOW-2582,69.3,4.3,32.4,26.2,5.85,Shadow Disengagement Triggered
TESLA-SHADOW-2583,61.8,50.2,20.9,25.3,2.64,Seamless Autonomous Alignment
TESLA-SHADOW-2584,69.5,78.6,21.4,22.2,0.55,Seamless Autonomous Alignment
TESLA-SHADOW-2585,35.5,66.4,27.9,28.2,2.6,Seamless Autonomous Alignment
TESLA-SHADOW-2586,49.1,68.8,18.4,25.9,5.43,Shadow Disengagement Triggered
TESLA-SHADOW-2587,31.3,81.3,29.0,23.5,4.12,Seamless Autonomous Alignment
TESLA-SHADOW-2588,27.6,79.9,22.9,24.8,3.85,Seamless Autonomous Alignment
TESLA-SHADOW-2589,47.2,9.6,11.6,26.3,2.55,Seamless Autonomous Alignment
TESLA-SHADOW-2590,56.1,75.2,28.8,28.2,2.05,Seamless Autonomous Alignment
TESLA-SHADOW-2591,48.3,48.6,34.8,22.2,2.82,Seamless Autonomous Alignment
TESLA-SHADOW-2592,49.8,42.3,23.5,22.9,1.89,Seamless Autonomous Alignment
TESLA-SHADOW-2593,42.7,71.5,1.4,32.1,3.33,Shadow Disengagement Triggered
TESLA-SHADOW-2594,27.6,23.6,27.4,22.3,0.44,Seamless Autonomous Alignment
TESLA-SHADOW-2595,28.5,62.1,26.0,22.7,5.68,Shadow Disengagement Triggered
TESLA-SHADOW-2596,27.4,46.3,26.0,25.5,4.05,Seamless Autonomous Alignment
TESLA-SHADOW-2597,41.9,43.3,22.7,30.4,2.29,Seamless Autonomous Alignment
TESLA-SHADOW-2598,64.5,31.8,9.4,56.6,0.86,Seamless Autonomous Alignment
TESLA-SHADOW-2599,50.9,37.1,2.9,25.9,0.38,Seamless Autonomous Alignment
TESLA-SHADOW-2600,53.4,42.2,16.3,31.5,2.88,Seamless Autonomous Alignment
TESLA-SHADOW-2601,58.9,52.6,0.8,31.9,2.58,Seamless Autonomous Alignment
TESLA-SHADOW-2602,58.1,18.0,1.1,24.4,0.74,Seamless Autonomous Alignment
TESLA-SHADOW-2603,67.4,36.1,33.4,26.0,3.24,Seamless Autonomous Alignment
TESLA-SHADOW-2604,43.3,42.8,30.7,24.5,2.9,Seamless Autonomous Alignment
TESLA-SHADOW-2605,49.8,7.5,27.2,29.4,0.82,Seamless Autonomous Alignment
TESLA-SHADOW-2606,47.2,0.7,26.7,25.1,2.35,Seamless Autonomous Alignment
TESLA-SHADOW-2607,25.3,73.7,2.5,31.2,5.4,Shadow Disengagement Triggered
TESLA-SHADOW-2608,31.1,55.4,13.9,22.0,4.81,Shadow Disengagement Triggered
TESLA-SHADOW-2609,65.3,12.9,23.2,22.5,1.11,Seamless Autonomous Alignment
TESLA-SHADOW-2610,72.5,51.1,26.2,22.0,2.39,Seamless Autonomous Alignment
TESLA-SHADOW-2611,49.2,15.4,8.4,23.6,3.64,Seamless Autonomous Alignment
TESLA-SHADOW-2612,32.1,8.7,30.7,24.4,2.12,Seamless Autonomous Alignment
TESLA-SHADOW-2613,42.0,84.6,19.8,23.3,3.63,Seamless Autonomous Alignment
TESLA-SHADOW-2614,25.7,73.0,28.8,31.2,1.23,Shadow Disengagement Triggered
TESLA-SHADOW-2615,35.2,78.2,25.9,44.8,3.29,Shadow Disengagement Triggered
TESLA-SHADOW-2616,57.5,62.0,27.0,23.5,4.57,Shadow Disengagement Triggered
TESLA-SHADOW-2617,29.9,46.1,23.5,27.8,0.08,Seamless Autonomous Alignment
TESLA-SHADOW-2618,48.6,63.7,19.4,29.4,2.65,Seamless Autonomous Alignment
TESLA-SHADOW-2619,29.3,26.4,2.7,29.7,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-2620,29.8,3.7,25.6,24.9,2.74,Seamless Autonomous Alignment
TESLA-SHADOW-2621,33.2,41.4,12.2,22.9,5.21,Shadow Disengagement Triggered
TESLA-SHADOW-2622,27.7,18.6,2.5,24.2,0.16,Seamless Autonomous Alignment
TESLA-SHADOW-2623,36.0,34.4,15.5,24.1,4.09,Seamless Autonomous Alignment
TESLA-SHADOW-2624,45.1,7.7,26.4,25.7,2.48,Seamless Autonomous Alignment
TESLA-SHADOW-2625,52.4,67.4,28.0,25.1,1.88,Seamless Autonomous Alignment
TESLA-SHADOW-2626,43.7,42.1,29.7,22.4,2.69,Seamless Autonomous Alignment
TESLA-SHADOW-2627,47.5,45.4,23.4,43.6,5.59,Shadow Disengagement Triggered
TESLA-SHADOW-2628,46.7,89.5,26.7,23.9,4.93,Shadow Disengagement Triggered
TESLA-SHADOW-2629,68.8,84.7,19.4,23.9,0.58,Seamless Autonomous Alignment
TESLA-SHADOW-2630,45.1,9.3,29.7,22.0,5.54,Shadow Disengagement Triggered
TESLA-SHADOW-2631,27.5,51.8,27.7,23.8,2.24,Seamless Autonomous Alignment
TESLA-SHADOW-2632,29.9,6.8,25.3,30.7,3.49,Seamless Autonomous Alignment
TESLA-SHADOW-2633,43.7,69.8,19.4,22.4,0.19,Seamless Autonomous Alignment
TESLA-SHADOW-2634,47.9,71.5,4.8,26.8,2.26,Seamless Autonomous Alignment
TESLA-SHADOW-2635,45.7,32.5,24.1,22.8,1.03,Seamless Autonomous Alignment
TESLA-SHADOW-2636,37.8,71.4,26.8,25.7,0.78,Seamless Autonomous Alignment
TESLA-SHADOW-2637,36.4,20.4,30.9,25.1,0.14,Seamless Autonomous Alignment
TESLA-SHADOW-2638,25.8,84.3,28.9,22.1,5.02,Shadow Disengagement Triggered
TESLA-SHADOW-2639,27.3,58.7,15.8,26.2,2.33,Seamless Autonomous Alignment
TESLA-SHADOW-2640,51.7,66.1,26.7,22.7,0.99,Seamless Autonomous Alignment
TESLA-SHADOW-2641,61.9,39.6,7.7,28.3,2.49,Seamless Autonomous Alignment
TESLA-SHADOW-2642,73.1,75.4,3.9,26.5,0.94,Seamless Autonomous Alignment
TESLA-SHADOW-2643,39.9,80.2,5.2,23.8,1.97,Seamless Autonomous Alignment
