Qilin_Cell_Cycle_ID,Charging_C_Rate,Heat_Dissipation_Rate_W,Max_Cell_Core_Temp_C,Anode_Overpotential_mV,Fast_Charging_State
CATL-CTP3-2375,2.81,10545,39.5,110.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2376,1.09,2451,33.2,147.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2377,2.84,10640,41.7,115.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2378,1.97,6293,34.0,127.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2379,3.29,13174,41.9,108.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2380,2.24,8641,38.9,143.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2381,2.57,10217,39.3,121.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2382,1.07,2357,31.3,127.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2383,3.58,15230,41.9,92.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2384,3.5,15040,42.3,93.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2385,2.67,9237,39.4,112.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2386,2.14,6800,37.5,128.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2387,2.82,11100,39.6,99.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2388,3.31,13529,41.9,104.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2389,4.18,19265,45.5,96.4,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2390,1.06,2546,32.1,141.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2391,1.36,4365,34.7,137.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2392,1.89,5623,36.8,139.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2393,1.07,2712,34.4,148.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2394,1.38,4443,32.5,136.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2395,3.99,18566,44.1,88.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2396,2.13,7060,36.7,123.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2397,1.83,5161,34.4,132.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2398,1.41,4402,33.2,137.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2399,2.18,7235,39.4,135.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2400,3.89,17756,43.3,94.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2401,4.03,18894,45.0,86.1,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2402,3.3,14426,40.9,108.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2403,1.09,2207,31.4,134.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2404,2.01,6487,35.3,127.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2405,3.21,13424,42.6,101.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2406,3.35,14498,41.4,109.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2407,3.04,12644,39.0,109.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2408,2.45,8645,39.2,123.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2409,1.67,4590,34.4,149.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2410,3.05,12064,39.7,113.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2411,1.95,6883,36.3,129.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2412,1.2,3173,32.9,142.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2413,2.28,8383,36.6,108.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2414,4.17,19404,45.5,84.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2415,3.55,15203,44.3,101.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2416,2.73,11224,40.7,119.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2417,4.07,18223,46.3,94.0,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2418,3.82,16724,43.9,94.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2419,3.32,13269,42.5,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2420,3.79,16514,41.5,101.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2421,3.59,15760,43.8,93.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2422,1.96,6142,38.1,121.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2423,4.14,19887,45.1,88.0,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2424,1.24,2954,33.8,141.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2425,1.61,3851,33.9,134.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2426,4.08,18458,47.7,91.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2427,2.11,7300,35.1,126.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2428,1.34,3713,33.1,140.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2429,4.13,19745,43.5,83.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2430,1.1,2969,28.5,143.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2431,2.77,10954,37.9,111.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2432,1.13,2354,30.8,137.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2433,2.1,6468,37.1,121.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2434,2.49,9390,37.3,119.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2435,2.65,9952,38.1,109.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2436,1.4,3526,32.5,142.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2437,1.82,5583,37.3,127.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2438,2.28,7814,37.6,123.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2439,3.34,13699,42.2,100.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2440,1.97,6315,37.1,128.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2441,2.14,7863,37.0,124.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2442,1.02,2232,31.3,142.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2443,3.96,18244,44.8,99.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2444,3.58,15590,42.7,109.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2445,1.79,5894,37.4,127.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2446,2.2,8179,38.4,126.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2447,3.75,16398,43.9,99.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2448,1.27,3426,33.3,145.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2449,4.16,19566,43.5,78.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2450,2.39,8283,38.7,118.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2451,2.41,8703,37.9,127.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2452,3.97,17137,40.7,88.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2453,2.48,8993,38.4,117.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2454,3.38,14810,42.6,95.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2455,1.66,4844,36.6,129.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2456,3.13,12424,41.3,113.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2457,2.47,8218,37.1,111.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2458,2.47,9339,37.5,121.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2459,2.37,7955,38.0,122.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2460,2.57,9821,39.0,120.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2461,3.76,16703,44.2,97.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2462,2.64,10561,38.1,111.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2463,1.77,6276,34.8,126.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2464,2.98,12426,38.1,108.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2465,3.34,13955,40.5,100.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2466,2.22,7673,37.5,133.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2467,1.77,5748,37.4,135.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2468,3.28,13230,41.3,102.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2469,1.27,3086,31.4,145.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2470,3.43,14200,42.3,94.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2471,2.19,6730,36.0,115.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2472,1.79,5329,34.0,121.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2473,1.77,5339,34.6,129.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2474,2.94,11565,39.6,115.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2475,1.65,5261,34.4,128.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2476,3.74,16934,42.4,89.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2477,1.02,2932,32.9,143.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2478,2.96,12217,41.1,111.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2479,1.08,2589,33.9,153.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2480,4.19,19872,45.9,86.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2481,3.27,13563,39.8,108.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2482,1.62,4462,36.8,143.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2483,1.18,2253,32.3,142.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2484,3.57,15540,42.6,103.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2485,3.48,14875,42.0,100.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2486,2.13,7094,37.3,123.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2487,2.08,7460,35.8,117.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2488,3.22,13367,42.0,109.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2489,1.2,2561,34.4,142.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2490,2.12,5783,37.7,127.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2491,1.88,5085,35.2,131.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2492,3.04,12855,40.2,98.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2493,2.17,7078,36.4,120.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2494,3.52,15205,41.1,86.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2495,4.04,17867,46.2,96.5,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2496,2.83,11129,39.5,110.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2497,2.53,9344,39.1,118.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2498,1.01,3290,30.8,147.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2499,1.35,3298,30.7,134.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2500,2.41,8481,37.7,119.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2501,3.42,14841,42.0,102.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2502,2.14,7300,38.5,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2503,3.49,15410,42.7,99.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2504,2.74,9936,39.0,105.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2505,1.96,6436,37.5,130.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2506,3.06,12676,38.7,105.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2507,1.29,2625,34.7,149.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2508,3.42,14760,41.8,98.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2509,3.82,17369,40.6,82.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2510,1.69,4368,34.7,130.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2511,1.94,5930,35.7,131.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2512,3.13,12565,39.2,105.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2513,1.08,2546,34.0,132.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2514,3.93,17303,45.3,90.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2515,3.6,16354,42.0,97.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2516,4.17,18819,44.9,88.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2517,1.64,5158,33.4,132.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2518,3.76,16218,45.1,101.9,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2519,1.2,2731,32.9,155.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2520,1.34,3177,33.1,127.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2521,1.06,2306,32.0,146.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2522,2.81,10708,38.3,120.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2523,1.95,6032,35.7,121.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2524,1.47,4128,35.1,140.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2525,3.76,17457,43.8,103.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2526,3.66,15616,42.0,107.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2527,1.33,3699,32.2,129.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2528,1.41,4342,31.7,135.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2529,2.25,8228,38.4,119.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2530,3.39,14454,42.4,94.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2531,3.65,16167,42.9,96.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2532,1.5,4658,35.4,137.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2533,3.3,14784,42.2,110.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2534,3.6,15923,42.5,90.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2535,2.67,10392,39.5,113.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2536,1.94,5923,35.8,140.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2537,1.61,4117,35.5,139.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2538,4.12,18592,44.9,84.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2539,1.09,3137,32.6,138.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2540,2.69,9925,39.9,91.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2541,3.15,12957,41.5,110.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2542,3.98,18754,44.6,90.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2543,4.02,17837,43.9,87.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2544,3.34,14530,40.7,108.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2545,2.77,10843,39.1,110.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2546,3.22,13246,42.9,106.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2547,1.08,2091,30.3,153.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2548,3.35,14064,41.6,111.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2549,3.24,13441,42.0,97.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2550,1.17,3230,33.0,142.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2551,3.62,16345,44.0,99.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2552,2.96,12296,40.3,112.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2553,2.75,11615,40.9,112.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2554,3.27,13394,40.4,95.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2555,3.05,11690,40.0,108.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2556,3.78,17216,44.5,106.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2557,2.42,8449,38.8,119.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2558,2.87,11102,38.3,110.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2559,3.04,12309,41.1,107.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2560,2.31,7638,37.4,122.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2561,3.78,17415,44.0,97.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2562,3.85,16950,42.2,93.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2563,4.11,19747,44.3,88.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2564,3.19,12736,42.1,115.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2565,2.94,11888,42.0,109.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2566,3.08,11588,42.6,118.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2567,4.03,18709,44.8,87.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2568,4.05,19374,46.9,96.4,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2569,3.68,15346,43.6,97.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2570,2.38,8959,37.6,115.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2571,1.33,3804,33.2,128.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2572,1.63,5103,33.5,129.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2573,2.39,9249,36.3,123.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2574,4.1,19347,43.9,84.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2575,3.83,17233,44.8,91.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2576,3.74,15844,43.3,94.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2577,1.03,2627,32.6,148.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2578,3.38,14503,41.1,102.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2579,4.04,19381,45.3,87.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2580,2.12,7370,36.9,121.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2581,1.51,4798,35.9,139.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2582,1.89,6578,35.6,127.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2583,2.75,11141,40.1,98.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2584,1.59,5080,33.8,129.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2585,3.54,16158,43.8,103.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2586,3.84,18344,43.4,92.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2587,3.97,18323,42.8,96.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2588,2.68,10027,39.2,112.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2589,3.64,15824,41.9,100.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2590,2.12,6850,38.6,131.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2591,3.7,16517,42.3,97.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2592,1.23,3012,31.0,136.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2593,4.11,18944,45.3,79.8,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2594,2.69,10304,39.9,102.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2595,3.54,14584,41.7,107.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2596,2.73,9842,38.9,114.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2597,3.02,11734,40.1,103.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2598,4.05,18611,43.9,96.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2599,3.67,15671,43.7,80.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2600,1.62,4641,33.3,129.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2601,1.61,5045,34.6,122.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2602,3.05,12556,41.2,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2603,3.33,14316,42.6,113.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2604,2.33,9037,37.0,118.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2605,3.87,17787,45.0,80.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2606,1.59,4257,35.2,143.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2607,3.52,14965,40.4,94.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2608,3.49,14815,44.2,104.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2609,3.65,16468,44.3,94.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2610,4.16,19646,42.6,79.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2611,2.06,6287,37.2,118.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2612,3.98,18622,42.8,86.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2613,1.72,5117,35.7,136.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2614,2.72,10177,40.9,121.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2615,3.36,14570,41.5,111.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2616,3.81,17244,42.5,90.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2617,1.92,6722,35.6,115.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2618,4.07,18982,46.0,95.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2619,3.08,13243,40.9,114.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2620,3.19,13284,41.7,100.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2621,1.73,5834,35.8,136.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2622,3.5,15849,42.6,97.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2623,3.3,13747,41.2,97.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2624,4.16,19653,44.7,83.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2625,3.26,13527,41.4,111.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
