IMU_Sample_ID,Motorcycle_Lean_Angle_deg,Throttle_Opening_pct,IMU_Pitch_Wheelie_deg,Rear_Wheel_Slip_Ratio_pct,Slide_Control_State
DUCATI-GP-2419,43.8,72.5,2.6,9.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2420,15.9,27.4,2.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2421,60.5,49.9,2.6,9.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2422,52.3,58.3,0.7,10.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2423,50.2,92.2,1.4,12.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2424,17.2,28.6,4.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2425,27.8,84.5,-1.5,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2426,24.4,64.9,4.1,5.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2427,59.4,35.0,2.2,6.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2428,59.2,44.9,1.5,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2429,31.5,50.8,0.4,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2430,17.0,98.5,3.3,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2431,33.8,26.9,1.9,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2432,32.2,79.0,3.5,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2433,41.8,60.3,1.8,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2434,36.2,30.4,2.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2435,46.5,23.0,-0.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2436,18.9,44.0,1.9,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2437,21.9,52.2,4.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2438,54.0,92.6,1.8,13.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2439,19.6,68.1,2.7,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2440,57.7,87.5,6.0,13.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2441,50.5,99.4,0.8,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2442,44.4,53.5,1.8,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2443,52.2,53.8,3.2,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2444,28.7,23.6,2.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2445,37.2,20.7,1.0,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2446,48.6,63.8,0.5,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2447,61.7,33.4,4.6,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2448,62.0,82.2,2.4,13.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2449,33.1,70.8,3.0,6.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2450,17.0,38.0,4.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2451,34.1,56.3,3.7,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2452,27.0,91.1,0.5,4.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2453,38.8,28.5,3.7,5.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2454,55.9,40.4,4.6,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2455,56.7,77.4,-0.1,14.4,Highside Risk / Instant Torque Cut
DUCATI-GP-2456,19.8,82.0,2.5,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2457,44.2,71.6,3.4,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2458,58.9,77.4,0.4,12.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2459,43.1,39.1,1.2,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2460,36.9,70.4,4.3,6.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2461,38.9,83.4,2.2,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2462,32.2,24.5,2.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2463,22.5,22.3,4.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2464,44.1,97.5,1.6,12.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2465,29.9,59.6,2.9,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2466,62.0,98.3,0.4,16.9,Highside Risk / Instant Torque Cut
DUCATI-GP-2467,34.8,25.9,1.6,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2468,16.6,79.7,3.8,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2469,43.6,77.2,2.0,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2470,22.8,49.8,2.5,3.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2471,56.2,50.4,0.8,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2472,51.2,64.1,0.9,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2473,38.7,82.0,4.2,10.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2474,22.2,86.0,3.6,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2475,34.0,83.8,4.9,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2476,59.6,57.4,-0.9,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2477,40.3,76.2,3.6,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2478,24.1,55.4,0.4,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2479,59.0,40.5,2.1,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2480,38.0,27.7,1.8,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2481,52.8,22.0,-0.4,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2482,63.5,89.2,-0.7,16.8,Highside Risk / Instant Torque Cut
DUCATI-GP-2483,37.0,82.8,0.9,9.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2484,30.6,37.5,3.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2485,15.9,24.6,2.5,2.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2486,47.8,47.4,2.0,7.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2487,15.5,75.8,3.5,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2488,50.8,41.8,2.4,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2489,32.7,86.8,-0.3,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2490,51.7,66.8,2.0,10.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2491,21.1,60.8,0.9,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2492,49.9,67.9,2.7,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2493,37.1,69.5,1.9,4.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2494,54.5,23.7,3.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2495,61.9,23.8,4.0,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2496,45.0,83.7,0.8,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2497,49.7,36.8,3.4,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2498,60.2,62.0,0.1,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2499,57.9,25.7,0.5,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2500,41.6,75.2,2.0,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2501,52.9,88.2,4.0,13.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2502,18.9,56.2,2.7,3.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2503,23.8,88.7,6.3,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2504,22.8,38.0,3.7,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2505,19.9,93.5,0.7,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2506,55.5,41.9,0.5,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2507,31.0,44.1,1.5,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2508,32.4,24.0,1.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2509,38.7,49.2,-0.1,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2510,47.9,33.4,0.7,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2511,50.1,38.8,5.8,6.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2512,24.2,49.5,1.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2513,33.7,29.7,4.0,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2514,56.8,57.1,-0.5,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2515,41.6,78.2,1.7,9.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2516,50.8,20.0,2.6,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2517,49.4,77.3,4.6,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2518,33.1,98.3,3.0,7.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2519,28.3,21.9,4.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2520,63.1,84.8,-0.1,14.0,Highside Risk / Instant Torque Cut
DUCATI-GP-2521,25.4,27.6,2.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2522,58.6,93.9,0.8,14.8,Highside Risk / Instant Torque Cut
DUCATI-GP-2523,28.2,87.6,2.7,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2524,29.7,82.6,2.6,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2525,56.9,86.5,1.5,12.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2526,53.7,47.2,-0.6,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2527,53.3,85.6,2.5,13.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2528,62.5,86.8,1.3,14.7,Highside Risk / Instant Torque Cut
DUCATI-GP-2529,45.6,58.6,6.1,8.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2530,53.3,95.9,1.6,13.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2531,15.2,43.7,1.1,3.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2532,32.7,52.1,4.1,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2533,49.7,26.7,1.3,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2534,21.0,63.5,1.7,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2535,23.8,79.2,-1.7,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2536,31.3,37.0,2.3,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2537,56.2,24.7,2.2,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2538,32.6,68.6,3.8,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2539,42.7,75.1,2.5,7.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2540,15.3,71.9,1.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2541,58.7,21.0,-1.3,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2542,46.1,33.8,3.1,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2543,15.4,45.8,4.6,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2544,57.3,79.3,3.3,12.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2545,21.2,85.9,3.2,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2546,37.8,27.6,0.7,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2547,22.2,85.3,3.1,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2548,35.6,63.5,2.2,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2549,24.1,34.8,0.1,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2550,18.1,24.8,-0.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2551,34.4,94.9,2.2,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2552,37.1,24.3,0.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2553,39.7,63.5,1.6,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2554,51.1,32.6,1.4,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2555,58.8,92.6,2.9,14.3,Highside Risk / Instant Torque Cut
DUCATI-GP-2556,23.7,88.6,3.1,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2557,37.9,39.6,-1.6,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2558,58.6,98.7,2.2,16.0,Highside Risk / Instant Torque Cut
DUCATI-GP-2559,24.1,92.0,3.7,6.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2560,28.4,32.1,5.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2561,52.0,80.0,3.4,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2562,26.4,94.2,4.2,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2563,46.8,47.8,3.7,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2564,58.4,31.4,4.9,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2565,62.9,85.1,-0.7,17.8,Highside Risk / Instant Torque Cut
DUCATI-GP-2566,57.7,71.8,3.9,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2567,16.9,24.2,1.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2568,59.5,20.7,1.8,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2569,48.3,56.5,-2.4,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2570,18.9,69.4,4.8,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2571,58.0,43.6,4.1,6.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2572,33.4,61.0,-0.3,4.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2573,32.5,42.5,4.1,4.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2574,58.7,86.8,4.1,12.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2575,63.4,35.2,3.0,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2576,35.4,26.8,2.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2577,39.5,57.0,3.3,6.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2578,20.9,33.5,-0.1,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2579,44.7,63.9,3.3,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2580,31.7,94.6,1.9,10.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2581,62.3,94.4,-0.1,16.6,Highside Risk / Instant Torque Cut
DUCATI-GP-2582,62.8,97.5,-0.9,15.9,Highside Risk / Instant Torque Cut
DUCATI-GP-2583,47.0,55.5,0.5,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2584,36.3,98.7,3.7,11.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2585,60.6,89.5,0.6,14.4,Highside Risk / Instant Torque Cut
DUCATI-GP-2586,22.0,98.2,1.0,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2587,27.0,44.6,1.2,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2588,47.7,79.7,3.2,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2589,49.6,38.3,1.3,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2590,47.5,25.3,2.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2591,23.6,76.6,5.1,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2592,40.7,82.6,2.4,9.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2593,57.9,40.0,0.2,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2594,16.6,58.1,-0.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2595,22.5,31.5,2.4,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2596,24.1,95.3,1.5,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2597,30.9,29.7,0.7,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2598,22.0,69.1,4.1,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2599,53.6,35.2,1.0,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2600,39.4,46.2,-0.5,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2601,63.4,98.2,2.5,17.0,Highside Risk / Instant Torque Cut
DUCATI-GP-2602,42.3,32.1,1.4,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2603,51.8,36.5,0.8,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2604,18.9,33.4,3.2,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2605,58.4,21.2,-0.6,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2606,17.9,70.7,1.9,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2607,17.5,99.3,-0.3,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2608,19.9,68.1,0.4,3.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2609,16.7,97.5,-1.9,6.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2610,20.9,45.1,1.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2611,18.3,63.4,4.0,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2612,39.1,44.5,5.2,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2613,30.2,32.7,4.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2614,38.5,47.6,3.0,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2615,61.6,22.8,3.7,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2616,16.1,41.4,3.5,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2617,53.3,51.3,1.4,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2618,22.3,60.1,1.3,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2619,42.3,87.6,2.1,11.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2620,18.1,59.6,2.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2621,21.3,98.0,4.3,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2622,31.6,82.8,4.9,7.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2623,48.0,53.0,0.7,7.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2624,43.8,26.3,6.8,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2625,33.7,92.6,2.2,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2626,55.9,65.2,5.7,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2627,51.4,83.9,2.8,12.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2628,19.6,33.7,3.4,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2629,31.7,77.8,4.6,7.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2630,28.1,78.9,0.4,7.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2631,42.6,69.2,4.2,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2632,48.2,52.6,5.4,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2633,31.7,30.9,2.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2634,33.5,55.0,1.1,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2635,63.5,55.7,-1.7,10.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2636,40.6,86.7,2.1,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2637,37.9,90.7,2.5,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2638,40.0,75.0,3.6,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2639,21.7,41.8,4.0,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2640,59.3,37.3,0.6,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2641,51.1,53.8,3.3,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2642,28.6,81.4,2.8,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2643,24.8,21.4,5.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2644,47.7,35.1,1.1,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2645,63.8,59.3,2.8,8.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2646,39.0,69.8,1.0,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2647,57.0,26.7,1.6,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2648,17.3,87.7,3.1,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2649,33.6,22.1,1.6,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2650,49.7,85.4,2.5,10.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2651,35.0,51.1,-1.8,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2652,60.1,64.6,3.6,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2653,45.0,60.2,2.7,6.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2654,48.2,28.2,1.8,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2655,20.3,97.6,1.4,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2656,20.8,76.2,2.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2657,57.3,76.4,-0.2,11.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2658,28.9,23.0,3.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2659,53.2,86.1,2.3,13.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2660,24.5,45.6,0.7,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2661,38.2,21.3,3.4,4.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2662,39.8,97.8,1.2,7.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2663,49.2,72.4,0.7,10.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2664,54.5,53.3,3.6,9.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2665,37.9,89.0,-0.1,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2666,47.5,34.6,-0.4,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2667,57.9,95.8,0.9,16.2,Highside Risk / Instant Torque Cut
DUCATI-GP-2668,16.4,75.5,0.9,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2669,34.6,70.9,4.2,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2670,63.8,89.1,-0.7,14.7,Highside Risk / Instant Torque Cut
DUCATI-GP-2671,17.8,50.2,2.8,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2672,28.1,83.7,2.4,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2673,31.0,24.3,3.2,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2674,50.8,20.8,1.6,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2675,50.5,67.3,2.9,9.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2676,43.9,45.7,3.3,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2677,49.2,55.3,5.5,8.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2678,48.0,35.8,2.6,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2679,45.3,26.4,5.5,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2680,63.1,41.7,4.0,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2681,51.7,59.4,5.2,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2682,38.8,92.1,0.9,11.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2683,21.8,63.2,1.8,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2684,50.2,88.4,2.4,13.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2685,36.8,63.0,0.1,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2686,15.4,90.9,4.1,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2687,35.5,26.8,4.6,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2688,59.3,71.9,3.2,11.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2689,42.9,90.3,0.4,12.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2690,50.3,25.4,2.0,3.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2691,39.1,88.6,4.7,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2692,33.5,53.6,1.6,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2693,35.7,99.1,2.8,7.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2694,22.2,34.0,3.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2695,40.6,91.5,1.1,11.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2696,26.5,98.7,3.6,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-2697,54.6,59.2,3.4,10.9,Ducati Slide Control (DSC) Optimal Drift
