Inspection_ID,Vehicle_Zone,Defect_Type,Camera_Confidence,Box_Accuracy,Line_Speed_m_min
INSP-20778,Hood,Welding Porosity,0.819,0.73,3.74
INSP-20779,Quarter Panel Right,No Defect (Pass),0.886,0.0,4.48
INSP-20780,Door Left Front,No Defect (Pass),0.953,0.0,4.52
INSP-20781,Quarter Panel Right,No Defect (Pass),0.977,0.0,3.9
INSP-20782,Door Left Front,No Defect (Pass),0.798,0.0,4.17
INSP-20783,Roof Pillar,No Defect (Pass),0.953,0.0,4.17
INSP-20784,Trunk Lid,No Defect (Pass),0.965,0.0,4.36
INSP-20785,Trunk Lid,No Defect (Pass),0.924,0.0,4.15
INSP-20786,Door Left Front,Paint Scratch / Blemish,0.916,0.85,4.99
INSP-20787,Quarter Panel Right,No Defect (Pass),0.926,0.0,4.4
INSP-20788,Hood,Paint Scratch / Blemish,0.943,0.76,4.34
INSP-20789,Door Left Front,No Defect (Pass),0.79,0.0,3.96
INSP-20790,Roof Pillar,No Defect (Pass),0.99,0.0,4.01
INSP-20791,Trunk Lid,No Defect (Pass),0.853,0.0,4.1
INSP-20792,Quarter Panel Right,No Defect (Pass),0.872,0.0,4.33
INSP-20793,Quarter Panel Right,No Defect (Pass),0.857,0.0,4.76
INSP-20794,Quarter Panel Right,No Defect (Pass),0.543,0.0,4.04
INSP-20795,Roof Pillar,No Defect (Pass),0.972,0.0,4.24
INSP-20796,Door Left Front,No Defect (Pass),0.982,0.0,4.32
INSP-20797,Hood,No Defect (Pass),0.788,0.0,4.11
INSP-20798,Hood,No Defect (Pass),0.986,0.0,4.73
INSP-20799,Trunk Lid,No Defect (Pass),0.917,0.0,3.95
INSP-20800,Hood,No Defect (Pass),0.553,0.0,4.23
INSP-20801,Trunk Lid,No Defect (Pass),0.824,0.0,4.48
INSP-20802,Door Left Front,No Defect (Pass),0.927,0.0,4.4
INSP-20803,Door Left Front,No Defect (Pass),0.937,0.0,4.34
INSP-20804,Quarter Panel Right,No Defect (Pass),0.753,0.0,4.07
INSP-20805,Door Left Front,No Defect (Pass),0.955,0.0,4.49
INSP-20806,Hood,No Defect (Pass),0.926,0.0,4.22
INSP-20807,Trunk Lid,No Defect (Pass),0.995,0.0,4.59
INSP-20808,Door Left Front,No Defect (Pass),0.859,0.0,4.33
INSP-20809,Door Left Front,No Defect (Pass),0.832,0.0,4.67
INSP-20810,Hood,No Defect (Pass),0.869,0.0,4.09
INSP-20811,Roof Pillar,No Defect (Pass),0.813,0.0,3.7
INSP-20812,Quarter Panel Right,No Defect (Pass),0.961,0.0,4.24
INSP-20813,Roof Pillar,No Defect (Pass),0.985,0.0,4.31
INSP-20814,Roof Pillar,No Defect (Pass),0.711,0.0,4.11
INSP-20815,Trunk Lid,No Defect (Pass),0.86,0.0,4.64
INSP-20816,Door Left Front,No Defect (Pass),0.834,0.0,4.34
INSP-20817,Door Left Front,No Defect (Pass),0.814,0.0,4.8
INSP-20818,Hood,No Defect (Pass),0.967,0.0,4.6
INSP-20819,Door Left Front,No Defect (Pass),0.962,0.0,4.31
INSP-20820,Trunk Lid,No Defect (Pass),0.966,0.0,4.5
INSP-20821,Quarter Panel Right,No Defect (Pass),0.998,0.0,4.56
INSP-20822,Trunk Lid,No Defect (Pass),0.966,0.0,4.42
INSP-20823,Roof Pillar,No Defect (Pass),0.933,0.0,4.87
INSP-20824,Door Left Front,No Defect (Pass),0.962,0.0,4.85
INSP-20825,Roof Pillar,No Defect (Pass),0.891,0.0,4.14
INSP-20826,Quarter Panel Right,No Defect (Pass),0.941,0.0,4.15
INSP-20827,Trunk Lid,No Defect (Pass),0.985,0.0,4.61
INSP-20828,Roof Pillar,No Defect (Pass),0.917,0.0,3.68
INSP-20829,Trunk Lid,No Defect (Pass),0.959,0.0,4.01
INSP-20830,Quarter Panel Right,No Defect (Pass),0.905,0.0,4.29
INSP-20831,Roof Pillar,No Defect (Pass),0.637,0.0,4.18
INSP-20832,Door Left Front,No Defect (Pass),0.986,0.0,4.21
INSP-20833,Roof Pillar,No Defect (Pass),0.98,0.0,4.25
INSP-20834,Quarter Panel Right,No Defect (Pass),0.793,0.0,3.99
INSP-20835,Hood,No Defect (Pass),0.955,0.0,4.06
INSP-20836,Hood,No Defect (Pass),0.924,0.0,4.4
INSP-20837,Roof Pillar,No Defect (Pass),0.968,0.0,4.72
INSP-20838,Trunk Lid,No Defect (Pass),0.963,0.0,4.75
INSP-20839,Trunk Lid,No Defect (Pass),0.92,0.0,3.96
INSP-20840,Quarter Panel Right,Paint Scratch / Blemish,0.856,0.68,3.47
INSP-20841,Trunk Lid,No Defect (Pass),0.996,0.0,4.33
INSP-20842,Hood,No Defect (Pass),0.991,0.0,3.77
INSP-20843,Roof Pillar,Paint Scratch / Blemish,0.847,0.75,3.35
INSP-20844,Trunk Lid,No Defect (Pass),0.76,0.0,3.85
INSP-20845,Door Left Front,No Defect (Pass),0.813,0.0,4.15
INSP-20846,Hood,No Defect (Pass),0.805,0.0,4.65
INSP-20847,Quarter Panel Right,No Defect (Pass),0.674,0.0,3.96
INSP-20848,Hood,No Defect (Pass),0.978,0.0,4.08
INSP-20849,Roof Pillar,No Defect (Pass),0.997,0.0,4.0
INSP-20850,Door Left Front,No Defect (Pass),0.915,0.0,4.06
INSP-20851,Hood,No Defect (Pass),0.793,0.0,4.45
INSP-20852,Hood,No Defect (Pass),0.755,0.0,4.51
INSP-20853,Quarter Panel Right,No Defect (Pass),0.882,0.0,3.98
INSP-20854,Trunk Lid,No Defect (Pass),0.871,0.0,4.07
INSP-20855,Hood,No Defect (Pass),0.954,0.0,4.6
INSP-20856,Trunk Lid,No Defect (Pass),0.973,0.0,3.91
INSP-20857,Quarter Panel Right,No Defect (Pass),0.896,0.0,4.26
INSP-20858,Roof Pillar,No Defect (Pass),0.955,0.0,4.56
INSP-20859,Trunk Lid,No Defect (Pass),0.676,0.0,4.62
INSP-20860,Hood,No Defect (Pass),0.953,0.0,4.34
INSP-20861,Roof Pillar,No Defect (Pass),0.938,0.0,3.64
INSP-20862,Door Left Front,No Defect (Pass),0.907,0.0,3.93
INSP-20863,Trunk Lid,No Defect (Pass),0.981,0.0,3.85
INSP-20864,Trunk Lid,No Defect (Pass),0.912,0.0,4.17
INSP-20865,Door Left Front,No Defect (Pass),0.924,0.0,4.84
INSP-20866,Hood,No Defect (Pass),0.974,0.0,4.4
INSP-20867,Roof Pillar,No Defect (Pass),0.966,0.0,3.89
INSP-20868,Door Left Front,No Defect (Pass),0.962,0.0,4.46
INSP-20869,Quarter Panel Right,No Defect (Pass),0.852,0.0,4.72
INSP-20870,Hood,Welding Porosity,0.829,0.91,4.26
INSP-20871,Door Left Front,No Defect (Pass),0.749,0.0,3.87
INSP-20872,Quarter Panel Right,No Defect (Pass),0.955,0.0,4.1
INSP-20873,Quarter Panel Right,No Defect (Pass),0.881,0.0,4.61
INSP-20874,Trunk Lid,No Defect (Pass),0.951,0.0,4.23
INSP-20875,Hood,No Defect (Pass),0.815,0.0,4.15
INSP-20876,Roof Pillar,No Defect (Pass),0.849,0.0,4.28
INSP-20877,Trunk Lid,No Defect (Pass),0.979,0.0,4.34
INSP-20878,Door Left Front,No Defect (Pass),0.934,0.0,4.5
INSP-20879,Roof Pillar,No Defect (Pass),0.912,0.0,4.58
INSP-20880,Roof Pillar,No Defect (Pass),0.938,0.0,4.49
INSP-20881,Roof Pillar,No Defect (Pass),0.802,0.0,4.49
INSP-20882,Roof Pillar,No Defect (Pass),0.951,0.0,3.85
INSP-20883,Trunk Lid,No Defect (Pass),0.996,0.0,3.93
INSP-20884,Trunk Lid,Panel Gap Misalignment,0.677,0.68,4.23
INSP-20885,Roof Pillar,No Defect (Pass),0.876,0.0,4.53
INSP-20886,Roof Pillar,No Defect (Pass),0.961,0.0,4.28
INSP-20887,Trunk Lid,No Defect (Pass),0.921,0.0,4.45
INSP-20888,Door Left Front,No Defect (Pass),0.817,0.0,4.26
INSP-20889,Roof Pillar,No Defect (Pass),0.961,0.0,4.1
INSP-20890,Quarter Panel Right,No Defect (Pass),0.822,0.0,4.45
INSP-20891,Trunk Lid,No Defect (Pass),0.962,0.0,3.97
INSP-20892,Roof Pillar,No Defect (Pass),0.986,0.0,3.85
INSP-20893,Trunk Lid,No Defect (Pass),0.921,0.0,3.51
INSP-20894,Quarter Panel Right,Welding Porosity,0.63,0.69,4.54
INSP-20895,Quarter Panel Right,Paint Scratch / Blemish,0.855,0.66,4.21
INSP-20896,Roof Pillar,No Defect (Pass),0.991,0.0,3.64
INSP-20897,Door Left Front,No Defect (Pass),0.87,0.0,4.14
INSP-20898,Quarter Panel Right,No Defect (Pass),0.945,0.0,3.83
INSP-20899,Roof Pillar,No Defect (Pass),0.916,0.0,4.12
INSP-20900,Trunk Lid,No Defect (Pass),0.78,0.0,4.0
INSP-20901,Hood,No Defect (Pass),0.948,0.0,4.07
INSP-20902,Trunk Lid,No Defect (Pass),0.968,0.0,4.14
INSP-20903,Quarter Panel Right,No Defect (Pass),0.905,0.0,4.34
INSP-20904,Roof Pillar,No Defect (Pass),0.995,0.0,4.11
INSP-20905,Trunk Lid,No Defect (Pass),0.635,0.0,4.11
INSP-20906,Hood,No Defect (Pass),0.858,0.0,4.12
INSP-20907,Door Left Front,No Defect (Pass),0.981,0.0,3.95
INSP-20908,Trunk Lid,Panel Gap Misalignment,0.652,0.69,4.78
INSP-20909,Trunk Lid,No Defect (Pass),0.987,0.0,4.34
INSP-20910,Hood,Panel Gap Misalignment,0.855,0.83,4.47
INSP-20911,Hood,No Defect (Pass),0.996,0.0,4.63
INSP-20912,Trunk Lid,No Defect (Pass),0.999,0.0,3.89
INSP-20913,Door Left Front,No Defect (Pass),0.939,0.0,4.37
INSP-20914,Hood,No Defect (Pass),0.969,0.0,4.24
INSP-20915,Trunk Lid,No Defect (Pass),0.877,0.0,4.19
INSP-20916,Door Left Front,No Defect (Pass),0.936,0.0,3.61
INSP-20917,Hood,No Defect (Pass),0.937,0.0,4.17
INSP-20918,Roof Pillar,No Defect (Pass),0.932,0.0,4.11
INSP-20919,Door Left Front,No Defect (Pass),0.927,0.0,4.38
INSP-20920,Door Left Front,Clear-coat Orange Peel,0.815,0.67,4.0
INSP-20921,Quarter Panel Right,No Defect (Pass),0.905,0.0,4.12
INSP-20922,Roof Pillar,No Defect (Pass),0.904,0.0,4.5
INSP-20923,Quarter Panel Right,No Defect (Pass),0.973,0.0,4.23
INSP-20924,Door Left Front,No Defect (Pass),0.992,0.0,3.94
INSP-20925,Trunk Lid,No Defect (Pass),0.856,0.0,4.15
INSP-20926,Trunk Lid,No Defect (Pass),0.82,0.0,4.14
INSP-20927,Quarter Panel Right,No Defect (Pass),0.883,0.0,4.01
INSP-20928,Roof Pillar,No Defect (Pass),0.979,0.0,3.85
INSP-20929,Door Left Front,No Defect (Pass),0.96,0.0,4.32
INSP-20930,Quarter Panel Right,Welding Porosity,0.796,0.79,4.45
INSP-20931,Door Left Front,No Defect (Pass),0.62,0.0,4.22
INSP-20932,Roof Pillar,No Defect (Pass),0.833,0.0,4.75
INSP-20933,Roof Pillar,No Defect (Pass),0.942,0.0,4.27
INSP-20934,Roof Pillar,No Defect (Pass),0.96,0.0,4.03
INSP-20935,Roof Pillar,No Defect (Pass),0.781,0.0,4.68
INSP-20936,Trunk Lid,No Defect (Pass),0.907,0.0,4.06
INSP-20937,Hood,No Defect (Pass),0.816,0.0,4.23
INSP-20938,Trunk Lid,No Defect (Pass),0.779,0.0,4.02
INSP-20939,Trunk Lid,No Defect (Pass),0.843,0.0,3.86
INSP-20940,Trunk Lid,No Defect (Pass),0.994,0.0,3.93
INSP-20941,Hood,No Defect (Pass),0.855,0.0,4.21
INSP-20942,Trunk Lid,Paint Scratch / Blemish,0.93,0.76,4.5
INSP-20943,Trunk Lid,No Defect (Pass),0.962,0.0,4.22
INSP-20944,Roof Pillar,No Defect (Pass),0.925,0.0,4.29
INSP-20945,Trunk Lid,No Defect (Pass),0.912,0.0,4.78
INSP-20946,Roof Pillar,No Defect (Pass),0.952,0.0,4.27
INSP-20947,Roof Pillar,No Defect (Pass),0.949,0.0,3.81
INSP-20948,Hood,Paint Scratch / Blemish,0.523,0.66,3.99
INSP-20949,Trunk Lid,No Defect (Pass),0.981,0.0,4.38
INSP-20950,Trunk Lid,No Defect (Pass),0.956,0.0,4.08
INSP-20951,Hood,No Defect (Pass),0.927,0.0,3.99
INSP-20952,Trunk Lid,Paint Scratch / Blemish,0.649,0.67,4.4
INSP-20953,Trunk Lid,No Defect (Pass),0.578,0.0,4.88
INSP-20954,Roof Pillar,Welding Porosity,0.65,0.67,4.04
INSP-20955,Door Left Front,No Defect (Pass),0.984,0.0,4.32
INSP-20956,Hood,No Defect (Pass),0.956,0.0,4.47
INSP-20957,Hood,Paint Scratch / Blemish,0.888,0.8,3.99
INSP-20958,Roof Pillar,Clear-coat Orange Peel,0.875,0.67,3.79
INSP-20959,Hood,No Defect (Pass),0.815,0.0,4.58
INSP-20960,Trunk Lid,No Defect (Pass),0.993,0.0,4.3
INSP-20961,Trunk Lid,No Defect (Pass),0.766,0.0,4.55
INSP-20962,Roof Pillar,No Defect (Pass),0.985,0.0,4.75
INSP-20963,Roof Pillar,No Defect (Pass),0.809,0.0,4.3
INSP-20964,Door Left Front,No Defect (Pass),0.988,0.0,4.25
INSP-20965,Door Left Front,No Defect (Pass),0.944,0.0,3.9
INSP-20966,Trunk Lid,No Defect (Pass),0.986,0.0,3.91
INSP-20967,Door Left Front,No Defect (Pass),0.966,0.0,4.22
INSP-20968,Door Left Front,No Defect (Pass),0.975,0.0,4.34
INSP-20969,Trunk Lid,No Defect (Pass),0.868,0.0,4.86
INSP-20970,Trunk Lid,No Defect (Pass),0.985,0.0,4.18
INSP-20971,Hood,No Defect (Pass),0.953,0.0,4.24
INSP-20972,Door Left Front,No Defect (Pass),0.997,0.0,4.51
INSP-20973,Door Left Front,No Defect (Pass),0.956,0.0,4.64
INSP-20974,Hood,No Defect (Pass),0.987,0.0,4.17
INSP-20975,Door Left Front,No Defect (Pass),0.957,0.0,4.33
INSP-20976,Door Left Front,No Defect (Pass),0.944,0.0,4.4
INSP-20977,Roof Pillar,No Defect (Pass),0.728,0.0,4.21
INSP-20978,Quarter Panel Right,No Defect (Pass),0.962,0.0,4.83
INSP-20979,Quarter Panel Right,No Defect (Pass),0.781,0.0,3.86
INSP-20980,Trunk Lid,Welding Porosity,0.937,0.73,4.26
INSP-20981,Door Left Front,No Defect (Pass),0.88,0.0,3.72
INSP-20982,Door Left Front,No Defect (Pass),0.978,0.0,4.66
INSP-20983,Door Left Front,No Defect (Pass),0.917,0.0,4.13
INSP-20984,Roof Pillar,No Defect (Pass),0.927,0.0,4.32
INSP-20985,Quarter Panel Right,No Defect (Pass),0.803,0.0,4.52
INSP-20986,Trunk Lid,Clear-coat Orange Peel,0.969,0.87,4.74
INSP-20987,Quarter Panel Right,No Defect (Pass),0.977,0.0,4.15
INSP-20988,Hood,No Defect (Pass),0.907,0.0,4.43
INSP-20989,Door Left Front,Paint Scratch / Blemish,0.85,0.71,4.04
INSP-20990,Roof Pillar,Clear-coat Orange Peel,0.919,0.75,4.36
INSP-20991,Trunk Lid,Paint Scratch / Blemish,0.785,0.89,4.39
INSP-20992,Trunk Lid,No Defect (Pass),0.841,0.0,4.03
INSP-20993,Hood,No Defect (Pass),0.932,0.0,4.4
INSP-20994,Quarter Panel Right,No Defect (Pass),0.861,0.0,4.46
INSP-20995,Roof Pillar,Paint Scratch / Blemish,0.865,0.7,3.57
INSP-20996,Roof Pillar,No Defect (Pass),0.744,0.0,4.15
INSP-20997,Trunk Lid,No Defect (Pass),0.943,0.0,3.84
INSP-20998,Quarter Panel Right,Panel Gap Misalignment,0.817,0.76,3.78
INSP-20999,Roof Pillar,No Defect (Pass),0.831,0.0,4.4
INSP-21000,Quarter Panel Right,No Defect (Pass),0.99,0.0,4.39
INSP-21001,Trunk Lid,No Defect (Pass),0.999,0.0,3.96
INSP-21002,Quarter Panel Right,No Defect (Pass),0.807,0.0,4.14
INSP-21003,Hood,No Defect (Pass),0.934,0.0,4.0
INSP-21004,Quarter Panel Right,Welding Porosity,0.77,0.86,4.25
INSP-21005,Trunk Lid,No Defect (Pass),0.412,0.0,4.52
INSP-21006,Roof Pillar,No Defect (Pass),0.932,0.0,4.57
INSP-21007,Roof Pillar,No Defect (Pass),0.83,0.0,3.83
INSP-21008,Roof Pillar,No Defect (Pass),0.961,0.0,4.13
INSP-21009,Quarter Panel Right,No Defect (Pass),0.934,0.0,4.65
INSP-21010,Hood,No Defect (Pass),0.845,0.0,4.07
INSP-21011,Trunk Lid,No Defect (Pass),0.899,0.0,4.79
INSP-21012,Trunk Lid,No Defect (Pass),0.744,0.0,3.62
INSP-21013,Quarter Panel Right,No Defect (Pass),0.938,0.0,4.58
INSP-21014,Hood,No Defect (Pass),0.966,0.0,4.09
INSP-21015,Quarter Panel Right,No Defect (Pass),0.744,0.0,4.09
INSP-21016,Trunk Lid,No Defect (Pass),0.537,0.0,3.8
INSP-21017,Roof Pillar,Welding Porosity,0.83,0.91,4.34
INSP-21018,Roof Pillar,No Defect (Pass),0.809,0.0,4.24
INSP-21019,Roof Pillar,No Defect (Pass),0.82,0.0,4.05
INSP-21020,Quarter Panel Right,No Defect (Pass),0.987,0.0,4.63
INSP-21021,Door Left Front,No Defect (Pass),0.97,0.0,4.5
INSP-21022,Roof Pillar,No Defect (Pass),0.887,0.0,4.31
INSP-21023,Roof Pillar,No Defect (Pass),0.947,0.0,4.08
INSP-21024,Roof Pillar,No Defect (Pass),0.98,0.0,3.89
INSP-21025,Hood,No Defect (Pass),0.802,0.0,4.2
INSP-21026,Roof Pillar,No Defect (Pass),0.741,0.0,3.96
INSP-21027,Roof Pillar,No Defect (Pass),0.986,0.0,4.43
INSP-21028,Roof Pillar,No Defect (Pass),0.974,0.0,3.58
INSP-21029,Hood,No Defect (Pass),0.862,0.0,3.96
INSP-21030,Quarter Panel Right,No Defect (Pass),0.845,0.0,4.42
INSP-21031,Hood,No Defect (Pass),0.954,0.0,4.14
INSP-21032,Quarter Panel Right,No Defect (Pass),0.988,0.0,4.27
INSP-21033,Quarter Panel Right,No Defect (Pass),0.989,0.0,3.96
INSP-21034,Quarter Panel Right,No Defect (Pass),0.834,0.0,3.83
INSP-21035,Quarter Panel Right,No Defect (Pass),0.953,0.0,3.58
INSP-21036,Trunk Lid,No Defect (Pass),0.943,0.0,4.4
INSP-21037,Trunk Lid,No Defect (Pass),0.825,0.0,3.89
INSP-21038,Roof Pillar,No Defect (Pass),0.923,0.0,4.29
INSP-21039,Trunk Lid,No Defect (Pass),0.871,0.0,4.3
INSP-21040,Quarter Panel Right,No Defect (Pass),0.758,0.0,3.73
INSP-21041,Trunk Lid,No Defect (Pass),0.988,0.0,4.63
INSP-21042,Door Left Front,No Defect (Pass),0.973,0.0,4.19
INSP-21043,Trunk Lid,No Defect (Pass),0.892,0.0,3.97
INSP-21044,Door Left Front,No Defect (Pass),0.98,0.0,4.6
INSP-21045,Door Left Front,Welding Porosity,0.725,0.68,4.26
INSP-21046,Door Left Front,Paint Scratch / Blemish,0.784,0.88,4.06
INSP-21047,Door Left Front,No Defect (Pass),0.953,0.0,4.83
INSP-21048,Roof Pillar,No Defect (Pass),0.888,0.0,4.08
INSP-21049,Trunk Lid,Welding Porosity,0.867,0.68,4.18
INSP-21050,Roof Pillar,No Defect (Pass),0.913,0.0,4.35
INSP-21051,Roof Pillar,No Defect (Pass),0.751,0.0,3.89
INSP-21052,Trunk Lid,No Defect (Pass),0.989,0.0,4.5
INSP-21053,Quarter Panel Right,No Defect (Pass),0.904,0.0,4.12
INSP-21054,Roof Pillar,No Defect (Pass),0.93,0.0,4.11
INSP-21055,Roof Pillar,No Defect (Pass),0.843,0.0,4.16
INSP-21056,Hood,No Defect (Pass),0.999,0.0,4.17
INSP-21057,Quarter Panel Right,No Defect (Pass),0.816,0.0,3.74
INSP-21058,Roof Pillar,No Defect (Pass),0.955,0.0,4.26
INSP-21059,Hood,No Defect (Pass),0.981,0.0,3.82
INSP-21060,Hood,No Defect (Pass),0.864,0.0,3.79
INSP-21061,Roof Pillar,No Defect (Pass),0.979,0.0,3.69
INSP-21062,Quarter Panel Right,No Defect (Pass),0.917,0.0,4.11
INSP-21063,Hood,Clear-coat Orange Peel,0.989,0.69,4.07
INSP-21064,Trunk Lid,No Defect (Pass),0.94,0.0,4.54
INSP-21065,Door Left Front,No Defect (Pass),0.958,0.0,4.47
INSP-21066,Trunk Lid,No Defect (Pass),0.93,0.0,4.29
INSP-21067,Quarter Panel Right,No Defect (Pass),0.967,0.0,4.59
INSP-21068,Trunk Lid,No Defect (Pass),0.88,0.0,4.15
INSP-21069,Door Left Front,No Defect (Pass),0.99,0.0,3.93
INSP-21070,Quarter Panel Right,Welding Porosity,0.526,0.69,4.44
INSP-21071,Roof Pillar,No Defect (Pass),0.888,0.0,4.41
INSP-21072,Trunk Lid,Clear-coat Orange Peel,0.434,0.7,4.36
INSP-21073,Trunk Lid,No Defect (Pass),0.993,0.0,4.44
INSP-21074,Quarter Panel Right,No Defect (Pass),0.668,0.0,4.43
INSP-21075,Quarter Panel Right,No Defect (Pass),0.946,0.0,4.27
INSP-21076,Roof Pillar,No Defect (Pass),0.856,0.0,3.5
INSP-21077,Quarter Panel Right,No Defect (Pass),0.719,0.0,4.23
INSP-21078,Roof Pillar,Panel Gap Misalignment,0.879,0.89,4.86
INSP-21079,Door Left Front,No Defect (Pass),0.785,0.0,4.05
INSP-21080,Quarter Panel Right,No Defect (Pass),0.908,0.0,4.23
INSP-21081,Trunk Lid,No Defect (Pass),0.965,0.0,3.89
INSP-21082,Trunk Lid,No Defect (Pass),0.949,0.0,4.48
INSP-21083,Quarter Panel Right,No Defect (Pass),0.947,0.0,4.75
INSP-21084,Hood,Clear-coat Orange Peel,0.715,0.91,3.92
INSP-21085,Quarter Panel Right,No Defect (Pass),0.837,0.0,4.04
INSP-21086,Quarter Panel Right,No Defect (Pass),0.97,0.0,4.26
INSP-21087,Quarter Panel Right,No Defect (Pass),0.983,0.0,4.85
INSP-21088,Hood,No Defect (Pass),0.911,0.0,4.14
INSP-21089,Roof Pillar,No Defect (Pass),0.997,0.0,4.35
INSP-21090,Door Left Front,No Defect (Pass),0.937,0.0,4.24
INSP-21091,Trunk Lid,No Defect (Pass),0.996,0.0,4.37
INSP-21092,Roof Pillar,No Defect (Pass),0.945,0.0,4.12
INSP-21093,Roof Pillar,No Defect (Pass),0.857,0.0,4.12
INSP-21094,Door Left Front,No Defect (Pass),0.868,0.0,4.02
INSP-21095,Door Left Front,No Defect (Pass),0.971,0.0,4.14
INSP-21096,Roof Pillar,Panel Gap Misalignment,0.625,0.86,3.89
INSP-21097,Trunk Lid,No Defect (Pass),0.887,0.0,3.97
INSP-21098,Door Left Front,No Defect (Pass),0.89,0.0,4.16
INSP-21099,Trunk Lid,No Defect (Pass),0.988,0.0,4.09
INSP-21100,Door Left Front,No Defect (Pass),0.986,0.0,4.24
INSP-21101,Quarter Panel Right,No Defect (Pass),1.0,0.0,4.13
INSP-21102,Hood,No Defect (Pass),0.906,0.0,4.29
INSP-21103,Hood,No Defect (Pass),0.805,0.0,4.9
INSP-21104,Door Left Front,No Defect (Pass),0.743,0.0,4.34
INSP-21105,Quarter Panel Right,No Defect (Pass),0.88,0.0,4.19
INSP-21106,Hood,Welding Porosity,0.788,0.9,3.88
INSP-21107,Hood,No Defect (Pass),0.808,0.0,4.32
INSP-21108,Quarter Panel Right,No Defect (Pass),0.932,0.0,4.67
INSP-21109,Trunk Lid,No Defect (Pass),0.909,0.0,4.2
INSP-21110,Trunk Lid,No Defect (Pass),0.972,0.0,4.12
INSP-21111,Hood,No Defect (Pass),0.962,0.0,4.14
INSP-21112,Roof Pillar,Panel Gap Misalignment,0.749,0.82,4.35
INSP-21113,Quarter Panel Right,No Defect (Pass),0.944,0.0,4.37
INSP-21114,Quarter Panel Right,No Defect (Pass),0.945,0.0,4.28
INSP-21115,Quarter Panel Right,No Defect (Pass),0.829,0.0,4.38
INSP-21116,Hood,No Defect (Pass),0.96,0.0,4.63
INSP-21117,Door Left Front,No Defect (Pass),0.96,0.0,4.61
INSP-21118,Quarter Panel Right,No Defect (Pass),0.958,0.0,3.87
INSP-21119,Quarter Panel Right,No Defect (Pass),0.977,0.0,4.51
INSP-21120,Hood,No Defect (Pass),0.959,0.0,4.1
INSP-21121,Trunk Lid,No Defect (Pass),0.948,0.0,4.46
INSP-21122,Trunk Lid,No Defect (Pass),0.995,0.0,4.03
INSP-21123,Hood,No Defect (Pass),0.615,0.0,4.23
INSP-21124,Quarter Panel Right,No Defect (Pass),0.798,0.0,4.2
INSP-21125,Roof Pillar,No Defect (Pass),0.741,0.0,4.72
INSP-21126,Roof Pillar,Panel Gap Misalignment,0.806,0.84,4.24
INSP-21127,Hood,No Defect (Pass),0.874,0.0,3.47
INSP-21128,Roof Pillar,No Defect (Pass),0.863,0.0,4.16
INSP-21129,Roof Pillar,No Defect (Pass),0.993,0.0,3.58
INSP-21130,Roof Pillar,No Defect (Pass),0.904,0.0,4.36
INSP-21131,Roof Pillar,No Defect (Pass),0.799,0.0,4.11
INSP-21132,Trunk Lid,No Defect (Pass),0.971,0.0,4.08
INSP-21133,Door Left Front,No Defect (Pass),0.984,0.0,4.76
INSP-21134,Roof Pillar,No Defect (Pass),0.791,0.0,3.66
INSP-21135,Quarter Panel Right,No Defect (Pass),0.821,0.0,4.47
INSP-21136,Door Left Front,Clear-coat Orange Peel,0.874,0.68,3.95
INSP-21137,Door Left Front,No Defect (Pass),0.716,0.0,4.4
INSP-21138,Trunk Lid,No Defect (Pass),0.962,0.0,4.16
INSP-21139,Quarter Panel Right,No Defect (Pass),0.865,0.0,4.1
INSP-21140,Hood,No Defect (Pass),0.706,0.0,4.34
INSP-21141,Quarter Panel Right,No Defect (Pass),0.903,0.0,4.16
INSP-21142,Quarter Panel Right,No Defect (Pass),0.933,0.0,4.14
INSP-21143,Roof Pillar,No Defect (Pass),0.968,0.0,4.49
INSP-21144,Hood,No Defect (Pass),0.849,0.0,4.49
INSP-21145,Hood,No Defect (Pass),0.868,0.0,4.16
INSP-21146,Door Left Front,No Defect (Pass),0.991,0.0,4.42
INSP-21147,Roof Pillar,No Defect (Pass),0.952,0.0,4.5
INSP-21148,Quarter Panel Right,No Defect (Pass),0.958,0.0,4.53
INSP-21149,Trunk Lid,No Defect (Pass),0.974,0.0,4.04
INSP-21150,Trunk Lid,No Defect (Pass),0.904,0.0,4.21
INSP-21151,Hood,No Defect (Pass),0.921,0.0,4.08
INSP-21152,Hood,No Defect (Pass),0.889,0.0,4.67
INSP-21153,Door Left Front,No Defect (Pass),0.862,0.0,4.18
INSP-21154,Trunk Lid,Panel Gap Misalignment,0.856,0.93,4.17
INSP-21155,Hood,No Defect (Pass),0.922,0.0,3.81
INSP-21156,Trunk Lid,No Defect (Pass),0.889,0.0,4.32
INSP-21157,Hood,No Defect (Pass),0.905,0.0,4.22
INSP-21158,Trunk Lid,No Defect (Pass),0.941,0.0,4.02
INSP-21159,Quarter Panel Right,No Defect (Pass),0.774,0.0,4.24
INSP-21160,Hood,Clear-coat Orange Peel,0.85,0.8,3.99
INSP-21161,Roof Pillar,No Defect (Pass),0.992,0.0,3.88
INSP-21162,Door Left Front,No Defect (Pass),0.977,0.0,4.24
INSP-21163,Quarter Panel Right,No Defect (Pass),0.963,0.0,5.04
INSP-21164,Hood,Panel Gap Misalignment,0.775,0.76,4.54
INSP-21165,Hood,Panel Gap Misalignment,0.821,0.94,4.32
INSP-21166,Quarter Panel Right,No Defect (Pass),0.915,0.0,4.28
