Sensor_Pulse_ID,Tire_Slip_Angle_deg,In_Tread_Piezo_Accel_G,Estimated_Road_Friction_Mu,Contact_Patch_Length_mm,Tire_Grip_Status
PIRELLI-CYBER-2297,6.72,419.4,0.85,149.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2298,4.95,336.2,0.87,152.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2299,1.82,187.4,0.95,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2300,0.94,145.4,1.1,180.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2301,8.66,507.9,0.72,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2302,5.1,348.1,0.94,159.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2303,2.06,223.6,1.08,178.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2304,8.74,506.0,0.71,144.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2305,5.57,345.0,0.83,159.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2306,5.58,347.2,0.91,154.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2307,5.98,373.3,0.82,155.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2308,6.77,422.9,0.82,149.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2309,8.97,533.6,0.7,144.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2310,2.24,221.4,1.09,173.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2311,4.25,336.3,0.95,158.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2312,3.73,290.6,1.04,170.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2313,1.88,217.9,1.13,175.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2314,6.97,400.2,0.77,148.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2315,4.01,310.1,0.94,161.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2316,6.72,415.2,0.85,152.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2317,8.11,503.1,0.76,147.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2318,3.21,249.7,1.05,161.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2319,0.53,157.0,1.08,182.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2320,5.64,351.6,0.86,164.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2321,6.87,455.3,0.77,149.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2322,8.82,529.4,0.75,137.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2323,3.95,310.7,1.05,160.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2324,5.27,349.8,0.86,155.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2325,3.26,253.9,0.96,168.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2326,2.15,212.8,1.0,168.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2327,4.42,331.0,0.91,170.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2328,7.04,456.8,0.76,147.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2329,5.41,360.9,0.87,157.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2330,5.32,340.4,0.89,153.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2331,1.77,209.0,1.07,174.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2332,7.82,467.4,0.73,146.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2333,7.38,471.3,0.74,147.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2334,5.26,328.3,0.91,157.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2335,2.16,203.5,0.99,172.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2336,7.34,445.5,0.78,150.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2337,6.45,388.2,0.78,153.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2338,5.78,367.5,0.86,158.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2339,6.49,412.0,0.78,156.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2340,1.1,180.5,1.13,177.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2341,8.09,500.2,0.71,144.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2342,5.74,405.4,0.86,159.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2343,0.84,149.0,1.02,181.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2344,2.72,227.4,1.04,170.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2345,5.75,361.5,0.92,151.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2346,6.35,408.3,0.81,158.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2347,3.34,259.4,0.93,171.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2348,5.21,351.1,0.89,155.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2349,5.24,356.9,0.92,160.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2350,8.96,521.0,0.76,137.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2351,3.41,264.2,0.94,166.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2352,5.04,335.9,0.92,154.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2353,4.18,337.4,0.91,166.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2354,8.72,497.0,0.72,141.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2355,8.97,534.7,0.66,141.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2356,0.65,171.5,1.08,184.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2357,8.45,473.1,0.79,135.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2358,5.95,378.0,0.87,148.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2359,2.71,239.9,1.02,170.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2360,1.39,170.8,1.1,177.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2361,1.58,169.5,1.08,178.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2362,8.58,519.9,0.73,140.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2363,2.65,276.7,1.07,169.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2364,3.31,276.8,0.94,165.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2365,1.68,208.9,1.05,175.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2366,5.48,366.7,0.87,154.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2367,0.9,177.2,1.16,178.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2368,3.22,257.1,0.95,171.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2369,7.79,458.5,0.75,145.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2370,8.25,521.8,0.8,143.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2371,7.84,447.2,0.75,143.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2372,7.67,462.4,0.82,142.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2373,7.99,485.0,0.78,141.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2374,8.11,503.1,0.76,150.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2375,1.95,196.4,1.02,176.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2376,7.89,479.2,0.78,143.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2377,6.14,391.8,0.84,156.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2378,3.58,271.9,0.95,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2379,3.23,289.4,0.99,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2380,4.15,319.8,0.95,160.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2381,8.23,494.8,0.72,138.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2382,0.72,141.5,1.13,182.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2383,2.78,261.0,1.0,172.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2384,3.55,281.9,0.99,166.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2385,5.97,369.8,0.85,153.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2386,3.92,301.8,0.96,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2387,8.37,505.0,0.76,141.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2388,6.99,441.6,0.8,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2389,4.02,298.1,0.93,168.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2390,6.6,408.9,0.78,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2391,8.11,480.5,0.71,143.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2392,3.12,253.0,0.95,166.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2393,1.28,197.5,1.08,179.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2394,3.31,279.8,0.94,166.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2395,4.47,308.3,0.98,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2396,2.79,253.3,1.03,171.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2397,6.98,402.9,0.86,148.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2398,3.61,288.0,1.03,162.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2399,1.42,194.3,1.15,175.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2400,6.76,431.7,0.78,154.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2401,3.84,299.1,0.96,162.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2402,1.24,167.9,1.08,180.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2403,6.33,388.8,0.89,152.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2404,6.19,412.3,0.86,148.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2405,4.64,322.2,0.91,160.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2406,0.87,154.5,1.12,182.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2407,3.46,266.1,0.98,166.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2408,5.67,376.1,0.88,157.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2409,7.19,441.2,0.82,147.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2410,3.05,256.9,1.03,164.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2411,1.25,175.3,1.15,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2412,2.25,184.2,1.06,175.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2413,1.3,166.7,1.05,178.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2414,4.77,337.1,0.94,163.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2415,4.91,324.7,0.86,157.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2416,6.78,436.2,0.76,146.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2417,1.52,202.5,1.02,177.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2418,1.68,184.9,0.96,180.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2419,8.64,526.1,0.77,144.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2420,0.52,138.0,1.09,185.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2421,3.78,321.7,0.93,167.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2422,8.15,483.1,0.72,146.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2423,6.99,439.6,0.77,153.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2424,6.26,408.6,0.86,149.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2425,3.93,299.2,0.91,165.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2426,5.83,379.6,0.92,156.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2427,1.32,198.3,1.03,177.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2428,4.69,333.3,0.95,163.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2429,1.62,192.3,1.05,177.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2430,2.43,242.2,1.06,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2431,4.72,345.7,0.95,162.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2432,4.3,330.6,0.94,159.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2433,8.67,521.9,0.8,135.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2434,4.08,316.3,0.9,161.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2435,7.63,497.9,0.74,147.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2436,3.0,256.7,1.02,167.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2437,8.84,515.7,0.74,138.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2438,2.81,262.3,1.01,168.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2439,4.71,340.3,0.88,157.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2440,3.19,254.4,0.91,163.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2441,3.06,270.5,1.06,167.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2442,5.1,336.1,0.87,155.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2443,0.87,155.2,1.1,179.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2444,3.76,267.6,0.9,167.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2445,8.22,497.5,0.68,145.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2446,6.86,429.6,0.79,150.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2447,3.12,266.0,1.02,170.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2448,6.13,403.2,0.93,157.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2449,2.41,251.2,1.05,173.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2450,6.25,392.2,0.86,145.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2451,6.65,435.2,0.88,146.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2452,7.28,415.1,0.81,148.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2453,2.95,255.9,1.01,166.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2454,8.46,483.2,0.72,141.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2455,1.48,163.2,1.09,178.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2456,8.8,502.8,0.75,135.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2457,4.68,317.3,0.89,160.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2458,5.62,358.3,0.89,156.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2459,1.73,187.2,1.1,177.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2460,6.5,402.5,0.78,155.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2461,7.31,459.6,0.81,146.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2462,2.75,272.5,1.03,172.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2463,7.54,441.2,0.82,146.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2464,4.63,324.8,0.89,158.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2465,3.23,265.6,1.07,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2466,8.61,505.0,0.7,143.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2467,7.11,438.8,0.91,150.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2468,3.83,304.6,1.02,173.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2469,4.81,343.5,0.9,159.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2470,6.51,404.3,0.82,147.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2471,8.02,467.0,0.76,142.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2472,5.39,333.7,0.84,156.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2473,7.49,470.4,0.77,144.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2474,6.24,391.8,0.87,153.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2475,8.94,546.4,0.65,139.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2476,1.47,183.7,1.07,181.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2477,3.15,266.8,0.99,170.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2478,3.6,291.2,0.97,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2479,3.73,262.4,0.99,165.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2480,3.69,275.0,0.99,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2481,2.27,224.6,1.12,172.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2482,7.43,460.8,0.77,146.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2483,7.97,470.3,0.76,141.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2484,7.98,467.5,0.81,146.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2485,7.37,435.8,0.72,147.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2486,4.49,331.3,1.0,162.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2487,4.96,351.8,0.81,160.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2488,1.54,183.4,1.07,177.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2489,2.23,229.6,1.08,170.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2490,8.69,489.8,0.69,139.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2491,8.72,527.5,0.77,140.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2492,7.66,444.1,0.79,140.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2493,0.96,167.0,1.15,182.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2494,4.06,297.0,0.92,163.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2495,3.61,293.7,0.96,166.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2496,8.34,512.3,0.71,140.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2497,4.05,294.5,0.91,161.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2498,1.38,185.1,1.15,175.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2499,6.69,418.4,0.81,159.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2500,1.92,181.4,1.09,173.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2501,8.27,475.3,0.75,142.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2502,1.7,202.7,1.11,179.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2503,5.91,399.2,0.84,151.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2504,5.68,379.7,0.88,156.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2505,2.77,238.0,1.05,176.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2506,1.76,165.8,1.13,171.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2507,5.57,402.2,0.91,157.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2508,8.04,490.6,0.81,138.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2509,3.65,284.1,1.04,165.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2510,6.97,434.6,0.8,150.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2511,3.29,285.2,1.03,167.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2512,3.65,268.2,0.99,165.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2513,6.24,404.0,0.8,152.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2514,3.61,275.5,0.97,168.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2515,5.2,366.9,0.91,164.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2516,6.75,425.5,0.82,152.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2517,8.88,502.3,0.7,138.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2518,7.11,456.8,0.83,144.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2519,5.7,387.6,0.86,157.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2520,7.81,464.6,0.73,145.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2521,3.39,286.8,0.98,172.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2522,3.88,295.6,1.02,164.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2523,1.9,235.0,1.07,172.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2524,6.9,425.8,0.86,149.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2525,7.61,463.5,0.72,151.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2526,8.96,511.2,0.72,133.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2527,3.53,288.0,0.91,163.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2528,5.85,381.7,0.85,154.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2529,7.99,499.2,0.86,144.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2530,3.13,221.9,0.97,166.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2531,6.09,407.1,0.86,151.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2532,6.86,427.5,0.75,150.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2533,3.23,255.7,0.97,165.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2534,3.22,266.2,1.06,165.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2535,4.32,321.0,0.89,159.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2536,3.32,275.4,1.05,171.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2537,3.96,305.2,0.93,160.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2538,5.49,347.3,0.89,164.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2539,5.11,359.8,0.85,158.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2540,6.74,443.4,0.89,149.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2541,2.43,216.5,1.02,167.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2542,0.64,173.9,1.14,181.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2543,4.53,298.6,0.94,163.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2544,6.15,396.4,0.87,152.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2545,1.68,191.9,1.05,176.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2546,7.03,434.5,0.84,142.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2547,1.31,164.7,1.13,179.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2548,1.84,197.6,1.03,176.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2549,5.5,367.9,0.86,152.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2550,5.74,384.1,0.86,158.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2551,4.54,345.0,0.88,157.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2552,5.8,384.9,0.85,147.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2553,7.62,472.1,0.73,145.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2554,8.87,525.7,0.73,139.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2555,4.47,312.3,0.91,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2556,5.3,382.4,0.86,153.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2557,3.32,296.3,0.91,166.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2558,4.82,327.5,0.91,155.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2559,6.08,404.6,0.84,155.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2560,5.96,382.4,0.92,155.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2561,4.81,338.4,0.91,157.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2562,0.83,181.1,1.07,179.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2563,7.08,447.3,0.76,145.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2564,5.73,358.1,0.86,152.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2565,5.93,415.1,0.86,158.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2566,1.26,197.3,1.16,172.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2567,6.05,384.3,0.82,157.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2568,7.62,434.0,0.74,149.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2569,3.24,263.5,1.01,170.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2570,4.39,318.4,1.0,159.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2571,3.73,298.9,0.98,164.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2572,6.65,412.3,0.85,151.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2573,0.77,137.6,1.18,174.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2574,8.74,513.1,0.71,137.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2575,1.93,207.9,1.07,170.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2576,5.99,375.0,0.85,153.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2577,6.08,347.9,0.87,154.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2578,3.74,310.7,0.95,169.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2579,8.83,524.8,0.66,136.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2580,2.11,199.5,1.09,174.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2581,3.16,303.8,1.0,165.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2582,7.7,481.7,0.76,141.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2583,4.94,354.5,0.87,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2584,8.43,503.3,0.69,143.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2585,6.01,392.8,0.82,151.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2586,6.01,393.7,0.84,152.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2587,5.25,351.8,0.9,155.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2588,2.66,254.5,1.05,170.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2589,2.75,230.3,1.01,177.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2590,6.93,419.8,0.86,148.0,Peak Slip Exceeded / Traction Loss
