Lighting_Frame_ID,Active_Micro_Pixels,LED_Junction_Temp_C,High_Beam_Range_Lux,Oncoming_Driver_Glare_Lux,Matrix_Quality_State
MARELLI-LED-2469,1081921,95.9,132.0,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2470,1121491,99.1,123.9,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2471,1147854,101.5,126.8,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2472,463858,77.8,165.7,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2473,872613,86.4,146.5,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2474,792926,86.2,147.0,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2475,1211215,113.5,106.1,0.11,Thermal Derate / Pixel Mask Active
MARELLI-LED-2476,445981,72.9,181.2,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2477,1109499,96.6,132.8,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2478,1227549,105.2,120.4,0.02,Thermal Derate / Pixel Mask Active
MARELLI-LED-2479,647474,90.3,143.4,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2480,585718,77.8,161.4,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2481,852566,98.1,126.9,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2482,1202333,105.0,113.2,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2483,821841,80.6,156.9,0.3,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2484,1086163,106.6,115.8,0.1,Thermal Derate / Pixel Mask Active
MARELLI-LED-2485,1065696,104.2,116.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2486,529458,81.9,160.5,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2487,587091,77.2,168.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2488,892375,100.4,123.8,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2489,690810,93.2,137.0,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2490,1226975,104.9,114.8,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2491,551206,86.1,151.8,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2492,1203062,108.9,110.0,0.32,Thermal Derate / Pixel Mask Active
MARELLI-LED-2493,540760,77.0,173.1,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2494,1119444,105.8,121.2,0.18,Thermal Derate / Pixel Mask Active
MARELLI-LED-2495,1211137,108.8,106.1,0.05,Thermal Derate / Pixel Mask Active
MARELLI-LED-2496,1086535,90.3,138.1,0.35,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2497,1183208,109.0,106.8,0.09,Thermal Derate / Pixel Mask Active
MARELLI-LED-2498,942254,89.6,144.5,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2499,1249596,106.2,111.0,0.05,Thermal Derate / Pixel Mask Active
MARELLI-LED-2500,587278,90.7,143.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2501,1297118,109.8,108.3,0.13,Thermal Derate / Pixel Mask Active
MARELLI-LED-2502,1024805,95.3,135.3,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2503,662292,82.6,153.1,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2504,645214,79.5,153.5,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2505,477326,84.5,157.9,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2506,1221407,96.1,134.2,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2507,1242737,100.0,124.7,0.25,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2508,941422,101.0,127.5,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2509,1216852,102.0,124.1,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2510,1046428,92.2,146.4,0.58,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2511,984409,99.9,125.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2512,1263990,103.4,122.7,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2513,1084736,97.2,132.5,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2514,806211,88.6,141.0,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2515,1080277,99.8,126.3,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2516,1082926,102.9,124.2,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2517,668394,78.5,163.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2518,1086060,96.5,133.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2519,919087,91.8,140.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2520,978081,103.1,124.2,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2521,885972,91.0,140.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2522,1131490,107.6,108.7,0.03,Thermal Derate / Pixel Mask Active
MARELLI-LED-2523,1089210,92.8,143.0,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2524,905726,89.7,145.6,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2525,776579,84.3,150.4,0.26,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2526,881492,96.7,137.0,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2527,1289454,106.5,117.9,0.05,Thermal Derate / Pixel Mask Active
MARELLI-LED-2528,1240837,107.5,113.1,0.03,Thermal Derate / Pixel Mask Active
MARELLI-LED-2529,1219024,104.9,108.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2530,647629,83.2,156.1,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2531,982077,97.9,122.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2532,875070,96.2,131.6,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2533,999939,93.5,141.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2534,531948,76.8,162.5,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2535,955402,92.0,137.3,0.34,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2536,555987,82.4,158.1,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2537,518523,80.2,159.8,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2538,756970,83.4,155.3,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2539,542885,71.3,174.4,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2540,764147,81.1,151.7,0.58,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2541,676280,80.2,167.9,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2542,657974,81.9,158.6,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2543,821750,87.4,139.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2544,668929,83.4,152.9,0.43,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2545,879813,88.1,146.0,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2546,413291,76.0,162.2,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2547,913053,83.7,151.2,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2548,540709,77.2,170.4,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2549,423780,79.6,157.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2550,1179315,100.8,128.3,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2551,1024896,90.5,139.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2552,486304,80.4,160.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2553,780658,92.9,136.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2554,1068047,93.1,137.6,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2555,872735,97.4,135.1,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2556,1193548,97.4,123.4,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2557,763855,84.8,157.2,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2558,921358,85.6,151.4,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2559,788057,94.4,139.3,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2560,466850,82.5,161.9,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2561,643669,86.7,156.7,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2562,759784,87.7,144.8,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2563,797290,85.5,150.3,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2564,492534,67.1,184.5,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2565,776043,94.4,136.8,0.26,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2566,488537,81.3,157.2,0.38,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2567,1283562,111.5,98.2,0.24,Thermal Derate / Pixel Mask Active
MARELLI-LED-2568,587078,84.2,156.2,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2569,1106643,110.2,111.2,0.17,Thermal Derate / Pixel Mask Active
MARELLI-LED-2570,1219725,102.4,123.6,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2571,458529,80.7,157.8,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2572,950261,90.4,143.1,0.32,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2573,1283778,100.2,127.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2574,1198342,96.0,129.8,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2575,1098152,90.1,139.9,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2576,1127507,107.7,107.6,0.07,Thermal Derate / Pixel Mask Active
MARELLI-LED-2577,584867,88.0,144.7,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2578,697465,78.5,159.9,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2579,523339,88.1,147.7,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2580,1017212,104.1,117.7,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2581,902743,91.3,141.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2582,465907,75.7,167.6,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2583,799701,91.7,144.9,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2584,453822,70.1,177.4,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2585,652637,75.8,174.1,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2586,761265,85.0,155.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2587,955637,94.9,138.8,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2588,703654,83.7,160.4,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2589,1249802,96.4,132.1,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2590,1053028,93.0,147.1,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2591,655205,86.9,143.2,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2592,1212518,105.8,117.3,0.3,Thermal Derate / Pixel Mask Active
MARELLI-LED-2593,976724,98.2,124.4,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2594,592581,73.6,173.3,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2595,718801,87.8,145.2,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2596,772197,82.1,161.6,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2597,944414,94.4,142.6,0.28,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2598,1193076,100.9,120.0,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2599,846448,93.9,130.8,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2600,732127,75.1,168.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2601,1293468,111.2,105.7,0.09,Thermal Derate / Pixel Mask Active
MARELLI-LED-2602,865580,85.1,148.3,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2603,542455,79.3,166.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2604,1107755,103.4,120.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2605,505226,85.9,156.8,0.28,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2606,1183350,100.1,124.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2607,1228525,98.6,125.6,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2608,1061831,90.0,148.6,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2609,995432,98.3,132.9,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2610,575567,86.3,149.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2611,566782,79.9,161.0,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2612,1185406,103.9,121.7,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2613,720286,80.6,163.8,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2614,1268997,101.3,121.3,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2615,638292,79.3,164.6,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2616,543968,87.1,134.8,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2617,624454,76.8,168.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2618,570706,76.4,166.3,0.34,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2619,1256552,104.9,122.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2620,602646,84.4,163.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2621,998312,89.8,141.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2622,560615,78.9,165.4,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2623,1039217,105.8,111.0,0.03,Thermal Derate / Pixel Mask Active
MARELLI-LED-2624,863917,78.6,167.4,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2625,1022922,87.3,148.6,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2626,586568,87.1,146.3,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2627,572724,75.9,164.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2628,955097,87.3,147.8,0.56,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2629,808973,96.6,127.1,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2630,491952,75.7,175.6,0.35,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2631,1111854,94.4,137.2,0.25,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2632,950151,97.7,138.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2633,829677,79.8,167.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2634,643613,82.1,156.7,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2635,826779,86.5,146.3,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2636,580436,89.2,141.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2637,870598,91.9,142.6,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2638,417443,63.1,196.6,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2639,997969,100.5,116.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2640,1205147,99.9,128.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2641,746889,92.8,144.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2642,485731,71.6,184.7,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2643,674804,88.2,140.7,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2644,783629,89.9,146.5,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2645,1230020,105.5,116.3,0.02,Thermal Derate / Pixel Mask Active
MARELLI-LED-2646,887906,86.5,151.8,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2647,1116722,96.7,136.0,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2648,927238,82.2,159.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2649,1232239,110.7,114.4,0.3,Thermal Derate / Pixel Mask Active
MARELLI-LED-2650,836349,85.7,149.8,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2651,1264151,102.8,127.0,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2652,1214597,108.2,110.3,0.03,Thermal Derate / Pixel Mask Active
MARELLI-LED-2653,1177065,106.5,112.0,0.06,Thermal Derate / Pixel Mask Active
MARELLI-LED-2654,1000901,91.3,142.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2655,992815,95.7,134.2,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2656,968529,103.7,124.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2657,1153684,94.4,138.6,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2658,1275025,104.4,116.6,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2659,1068018,95.5,128.7,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2660,858246,89.1,147.0,0.31,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2661,1070676,100.9,128.3,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2662,404700,69.8,179.3,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2663,1262022,100.0,121.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2664,415376,70.3,174.7,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2665,1058704,104.8,117.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2666,1185796,94.3,136.7,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2667,1084341,92.9,142.0,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2668,493652,74.3,176.6,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2669,1068816,98.4,139.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2670,1024577,104.2,121.3,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2671,740425,94.5,133.9,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2672,1165784,97.6,133.4,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2673,486172,68.2,182.2,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2674,592724,74.2,163.9,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2675,764291,85.0,150.6,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2676,571028,79.8,159.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2677,1051150,95.4,134.4,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2678,603368,80.1,165.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2679,465110,74.1,182.3,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2680,654968,84.1,160.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2681,458055,74.5,171.9,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2682,522396,75.6,166.3,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2683,1267744,102.6,124.5,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2684,1081468,94.3,134.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2685,625279,74.5,171.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2686,893445,92.0,137.7,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2687,1091344,96.0,129.0,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2688,1107912,95.6,141.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2689,554191,87.1,152.1,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2690,1165358,105.0,116.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2691,1054070,98.3,130.3,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2692,799603,91.4,139.7,0.45,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2693,1095570,94.4,132.9,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2694,1010800,89.7,141.6,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2695,1039409,92.3,138.2,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2696,580265,83.9,154.5,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2697,819621,89.8,149.0,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2698,1285105,102.2,122.0,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2699,504078,67.3,185.4,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2700,1107422,94.2,131.8,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2701,772321,91.2,142.0,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2702,719801,85.8,152.0,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2703,1086289,85.7,158.9,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2704,1211394,92.3,137.8,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2705,929922,104.8,117.4,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2706,792630,83.7,162.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2707,1050973,93.7,139.6,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2708,729848,77.8,170.3,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2709,1256625,99.0,138.2,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2710,429252,72.2,173.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2711,1126323,93.7,143.2,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2712,689685,89.6,145.3,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2713,606923,79.8,159.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2714,557516,90.0,147.4,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2715,1112162,112.4,106.1,0.04,Thermal Derate / Pixel Mask Active
MARELLI-LED-2716,1216888,100.3,123.7,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2717,630522,86.6,147.2,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2718,623854,77.9,165.7,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2719,736720,78.9,170.2,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2720,768348,87.0,143.5,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2721,498483,71.9,173.4,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2722,745148,82.2,154.9,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2723,1253140,100.7,128.0,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2724,675902,84.1,157.2,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2725,877463,91.1,146.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2726,1257274,110.3,106.2,0.02,Thermal Derate / Pixel Mask Active
MARELLI-LED-2727,1143617,101.2,122.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2728,764738,84.9,152.0,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2729,1219500,105.7,115.0,0.06,Thermal Derate / Pixel Mask Active
MARELLI-LED-2730,1185904,101.3,118.8,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2731,400821,82.4,160.9,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2732,876815,85.9,153.3,0.31,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2733,572592,84.0,155.4,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2734,1273034,102.7,118.4,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2735,820131,91.2,139.7,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2736,711471,84.8,155.0,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2737,546907,79.2,162.3,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2738,857689,79.9,162.3,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2739,837934,83.3,155.4,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2740,441863,71.8,173.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2741,562397,75.6,167.0,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2742,1237625,102.1,124.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2743,765064,82.8,157.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2744,648196,71.2,171.6,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2745,711024,89.6,154.1,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-2746,1026420,103.9,124.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
