Drive_Segment_ID,Vehicle_Speed_mph,Power_Demand_kW,Operating_Hybrid_Mode,Instant_Fuel_Economy_MPG,Clutch_Lockup_State
HONDA-eHEV-2283,51.3,54.6,Hybrid Drive (Engine-Gen + Traction Motor),40.1,Disengaged / Electric Motor
HONDA-eHEV-2284,38.8,25.5,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-2285,48.1,52.7,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-2286,61.2,69.3,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-2287,72.0,76.4,Hybrid Drive (Engine-Gen + Traction Motor),39.8,Disengaged / Electric Motor
HONDA-eHEV-2288,43.4,43.8,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-2289,62.4,60.1,Hybrid Drive (Engine-Gen + Traction Motor),51.0,Disengaged / Electric Motor
HONDA-eHEV-2290,42.0,64.0,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-2291,54.2,64.6,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-2292,51.3,54.3,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-2293,56.5,71.2,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-2294,40.2,32.3,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-2295,42.9,61.2,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-2296,75.2,70.2,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-2297,33.7,39.4,Hybrid Drive (Engine-Gen + Traction Motor),51.8,Disengaged / Electric Motor
HONDA-eHEV-2298,59.1,73.8,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-2299,66.9,73.0,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-2300,53.0,52.3,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-2301,37.1,43.0,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-2302,15.0,9.8,EV Drive (Battery Only),71.2,Disengaged / Electric Motor
HONDA-eHEV-2303,67.8,82.8,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2304,64.9,79.0,Hybrid Drive (Engine-Gen + Traction Motor),37.6,Disengaged / Electric Motor
HONDA-eHEV-2305,39.8,38.4,Hybrid Drive (Engine-Gen + Traction Motor),49.0,Disengaged / Electric Motor
HONDA-eHEV-2306,40.1,33.9,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-2307,32.0,23.6,Hybrid Drive (Engine-Gen + Traction Motor),43.3,Disengaged / Electric Motor
HONDA-eHEV-2308,70.0,70.3,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-2309,20.6,38.0,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-2310,71.6,74.4,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-2311,64.9,60.4,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-2312,64.6,85.5,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2313,34.1,29.9,Hybrid Drive (Engine-Gen + Traction Motor),40.6,Disengaged / Electric Motor
HONDA-eHEV-2314,35.1,35.2,Hybrid Drive (Engine-Gen + Traction Motor),50.2,Disengaged / Electric Motor
HONDA-eHEV-2315,19.4,19.3,EV Drive (Battery Only),70.6,Disengaged / Electric Motor
HONDA-eHEV-2316,38.5,35.6,Hybrid Drive (Engine-Gen + Traction Motor),48.6,Disengaged / Electric Motor
HONDA-eHEV-2317,49.8,53.7,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-2318,39.6,43.6,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-2319,50.1,46.7,Hybrid Drive (Engine-Gen + Traction Motor),44.8,Disengaged / Electric Motor
HONDA-eHEV-2320,57.2,76.9,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-2321,72.7,89.6,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-2322,44.1,60.0,Hybrid Drive (Engine-Gen + Traction Motor),43.0,Disengaged / Electric Motor
HONDA-eHEV-2323,34.8,34.9,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-2324,66.2,72.3,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-2325,49.5,40.2,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-2326,63.7,65.3,Hybrid Drive (Engine-Gen + Traction Motor),49.2,Disengaged / Electric Motor
HONDA-eHEV-2327,43.4,32.9,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-2328,74.1,87.2,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-2329,57.4,55.3,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2330,79.8,74.2,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-2331,56.9,60.1,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-2332,54.2,60.0,Hybrid Drive (Engine-Gen + Traction Motor),48.2,Disengaged / Electric Motor
HONDA-eHEV-2333,69.0,74.9,Hybrid Drive (Engine-Gen + Traction Motor),43.1,Disengaged / Electric Motor
HONDA-eHEV-2334,54.3,39.7,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-2335,79.9,90.9,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-2336,34.2,24.8,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-2337,40.2,37.8,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-2338,25.4,31.8,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-2339,54.9,54.7,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-2340,73.2,87.5,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-2341,63.8,60.1,Hybrid Drive (Engine-Gen + Traction Motor),48.0,Disengaged / Electric Motor
HONDA-eHEV-2342,47.5,67.5,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-2343,46.6,50.2,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-2344,58.5,58.8,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-2345,23.0,20.5,EV Drive (Battery Only),68.6,Disengaged / Electric Motor
HONDA-eHEV-2346,18.9,22.5,EV Drive (Battery Only),72.1,Disengaged / Electric Motor
HONDA-eHEV-2347,33.9,42.1,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-2348,16.6,22.0,EV Drive (Battery Only),73.2,Disengaged / Electric Motor
HONDA-eHEV-2349,34.3,35.0,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-2350,48.2,51.7,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-2351,54.0,63.2,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-2352,64.5,80.8,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-2353,49.8,52.3,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-2354,60.6,61.4,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-2355,68.0,75.1,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-2356,46.4,47.3,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-2357,57.6,56.6,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-2358,68.6,69.8,Hybrid Drive (Engine-Gen + Traction Motor),43.0,Disengaged / Electric Motor
HONDA-eHEV-2359,76.9,85.1,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-2360,51.8,63.2,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-2361,23.4,26.0,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2362,20.7,25.9,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-2363,53.3,53.8,Hybrid Drive (Engine-Gen + Traction Motor),46.4,Disengaged / Electric Motor
HONDA-eHEV-2364,26.4,13.5,EV Drive (Battery Only),59.5,Disengaged / Electric Motor
HONDA-eHEV-2365,40.0,46.9,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-2366,54.5,63.9,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2367,19.5,7.3,EV Drive (Battery Only),68.7,Disengaged / Electric Motor
HONDA-eHEV-2368,33.6,27.2,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-2369,28.5,31.3,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2370,56.5,61.7,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-2371,18.8,15.2,EV Drive (Battery Only),69.5,Disengaged / Electric Motor
HONDA-eHEV-2372,51.4,50.9,Hybrid Drive (Engine-Gen + Traction Motor),42.2,Disengaged / Electric Motor
HONDA-eHEV-2373,22.7,40.3,Hybrid Drive (Engine-Gen + Traction Motor),38.8,Disengaged / Electric Motor
HONDA-eHEV-2374,23.5,33.3,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-2375,71.4,74.1,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-2376,69.9,93.4,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2377,69.5,76.3,Hybrid Drive (Engine-Gen + Traction Motor),47.3,Disengaged / Electric Motor
HONDA-eHEV-2378,25.0,27.5,Hybrid Drive (Engine-Gen + Traction Motor),41.4,Disengaged / Electric Motor
HONDA-eHEV-2379,24.0,13.7,EV Drive (Battery Only),65.8,Disengaged / Electric Motor
HONDA-eHEV-2380,74.0,81.7,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-2381,46.8,49.7,Hybrid Drive (Engine-Gen + Traction Motor),47.7,Disengaged / Electric Motor
HONDA-eHEV-2382,43.6,47.9,Hybrid Drive (Engine-Gen + Traction Motor),48.5,Disengaged / Electric Motor
HONDA-eHEV-2383,75.6,71.2,Hybrid Drive (Engine-Gen + Traction Motor),38.7,Disengaged / Electric Motor
HONDA-eHEV-2384,59.6,56.3,Hybrid Drive (Engine-Gen + Traction Motor),43.0,Disengaged / Electric Motor
HONDA-eHEV-2385,70.0,68.1,Hybrid Drive (Engine-Gen + Traction Motor),47.7,Disengaged / Electric Motor
HONDA-eHEV-2386,31.4,43.4,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-2387,69.1,74.0,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-2388,28.5,30.9,Hybrid Drive (Engine-Gen + Traction Motor),46.4,Disengaged / Electric Motor
HONDA-eHEV-2389,34.3,32.2,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-2390,22.5,24.2,EV Drive (Battery Only),73.0,Disengaged / Electric Motor
HONDA-eHEV-2391,61.8,56.9,Hybrid Drive (Engine-Gen + Traction Motor),54.3,Disengaged / Electric Motor
HONDA-eHEV-2392,19.6,25.2,Hybrid Drive (Engine-Gen + Traction Motor),46.4,Disengaged / Electric Motor
HONDA-eHEV-2393,22.0,19.6,EV Drive (Battery Only),68.4,Disengaged / Electric Motor
HONDA-eHEV-2394,76.6,97.4,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2395,62.6,66.7,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-2396,55.4,61.4,Hybrid Drive (Engine-Gen + Traction Motor),40.3,Disengaged / Electric Motor
HONDA-eHEV-2397,25.5,11.9,EV Drive (Battery Only),64.9,Disengaged / Electric Motor
HONDA-eHEV-2398,74.8,89.7,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-2399,48.1,60.6,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-2400,79.7,80.2,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-2401,35.3,43.7,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-2402,20.0,36.7,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-2403,28.9,37.0,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-2404,39.2,44.1,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-2405,47.1,47.3,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2406,72.1,65.4,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-2407,27.9,38.4,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-2408,79.6,75.0,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-2409,20.1,20.8,EV Drive (Battery Only),61.0,Disengaged / Electric Motor
HONDA-eHEV-2410,77.2,72.4,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2411,55.2,61.9,Hybrid Drive (Engine-Gen + Traction Motor),50.9,Disengaged / Electric Motor
HONDA-eHEV-2412,38.7,38.4,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-2413,44.9,50.8,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-2414,49.5,56.9,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-2415,58.5,61.4,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-2416,26.7,25.8,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-2417,21.8,24.4,EV Drive (Battery Only),62.3,Disengaged / Electric Motor
HONDA-eHEV-2418,60.3,62.3,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-2419,60.8,61.1,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-2420,75.9,73.1,Hybrid Drive (Engine-Gen + Traction Motor),37.6,Disengaged / Electric Motor
HONDA-eHEV-2421,24.6,19.7,EV Drive (Battery Only),67.2,Disengaged / Electric Motor
HONDA-eHEV-2422,42.0,33.5,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-2423,46.4,43.2,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-2424,28.1,38.4,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2425,47.5,39.3,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-2426,64.8,73.1,Hybrid Drive (Engine-Gen + Traction Motor),41.4,Disengaged / Electric Motor
HONDA-eHEV-2427,31.7,26.7,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-2428,35.3,44.8,Hybrid Drive (Engine-Gen + Traction Motor),50.4,Disengaged / Electric Motor
HONDA-eHEV-2429,34.5,39.3,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-2430,42.1,44.6,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-2431,45.6,47.6,Hybrid Drive (Engine-Gen + Traction Motor),46.8,Disengaged / Electric Motor
HONDA-eHEV-2432,29.5,39.6,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-2433,79.1,89.3,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-2434,24.1,16.3,EV Drive (Battery Only),66.7,Disengaged / Electric Motor
HONDA-eHEV-2435,77.6,83.1,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2436,34.6,47.4,Hybrid Drive (Engine-Gen + Traction Motor),38.1,Disengaged / Electric Motor
HONDA-eHEV-2437,66.3,70.7,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-2438,43.0,38.1,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-2439,74.7,81.5,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-2440,47.8,51.4,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-2441,15.1,19.0,EV Drive (Battery Only),72.8,Disengaged / Electric Motor
HONDA-eHEV-2442,19.1,27.2,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-2443,42.8,57.7,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-2444,59.7,70.0,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-2445,78.6,79.5,Hybrid Drive (Engine-Gen + Traction Motor),40.1,Disengaged / Electric Motor
HONDA-eHEV-2446,38.4,56.7,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-2447,71.5,82.3,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2448,44.2,46.6,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-2449,72.3,69.9,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-2450,49.4,53.4,Hybrid Drive (Engine-Gen + Traction Motor),37.4,Disengaged / Electric Motor
HONDA-eHEV-2451,17.7,14.5,EV Drive (Battery Only),59.7,Disengaged / Electric Motor
HONDA-eHEV-2452,15.4,9.2,EV Drive (Battery Only),62.5,Disengaged / Electric Motor
HONDA-eHEV-2453,47.5,54.1,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-2454,34.4,37.0,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-2455,51.4,49.8,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2456,31.3,48.8,Hybrid Drive (Engine-Gen + Traction Motor),39.0,Disengaged / Electric Motor
HONDA-eHEV-2457,41.8,25.7,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2458,64.0,68.2,Hybrid Drive (Engine-Gen + Traction Motor),47.9,Disengaged / Electric Motor
HONDA-eHEV-2459,39.7,46.0,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-2460,53.8,56.6,Hybrid Drive (Engine-Gen + Traction Motor),43.3,Disengaged / Electric Motor
HONDA-eHEV-2461,55.2,62.9,Hybrid Drive (Engine-Gen + Traction Motor),40.4,Disengaged / Electric Motor
HONDA-eHEV-2462,29.7,38.9,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-2463,15.6,9.8,EV Drive (Battery Only),61.7,Disengaged / Electric Motor
HONDA-eHEV-2464,36.2,35.1,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-2465,38.6,53.4,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-2466,37.4,28.8,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-2467,32.1,37.9,Hybrid Drive (Engine-Gen + Traction Motor),46.8,Disengaged / Electric Motor
HONDA-eHEV-2468,34.8,36.2,Hybrid Drive (Engine-Gen + Traction Motor),40.9,Disengaged / Electric Motor
HONDA-eHEV-2469,30.7,51.8,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-2470,65.2,64.6,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-2471,72.6,89.6,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-2472,72.9,75.5,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-2473,68.8,61.3,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-2474,60.8,58.5,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-2475,72.7,75.8,Hybrid Drive (Engine-Gen + Traction Motor),50.0,Disengaged / Electric Motor
HONDA-eHEV-2476,49.3,54.7,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-2477,38.7,46.7,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-2478,60.5,72.2,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-2479,29.0,28.1,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-2480,64.9,63.6,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-2481,64.4,67.8,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2482,57.9,68.8,Hybrid Drive (Engine-Gen + Traction Motor),43.1,Disengaged / Electric Motor
HONDA-eHEV-2483,73.7,89.4,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-2484,70.6,75.6,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-2485,39.4,54.7,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-2486,78.0,72.5,Hybrid Drive (Engine-Gen + Traction Motor),46.9,Disengaged / Electric Motor
HONDA-eHEV-2487,28.0,29.5,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-2488,39.2,47.1,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-2489,52.6,71.4,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-2490,28.1,43.6,Hybrid Drive (Engine-Gen + Traction Motor),37.7,Disengaged / Electric Motor
HONDA-eHEV-2491,17.0,20.4,EV Drive (Battery Only),63.1,Disengaged / Electric Motor
HONDA-eHEV-2492,32.0,30.2,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-2493,30.8,26.5,Hybrid Drive (Engine-Gen + Traction Motor),47.7,Disengaged / Electric Motor
HONDA-eHEV-2494,77.7,93.5,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-2495,45.8,63.0,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-2496,30.6,34.1,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-2497,53.8,56.8,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-2498,41.1,40.6,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-2499,42.9,45.6,Hybrid Drive (Engine-Gen + Traction Motor),47.4,Disengaged / Electric Motor
HONDA-eHEV-2500,45.9,54.0,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-2501,16.7,7.7,EV Drive (Battery Only),63.9,Disengaged / Electric Motor
HONDA-eHEV-2502,67.8,65.2,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-2503,67.9,71.3,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-2504,26.7,23.2,EV Drive (Battery Only),69.0,Disengaged / Electric Motor
HONDA-eHEV-2505,71.8,82.1,Hybrid Drive (Engine-Gen + Traction Motor),40.7,Disengaged / Electric Motor
HONDA-eHEV-2506,65.1,77.6,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-2507,32.9,35.5,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-2508,38.8,24.1,Hybrid Drive (Engine-Gen + Traction Motor),48.2,Disengaged / Electric Motor
HONDA-eHEV-2509,15.9,32.6,Hybrid Drive (Engine-Gen + Traction Motor),48.9,Disengaged / Electric Motor
HONDA-eHEV-2510,50.2,48.4,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-2511,38.9,30.3,Hybrid Drive (Engine-Gen + Traction Motor),39.7,Disengaged / Electric Motor
