Detection_Event_ID,Road_User_Type,Distance_to_Vehicle_m,Crossing_Speed_m_s,Time_to_Collision_s,Safety_Intervention
VOLVO-VRU-2322,Pedestrian Walking,23.1,6.5,0.97,Automatic Emergency Braking (AEB)
VOLVO-VRU-2323,Cyclist Fast,39.8,1.7,4.45,Warning Prompt in Driver Display
VOLVO-VRU-2324,Pedestrian Walking,44.7,2.7,3.79,Warning Prompt in Driver Display
VOLVO-VRU-2325,Cyclist Fast,19.1,7.0,1.09,Automatic Emergency Braking (AEB)
VOLVO-VRU-2326,E-Scooter Commuter,21.2,5.5,1.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-2327,Pedestrian Running,5.0,1.8,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2328,Pedestrian Walking,6.4,5.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2329,Pedestrian Walking,6.3,1.3,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2330,Cyclist Fast,16.9,2.6,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-2331,Pedestrian Walking,32.9,1.5,3.49,Warning Prompt in Driver Display
VOLVO-VRU-2332,Child Crossing,14.8,2.3,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-2333,Pedestrian Walking,16.5,4.1,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-2334,Pedestrian Walking,39.7,5.3,3.06,Warning Prompt in Driver Display
VOLVO-VRU-2335,Cyclist Fast,11.7,2.4,1.04,Automatic Emergency Braking (AEB)
VOLVO-VRU-2336,E-Scooter Commuter,13.2,7.4,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-2337,Pedestrian Walking,38.6,5.7,2.25,Warning Prompt in Driver Display
VOLVO-VRU-2338,Pedestrian Walking,19.2,7.1,1.24,Automatic Emergency Braking (AEB)
VOLVO-VRU-2339,Cyclist Fast,5.9,6.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2340,Pedestrian Running,37.7,2.3,3.45,Warning Prompt in Driver Display
VOLVO-VRU-2341,Pedestrian Walking,13.2,5.8,1.1,Automatic Emergency Braking (AEB)
VOLVO-VRU-2342,Pedestrian Walking,38.5,4.0,3.28,Warning Prompt in Driver Display
VOLVO-VRU-2343,E-Scooter Commuter,26.5,4.3,1.89,Warning Prompt in Driver Display
VOLVO-VRU-2344,Pedestrian Running,28.9,5.3,1.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-2345,Cyclist Fast,37.3,6.2,2.45,Warning Prompt in Driver Display
VOLVO-VRU-2346,Pedestrian Walking,32.0,1.3,2.95,Warning Prompt in Driver Display
VOLVO-VRU-2347,Pedestrian Running,10.0,2.3,1.11,Automatic Emergency Braking (AEB)
VOLVO-VRU-2348,Pedestrian Walking,44.0,7.1,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2349,Pedestrian Walking,28.0,1.5,2.61,Warning Prompt in Driver Display
VOLVO-VRU-2350,Pedestrian Walking,9.9,6.2,0.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-2351,Pedestrian Running,18.0,5.5,1.28,Automatic Emergency Braking (AEB)
VOLVO-VRU-2352,E-Scooter Commuter,42.2,4.5,3.56,Warning Prompt in Driver Display
VOLVO-VRU-2353,E-Scooter Commuter,33.6,7.2,1.98,Warning Prompt in Driver Display
VOLVO-VRU-2354,Pedestrian Running,16.5,1.7,1.4,Automatic Emergency Braking (AEB)
VOLVO-VRU-2355,Pedestrian Walking,30.0,4.6,2.22,Warning Prompt in Driver Display
VOLVO-VRU-2356,Pedestrian Running,11.7,5.6,0.82,Automatic Emergency Braking (AEB)
VOLVO-VRU-2357,Pedestrian Walking,38.8,1.5,3.69,Warning Prompt in Driver Display
VOLVO-VRU-2358,Child Crossing,43.0,4.9,2.94,Warning Prompt in Driver Display
VOLVO-VRU-2359,Pedestrian Running,40.8,7.2,2.55,Warning Prompt in Driver Display
VOLVO-VRU-2360,Pedestrian Walking,19.3,1.6,2.16,Warning Prompt in Driver Display
VOLVO-VRU-2361,E-Scooter Commuter,29.0,4.4,2.53,Warning Prompt in Driver Display
VOLVO-VRU-2362,Pedestrian Running,38.9,1.8,3.97,Warning Prompt in Driver Display
VOLVO-VRU-2363,Pedestrian Running,18.5,1.2,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-2364,Cyclist Fast,25.8,6.8,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2365,Cyclist Fast,24.8,1.1,2.65,Warning Prompt in Driver Display
VOLVO-VRU-2366,E-Scooter Commuter,43.0,7.1,2.97,Warning Prompt in Driver Display
VOLVO-VRU-2367,Cyclist Fast,14.5,3.2,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-2368,Pedestrian Running,11.2,5.2,0.94,Automatic Emergency Braking (AEB)
VOLVO-VRU-2369,Pedestrian Running,18.1,5.1,1.42,Automatic Emergency Braking (AEB)
VOLVO-VRU-2370,Pedestrian Running,26.0,3.7,1.88,Warning Prompt in Driver Display
VOLVO-VRU-2371,Pedestrian Walking,15.9,6.8,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-2372,Cyclist Fast,13.2,6.9,0.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-2373,Pedestrian Walking,5.4,4.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2374,Pedestrian Walking,9.4,7.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2375,Pedestrian Running,35.4,4.5,2.73,Warning Prompt in Driver Display
VOLVO-VRU-2376,E-Scooter Commuter,15.5,2.6,1.35,Automatic Emergency Braking (AEB)
VOLVO-VRU-2377,Child Crossing,36.5,1.6,3.72,Warning Prompt in Driver Display
VOLVO-VRU-2378,Pedestrian Running,40.6,4.6,3.14,Warning Prompt in Driver Display
VOLVO-VRU-2379,E-Scooter Commuter,24.0,2.5,2.06,Warning Prompt in Driver Display
VOLVO-VRU-2380,Pedestrian Walking,39.3,4.6,3.21,Warning Prompt in Driver Display
VOLVO-VRU-2381,Child Crossing,12.6,2.7,0.94,Automatic Emergency Braking (AEB)
VOLVO-VRU-2382,Pedestrian Walking,43.0,4.9,3.27,Warning Prompt in Driver Display
VOLVO-VRU-2383,Pedestrian Walking,11.6,6.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2384,Pedestrian Running,19.3,4.5,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-2385,Pedestrian Walking,15.1,5.1,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-2386,Pedestrian Walking,17.9,4.5,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2387,Pedestrian Walking,44.6,1.3,4.43,Warning Prompt in Driver Display
VOLVO-VRU-2388,E-Scooter Commuter,17.0,6.0,1.18,Automatic Emergency Braking (AEB)
VOLVO-VRU-2389,Pedestrian Walking,34.7,2.9,3.07,Warning Prompt in Driver Display
VOLVO-VRU-2390,Pedestrian Walking,36.8,2.7,3.32,Warning Prompt in Driver Display
VOLVO-VRU-2391,Cyclist Fast,29.8,2.3,2.56,Warning Prompt in Driver Display
VOLVO-VRU-2392,Cyclist Fast,7.4,7.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2393,Cyclist Fast,43.0,4.5,2.81,Warning Prompt in Driver Display
VOLVO-VRU-2394,Pedestrian Walking,33.2,6.7,2.14,Warning Prompt in Driver Display
VOLVO-VRU-2395,Pedestrian Running,43.1,6.0,2.95,Warning Prompt in Driver Display
VOLVO-VRU-2396,Pedestrian Walking,8.6,5.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2397,Pedestrian Running,15.5,5.3,1.1,Automatic Emergency Braking (AEB)
VOLVO-VRU-2398,Pedestrian Running,32.4,1.3,3.61,Warning Prompt in Driver Display
VOLVO-VRU-2399,E-Scooter Commuter,8.2,2.6,0.83,Automatic Emergency Braking (AEB)
VOLVO-VRU-2400,Pedestrian Walking,38.3,1.2,3.85,Warning Prompt in Driver Display
VOLVO-VRU-2401,Pedestrian Running,33.9,4.2,2.48,Warning Prompt in Driver Display
VOLVO-VRU-2402,Pedestrian Walking,13.0,3.9,1.07,Automatic Emergency Braking (AEB)
VOLVO-VRU-2403,Pedestrian Walking,17.7,5.8,0.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-2404,Pedestrian Walking,6.4,3.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2405,Pedestrian Running,41.6,6.1,2.92,Warning Prompt in Driver Display
VOLVO-VRU-2406,Pedestrian Walking,28.5,2.2,2.75,Warning Prompt in Driver Display
VOLVO-VRU-2407,E-Scooter Commuter,13.6,6.1,1.28,Automatic Emergency Braking (AEB)
VOLVO-VRU-2408,Cyclist Fast,17.0,1.5,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2409,Cyclist Fast,32.6,4.3,2.67,Warning Prompt in Driver Display
VOLVO-VRU-2410,Child Crossing,10.4,6.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2411,Cyclist Fast,27.1,4.0,2.37,Warning Prompt in Driver Display
VOLVO-VRU-2412,Cyclist Fast,7.2,3.3,0.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-2413,Pedestrian Running,8.8,6.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2414,Pedestrian Walking,21.5,4.1,1.36,Automatic Emergency Braking (AEB)
VOLVO-VRU-2415,Pedestrian Running,36.7,2.9,3.15,Warning Prompt in Driver Display
VOLVO-VRU-2416,Pedestrian Running,23.2,4.6,1.96,Warning Prompt in Driver Display
VOLVO-VRU-2417,Pedestrian Walking,31.0,1.8,2.68,Warning Prompt in Driver Display
VOLVO-VRU-2418,Pedestrian Walking,6.6,1.7,0.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-2419,Pedestrian Running,9.8,3.9,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2420,Pedestrian Walking,16.1,4.2,1.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-2421,Pedestrian Walking,6.0,4.3,0.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-2422,Cyclist Fast,14.1,3.8,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-2423,Cyclist Fast,25.9,5.5,1.8,Warning Prompt in Driver Display
VOLVO-VRU-2424,Pedestrian Walking,24.2,7.1,1.47,Automatic Emergency Braking (AEB)
VOLVO-VRU-2425,Pedestrian Running,33.6,5.2,2.54,Warning Prompt in Driver Display
VOLVO-VRU-2426,E-Scooter Commuter,5.5,2.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2427,Cyclist Fast,23.9,5.7,1.86,Warning Prompt in Driver Display
VOLVO-VRU-2428,Pedestrian Running,43.1,4.1,3.53,Warning Prompt in Driver Display
VOLVO-VRU-2429,Pedestrian Running,15.8,1.9,1.32,Automatic Emergency Braking (AEB)
VOLVO-VRU-2430,Child Crossing,36.5,3.6,3.02,Warning Prompt in Driver Display
VOLVO-VRU-2431,Cyclist Fast,38.6,6.4,2.69,Warning Prompt in Driver Display
VOLVO-VRU-2432,Pedestrian Walking,16.4,4.6,1.5,Automatic Emergency Braking (AEB)
VOLVO-VRU-2433,Pedestrian Walking,13.5,6.1,1.37,Automatic Emergency Braking (AEB)
VOLVO-VRU-2434,Pedestrian Walking,11.7,6.0,0.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-2435,Pedestrian Walking,27.3,5.8,2.08,Warning Prompt in Driver Display
VOLVO-VRU-2436,Pedestrian Walking,23.5,7.3,1.49,Automatic Emergency Braking (AEB)
VOLVO-VRU-2437,Pedestrian Walking,22.8,3.6,1.89,Warning Prompt in Driver Display
VOLVO-VRU-2438,Child Crossing,19.2,2.6,1.51,Automatic Emergency Braking (AEB)
VOLVO-VRU-2439,Pedestrian Walking,35.6,3.3,2.92,Warning Prompt in Driver Display
VOLVO-VRU-2440,Pedestrian Walking,23.5,6.7,1.81,Warning Prompt in Driver Display
VOLVO-VRU-2441,E-Scooter Commuter,39.8,6.8,2.49,Warning Prompt in Driver Display
VOLVO-VRU-2442,Cyclist Fast,31.2,6.3,2.12,Warning Prompt in Driver Display
VOLVO-VRU-2443,Cyclist Fast,28.1,6.5,2.05,Warning Prompt in Driver Display
VOLVO-VRU-2444,Pedestrian Walking,41.3,3.1,3.36,Warning Prompt in Driver Display
VOLVO-VRU-2445,Pedestrian Walking,32.5,4.9,2.62,Warning Prompt in Driver Display
VOLVO-VRU-2446,Pedestrian Running,26.7,2.6,2.25,Warning Prompt in Driver Display
VOLVO-VRU-2447,Pedestrian Walking,13.1,1.6,1.22,Automatic Emergency Braking (AEB)
VOLVO-VRU-2448,Pedestrian Walking,44.7,6.9,2.8,Warning Prompt in Driver Display
VOLVO-VRU-2449,Pedestrian Walking,20.2,4.7,1.56,Automatic Emergency Braking (AEB)
VOLVO-VRU-2450,Pedestrian Walking,36.1,2.3,3.29,Warning Prompt in Driver Display
VOLVO-VRU-2451,Pedestrian Walking,26.8,2.4,2.81,Warning Prompt in Driver Display
VOLVO-VRU-2452,Pedestrian Walking,40.2,6.9,2.73,Warning Prompt in Driver Display
VOLVO-VRU-2453,Cyclist Fast,13.8,1.2,1.54,Automatic Emergency Braking (AEB)
VOLVO-VRU-2454,Pedestrian Walking,21.9,4.9,1.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-2455,Pedestrian Walking,43.7,1.7,4.4,Warning Prompt in Driver Display
VOLVO-VRU-2456,Pedestrian Walking,24.9,3.4,2.07,Warning Prompt in Driver Display
VOLVO-VRU-2457,E-Scooter Commuter,38.7,1.3,4.04,Warning Prompt in Driver Display
VOLVO-VRU-2458,Pedestrian Walking,9.4,6.5,1.05,Automatic Emergency Braking (AEB)
VOLVO-VRU-2459,Pedestrian Running,9.2,7.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2460,Cyclist Fast,42.8,7.3,2.35,Warning Prompt in Driver Display
VOLVO-VRU-2461,E-Scooter Commuter,6.7,4.8,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2462,Cyclist Fast,17.8,6.8,1.04,Automatic Emergency Braking (AEB)
VOLVO-VRU-2463,Pedestrian Walking,12.7,6.1,0.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-2464,Pedestrian Walking,14.8,1.4,1.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-2465,E-Scooter Commuter,39.6,4.4,3.12,Warning Prompt in Driver Display
VOLVO-VRU-2466,Pedestrian Running,9.9,4.3,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-2467,Pedestrian Running,13.2,2.3,1.08,Automatic Emergency Braking (AEB)
VOLVO-VRU-2468,Cyclist Fast,27.4,4.5,2.02,Warning Prompt in Driver Display
VOLVO-VRU-2469,Cyclist Fast,36.8,1.3,3.69,Warning Prompt in Driver Display
VOLVO-VRU-2470,Pedestrian Running,43.7,1.4,4.5,Warning Prompt in Driver Display
VOLVO-VRU-2471,Pedestrian Walking,17.2,6.5,0.89,Automatic Emergency Braking (AEB)
VOLVO-VRU-2472,Pedestrian Walking,29.6,5.0,2.28,Warning Prompt in Driver Display
VOLVO-VRU-2473,Cyclist Fast,24.3,6.0,2.06,Warning Prompt in Driver Display
VOLVO-VRU-2474,Pedestrian Walking,43.9,5.6,3.24,Warning Prompt in Driver Display
VOLVO-VRU-2475,Cyclist Fast,25.6,5.9,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2476,Pedestrian Walking,8.5,3.7,0.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2477,Pedestrian Walking,14.1,5.8,1.11,Automatic Emergency Braking (AEB)
VOLVO-VRU-2478,Cyclist Fast,35.7,6.0,2.24,Warning Prompt in Driver Display
VOLVO-VRU-2479,Pedestrian Walking,37.7,3.9,3.26,Warning Prompt in Driver Display
VOLVO-VRU-2480,E-Scooter Commuter,19.6,2.1,1.98,Warning Prompt in Driver Display
VOLVO-VRU-2481,Cyclist Fast,24.2,4.7,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-2482,Cyclist Fast,13.1,2.7,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2483,Pedestrian Walking,32.3,5.8,2.41,Warning Prompt in Driver Display
VOLVO-VRU-2484,Pedestrian Walking,10.3,3.5,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2485,E-Scooter Commuter,22.5,1.3,2.34,Warning Prompt in Driver Display
VOLVO-VRU-2486,Cyclist Fast,42.4,4.6,3.21,Warning Prompt in Driver Display
VOLVO-VRU-2487,Pedestrian Running,11.0,5.4,0.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-2488,E-Scooter Commuter,33.7,1.5,3.71,Warning Prompt in Driver Display
VOLVO-VRU-2489,Pedestrian Walking,10.3,2.9,0.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-2490,Pedestrian Walking,42.8,6.5,2.87,Warning Prompt in Driver Display
VOLVO-VRU-2491,Child Crossing,29.6,5.2,1.95,Warning Prompt in Driver Display
VOLVO-VRU-2492,Pedestrian Running,40.0,6.7,2.66,Warning Prompt in Driver Display
VOLVO-VRU-2493,Cyclist Fast,9.9,1.5,1.22,Automatic Emergency Braking (AEB)
VOLVO-VRU-2494,Pedestrian Running,34.4,6.1,2.5,Warning Prompt in Driver Display
VOLVO-VRU-2495,E-Scooter Commuter,30.1,1.4,2.79,Warning Prompt in Driver Display
VOLVO-VRU-2496,Pedestrian Walking,22.1,1.1,1.99,Warning Prompt in Driver Display
VOLVO-VRU-2497,Pedestrian Walking,33.5,5.0,2.23,Warning Prompt in Driver Display
VOLVO-VRU-2498,E-Scooter Commuter,18.0,2.6,2.17,Warning Prompt in Driver Display
VOLVO-VRU-2499,Pedestrian Walking,6.8,1.8,0.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-2500,Pedestrian Walking,13.2,4.2,1.15,Automatic Emergency Braking (AEB)
VOLVO-VRU-2501,Pedestrian Running,36.5,6.2,2.73,Warning Prompt in Driver Display
VOLVO-VRU-2502,Pedestrian Walking,36.3,2.6,3.55,Warning Prompt in Driver Display
VOLVO-VRU-2503,Pedestrian Walking,15.9,7.2,0.86,Automatic Emergency Braking (AEB)
VOLVO-VRU-2504,Pedestrian Walking,29.5,7.5,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2505,Child Crossing,20.5,3.0,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-2506,Cyclist Fast,27.3,6.1,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2507,Pedestrian Walking,23.1,3.7,1.97,Warning Prompt in Driver Display
VOLVO-VRU-2508,Pedestrian Running,11.4,7.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2509,Pedestrian Running,28.9,6.9,2.15,Warning Prompt in Driver Display
VOLVO-VRU-2510,Cyclist Fast,26.6,1.6,2.3,Warning Prompt in Driver Display
VOLVO-VRU-2511,Pedestrian Running,32.8,1.9,3.04,Warning Prompt in Driver Display
VOLVO-VRU-2512,Pedestrian Walking,41.8,6.0,3.01,Warning Prompt in Driver Display
VOLVO-VRU-2513,Child Crossing,14.8,1.6,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-2514,Cyclist Fast,19.1,6.6,1.43,Automatic Emergency Braking (AEB)
VOLVO-VRU-2515,Pedestrian Walking,41.9,6.2,2.76,Warning Prompt in Driver Display
VOLVO-VRU-2516,Pedestrian Walking,44.9,5.5,3.12,Warning Prompt in Driver Display
VOLVO-VRU-2517,Pedestrian Walking,8.6,5.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2518,E-Scooter Commuter,33.8,4.5,2.7,Warning Prompt in Driver Display
VOLVO-VRU-2519,Cyclist Fast,27.7,4.0,2.4,Warning Prompt in Driver Display
VOLVO-VRU-2520,Pedestrian Walking,10.7,1.2,1.12,Automatic Emergency Braking (AEB)
VOLVO-VRU-2521,Pedestrian Walking,13.8,3.1,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-2522,Cyclist Fast,7.3,1.9,0.86,Automatic Emergency Braking (AEB)
VOLVO-VRU-2523,Cyclist Fast,14.6,1.4,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-2524,Cyclist Fast,35.4,3.5,2.86,Warning Prompt in Driver Display
VOLVO-VRU-2525,E-Scooter Commuter,39.2,3.0,3.59,Warning Prompt in Driver Display
VOLVO-VRU-2526,Child Crossing,27.9,3.4,2.37,Warning Prompt in Driver Display
VOLVO-VRU-2527,Pedestrian Running,17.5,6.3,1.19,Automatic Emergency Braking (AEB)
VOLVO-VRU-2528,Pedestrian Running,39.6,5.4,2.8,Warning Prompt in Driver Display
VOLVO-VRU-2529,Pedestrian Walking,25.7,4.9,2.02,Warning Prompt in Driver Display
VOLVO-VRU-2530,Cyclist Fast,36.6,3.6,3.18,Warning Prompt in Driver Display
VOLVO-VRU-2531,Pedestrian Running,33.6,3.6,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2532,Pedestrian Walking,43.0,4.2,3.6,Warning Prompt in Driver Display
VOLVO-VRU-2533,Cyclist Fast,20.4,3.8,1.53,Automatic Emergency Braking (AEB)
VOLVO-VRU-2534,Cyclist Fast,21.4,1.1,1.81,Warning Prompt in Driver Display
VOLVO-VRU-2535,E-Scooter Commuter,13.2,4.8,0.77,Automatic Emergency Braking (AEB)
VOLVO-VRU-2536,Pedestrian Running,11.4,5.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2537,Pedestrian Running,27.6,5.8,2.11,Warning Prompt in Driver Display
VOLVO-VRU-2538,Pedestrian Running,41.1,6.0,2.91,Warning Prompt in Driver Display
VOLVO-VRU-2539,Pedestrian Walking,16.8,1.6,1.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-2540,Pedestrian Walking,15.3,7.5,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2541,Pedestrian Running,39.3,4.7,2.71,Warning Prompt in Driver Display
VOLVO-VRU-2542,Pedestrian Running,21.1,6.1,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-2543,Pedestrian Walking,34.8,7.1,2.07,Warning Prompt in Driver Display
VOLVO-VRU-2544,E-Scooter Commuter,13.9,5.2,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-2545,Cyclist Fast,26.2,4.1,2.01,Warning Prompt in Driver Display
VOLVO-VRU-2546,Pedestrian Running,38.4,2.4,3.43,Warning Prompt in Driver Display
VOLVO-VRU-2547,Pedestrian Running,6.9,3.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2548,Pedestrian Walking,14.2,7.4,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-2549,Cyclist Fast,29.1,2.9,2.44,Warning Prompt in Driver Display
VOLVO-VRU-2550,E-Scooter Commuter,38.8,2.8,3.63,Warning Prompt in Driver Display
VOLVO-VRU-2551,Pedestrian Walking,16.2,6.7,1.06,Automatic Emergency Braking (AEB)
VOLVO-VRU-2552,Pedestrian Walking,6.0,2.3,0.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2553,Pedestrian Walking,30.2,3.5,2.51,Warning Prompt in Driver Display
VOLVO-VRU-2554,Pedestrian Walking,14.1,1.1,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-2555,Cyclist Fast,26.6,7.4,1.9,Warning Prompt in Driver Display
VOLVO-VRU-2556,Pedestrian Running,43.7,3.6,3.53,Warning Prompt in Driver Display
VOLVO-VRU-2557,Pedestrian Running,44.6,5.7,3.13,Warning Prompt in Driver Display
VOLVO-VRU-2558,Child Crossing,21.7,3.3,1.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-2559,Pedestrian Walking,36.4,6.3,2.51,Warning Prompt in Driver Display
VOLVO-VRU-2560,Cyclist Fast,37.9,7.4,2.56,Warning Prompt in Driver Display
VOLVO-VRU-2561,Pedestrian Walking,19.3,3.1,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2562,Cyclist Fast,9.4,2.6,0.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-2563,E-Scooter Commuter,41.3,4.6,2.99,Warning Prompt in Driver Display
VOLVO-VRU-2564,Cyclist Fast,8.5,5.8,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2565,Pedestrian Walking,34.5,4.4,2.6,Warning Prompt in Driver Display
VOLVO-VRU-2566,E-Scooter Commuter,6.3,7.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2567,Pedestrian Walking,13.2,3.9,0.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-2568,Cyclist Fast,30.0,6.7,2.19,Warning Prompt in Driver Display
VOLVO-VRU-2569,Child Crossing,23.3,4.2,1.62,Automatic Emergency Braking (AEB)
VOLVO-VRU-2570,Pedestrian Walking,28.9,4.9,2.1,Warning Prompt in Driver Display
VOLVO-VRU-2571,Pedestrian Walking,25.0,4.3,1.95,Warning Prompt in Driver Display
VOLVO-VRU-2572,Pedestrian Running,6.0,1.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2573,E-Scooter Commuter,26.0,6.5,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-2574,Pedestrian Walking,32.9,6.1,2.18,Warning Prompt in Driver Display
VOLVO-VRU-2575,Pedestrian Walking,41.3,2.4,3.96,Warning Prompt in Driver Display
VOLVO-VRU-2576,Cyclist Fast,20.6,3.9,1.5,Automatic Emergency Braking (AEB)
VOLVO-VRU-2577,Pedestrian Walking,24.5,2.3,2.34,Warning Prompt in Driver Display
VOLVO-VRU-2578,Pedestrian Running,27.0,3.9,2.39,Warning Prompt in Driver Display
VOLVO-VRU-2579,Pedestrian Walking,8.3,2.4,0.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2580,Pedestrian Walking,30.3,6.2,2.27,Warning Prompt in Driver Display
VOLVO-VRU-2581,Pedestrian Running,44.0,5.1,3.41,Warning Prompt in Driver Display
VOLVO-VRU-2582,Pedestrian Walking,5.2,3.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2583,Child Crossing,29.8,4.3,2.47,Warning Prompt in Driver Display
VOLVO-VRU-2584,Pedestrian Walking,19.2,6.3,1.36,Automatic Emergency Braking (AEB)
VOLVO-VRU-2585,Pedestrian Walking,6.3,6.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2586,Pedestrian Walking,43.4,6.4,3.18,Warning Prompt in Driver Display
VOLVO-VRU-2587,E-Scooter Commuter,18.9,5.1,1.53,Automatic Emergency Braking (AEB)
VOLVO-VRU-2588,Cyclist Fast,34.0,6.5,2.45,Warning Prompt in Driver Display
VOLVO-VRU-2589,Pedestrian Running,12.9,4.8,1.06,Automatic Emergency Braking (AEB)
VOLVO-VRU-2590,Pedestrian Walking,6.0,4.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2591,Pedestrian Walking,27.7,4.3,2.24,Warning Prompt in Driver Display
VOLVO-VRU-2592,E-Scooter Commuter,17.2,3.2,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-2593,Pedestrian Walking,44.7,1.7,4.5,Warning Prompt in Driver Display
VOLVO-VRU-2594,Pedestrian Running,43.5,3.1,3.85,Warning Prompt in Driver Display
VOLVO-VRU-2595,Pedestrian Walking,12.2,5.3,0.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2596,Pedestrian Walking,32.5,5.2,2.16,Warning Prompt in Driver Display
VOLVO-VRU-2597,Pedestrian Running,24.3,4.7,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2598,Cyclist Fast,29.9,6.1,1.96,Warning Prompt in Driver Display
VOLVO-VRU-2599,Pedestrian Walking,21.6,3.4,2.03,Warning Prompt in Driver Display
