Aero_Run_ID,Speed_kmh,Lateral_Acceleration_G,ALA_Flap_State,Total_Downforce_kg,Inner_Wheel_Yaw_Load_pct
LAMBO-ALA-1653,264.1,1.2,Aero-Vectoring Left,234.0,68.3
LAMBO-ALA-1654,203.0,-0.19,High Downforce (Flaps Closed),185.3,49.1
LAMBO-ALA-1655,281.7,-1.25,High Downforce (Flaps Closed),346.6,33.1
LAMBO-ALA-1656,251.4,0.19,Aero-Vectoring Right,200.2,52.9
LAMBO-ALA-1657,171.2,1.09,Aero-Vectoring Left,88.1,60.1
LAMBO-ALA-1658,328.7,0.43,Low Drag (Flaps Open),147.8,58.2
LAMBO-ALA-1659,171.2,-0.9,High Downforce (Flaps Closed),130.4,36.9
LAMBO-ALA-1660,295.6,1.14,Low Drag (Flaps Open),112.7,68.3
LAMBO-ALA-1661,218.0,-1.37,High Downforce (Flaps Closed),210.4,30.5
LAMBO-ALA-1662,207.6,-0.31,Low Drag (Flaps Open),55.1,43.9
LAMBO-ALA-1663,150.3,0.22,Low Drag (Flaps Open),27.4,55.8
LAMBO-ALA-1664,171.0,-0.84,Aero-Vectoring Left,101.9,40.5
LAMBO-ALA-1665,170.1,-1.27,Low Drag (Flaps Open),43.6,31.6
LAMBO-ALA-1666,179.5,-0.01,High Downforce (Flaps Closed),142.6,50.1
LAMBO-ALA-1667,319.2,0.67,High Downforce (Flaps Closed),463.4,57.2
LAMBO-ALA-1668,324.0,-1.32,High Downforce (Flaps Closed),478.1,31.6
LAMBO-ALA-1669,158.7,0.26,High Downforce (Flaps Closed),108.8,51.8
LAMBO-ALA-1670,157.0,0.2,Low Drag (Flaps Open),43.0,52.0
LAMBO-ALA-1671,163.3,-0.39,High Downforce (Flaps Closed),120.6,47.6
LAMBO-ALA-1672,166.3,1.17,Aero-Vectoring Left,103.1,67.1
LAMBO-ALA-1673,335.7,-1.27,Aero-Vectoring Right,360.0,31.0
LAMBO-ALA-1674,259.3,0.59,Aero-Vectoring Right,214.0,59.8
LAMBO-ALA-1675,248.4,-0.83,Aero-Vectoring Left,194.8,37.6
LAMBO-ALA-1676,334.9,0.25,Aero-Vectoring Left,357.6,53.6
LAMBO-ALA-1677,175.5,0.79,Aero-Vectoring Left,89.3,59.3
LAMBO-ALA-1678,242.8,-1.09,Low Drag (Flaps Open),89.7,32.6
LAMBO-ALA-1679,152.7,-0.84,Low Drag (Flaps Open),36.3,39.8
LAMBO-ALA-1680,279.0,0.61,Aero-Vectoring Right,253.5,55.5
LAMBO-ALA-1681,328.5,-0.04,Aero-Vectoring Right,349.7,48.3
LAMBO-ALA-1682,160.3,0.26,Low Drag (Flaps Open),40.0,55.6
LAMBO-ALA-1683,264.1,-0.73,Low Drag (Flaps Open),105.3,43.0
LAMBO-ALA-1684,149.8,-1.04,Aero-Vectoring Left,57.9,35.3
LAMBO-ALA-1685,280.4,1.48,Aero-Vectoring Left,253.1,69.0
LAMBO-ALA-1686,194.6,-1.37,High Downforce (Flaps Closed),176.8,35.8
LAMBO-ALA-1687,261.9,0.19,Aero-Vectoring Left,216.0,55.1
LAMBO-ALA-1688,136.0,0.66,Low Drag (Flaps Open),30.3,60.1
LAMBO-ALA-1689,129.9,0.26,High Downforce (Flaps Closed),56.3,53.5
LAMBO-ALA-1690,271.7,0.85,High Downforce (Flaps Closed),343.3,64.5
LAMBO-ALA-1691,173.3,-0.41,Aero-Vectoring Left,101.9,42.6
LAMBO-ALA-1692,210.2,0.68,Low Drag (Flaps Open),61.8,56.9
LAMBO-ALA-1693,251.7,0.77,Aero-Vectoring Left,190.3,58.8
LAMBO-ALA-1694,195.1,0.75,Low Drag (Flaps Open),57.0,64.1
LAMBO-ALA-1695,321.8,1.39,Low Drag (Flaps Open),142.7,69.6
LAMBO-ALA-1696,185.5,0.08,High Downforce (Flaps Closed),148.3,50.3
LAMBO-ALA-1697,183.7,-0.98,Aero-Vectoring Right,108.4,36.0
LAMBO-ALA-1698,141.2,1.1,High Downforce (Flaps Closed),97.6,66.2
LAMBO-ALA-1699,248.0,0.21,Aero-Vectoring Right,212.8,50.7
LAMBO-ALA-1700,228.3,-0.15,Aero-Vectoring Left,160.7,46.7
LAMBO-ALA-1701,312.7,-0.25,Aero-Vectoring Right,309.0,48.3
LAMBO-ALA-1702,186.9,1.19,Aero-Vectoring Left,117.4,62.7
LAMBO-ALA-1703,183.4,0.72,High Downforce (Flaps Closed),169.1,60.4
LAMBO-ALA-1704,216.6,0.69,Aero-Vectoring Left,152.4,62.2
LAMBO-ALA-1705,307.3,-0.41,Aero-Vectoring Left,281.5,45.2
LAMBO-ALA-1706,276.4,0.16,Aero-Vectoring Right,244.7,56.3
LAMBO-ALA-1707,263.8,-1.45,High Downforce (Flaps Closed),317.6,28.0
LAMBO-ALA-1708,188.4,0.12,Aero-Vectoring Right,107.1,54.1
LAMBO-ALA-1709,247.9,-0.17,Aero-Vectoring Left,210.9,48.0
LAMBO-ALA-1710,133.3,-1.37,High Downforce (Flaps Closed),93.9,32.1
LAMBO-ALA-1711,259.0,-0.87,Low Drag (Flaps Open),102.5,41.5
LAMBO-ALA-1712,226.2,-1.02,Low Drag (Flaps Open),75.4,37.5
LAMBO-ALA-1713,335.5,-0.81,Aero-Vectoring Right,365.9,41.2
LAMBO-ALA-1714,124.6,-0.31,High Downforce (Flaps Closed),60.7,46.4
LAMBO-ALA-1715,136.9,1.2,Aero-Vectoring Left,57.9,68.1
LAMBO-ALA-1716,242.0,-1.09,High Downforce (Flaps Closed),242.0,35.9
LAMBO-ALA-1717,188.6,1.25,Low Drag (Flaps Open),44.4,70.2
LAMBO-ALA-1718,154.2,-0.56,High Downforce (Flaps Closed),103.1,42.0
LAMBO-ALA-1719,146.8,1.49,High Downforce (Flaps Closed),76.2,71.7
LAMBO-ALA-1720,134.1,0.4,Aero-Vectoring Right,51.0,60.0
LAMBO-ALA-1721,313.0,0.8,Aero-Vectoring Left,332.9,60.5
LAMBO-ALA-1722,333.1,0.8,High Downforce (Flaps Closed),500.3,59.0
LAMBO-ALA-1723,319.8,-1.12,High Downforce (Flaps Closed),461.7,31.0
LAMBO-ALA-1724,312.5,0.88,Aero-Vectoring Right,319.9,61.4
LAMBO-ALA-1725,221.0,-0.79,High Downforce (Flaps Closed),216.0,37.6
LAMBO-ALA-1726,247.0,-1.4,High Downforce (Flaps Closed),274.6,29.4
LAMBO-ALA-1727,182.9,1.01,Aero-Vectoring Right,90.6,65.1
LAMBO-ALA-1728,222.7,0.88,Aero-Vectoring Left,161.9,60.3
LAMBO-ALA-1729,211.7,0.36,Low Drag (Flaps Open),64.3,55.0
LAMBO-ALA-1730,268.9,0.4,Aero-Vectoring Right,241.7,55.2
LAMBO-ALA-1731,250.9,-0.7,High Downforce (Flaps Closed),267.7,41.8
LAMBO-ALA-1732,209.7,-1.17,High Downforce (Flaps Closed),211.1,36.6
LAMBO-ALA-1733,256.5,0.82,High Downforce (Flaps Closed),303.5,59.0
LAMBO-ALA-1734,214.9,0.8,High Downforce (Flaps Closed),209.3,61.6
LAMBO-ALA-1735,213.3,-0.78,Aero-Vectoring Left,154.7,37.0
LAMBO-ALA-1736,159.6,0.72,Aero-Vectoring Right,81.6,62.5
LAMBO-ALA-1737,334.1,-1.01,Aero-Vectoring Right,354.2,32.4
LAMBO-ALA-1738,298.9,-0.3,High Downforce (Flaps Closed),408.5,46.3
LAMBO-ALA-1739,234.0,1.34,High Downforce (Flaps Closed),263.1,67.4
LAMBO-ALA-1740,255.5,-0.32,Aero-Vectoring Left,205.4,47.1
LAMBO-ALA-1741,191.9,0.87,Low Drag (Flaps Open),46.6,60.0
LAMBO-ALA-1742,164.0,1.23,Aero-Vectoring Left,87.8,68.6
LAMBO-ALA-1743,305.5,1.28,Aero-Vectoring Left,300.2,67.8
LAMBO-ALA-1744,127.6,-0.84,Aero-Vectoring Left,51.1,38.4
LAMBO-ALA-1745,196.4,-0.47,Aero-Vectoring Right,121.9,47.1
LAMBO-ALA-1746,278.2,-1.26,Low Drag (Flaps Open),113.9,32.1
LAMBO-ALA-1747,137.8,-0.66,Aero-Vectoring Right,51.4,37.9
LAMBO-ALA-1748,307.4,-1.36,High Downforce (Flaps Closed),428.7,30.4
LAMBO-ALA-1749,198.6,-1.33,Aero-Vectoring Right,134.8,33.5
LAMBO-ALA-1750,310.0,-0.51,High Downforce (Flaps Closed),438.5,43.3
LAMBO-ALA-1751,204.8,0.22,Aero-Vectoring Right,135.9,57.0
LAMBO-ALA-1752,127.1,0.56,Aero-Vectoring Right,52.8,59.4
LAMBO-ALA-1753,126.8,-1.28,Low Drag (Flaps Open),29.7,31.0
LAMBO-ALA-1754,291.0,-0.31,High Downforce (Flaps Closed),384.1,43.7
LAMBO-ALA-1755,253.9,-0.84,Aero-Vectoring Left,205.1,38.4
LAMBO-ALA-1756,243.9,0.55,Low Drag (Flaps Open),86.6,58.7
LAMBO-ALA-1757,288.7,0.02,Aero-Vectoring Right,274.1,52.8
LAMBO-ALA-1758,334.4,-0.08,Aero-Vectoring Right,356.6,47.8
LAMBO-ALA-1759,267.9,1.09,Low Drag (Flaps Open),98.5,66.8
LAMBO-ALA-1760,216.5,-1.29,High Downforce (Flaps Closed),197.4,33.3
LAMBO-ALA-1761,239.9,-0.17,High Downforce (Flaps Closed),270.6,48.5
LAMBO-ALA-1762,253.8,1.27,Aero-Vectoring Right,199.0,64.9
LAMBO-ALA-1763,244.8,-0.26,Aero-Vectoring Left,194.3,45.7
LAMBO-ALA-1764,165.3,1.39,Aero-Vectoring Right,84.7,68.1
LAMBO-ALA-1765,198.8,-0.43,High Downforce (Flaps Closed),181.8,44.1
LAMBO-ALA-1766,266.4,1.04,Aero-Vectoring Left,232.9,65.2
LAMBO-ALA-1767,337.9,-0.56,Low Drag (Flaps Open),167.0,41.0
LAMBO-ALA-1768,333.2,-0.54,Low Drag (Flaps Open),150.1,43.4
LAMBO-ALA-1769,305.6,-1.49,Aero-Vectoring Left,290.3,28.1
LAMBO-ALA-1770,157.8,0.11,High Downforce (Flaps Closed),103.0,54.5
LAMBO-ALA-1771,248.2,-0.2,Aero-Vectoring Right,193.5,51.2
LAMBO-ALA-1772,206.4,-0.77,Low Drag (Flaps Open),59.9,39.1
LAMBO-ALA-1773,264.8,-0.54,High Downforce (Flaps Closed),316.7,43.2
LAMBO-ALA-1774,231.4,-0.05,Low Drag (Flaps Open),74.2,47.6
LAMBO-ALA-1775,261.1,1.11,Low Drag (Flaps Open),90.5,62.8
LAMBO-ALA-1776,240.4,-0.81,High Downforce (Flaps Closed),250.9,38.7
LAMBO-ALA-1777,138.9,0.3,Low Drag (Flaps Open),26.1,54.2
LAMBO-ALA-1778,134.1,-1.35,Aero-Vectoring Left,55.6,33.3
LAMBO-ALA-1779,254.7,-0.04,Aero-Vectoring Right,214.5,46.8
LAMBO-ALA-1780,178.3,1.19,Aero-Vectoring Right,110.8,69.3
LAMBO-ALA-1781,305.3,0.49,Aero-Vectoring Right,299.5,57.5
LAMBO-ALA-1782,184.7,-1.01,High Downforce (Flaps Closed),151.3,33.7
LAMBO-ALA-1783,126.8,-1.5,High Downforce (Flaps Closed),68.1,28.1
LAMBO-ALA-1784,325.9,-0.06,High Downforce (Flaps Closed),468.0,48.2
LAMBO-ALA-1785,236.4,-1.07,Aero-Vectoring Left,183.9,36.4
LAMBO-ALA-1786,248.7,-1.1,High Downforce (Flaps Closed),285.3,35.0
LAMBO-ALA-1787,125.6,0.58,Aero-Vectoring Right,45.2,54.9
LAMBO-ALA-1788,280.3,-0.97,Aero-Vectoring Left,266.5,37.9
LAMBO-ALA-1789,152.8,0.41,High Downforce (Flaps Closed),102.1,57.9
LAMBO-ALA-1790,303.4,-0.31,Low Drag (Flaps Open),135.1,46.2
LAMBO-ALA-1791,181.5,-0.61,Aero-Vectoring Left,108.4,42.8
LAMBO-ALA-1792,196.5,0.74,Low Drag (Flaps Open),53.4,56.1
LAMBO-ALA-1793,174.5,-1.13,Aero-Vectoring Right,99.2,35.1
LAMBO-ALA-1794,177.6,0.15,High Downforce (Flaps Closed),160.1,52.8
LAMBO-ALA-1795,223.0,-0.28,High Downforce (Flaps Closed),226.8,48.4
LAMBO-ALA-1796,236.9,0.68,Aero-Vectoring Left,170.2,59.4
LAMBO-ALA-1797,272.5,-1.48,Low Drag (Flaps Open),108.3,28.0
LAMBO-ALA-1798,317.2,0.72,High Downforce (Flaps Closed),454.0,62.1
LAMBO-ALA-1799,257.3,-0.76,Low Drag (Flaps Open),94.4,38.9
LAMBO-ALA-1800,220.1,-0.21,Aero-Vectoring Right,152.2,45.7
LAMBO-ALA-1801,247.4,1.36,Aero-Vectoring Left,203.4,69.1
LAMBO-ALA-1802,230.1,0.0,High Downforce (Flaps Closed),228.3,50.1
LAMBO-ALA-1803,217.6,-1.35,Aero-Vectoring Left,157.7,31.0
LAMBO-ALA-1804,311.1,0.14,High Downforce (Flaps Closed),424.3,55.0
LAMBO-ALA-1805,253.0,0.06,Aero-Vectoring Left,213.5,51.3
LAMBO-ALA-1806,336.0,0.7,High Downforce (Flaps Closed),514.0,59.4
LAMBO-ALA-1807,189.0,1.12,Low Drag (Flaps Open),49.2,65.0
LAMBO-ALA-1808,286.1,1.17,Low Drag (Flaps Open),112.1,64.9
LAMBO-ALA-1809,140.3,-0.71,High Downforce (Flaps Closed),75.1,37.6
LAMBO-ALA-1810,226.8,1.01,High Downforce (Flaps Closed),227.4,63.4
LAMBO-ALA-1811,152.4,-0.91,Aero-Vectoring Right,76.3,36.4
LAMBO-ALA-1812,211.6,-0.26,Aero-Vectoring Left,147.5,46.3
LAMBO-ALA-1813,197.8,-0.88,Low Drag (Flaps Open),51.6,38.6
LAMBO-ALA-1814,253.5,-1.39,Aero-Vectoring Left,210.4,34.2
LAMBO-ALA-1815,324.8,0.2,Aero-Vectoring Left,324.8,51.6
LAMBO-ALA-1816,238.6,-0.88,High Downforce (Flaps Closed),249.7,39.4
LAMBO-ALA-1817,251.2,0.68,High Downforce (Flaps Closed),292.1,61.5
LAMBO-ALA-1818,190.2,-1.44,High Downforce (Flaps Closed),159.0,30.4
LAMBO-ALA-1819,200.3,-1.15,High Downforce (Flaps Closed),196.8,33.9
LAMBO-ALA-1820,223.0,-0.77,Aero-Vectoring Left,149.7,42.0
LAMBO-ALA-1821,157.6,-0.07,Low Drag (Flaps Open),30.8,50.1
LAMBO-ALA-1822,197.7,0.7,High Downforce (Flaps Closed),173.3,59.1
LAMBO-ALA-1823,184.9,-0.82,Low Drag (Flaps Open),47.0,39.2
LAMBO-ALA-1824,314.8,-0.93,Aero-Vectoring Right,324.2,35.2
LAMBO-ALA-1825,218.0,-0.89,Low Drag (Flaps Open),63.5,33.4
LAMBO-ALA-1826,122.4,-1.27,Aero-Vectoring Right,37.2,31.8
LAMBO-ALA-1827,333.3,-1.12,Aero-Vectoring Right,342.3,34.4
LAMBO-ALA-1828,179.0,-0.58,High Downforce (Flaps Closed),136.4,42.8
LAMBO-ALA-1829,238.9,-0.27,High Downforce (Flaps Closed),248.8,48.4
LAMBO-ALA-1830,255.2,-0.05,Aero-Vectoring Right,205.9,45.9
LAMBO-ALA-1831,332.8,-0.52,High Downforce (Flaps Closed),488.6,45.0
LAMBO-ALA-1832,270.8,-1.37,High Downforce (Flaps Closed),335.8,29.8
LAMBO-ALA-1833,135.3,0.54,High Downforce (Flaps Closed),88.9,59.1
LAMBO-ALA-1834,190.7,-0.82,Aero-Vectoring Right,106.8,39.0
LAMBO-ALA-1835,256.2,-0.79,Aero-Vectoring Left,211.8,40.2
LAMBO-ALA-1836,207.5,1.11,Low Drag (Flaps Open),60.7,64.4
LAMBO-ALA-1837,249.9,0.14,High Downforce (Flaps Closed),280.1,53.9
LAMBO-ALA-1838,181.1,1.13,Low Drag (Flaps Open),54.1,64.0
LAMBO-ALA-1839,222.6,-0.36,High Downforce (Flaps Closed),231.8,46.7
LAMBO-ALA-1840,249.2,0.41,High Downforce (Flaps Closed),275.6,53.6
LAMBO-ALA-1841,319.8,0.34,High Downforce (Flaps Closed),445.1,51.3
LAMBO-ALA-1842,205.9,1.32,Aero-Vectoring Right,141.3,64.2
LAMBO-ALA-1843,321.9,-1.24,High Downforce (Flaps Closed),444.4,35.1
LAMBO-ALA-1844,163.5,0.84,Aero-Vectoring Right,84.7,60.3
LAMBO-ALA-1845,329.9,0.52,Aero-Vectoring Right,348.6,55.0
LAMBO-ALA-1846,275.5,1.35,High Downforce (Flaps Closed),327.2,67.3
LAMBO-ALA-1847,313.6,-1.28,High Downforce (Flaps Closed),438.6,34.3
LAMBO-ALA-1848,188.7,-0.87,Low Drag (Flaps Open),47.4,35.4
LAMBO-ALA-1849,181.5,-0.91,Low Drag (Flaps Open),47.8,35.0
LAMBO-ALA-1850,135.7,0.08,Aero-Vectoring Left,64.8,56.7
LAMBO-ALA-1851,166.4,-0.36,High Downforce (Flaps Closed),132.6,43.9
LAMBO-ALA-1852,122.0,0.75,Low Drag (Flaps Open),20.9,61.4
LAMBO-ALA-1853,270.9,1.08,Low Drag (Flaps Open),108.5,68.1
LAMBO-ALA-1854,127.1,-0.67,Low Drag (Flaps Open),31.0,39.0
LAMBO-ALA-1855,284.1,-1.11,Aero-Vectoring Left,255.9,35.0
LAMBO-ALA-1856,150.7,1.0,Low Drag (Flaps Open),14.8,63.1
LAMBO-ALA-1857,153.4,-0.9,High Downforce (Flaps Closed),127.1,32.9
LAMBO-ALA-1858,232.9,-0.44,Low Drag (Flaps Open),75.4,44.5
LAMBO-ALA-1859,206.5,-1.27,Low Drag (Flaps Open),61.8,31.1
LAMBO-ALA-1860,270.9,0.85,High Downforce (Flaps Closed),317.0,65.3
LAMBO-ALA-1861,288.2,0.84,High Downforce (Flaps Closed),379.9,63.2
LAMBO-ALA-1862,331.2,-0.65,Aero-Vectoring Left,356.3,44.0
LAMBO-ALA-1863,329.7,0.41,Aero-Vectoring Right,332.8,57.4
LAMBO-ALA-1864,327.0,-1.43,Aero-Vectoring Right,349.4,30.1
LAMBO-ALA-1865,228.7,-0.41,High Downforce (Flaps Closed),249.9,42.4
LAMBO-ALA-1866,311.1,1.3,High Downforce (Flaps Closed),429.3,70.5
LAMBO-ALA-1867,241.2,-1.49,Aero-Vectoring Left,177.5,28.0
LAMBO-ALA-1868,174.1,1.34,High Downforce (Flaps Closed),139.5,66.0
LAMBO-ALA-1869,122.4,0.81,Low Drag (Flaps Open),23.6,62.3
LAMBO-ALA-1870,334.1,0.17,High Downforce (Flaps Closed),500.8,51.8
LAMBO-ALA-1871,166.2,1.06,High Downforce (Flaps Closed),119.7,67.1
LAMBO-ALA-1872,338.4,-1.4,High Downforce (Flaps Closed),509.3,28.0
LAMBO-ALA-1873,130.3,0.33,Aero-Vectoring Right,48.6,57.7
LAMBO-ALA-1874,297.3,-0.45,Aero-Vectoring Left,288.5,45.2
LAMBO-ALA-1875,198.7,0.42,Aero-Vectoring Left,133.9,56.4
LAMBO-ALA-1876,263.8,0.58,High Downforce (Flaps Closed),297.2,60.7
LAMBO-ALA-1877,221.3,0.72,Low Drag (Flaps Open),63.6,56.4
LAMBO-ALA-1878,187.2,0.11,Low Drag (Flaps Open),55.3,53.2
LAMBO-ALA-1879,165.4,0.57,High Downforce (Flaps Closed),127.0,56.5
LAMBO-ALA-1880,154.2,-1.1,Low Drag (Flaps Open),29.9,33.6
LAMBO-ALA-1881,193.6,-0.39,Aero-Vectoring Right,131.2,45.2
LAMBO-ALA-1882,308.9,0.81,Aero-Vectoring Left,307.3,60.9
LAMBO-ALA-1883,277.3,0.96,High Downforce (Flaps Closed),353.5,64.0
LAMBO-ALA-1884,152.4,-1.49,Aero-Vectoring Right,77.9,31.7
LAMBO-ALA-1885,211.0,-1.5,Aero-Vectoring Right,141.5,29.7
LAMBO-ALA-1886,284.7,0.46,Aero-Vectoring Right,257.5,53.9
LAMBO-ALA-1887,179.6,-0.26,Aero-Vectoring Right,94.2,43.5
LAMBO-ALA-1888,298.0,0.47,Low Drag (Flaps Open),119.5,60.4
LAMBO-ALA-1889,249.4,0.33,Aero-Vectoring Right,205.6,55.1
LAMBO-ALA-1890,154.9,0.42,Aero-Vectoring Right,85.0,55.6
LAMBO-ALA-1891,323.1,1.47,High Downforce (Flaps Closed),477.3,67.7
LAMBO-ALA-1892,270.4,-1.18,High Downforce (Flaps Closed),317.5,34.2
LAMBO-ALA-1893,204.8,0.19,Aero-Vectoring Right,124.2,56.0
LAMBO-ALA-1894,139.8,0.62,Aero-Vectoring Left,77.7,60.7
LAMBO-ALA-1895,295.6,1.21,High Downforce (Flaps Closed),390.0,66.1
LAMBO-ALA-1896,270.9,0.25,Low Drag (Flaps Open),100.9,55.5
LAMBO-ALA-1897,195.3,0.62,Low Drag (Flaps Open),55.3,54.4
LAMBO-ALA-1898,221.7,0.69,High Downforce (Flaps Closed),206.1,60.0
LAMBO-ALA-1899,179.5,0.28,High Downforce (Flaps Closed),149.4,58.2
LAMBO-ALA-1900,298.0,-0.84,High Downforce (Flaps Closed),414.3,40.3
LAMBO-ALA-1901,197.0,1.42,Aero-Vectoring Right,127.0,71.5
LAMBO-ALA-1902,163.9,-1.22,High Downforce (Flaps Closed),117.8,38.0
LAMBO-ALA-1903,178.4,0.02,High Downforce (Flaps Closed),149.1,52.2
LAMBO-ALA-1904,261.2,-0.05,High Downforce (Flaps Closed),303.0,48.4
LAMBO-ALA-1905,156.8,-0.3,High Downforce (Flaps Closed),107.4,47.0
LAMBO-ALA-1906,147.0,1.35,Aero-Vectoring Left,64.5,68.1
LAMBO-ALA-1907,294.7,1.5,High Downforce (Flaps Closed),379.9,68.1
LAMBO-ALA-1908,282.2,0.62,Low Drag (Flaps Open),112.8,59.6
LAMBO-ALA-1909,266.7,0.31,Aero-Vectoring Left,217.9,53.4
LAMBO-ALA-1910,187.8,-1.35,Aero-Vectoring Right,93.7,30.8
LAMBO-ALA-1911,218.6,-0.08,Aero-Vectoring Left,156.6,47.1
LAMBO-ALA-1912,141.7,0.66,High Downforce (Flaps Closed),81.9,60.0
LAMBO-ALA-1913,204.4,-1.42,High Downforce (Flaps Closed),176.3,30.9
LAMBO-ALA-1914,262.1,0.94,High Downforce (Flaps Closed),310.9,63.9
LAMBO-ALA-1915,165.3,0.72,Aero-Vectoring Right,83.9,60.0
LAMBO-ALA-1916,189.6,-1.38,Low Drag (Flaps Open),52.1,32.4
LAMBO-ALA-1917,192.5,-0.47,Low Drag (Flaps Open),52.0,42.9
LAMBO-ALA-1918,209.0,-0.61,Aero-Vectoring Left,129.3,39.7
LAMBO-ALA-1919,195.5,-0.58,High Downforce (Flaps Closed),181.3,42.6
LAMBO-ALA-1920,169.5,-0.33,High Downforce (Flaps Closed),142.2,45.7
LAMBO-ALA-1921,156.1,0.64,Aero-Vectoring Right,86.3,58.7
LAMBO-ALA-1922,290.1,0.14,High Downforce (Flaps Closed),364.1,55.3
LAMBO-ALA-1923,121.6,-1.47,Low Drag (Flaps Open),23.9,29.1
LAMBO-ALA-1924,164.6,-0.88,High Downforce (Flaps Closed),114.8,38.2
LAMBO-ALA-1925,126.4,-0.44,Aero-Vectoring Right,48.4,45.4
LAMBO-ALA-1926,149.9,0.96,High Downforce (Flaps Closed),103.2,62.6
LAMBO-ALA-1927,314.0,-0.09,High Downforce (Flaps Closed),441.7,46.9
LAMBO-ALA-1928,257.7,0.17,High Downforce (Flaps Closed),298.0,50.3
LAMBO-ALA-1929,207.2,-0.5,Low Drag (Flaps Open),55.8,39.2
LAMBO-ALA-1930,328.1,-0.79,Aero-Vectoring Left,347.5,38.5
LAMBO-ALA-1931,330.8,-0.98,Aero-Vectoring Right,356.5,41.3
LAMBO-ALA-1932,156.0,-0.17,Low Drag (Flaps Open),37.3,45.0
LAMBO-ALA-1933,183.0,0.42,Aero-Vectoring Right,113.2,56.7
LAMBO-ALA-1934,316.2,-0.07,High Downforce (Flaps Closed),451.8,48.3
LAMBO-ALA-1935,169.0,-0.05,High Downforce (Flaps Closed),144.0,49.7
LAMBO-ALA-1936,152.0,0.88,High Downforce (Flaps Closed),101.5,65.9
LAMBO-ALA-1937,132.1,1.22,Low Drag (Flaps Open),34.2,66.6
LAMBO-ALA-1938,156.4,0.19,Low Drag (Flaps Open),26.6,50.6
LAMBO-ALA-1939,254.8,-1.24,Low Drag (Flaps Open),89.3,33.7
LAMBO-ALA-1940,255.7,-0.02,High Downforce (Flaps Closed),313.1,48.0
LAMBO-ALA-1941,249.9,-0.78,High Downforce (Flaps Closed),293.5,39.9
LAMBO-ALA-1942,208.0,-1.26,High Downforce (Flaps Closed),190.4,35.7
LAMBO-ALA-1943,194.3,1.12,Low Drag (Flaps Open),45.4,65.2
LAMBO-ALA-1944,188.4,-0.36,High Downforce (Flaps Closed),184.1,46.3
LAMBO-ALA-1945,249.0,-1.22,Low Drag (Flaps Open),82.7,35.1
LAMBO-ALA-1946,127.6,-0.56,High Downforce (Flaps Closed),72.6,40.2
LAMBO-ALA-1947,230.5,0.02,High Downforce (Flaps Closed),232.1,52.1
LAMBO-ALA-1948,156.8,-0.0,High Downforce (Flaps Closed),105.5,49.9
LAMBO-ALA-1949,132.4,-1.24,Low Drag (Flaps Open),11.4,30.7
LAMBO-ALA-1950,308.7,0.48,High Downforce (Flaps Closed),431.8,59.2
LAMBO-ALA-1951,338.3,-1.4,Low Drag (Flaps Open),158.0,31.3
LAMBO-ALA-1952,172.4,-0.36,High Downforce (Flaps Closed),124.8,44.9
LAMBO-ALA-1953,333.9,-0.04,Low Drag (Flaps Open),158.2,49.7
LAMBO-ALA-1954,260.2,-1.46,High Downforce (Flaps Closed),313.3,28.9
LAMBO-ALA-1955,134.2,-0.02,Aero-Vectoring Left,58.2,50.2
LAMBO-ALA-1956,257.2,0.21,High Downforce (Flaps Closed),316.6,55.1
LAMBO-ALA-1957,138.0,-1.4,Low Drag (Flaps Open),29.5,32.5
LAMBO-ALA-1958,168.3,-1.5,Low Drag (Flaps Open),40.4,30.3
LAMBO-ALA-1959,253.6,0.74,High Downforce (Flaps Closed),284.8,59.4
LAMBO-ALA-1960,161.2,0.94,High Downforce (Flaps Closed),132.6,62.0
LAMBO-ALA-1961,138.5,1.5,High Downforce (Flaps Closed),79.2,72.0
LAMBO-ALA-1962,288.6,0.2,Aero-Vectoring Right,262.2,54.2
LAMBO-ALA-1963,251.5,-0.13,Aero-Vectoring Right,211.0,50.2
LAMBO-ALA-1964,236.1,-1.45,Aero-Vectoring Right,185.7,28.0
LAMBO-ALA-1965,327.7,-0.85,Aero-Vectoring Left,347.2,39.5
LAMBO-ALA-1966,179.2,-0.41,Aero-Vectoring Left,101.4,42.8
LAMBO-ALA-1967,247.2,0.26,High Downforce (Flaps Closed),272.4,56.1
LAMBO-ALA-1968,272.7,-1.44,Aero-Vectoring Right,231.7,28.0
LAMBO-ALA-1969,154.7,0.78,High Downforce (Flaps Closed),91.1,59.8
LAMBO-ALA-1970,128.1,-0.58,High Downforce (Flaps Closed),64.6,38.8
LAMBO-ALA-1971,239.5,1.18,Low Drag (Flaps Open),74.4,63.6
LAMBO-ALA-1972,246.2,1.27,Aero-Vectoring Left,192.1,67.6
LAMBO-ALA-1973,174.4,0.99,Low Drag (Flaps Open),38.9,65.1
LAMBO-ALA-1974,224.7,0.14,Aero-Vectoring Left,155.5,51.9
LAMBO-ALA-1975,301.0,1.38,Low Drag (Flaps Open),134.1,70.5
LAMBO-ALA-1976,121.8,0.94,High Downforce (Flaps Closed),64.9,61.9
LAMBO-ALA-1977,296.6,0.16,Aero-Vectoring Left,273.1,51.9
LAMBO-ALA-1978,282.8,-0.99,High Downforce (Flaps Closed),346.7,35.2
LAMBO-ALA-1979,134.4,-1.34,Low Drag (Flaps Open),20.6,30.6
