Combustion_Cycle_ID,Engine_Speed_RPM,Twin_Turbo_Boost_Bar,Pre_Chamber_Temp_C,Turbulent_Jet_Velocity_m_s,Knock_Sensor_Volts,Combustion_State
MASERATI-MC20-2332,3709,1.74,782.0,76.9,0.56,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2333,5261,2.36,839.4,86.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2334,5288,2.29,804.7,78.8,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2335,7335,2.59,859.6,89.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2336,5014,2.31,825.2,85.6,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2337,2498,1.75,748.1,80.6,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2338,7053,2.92,891.2,100.0,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2339,6395,2.65,876.8,93.1,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2340,3319,1.71,782.9,83.2,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2341,6828,2.71,857.6,99.7,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2342,7462,3.2,900.4,103.5,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2343,4292,2.14,811.1,84.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2344,2430,1.52,792.5,65.7,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2345,4608,2.12,814.9,81.2,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2346,5419,2.69,840.2,93.4,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2347,5401,2.51,822.2,91.8,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2348,3201,1.68,790.1,73.7,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2349,7618,2.9,868.5,96.6,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2350,5503,2.11,789.3,75.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2351,5276,2.29,797.0,91.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2352,7222,2.54,832.3,90.3,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2353,3176,1.92,768.0,82.1,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2354,2742,2.0,796.8,86.6,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2355,5041,2.4,825.8,95.1,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2356,2121,1.57,780.7,78.6,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2357,6905,2.62,851.8,89.2,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2358,6871,2.57,862.7,91.3,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2359,4069,2.17,843.8,83.3,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2360,6665,2.74,815.1,95.6,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2361,6902,2.75,836.1,93.6,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2362,2649,1.99,784.5,82.4,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2363,5496,2.41,803.7,85.7,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2364,7096,2.94,866.5,95.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2365,2022,1.96,832.2,79.3,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2366,4187,2.25,799.2,85.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2367,5076,2.34,832.0,90.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2368,2305,1.77,786.7,82.6,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2369,6918,2.78,890.3,96.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2370,6316,2.71,832.7,91.0,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2371,2528,1.9,806.9,79.1,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2372,5828,2.63,826.1,87.5,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2373,5912,2.39,821.9,77.7,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2374,4243,2.27,834.1,84.1,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2375,5672,2.52,844.3,89.4,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2376,4767,2.28,845.9,81.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2377,6935,2.94,858.7,103.2,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2378,4132,2.06,780.3,82.1,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2379,4848,2.39,832.1,90.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2380,4541,2.12,775.4,82.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2381,2096,1.57,781.1,71.6,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2382,5722,2.72,844.1,88.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2383,4341,2.03,797.9,79.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2384,2581,1.75,769.3,73.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2385,3382,2.01,767.6,78.5,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2386,4590,2.53,819.6,90.2,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2387,6843,2.97,889.7,106.4,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2388,3747,2.02,821.7,73.3,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2389,5943,2.82,869.0,91.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2390,2653,1.65,790.9,71.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2391,5190,2.38,827.6,84.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2392,5836,2.41,834.6,84.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2393,6617,2.88,847.4,95.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2394,4311,2.47,827.2,95.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2395,4462,2.35,834.4,87.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2396,3336,1.73,797.4,79.1,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2397,5384,2.46,848.2,87.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2398,6110,2.52,833.2,92.4,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2399,2816,1.88,767.4,89.2,0.51,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2400,6270,2.59,860.2,102.2,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2401,5229,2.42,841.7,90.6,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2402,2950,2.05,827.5,84.2,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2403,4072,2.06,825.0,77.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2404,5372,2.26,827.1,88.7,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2405,4154,2.18,796.0,88.6,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2406,3225,2.18,801.9,78.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2407,5005,2.09,785.7,82.8,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2408,7111,2.98,855.6,98.0,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2409,5090,2.72,875.7,96.1,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2410,2189,1.45,761.5,75.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2411,3180,1.96,780.1,73.2,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2412,3886,2.19,813.1,80.1,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2413,7395,2.76,856.6,93.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2414,6631,2.55,844.0,95.4,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2415,7723,3.12,863.2,100.4,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2416,2995,1.88,815.3,79.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2417,2590,1.86,801.4,75.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2418,4760,2.13,830.8,77.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2419,2776,1.85,782.5,81.6,0.58,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2420,6481,2.76,872.8,92.9,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2421,7671,3.23,899.9,103.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2422,5751,2.84,827.2,93.2,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2423,7103,2.66,821.1,95.8,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2424,2873,1.86,794.2,76.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2425,5045,2.06,831.4,86.9,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2426,2465,1.99,799.3,80.4,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2427,3975,2.08,779.1,74.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2428,5004,2.3,818.3,87.9,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2429,7640,2.89,878.6,92.1,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2430,3893,2.11,748.5,85.2,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2431,5685,2.4,858.8,93.6,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2432,7558,2.91,827.5,101.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2433,3377,1.98,810.9,88.7,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2434,2667,1.68,797.4,73.6,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2435,7562,2.92,894.5,103.0,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2436,3512,1.79,778.0,80.8,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2437,5790,2.68,865.3,95.9,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2438,7050,2.83,827.4,104.5,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2439,5719,2.26,803.8,86.5,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2440,4258,2.05,814.5,76.1,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2441,6007,2.86,847.8,102.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2442,3459,2.22,816.0,81.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2443,3157,1.98,790.4,80.1,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2444,5070,2.38,834.4,92.9,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2445,6701,2.9,853.2,99.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2446,4814,2.48,826.9,90.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2447,2693,1.76,780.2,74.9,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2448,7728,2.86,880.5,92.4,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2449,5872,2.67,852.0,88.9,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2450,2649,1.53,767.8,76.6,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2451,3093,1.71,779.1,76.9,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2452,5226,2.42,837.9,85.4,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2453,3745,1.85,803.9,70.7,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2454,5647,2.34,806.3,84.2,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2455,6388,2.75,849.4,92.3,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2456,6657,2.74,845.2,91.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2457,6000,2.65,833.1,97.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2458,6069,2.62,838.4,86.5,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2459,4615,2.17,818.1,82.4,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2460,7796,3.21,920.9,106.1,1.06,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2461,5676,2.22,827.9,82.3,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2462,5566,2.73,826.4,91.4,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2463,5945,2.56,836.3,87.6,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2464,6486,2.42,857.9,86.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2465,4370,2.49,814.0,92.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2466,4245,2.23,828.8,85.2,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2467,2462,1.79,770.3,79.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2468,3892,2.29,789.1,84.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2469,6219,2.43,837.5,86.1,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2470,4836,2.06,817.8,80.8,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2471,5434,2.58,837.8,83.8,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2472,5116,2.51,854.3,92.4,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2473,3861,2.18,801.9,87.4,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2474,7656,2.98,905.8,96.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2475,6537,2.55,859.5,84.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2476,2727,1.82,758.9,74.0,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2477,6888,2.89,868.5,99.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2478,2811,1.79,780.5,75.2,0.59,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2479,7085,2.71,844.1,102.3,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2480,5802,2.28,837.0,80.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2481,7371,2.98,854.0,90.7,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2482,5686,2.33,835.8,89.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2483,4644,2.06,813.2,81.7,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2484,2454,1.98,791.3,81.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2485,2210,1.85,821.4,81.6,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2486,2896,2.13,804.1,83.6,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2487,5454,2.57,867.1,85.3,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2488,7338,2.8,886.3,92.7,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2489,7411,2.99,885.6,96.5,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2490,3579,2.02,766.7,77.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2491,2871,2.16,830.7,84.9,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2492,5122,2.41,829.9,91.5,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2493,4625,2.23,781.0,82.5,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2494,5782,2.43,840.1,95.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2495,6059,2.29,867.9,89.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2496,3386,1.57,752.9,80.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2497,3864,2.02,802.7,83.1,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2498,5187,2.43,828.6,89.7,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2499,7242,2.81,828.7,94.2,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2500,2997,1.67,753.7,79.4,0.54,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2501,6629,2.58,835.3,96.6,1.02,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2502,3116,1.93,827.2,84.5,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2503,5349,2.69,853.0,94.9,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2504,5496,2.36,796.9,91.6,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2505,4613,2.63,798.3,91.4,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2506,3268,2.07,807.8,82.4,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2507,2439,1.83,783.0,76.4,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2508,4247,2.18,799.6,89.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2509,3408,1.9,783.4,75.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2510,7055,2.81,875.5,100.5,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2511,3547,1.94,759.6,76.2,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2512,2730,1.82,787.4,69.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2513,7470,2.85,834.1,86.1,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2514,2014,1.76,768.1,80.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2515,3544,2.24,823.2,77.9,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2516,2017,1.7,785.5,68.3,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2517,4130,2.07,787.7,84.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2518,4421,2.44,834.6,82.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2519,4929,2.35,825.3,93.2,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2520,3052,2.0,778.1,80.5,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2521,5461,2.12,799.5,84.3,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2522,6978,2.83,834.4,91.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2523,5168,2.33,811.7,81.6,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2524,4376,2.34,843.0,89.7,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2525,5814,2.62,831.0,97.2,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2526,3266,1.81,797.1,82.4,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2527,4517,2.35,852.7,87.0,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2528,5808,2.67,848.7,92.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2529,6538,2.67,828.8,95.9,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2530,6683,2.92,859.9,95.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2531,3824,2.09,793.1,85.7,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2532,2309,1.82,774.6,83.8,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2533,6460,2.62,867.4,89.6,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2534,6367,2.56,805.7,93.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2535,7732,3.01,878.4,105.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2536,6576,2.69,857.2,91.4,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2537,3774,2.03,834.2,78.1,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2538,3474,2.19,845.5,81.4,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2539,7602,2.93,863.8,103.4,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2540,2090,1.61,766.2,69.5,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2541,2033,1.55,749.0,69.5,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2542,4264,2.09,805.1,82.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2543,5896,2.55,845.5,91.6,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2544,4965,2.52,868.4,95.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2545,3360,2.01,748.2,76.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2546,7029,2.64,842.4,92.6,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2547,6102,2.67,863.2,95.4,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2548,6839,2.71,850.1,89.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2549,7324,3.1,878.2,109.3,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2550,6192,2.69,862.4,96.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2551,4246,2.25,821.7,92.4,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2552,3823,2.13,787.2,87.0,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2553,2175,1.76,749.4,78.5,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2554,3587,1.93,761.7,75.4,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2555,6458,2.73,844.3,92.2,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2556,2504,1.71,764.3,72.9,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2557,5084,2.35,820.1,88.6,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2558,2857,1.68,801.2,66.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2559,5282,2.49,797.0,96.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2560,4559,2.26,807.5,89.5,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2561,7456,3.17,889.2,93.5,1.06,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2562,7351,2.89,878.4,97.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2563,2220,1.57,778.4,73.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2564,6633,2.8,866.8,93.6,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2565,6819,2.69,890.2,88.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2566,3617,1.86,748.6,78.3,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2567,5029,2.27,785.9,85.9,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2568,7752,3.23,878.1,103.8,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2569,4652,2.16,821.8,88.3,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2570,2273,1.83,760.0,82.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2571,2020,1.92,787.2,78.7,0.47,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2572,4265,2.2,784.2,85.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2573,3986,1.79,792.2,78.0,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2574,3809,1.97,815.7,89.4,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2575,7441,2.71,856.6,92.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2576,5762,2.61,817.4,98.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2577,3085,2.01,835.5,80.8,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2578,2536,1.84,788.1,78.7,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2579,7502,2.68,826.3,95.7,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2580,4249,1.98,788.7,78.7,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2581,2371,1.83,760.8,78.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2582,3879,2.25,798.1,89.4,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2583,3684,2.18,825.6,90.1,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2584,2943,2.1,845.1,86.4,0.88,Micro-Knock Ingestion / Spark Retard
