Regera_Telemetry_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,HydraCoup_Slip_pct,Freevalve_Intake_Lift_mm,Powertrain_Mode
KOENIG-KDD-2296,199.7,3998,0.0,6.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2297,327.6,6619,0.0,10.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2298,196.5,4139,0.0,6.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2299,312.9,6201,0.0,9.79,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2300,115.1,2411,17.9,4.62,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2301,166.0,3321,0.0,6.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2302,284.0,5653,0.0,9.3,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2303,120.1,2422,8.4,4.78,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2304,247.0,5254,0.0,7.85,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2305,278.2,5662,0.0,9.44,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2306,61.2,1186,62.5,3.3,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2307,114.8,2329,14.7,4.61,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2308,244.9,5007,0.0,7.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2309,162.5,3662,0.0,5.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2310,118.3,2350,0.5,4.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2311,90.7,1913,35.9,5.15,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2312,41.3,800,79.6,2.86,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2313,345.5,7249,0.0,10.41,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2314,95.8,2139,34.6,4.72,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2315,365.9,7253,0.0,10.01,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2316,321.2,6447,0.0,9.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2317,68.9,1293,63.2,3.65,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2318,59.1,1070,69.3,3.93,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2319,117.5,2413,13.0,5.34,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2320,208.5,3999,0.0,5.79,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2321,243.4,5033,0.0,7.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2322,349.3,7236,0.0,10.68,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2323,130.8,2703,0.0,4.52,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2324,381.4,7927,0.0,11.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2325,306.0,6230,0.0,9.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2326,299.8,6331,0.0,9.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2327,392.7,8130,0.0,11.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2328,397.4,8014,0.0,12.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2329,293.3,5978,0.0,9.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2330,78.0,1391,51.8,3.96,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2331,312.8,6743,0.0,9.9,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2332,269.7,5369,0.0,7.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2333,267.2,5460,0.0,8.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2334,271.3,5058,0.0,7.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2335,325.8,6808,0.0,10.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2336,267.0,5565,0.0,9.07,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2337,321.8,6595,0.0,9.58,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2338,75.6,1686,55.9,4.34,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2339,390.9,8023,0.0,11.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2340,361.9,7657,0.0,10.19,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2341,271.4,5533,0.0,8.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2342,62.0,1311,65.1,3.11,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2343,33.0,1012,85.7,2.68,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2344,171.9,3588,0.0,6.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2345,107.7,2192,20.8,5.18,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2346,233.4,4739,0.0,7.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2347,181.2,3756,0.0,6.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2348,386.2,7773,0.0,11.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2349,163.1,3159,0.0,5.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2350,263.1,5667,0.0,9.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2351,130.7,2734,0.0,5.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2352,133.0,2803,0.0,5.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2353,159.7,3088,0.0,6.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2354,387.7,7909,0.0,10.83,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2355,280.6,5866,0.0,9.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2356,324.1,6348,0.0,9.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2357,225.8,4773,0.0,7.32,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2358,177.5,3372,0.0,5.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2359,74.3,1394,56.0,3.8,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2360,182.7,3440,0.0,5.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2361,296.5,6095,0.0,9.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2362,176.9,3745,0.0,6.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2363,124.0,2528,2.3,5.11,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2364,294.3,5957,0.0,9.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2365,51.3,1032,73.3,3.51,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2366,36.6,800,85.0,2.44,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2367,393.7,8130,0.0,11.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2368,409.2,8345,0.0,11.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2369,347.4,7223,0.0,10.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2370,73.6,1475,61.2,3.14,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2371,88.7,1890,39.4,4.36,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2372,107.5,1960,22.7,4.21,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2373,294.6,5919,0.0,8.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2374,229.9,4776,0.0,7.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2375,331.4,6781,0.0,10.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2376,235.6,4800,0.0,8.41,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2377,184.8,3893,0.0,7.07,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2378,70.8,1414,58.6,3.79,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2379,158.6,3257,0.0,5.46,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2380,374.0,7622,0.0,11.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2381,373.6,7867,0.0,10.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2382,206.3,4211,0.0,6.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2383,140.8,3010,0.0,6.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2384,144.9,3049,0.0,5.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2385,396.4,7989,0.0,11.3,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2386,353.9,7240,0.0,10.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2387,193.2,3875,0.0,6.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2388,272.5,5709,0.0,7.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2389,199.5,4076,0.0,6.75,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2390,265.5,5520,0.0,8.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2391,408.1,8500,0.0,11.74,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2392,123.1,2771,1.7,5.44,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2393,348.8,7070,0.0,10.82,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2394,317.3,6484,0.0,9.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2395,260.7,5554,0.0,9.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2396,286.7,5951,0.0,9.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2397,91.2,1686,37.1,4.35,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2398,190.2,3916,0.0,6.49,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2399,220.4,4526,0.0,6.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2400,238.6,5222,0.0,8.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2401,302.4,6001,0.0,8.24,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2402,116.9,2526,7.5,4.31,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2403,61.0,1350,69.7,3.72,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2404,297.3,6156,0.0,10.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2405,316.0,6574,0.0,9.21,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2406,368.1,7632,0.0,10.99,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2407,120.8,2387,5.4,5.41,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2408,237.9,4986,0.0,7.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2409,155.9,3139,0.0,5.07,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2410,365.6,7517,0.0,11.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2411,184.4,3973,0.0,6.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2412,117.9,2686,12.4,3.91,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2413,232.1,4652,0.0,7.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2414,183.0,4042,0.0,7.83,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2415,228.7,4893,0.0,7.26,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2416,114.7,2260,7.6,4.77,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2417,384.6,7994,0.0,12.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2418,349.7,7287,0.0,10.34,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2419,272.3,5960,0.0,9.23,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2420,367.9,7541,0.0,11.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2421,79.2,1582,52.8,4.47,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2422,288.0,5918,0.0,9.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2423,399.9,8054,0.0,10.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2424,97.0,2023,35.2,4.99,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2425,223.6,4535,0.0,7.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2426,140.8,2707,0.0,5.21,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2427,285.2,5668,0.0,8.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2428,211.9,4382,0.0,7.1,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2429,244.3,4823,0.0,7.68,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2430,315.7,6781,0.0,10.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2431,46.1,800,82.8,3.15,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2432,209.4,4274,0.0,7.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2433,187.0,3759,0.0,6.34,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2434,339.0,6924,0.0,10.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2435,220.4,4351,0.0,7.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2436,367.5,7659,0.0,10.87,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2437,336.3,7067,0.0,10.78,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2438,172.3,3458,0.0,6.23,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2439,93.8,1812,38.4,4.19,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2440,166.6,3549,0.0,6.9,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2441,237.3,4973,0.0,8.29,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2442,238.3,5018,0.0,7.41,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2443,218.5,4293,0.0,6.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2444,212.9,4194,0.0,7.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2445,309.6,6380,0.0,9.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2446,215.5,4228,0.0,6.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2447,32.2,800,87.5,2.61,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2448,322.7,6408,0.0,9.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2449,218.1,4384,0.0,6.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2450,241.6,5024,0.0,7.84,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2451,271.8,5520,0.0,9.11,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2452,88.5,1883,40.3,3.88,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2453,107.5,2041,16.3,3.46,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2454,301.7,6107,0.0,9.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2455,231.3,4787,0.0,7.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2456,396.7,8190,0.0,12.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2457,225.3,4501,0.0,7.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2458,39.4,927,85.3,3.08,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2459,69.3,1576,64.6,3.05,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2460,203.9,4234,0.0,6.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2461,349.4,7461,0.0,11.1,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2462,78.2,1514,57.3,4.33,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2463,332.5,6747,0.0,9.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2464,267.7,5421,0.0,8.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2465,225.5,4305,0.0,7.25,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2466,285.7,5856,0.0,8.74,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2467,375.1,7621,0.0,11.75,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2468,312.7,6483,0.0,10.05,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2469,304.4,6251,0.0,9.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2470,294.8,6103,0.0,9.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2471,290.4,5977,0.0,8.92,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2472,372.5,7472,0.0,10.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2473,51.6,1029,74.7,3.55,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2474,242.5,4984,0.0,7.68,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2475,52.4,1269,72.6,3.26,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2476,224.5,4427,0.0,6.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2477,56.4,1272,66.7,3.94,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2478,183.5,3677,0.0,5.75,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2479,271.1,5579,0.0,9.54,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2480,300.5,6207,0.0,9.68,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2481,329.7,7111,0.0,10.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2482,337.4,6637,0.0,8.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2483,364.1,7854,0.0,11.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2484,359.7,7126,0.0,10.41,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2485,257.1,5401,0.0,8.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2486,277.8,5635,0.0,8.25,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2487,388.5,7720,0.0,11.19,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2488,154.0,2897,0.0,5.58,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2489,342.5,6976,0.0,10.7,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2490,47.1,1038,69.2,2.71,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2491,380.8,7913,0.0,11.29,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2492,40.0,932,79.8,3.18,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2493,226.0,4597,0.0,7.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2494,133.1,2817,0.0,5.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2495,33.0,800,88.0,2.74,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2496,115.0,2202,13.1,3.76,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2497,90.3,1634,41.4,3.97,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2498,284.6,5602,0.0,8.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2499,151.1,3177,0.0,5.43,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2500,138.3,2730,0.0,5.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2501,258.0,5241,0.0,8.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2502,362.8,7734,0.0,11.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2503,111.4,2476,17.3,4.04,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2504,295.5,5735,0.0,8.83,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2505,163.3,3233,0.0,5.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2506,258.1,5549,0.0,8.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2507,387.2,8052,0.0,10.94,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2508,393.8,8081,0.0,12.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2509,48.4,1106,76.5,3.76,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2510,214.2,4338,0.0,7.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2511,241.8,4845,0.0,7.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2512,348.0,6978,0.0,9.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2513,301.1,6014,0.0,8.52,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2514,305.5,6207,0.0,9.37,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2515,345.6,7390,0.0,10.89,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2516,403.7,8487,0.0,12.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2517,347.8,6962,0.0,9.9,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2518,356.7,7477,0.0,10.83,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2519,190.6,4090,0.0,6.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2520,206.3,4395,0.0,7.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2521,337.1,7129,0.0,10.92,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2522,358.3,7546,0.0,11.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2523,163.6,3328,0.0,5.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2524,334.2,6849,0.0,10.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2525,207.0,4587,0.0,7.25,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2526,334.7,7035,0.0,10.43,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2527,182.9,3839,0.0,7.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2528,319.4,6402,0.0,9.64,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2529,188.8,4088,0.0,6.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2530,373.6,7651,0.0,11.12,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2531,253.5,5005,0.0,8.12,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2532,217.3,4262,0.0,6.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2533,323.4,6692,0.0,9.08,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2534,314.4,6493,0.0,9.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2535,367.3,7485,0.0,11.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2536,378.8,7994,0.0,11.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2537,335.3,6836,0.0,10.14,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2538,53.5,1084,68.3,3.55,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2539,120.1,2663,2.5,4.62,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2540,393.6,8153,0.0,11.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2541,204.3,4191,0.0,6.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2542,405.0,8141,0.0,11.39,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2543,140.0,2687,0.0,5.41,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2544,403.2,8436,0.0,11.08,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2545,58.2,1049,69.9,3.32,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2546,85.3,1835,40.0,4.05,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2547,206.6,4062,0.0,7.26,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2548,60.1,1058,71.5,3.75,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2549,54.3,1117,75.7,2.91,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2550,316.5,6536,0.0,9.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2551,331.9,7134,0.0,10.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2552,313.3,6466,0.0,10.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2553,327.4,6646,0.0,10.34,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2554,37.3,956,82.9,3.02,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2555,151.6,3363,0.0,6.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2556,119.8,2767,5.5,5.3,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2557,78.8,1606,50.6,4.25,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2558,115.8,2363,11.4,4.96,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2559,101.5,2101,29.4,4.44,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2560,258.0,5403,0.0,8.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2561,102.6,2041,24.2,4.45,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2562,115.4,2445,14.0,5.63,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2563,168.6,3342,0.0,5.55,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2564,125.8,2723,0.0,6.11,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2565,72.1,1453,54.3,3.17,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2566,236.3,4843,0.0,7.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2567,309.1,6380,0.0,9.11,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2568,306.5,6496,0.0,9.89,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2569,126.7,2539,2.3,5.06,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2570,60.8,1146,61.8,3.77,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2571,329.6,6875,0.0,10.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2572,106.8,2344,22.4,4.65,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2573,41.5,974,79.5,4.02,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2574,76.7,1815,56.4,3.98,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2575,36.0,800,86.5,2.83,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2576,52.8,1173,72.9,2.9,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2577,176.7,3573,0.0,6.51,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2578,207.3,4030,0.0,6.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2579,108.0,2178,20.4,5.22,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2580,255.8,5006,0.0,8.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2581,229.7,4777,0.0,7.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2582,212.4,4312,0.0,7.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2583,390.4,7962,0.0,11.47,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2584,139.1,3079,0.0,5.46,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2585,73.4,1546,53.6,3.08,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2586,296.2,6234,0.0,8.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2587,142.9,3011,0.0,5.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2588,32.2,800,83.8,2.93,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2589,155.7,3190,0.0,6.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2590,166.0,3235,0.0,4.52,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2591,318.3,6576,0.0,10.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-2592,42.8,800,85.2,3.76,HydraCoup Torque Multiplication Slip
KOENIG-KDD-2593,193.9,3911,0.0,6.7,100% Direct Drive Hydraulic Lockup
