Claim_ID,Dealership_ID,Replaced_Component,Claim_Amount_USD,Labor_Hours_Billed,Parts_Quantity,Vehicle_Age_Months,True_Fraud_Flag,Anomaly_Flag,Audit_Status
CLAIM-81656,Dealership-D029,Brake Caliper Kit,478.79,4.7,3,42,0,1,Approved Standard Claim
CLAIM-81657,Dealership-D013,Brake Caliper Kit,1012.13,8.2,4,35,0,1,Approved Standard Claim
CLAIM-81658,Dealership-D036,Turbocharger Assembly,906.92,6.9,3,20,0,1,Approved Standard Claim
CLAIM-81659,Dealership-D014,Turbocharger Assembly,409.62,3.5,3,30,0,1,Approved Standard Claim
CLAIM-81660,Dealership-D004,Inverter ECU,780.62,8.6,2,19,0,1,Approved Standard Claim
CLAIM-81661,Dealership-D008,Transmission Valve Body,2213.79,16.0,4,29,0,1,Approved Standard Claim
CLAIM-81662,Dealership-D036,Infotainment Head Unit,456.66,4.4,6,20,0,1,Approved Standard Claim
CLAIM-81663,Dealership-D008,Battery Module,1303.1,10.9,4,28,0,1,Approved Standard Claim
CLAIM-81664,Dealership-D044,Inverter ECU,949.35,8.1,3,13,0,1,Approved Standard Claim
CLAIM-81665,Dealership-D007,Inverter ECU,5018.32,51.1,5,16,1,-1,High-Risk (Flagged for Audit)
CLAIM-81666,Dealership-D033,Infotainment Head Unit,2239.44,20.9,3,35,0,1,Approved Standard Claim
CLAIM-81667,Dealership-D028,Brake Caliper Kit,1284.68,12.2,3,22,0,1,Approved Standard Claim
CLAIM-81668,Dealership-D016,Infotainment Head Unit,1515.77,11.6,3,6,0,1,Approved Standard Claim
CLAIM-81669,Dealership-D034,Infotainment Head Unit,501.25,3.8,1,18,0,1,Approved Standard Claim
CLAIM-81670,Dealership-D012,Transmission Valve Body,439.86,4.1,4,15,0,1,Approved Standard Claim
CLAIM-81671,Dealership-D003,Inverter ECU,1131.72,8.3,2,21,0,1,Approved Standard Claim
CLAIM-81672,Dealership-D021,Turbocharger Assembly,1363.21,13.5,5,10,0,1,Approved Standard Claim
CLAIM-81673,Dealership-D003,Battery Module,1179.94,10.5,5,20,0,1,Approved Standard Claim
CLAIM-81674,Dealership-D003,Battery Module,629.22,5.7,3,6,0,1,Approved Standard Claim
CLAIM-81675,Dealership-D041,Battery Module,518.93,4.2,2,40,0,1,Approved Standard Claim
CLAIM-81676,Dealership-D020,Battery Module,4427.28,35.3,2,41,0,1,Approved Standard Claim
CLAIM-81677,Dealership-D040,Inverter ECU,730.94,6.0,3,38,0,1,Approved Standard Claim
CLAIM-81678,Dealership-D039,Inverter ECU,1790.94,13.3,1,24,0,1,Approved Standard Claim
CLAIM-81679,Dealership-D022,Inverter ECU,786.78,5.8,2,38,0,1,Approved Standard Claim
CLAIM-81680,Dealership-D040,Transmission Valve Body,523.95,4.9,2,8,0,1,Approved Standard Claim
CLAIM-81681,Dealership-D001,Brake Caliper Kit,706.15,7.6,2,15,0,1,Approved Standard Claim
CLAIM-81682,Dealership-D019,Brake Caliper Kit,440.19,3.7,5,13,0,1,Approved Standard Claim
CLAIM-81683,Dealership-D031,Inverter ECU,1160.43,9.2,1,16,0,1,Approved Standard Claim
CLAIM-81684,Dealership-D029,Infotainment Head Unit,416.47,3.9,4,12,0,1,Approved Standard Claim
CLAIM-81685,Dealership-D006,Brake Caliper Kit,4098.27,29.8,3,25,0,1,Approved Standard Claim
CLAIM-81686,Dealership-D002,Brake Caliper Kit,2230.16,20.4,5,24,0,1,Approved Standard Claim
CLAIM-81687,Dealership-D001,Infotainment Head Unit,872.32,6.7,2,42,0,1,Approved Standard Claim
CLAIM-81688,Dealership-D011,Battery Module,475.96,4.2,3,43,0,1,Approved Standard Claim
CLAIM-81689,Dealership-D044,Inverter ECU,1321.85,9.5,4,43,0,1,Approved Standard Claim
CLAIM-81690,Dealership-D012,Transmission Valve Body,1171.97,8.8,5,13,0,1,Approved Standard Claim
CLAIM-81691,Dealership-D014,Turbocharger Assembly,1316.75,11.1,3,26,0,1,Approved Standard Claim
CLAIM-81692,Dealership-D020,Transmission Valve Body,424.76,3.2,3,19,0,1,Approved Standard Claim
CLAIM-81693,Dealership-D036,Inverter ECU,2730.75,22.4,2,23,0,1,Approved Standard Claim
CLAIM-81694,Dealership-D025,Brake Caliper Kit,1262.96,12.0,4,7,0,1,Approved Standard Claim
CLAIM-81695,Dealership-D023,Inverter ECU,1918.29,15.7,6,39,0,1,Approved Standard Claim
CLAIM-81696,Dealership-D028,Battery Module,1060.35,8.1,3,33,0,1,Approved Standard Claim
CLAIM-81697,Dealership-D021,Infotainment Head Unit,1439.28,13.0,3,43,0,1,Approved Standard Claim
CLAIM-81698,Dealership-D012,Battery Module,4374.0,33.2,2,38,0,1,Approved Standard Claim
CLAIM-81699,Dealership-D016,Brake Caliper Kit,514.05,3.8,3,35,0,1,Approved Standard Claim
CLAIM-81700,Dealership-D039,Battery Module,1149.34,8.8,5,35,0,1,Approved Standard Claim
CLAIM-81701,Dealership-D023,Transmission Valve Body,1199.67,11.4,7,36,0,1,Approved Standard Claim
CLAIM-81702,Dealership-D003,Inverter ECU,1420.29,12.8,2,16,0,1,Approved Standard Claim
CLAIM-81703,Dealership-D027,Inverter ECU,755.58,6.1,3,47,0,1,Approved Standard Claim
CLAIM-81704,Dealership-D023,Inverter ECU,1609.22,12.2,2,7,0,1,Approved Standard Claim
CLAIM-81705,Dealership-D001,Inverter ECU,405.11,4.4,2,6,0,1,Approved Standard Claim
CLAIM-81706,Dealership-D031,Brake Caliper Kit,1233.78,8.9,3,39,0,1,Approved Standard Claim
CLAIM-81707,Dealership-D019,Transmission Valve Body,1316.17,14.2,5,24,0,1,Approved Standard Claim
CLAIM-81708,Dealership-D033,Battery Module,1019.11,11.0,3,7,0,1,Approved Standard Claim
CLAIM-81709,Dealership-D026,Transmission Valve Body,1081.89,8.0,1,12,0,1,Approved Standard Claim
CLAIM-81710,Dealership-D009,Inverter ECU,2033.25,18.9,2,36,0,1,Approved Standard Claim
CLAIM-81711,Dealership-D031,Infotainment Head Unit,535.58,4.3,2,16,0,1,Approved Standard Claim
CLAIM-81712,Dealership-D031,Turbocharger Assembly,3110.54,24.0,3,27,0,1,Approved Standard Claim
CLAIM-81713,Dealership-D002,Transmission Valve Body,2077.26,16.1,3,45,0,1,Approved Standard Claim
CLAIM-81714,Dealership-D006,Brake Caliper Kit,566.36,5.8,3,16,0,1,Approved Standard Claim
CLAIM-81715,Dealership-D011,Battery Module,1784.14,17.5,4,26,0,1,Approved Standard Claim
CLAIM-81716,Dealership-D019,Infotainment Head Unit,870.51,6.3,1,8,0,1,Approved Standard Claim
CLAIM-81717,Dealership-D022,Transmission Valve Body,1227.54,11.1,1,43,0,1,Approved Standard Claim
CLAIM-81718,Dealership-D034,Turbocharger Assembly,1454.64,17.6,4,40,1,1,Approved Standard Claim
CLAIM-81719,Dealership-D006,Infotainment Head Unit,2163.65,17.5,2,29,0,1,Approved Standard Claim
CLAIM-81720,Dealership-D036,Battery Module,1584.42,13.2,2,37,0,1,Approved Standard Claim
CLAIM-81721,Dealership-D032,Brake Caliper Kit,1427.46,12.6,1,17,0,1,Approved Standard Claim
CLAIM-81722,Dealership-D005,Brake Caliper Kit,694.24,5.2,2,44,0,1,Approved Standard Claim
CLAIM-81723,Dealership-D008,Battery Module,851.45,6.8,4,34,0,1,Approved Standard Claim
CLAIM-81724,Dealership-D001,Turbocharger Assembly,1102.31,9.2,1,42,0,1,Approved Standard Claim
CLAIM-81725,Dealership-D030,Turbocharger Assembly,1433.11,14.7,6,29,0,1,Approved Standard Claim
CLAIM-81726,Dealership-D034,Turbocharger Assembly,4874.05,35.5,3,35,0,1,Approved Standard Claim
CLAIM-81727,Dealership-D031,Transmission Valve Body,3524.53,32.8,2,16,0,1,Approved Standard Claim
CLAIM-81728,Dealership-D015,Transmission Valve Body,864.52,8.7,4,19,0,1,Approved Standard Claim
CLAIM-81729,Dealership-D001,Battery Module,984.57,7.5,4,12,0,1,Approved Standard Claim
CLAIM-81730,Dealership-D013,Transmission Valve Body,719.27,7.1,1,26,0,1,Approved Standard Claim
CLAIM-81731,Dealership-D022,Brake Caliper Kit,1280.26,12.5,1,17,0,1,Approved Standard Claim
CLAIM-81732,Dealership-D035,Battery Module,1354.7,12.9,1,19,0,1,Approved Standard Claim
CLAIM-81733,Dealership-D039,Brake Caliper Kit,685.26,5.8,4,35,0,1,Approved Standard Claim
CLAIM-81734,Dealership-D017,Brake Caliper Kit,1222.12,13.4,4,44,0,1,Approved Standard Claim
CLAIM-81735,Dealership-D010,Inverter ECU,621.24,5.4,2,7,0,1,Approved Standard Claim
CLAIM-81736,Dealership-D014,Brake Caliper Kit,742.72,7.4,5,12,0,1,Approved Standard Claim
CLAIM-81737,Dealership-D041,Inverter ECU,1058.02,9.9,1,6,0,1,Approved Standard Claim
CLAIM-81738,Dealership-D027,Brake Caliper Kit,6172.08,49.4,5,41,0,-1,High-Risk (Flagged for Audit)
CLAIM-81739,Dealership-D032,Transmission Valve Body,1162.12,10.5,2,25,0,1,Approved Standard Claim
CLAIM-81740,Dealership-D035,Brake Caliper Kit,2005.14,15.5,2,43,0,1,Approved Standard Claim
CLAIM-81741,Dealership-D038,Battery Module,1105.42,8.4,1,19,0,1,Approved Standard Claim
CLAIM-81742,Dealership-D034,Turbocharger Assembly,2547.04,34.7,8,26,1,-1,High-Risk (Flagged for Audit)
CLAIM-81743,Dealership-D038,Infotainment Head Unit,5757.86,41.9,3,22,0,-1,High-Risk (Flagged for Audit)
CLAIM-81744,Dealership-D030,Transmission Valve Body,732.37,7.2,3,25,0,1,Approved Standard Claim
CLAIM-81745,Dealership-D011,Inverter ECU,1582.4,16.0,2,29,0,1,Approved Standard Claim
CLAIM-81746,Dealership-D041,Battery Module,2970.33,23.4,4,41,0,1,Approved Standard Claim
CLAIM-81747,Dealership-D008,Battery Module,2449.14,25.2,4,29,0,1,Approved Standard Claim
CLAIM-81748,Dealership-D032,Inverter ECU,663.04,6.8,4,28,0,1,Approved Standard Claim
CLAIM-81749,Dealership-D024,Infotainment Head Unit,2914.7,30.6,4,37,0,1,Approved Standard Claim
CLAIM-81750,Dealership-D022,Battery Module,1228.71,10.7,4,28,0,1,Approved Standard Claim
CLAIM-81751,Dealership-D012,Battery Module,3836.51,35.7,3,20,0,1,Approved Standard Claim
CLAIM-81752,Dealership-D036,Infotainment Head Unit,525.48,3.9,3,33,0,1,Approved Standard Claim
CLAIM-81753,Dealership-D004,Battery Module,1026.24,10.6,3,18,0,1,Approved Standard Claim
CLAIM-81754,Dealership-D010,Turbocharger Assembly,757.41,5.8,1,26,0,1,Approved Standard Claim
CLAIM-81755,Dealership-D042,Brake Caliper Kit,1703.37,12.7,4,31,0,1,Approved Standard Claim
CLAIM-81756,Dealership-D026,Transmission Valve Body,1423.72,11.6,4,33,0,1,Approved Standard Claim
CLAIM-81757,Dealership-D034,Battery Module,2079.75,18.2,5,38,0,1,Approved Standard Claim
CLAIM-81758,Dealership-D021,Transmission Valve Body,1240.1,11.9,2,35,0,1,Approved Standard Claim
CLAIM-81759,Dealership-D033,Transmission Valve Body,690.99,6.8,2,10,0,1,Approved Standard Claim
CLAIM-81760,Dealership-D001,Transmission Valve Body,881.34,8.0,4,8,0,1,Approved Standard Claim
CLAIM-81761,Dealership-D029,Inverter ECU,688.87,5.6,3,22,0,1,Approved Standard Claim
CLAIM-81762,Dealership-D016,Inverter ECU,1871.67,14.6,3,23,0,1,Approved Standard Claim
CLAIM-81763,Dealership-D044,Battery Module,2417.17,22.1,2,19,0,1,Approved Standard Claim
CLAIM-81764,Dealership-D029,Battery Module,805.2,7.7,6,23,0,1,Approved Standard Claim
CLAIM-81765,Dealership-D019,Turbocharger Assembly,12047.01,86.5,9,35,1,-1,High-Risk (Flagged for Audit)
CLAIM-81766,Dealership-D007,Infotainment Head Unit,2233.9,20.0,3,33,0,1,Approved Standard Claim
CLAIM-81767,Dealership-D003,Turbocharger Assembly,1506.73,14.0,4,18,0,1,Approved Standard Claim
CLAIM-81768,Dealership-D038,Turbocharger Assembly,2395.71,23.5,2,42,0,1,Approved Standard Claim
CLAIM-81769,Dealership-D021,Battery Module,1975.27,15.0,1,39,0,1,Approved Standard Claim
CLAIM-81770,Dealership-D044,Brake Caliper Kit,2348.21,19.7,2,6,0,1,Approved Standard Claim
CLAIM-81771,Dealership-D034,Brake Caliper Kit,494.35,4.3,4,43,0,1,Approved Standard Claim
CLAIM-81772,Dealership-D007,Transmission Valve Body,6779.89,52.1,8,6,1,-1,High-Risk (Flagged for Audit)
CLAIM-81773,Dealership-D033,Brake Caliper Kit,495.2,4.9,4,26,0,1,Approved Standard Claim
CLAIM-81774,Dealership-D018,Battery Module,730.88,6.3,3,14,0,1,Approved Standard Claim
CLAIM-81775,Dealership-D031,Inverter ECU,1076.02,7.9,2,7,0,1,Approved Standard Claim
CLAIM-81776,Dealership-D032,Transmission Valve Body,4247.99,43.1,2,24,0,1,Approved Standard Claim
CLAIM-81777,Dealership-D021,Transmission Valve Body,400.41,3.4,6,28,0,1,Approved Standard Claim
CLAIM-81778,Dealership-D039,Turbocharger Assembly,3109.54,31.2,2,45,0,1,Approved Standard Claim
CLAIM-81779,Dealership-D004,Infotainment Head Unit,565.34,5.1,2,30,0,1,Approved Standard Claim
CLAIM-81780,Dealership-D027,Battery Module,2006.67,16.0,6,36,0,1,Approved Standard Claim
CLAIM-81781,Dealership-D006,Transmission Valve Body,1716.28,16.2,6,43,0,1,Approved Standard Claim
CLAIM-81782,Dealership-D044,Inverter ECU,2572.81,19.3,2,37,0,1,Approved Standard Claim
CLAIM-81783,Dealership-D008,Turbocharger Assembly,1914.85,14.8,3,47,0,1,Approved Standard Claim
CLAIM-81784,Dealership-D007,Turbocharger Assembly,2734.78,21.7,4,37,0,1,Approved Standard Claim
CLAIM-81785,Dealership-D005,Battery Module,774.22,6.5,3,24,0,1,Approved Standard Claim
CLAIM-81786,Dealership-D034,Infotainment Head Unit,13428.87,153.8,7,16,1,-1,High-Risk (Flagged for Audit)
CLAIM-81787,Dealership-D027,Brake Caliper Kit,1281.04,9.2,1,30,0,1,Approved Standard Claim
CLAIM-81788,Dealership-D017,Inverter ECU,1350.42,13.1,4,19,0,1,Approved Standard Claim
CLAIM-81789,Dealership-D042,Inverter ECU,1224.71,9.5,6,27,0,1,Approved Standard Claim
CLAIM-81790,Dealership-D010,Turbocharger Assembly,701.48,5.2,4,16,0,1,Approved Standard Claim
CLAIM-81791,Dealership-D007,Turbocharger Assembly,1335.86,10.5,3,29,0,1,Approved Standard Claim
CLAIM-81792,Dealership-D029,Inverter ECU,1164.5,10.6,4,26,0,1,Approved Standard Claim
CLAIM-81793,Dealership-D004,Battery Module,462.2,4.1,4,35,0,1,Approved Standard Claim
CLAIM-81794,Dealership-D015,Turbocharger Assembly,539.37,4.6,3,12,0,1,Approved Standard Claim
CLAIM-81795,Dealership-D041,Transmission Valve Body,2197.76,17.7,2,19,0,1,Approved Standard Claim
CLAIM-81796,Dealership-D002,Turbocharger Assembly,837.87,7.4,2,44,0,1,Approved Standard Claim
CLAIM-81797,Dealership-D012,Brake Caliper Kit,1835.48,14.0,2,42,0,1,Approved Standard Claim
CLAIM-81798,Dealership-D008,Brake Caliper Kit,2438.89,17.8,3,44,0,1,Approved Standard Claim
CLAIM-81799,Dealership-D035,Turbocharger Assembly,5271.34,47.3,2,29,0,-1,High-Risk (Flagged for Audit)
CLAIM-81800,Dealership-D030,Battery Module,1645.41,14.7,2,31,0,1,Approved Standard Claim
CLAIM-81801,Dealership-D035,Infotainment Head Unit,2337.93,25.1,4,25,0,1,Approved Standard Claim
CLAIM-81802,Dealership-D016,Battery Module,1916.14,17.2,3,42,0,1,Approved Standard Claim
CLAIM-81803,Dealership-D004,Inverter ECU,591.38,5.7,1,43,0,1,Approved Standard Claim
CLAIM-81804,Dealership-D044,Inverter ECU,1924.0,16.9,1,15,0,1,Approved Standard Claim
CLAIM-81805,Dealership-D020,Inverter ECU,627.84,6.9,4,12,0,1,Approved Standard Claim
CLAIM-81806,Dealership-D009,Turbocharger Assembly,404.09,4.0,5,29,0,1,Approved Standard Claim
CLAIM-81807,Dealership-D007,Brake Caliper Kit,2434.94,24.0,2,44,0,1,Approved Standard Claim
CLAIM-81808,Dealership-D015,Battery Module,908.99,8.8,4,19,0,1,Approved Standard Claim
CLAIM-81809,Dealership-D037,Infotainment Head Unit,520.31,3.9,2,20,0,1,Approved Standard Claim
CLAIM-81810,Dealership-D028,Brake Caliper Kit,682.14,4.9,3,7,0,1,Approved Standard Claim
CLAIM-81811,Dealership-D004,Battery Module,1784.15,16.8,1,19,0,1,Approved Standard Claim
CLAIM-81812,Dealership-D035,Transmission Valve Body,785.78,6.6,3,33,0,1,Approved Standard Claim
CLAIM-81813,Dealership-D044,Brake Caliper Kit,3178.92,30.8,1,9,0,1,Approved Standard Claim
CLAIM-81814,Dealership-D023,Battery Module,951.42,8.2,1,36,0,1,Approved Standard Claim
CLAIM-81815,Dealership-D039,Brake Caliper Kit,1821.72,13.1,4,13,0,1,Approved Standard Claim
CLAIM-81816,Dealership-D036,Inverter ECU,6914.48,76.2,2,24,0,-1,High-Risk (Flagged for Audit)
CLAIM-81817,Dealership-D018,Battery Module,416.3,3.4,2,17,0,1,Approved Standard Claim
CLAIM-81818,Dealership-D008,Transmission Valve Body,565.48,5.1,1,36,0,1,Approved Standard Claim
CLAIM-81819,Dealership-D043,Infotainment Head Unit,986.79,8.1,3,14,0,1,Approved Standard Claim
CLAIM-81820,Dealership-D024,Turbocharger Assembly,2123.53,16.1,1,40,0,1,Approved Standard Claim
CLAIM-81821,Dealership-D022,Infotainment Head Unit,830.49,7.9,2,8,0,1,Approved Standard Claim
CLAIM-81822,Dealership-D025,Battery Module,527.68,5.1,3,17,0,1,Approved Standard Claim
CLAIM-81823,Dealership-D019,Inverter ECU,3678.77,40.1,8,10,1,-1,High-Risk (Flagged for Audit)
CLAIM-81824,Dealership-D009,Turbocharger Assembly,705.71,5.6,4,29,0,1,Approved Standard Claim
CLAIM-81825,Dealership-D008,Inverter ECU,808.37,6.5,3,6,0,1,Approved Standard Claim
CLAIM-81826,Dealership-D009,Infotainment Head Unit,1058.57,9.5,3,42,0,1,Approved Standard Claim
CLAIM-81827,Dealership-D042,Battery Module,967.11,8.9,4,19,0,1,Approved Standard Claim
CLAIM-81828,Dealership-D002,Infotainment Head Unit,421.92,3.3,4,19,0,1,Approved Standard Claim
CLAIM-81829,Dealership-D011,Turbocharger Assembly,4179.71,41.7,2,34,0,1,Approved Standard Claim
CLAIM-81830,Dealership-D033,Battery Module,3594.36,31.5,2,17,0,1,Approved Standard Claim
CLAIM-81831,Dealership-D039,Turbocharger Assembly,2209.05,20.9,1,18,0,1,Approved Standard Claim
CLAIM-81832,Dealership-D040,Transmission Valve Body,1464.69,11.8,2,7,0,1,Approved Standard Claim
CLAIM-81833,Dealership-D044,Transmission Valve Body,1046.81,11.0,5,11,0,1,Approved Standard Claim
CLAIM-81834,Dealership-D006,Inverter ECU,2578.14,23.6,6,19,0,1,Approved Standard Claim
CLAIM-81835,Dealership-D029,Infotainment Head Unit,504.67,4.2,2,13,0,1,Approved Standard Claim
CLAIM-81836,Dealership-D034,Infotainment Head Unit,1766.74,13.0,2,36,0,1,Approved Standard Claim
CLAIM-81837,Dealership-D009,Turbocharger Assembly,706.98,6.4,5,35,0,1,Approved Standard Claim
CLAIM-81838,Dealership-D037,Turbocharger Assembly,1882.79,18.2,2,22,0,1,Approved Standard Claim
CLAIM-81839,Dealership-D035,Infotainment Head Unit,1091.99,9.8,4,24,0,1,Approved Standard Claim
CLAIM-81840,Dealership-D021,Battery Module,741.18,5.9,2,30,0,1,Approved Standard Claim
CLAIM-81841,Dealership-D013,Infotainment Head Unit,880.11,6.5,3,21,0,1,Approved Standard Claim
CLAIM-81842,Dealership-D003,Infotainment Head Unit,526.63,5.7,3,46,0,1,Approved Standard Claim
CLAIM-81843,Dealership-D035,Battery Module,637.0,5.5,4,14,0,1,Approved Standard Claim
CLAIM-81844,Dealership-D038,Brake Caliper Kit,2042.44,14.8,2,25,0,1,Approved Standard Claim
CLAIM-81845,Dealership-D036,Brake Caliper Kit,487.01,4.9,2,45,0,1,Approved Standard Claim
CLAIM-81846,Dealership-D023,Transmission Valve Body,1540.72,15.6,2,6,0,1,Approved Standard Claim
CLAIM-81847,Dealership-D017,Brake Caliper Kit,1328.93,11.6,2,41,0,1,Approved Standard Claim
CLAIM-81848,Dealership-D010,Turbocharger Assembly,3283.08,29.7,5,20,0,1,Approved Standard Claim
CLAIM-81849,Dealership-D010,Infotainment Head Unit,423.53,4.0,3,27,0,1,Approved Standard Claim
CLAIM-81850,Dealership-D004,Inverter ECU,1609.15,17.1,2,29,0,1,Approved Standard Claim
CLAIM-81851,Dealership-D032,Brake Caliper Kit,1821.06,14.7,3,38,0,1,Approved Standard Claim
CLAIM-81852,Dealership-D032,Brake Caliper Kit,709.24,6.1,4,26,0,1,Approved Standard Claim
CLAIM-81853,Dealership-D039,Brake Caliper Kit,1549.18,16.6,5,29,0,1,Approved Standard Claim
CLAIM-81854,Dealership-D024,Infotainment Head Unit,494.81,4.4,2,39,0,1,Approved Standard Claim
CLAIM-81855,Dealership-D009,Brake Caliper Kit,4739.52,52.2,3,36,0,-1,High-Risk (Flagged for Audit)
CLAIM-81856,Dealership-D017,Brake Caliper Kit,2851.26,23.8,2,47,0,1,Approved Standard Claim
CLAIM-81857,Dealership-D034,Battery Module,18788.98,122.1,9,21,1,-1,High-Risk (Flagged for Audit)
CLAIM-81858,Dealership-D022,Infotainment Head Unit,420.03,4.6,4,14,0,1,Approved Standard Claim
CLAIM-81859,Dealership-D026,Turbocharger Assembly,2341.17,18.2,4,9,0,1,Approved Standard Claim
CLAIM-81860,Dealership-D010,Battery Module,1516.37,14.6,2,17,0,1,Approved Standard Claim
CLAIM-81861,Dealership-D020,Transmission Valve Body,2788.38,23.1,6,37,0,1,Approved Standard Claim
CLAIM-81862,Dealership-D026,Brake Caliper Kit,495.16,3.6,4,7,0,1,Approved Standard Claim
CLAIM-81863,Dealership-D034,Turbocharger Assembly,2098.66,26.6,9,13,1,-1,High-Risk (Flagged for Audit)
CLAIM-81864,Dealership-D023,Brake Caliper Kit,3244.08,34.9,5,43,0,1,Approved Standard Claim
CLAIM-81865,Dealership-D029,Turbocharger Assembly,774.33,7.2,4,17,0,1,Approved Standard Claim
CLAIM-81866,Dealership-D043,Infotainment Head Unit,545.09,5.1,3,39,0,1,Approved Standard Claim
CLAIM-81867,Dealership-D013,Turbocharger Assembly,456.44,4.0,3,7,0,1,Approved Standard Claim
CLAIM-81868,Dealership-D039,Turbocharger Assembly,3301.82,32.9,1,12,0,1,Approved Standard Claim
CLAIM-81869,Dealership-D020,Brake Caliper Kit,952.8,6.8,2,15,0,1,Approved Standard Claim
CLAIM-81870,Dealership-D016,Turbocharger Assembly,420.1,3.2,1,23,0,1,Approved Standard Claim
CLAIM-81871,Dealership-D026,Turbocharger Assembly,1820.37,17.1,7,15,0,1,Approved Standard Claim
CLAIM-81872,Dealership-D041,Battery Module,409.18,4.1,1,46,0,1,Approved Standard Claim
CLAIM-81873,Dealership-D032,Turbocharger Assembly,814.65,7.1,3,22,0,1,Approved Standard Claim
CLAIM-81874,Dealership-D024,Battery Module,921.59,7.7,2,19,0,1,Approved Standard Claim
CLAIM-81875,Dealership-D002,Inverter ECU,844.58,6.2,1,17,0,1,Approved Standard Claim
CLAIM-81876,Dealership-D013,Battery Module,1169.43,11.7,2,46,0,1,Approved Standard Claim
CLAIM-81877,Dealership-D002,Brake Caliper Kit,671.4,5.0,2,33,0,1,Approved Standard Claim
CLAIM-81878,Dealership-D042,Turbocharger Assembly,978.09,9.1,1,12,0,1,Approved Standard Claim
CLAIM-81879,Dealership-D014,Infotainment Head Unit,2930.22,21.0,1,20,0,1,Approved Standard Claim
CLAIM-81880,Dealership-D013,Inverter ECU,700.62,6.6,3,17,0,1,Approved Standard Claim
CLAIM-81881,Dealership-D022,Turbocharger Assembly,1164.31,8.9,1,25,0,1,Approved Standard Claim
CLAIM-81882,Dealership-D010,Infotainment Head Unit,1625.76,16.1,3,28,0,1,Approved Standard Claim
CLAIM-81883,Dealership-D021,Brake Caliper Kit,842.9,8.3,3,15,0,1,Approved Standard Claim
CLAIM-81884,Dealership-D025,Battery Module,2013.06,15.7,5,33,0,1,Approved Standard Claim
CLAIM-81885,Dealership-D025,Turbocharger Assembly,853.78,7.8,4,27,0,1,Approved Standard Claim
CLAIM-81886,Dealership-D018,Turbocharger Assembly,1323.88,11.0,4,45,0,1,Approved Standard Claim
CLAIM-81887,Dealership-D029,Brake Caliper Kit,1555.3,16.7,8,28,0,1,Approved Standard Claim
CLAIM-81888,Dealership-D031,Infotainment Head Unit,1349.46,13.0,1,34,0,1,Approved Standard Claim
CLAIM-81889,Dealership-D012,Turbocharger Assembly,581.76,4.7,1,42,0,1,Approved Standard Claim
CLAIM-81890,Dealership-D011,Inverter ECU,799.8,7.8,5,13,0,1,Approved Standard Claim
CLAIM-81891,Dealership-D033,Battery Module,979.81,8.3,4,16,0,1,Approved Standard Claim
CLAIM-81892,Dealership-D020,Turbocharger Assembly,902.86,6.7,2,32,0,1,Approved Standard Claim
CLAIM-81893,Dealership-D038,Brake Caliper Kit,884.65,9.1,2,21,0,1,Approved Standard Claim
CLAIM-81894,Dealership-D035,Inverter ECU,7068.0,67.1,3,17,0,-1,High-Risk (Flagged for Audit)
CLAIM-81895,Dealership-D021,Inverter ECU,2048.94,21.4,4,20,0,1,Approved Standard Claim
CLAIM-81896,Dealership-D034,Infotainment Head Unit,643.14,6.6,2,31,0,1,Approved Standard Claim
CLAIM-81897,Dealership-D039,Brake Caliper Kit,1229.73,12.7,2,33,0,1,Approved Standard Claim
CLAIM-81898,Dealership-D039,Turbocharger Assembly,1353.13,10.1,3,36,0,1,Approved Standard Claim
CLAIM-81899,Dealership-D007,Brake Caliper Kit,4256.09,38.2,2,29,0,1,Approved Standard Claim
CLAIM-81900,Dealership-D013,Battery Module,2020.62,21.6,2,43,0,1,Approved Standard Claim
CLAIM-81901,Dealership-D036,Transmission Valve Body,527.58,4.7,5,27,0,1,Approved Standard Claim
CLAIM-81902,Dealership-D022,Brake Caliper Kit,1787.07,13.3,6,23,0,1,Approved Standard Claim
CLAIM-81903,Dealership-D026,Transmission Valve Body,514.27,4.7,3,35,0,1,Approved Standard Claim
CLAIM-81904,Dealership-D011,Brake Caliper Kit,4163.31,30.8,2,30,0,1,Approved Standard Claim
CLAIM-81905,Dealership-D012,Turbocharger Assembly,3383.4,27.1,3,41,0,1,Approved Standard Claim
CLAIM-81906,Dealership-D026,Brake Caliper Kit,732.48,8.0,5,35,0,1,Approved Standard Claim
CLAIM-81907,Dealership-D034,Infotainment Head Unit,955.02,8.1,11,31,1,-1,High-Risk (Flagged for Audit)
CLAIM-81908,Dealership-D002,Infotainment Head Unit,2482.29,27.0,4,38,0,1,Approved Standard Claim
CLAIM-81909,Dealership-D040,Battery Module,1793.2,19.3,1,30,0,1,Approved Standard Claim
CLAIM-81910,Dealership-D001,Inverter ECU,636.04,4.6,3,39,0,1,Approved Standard Claim
CLAIM-81911,Dealership-D015,Infotainment Head Unit,515.07,4.2,2,12,0,1,Approved Standard Claim
CLAIM-81912,Dealership-D015,Battery Module,707.48,5.1,2,31,0,1,Approved Standard Claim
CLAIM-81913,Dealership-D022,Brake Caliper Kit,754.78,6.8,1,11,0,1,Approved Standard Claim
CLAIM-81914,Dealership-D038,Brake Caliper Kit,1598.96,16.3,2,13,0,1,Approved Standard Claim
CLAIM-81915,Dealership-D016,Battery Module,2261.88,18.2,2,19,0,1,Approved Standard Claim
