Telemetry_Timestamp_ms,Speed_kmh,Lateral_Acceleration_G,Longitudinal_Accel_G,Active_Wing_Angle_deg,Aerodynamic_Downforce_kg,Tire_Tread_Temp_C
98900,105.0,0.32,0.36,7.3,53.6,75.3
99000,141.9,0.72,-0.4,6.7,93.1,82.5
99100,89.5,0.42,-0.21,5.3,32.4,76.7
99200,64.2,-0.97,-0.37,2.3,11.5,90.2
99300,244.3,-0.14,-0.44,10.8,379.0,79.1
99400,192.6,-1.31,-0.02,9.1,208.7,97.8
99500,222.2,-0.19,-1.18,10.2,300.4,96.6
99600,211.5,0.72,-0.33,9.7,263.8,81.5
99700,151.7,-0.72,1.03,7.6,114.5,97.3
99800,207.7,-0.78,-0.6,9.0,239.9,87.0
99900,195.3,0.03,-0.02,10.6,238.4,71.9
100000,288.7,0.44,-0.07,14.7,665.4,77.0
100100,160.6,-0.84,-0.46,7.4,127.1,88.1
100200,202.3,0.19,0.3,11.1,264.9,77.1
100300,62.6,-0.09,-0.37,5.2,15.6,78.2
100400,261.0,-0.39,-0.32,12.7,485.7,79.1
100500,263.1,-0.46,0.26,12.5,488.7,78.6
100600,269.6,0.54,0.2,14.5,573.5,82.6
100700,117.9,-0.21,1.07,7.7,70.0,90.4
100800,250.8,-0.88,-0.09,10.4,386.7,86.3
100900,197.7,0.92,-0.82,10.6,244.0,96.3
101000,137.0,-1.42,0.61,7.5,92.6,108.2
101100,75.1,-0.38,0.19,2.4,15.8,83.1
101200,91.5,0.02,0.06,4.9,32.4,78.0
101300,141.1,0.01,0.16,6.1,86.9,75.3
101400,205.2,-1.03,0.39,11.5,279.0,98.3
101500,205.6,0.04,0.12,8.9,233.7,76.8
101600,244.8,0.81,0.79,11.9,407.2,93.5
101700,94.6,1.09,0.4,4.7,33.6,90.6
101800,100.4,0.82,-0.32,3.9,34.8,86.1
101900,205.0,-0.6,-0.02,9.6,244.4,84.7
102000,102.3,0.94,-0.06,5.1,41.3,83.9
102100,245.2,0.12,0.94,12.4,420.4,86.2
102200,274.7,1.33,-0.27,13.7,569.3,102.8
102300,146.6,0.74,-1.0,8.1,111.4,99.9
102400,184.4,0.23,-0.71,10.2,206.7,83.1
102500,145.3,-0.53,-0.42,7.9,107.9,84.4
102600,111.2,-0.42,-0.71,3.3,39.3,87.1
102700,137.1,-0.85,-0.1,6.3,83.4,81.1
102800,196.7,0.32,1.29,10.3,237.5,99.9
102900,92.1,0.59,-0.55,5.0,33.1,87.8
103000,180.9,-0.25,-0.12,9.5,189.4,75.1
103100,150.6,0.13,-0.54,6.0,98.4,78.3
103200,191.8,1.14,0.79,9.1,207.3,100.5
103300,206.2,-0.48,0.22,8.7,231.9,78.6
103400,141.9,-0.68,-0.25,7.4,99.0,77.6
103500,244.4,-0.65,0.09,11.4,394.5,83.2
103600,127.0,0.6,-0.32,6.8,75.4,81.9
103700,176.6,0.32,-0.06,9.1,174.8,75.8
103800,189.0,0.47,0.0,9.3,203.7,78.2
103900,275.4,1.23,1.24,13.2,557.1,119.5
104000,159.3,0.08,0.66,9.3,145.0,84.6
104100,279.7,0.12,-0.22,14.0,602.1,79.0
104200,67.8,0.39,0.09,3.5,15.0,78.2
104300,88.0,0.08,0.63,2.9,23.4,84.0
104400,196.0,-0.41,-0.36,8.8,211.3,79.3
104500,140.4,-0.26,-0.18,7.0,93.3,78.8
104600,141.0,0.4,0.57,6.2,87.7,78.2
104700,91.7,0.09,0.38,5.4,34.4,74.3
104800,98.7,0.8,-0.47,6.3,43.5,88.3
104900,281.2,-0.51,-0.32,14.8,632.6,82.2
105000,82.7,-0.85,-0.84,3.9,23.6,98.1
105100,85.7,-0.09,-0.04,3.2,23.0,79.1
105200,163.9,-0.17,0.7,9.1,150.8,81.1
105300,61.4,-0.16,0.37,3.8,12.8,83.5
105400,177.6,0.81,-0.3,8.0,162.5,90.7
105500,191.7,-0.75,-0.02,10.0,219.8,77.7
105600,244.9,-0.2,0.27,11.7,401.9,75.6
105700,261.9,0.62,0.24,13.8,520.4,82.4
105800,198.4,1.15,-0.34,9.9,234.2,93.5
105900,281.4,0.63,-0.57,13.3,584.1,83.7
106000,176.4,-0.19,1.16,9.6,181.0,92.8
106100,249.4,-1.17,0.91,12.2,431.3,103.6
106200,232.7,0.9,0.68,12.2,375.7,91.7
106300,62.2,0.77,-0.39,2.7,11.4,82.2
106400,184.4,0.5,-0.31,8.6,184.3,76.9
106500,105.2,-0.79,-0.28,5.5,45.3,85.4
106600,139.9,0.43,0.12,8.1,101.5,81.1
106700,202.1,-0.14,-0.47,8.6,221.5,75.9
106800,136.8,1.17,0.53,8.6,101.2,95.7
106900,162.5,0.05,0.03,7.4,129.9,77.5
107000,155.4,-0.4,-0.03,6.9,113.8,77.1
107100,104.1,-0.0,0.28,6.0,46.6,69.1
107200,235.8,0.44,-0.11,11.0,357.7,78.3
107300,205.3,0.74,0.13,10.0,252.5,85.1
107400,128.7,0.63,0.41,5.9,70.5,86.1
107500,225.4,-0.67,-0.19,12.3,353.4,77.7
107600,104.9,-0.81,-1.25,5.4,45.0,111.4
107700,67.6,0.76,0.0,2.7,13.4,78.9
107800,166.8,0.3,0.13,8.7,151.2,74.6
107900,165.5,-0.25,-0.15,8.7,149.4,77.5
108000,113.9,1.03,-0.79,5.4,52.8,99.4
108100,179.4,0.56,0.09,7.6,160.5,76.4
108200,186.7,0.28,-0.31,9.5,202.4,76.0
108300,180.9,0.01,-0.04,9.6,191.1,67.7
108400,201.4,-0.67,-0.25,9.9,241.1,82.0
108500,128.1,-0.67,0.83,6.1,71.7,89.8
108600,274.7,0.53,-0.52,12.3,526.1,83.0
108700,106.1,-0.91,0.9,3.1,34.9,100.0
108800,250.6,-1.15,0.18,12.4,440.9,98.0
108900,176.0,0.69,0.04,8.0,159.4,83.3
109000,217.5,-0.28,0.36,10.1,285.9,74.9
109100,132.3,0.46,-0.15,9.2,99.3,78.4
109200,125.2,-0.35,-0.27,6.2,68.8,76.4
109300,134.2,-0.81,0.01,6.3,79.8,83.6
109400,220.1,-0.89,-0.02,10.4,298.3,91.4
109500,85.3,0.79,-1.49,3.3,23.3,114.6
109600,277.9,-0.18,-0.13,14.3,604.4,75.6
109700,160.5,-0.29,-1.14,6.2,113.1,95.6
109800,87.8,1.68,-0.09,2.8,23.0,112.5
109900,159.5,0.03,-0.5,7.4,125.0,81.6
110000,66.5,-0.18,0.81,3.6,14.7,87.8
110100,269.0,0.1,-0.75,13.6,544.1,84.1
110200,213.0,-0.64,0.23,8.8,249.7,85.3
110300,269.9,0.06,0.26,13.0,529.2,76.1
110400,254.4,0.64,0.05,10.5,401.4,81.7
110500,92.6,0.38,1.22,5.0,33.4,100.0
110600,289.3,0.24,0.7,14.9,673.3,83.3
110700,100.4,1.12,-0.35,2.5,28.7,95.0
110800,120.9,-0.91,0.4,5.3,59.1,86.7
110900,104.1,-0.78,-0.34,3.9,37.1,82.3
111000,120.7,-0.58,0.84,5.7,60.9,89.8
111100,130.0,0.91,0.56,4.5,62.7,88.4
111200,284.3,1.31,-0.24,12.7,578.1,100.0
111300,285.2,-0.07,0.14,13.8,618.2,73.5
111400,65.7,0.46,-1.58,2.6,12.5,118.9
111500,146.1,-0.05,0.2,8.2,111.9,77.2
111600,98.7,0.86,0.54,4.9,37.5,89.9
111700,70.4,0.0,-0.27,2.9,14.9,76.4
111800,90.0,0.1,-0.91,2.0,21.3,87.4
111900,257.9,1.11,-0.33,11.4,439.1,93.3
112000,230.9,1.29,-0.83,11.1,345.3,105.5
112100,241.4,-0.19,1.07,11.1,377.1,91.8
112200,140.7,-0.82,-1.15,8.3,104.8,103.3
112300,136.0,-0.24,0.88,5.6,76.8,89.0
112400,148.4,1.21,-0.65,8.4,117.4,100.6
112500,69.4,0.18,-0.03,3.3,15.3,74.7
112600,144.4,-0.53,0.34,5.8,88.7,82.7
112700,207.9,-0.3,0.1,10.9,275.4,75.2
112800,253.6,1.02,-1.08,13.2,473.6,107.3
112900,65.0,0.75,-0.52,2.1,11.4,88.0
113000,228.4,-1.34,-1.28,11.7,349.7,123.2
113100,234.5,-0.48,0.94,9.5,317.5,92.6
113200,137.8,0.09,-0.1,7.5,94.1,79.0
113300,193.1,-0.04,-0.08,8.6,202.5,74.9
113400,270.9,0.65,-0.8,12.9,528.7,84.1
113500,276.5,0.55,1.18,14.5,603.7,99.3
113600,83.9,0.43,0.46,2.2,19.1,80.2
113700,61.0,-0.35,0.24,2.3,10.3,81.4
113800,70.0,-0.23,0.14,4.2,17.5,70.1
113900,94.7,0.17,-0.26,6.4,40.3,71.7
114000,289.1,-0.28,-0.32,15.3,687.6,81.6
114100,227.1,-0.17,0.49,9.9,306.4,81.4
114200,174.2,0.0,1.03,9.8,179.3,89.8
114300,70.7,-1.66,-0.32,1.7,12.6,113.4
114400,179.2,-0.51,1.05,10.8,203.9,95.1
114500,160.4,0.99,-0.16,7.6,128.3,90.5
114600,103.5,1.3,0.72,5.7,45.1,108.6
114700,70.7,-0.49,-0.97,3.7,16.8,91.2
114800,75.9,0.92,-0.33,3.2,18.1,88.6
114900,190.5,0.28,-0.77,9.3,207.7,86.7
115000,274.0,-0.34,0.95,11.2,488.6,90.3
115100,277.6,-0.87,-0.48,13.3,567.9,88.3
115200,75.3,0.35,-0.97,2.0,15.0,89.8
115300,117.5,-1.34,-0.09,5.7,57.8,100.8
115400,275.9,-0.57,0.21,14.6,603.0,83.1
115500,263.8,-0.67,-1.19,14.4,547.4,100.5
115600,110.1,0.22,0.26,5.3,48.6,77.0
115700,110.1,0.18,-0.03,3.9,41.8,74.9
115800,159.0,0.15,0.75,7.5,124.7,86.3
115900,197.4,0.05,0.05,10.1,236.2,74.8
116000,79.3,-0.53,-0.67,2.8,18.7,87.5
116100,228.3,0.23,-0.7,11.1,336.0,83.2
116200,171.6,-0.88,-0.69,9.7,172.4,91.7
116300,135.1,-0.3,-0.04,8.0,94.4,76.8
116400,148.8,0.46,-0.57,8.2,116.0,81.2
116500,229.9,-0.62,0.0,9.6,308.9,80.4
116600,172.3,-0.98,-0.41,7.5,147.3,91.7
116700,125.9,0.36,-0.85,6.0,68.7,81.9
116800,231.5,-0.05,0.29,11.1,346.9,76.2
116900,80.8,-0.47,0.69,5.0,25.4,81.6
117000,123.2,0.11,-0.38,6.2,66.8,75.5
117100,63.1,1.5,-0.28,3.3,12.7,111.1
117200,144.0,-0.84,0.14,7.0,98.5,83.4
117300,69.0,-0.47,-0.03,3.8,16.3,74.0
117400,81.3,1.79,0.51,1.4,15.9,121.8
117500,253.8,0.06,1.61,12.5,455.1,107.3
117600,182.6,-0.21,0.57,6.8,154.9,80.2
117700,226.7,0.2,0.22,11.2,334.4,70.7
117800,83.0,0.5,0.19,5.5,28.2,82.7
117900,272.1,0.08,1.07,14.4,580.6,94.7
118000,219.5,-0.8,0.55,9.3,275.4,86.5
118100,102.0,-0.83,-0.44,4.3,37.7,86.2
118200,201.9,-0.53,0.26,8.8,224.9,82.0
118300,218.8,-0.62,-0.39,12.4,334.8,82.0
118400,237.0,-0.01,0.22,12.2,388.0,76.1
118500,65.0,0.28,0.48,3.2,13.3,80.9
118600,102.4,0.63,-1.26,5.6,43.6,95.7
118700,92.1,-0.06,0.59,4.0,29.5,80.3
118800,272.8,0.99,0.54,12.6,527.1,93.0
118900,144.5,-0.63,-0.17,8.3,110.4,81.1
119000,151.4,-0.49,-0.09,5.7,96.3,82.3
119100,132.6,-0.13,0.4,6.7,80.8,77.6
119200,173.0,-0.5,0.93,8.4,159.5,88.0
119300,190.0,0.12,1.08,8.2,189.3,90.0
119400,174.5,-0.96,-0.62,10.1,183.4,94.1
119500,235.7,1.23,0.43,11.6,370.0,96.3
119600,127.3,-0.31,-1.29,7.7,81.9,99.8
119700,181.4,-0.37,-1.01,9.0,184.2,92.1
119800,252.0,0.9,0.57,11.4,419.7,94.9
119900,175.8,0.28,0.73,8.6,166.8,85.2
120000,166.7,0.06,-0.9,6.7,127.9,83.0
120100,86.2,0.32,-0.24,2.9,22.3,79.0
120200,127.8,-0.12,0.47,5.1,64.5,83.1
120300,128.0,-0.63,0.04,5.5,67.2,76.9
120400,113.5,0.5,0.3,6.4,57.5,82.7
120500,280.1,0.43,0.11,12.9,567.4,80.2
120600,126.0,-0.3,0.51,3.8,54.0,79.4
120700,83.5,0.99,1.2,5.9,29.8,106.9
120800,194.9,-0.28,-0.52,8.9,210.4,78.1
120900,162.6,-0.75,-1.13,8.6,143.4,102.9
121000,84.8,-0.38,-0.3,4.2,25.5,78.9
121100,114.3,-1.1,0.35,5.7,54.5,97.5
121200,272.7,-0.62,0.6,12.6,527.1,83.6
121300,223.7,0.47,0.06,10.6,312.1,79.0
121400,129.3,-1.21,0.64,4.1,58.9,102.2
121500,214.5,-0.38,-0.25,9.0,255.9,79.2
121600,86.1,0.19,0.37,3.7,24.9,74.9
121700,106.2,-0.75,-0.15,4.6,41.9,81.5
121800,264.8,-0.51,0.15,11.5,464.4,76.3
121900,100.0,0.6,-0.69,4.2,35.5,85.5
122000,219.6,-0.33,0.42,10.9,307.2,81.0
122100,280.4,0.97,-0.3,11.3,516.3,86.4
122200,114.8,-0.5,-0.24,5.9,56.4,82.9
122300,103.2,0.39,0.61,5.8,45.2,76.2
122400,269.5,0.41,0.07,10.1,438.7,74.7
122500,258.3,0.39,-0.28,14.1,515.8,76.8
122600,66.0,0.08,0.24,1.5,10.6,72.0
122700,133.5,0.02,1.0,7.6,89.2,87.9
122800,237.7,-1.97,0.47,12.2,390.9,130.4
122900,139.2,1.01,0.72,9.3,110.6,99.3
123000,87.3,0.07,0.26,3.3,24.4,71.9
123100,270.3,0.43,0.17,13.8,554.1,76.5
123200,133.6,-0.31,0.43,4.4,65.3,75.7
123300,68.2,1.12,-0.27,3.4,15.0,92.5
123400,183.4,0.69,-0.92,9.8,198.5,93.2
123500,90.0,-0.42,0.62,6.7,37.2,89.9
123600,114.0,-0.08,0.28,5.1,51.1,73.7
123700,215.9,-1.12,-0.33,8.9,257.6,93.6
123800,107.6,-0.01,-0.57,5.6,48.2,82.1
123900,225.8,-0.05,-0.17,12.2,352.4,77.9
124000,122.0,-0.18,-0.88,2.6,42.9,83.4
124100,198.6,-0.75,0.41,7.7,198.5,82.1
124200,92.1,-0.76,-0.21,8.1,44.0,82.4
124300,254.1,0.24,0.39,12.2,447.3,78.7
124400,91.5,0.71,0.43,3.0,25.5,84.2
124500,253.0,0.45,0.02,11.8,431.2,77.2
124600,73.7,-0.18,0.62,5.4,22.1,80.4
124700,230.5,-0.43,0.19,10.6,331.4,71.5
124800,126.3,-0.14,-0.1,6.8,74.1,71.3
124900,227.7,0.88,0.52,11.0,333.4,92.4
125000,233.4,-0.23,0.68,12.2,377.4,82.7
125100,228.2,-0.45,-0.06,11.8,350.9,78.3
125200,180.2,0.05,0.44,7.7,164.1,76.4
125300,244.3,1.15,-0.5,12.2,413.6,90.9
125400,68.0,0.66,0.58,2.7,13.6,91.7
125500,243.5,0.65,-0.55,12.7,424.1,83.9
125600,60.6,-0.39,-0.3,1.7,9.2,75.5
125700,220.5,0.03,0.21,9.5,281.9,77.8
125800,256.4,-0.97,0.01,13.0,477.2,85.8
125900,202.3,0.27,0.21,10.2,248.6,72.1
126000,121.2,0.28,-0.84,8.8,80.9,87.5
126100,126.3,-0.09,0.64,4.3,57.7,79.7
126200,242.7,0.96,-0.44,9.9,351.6,96.8
126300,267.1,-0.29,0.31,14.9,573.4,77.4
126400,209.8,-0.8,-0.07,11.0,282.0,83.3
126500,238.2,-1.35,0.04,10.1,343.4,95.1
126600,97.9,1.71,-0.22,2.5,27.2,116.8
126700,224.3,0.31,-0.31,11.8,339.8,74.3
126800,97.0,-0.48,-0.38,4.2,33.4,80.8
126900,78.5,0.25,0.06,4.6,23.1,77.4
127000,207.5,-0.27,-0.34,10.1,260.8,81.8
127100,259.4,1.02,0.19,15.3,553.4,88.1
127200,77.6,0.61,0.36,3.5,19.6,81.3
127300,281.3,0.3,-0.01,13.5,590.6,76.1
127400,216.8,-0.34,-1.36,9.4,269.9,106.8
127500,238.6,0.4,0.01,12.0,390.0,78.1
127600,198.0,0.81,0.39,10.9,249.4,88.1
127700,120.0,-0.04,0.33,4.8,55.2,81.7
127800,200.8,-0.19,-0.29,9.4,231.0,75.9
127900,83.8,0.92,-0.86,4.1,24.7,96.4
128000,245.4,0.34,-0.52,11.2,391.7,83.0
128100,256.2,0.67,0.32,12.7,467.6,83.7
128200,184.2,-0.79,-0.8,10.2,206.3,91.7
128300,186.6,0.14,-0.5,8.9,192.6,78.4
128400,140.8,0.96,0.36,5.4,80.9,88.0
128500,141.4,0.54,-0.2,7.7,100.7,79.9
128600,173.7,1.54,-0.23,10.1,182.9,109.2
128700,274.9,-0.23,-0.59,15.3,621.4,83.1
128800,159.1,-0.91,0.17,7.2,122.5,91.2
128900,209.1,0.47,-0.19,9.1,245.8,79.2
129000,193.0,-0.79,0.78,7.7,187.4,89.4
129100,80.2,0.17,-0.22,5.1,25.3,70.8
129200,210.1,0.08,0.12,11.7,296.5,76.3
129300,136.6,-1.2,1.13,5.7,78.3,111.6
129400,98.7,-1.54,0.26,4.6,36.3,111.0
129500,139.8,0.11,0.04,7.1,93.9,77.2
129600,183.9,-0.53,0.17,8.6,183.2,77.1
129700,76.7,-0.35,0.16,5.8,24.9,80.6
129800,246.5,0.07,-0.73,12.6,430.1,81.0
129900,283.6,-0.21,-0.52,11.2,522.9,79.6
130000,151.8,0.17,0.05,6.6,105.2,73.3
130100,138.9,0.28,-0.56,6.8,89.4,79.6
130200,238.2,1.62,0.04,10.7,356.5,107.4
130300,157.2,-0.85,-0.3,8.4,131.3,85.6
130400,283.5,-0.35,-0.04,14.8,645.5,77.0
130500,140.9,0.21,-0.39,7.2,96.0,79.0
130600,153.8,0.21,-0.2,7.9,120.7,76.3
130700,204.9,0.81,-0.16,9.8,248.1,84.0
130800,285.5,-0.82,0.04,14.3,637.2,84.8
130900,263.7,-0.22,0.55,13.1,508.7,77.7
131000,206.4,0.49,-0.36,9.3,242.3,76.6
131100,129.4,0.03,0.56,8.3,88.3,81.2
131200,129.5,-1.26,-0.16,4.7,63.6,100.5
131300,221.5,-0.31,1.27,12.0,334.9,97.0
131400,79.1,-0.82,0.03,2.0,16.5,86.3
131500,270.4,-0.28,-0.81,14.2,567.1,84.8
131600,81.9,-0.13,-0.0,4.1,23.5,74.5
131700,264.9,0.58,0.02,12.2,485.6,84.2
131800,63.1,-0.95,0.19,4.7,15.0,89.7
131900,66.8,-1.01,-0.62,2.9,13.5,96.5
132000,115.6,0.49,-0.35,7.5,66.1,79.6
132100,266.4,1.29,-0.94,12.6,501.8,114.0
132200,175.7,0.98,-0.33,8.6,167.5,90.3
132300,139.4,1.34,0.12,7.2,93.8,95.2
132400,210.1,-0.63,0.34,11.8,298.0,84.6
132500,99.0,0.66,0.65,5.5,40.1,84.5
132600,125.3,1.6,-0.33,8.2,82.5,108.1
132700,124.1,0.91,-0.47,5.4,62.5,88.1
132800,181.2,-0.09,0.55,7.4,161.7,79.2
132900,128.3,0.45,-0.59,4.5,60.4,79.5
133000,149.4,0.82,0.53,6.3,99.5,84.3
133100,271.7,-1.03,0.02,13.7,558.9,89.6
133200,175.3,-0.1,-0.64,7.5,152.0,84.0
133300,81.7,0.07,-0.46,3.3,21.2,74.4
133400,198.3,-0.35,0.22,9.7,230.4,79.1
133500,195.7,-0.14,0.92,10.2,232.9,85.4
133600,192.5,0.85,-0.14,10.8,234.3,82.4
133700,157.8,-1.08,-0.22,7.9,126.9,94.8
133800,197.8,-1.8,-1.04,9.9,232.4,138.0
133900,248.4,-0.44,0.42,13.4,458.9,77.5
134000,122.3,0.34,0.98,5.6,62.2,90.4
134100,250.0,0.29,-0.38,12.8,449.7,77.2
134200,210.8,0.31,0.01,9.0,248.0,76.9
134300,253.2,-0.25,-0.31,11.7,431.5,74.9
134400,263.7,-0.81,0.41,14.2,539.5,85.6
134500,78.5,1.11,-0.39,3.4,19.9,93.6
134600,277.2,-0.13,0.73,12.8,552.0,85.4
134700,185.3,0.21,-0.22,7.8,174.1,78.7
134800,70.8,-1.49,-0.12,3.5,16.3,106.0
134900,224.1,-0.11,0.2,9.7,294.4,78.9
135000,243.7,0.0,0.51,12.6,422.3,82.7
135100,136.8,0.64,0.66,5.8,79.2,81.2
135200,282.8,0.34,-0.38,12.1,551.4,78.1
135300,261.8,-0.39,0.29,14.4,539.1,80.3
135400,286.3,-0.39,0.19,13.7,617.8,73.8
135500,103.7,0.77,-0.12,6.1,47.0,82.9
135600,63.5,1.08,0.9,2.7,11.8,100.1
135700,106.0,-0.37,-1.43,4.4,41.1,108.9
135800,122.2,-0.28,-0.23,7.1,71.3,75.4
135900,231.8,-0.33,0.22,10.1,324.1,76.5
136000,180.0,-0.53,0.58,8.3,170.8,83.0
136100,162.0,0.18,0.33,11.4,172.7,75.8
136200,197.0,1.3,-0.86,9.2,219.8,108.0
136300,205.6,0.14,0.44,12.1,291.6,77.3
136400,269.7,-0.23,0.01,11.8,492.0,75.6
136500,183.2,0.77,-0.07,9.7,197.6,79.5
136600,230.4,-0.43,0.67,14.0,408.3,85.1
136700,256.7,-0.11,-0.22,10.6,412.6,73.6
136800,156.3,0.86,0.69,5.5,100.5,91.4
136900,252.4,-0.48,0.78,10.7,402.3,84.0
137000,102.0,-0.06,-0.56,4.4,38.2,76.3
137100,163.1,-1.47,0.67,5.2,106.4,113.4
137200,158.9,-1.25,-0.28,6.9,118.6,96.5
137300,228.3,0.58,1.09,11.9,353.4,97.6
137400,177.7,-0.42,-0.13,9.0,175.8,76.8
137500,189.1,0.36,-0.4,9.1,201.0,78.5
137600,235.1,0.87,-0.4,10.6,345.9,86.1
137700,64.9,-0.27,-0.22,4.2,15.1,75.2
137800,102.1,-0.12,0.15,5.4,42.6,71.5
137900,249.2,-0.15,0.24,13.8,471.5,78.7
138000,120.8,0.13,1.18,5.6,60.7,94.2
138100,276.6,-0.3,0.19,13.6,576.1,75.8
138200,145.4,-0.9,-0.49,9.0,117.7,86.1
138300,243.7,-1.81,0.73,13.3,438.8,129.1
138400,211.5,1.26,-0.32,9.1,251.0,101.3
138500,247.9,1.64,-0.27,11.1,396.7,112.0
138600,282.7,-0.16,0.28,12.2,554.6,75.5
138700,66.7,0.08,-0.48,5.3,18.0,82.7
138800,284.9,-0.19,0.28,14.7,646.6,76.9
138900,244.3,0.18,-0.79,12.3,416.4,82.7
139000,214.7,0.84,-0.62,12.4,323.6,93.1
139100,91.5,0.06,-0.57,3.3,26.6,77.6
139200,209.2,0.06,0.65,8.5,234.8,79.1
139300,82.8,-0.82,0.72,5.9,29.3,94.6
139400,162.1,-0.5,-0.09,6.3,117.0,76.7
139500,64.7,-0.44,-0.04,2.3,11.5,81.8
139600,252.5,0.13,-0.35,11.7,429.0,78.0
139700,213.6,-0.03,-1.08,10.9,290.5,95.5
139800,193.2,0.63,0.62,8.8,205.2,88.7
139900,175.3,-0.36,0.54,8.2,161.0,80.2
140000,218.7,0.09,-0.4,11.6,318.6,76.8
140100,158.9,0.46,0.33,6.3,111.9,80.4
140200,203.7,-0.2,0.58,10.7,261.6,82.1
140300,110.0,1.01,-0.3,4.6,45.0,93.9
140400,227.7,0.29,0.95,11.6,346.7,86.8
140500,106.1,0.74,-0.33,3.6,37.2,80.9
140600,286.7,-0.84,0.83,14.4,646.9,94.6
140700,233.1,0.26,-0.41,9.7,318.1,82.1
140800,199.2,0.18,0.31,10.1,239.3,78.0
140900,151.0,0.7,-0.1,7.1,108.8,83.8
141000,73.5,0.19,-0.05,4.5,19.8,76.5
141100,188.5,-0.32,-0.43,8.7,193.4,76.3
141200,127.5,0.21,0.2,4.0,56.7,73.8
141300,283.0,0.11,-0.66,11.5,530.7,79.0
141400,67.4,-0.11,-0.63,2.7,13.2,82.2
141500,284.3,-0.47,-0.2,12.1,556.2,86.0
141600,124.3,-0.27,-0.2,5.3,62.5,74.6
141700,273.3,-0.03,0.31,13.4,555.9,78.5
141800,179.3,-0.32,1.25,8.8,177.2,100.7
141900,175.4,0.25,-0.3,10.1,186.5,80.8
142000,171.2,0.67,0.36,8.7,160.1,84.6
142100,139.3,-1.04,0.1,7.4,95.5,89.5
142200,122.6,0.43,-0.56,7.8,76.4,82.9
142300,169.2,-0.77,-0.66,7.3,139.5,89.9
142400,284.1,0.28,0.1,12.8,577.9,80.5
142500,235.5,0.64,-0.18,9.6,322.8,81.1
142600,127.7,0.15,-0.53,7.0,77.3,78.0
142700,116.9,0.53,0.02,3.7,45.7,74.9
142800,207.5,0.44,1.09,8.1,223.3,93.9
142900,64.2,0.13,-0.18,5.3,16.5,73.9
143000,78.3,0.14,-0.26,2.4,17.1,75.1
143100,286.1,-0.55,1.14,15.3,672.0,96.0
143200,138.6,0.08,0.58,4.8,73.2,77.1
143300,68.2,-0.41,-0.52,2.8,13.9,80.5
143400,262.4,0.25,0.19,12.5,484.8,78.6
143500,137.9,-1.32,-0.3,9.3,108.6,103.6
143600,288.3,-0.93,0.96,15.0,672.7,102.5
143700,191.7,-0.92,-0.16,11.6,244.4,84.1
143800,248.9,0.85,-1.18,13.3,456.4,104.3
143900,66.7,-0.16,0.43,2.4,12.5,79.6
144000,166.8,0.36,-0.34,7.4,136.7,77.8
144100,115.4,0.32,-0.78,3.1,41.3,84.5
144200,77.8,-0.36,-0.26,4.3,21.8,79.5
144300,174.9,-0.42,0.47,11.1,197.9,81.0
144400,147.1,0.01,0.83,6.8,100.5,84.2
144500,211.4,-0.05,-0.39,8.8,245.9,77.9
144600,251.9,-0.51,0.04,11.7,426.8,79.7
144700,116.5,0.34,0.91,6.0,58.5,90.4
144800,83.3,0.43,0.35,3.7,23.2,80.2
144900,93.0,-0.51,-0.01,4.1,30.5,77.8
145000,270.7,0.23,0.18,14.4,576.4,76.0
145100,107.3,-0.42,-0.07,5.5,47.2,78.5
145200,218.3,0.05,0.18,10.4,294.2,74.0
145300,129.8,-0.51,-0.17,4.2,59.8,80.8
145400,138.8,0.46,-0.49,7.6,96.2,76.0
145500,119.9,0.59,0.61,6.5,65.4,90.9
145600,65.8,0.16,0.0,3.4,14.1,80.9
145700,68.5,-0.52,-0.01,4.1,16.6,75.5
145800,277.5,-0.31,-0.05,11.4,507.0,73.1
145900,244.8,-1.76,-0.73,12.5,422.6,128.8
146000,260.7,0.32,-0.04,12.9,490.7,77.2
146100,108.7,0.47,-0.62,6.0,51.0,85.5
146200,238.2,0.42,0.14,11.0,363.4,78.9
146300,287.9,0.35,-0.08,14.0,637.5,75.6
146400,156.9,0.58,-0.62,6.8,114.4,86.2
146500,124.8,-0.17,0.77,6.7,71.6,87.1
146600,275.6,-0.1,-0.34,15.9,643.4,78.0
146700,69.2,1.16,1.33,2.4,13.5,115.9
146800,249.6,-1.19,-0.41,11.2,404.1,96.3
146900,184.6,-0.47,0.48,9.8,201.1,85.3
147000,104.9,1.71,-0.53,6.6,50.4,121.1
147100,93.0,-0.46,-0.31,7.0,40.9,79.6
147200,205.6,-0.42,1.01,10.2,257.4,93.2
147300,109.6,0.18,-0.29,4.9,46.5,78.0
147400,271.1,1.07,0.03,14.3,573.2,88.7
147500,231.9,0.14,-0.51,11.8,363.8,76.7
147600,285.8,-0.58,0.69,13.0,593.4,93.4
147700,221.5,0.26,0.79,11.3,321.1,88.4
147800,74.5,-0.75,0.74,1.7,14.1,84.3
147900,196.2,1.58,-0.75,11.9,262.3,117.5
148000,71.4,0.31,-0.1,2.9,15.4,74.7
148100,144.9,-0.64,-0.67,9.2,118.8,87.6
148200,212.0,-0.14,0.28,11.9,304.6,78.9
148300,268.1,-1.12,1.45,13.5,535.4,121.3
148400,272.2,-0.79,0.5,12.9,534.5,87.5
