Packet_Stream_ID,Link_Bandwidth_Mbps,Micro_Burst_Size_kB,Packet_Latency_Microseconds,Gateway_Buffer_Util_pct,Network_QoS_Status
APTIV-ZONAL-2516,7153.6,85.4,594.2,80.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2517,2099.8,30.6,265.4,24.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2518,7581.5,159.7,637.5,84.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2519,4260.9,54.5,313.3,44.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2520,7150.2,159.5,622.2,77.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2521,2599.0,176.4,480.7,40.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2522,7547.8,140.6,657.3,80.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2523,2688.4,169.6,432.2,37.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2524,5601.9,150.7,553.1,62.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2525,8436.2,137.7,628.4,93.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2526,4318.4,95.1,396.7,45.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2527,1349.8,142.2,324.3,23.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2528,2969.3,83.4,424.6,35.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2529,4807.2,178.0,516.6,58.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2530,5811.9,96.7,410.9,67.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2531,6843.8,37.1,446.8,71.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2532,1960.3,149.7,398.2,27.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2533,3591.5,27.4,271.4,33.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2534,4898.8,122.3,469.0,56.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2535,1105.3,27.1,203.5,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2536,514.2,159.3,363.6,14.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2537,6868.1,21.9,481.2,65.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2538,1591.8,112.4,308.4,28.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2539,6902.0,121.8,601.2,80.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2540,8246.5,110.4,619.1,85.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2541,4143.4,55.7,364.9,45.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2542,3716.6,25.2,307.2,35.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2543,4394.2,32.5,352.8,40.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2544,6591.9,86.3,477.1,66.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2545,2912.0,17.8,265.3,23.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2546,7965.6,138.0,642.5,88.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2547,5985.6,158.4,575.6,70.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2548,6380.2,165.5,601.0,70.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2549,3537.6,117.3,362.8,41.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2550,4730.5,118.3,483.0,48.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2551,6024.4,22.4,367.1,58.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2552,7758.5,92.1,556.9,80.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2553,4079.0,58.8,337.6,41.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2554,4555.6,118.4,441.7,46.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2555,2451.4,142.3,386.3,34.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2556,3526.0,71.2,325.3,38.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2557,1489.9,71.2,223.6,22.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2558,7120.8,159.6,564.6,83.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2559,6711.3,16.7,448.1,63.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2560,3418.2,110.8,381.2,43.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2561,5506.4,94.0,452.1,58.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2562,5300.2,70.4,404.3,54.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2563,2838.4,135.3,425.7,39.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2564,2927.0,19.3,241.0,31.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2565,7520.4,48.8,471.6,74.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2566,6047.6,102.9,539.1,66.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2567,5422.9,80.6,477.1,58.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2568,8579.3,33.1,502.3,81.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2569,7906.0,137.9,638.8,83.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2570,3438.9,152.0,419.1,39.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2571,3979.8,53.9,401.6,41.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2572,4899.5,101.9,416.9,59.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2573,7803.7,136.5,611.3,85.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2574,2944.0,18.1,288.5,28.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2575,2703.7,167.0,473.9,38.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2576,1307.6,162.9,405.2,24.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2577,3278.4,165.1,412.5,44.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2578,1606.8,70.4,246.5,22.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2579,3936.8,84.4,330.2,48.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2580,7973.5,54.7,513.4,76.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2581,1342.3,60.0,240.7,13.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2582,7548.8,95.5,556.8,84.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2583,8757.6,66.0,619.0,90.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2584,5550.0,176.7,609.8,65.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2585,2363.1,179.3,505.7,35.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2586,7497.7,128.5,660.6,79.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2587,1905.7,144.4,332.0,27.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2588,1067.8,74.9,292.7,14.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2589,4053.7,179.2,530.9,54.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2590,5118.3,61.8,386.4,49.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2591,5927.6,108.7,502.2,66.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2592,812.1,115.4,302.2,16.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2593,591.0,69.7,220.0,12.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2594,6459.6,158.0,582.6,81.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2595,6480.2,39.2,401.0,59.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2596,3581.8,26.1,301.2,35.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2597,1993.5,31.9,218.8,21.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2598,824.3,98.0,302.0,19.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2599,8067.9,62.4,578.7,86.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2600,1943.8,148.7,398.9,30.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2601,1613.7,97.5,334.7,27.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2602,6325.9,84.8,543.4,69.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2603,7344.4,92.9,619.9,79.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2604,1396.7,108.8,308.3,26.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2605,613.3,40.5,181.6,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2606,489.7,87.9,217.5,10.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2607,8485.2,148.1,627.7,89.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2608,954.1,69.1,239.1,13.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2609,859.9,106.8,295.8,14.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2610,8748.1,12.7,568.0,84.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2611,6757.6,75.4,425.2,67.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2612,4674.7,91.6,454.6,50.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2613,8671.4,117.7,660.9,99.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2614,2311.3,154.2,447.1,33.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2615,5784.6,124.5,492.4,65.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2616,1990.4,101.3,353.2,25.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2617,915.4,48.6,275.6,11.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2618,3713.1,85.1,401.1,40.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2619,1562.9,67.6,289.2,20.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2620,2734.2,14.2,281.5,31.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2621,1896.5,163.0,408.2,34.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2622,6887.4,108.8,563.0,73.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2623,7528.7,123.1,622.9,84.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2624,7342.1,14.1,515.7,67.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2625,7664.3,15.4,442.7,69.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2626,5215.8,134.1,502.9,64.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2627,6234.4,29.1,408.2,60.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2628,3062.8,98.4,397.3,32.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2629,722.0,84.2,250.3,14.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2630,2654.7,26.4,273.5,28.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2631,431.5,151.9,330.0,11.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2632,7765.0,111.1,612.8,85.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2633,1948.6,75.4,309.3,21.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2634,3027.5,88.3,374.1,35.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2635,7523.3,65.1,492.1,77.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2636,3883.9,54.7,347.4,42.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2637,644.8,81.5,260.3,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2638,4892.8,158.5,473.5,57.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2639,2970.1,51.5,347.8,30.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2640,6296.1,80.5,500.2,68.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2641,7056.4,141.2,584.6,84.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2642,2247.7,62.5,298.9,23.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2643,6808.0,136.1,621.6,73.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2644,7904.0,147.5,646.1,94.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2645,2498.2,86.7,327.9,29.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2646,6636.3,53.1,437.9,66.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2647,7903.3,151.0,636.2,87.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2648,2302.4,36.3,305.5,25.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2649,6380.3,64.7,457.5,63.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2650,1575.0,168.6,391.1,33.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2651,5750.3,131.3,468.5,65.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2652,2465.2,102.1,387.3,32.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2653,8407.1,89.3,556.5,83.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2654,5467.4,174.4,579.0,69.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2655,3410.2,148.7,456.9,44.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2656,3353.1,176.6,414.7,47.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2657,2135.3,144.8,384.4,30.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2658,6674.4,82.1,433.7,63.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2659,7627.0,60.4,519.4,78.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2660,3913.1,55.5,361.5,41.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2661,1569.2,60.3,197.0,22.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2662,5917.0,65.7,437.8,56.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2663,4641.6,51.8,385.8,56.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2664,6531.0,33.4,444.4,65.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2665,6803.2,54.9,473.6,71.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2666,2383.4,72.8,301.2,32.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2667,8347.1,128.0,640.0,87.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2668,6494.1,134.7,611.2,73.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2669,5432.9,33.2,417.6,53.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2670,6903.6,132.1,612.5,76.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2671,5350.0,67.3,437.0,54.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2672,2141.0,41.2,245.7,16.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2673,704.0,53.2,169.2,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2674,4617.8,165.7,520.2,57.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2675,1042.8,171.1,350.5,26.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2676,8487.1,52.9,589.1,85.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2677,6052.2,170.3,554.6,71.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2678,4863.9,40.8,396.9,50.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2679,7193.0,139.4,601.4,82.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2680,1984.7,75.7,278.1,26.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2681,2068.4,103.6,371.7,29.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2682,4545.7,147.4,475.7,59.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2683,1037.6,18.3,183.6,15.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2684,3627.5,96.4,347.9,43.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2685,5492.7,102.0,493.8,61.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2686,6690.2,148.8,552.0,80.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2687,1290.6,71.2,306.1,16.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2688,2821.0,122.0,403.9,36.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2689,2555.0,50.9,270.7,28.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2690,8539.7,178.2,692.2,97.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2691,2996.1,80.5,346.4,34.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2692,4010.9,13.8,279.8,39.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2693,4165.7,120.6,444.4,50.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2694,3928.5,110.2,437.3,42.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2695,3834.1,162.8,485.2,51.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2696,4644.1,85.4,366.0,50.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2697,2975.6,161.5,418.5,45.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2698,2595.2,138.5,436.4,38.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2699,3353.0,13.1,275.6,36.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2700,2877.3,68.9,341.5,30.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2701,4427.2,72.9,398.1,46.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2702,2451.7,133.0,402.0,32.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2703,1765.9,151.4,401.9,31.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2704,8082.5,41.6,520.1,76.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2705,2505.2,99.7,336.9,32.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2706,7583.0,18.7,513.1,72.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2707,6539.5,170.7,618.1,74.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2708,6054.1,151.5,625.6,71.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2709,8220.8,64.0,545.0,81.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2710,3421.3,111.2,385.7,36.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2711,7695.1,60.9,499.5,79.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2712,4839.2,29.3,381.3,50.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2713,7708.7,76.7,554.9,84.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2714,5522.9,53.2,483.4,57.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2715,2312.7,147.8,421.8,31.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2716,3031.7,96.1,370.2,36.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2717,7656.2,105.3,561.6,79.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2718,1444.1,121.5,344.8,20.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2719,8077.9,47.9,517.3,78.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2720,6380.5,41.1,436.3,61.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2721,2950.4,153.6,421.6,44.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2722,8156.3,40.7,516.1,76.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2723,1416.2,62.1,294.4,19.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2724,8228.5,14.5,490.9,77.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2725,3602.7,164.7,452.5,53.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2726,4372.1,40.4,338.5,43.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2727,8602.5,31.2,540.9,80.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2728,6841.6,103.6,579.6,76.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2729,8399.4,113.2,598.0,90.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2730,6848.7,52.3,499.8,70.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2731,3488.7,151.1,492.7,47.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2732,6755.8,17.6,420.7,70.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2733,6250.9,175.2,604.7,76.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2734,8157.3,103.5,556.2,89.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2735,6139.6,113.0,566.9,63.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2736,6726.3,133.3,546.9,75.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2737,4624.0,152.1,482.7,59.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2738,2815.7,177.6,472.0,34.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2739,3888.4,98.4,376.8,41.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2740,6984.2,147.2,578.2,78.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2741,1221.8,54.0,226.3,13.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2742,878.4,142.3,300.1,21.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2743,2495.9,119.8,400.1,32.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2744,4449.9,51.2,365.9,48.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2745,1813.7,50.6,250.7,17.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2746,4169.9,165.9,495.1,52.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2747,977.6,114.0,287.8,19.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2748,5553.7,129.0,523.6,67.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2749,7743.0,163.3,666.2,87.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2750,2258.7,145.9,431.6,32.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2751,2410.9,59.7,273.5,29.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2752,5171.3,46.2,396.4,54.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2753,5188.0,177.4,537.8,66.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2754,4515.9,170.4,540.5,54.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2755,3168.7,140.7,425.2,42.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2756,6641.0,61.7,507.2,62.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2757,5585.5,103.0,437.2,63.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2758,7903.0,52.3,501.6,82.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2759,2033.8,98.0,345.8,27.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2760,960.3,100.4,296.6,12.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2761,4091.6,107.1,443.2,44.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2762,718.6,167.7,422.2,16.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2763,919.1,97.5,261.5,18.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2764,5900.8,51.5,480.1,62.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2765,7041.8,40.1,450.3,67.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2766,5487.9,132.4,548.6,64.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2767,3566.3,40.8,308.0,37.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2768,3085.9,80.9,337.1,36.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2769,7845.8,119.0,600.0,82.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2770,3263.6,118.5,464.0,36.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2771,1996.1,102.2,338.1,31.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2772,733.7,50.8,199.9,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2773,3505.7,166.2,432.6,48.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2774,1076.1,41.4,151.7,11.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2775,4322.8,109.9,477.4,48.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2776,3047.2,68.1,345.6,37.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2777,1292.8,150.1,392.7,23.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2778,3826.2,35.8,329.7,35.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2779,3280.7,95.6,427.7,34.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2780,808.1,127.5,318.9,18.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2781,4929.4,139.6,495.2,61.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2782,7313.4,177.5,668.9,79.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2783,2011.8,26.2,223.4,24.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2784,7930.5,173.1,656.3,89.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-2785,7277.1,69.7,523.5,75.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2786,1213.9,69.0,303.6,14.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2787,3247.7,87.0,368.7,40.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2788,6145.6,85.2,528.0,67.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-2789,1961.9,121.7,356.2,24.7,Time-Sensitive Network (TSN) Compliant
