Nevera_Run_ID,Vehicle_Speed_kmh,Lateral_Acceleration_G,Vehicle_Yaw_Rate_deg_s,Left_Right_Torque_Delta_Nm,Inverter_Response_Latency_us,Vectoring_Status
RIMAC-RAWTV-2367,147.7,-1.07,-16.9,-907.3,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2368,271.1,1.0,12.6,817.1,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2369,67.8,0.94,12.1,791.1,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2370,252.0,0.61,9.1,573.4,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2371,202.4,1.47,22.6,1214.8,197,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2372,119.3,-0.36,-4.3,-277.4,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2373,64.6,1.02,13.6,833.9,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2374,251.0,0.1,-0.7,63.7,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2375,71.0,-1.29,-20.0,-1140.4,177,Balanced All-Wheel Traction
RIMAC-RAWTV-2376,210.1,-1.13,-15.8,-954.1,170,Balanced All-Wheel Traction
RIMAC-RAWTV-2377,160.8,1.46,20.3,1206.8,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2378,106.9,-0.07,-1.0,-49.4,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2379,105.6,1.28,18.7,1043.1,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2380,281.9,-0.14,-2.9,-115.2,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2381,144.1,0.94,13.3,866.6,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2382,267.5,0.01,-0.7,-45.1,122,Balanced All-Wheel Traction
RIMAC-RAWTV-2383,76.0,-0.52,-6.4,-519.3,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2384,100.7,0.43,7.6,396.6,122,Balanced All-Wheel Traction
RIMAC-RAWTV-2385,62.6,-0.5,-6.9,-467.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2386,134.2,0.7,10.8,675.5,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2387,196.3,-1.11,-15.3,-962.2,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2388,125.2,0.08,2.1,130.8,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2389,164.4,-0.33,-4.2,-218.9,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2390,85.3,1.52,20.8,1295.4,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2391,177.5,1.35,19.0,1228.8,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2392,278.2,-0.81,-12.0,-654.5,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2393,79.8,-1.16,-15.3,-975.6,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2394,137.5,1.31,19.5,1188.8,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2395,258.4,-0.78,-11.0,-690.3,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2396,116.0,0.02,0.3,-16.2,108,Balanced All-Wheel Traction
RIMAC-RAWTV-2397,306.9,-1.32,-20.4,-1073.2,194,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2398,277.9,0.1,4.2,58.5,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2399,193.3,-0.35,-4.4,-300.3,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2400,271.4,-1.13,-16.1,-948.3,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2401,303.8,0.69,8.4,582.7,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2402,132.6,-0.54,-8.0,-416.8,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2403,99.1,-0.79,-12.0,-655.8,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2404,307.0,0.25,6.5,186.0,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2405,129.7,-1.45,-21.7,-1259.4,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2406,307.7,1.38,19.8,1156.5,195,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2407,280.1,-0.8,-10.7,-739.8,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2408,190.0,1.38,22.2,1098.0,163,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2409,279.0,0.47,8.1,439.9,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2410,314.2,1.5,23.0,1332.2,182,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2411,151.2,-1.42,-22.8,-1272.6,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2412,285.5,-1.13,-15.7,-971.7,177,Balanced All-Wheel Traction
RIMAC-RAWTV-2413,219.6,-1.53,-23.4,-1293.7,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2414,212.1,0.92,14.4,774.0,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2415,95.5,0.98,14.3,797.2,173,Balanced All-Wheel Traction
RIMAC-RAWTV-2416,247.0,-0.73,-9.8,-708.5,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2417,282.2,-0.91,-14.0,-969.1,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2418,166.3,-0.18,-1.7,-263.3,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2419,145.9,-0.55,-7.0,-434.1,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2420,187.5,-1.29,-18.0,-1085.2,175,Balanced All-Wheel Traction
RIMAC-RAWTV-2421,279.6,1.52,21.4,1255.1,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2422,81.3,1.12,16.7,924.0,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2423,79.6,1.02,16.3,836.8,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2424,314.3,1.5,22.0,1304.0,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2425,274.6,-0.62,-8.4,-527.2,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2426,299.6,0.72,8.7,635.3,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2427,227.6,0.38,5.8,401.6,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2428,178.8,0.06,0.9,21.2,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2429,301.6,1.22,19.2,1024.3,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2430,198.5,1.02,14.5,925.9,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2431,188.5,-0.1,-0.8,-58.3,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2432,129.1,-0.41,-7.2,-335.4,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2433,90.8,0.17,4.2,55.6,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2434,209.7,0.47,4.4,380.9,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2435,96.8,1.28,18.2,1132.2,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2436,295.5,0.4,4.8,390.0,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2437,65.5,-0.49,-8.8,-433.7,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2438,184.9,-1.29,-20.2,-1063.0,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2439,82.3,0.79,10.6,626.8,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2440,319.3,0.87,16.1,761.1,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2441,150.2,1.06,14.9,896.6,170,Balanced All-Wheel Traction
RIMAC-RAWTV-2442,72.9,-0.26,-2.1,-171.1,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2443,313.8,-0.22,-4.5,-112.6,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2444,172.8,-1.23,-17.9,-1048.3,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2445,305.6,0.24,3.0,156.4,125,Balanced All-Wheel Traction
RIMAC-RAWTV-2446,299.7,-1.21,-17.7,-1009.5,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2447,120.5,-1.01,-15.5,-864.3,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2448,149.7,-0.87,-14.5,-715.9,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2449,70.7,-1.33,-20.0,-1095.9,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2450,143.3,-0.55,-8.1,-452.7,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2451,251.1,1.57,23.1,1336.8,173,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2452,278.9,-1.1,-14.9,-975.4,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2453,240.1,0.83,11.1,678.0,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2454,240.2,-1.27,-18.2,-1160.1,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2455,303.8,1.22,18.4,1021.6,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2456,128.3,0.93,11.6,782.1,165,Balanced All-Wheel Traction
RIMAC-RAWTV-2457,167.4,-1.26,-15.7,-1017.5,178,Balanced All-Wheel Traction
RIMAC-RAWTV-2458,222.2,-0.71,-11.0,-653.1,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2459,167.0,-0.13,-0.0,-133.7,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2460,234.0,1.29,16.2,1251.7,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2461,213.0,1.51,21.6,1325.1,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2462,85.8,1.07,15.7,971.0,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2463,118.6,1.28,19.4,1122.6,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2464,149.2,-0.97,-15.7,-955.0,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2465,303.3,-0.62,-9.8,-572.4,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2466,86.6,0.76,11.5,616.9,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2467,274.2,-0.91,-14.7,-804.5,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2468,169.1,-1.06,-14.2,-862.6,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2469,174.7,0.03,0.8,28.5,117,Balanced All-Wheel Traction
RIMAC-RAWTV-2470,118.4,-0.74,-13.7,-574.3,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2471,127.5,0.82,11.5,701.5,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2472,184.3,0.26,5.3,216.1,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2473,144.4,1.33,19.7,1106.1,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2474,224.9,0.24,2.7,220.5,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2475,266.9,1.52,21.8,1321.7,165,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2476,208.9,-0.63,-8.6,-528.3,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2477,293.5,-1.28,-16.2,-1087.7,170,Balanced All-Wheel Traction
RIMAC-RAWTV-2478,296.1,-1.28,-17.9,-1101.4,177,Balanced All-Wheel Traction
RIMAC-RAWTV-2479,225.4,-1.32,-19.6,-1182.5,172,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2480,176.8,0.66,11.8,580.5,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2481,144.2,0.28,6.0,264.1,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2482,76.9,-0.43,-6.1,-315.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2483,143.7,1.49,23.2,1305.6,163,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2484,283.8,-1.1,-18.0,-970.9,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2485,199.3,-0.43,-5.3,-354.3,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2486,257.6,1.25,20.7,1070.3,180,Balanced All-Wheel Traction
RIMAC-RAWTV-2487,133.5,-1.02,-15.9,-844.8,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2488,237.3,0.54,10.0,505.7,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2489,277.9,-1.0,-13.7,-829.5,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2490,143.9,-1.14,-17.0,-921.1,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2491,238.8,-1.44,-22.4,-1143.4,148,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2492,315.1,-0.2,-4.1,-174.8,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2493,302.4,1.16,15.5,1051.9,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2494,71.0,-1.36,-20.8,-1190.7,184,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2495,279.0,-0.38,-5.2,-255.2,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2496,92.8,-1.3,-19.6,-1065.2,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2497,133.3,-1.25,-18.3,-1073.7,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2498,76.8,0.38,6.1,351.9,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2499,221.1,-0.15,-0.6,-220.2,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2500,215.8,-0.66,-8.5,-514.9,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2501,218.2,1.2,16.1,1030.2,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2502,289.8,1.28,17.7,1157.0,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2503,293.0,-1.25,-17.6,-1066.1,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2504,243.5,1.27,18.8,1135.8,178,Balanced All-Wheel Traction
RIMAC-RAWTV-2505,69.4,0.9,14.1,811.6,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2506,260.6,1.15,17.6,921.7,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2507,299.8,0.8,12.5,739.9,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2508,93.2,-0.94,-13.1,-830.9,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2509,187.9,-1.45,-19.7,-1261.6,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2510,308.6,0.12,2.3,4.5,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2511,195.6,0.45,7.5,520.4,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2512,159.7,0.39,4.6,364.9,112,Balanced All-Wheel Traction
RIMAC-RAWTV-2513,199.9,-0.11,-3.0,-79.7,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2514,261.9,-0.31,-4.2,-245.5,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2515,188.2,1.32,18.7,1108.8,183,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2516,217.8,-1.15,-15.6,-970.0,178,Balanced All-Wheel Traction
RIMAC-RAWTV-2517,288.9,0.67,9.8,559.6,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2518,192.0,-0.76,-10.8,-694.0,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2519,202.7,-0.17,-2.0,-136.8,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2520,203.3,0.9,10.5,659.1,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2521,145.6,0.48,7.6,332.5,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2522,139.2,0.63,9.0,604.9,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2523,274.1,0.71,10.3,570.5,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2524,145.0,-1.47,-20.7,-1212.4,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2525,306.8,-0.5,-8.3,-396.1,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2526,190.0,1.14,14.4,958.5,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2527,129.1,-0.32,-6.1,-256.1,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2528,149.6,0.43,5.1,374.4,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2529,156.7,1.5,22.4,1273.1,179,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2530,83.7,0.52,7.5,426.3,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2531,140.0,-0.09,-0.9,-156.4,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2532,201.8,-0.94,-12.3,-783.3,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2533,219.9,0.15,2.1,100.5,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2534,174.7,0.82,10.9,623.5,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2535,120.8,-1.17,-17.8,-1032.0,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2536,298.6,0.89,12.7,833.7,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2537,135.5,-0.05,-1.5,-113.3,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2538,267.5,0.05,0.2,51.8,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2539,171.2,-0.2,-3.9,-225.1,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2540,74.0,-1.56,-22.6,-1400.0,165,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2541,291.6,0.81,13.4,735.3,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2542,170.4,0.15,3.1,127.8,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2543,317.0,-0.81,-13.1,-658.7,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2544,278.0,0.78,11.5,632.4,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2545,199.7,-1.58,-23.7,-1391.4,182,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2546,196.6,1.38,20.1,1046.4,165,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2547,70.3,-0.44,-6.3,-356.0,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2548,194.1,0.07,0.8,-24.0,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2549,141.9,1.47,21.1,1334.9,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2550,260.4,0.14,0.1,33.9,116,Balanced All-Wheel Traction
RIMAC-RAWTV-2551,143.4,0.65,8.7,548.4,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2552,319.2,0.76,10.1,699.6,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2553,242.0,-1.56,-20.0,-1342.6,188,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2554,244.4,1.04,13.7,877.1,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2555,221.6,-0.9,-14.7,-786.0,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2556,262.1,-0.65,-9.2,-577.1,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2557,97.1,0.89,13.5,722.4,166,Balanced All-Wheel Traction
RIMAC-RAWTV-2558,119.0,-0.61,-9.8,-454.4,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2559,287.3,-0.4,-6.6,-304.9,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2560,138.1,1.31,19.6,1167.8,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2561,247.7,-0.1,-0.2,31.8,116,Balanced All-Wheel Traction
RIMAC-RAWTV-2562,314.2,0.24,3.7,213.7,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2563,214.3,-1.46,-19.5,-1149.8,173,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2564,172.1,1.41,18.5,1204.5,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2565,271.1,-1.01,-15.7,-923.9,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2566,194.6,0.04,0.9,27.7,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2567,178.5,0.21,1.0,224.1,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2568,286.7,-0.47,-6.9,-456.4,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2569,260.7,1.23,18.7,1084.2,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2570,77.4,-1.4,-19.5,-1179.4,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2571,60.7,-0.69,-11.4,-647.7,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2572,130.4,-0.5,-6.2,-429.4,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2573,291.3,1.52,22.3,1269.9,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2574,242.0,0.07,2.7,-8.3,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2575,311.1,1.28,19.8,1051.2,174,Balanced All-Wheel Traction
RIMAC-RAWTV-2576,204.5,0.2,3.1,104.7,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2577,269.5,1.54,19.3,1337.9,179,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2578,143.8,0.43,8.9,405.6,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2579,103.6,0.72,11.4,576.8,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2580,191.8,-1.29,-20.3,-1155.4,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2581,175.6,1.26,17.7,1124.4,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2582,170.8,1.25,19.0,1134.0,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2583,258.5,0.37,5.3,284.3,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2584,212.0,1.5,22.2,1375.8,172,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2585,205.9,-0.22,-3.4,-169.5,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2586,226.2,-0.83,-11.7,-725.4,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2587,221.8,0.61,7.1,502.2,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2588,215.0,1.4,21.4,1267.8,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2589,63.7,0.02,0.6,31.2,116,Balanced All-Wheel Traction
RIMAC-RAWTV-2590,135.4,-1.59,-22.5,-1375.9,184,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2591,86.7,0.19,4.1,169.9,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2592,234.7,-0.03,-0.0,-63.0,125,Balanced All-Wheel Traction
RIMAC-RAWTV-2593,216.4,0.19,2.7,171.7,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2594,160.2,0.65,8.8,489.4,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2595,303.1,1.18,18.0,1040.9,176,Balanced All-Wheel Traction
RIMAC-RAWTV-2596,249.5,1.13,15.9,969.5,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2597,308.5,-0.46,-6.6,-421.1,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2598,210.5,0.35,4.6,298.9,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2599,86.9,1.4,17.8,1208.8,189,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2600,308.8,0.16,3.8,157.6,113,Balanced All-Wheel Traction
RIMAC-RAWTV-2601,172.6,-0.66,-10.3,-581.6,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2602,237.6,0.85,12.8,746.7,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2603,149.2,0.86,13.2,793.5,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2604,250.6,1.22,16.8,1090.6,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2605,216.4,0.04,2.1,32.1,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2606,134.7,-1.5,-23.5,-1302.7,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2607,205.3,1.18,19.8,973.6,166,Balanced All-Wheel Traction
RIMAC-RAWTV-2608,212.4,-0.41,-6.5,-359.1,125,Balanced All-Wheel Traction
RIMAC-RAWTV-2609,113.8,0.96,14.3,788.5,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2610,104.4,-0.47,-4.3,-386.5,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2611,248.6,1.36,18.8,1134.1,164,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2612,162.4,-0.32,-4.1,-298.7,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2613,85.2,-0.96,-13.6,-809.7,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2614,151.1,1.23,18.8,1080.8,175,Balanced All-Wheel Traction
RIMAC-RAWTV-2615,126.3,-1.38,-20.6,-1168.3,190,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2616,193.9,1.02,15.6,883.7,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2617,161.1,-0.14,-3.8,-117.8,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2618,217.9,0.64,10.8,481.0,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2619,215.0,-1.48,-21.8,-1324.4,148,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2620,161.8,0.29,5.6,367.9,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2621,187.7,-0.69,-11.7,-552.2,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2622,227.4,1.25,17.4,1166.8,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2623,210.4,-0.88,-12.6,-754.8,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2624,204.7,0.36,3.0,276.5,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2625,148.9,0.91,12.3,784.7,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2626,169.9,0.25,4.4,239.8,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2627,252.3,-1.36,-21.2,-1150.0,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2628,172.2,1.05,13.3,891.6,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2629,157.0,1.39,19.6,1105.2,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2630,206.5,-0.68,-8.1,-535.6,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2631,191.9,-0.04,-1.6,-54.3,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2632,272.2,0.92,10.9,784.7,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2633,104.5,-1.13,-15.0,-895.1,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2634,283.4,1.2,15.6,1085.8,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2635,272.9,-1.13,-16.3,-1031.4,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2636,177.8,1.09,18.4,917.7,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2637,106.4,-1.23,-20.6,-978.8,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2638,256.6,0.73,9.8,643.9,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2639,232.6,0.32,3.7,364.6,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2640,174.6,-1.4,-20.0,-1179.8,165,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2641,235.0,-0.33,-3.4,-254.3,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2642,215.5,-0.46,-7.4,-458.5,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2643,174.4,-0.13,-3.5,-88.3,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2644,230.8,1.5,23.7,1270.7,168,Active R-AWTV High-G Yaw Vectoring
